# _root_ The high point of foreigners ' copper stocks this year was 136,000 tons at the end of April , according to Mr. Demler .
#goldHeads=3,3,11,3,8,5,8,4,10,11,0,13,11,11,16,14,16,17,11,11,20,23,21,11,
#predictedHeads=3,3,11,3,8,5,8,4,10,3,0,13,11,11,16,14,16,17,11,11,20,23,21,11,
(5,6),(5,8),(5,11),-0.0513734 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,14),-0.0535999 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,19),-0.115678 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,24),-0.0669234 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,25),-0.0906316 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,10),(5,11),-0.0513734 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,14),-0.0543809 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,19),-0.116175 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,24),-0.0669702 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,25),-0.0907497 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,11),(5,14),-0.0208819 # DEPENDENCYPART_TRISIBL
(5,6),(5,11),(5,19),-0.092785 # DEPENDENCYPART_TRISIBL
(5,6),(5,11),(5,24),-0.0676369 # DEPENDENCYPART_TRISIBL
(5,6),(5,11),(5,25),-0.147395 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,14),(5,19),-0.0888095 # DEPENDENCYPART_TRISIBL
(5,6),(5,14),(5,24),-0.0656388 # DEPENDENCYPART_TRISIBL
(5,6),(5,14),(5,25),-0.133888 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,19),(5,24),-0.0654544 # DEPENDENCYPART_TRISIBL
(5,6),(5,19),(5,25),-0.125623 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,24),(5,25),-0.107781 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,8),(5,10),-0.086439 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,11),-0.0924873 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,14),-0.0500729 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,19),-0.0434485 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,24),-0.0704943 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,25),-0.11098 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,10),(5,11),-0.0976945 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,14),-0.0526867 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,19),-0.0293768 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,24),-0.0791067 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,25),-0.116576 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,11),(5,14),-0.050927 # DEPENDENCYPART_TRISIBL
(5,7),(5,11),(5,19),-0.0222109 # DEPENDENCYPART_TRISIBL
(5,7),(5,11),(5,24),-0.0756801 # DEPENDENCYPART_TRISIBL
(5,7),(5,11),(5,25),-0.138166 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,14),(5,19),-0.0149274 # DEPENDENCYPART_TRISIBL
(5,7),(5,14),(5,24),-0.0719248 # DEPENDENCYPART_TRISIBL
(5,7),(5,14),(5,25),-0.111672 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,19),(5,24),-0.0919997 # DEPENDENCYPART_TRISIBL
(5,7),(5,19),(5,25),-0.0342854 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,24),(5,25),-0.0169327 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,10),(5,11),-0.0966303 # DEPENDENCYPART_TRISIBL
(5,8),(5,10),(5,14),-0.0543152 # DEPENDENCYPART_TRISIBL
(5,8),(5,10),(5,19),-0.0312417 # DEPENDENCYPART_TRISIBL
(5,8),(5,10),(5,24),-0.078819 # DEPENDENCYPART_TRISIBL
(5,8),(5,10),(5,25),-0.106275 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,11),(5,14),-0.0526553 # DEPENDENCYPART_TRISIBL
(5,8),(5,11),(5,19),-0.0239733 # DEPENDENCYPART_TRISIBL
(5,8),(5,11),(5,24),-0.0775992 # DEPENDENCYPART_TRISIBL
(5,8),(5,11),(5,25),-0.124767 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,14),(5,19),-0.0182225 # DEPENDENCYPART_TRISIBL
(5,8),(5,14),(5,24),-0.0683149 # DEPENDENCYPART_TRISIBL
(5,8),(5,14),(5,25),-0.107703 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,19),(5,24),-0.0915073 # DEPENDENCYPART_TRISIBL
(5,8),(5,19),(5,25),-0.027633 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,24),(5,25),-0.0105924 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,11),(5,14),-0.0632673 # DEPENDENCYPART_TRISIBL
(5,10),(5,11),(5,19),-0.0124868 # DEPENDENCYPART_TRISIBL
(5,10),(5,11),(5,24),-0.0666089 # DEPENDENCYPART_TRISIBL
(5,10),(5,11),(5,25),-0.108742 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,14),(5,19),0.00555506 # DEPENDENCYPART_TRISIBL
(5,10),(5,14),(5,24),-0.0665009 # DEPENDENCYPART_TRISIBL
(5,10),(5,14),(5,25),-0.0902037 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,19),(5,24),-0.072606 # DEPENDENCYPART_TRISIBL
(5,10),(5,19),(5,25),-0.0357829 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,24),(5,25),-0.0263232 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,11),(5,14),(5,19),-0.00348101 # DEPENDENCYPART_TRISIBL
(5,11),(5,14),(5,24),0.00134586 # DEPENDENCYPART_TRISIBL
(5,11),(5,14),(5,25),-0.0592872 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,11),(5,19),(5,24),-0.0787109 # DEPENDENCYPART_TRISIBL
(5,11),(5,19),(5,25),-0.039442 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,11),(5,24),(5,25),-0.0786693 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,14),(5,19),(5,24),-0.0960961 # DEPENDENCYPART_TRISIBL
(5,14),(5,19),(5,25),-0.218786 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,14),(5,24),(5,25),-0.0943936 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,19),(5,24),(5,25),-0.305825 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,4),(5,3),-0.0477577 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,4),(5,2),-0.219428 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,4),(5,1),-0.118671 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,4),(5,-1),-0.106712 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,3),(5,2),-0.0904822 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,3),(5,1),-0.0802316 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,3),(5,-1),-0.200015 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,2),(5,1),-0.14976 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,2),(5,-1),-0.157909 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,1),(5,-1),-0.162519 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,4),(5,3),(5,2),-0.0861452 # DEPENDENCYPART_TRISIBL
(5,4),(5,3),(5,1),-0.0893833 # DEPENDENCYPART_TRISIBL
(5,4),(5,3),(5,-1),-0.22284 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,4),(5,2),(5,1),-0.123713 # DEPENDENCYPART_TRISIBL
(5,4),(5,2),(5,-1),-0.232598 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,4),(5,1),(5,-1),-0.182624 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,3),(5,2),(5,1),-0.00577595 # DEPENDENCYPART_TRISIBL
(5,3),(5,2),(5,-1),-0.141475 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,3),(5,1),(5,-1),-0.086085 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,2),(5,1),(5,-1),0.0239453 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,8),(7,10),-0.0496325 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,11),-0.0591756 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,13),-0.100858 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,14),-0.0848133 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,25),-0.11418 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,10),(7,11),-0.0433646 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,10),(7,13),-0.10485 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,10),(7,14),-0.0654967 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,10),(7,25),-0.102764 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,11),(7,13),-0.152451 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,11),(7,14),-0.160407 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,11),(7,25),-0.123758 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,13),(7,14),-0.074043 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,13),(7,25),-0.0985554 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,14),(7,25),-0.110786 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,8),(7,10),(7,11),-0.0966303 # DEPENDENCYPART_TRISIBL
(7,8),(7,10),(7,13),-0.0752247 # DEPENDENCYPART_TRISIBL
(7,8),(7,10),(7,14),-0.0543154 # DEPENDENCYPART_TRISIBL
(7,8),(7,10),(7,25),-0.105543 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,11),(7,13),-0.0778297 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,14),-0.0526554 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,25),-0.123305 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,13),(7,14),-0.0516989 # DEPENDENCYPART_TRISIBL
(7,8),(7,13),(7,25),-0.104573 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,14),(7,25),-0.106971 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,11),(7,13),-0.0806271 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,14),-0.0632675 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,25),-0.107281 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,13),(7,14),-0.0628178 # DEPENDENCYPART_TRISIBL
(7,10),(7,13),(7,25),-0.114148 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,14),(7,25),-0.0894718 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,13),(7,14),-0.0132265 # DEPENDENCYPART_TRISIBL
(7,11),(7,13),(7,25),-0.120441 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,14),(7,25),-0.058649 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,13),(7,14),(7,25),-0.10433 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,6),(7,5),-0.230102 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,6),(7,3),-0.23148 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,6),(7,2),-0.165156 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,6),(7,-1),-0.392975 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,5),(7,3),-0.221514 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,5),(7,2),-0.0898465 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,5),(7,-1),-0.189331 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,3),(7,2),-0.0904821 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,3),(7,-1),-0.190617 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,2),(7,-1),-0.152914 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,6),(7,5),(7,3),-0.130099 # DEPENDENCYPART_TRISIBL
(7,6),(7,5),(7,2),-0.103024 # DEPENDENCYPART_TRISIBL
(7,6),(7,5),(7,-1),-0.181321 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,6),(7,3),(7,2),-0.103024 # DEPENDENCYPART_TRISIBL
(7,6),(7,3),(7,-1),-0.181321 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,6),(7,2),(7,-1),-0.152466 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,5),(7,3),(7,2),0.0211702 # DEPENDENCYPART_TRISIBL
(7,5),(7,3),(7,-1),-0.136552 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,5),(7,2),(7,-1),-0.130018 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,3),(7,2),(7,-1),-0.141462 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,9),(8,10),-0.145253 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,11),-0.108626 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,12),-0.156 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,13),-0.195302 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,14),-0.165682 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,16),-0.172291 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,17),-0.129811 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,18),-0.186621 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,19),-0.128896 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,20),-0.173255 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,23),-0.188664 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,24),-0.152863 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,25),-0.142606 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,10),(8,11),-0.0501788 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,12),-0.157858 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,13),-0.10511 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,14),-0.0683422 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,16),-0.0726119 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,17),-0.0316159 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,18),-0.0942139 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,19),-0.117652 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,20),-0.109416 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,23),-0.0976585 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,24),-0.116146 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,25),-0.103116 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,11),(8,12),-0.151014 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,13),-0.152737 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,14),-0.165213 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,16),-0.12984 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,17),-0.14463 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,18),-0.144052 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,19),-0.0237532 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,20),-0.0966629 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,23),-0.146098 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,24),-0.0875313 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,25),-0.109336 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,12),(8,13),-0.184342 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,14),-0.0874606 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,16),-0.161175 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,17),-0.0660343 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,18),-0.175552 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,19),-0.0344858 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,20),-0.145682 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,23),-0.177598 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,24),-0.130544 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,25),-0.113589 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,13),(8,14),-0.0768885 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,16),-0.0728473 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,17),-0.0401622 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,18),-0.0944492 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,19),-0.116777 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,20),-0.13038 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,23),-0.0978938 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,24),-0.106321 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,25),-0.0989072 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,14),(8,16),-0.126847 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,14),(8,17),-0.103722 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,14),(8,18),-0.144511 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,14),(8,19),-0.0541604 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,14),(8,20),-0.154465 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,14),(8,23),-0.148142 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,14),(8,24),-0.177494 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,14),(8,25),-0.114425 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,16),(8,17),-0.0473335 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,16),(8,18),-0.0930951 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,16),(8,19),-0.112068 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,16),(8,20),-0.131321 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,16),(8,23),-0.0965397 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,16),(8,24),-0.112122 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,16),(8,25),-0.0992433 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,17),(8,18),-0.110663 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,17),(8,19),-0.0369809 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,17),(8,20),-0.161426 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,17),(8,23),-0.114293 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,17),(8,24),-0.179018 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,17),(8,25),-0.0522135 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,18),(8,19),-0.116118 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,18),(8,20),-0.13038 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,18),(8,23),-0.0957295 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,18),(8,24),-0.114575 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,18),(8,25),-0.089822 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,19),(8,20),-0.22278 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,19),(8,23),-0.0752632 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,19),(8,24),-0.22799 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,19),(8,25),-0.728375 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,20),(8,23),-0.145049 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,20),(8,24),-0.0988455 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,20),(8,25),-0.10064 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,23),(8,24),-0.11356 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,23),(8,25),-0.10614 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,24),(8,25),-0.195301 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,9),(8,10),(8,11),-0.0939592 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,12),-0.0601989 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,13),-0.0704719 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,14),-0.0709408 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,16),-0.0704711 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,17),-0.0534435 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,18),-0.0704709 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,19),-0.0796293 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,20),-0.0940301 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,23),-0.0704709 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,24),-0.0127117 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,25),-0.144618 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,11),(8,12),-0.0600342 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,13),-0.0646439 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,14),-0.0758482 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,16),-0.0646436 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,17),-0.0676555 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,18),-0.0646435 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,19),-0.081591 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,20),-0.091009 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,23),-0.0646435 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,24),-0.0126645 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,25),-0.138741 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,12),(8,13),-0.0614621 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,14),-0.0738439 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,16),-0.0614617 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,17),-0.0660367 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,18),-0.0614616 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,19),-0.0741318 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,20),-0.0893441 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,23),-0.0614616 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,24),-0.0331137 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,25),-0.117638 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,13),(8,14),-0.0702903 # DEPENDENCYPART_TRISIBL
(8,9),(8,13),(8,16),-0.0702685 # DEPENDENCYPART_TRISIBL
(8,9),(8,13),(8,17),-0.052793 # DEPENDENCYPART_TRISIBL
(8,9),(8,13),(8,18),-0.0702683 # DEPENDENCYPART_TRISIBL
(8,9),(8,13),(8,19),-0.0792501 # DEPENDENCYPART_TRISIBL
(8,9),(8,13),(8,20),-0.0940294 # DEPENDENCYPART_TRISIBL
(8,9),(8,13),(8,23),-0.0702683 # DEPENDENCYPART_TRISIBL
(8,9),(8,13),(8,24),-0.0125582 # DEPENDENCYPART_TRISIBL
(8,9),(8,13),(8,25),-0.145946 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,14),(8,16),-0.0645496 # DEPENDENCYPART_TRISIBL
(8,9),(8,14),(8,17),-0.0709571 # DEPENDENCYPART_TRISIBL
(8,9),(8,14),(8,18),-0.0645495 # DEPENDENCYPART_TRISIBL
(8,9),(8,14),(8,19),-0.0767837 # DEPENDENCYPART_TRISIBL
(8,9),(8,14),(8,20),-0.0923643 # DEPENDENCYPART_TRISIBL
(8,9),(8,14),(8,23),-0.0645495 # DEPENDENCYPART_TRISIBL
(8,9),(8,14),(8,24),-0.0292363 # DEPENDENCYPART_TRISIBL
(8,9),(8,14),(8,25),-0.126935 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,16),(8,17),-0.0527965 # DEPENDENCYPART_TRISIBL
(8,9),(8,16),(8,18),-0.0702703 # DEPENDENCYPART_TRISIBL
(8,9),(8,16),(8,19),-0.0792504 # DEPENDENCYPART_TRISIBL
(8,9),(8,16),(8,20),-0.0940294 # DEPENDENCYPART_TRISIBL
(8,9),(8,16),(8,23),-0.0702703 # DEPENDENCYPART_TRISIBL
(8,9),(8,16),(8,24),-0.0125599 # DEPENDENCYPART_TRISIBL
