# _root_ Spencer J. Volk , president and chief operating officer of this consumer and industrial products company , was elected a director .
#goldHeads=3,3,18,3,6,3,9,9,6,6,13,13,10,13,13,13,3,0,18,21,19,18,
#predictedHeads=3,3,18,3,6,3,9,9,6,6,13,13,10,13,13,13,3,0,18,21,19,18,
(6,8),(6,11),(6,15),-0.0857961 # DEPENDENCYPART_TRISIBL
(6,8),(6,11),(6,16),-0.0896435 # DEPENDENCYPART_TRISIBL
(6,8),(6,11),(6,17),-0.0566299 # DEPENDENCYPART_TRISIBL
(6,8),(6,11),(6,18),-0.0691966 # DEPENDENCYPART_TRISIBL
(6,8),(6,11),(6,19),-0.06531 # DEPENDENCYPART_TRISIBL
(6,8),(6,11),(6,22),-0.110154 # DEPENDENCYPART_TRISIBL
(6,8),(6,11),(6,23),-0.0882515 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,12),(6,13),-0.136694 # DEPENDENCYPART_TRISIBL
(6,8),(6,12),(6,14),-0.0812427 # DEPENDENCYPART_TRISIBL
(6,8),(6,12),(6,15),-0.0922739 # DEPENDENCYPART_TRISIBL
(6,8),(6,12),(6,16),-0.0920023 # DEPENDENCYPART_TRISIBL
(6,8),(6,12),(6,17),-0.0764381 # DEPENDENCYPART_TRISIBL
(6,8),(6,12),(6,18),-0.0658404 # DEPENDENCYPART_TRISIBL
(6,8),(6,12),(6,19),-0.0654254 # DEPENDENCYPART_TRISIBL
(6,8),(6,12),(6,22),-0.143691 # DEPENDENCYPART_TRISIBL
(6,8),(6,12),(6,23),-0.0570227 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,13),(6,14),-0.0850852 # DEPENDENCYPART_TRISIBL
(6,8),(6,13),(6,15),-0.102931 # DEPENDENCYPART_TRISIBL
(6,8),(6,13),(6,16),-0.106723 # DEPENDENCYPART_TRISIBL
(6,8),(6,13),(6,17),-0.0374584 # DEPENDENCYPART_TRISIBL
(6,8),(6,13),(6,18),-0.0794994 # DEPENDENCYPART_TRISIBL
(6,8),(6,13),(6,19),-0.0751659 # DEPENDENCYPART_TRISIBL
(6,8),(6,13),(6,22),-0.106904 # DEPENDENCYPART_TRISIBL
(6,8),(6,13),(6,23),-0.133867 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,14),(6,15),-0.0431191 # DEPENDENCYPART_TRISIBL
(6,8),(6,14),(6,16),-0.046957 # DEPENDENCYPART_TRISIBL
(6,8),(6,14),(6,17),-0.064668 # DEPENDENCYPART_TRISIBL
(6,8),(6,14),(6,18),-0.0715725 # DEPENDENCYPART_TRISIBL
(6,8),(6,14),(6,19),-0.0676407 # DEPENDENCYPART_TRISIBL
(6,8),(6,14),(6,22),-0.0951633 # DEPENDENCYPART_TRISIBL
(6,8),(6,14),(6,23),-0.0520359 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,15),(6,16),-0.0855301 # DEPENDENCYPART_TRISIBL
(6,8),(6,15),(6,17),-0.0770132 # DEPENDENCYPART_TRISIBL
(6,8),(6,15),(6,18),-0.0661128 # DEPENDENCYPART_TRISIBL
(6,8),(6,15),(6,19),-0.0656978 # DEPENDENCYPART_TRISIBL
(6,8),(6,15),(6,22),-0.143691 # DEPENDENCYPART_TRISIBL
(6,8),(6,15),(6,23),-0.0583969 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,16),(6,17),-0.0770166 # DEPENDENCYPART_TRISIBL
(6,8),(6,16),(6,18),-0.0664748 # DEPENDENCYPART_TRISIBL
(6,8),(6,16),(6,19),-0.0660598 # DEPENDENCYPART_TRISIBL
(6,8),(6,16),(6,22),-0.143799 # DEPENDENCYPART_TRISIBL
(6,8),(6,16),(6,23),-0.0340321 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,17),(6,18),-0.0558054 # DEPENDENCYPART_TRISIBL
(6,8),(6,17),(6,19),-0.043548 # DEPENDENCYPART_TRISIBL
(6,8),(6,17),(6,22),-0.12453 # DEPENDENCYPART_TRISIBL
(6,8),(6,17),(6,23),-0.112943 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,18),(6,19),-0.0637631 # DEPENDENCYPART_TRISIBL
(6,8),(6,18),(6,22),-0.0688536 # DEPENDENCYPART_TRISIBL
(6,8),(6,18),(6,23),-0.0535205 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,19),(6,22),-0.0691694 # DEPENDENCYPART_TRISIBL
(6,8),(6,19),(6,23),-0.0410007 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,22),(6,23),-0.140064 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,10),(6,11),-0.064069 # DEPENDENCYPART_TRISIBL
(6,9),(6,10),(6,12),-0.100037 # DEPENDENCYPART_TRISIBL
(6,9),(6,10),(6,13),-0.0983248 # DEPENDENCYPART_TRISIBL
(6,9),(6,10),(6,14),-0.0894553 # DEPENDENCYPART_TRISIBL
(6,9),(6,10),(6,15),-0.100189 # DEPENDENCYPART_TRISIBL
(6,9),(6,10),(6,16),-0.104032 # DEPENDENCYPART_TRISIBL
(6,9),(6,10),(6,17),0.0223789 # DEPENDENCYPART_TRISIBL
(6,9),(6,10),(6,18),-0.0407663 # DEPENDENCYPART_TRISIBL
(6,9),(6,10),(6,19),-0.0399777 # DEPENDENCYPART_TRISIBL
(6,9),(6,10),(6,22),-0.139802 # DEPENDENCYPART_TRISIBL
(6,9),(6,10),(6,23),0.0660918 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,11),(6,12),-0.0572495 # DEPENDENCYPART_TRISIBL
(6,9),(6,11),(6,13),-0.10194 # DEPENDENCYPART_TRISIBL
(6,9),(6,11),(6,14),-0.0808893 # DEPENDENCYPART_TRISIBL
(6,9),(6,11),(6,15),-0.0573947 # DEPENDENCYPART_TRISIBL
(6,9),(6,11),(6,16),-0.0612421 # DEPENDENCYPART_TRISIBL
(6,9),(6,11),(6,17),-0.0503683 # DEPENDENCYPART_TRISIBL
(6,9),(6,11),(6,18),-0.0740471 # DEPENDENCYPART_TRISIBL
(6,9),(6,11),(6,19),-0.0701605 # DEPENDENCYPART_TRISIBL
(6,9),(6,11),(6,22),-0.111849 # DEPENDENCYPART_TRISIBL
(6,9),(6,11),(6,23),-0.0535627 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,12),(6,13),-0.136816 # DEPENDENCYPART_TRISIBL
(6,9),(6,12),(6,14),-0.0803539 # DEPENDENCYPART_TRISIBL
(6,9),(6,12),(6,15),-0.0637937 # DEPENDENCYPART_TRISIBL
(6,9),(6,12),(6,16),-0.0635221 # DEPENDENCYPART_TRISIBL
(6,9),(6,12),(6,17),-0.0699258 # DEPENDENCYPART_TRISIBL
(6,9),(6,12),(6,18),-0.0708102 # DEPENDENCYPART_TRISIBL
(6,9),(6,12),(6,19),-0.0703953 # DEPENDENCYPART_TRISIBL
(6,9),(6,12),(6,22),-0.145572 # DEPENDENCYPART_TRISIBL
(6,9),(6,12),(6,23),-0.0167045 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,13),(6,14),-0.0841964 # DEPENDENCYPART_TRISIBL
(6,9),(6,13),(6,15),-0.0742555 # DEPENDENCYPART_TRISIBL
(6,9),(6,13),(6,16),-0.0780474 # DEPENDENCYPART_TRISIBL
(6,9),(6,13),(6,17),-0.0318466 # DEPENDENCYPART_TRISIBL
(6,9),(6,13),(6,18),-0.0843471 # DEPENDENCYPART_TRISIBL
(6,9),(6,13),(6,19),-0.0800136 # DEPENDENCYPART_TRISIBL
(6,9),(6,13),(6,22),-0.108723 # DEPENDENCYPART_TRISIBL
(6,9),(6,13),(6,23),-0.099187 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,14),(6,15),-0.0144729 # DEPENDENCYPART_TRISIBL
(6,9),(6,14),(6,16),-0.0183108 # DEPENDENCYPART_TRISIBL
(6,9),(6,14),(6,17),-0.0584064 # DEPENDENCYPART_TRISIBL
(6,9),(6,14),(6,18),-0.0764364 # DEPENDENCYPART_TRISIBL
(6,9),(6,14),(6,19),-0.0725045 # DEPENDENCYPART_TRISIBL
(6,9),(6,14),(6,22),-0.0968586 # DEPENDENCYPART_TRISIBL
(6,9),(6,14),(6,23),-0.0171816 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,15),(6,16),-0.0570499 # DEPENDENCYPART_TRISIBL
(6,9),(6,15),(6,17),-0.0705008 # DEPENDENCYPART_TRISIBL
(6,9),(6,15),(6,18),-0.0710827 # DEPENDENCYPART_TRISIBL
(6,9),(6,15),(6,19),-0.0706677 # DEPENDENCYPART_TRISIBL
(6,9),(6,15),(6,22),-0.145572 # DEPENDENCYPART_TRISIBL
(6,9),(6,15),(6,23),-0.0180786 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,16),(6,17),-0.0705042 # DEPENDENCYPART_TRISIBL
(6,9),(6,16),(6,18),-0.0714447 # DEPENDENCYPART_TRISIBL
(6,9),(6,16),(6,19),-0.0710297 # DEPENDENCYPART_TRISIBL
(6,9),(6,16),(6,22),-0.145681 # DEPENDENCYPART_TRISIBL
(6,9),(6,16),(6,23),0.00628621 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,17),(6,18),-0.0650939 # DEPENDENCYPART_TRISIBL
(6,9),(6,17),(6,19),-0.0528365 # DEPENDENCYPART_TRISIBL
(6,9),(6,17),(6,22),-0.126226 # DEPENDENCYPART_TRISIBL
(6,9),(6,17),(6,23),-0.0916741 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,18),(6,19),-0.0686107 # DEPENDENCYPART_TRISIBL
(6,9),(6,18),(6,22),-0.07097 # DEPENDENCYPART_TRISIBL
(6,9),(6,18),(6,23),-0.019506 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,19),(6,22),-0.0712858 # DEPENDENCYPART_TRISIBL
(6,9),(6,19),(6,23),-0.00698607 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,22),(6,23),-0.0932667 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,11),(6,12),-0.037292 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,13),-0.0860119 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,14),-0.0262169 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,15),-0.034071 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,16),-0.0434898 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,17),-0.0605202 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,18),-0.0876872 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,19),-0.0833839 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,22),-0.0684818 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,23),-0.115548 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,12),(6,13),-0.0853289 # DEPENDENCYPART_TRISIBL
(6,10),(6,12),(6,14),-0.0379588 # DEPENDENCYPART_TRISIBL
(6,10),(6,12),(6,15),-0.061856 # DEPENDENCYPART_TRISIBL
(6,10),(6,12),(6,16),-0.071278 # DEPENDENCYPART_TRISIBL
(6,10),(6,12),(6,17),-0.0441318 # DEPENDENCYPART_TRISIBL
(6,10),(6,12),(6,18),-0.077349 # DEPENDENCYPART_TRISIBL
(6,10),(6,12),(6,19),-0.0720086 # DEPENDENCYPART_TRISIBL
(6,10),(6,12),(6,22),-0.046019 # DEPENDENCYPART_TRISIBL
(6,10),(6,12),(6,23),-0.025685 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,13),(6,14),-0.0384158 # DEPENDENCYPART_TRISIBL
(6,10),(6,13),(6,15),-0.0415286 # DEPENDENCYPART_TRISIBL
(6,10),(6,13),(6,16),-0.0509513 # DEPENDENCYPART_TRISIBL
(6,10),(6,13),(6,17),-0.0815072 # DEPENDENCYPART_TRISIBL
(6,10),(6,13),(6,18),-0.0903872 # DEPENDENCYPART_TRISIBL
(6,10),(6,13),(6,19),-0.0858895 # DEPENDENCYPART_TRISIBL
(6,10),(6,13),(6,22),-0.0784097 # DEPENDENCYPART_TRISIBL
(6,10),(6,13),(6,23),-0.0724983 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,14),(6,15),-0.0398935 # DEPENDENCYPART_TRISIBL
(6,10),(6,14),(6,16),-0.049316 # DEPENDENCYPART_TRISIBL
(6,10),(6,14),(6,17),-0.0437885 # DEPENDENCYPART_TRISIBL
(6,10),(6,14),(6,18),-0.0848205 # DEPENDENCYPART_TRISIBL
(6,10),(6,14),(6,19),-0.0802757 # DEPENDENCYPART_TRISIBL
(6,10),(6,14),(6,22),-0.0745992 # DEPENDENCYPART_TRISIBL
(6,10),(6,14),(6,23),-0.0937668 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,15),(6,16),-0.071278 # DEPENDENCYPART_TRISIBL
(6,10),(6,15),(6,17),-0.04415 # DEPENDENCYPART_TRISIBL
(6,10),(6,15),(6,18),-0.077353 # DEPENDENCYPART_TRISIBL
(6,10),(6,15),(6,19),-0.0720125 # DEPENDENCYPART_TRISIBL
(6,10),(6,15),(6,22),-0.0460214 # DEPENDENCYPART_TRISIBL
(6,10),(6,15),(6,23),-0.028073 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,16),(6,17),-0.0443003 # DEPENDENCYPART_TRISIBL
(6,10),(6,16),(6,18),-0.0777048 # DEPENDENCYPART_TRISIBL
(6,10),(6,16),(6,19),-0.0723643 # DEPENDENCYPART_TRISIBL
(6,10),(6,16),(6,22),-0.0467457 # DEPENDENCYPART_TRISIBL
(6,10),(6,16),(6,23),-0.0232196 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,17),(6,18),-0.088098 # DEPENDENCYPART_TRISIBL
(6,10),(6,17),(6,19),-0.0791645 # DEPENDENCYPART_TRISIBL
(6,10),(6,17),(6,22),-0.052757 # DEPENDENCYPART_TRISIBL
(6,10),(6,17),(6,23),-0.175572 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,18),(6,19),-0.110193 # DEPENDENCYPART_TRISIBL
(6,10),(6,18),(6,22),-0.0229307 # DEPENDENCYPART_TRISIBL
(6,10),(6,18),(6,23),-0.13653 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,19),(6,22),-0.0379818 # DEPENDENCYPART_TRISIBL
(6,10),(6,19),(6,23),-0.123734 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,22),(6,23),-0.100201 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,11),(6,12),(6,13),-0.0753381 # DEPENDENCYPART_TRISIBL
(6,11),(6,12),(6,14),-0.062972 # DEPENDENCYPART_TRISIBL
(6,11),(6,12),(6,15),-0.0774524 # DEPENDENCYPART_TRISIBL
(6,11),(6,12),(6,16),-0.0774549 # DEPENDENCYPART_TRISIBL
(6,11),(6,12),(6,17),-0.0762475 # DEPENDENCYPART_TRISIBL
(6,11),(6,12),(6,18),-0.0947237 # DEPENDENCYPART_TRISIBL
(6,11),(6,12),(6,19),-0.0943766 # DEPENDENCYPART_TRISIBL
(6,11),(6,12),(6,22),-0.0179431 # DEPENDENCYPART_TRISIBL
(6,11),(6,12),(6,23),-0.0722063 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,11),(6,13),(6,14),-0.062456 # DEPENDENCYPART_TRISIBL
(6,11),(6,13),(6,15),-0.0656943 # DEPENDENCYPART_TRISIBL
(6,11),(6,13),(6,16),-0.0656967 # DEPENDENCYPART_TRISIBL
(6,11),(6,13),(6,17),-0.0739741 # DEPENDENCYPART_TRISIBL
(6,11),(6,13),(6,18),-0.0884814 # DEPENDENCYPART_TRISIBL
(6,11),(6,13),(6,19),-0.0881469 # DEPENDENCYPART_TRISIBL
(6,11),(6,13),(6,22),-0.0318776 # DEPENDENCYPART_TRISIBL
(6,11),(6,13),(6,23),-0.0965677 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,11),(6,14),(6,15),-0.0673476 # DEPENDENCYPART_TRISIBL
(6,11),(6,14),(6,16),-0.0673487 # DEPENDENCYPART_TRISIBL
(6,11),(6,14),(6,17),-0.0749968 # DEPENDENCYPART_TRISIBL
(6,11),(6,14),(6,18),-0.0886416 # DEPENDENCYPART_TRISIBL
(6,11),(6,14),(6,19),-0.0883072 # DEPENDENCYPART_TRISIBL
(6,11),(6,14),(6,22),-0.0384196 # DEPENDENCYPART_TRISIBL
(6,11),(6,14),(6,23),-0.0801604 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,11),(6,15),(6,16),-0.0774578 # DEPENDENCYPART_TRISIBL
(6,11),(6,15),(6,17),-0.0762475 # DEPENDENCYPART_TRISIBL
(6,11),(6,15),(6,18),-0.0947237 # DEPENDENCYPART_TRISIBL
(6,11),(6,15),(6,19),-0.0943766 # DEPENDENCYPART_TRISIBL
(6,11),(6,15),(6,22),-0.0179506 # DEPENDENCYPART_TRISIBL
(6,11),(6,15),(6,23),-0.0722063 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,11),(6,16),(6,17),-0.0762475 # DEPENDENCYPART_TRISIBL
(6,11),(6,16),(6,18),-0.0947339 # DEPENDENCYPART_TRISIBL
(6,11),(6,16),(6,19),-0.0943868 # DEPENDENCYPART_TRISIBL
(6,11),(6,16),(6,22),-0.0179438 # DEPENDENCYPART_TRISIBL
(6,11),(6,16),(6,23),-0.0722149 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,11),(6,17),(6,18),-0.101167 # DEPENDENCYPART_TRISIBL
(6,11),(6,17),(6,19),-0.100586 # DEPENDENCYPART_TRISIBL
(6,11),(6,17),(6,22),-0.0376162 # DEPENDENCYPART_TRISIBL
(6,11),(6,17),(6,23),-0.0865064 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,11),(6,18),(6,19),-0.0920638 # DEPENDENCYPART_TRISIBL
(6,11),(6,18),(6,22),-0.0172043 # DEPENDENCYPART_TRISIBL
(6,11),(6,18),(6,23),-0.0992382 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,11),(6,19),(6,22),-0.0168595 # DEPENDENCYPART_TRISIBL
(6,11),(6,19),(6,23),-0.097915 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,11),(6,22),(6,23),-0.099993 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,12),(6,13),(6,14),-0.0850852 # DEPENDENCYPART_TRISIBL
(6,12),(6,13),(6,15),-0.106095 # DEPENDENCYPART_TRISIBL
(6,12),(6,13),(6,16),-0.109886 # DEPENDENCYPART_TRISIBL
(6,12),(6,13),(6,17),-0.0369894 # DEPENDENCYPART_TRISIBL
(6,12),(6,13),(6,18),-0.0794085 # DEPENDENCYPART_TRISIBL
(6,12),(6,13),(6,19),-0.0750751 # DEPENDENCYPART_TRISIBL
(6,12),(6,13),(6,22),-0.106161 # DEPENDENCYPART_TRISIBL
(6,12),(6,13),(6,23),-0.102734 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,12),(6,14),(6,15),-0.0461175 # DEPENDENCYPART_TRISIBL
(6,12),(6,14),(6,16),-0.0499554 # DEPENDENCYPART_TRISIBL
(6,12),(6,14),(6,17),-0.064199 # DEPENDENCYPART_TRISIBL
(6,12),(6,14),(6,18),-0.0714816 # DEPENDENCYPART_TRISIBL
(6,12),(6,14),(6,19),-0.0675498 # DEPENDENCYPART_TRISIBL
(6,12),(6,14),(6,22),-0.0944198 # DEPENDENCYPART_TRISIBL
(6,12),(6,14),(6,23),-0.0209018 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,12),(6,15),(6,16),-0.0915357 # DEPENDENCYPART_TRISIBL
(6,12),(6,15),(6,17),-0.0760759 # DEPENDENCYPART_TRISIBL
(6,12),(6,15),(6,18),-0.0659415 # DEPENDENCYPART_TRISIBL
(6,12),(6,15),(6,19),-0.0655265 # DEPENDENCYPART_TRISIBL
(6,12),(6,15),(6,22),-0.142387 # DEPENDENCYPART_TRISIBL
(6,12),(6,15),(6,23),-0.0205358 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,12),(6,16),(6,17),-0.0760794 # DEPENDENCYPART_TRISIBL
(6,12),(6,16),(6,18),-0.0663035 # DEPENDENCYPART_TRISIBL
(6,12),(6,16),(6,19),-0.0658885 # DEPENDENCYPART_TRISIBL
(6,12),(6,16),(6,22),-0.142495 # DEPENDENCYPART_TRISIBL
(6,12),(6,16),(6,23),0.00382901 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,12),(6,17),(6,18),-0.055714 # DEPENDENCYPART_TRISIBL
(6,12),(6,17),(6,19),-0.0434566 # DEPENDENCYPART_TRISIBL
(6,12),(6,17),(6,22),-0.123787 # DEPENDENCYPART_TRISIBL
(6,12),(6,17),(6,23),-0.0786918 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,12),(6,18),(6,19),-0.0636722 # DEPENDENCYPART_TRISIBL
(6,12),(6,18),(6,22),-0.0681125 # DEPENDENCYPART_TRISIBL
(6,12),(6,18),(6,23),-0.0223639 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,12),(6,19),(6,22),-0.0684283 # DEPENDENCYPART_TRISIBL
(6,12),(6,19),(6,23),-0.00984399 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,12),(6,22),(6,23),-0.0940593 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,13),(6,14),(6,15),-0.0753191 # DEPENDENCYPART_TRISIBL
(6,13),(6,14),(6,16),-0.0750837 # DEPENDENCYPART_TRISIBL
(6,13),(6,14),(6,17),-0.0585464 # DEPENDENCYPART_TRISIBL
(6,13),(6,14),(6,18),-0.0757183 # DEPENDENCYPART_TRISIBL
(6,13),(6,14),(6,19),-0.0700487 # DEPENDENCYPART_TRISIBL
(6,13),(6,14),(6,22),-0.0152485 # DEPENDENCYPART_TRISIBL
(6,13),(6,14),(6,23),-0.0615262 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,13),(6,15),(6,16),-0.0798006 # DEPENDENCYPART_TRISIBL
(6,13),(6,15),(6,17),-0.0667072 # DEPENDENCYPART_TRISIBL
(6,13),(6,15),(6,18),-0.0784064 # DEPENDENCYPART_TRISIBL
(6,13),(6,15),(6,19),-0.0727843 # DEPENDENCYPART_TRISIBL
(6,13),(6,15),(6,22),-0.0635468 # DEPENDENCYPART_TRISIBL
(6,13),(6,15),(6,23),-0.108498 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,13),(6,16),(6,17),-0.0667091 # DEPENDENCYPART_TRISIBL
(6,13),(6,16),(6,18),-0.0783702 # DEPENDENCYPART_TRISIBL
(6,13),(6,16),(6,19),-0.0727481 # DEPENDENCYPART_TRISIBL
(6,13),(6,16),(6,22),-0.0635688 # DEPENDENCYPART_TRISIBL
(6,13),(6,16),(6,23),-0.108864 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,13),(6,17),(6,18),-0.0426333 # DEPENDENCYPART_TRISIBL
(6,13),(6,17),(6,19),-0.0345408 # DEPENDENCYPART_TRISIBL
(6,13),(6,17),(6,22),-0.0605959 # DEPENDENCYPART_TRISIBL
(6,13),(6,17),(6,23),-0.120885 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,13),(6,18),(6,19),-0.0827805 # DEPENDENCYPART_TRISIBL
(6,13),(6,18),(6,22),-0.07159 # DEPENDENCYPART_TRISIBL
(6,13),(6,18),(6,23),-0.0753117 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,13),(6,19),(6,22),-0.0705812 # DEPENDENCYPART_TRISIBL
(6,13),(6,19),(6,23),-0.0760176 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,13),(6,22),(6,23),0.0189733 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,14),(6,15),(6,16),0.117334 # DEPENDENCYPART_TRISIBL
(6,14),(6,15),(6,17),-0.0539783 # DEPENDENCYPART_TRISIBL
(6,14),(6,15),(6,18),-0.0293098 # DEPENDENCYPART_TRISIBL
(6,14),(6,15),(6,19),-0.029518 # DEPENDENCYPART_TRISIBL
(6,14),(6,15),(6,22),-0.142876 # DEPENDENCYPART_TRISIBL
(6,14),(6,15),(6,23),-0.0252067 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,14),(6,16),(6,17),-0.0543198 # DEPENDENCYPART_TRISIBL
(6,14),(6,16),(6,18),-0.0293065 # DEPENDENCYPART_TRISIBL
(6,14),(6,16),(6,19),-0.0295148 # DEPENDENCYPART_TRISIBL
(6,14),(6,16),(6,22),-0.141956 # DEPENDENCYPART_TRISIBL
(6,14),(6,16),(6,23),-0.0246908 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,14),(6,17),(6,18),-0.0506142 # DEPENDENCYPART_TRISIBL
(6,14),(6,17),(6,19),-0.0565635 # DEPENDENCYPART_TRISIBL
(6,14),(6,17),(6,22),-0.115221 # DEPENDENCYPART_TRISIBL
(6,14),(6,17),(6,23),-0.0376385 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,14),(6,18),(6,19),-0.0682892 # DEPENDENCYPART_TRISIBL
(6,14),(6,18),(6,22),-0.138454 # DEPENDENCYPART_TRISIBL
(6,14),(6,18),(6,23),-0.02577 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,14),(6,19),(6,22),-0.13211 # DEPENDENCYPART_TRISIBL
(6,14),(6,19),(6,23),-0.017823 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,14),(6,22),(6,23),-0.152945 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,15),(6,16),(6,17),-0.0761954 # DEPENDENCYPART_TRISIBL
(6,15),(6,16),(6,18),-0.0679951 # DEPENDENCYPART_TRISIBL
(6,15),(6,16),(6,19),-0.0675801 # DEPENDENCYPART_TRISIBL
(6,15),(6,16),(6,22),-0.143162 # DEPENDENCYPART_TRISIBL
(6,15),(6,16),(6,23),0.0315508 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,15),(6,17),(6,18),-0.0577554 # DEPENDENCYPART_TRISIBL
(6,15),(6,17),(6,19),-0.0454979 # DEPENDENCYPART_TRISIBL
(6,15),(6,17),(6,22),-0.124216 # DEPENDENCYPART_TRISIBL
(6,15),(6,17),(6,23),-0.0637894 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,15),(6,18),(6,19),-0.0652903 # DEPENDENCYPART_TRISIBL
(6,15),(6,18),(6,22),-0.0686823 # DEPENDENCYPART_TRISIBL
(6,15),(6,18),(6,23),-0.00342126 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,15),(6,19),(6,22),-0.0689982 # DEPENDENCYPART_TRISIBL
(6,15),(6,19),(6,23),0.00909863 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,15),(6,22),(6,23),-0.0705192 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,16),(6,17),(6,18),-0.0469726 # DEPENDENCYPART_TRISIBL
(6,16),(6,17),(6,19),-0.0347152 # DEPENDENCYPART_TRISIBL
(6,16),(6,17),(6,22),-0.126164 # DEPENDENCYPART_TRISIBL
(6,16),(6,17),(6,23),-0.0876097 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,16),(6,18),(6,19),-0.0603735 # DEPENDENCYPART_TRISIBL
(6,16),(6,18),(6,22),-0.0696774 # DEPENDENCYPART_TRISIBL
(6,16),(6,18),(6,23),-0.037193 # DEPENDENCYPART_TRISIBL_LAST_SIBS
