# _root_ The internal investigation also criticized MiniScribe 's auditors , Coopers & Lybrand , for allegedly ignoring numerous red flags .
#goldHeads=3,3,5,5,0,8,6,5,8,11,8,11,8,5,16,14,19,19,16,5,
#predictedHeads=3,3,5,5,0,8,6,5,8,11,8,11,8,5,16,14,19,19,16,5,
(12,16),(12,19),(12,21),-0.120866 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,10),(12,9),-0.237241 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,10),(12,8),-0.21732 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,10),(12,6),-0.216859 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,10),(12,-1),-0.189032 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,9),(12,8),-0.148244 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,9),(12,6),-0.147784 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,9),(12,-1),-0.474263 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,8),(12,6),-0.216859 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,8),(12,-1),-0.189032 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,6),(12,-1),-0.192257 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,10),(12,9),(12,8),-0.122857 # DEPENDENCYPART_TRISIBL
(12,10),(12,9),(12,6),-0.120759 # DEPENDENCYPART_TRISIBL
(12,10),(12,9),(12,-1),-0.211544 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,10),(12,8),(12,6),-0.0712879 # DEPENDENCYPART_TRISIBL
(12,10),(12,8),(12,-1),-0.133844 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,10),(12,6),(12,-1),-0.133844 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,9),(12,8),(12,6),-0.0411373 # DEPENDENCYPART_TRISIBL
(12,9),(12,8),(12,-1),-0.137088 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,9),(12,6),(12,-1),-0.137117 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,8),(12,6),(12,-1),-0.133844 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,15),(14,16),-0.105741 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,17),-0.096488 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,18),-0.0918129 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,19),-0.0459941 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,20),-0.129555 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,21),0.0355598 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,16),(14,17),-0.110369 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,18),-0.106009 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,19),-0.0446763 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,20),-0.0384643 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,21),0.0852232 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,17),(14,18),-0.0744633 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,17),(14,19),-0.0307714 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,17),(14,20),-0.128886 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,17),(14,21),-0.00925385 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,18),(14,19),-0.0315496 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,18),(14,20),-0.128887 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,18),(14,21),-0.00956538 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,19),(14,20),-0.0366449 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,19),(14,21),0.27563 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,20),(14,21),-0.136183 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,15),(14,16),(14,17),-0.0498237 # DEPENDENCYPART_TRISIBL
(14,15),(14,16),(14,18),-0.0492591 # DEPENDENCYPART_TRISIBL
(14,15),(14,16),(14,19),-0.0731673 # DEPENDENCYPART_TRISIBL
(14,15),(14,16),(14,20),-0.0251748 # DEPENDENCYPART_TRISIBL
(14,15),(14,16),(14,21),-0.101131 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,17),(14,18),-0.0542584 # DEPENDENCYPART_TRISIBL
(14,15),(14,17),(14,19),-0.0686827 # DEPENDENCYPART_TRISIBL
(14,15),(14,17),(14,20),-0.047861 # DEPENDENCYPART_TRISIBL
(14,15),(14,17),(14,21),-0.112043 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,18),(14,19),-0.0686827 # DEPENDENCYPART_TRISIBL
(14,15),(14,18),(14,20),-0.047861 # DEPENDENCYPART_TRISIBL
(14,15),(14,18),(14,21),-0.112043 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,19),(14,20),-0.0579038 # DEPENDENCYPART_TRISIBL
(14,15),(14,19),(14,21),-0.110631 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,20),(14,21),-0.169874 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,17),(14,18),-0.0592725 # DEPENDENCYPART_TRISIBL
(14,16),(14,17),(14,19),-0.0599455 # DEPENDENCYPART_TRISIBL
(14,16),(14,17),(14,20),-0.0338096 # DEPENDENCYPART_TRISIBL
(14,16),(14,17),(14,21),-0.0846963 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,18),(14,19),-0.059953 # DEPENDENCYPART_TRISIBL
(14,16),(14,18),(14,20),-0.0338096 # DEPENDENCYPART_TRISIBL
(14,16),(14,18),(14,21),-0.0847335 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,19),(14,20),-7.81094e-07 # DEPENDENCYPART_TRISIBL
(14,16),(14,19),(14,21),-0.0855554 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,20),(14,21),0.0379437 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,17),(14,18),(14,19),-0.061458 # DEPENDENCYPART_TRISIBL
(14,17),(14,18),(14,20),-0.0779541 # DEPENDENCYPART_TRISIBL
(14,17),(14,18),(14,21),-0.0954383 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,17),(14,19),(14,20),-0.090444 # DEPENDENCYPART_TRISIBL
(14,17),(14,19),(14,21),-0.0643016 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,17),(14,20),(14,21),-0.103639 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,18),(14,19),(14,20),-0.0904444 # DEPENDENCYPART_TRISIBL
(14,18),(14,19),(14,21),-0.0650189 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,18),(14,20),(14,21),-0.10394 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,19),(14,20),(14,21),0.0249168 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,13),(14,11),-0.152837 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,13),(14,-1),-0.201509 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,11),(14,-1),-0.0835087 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,13),(14,11),(14,-1),-0.186735 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,16),(15,17),-0.084799 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,16),(15,18),-0.0801209 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,16),(15,19),-0.104966 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,16),(15,21),-0.177533 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,15),(15,17),(15,18),-0.0698014 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,17),(15,19),-0.152911 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,17),(15,21),-0.189157 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,15),(15,18),(15,19),-0.153689 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,18),(15,21),-0.189685 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,15),(15,19),(15,21),-0.100364 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,16),(15,17),(15,18),-0.0554439 # DEPENDENCYPART_TRISIBL
(15,16),(15,17),(15,19),-0.0614411 # DEPENDENCYPART_TRISIBL
(15,16),(15,17),(15,21),-0.124172 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,16),(15,18),(15,19),-0.0614485 # DEPENDENCYPART_TRISIBL
(15,16),(15,18),(15,21),-0.124209 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,16),(15,19),(15,21),-0.0569052 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,17),(15,18),(15,19),-0.0621392 # DEPENDENCYPART_TRISIBL
(15,17),(15,18),(15,21),-0.10786 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,17),(15,19),(15,21),-0.0992463 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,18),(15,19),(15,21),-0.0999505 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,14),(15,11),-0.134158 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,14),(15,8),-0.0954845 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,14),(15,3),-0.0966396 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,14),(15,-1),-0.130198 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,11),(15,8),-0.10291 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,11),(15,3),-0.104065 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,11),(15,-1),-0.0594131 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,8),(15,3),-0.160521 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,8),(15,-1),-0.07825 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,3),(15,-1),-0.0786897 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,14),(15,11),(15,8),-0.0882208 # DEPENDENCYPART_TRISIBL
(15,14),(15,11),(15,3),-0.0882402 # DEPENDENCYPART_TRISIBL
(15,14),(15,11),(15,-1),-0.120353 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,14),(15,8),(15,3),-0.0867011 # DEPENDENCYPART_TRISIBL
(15,14),(15,8),(15,-1),-0.120106 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,14),(15,3),(15,-1),-0.120148 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,11),(15,8),(15,3),-0.063577 # DEPENDENCYPART_TRISIBL
(15,11),(15,8),(15,-1),-0.0698637 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,11),(15,3),(15,-1),-0.0698637 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,8),(15,3),(15,-1),-0.140157 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,17),(16,18),-0.103714 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,19),-0.0378926 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,20),-0.020023 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,21),-0.00512122 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,18),(16,19),-0.039449 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,18),(16,20),-0.0200241 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,18),(16,21),-0.00499092 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,19),(16,20),-0.0140619 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,19),(16,21),0.0442137 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,20),(16,21),-0.151044 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,17),(16,18),(16,19),-0.0901207 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,20),-0.0678835 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,21),-0.0917028 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,19),(16,20),-0.0826494 # DEPENDENCYPART_TRISIBL
(16,17),(16,19),(16,21),-0.0311531 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,20),(16,21),-0.0178184 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,19),(16,20),-0.0826502 # DEPENDENCYPART_TRISIBL
(16,18),(16,19),(16,21),-0.0320637 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,20),(16,21),-0.0178924 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,20),(16,21),-0.0011106 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,15),(16,14),-0.348806 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,13),-0.178072 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,11),-0.165983 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,8),-0.0208901 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,5),-0.138984 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,-1),-0.118207 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,14),(16,13),-0.132406 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,11),-0.185448 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,8),-0.0561526 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,5),-0.138545 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,-1),-0.155085 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,13),(16,11),-0.22187 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,13),(16,8),-0.277011 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,13),(16,5),-0.207931 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,13),(16,-1),-0.356074 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,11),(16,8),-0.0881457 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,11),(16,5),-0.154454 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,11),(16,-1),-0.0418732 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,8),(16,5),-0.0161797 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,8),(16,-1),0.00468544 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,5),(16,-1),-0.0574266 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,14),(16,13),-0.0737803 # DEPENDENCYPART_TRISIBL
(16,15),(16,14),(16,11),-0.145346 # DEPENDENCYPART_TRISIBL
(16,15),(16,14),(16,8),-0.0768133 # DEPENDENCYPART_TRISIBL
(16,15),(16,14),(16,5),-0.131555 # DEPENDENCYPART_TRISIBL
(16,15),(16,14),(16,-1),-0.0937287 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,13),(16,11),-0.149418 # DEPENDENCYPART_TRISIBL
(16,15),(16,13),(16,8),0.0225596 # DEPENDENCYPART_TRISIBL
(16,15),(16,13),(16,5),-0.163094 # DEPENDENCYPART_TRISIBL
(16,15),(16,13),(16,-1),-0.254809 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,11),(16,8),-0.0801633 # DEPENDENCYPART_TRISIBL
(16,15),(16,11),(16,5),-0.12552 # DEPENDENCYPART_TRISIBL
(16,15),(16,11),(16,-1),-0.104722 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,8),(16,5),-0.155546 # DEPENDENCYPART_TRISIBL
(16,15),(16,8),(16,-1),-0.0861311 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,5),(16,-1),-0.134857 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,14),(16,13),(16,11),-0.0736217 # DEPENDENCYPART_TRISIBL
(16,14),(16,13),(16,8),0.0356184 # DEPENDENCYPART_TRISIBL
(16,14),(16,13),(16,5),-0.241845 # DEPENDENCYPART_TRISIBL
(16,14),(16,13),(16,-1),-0.221715 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,14),(16,11),(16,8),-0.11069 # DEPENDENCYPART_TRISIBL
(16,14),(16,11),(16,5),-0.142439 # DEPENDENCYPART_TRISIBL
(16,14),(16,11),(16,-1),-0.13978 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,14),(16,8),(16,5),-0.148479 # DEPENDENCYPART_TRISIBL
(16,14),(16,8),(16,-1),-0.124312 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,14),(16,5),(16,-1),-0.182019 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,13),(16,11),(16,8),-0.147832 # DEPENDENCYPART_TRISIBL
(16,13),(16,11),(16,5),-0.136812 # DEPENDENCYPART_TRISIBL
(16,13),(16,11),(16,-1),-0.0637459 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,13),(16,8),(16,5),-0.115995 # DEPENDENCYPART_TRISIBL
(16,13),(16,8),(16,-1),-0.0172197 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,13),(16,5),(16,-1),-0.0254447 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,11),(16,8),(16,5),-0.0915544 # DEPENDENCYPART_TRISIBL
(16,11),(16,8),(16,-1),-0.115129 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,11),(16,5),(16,-1),-0.194782 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,8),(16,5),(16,-1),-0.0774932 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,18),(17,19),-0.147315 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,20),-0.12598 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,21),-0.0923717 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,19),(17,20),-0.0895976 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,21),-0.078965 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,20),(17,21),-0.195585 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,18),(17,19),(17,20),-0.0893767 # DEPENDENCYPART_TRISIBL
(17,18),(17,19),(17,21),-0.0747177 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,18),(17,20),(17,21),-0.0923807 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,19),(17,20),(17,21),-0.0840461 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,16),(17,15),-0.152158 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,11),-0.0893201 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,3),-0.0214452 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,-1),-0.239593 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,15),(17,11),-0.143946 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,15),(17,3),-0.067583 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,15),(17,-1),-0.201613 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,11),(17,3),-0.0210006 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,11),(17,-1),-0.200576 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,3),(17,-1),-0.0919074 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,15),(17,11),-0.0842201 # DEPENDENCYPART_TRISIBL
(17,16),(17,15),(17,3),-0.0723396 # DEPENDENCYPART_TRISIBL
(17,16),(17,15),(17,-1),-0.0944887 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,11),(17,3),-0.0864568 # DEPENDENCYPART_TRISIBL
(17,16),(17,11),(17,-1),-0.107273 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,3),(17,-1),-0.101865 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,15),(17,11),(17,3),-0.0851073 # DEPENDENCYPART_TRISIBL
(17,15),(17,11),(17,-1),-0.138159 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,15),(17,3),(17,-1),-0.115022 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,11),(17,3),(17,-1),-0.0602513 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,20),(18,21),-0.196855 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,17),(18,15),-0.231831 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,3),-0.0606056 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,-1),-0.202088 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,15),(18,3),-0.0675835 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,15),(18,-1),-0.193312 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,3),(18,-1),-0.0843066 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,15),(18,3),-0.0985255 # DEPENDENCYPART_TRISIBL
(18,17),(18,15),(18,-1),-0.119774 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,3),(18,-1),-0.141229 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,15),(18,3),(18,-1),-0.115022 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,20),(19,21),-0.193569 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,18),(19,17),-0.210891 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,16),-0.116053 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,15),-0.203762 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,14),-0.249123 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,13),-0.185501 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,11),-0.151183 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,9),-0.185501 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,-1),-0.180889 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,17),(19,16),-0.115914 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,15),-0.204061 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,14),-0.248806 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,13),-0.187482 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,11),-0.151183 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,9),-0.187482 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,-1),-0.183541 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,16),(19,15),-0.200633 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,14),-0.24487 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,13),-0.10175 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,11),-0.153438 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,9),-0.10175 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,-1),-0.240827 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,15),(19,14),-0.208622 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,15),(19,13),-0.15461 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,15),(19,11),-0.162403 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,15),(19,9),-0.15461 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,15),(19,-1),-0.161725 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,14),(19,13),-0.152999 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,14),(19,11),-0.178289 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,14),(19,9),-0.152999 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,14),(19,-1),-0.164161 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,13),(19,11),-0.12507 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,13),(19,9),-0.225888 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,13),(19,-1),-0.474262 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,11),(19,9),0.0373983 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,11),(19,-1),-0.139494 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,9),(19,-1),-0.474262 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,17),(19,16),-0.0767488 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,15),-0.109993 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,14),-0.100286 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,13),-0.0179351 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,11),-0.166432 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,9),-0.0179351 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,-1),-0.0799242 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,16),(19,15),-0.103106 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,14),-0.119745 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,13),-0.0552891 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,11),-0.156342 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,9),-0.0552891 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,-1),-0.146769 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,15),(19,14),-0.105828 # DEPENDENCYPART_TRISIBL
(19,18),(19,15),(19,13),-0.052272 # DEPENDENCYPART_TRISIBL
