# _root_ MCI Communications Corp. said it won a $ 27 million contract from Stuart-James Co. , a Denver investment banking concern , to provide voice and data telecommunications services .
#goldHeads=3,3,4,0,6,4,11,11,8,8,6,6,14,12,14,20,20,20,20,14,14,23,11,25,28,25,28,23,4,
#predictedHeads=3,3,4,0,6,4,11,11,8,8,6,6,14,12,14,20,20,20,20,14,14,23,11,25,28,25,25,23,4,
(6,23),(25,22),0.0793526 # DEPENDENCYPART_HEADBIGRAM
(6,23),(28,22),0.0694002 # DEPENDENCYPART_HEADBIGRAM
(6,24),(6,23),0.0524379 # DEPENDENCYPART_HEADBIGRAM
(6,24),(11,23),0.0707334 # DEPENDENCYPART_HEADBIGRAM
(6,24),(18,23),0.0706553 # DEPENDENCYPART_HEADBIGRAM
(6,24),(19,23),0.0706567 # DEPENDENCYPART_HEADBIGRAM
(6,24),(20,23),0.0706567 # DEPENDENCYPART_HEADBIGRAM
(6,24),(22,23),0.086204 # DEPENDENCYPART_HEADBIGRAM
(6,24),(24,23),0.117897 # DEPENDENCYPART_HEADBIGRAM
(6,24),(25,23),0.058854 # DEPENDENCYPART_HEADBIGRAM
(6,24),(27,23),0.0650241 # DEPENDENCYPART_HEADBIGRAM
(6,24),(28,23),0.0650199 # DEPENDENCYPART_HEADBIGRAM
(6,25),(6,24),0.0342553 # DEPENDENCYPART_HEADBIGRAM
(6,25),(14,24),0.0549527 # DEPENDENCYPART_HEADBIGRAM
(6,25),(20,24),0.0790191 # DEPENDENCYPART_HEADBIGRAM
(6,25),(22,24),0.0744987 # DEPENDENCYPART_HEADBIGRAM
(6,25),(23,24),0.129914 # DEPENDENCYPART_HEADBIGRAM
(6,25),(25,24),0.0465223 # DEPENDENCYPART_HEADBIGRAM
(6,25),(26,24),0.0565532 # DEPENDENCYPART_HEADBIGRAM
(6,25),(27,24),0.04215 # DEPENDENCYPART_HEADBIGRAM
(6,25),(28,24),0.0412164 # DEPENDENCYPART_HEADBIGRAM
(6,29),(11,28),0.0390568 # DEPENDENCYPART_HEADBIGRAM
(6,29),(12,28),0.0964377 # DEPENDENCYPART_HEADBIGRAM
(6,29),(19,28),0.0388999 # DEPENDENCYPART_HEADBIGRAM
(6,29),(20,28),0.0425462 # DEPENDENCYPART_HEADBIGRAM
(6,29),(22,28),0.144245 # DEPENDENCYPART_HEADBIGRAM
(6,29),(23,28),0.09828 # DEPENDENCYPART_HEADBIGRAM
(6,29),(24,28),0.054218 # DEPENDENCYPART_HEADBIGRAM
(6,29),(25,28),0.242005 # DEPENDENCYPART_HEADBIGRAM
(6,29),(26,28),0.0640726 # DEPENDENCYPART_HEADBIGRAM
(6,29),(27,28),0.0745509 # DEPENDENCYPART_HEADBIGRAM
(7,12),(4,11),-0.0587865 # DEPENDENCYPART_HEADBIGRAM
(7,12),(6,11),-0.0399678 # DEPENDENCYPART_HEADBIGRAM
(7,12),(8,11),0.110498 # DEPENDENCYPART_HEADBIGRAM
(7,12),(9,11),0.154122 # DEPENDENCYPART_HEADBIGRAM
(7,12),(10,11),0.154122 # DEPENDENCYPART_HEADBIGRAM
(7,12),(12,11),0.125734 # DEPENDENCYPART_HEADBIGRAM
(7,12),(14,11),0.0474326 # DEPENDENCYPART_HEADBIGRAM
(7,12),(20,11),0.0692539 # DEPENDENCYPART_HEADBIGRAM
(7,12),(23,11),0.0718509 # DEPENDENCYPART_HEADBIGRAM
(7,12),(25,11),0.0792548 # DEPENDENCYPART_HEADBIGRAM
(8,7),(0,6),-0.148781 # DEPENDENCYPART_HEADBIGRAM
(8,7),(1,6),-0.08389 # DEPENDENCYPART_HEADBIGRAM
(8,7),(2,6),-0.08389 # DEPENDENCYPART_HEADBIGRAM
(8,7),(3,6),-0.08389 # DEPENDENCYPART_HEADBIGRAM
(8,7),(4,6),-0.137725 # DEPENDENCYPART_HEADBIGRAM
(8,7),(5,6),-0.120962 # DEPENDENCYPART_HEADBIGRAM
(8,7),(11,6),0.079828 # DEPENDENCYPART_HEADBIGRAM
(8,7),(25,6),0.0703448 # DEPENDENCYPART_HEADBIGRAM
(8,9),(2,8),-0.0756483 # DEPENDENCYPART_HEADBIGRAM
(8,9),(3,8),-0.00729668 # DEPENDENCYPART_HEADBIGRAM
(8,9),(4,8),-0.031868 # DEPENDENCYPART_HEADBIGRAM
(8,9),(6,8),-0.112541 # DEPENDENCYPART_HEADBIGRAM
(8,9),(9,8),-0.146944 # DEPENDENCYPART_HEADBIGRAM
(8,9),(10,8),-0.0156136 # DEPENDENCYPART_HEADBIGRAM
(8,9),(11,8),0.22054 # DEPENDENCYPART_HEADBIGRAM
(8,9),(13,8),0.219378 # DEPENDENCYPART_HEADBIGRAM
(8,9),(14,8),0.180191 # DEPENDENCYPART_HEADBIGRAM
(8,9),(25,8),0.0509921 # DEPENDENCYPART_HEADBIGRAM
(8,10),(4,9),-0.057639 # DEPENDENCYPART_HEADBIGRAM
(8,10),(6,9),-0.057639 # DEPENDENCYPART_HEADBIGRAM
(8,10),(8,9),0.653535 # DEPENDENCYPART_HEADBIGRAM
(8,10),(10,9),0.156066 # DEPENDENCYPART_HEADBIGRAM
(8,10),(11,9),0.0775129 # DEPENDENCYPART_HEADBIGRAM
(8,10),(25,9),0.0798406 # DEPENDENCYPART_HEADBIGRAM
(8,11),(6,10),-0.0588475 # DEPENDENCYPART_HEADBIGRAM
(8,11),(8,10),0.0245386 # DEPENDENCYPART_HEADBIGRAM
(8,11),(9,10),0.170284 # DEPENDENCYPART_HEADBIGRAM
(8,11),(11,10),0.0895812 # DEPENDENCYPART_HEADBIGRAM
(8,11),(12,10),0.0786509 # DEPENDENCYPART_HEADBIGRAM
(8,11),(14,10),0.0750611 # DEPENDENCYPART_HEADBIGRAM
(8,11),(25,10),0.0799141 # DEPENDENCYPART_HEADBIGRAM
(8,12),(4,11),-0.0799959 # DEPENDENCYPART_HEADBIGRAM
(8,12),(6,11),-0.06115 # DEPENDENCYPART_HEADBIGRAM
(8,12),(8,11),0.14662 # DEPENDENCYPART_HEADBIGRAM
(8,12),(9,11),0.144252 # DEPENDENCYPART_HEADBIGRAM
(8,12),(10,11),0.142504 # DEPENDENCYPART_HEADBIGRAM
(8,12),(12,11),0.126051 # DEPENDENCYPART_HEADBIGRAM
(8,12),(14,11),0.0409533 # DEPENDENCYPART_HEADBIGRAM
(8,12),(20,11),0.0627756 # DEPENDENCYPART_HEADBIGRAM
(8,12),(23,11),0.0563465 # DEPENDENCYPART_HEADBIGRAM
(8,12),(25,11),0.0826455 # DEPENDENCYPART_HEADBIGRAM
(8,13),(3,12),-0.0608987 # DEPENDENCYPART_HEADBIGRAM
(8,13),(4,12),-0.0656078 # DEPENDENCYPART_HEADBIGRAM
(8,13),(6,12),-0.0655804 # DEPENDENCYPART_HEADBIGRAM
(8,13),(7,12),-0.0663555 # DEPENDENCYPART_HEADBIGRAM
(8,13),(8,12),0.0760098 # DEPENDENCYPART_HEADBIGRAM
(8,13),(9,12),0.0918449 # DEPENDENCYPART_HEADBIGRAM
(8,13),(11,12),0.0790045 # DEPENDENCYPART_HEADBIGRAM
(8,13),(14,12),0.0819833 # DEPENDENCYPART_HEADBIGRAM
(8,13),(23,12),0.0803884 # DEPENDENCYPART_HEADBIGRAM
(8,13),(25,12),0.0793369 # DEPENDENCYPART_HEADBIGRAM
(8,14),(6,13),-0.0603052 # DEPENDENCYPART_HEADBIGRAM
(8,14),(8,13),0.0889072 # DEPENDENCYPART_HEADBIGRAM
(8,14),(9,13),0.105668 # DEPENDENCYPART_HEADBIGRAM
(8,14),(11,13),0.0542936 # DEPENDENCYPART_HEADBIGRAM
(8,14),(12,13),0.0379643 # DEPENDENCYPART_HEADBIGRAM
(8,14),(14,13),0.0813403 # DEPENDENCYPART_HEADBIGRAM
(8,14),(20,13),0.078392 # DEPENDENCYPART_HEADBIGRAM
(8,14),(23,13),0.0766188 # DEPENDENCYPART_HEADBIGRAM
(8,14),(25,13),0.0806105 # DEPENDENCYPART_HEADBIGRAM
(8,15),(6,14),-0.0488016 # DEPENDENCYPART_HEADBIGRAM
(8,15),(8,14),0.126862 # DEPENDENCYPART_HEADBIGRAM
(8,15),(9,14),0.0932645 # DEPENDENCYPART_HEADBIGRAM
(8,15),(10,14),0.0931793 # DEPENDENCYPART_HEADBIGRAM
(8,15),(11,14),0.0773533 # DEPENDENCYPART_HEADBIGRAM
(8,15),(12,14),0.125899 # DEPENDENCYPART_HEADBIGRAM
(8,15),(13,14),0.116686 # DEPENDENCYPART_HEADBIGRAM
(8,15),(20,14),0.0699679 # DEPENDENCYPART_HEADBIGRAM
(8,15),(23,14),0.0822637 # DEPENDENCYPART_HEADBIGRAM
(8,15),(25,14),0.0661442 # DEPENDENCYPART_HEADBIGRAM
(8,17),(17,16),0.198552 # DEPENDENCYPART_HEADBIGRAM
(8,17),(18,16),0.0774221 # DEPENDENCYPART_HEADBIGRAM
(8,17),(19,16),0.0712448 # DEPENDENCYPART_HEADBIGRAM
(8,17),(20,16),0.0712448 # DEPENDENCYPART_HEADBIGRAM
(8,17),(25,16),0.0796142 # DEPENDENCYPART_HEADBIGRAM
(8,18),(8,17),0.080407 # DEPENDENCYPART_HEADBIGRAM
(8,18),(11,17),0.0910977 # DEPENDENCYPART_HEADBIGRAM
(8,18),(14,17),0.105606 # DEPENDENCYPART_HEADBIGRAM
(8,18),(18,17),0.0824661 # DEPENDENCYPART_HEADBIGRAM
(8,18),(19,17),0.0795938 # DEPENDENCYPART_HEADBIGRAM
(8,18),(20,17),0.0795499 # DEPENDENCYPART_HEADBIGRAM
(8,18),(25,17),0.0790732 # DEPENDENCYPART_HEADBIGRAM
(8,19),(6,18),-0.0601307 # DEPENDENCYPART_HEADBIGRAM
(8,19),(8,18),0.0887089 # DEPENDENCYPART_HEADBIGRAM
(8,19),(11,18),0.0966615 # DEPENDENCYPART_HEADBIGRAM
(8,19),(14,18),0.091819 # DEPENDENCYPART_HEADBIGRAM
(8,19),(17,18),0.0779038 # DEPENDENCYPART_HEADBIGRAM
(8,19),(19,18),0.0616095 # DEPENDENCYPART_HEADBIGRAM
(8,19),(20,18),0.0802587 # DEPENDENCYPART_HEADBIGRAM
(8,19),(25,18),0.0807268 # DEPENDENCYPART_HEADBIGRAM
(8,20),(8,19),0.0879586 # DEPENDENCYPART_HEADBIGRAM
(8,20),(11,19),0.0966615 # DEPENDENCYPART_HEADBIGRAM
(8,20),(14,19),0.091819 # DEPENDENCYPART_HEADBIGRAM
(8,20),(17,19),0.0779038 # DEPENDENCYPART_HEADBIGRAM
(8,20),(18,19),0.0779038 # DEPENDENCYPART_HEADBIGRAM
(8,20),(20,19),0.0605107 # DEPENDENCYPART_HEADBIGRAM
(8,20),(25,19),0.0807268 # DEPENDENCYPART_HEADBIGRAM
(8,20),(28,19),0.0800456 # DEPENDENCYPART_HEADBIGRAM
(8,21),(3,20),-0.0623714 # DEPENDENCYPART_HEADBIGRAM
(8,21),(6,20),-0.0507671 # DEPENDENCYPART_HEADBIGRAM
(8,21),(8,20),0.0910958 # DEPENDENCYPART_HEADBIGRAM
(8,21),(11,20),0.0874292 # DEPENDENCYPART_HEADBIGRAM
(8,21),(12,20),0.0966412 # DEPENDENCYPART_HEADBIGRAM
(8,21),(13,20),0.0874284 # DEPENDENCYPART_HEADBIGRAM
(8,21),(14,20),0.0874292 # DEPENDENCYPART_HEADBIGRAM
(8,21),(23,20),0.0857253 # DEPENDENCYPART_HEADBIGRAM
(8,21),(25,20),0.0660909 # DEPENDENCYPART_HEADBIGRAM
(8,21),(28,20),0.0727961 # DEPENDENCYPART_HEADBIGRAM
(8,29),(11,28),0.0784083 # DEPENDENCYPART_HEADBIGRAM
(8,29),(12,28),0.0923465 # DEPENDENCYPART_HEADBIGRAM
(8,29),(19,28),0.0770999 # DEPENDENCYPART_HEADBIGRAM
(8,29),(20,28),0.0770999 # DEPENDENCYPART_HEADBIGRAM
(8,29),(22,28),0.0735997 # DEPENDENCYPART_HEADBIGRAM
(8,29),(23,28),0.0687792 # DEPENDENCYPART_HEADBIGRAM
(8,29),(24,28),0.0789845 # DEPENDENCYPART_HEADBIGRAM
(8,29),(25,28),0.0786931 # DEPENDENCYPART_HEADBIGRAM
(8,29),(26,28),0.117811 # DEPENDENCYPART_HEADBIGRAM
(8,29),(27,28),0.117834 # DEPENDENCYPART_HEADBIGRAM
(9,7),(0,6),-0.141381 # DEPENDENCYPART_HEADBIGRAM
(9,7),(1,6),-0.0776575 # DEPENDENCYPART_HEADBIGRAM
(9,7),(2,6),-0.077655 # DEPENDENCYPART_HEADBIGRAM
(9,7),(3,6),-0.077655 # DEPENDENCYPART_HEADBIGRAM
(9,7),(4,6),-0.12924 # DEPENDENCYPART_HEADBIGRAM
(9,7),(5,6),-0.120454 # DEPENDENCYPART_HEADBIGRAM
(9,7),(11,6),0.0808249 # DEPENDENCYPART_HEADBIGRAM
(9,7),(25,6),0.081069 # DEPENDENCYPART_HEADBIGRAM
(9,8),(6,7),-0.103371 # DEPENDENCYPART_HEADBIGRAM
(9,8),(8,7),-0.111735 # DEPENDENCYPART_HEADBIGRAM
(9,8),(9,7),0.0697037 # DEPENDENCYPART_HEADBIGRAM
(9,8),(10,7),0.0751771 # DEPENDENCYPART_HEADBIGRAM
(9,8),(11,7),0.0501222 # DEPENDENCYPART_HEADBIGRAM
(9,8),(14,7),0.0572685 # DEPENDENCYPART_HEADBIGRAM
(9,8),(19,7),0.0615104 # DEPENDENCYPART_HEADBIGRAM
(9,8),(20,7),0.0615104 # DEPENDENCYPART_HEADBIGRAM
(9,8),(25,7),0.0826262 # DEPENDENCYPART_HEADBIGRAM
(9,10),(4,9),-0.0808316 # DEPENDENCYPART_HEADBIGRAM
(9,10),(6,9),-0.0808316 # DEPENDENCYPART_HEADBIGRAM
(9,10),(8,9),-0.0852004 # DEPENDENCYPART_HEADBIGRAM
(9,10),(10,9),0.030704 # DEPENDENCYPART_HEADBIGRAM
(9,10),(11,9),0.0631934 # DEPENDENCYPART_HEADBIGRAM
(9,10),(25,9),0.0799913 # DEPENDENCYPART_HEADBIGRAM
(9,11),(6,10),-0.0598673 # DEPENDENCYPART_HEADBIGRAM
(9,11),(8,10),-0.0602557 # DEPENDENCYPART_HEADBIGRAM
(9,11),(9,10),0.0637125 # DEPENDENCYPART_HEADBIGRAM
(9,11),(11,10),0.141892 # DEPENDENCYPART_HEADBIGRAM
(9,11),(12,10),0.0805087 # DEPENDENCYPART_HEADBIGRAM
(9,11),(14,10),0.0765911 # DEPENDENCYPART_HEADBIGRAM
(9,11),(25,10),0.0804132 # DEPENDENCYPART_HEADBIGRAM
(9,12),(4,11),-0.0548095 # DEPENDENCYPART_HEADBIGRAM
(9,12),(6,11),-0.0359796 # DEPENDENCYPART_HEADBIGRAM
(9,12),(8,11),-0.0359575 # DEPENDENCYPART_HEADBIGRAM
(9,12),(9,11),0.103179 # DEPENDENCYPART_HEADBIGRAM
(9,12),(10,11),0.153749 # DEPENDENCYPART_HEADBIGRAM
(9,12),(12,11),0.131346 # DEPENDENCYPART_HEADBIGRAM
(9,12),(14,11),0.0512607 # DEPENDENCYPART_HEADBIGRAM
(9,12),(20,11),0.073082 # DEPENDENCYPART_HEADBIGRAM
(9,12),(23,11),0.0798311 # DEPENDENCYPART_HEADBIGRAM
(9,12),(25,11),0.0776595 # DEPENDENCYPART_HEADBIGRAM
(9,13),(3,12),-0.0714426 # DEPENDENCYPART_HEADBIGRAM
(9,13),(4,12),-0.0581074 # DEPENDENCYPART_HEADBIGRAM
(9,13),(6,12),-0.0584942 # DEPENDENCYPART_HEADBIGRAM
(9,13),(7,12),-0.0665861 # DEPENDENCYPART_HEADBIGRAM
(9,13),(8,12),-0.0677468 # DEPENDENCYPART_HEADBIGRAM
(9,13),(9,12),0.0725406 # DEPENDENCYPART_HEADBIGRAM
(9,13),(11,12),0.0684212 # DEPENDENCYPART_HEADBIGRAM
(9,13),(14,12),0.0714365 # DEPENDENCYPART_HEADBIGRAM
(9,13),(23,12),0.086111 # DEPENDENCYPART_HEADBIGRAM
(9,13),(25,12),0.0787129 # DEPENDENCYPART_HEADBIGRAM
(9,14),(6,13),-0.0634386 # DEPENDENCYPART_HEADBIGRAM
(9,14),(8,13),-0.0584628 # DEPENDENCYPART_HEADBIGRAM
(9,14),(9,13),0.110776 # DEPENDENCYPART_HEADBIGRAM
(9,14),(11,13),0.148594 # DEPENDENCYPART_HEADBIGRAM
(9,14),(12,13),0.145846 # DEPENDENCYPART_HEADBIGRAM
(9,14),(14,13),0.173848 # DEPENDENCYPART_HEADBIGRAM
(9,14),(20,13),0.0795766 # DEPENDENCYPART_HEADBIGRAM
(9,14),(23,13),0.0755835 # DEPENDENCYPART_HEADBIGRAM
(9,14),(25,13),0.068486 # DEPENDENCYPART_HEADBIGRAM
(9,15),(6,14),-0.0578559 # DEPENDENCYPART_HEADBIGRAM
(9,15),(8,14),-0.0585145 # DEPENDENCYPART_HEADBIGRAM
(9,15),(9,14),0.0955174 # DEPENDENCYPART_HEADBIGRAM
(9,15),(10,14),0.0856087 # DEPENDENCYPART_HEADBIGRAM
(9,15),(11,14),0.0812883 # DEPENDENCYPART_HEADBIGRAM
(9,15),(12,14),0.124251 # DEPENDENCYPART_HEADBIGRAM
(9,15),(13,14),0.120558 # DEPENDENCYPART_HEADBIGRAM
(9,15),(20,14),0.0715874 # DEPENDENCYPART_HEADBIGRAM
(9,15),(23,14),0.0730575 # DEPENDENCYPART_HEADBIGRAM
(9,15),(25,14),0.088773 # DEPENDENCYPART_HEADBIGRAM
(9,21),(3,20),-0.0623066 # DEPENDENCYPART_HEADBIGRAM
(9,21),(6,20),-0.0598214 # DEPENDENCYPART_HEADBIGRAM
(9,21),(8,20),-0.06048 # DEPENDENCYPART_HEADBIGRAM
(9,21),(11,20),0.0913642 # DEPENDENCYPART_HEADBIGRAM
(9,21),(12,20),0.0950052 # DEPENDENCYPART_HEADBIGRAM
(9,21),(13,20),0.0913001 # DEPENDENCYPART_HEADBIGRAM
(9,21),(14,20),0.0913552 # DEPENDENCYPART_HEADBIGRAM
(9,21),(23,20),0.0765191 # DEPENDENCYPART_HEADBIGRAM
(9,21),(25,20),0.0900919 # DEPENDENCYPART_HEADBIGRAM
(9,21),(28,20),0.07438 # DEPENDENCYPART_HEADBIGRAM
(10,7),(0,6),-0.141424 # DEPENDENCYPART_HEADBIGRAM
(10,7),(1,6),-0.0874213 # DEPENDENCYPART_HEADBIGRAM
(10,7),(2,6),-0.0874188 # DEPENDENCYPART_HEADBIGRAM
(10,7),(3,6),-0.0874188 # DEPENDENCYPART_HEADBIGRAM
(10,7),(4,6),-0.110211 # DEPENDENCYPART_HEADBIGRAM
(10,7),(5,6),-0.101168 # DEPENDENCYPART_HEADBIGRAM
(10,7),(11,6),0.0851823 # DEPENDENCYPART_HEADBIGRAM
(10,7),(25,6),0.0907807 # DEPENDENCYPART_HEADBIGRAM
(10,8),(6,7),-0.103388 # DEPENDENCYPART_HEADBIGRAM
(10,8),(8,7),-0.111744 # DEPENDENCYPART_HEADBIGRAM
(10,8),(9,7),-0.107095 # DEPENDENCYPART_HEADBIGRAM
(10,8),(10,7),0.0748346 # DEPENDENCYPART_HEADBIGRAM
(10,8),(11,7),0.0501146 # DEPENDENCYPART_HEADBIGRAM
(10,8),(14,7),0.0572609 # DEPENDENCYPART_HEADBIGRAM
(10,8),(19,7),0.0615028 # DEPENDENCYPART_HEADBIGRAM
(10,8),(20,7),0.0615028 # DEPENDENCYPART_HEADBIGRAM
(10,8),(25,7),0.0825236 # DEPENDENCYPART_HEADBIGRAM
(10,9),(2,8),-0.109583 # DEPENDENCYPART_HEADBIGRAM
(10,9),(3,8),-0.111576 # DEPENDENCYPART_HEADBIGRAM
(10,9),(4,8),-0.128637 # DEPENDENCYPART_HEADBIGRAM
(10,9),(6,8),-0.139983 # DEPENDENCYPART_HEADBIGRAM
(10,9),(9,8),-0.125179 # DEPENDENCYPART_HEADBIGRAM
(10,9),(10,8),0.0553043 # DEPENDENCYPART_HEADBIGRAM
(10,9),(11,8),0.0683932 # DEPENDENCYPART_HEADBIGRAM
(10,9),(13,8),0.0683932 # DEPENDENCYPART_HEADBIGRAM
(10,9),(14,8),0.0757403 # DEPENDENCYPART_HEADBIGRAM
(10,9),(25,8),0.0709602 # DEPENDENCYPART_HEADBIGRAM
(10,11),(6,10),-0.0805753 # DEPENDENCYPART_HEADBIGRAM
(10,11),(8,10),-0.0842077 # DEPENDENCYPART_HEADBIGRAM
(10,11),(9,10),-0.078424 # DEPENDENCYPART_HEADBIGRAM
(10,11),(11,10),-0.0116889 # DEPENDENCYPART_HEADBIGRAM
(10,11),(12,10),0.140578 # DEPENDENCYPART_HEADBIGRAM
(10,11),(14,10),0.19976 # DEPENDENCYPART_HEADBIGRAM
(10,11),(25,10),0.104918 # DEPENDENCYPART_HEADBIGRAM
(10,14),(6,13),-0.0634488 # DEPENDENCYPART_HEADBIGRAM
(10,14),(8,13),-0.0584628 # DEPENDENCYPART_HEADBIGRAM
(10,14),(9,13),-0.0590638 # DEPENDENCYPART_HEADBIGRAM
(10,14),(11,13),0.148589 # DEPENDENCYPART_HEADBIGRAM
(10,14),(12,13),0.145882 # DEPENDENCYPART_HEADBIGRAM
(10,14),(14,13),0.169403 # DEPENDENCYPART_HEADBIGRAM
(10,14),(20,13),0.0795761 # DEPENDENCYPART_HEADBIGRAM
(10,14),(23,13),0.0755733 # DEPENDENCYPART_HEADBIGRAM
(10,14),(25,13),0.0690722 # DEPENDENCYPART_HEADBIGRAM
(11,3),(1,2),-0.100394 # DEPENDENCYPART_HEADBIGRAM
(11,3),(3,2),0.00620839 # DEPENDENCYPART_HEADBIGRAM
(11,3),(4,2),-0.154993 # DEPENDENCYPART_HEADBIGRAM
(11,3),(6,2),-0.149303 # DEPENDENCYPART_HEADBIGRAM
(11,3),(25,2),0.0271999 # DEPENDENCYPART_HEADBIGRAM
(11,4),(0,3),-0.0822446 # DEPENDENCYPART_HEADBIGRAM
(11,4),(1,3),-0.105507 # DEPENDENCYPART_HEADBIGRAM
(11,4),(2,3),-0.105507 # DEPENDENCYPART_HEADBIGRAM
(11,4),(4,3),-0.113563 # DEPENDENCYPART_HEADBIGRAM
(11,4),(6,3),-0.144571 # DEPENDENCYPART_HEADBIGRAM
(11,4),(11,3),0.137762 # DEPENDENCYPART_HEADBIGRAM
(11,4),(14,3),0.083163 # DEPENDENCYPART_HEADBIGRAM
(11,4),(25,3),0.0920364 # DEPENDENCYPART_HEADBIGRAM
(11,6),(2,5),-0.105141 # DEPENDENCYPART_HEADBIGRAM
(11,6),(3,5),-0.109166 # DEPENDENCYPART_HEADBIGRAM
(11,6),(4,5),-0.137811 # DEPENDENCYPART_HEADBIGRAM
(11,6),(6,5),-0.0859284 # DEPENDENCYPART_HEADBIGRAM
(11,6),(25,5),0.0843276 # DEPENDENCYPART_HEADBIGRAM
(11,7),(0,6),-0.0657568 # DEPENDENCYPART_HEADBIGRAM
(11,7),(1,6),-0.143442 # DEPENDENCYPART_HEADBIGRAM
(11,7),(2,6),-0.12948 # DEPENDENCYPART_HEADBIGRAM
(11,7),(3,6),-0.128219 # DEPENDENCYPART_HEADBIGRAM
(11,7),(4,6),-0.0737677 # DEPENDENCYPART_HEADBIGRAM
(11,7),(5,6),-0.0797224 # DEPENDENCYPART_HEADBIGRAM
(11,7),(11,6),0.05838 # DEPENDENCYPART_HEADBIGRAM
(11,7),(25,6),0.183279 # DEPENDENCYPART_HEADBIGRAM
(11,8),(6,7),-0.102067 # DEPENDENCYPART_HEADBIGRAM
(11,8),(8,7),-0.114029 # DEPENDENCYPART_HEADBIGRAM
(11,8),(9,7),-0.106903 # DEPENDENCYPART_HEADBIGRAM
(11,8),(10,7),-0.106897 # DEPENDENCYPART_HEADBIGRAM
(11,8),(11,7),0.171942 # DEPENDENCYPART_HEADBIGRAM
(11,8),(14,7),0.0991109 # DEPENDENCYPART_HEADBIGRAM
(11,8),(19,7),0.0905932 # DEPENDENCYPART_HEADBIGRAM
(11,8),(20,7),0.0905932 # DEPENDENCYPART_HEADBIGRAM
(11,8),(25,7),0.0911024 # DEPENDENCYPART_HEADBIGRAM
(11,9),(2,8),-0.112554 # DEPENDENCYPART_HEADBIGRAM
(11,9),(3,8),-0.114547 # DEPENDENCYPART_HEADBIGRAM
(11,9),(4,8),-0.119417 # DEPENDENCYPART_HEADBIGRAM
(11,9),(6,8),-0.130765 # DEPENDENCYPART_HEADBIGRAM
(11,9),(9,8),-0.197788 # DEPENDENCYPART_HEADBIGRAM
(11,9),(10,8),-0.107255 # DEPENDENCYPART_HEADBIGRAM
(11,9),(11,8),0.0426533 # DEPENDENCYPART_HEADBIGRAM
(11,9),(13,8),0.0600507 # DEPENDENCYPART_HEADBIGRAM
(11,9),(14,8),0.0673978 # DEPENDENCYPART_HEADBIGRAM
(11,9),(25,8),0.0504506 # DEPENDENCYPART_HEADBIGRAM
(11,10),(4,9),-0.112661 # DEPENDENCYPART_HEADBIGRAM
(11,10),(6,9),-0.112373 # DEPENDENCYPART_HEADBIGRAM
(11,10),(8,9),-0.145461 # DEPENDENCYPART_HEADBIGRAM
(11,10),(10,9),0.0118096 # DEPENDENCYPART_HEADBIGRAM
(11,10),(11,9),0.0347778 # DEPENDENCYPART_HEADBIGRAM
(11,10),(25,9),0.0842762 # DEPENDENCYPART_HEADBIGRAM
(11,12),(4,11),-0.0128007 # DEPENDENCYPART_HEADBIGRAM
(11,12),(6,11),0.0782015 # DEPENDENCYPART_HEADBIGRAM
(11,12),(8,11),-0.0467597 # DEPENDENCYPART_HEADBIGRAM
(11,12),(9,11),-0.0774486 # DEPENDENCYPART_HEADBIGRAM
(11,12),(10,11),-0.081708 # DEPENDENCYPART_HEADBIGRAM
(11,12),(12,11),-0.0265269 # DEPENDENCYPART_HEADBIGRAM
(11,12),(14,11),0.157655 # DEPENDENCYPART_HEADBIGRAM
(11,12),(20,11),0.13787 # DEPENDENCYPART_HEADBIGRAM
(11,12),(23,11),0.27985 # DEPENDENCYPART_HEADBIGRAM
(11,12),(25,11),0.168742 # DEPENDENCYPART_HEADBIGRAM
(11,13),(3,12),-0.00640716 # DEPENDENCYPART_HEADBIGRAM
(11,13),(4,12),-0.0530474 # DEPENDENCYPART_HEADBIGRAM
(11,13),(6,12),-0.0561273 # DEPENDENCYPART_HEADBIGRAM
(11,13),(7,12),-0.0540445 # DEPENDENCYPART_HEADBIGRAM
(11,13),(8,12),-0.0692816 # DEPENDENCYPART_HEADBIGRAM
(11,13),(9,12),-0.0506234 # DEPENDENCYPART_HEADBIGRAM
(11,13),(11,12),0.0298496 # DEPENDENCYPART_HEADBIGRAM
(11,13),(14,12),0.135961 # DEPENDENCYPART_HEADBIGRAM
(11,13),(23,12),0.0902479 # DEPENDENCYPART_HEADBIGRAM
(11,13),(25,12),0.123492 # DEPENDENCYPART_HEADBIGRAM
(11,14),(6,13),-0.0958917 # DEPENDENCYPART_HEADBIGRAM
(11,14),(8,13),-0.0587128 # DEPENDENCYPART_HEADBIGRAM
(11,14),(9,13),-0.0557451 # DEPENDENCYPART_HEADBIGRAM
(11,14),(11,13),0.1734 # DEPENDENCYPART_HEADBIGRAM
(11,14),(12,13),0.131897 # DEPENDENCYPART_HEADBIGRAM
(11,14),(14,13),0.284243 # DEPENDENCYPART_HEADBIGRAM
(11,14),(20,13),0.0842664 # DEPENDENCYPART_HEADBIGRAM
(11,14),(23,13),0.0429657 # DEPENDENCYPART_HEADBIGRAM
(11,14),(25,13),0.0427698 # DEPENDENCYPART_HEADBIGRAM
(11,15),(6,14),-0.100723 # DEPENDENCYPART_HEADBIGRAM
(11,15),(8,14),-0.0701062 # DEPENDENCYPART_HEADBIGRAM
