# _root_ That may leave a lot of leeway for U.S. Bankruptcy Judge Burton R. Lifland to decide what , if anything , the pilots actually collect .
#goldHeads=2,0,2,5,3,5,6,16,14,14,14,14,14,16,16,7,25,25,20,25,25,23,25,25,16,2,
#predictedHeads=2,0,2,5,3,5,6,7,14,14,14,14,14,8,16,5,25,25,25,19,25,23,25,25,16,2,
(2,2),(2,3),(2,26),0.104716 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,27),0.126449 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,5),(2,6),-0.0644979 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,5),(2,7),-0.0944618 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,5),(2,8),-0.0507848 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,5),(2,16),0.18908 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,5),(2,18),-0.052128 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,5),(2,21),-0.052128 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,5),(2,26),-0.0202934 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,5),(2,27),-0.11112 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,6),(2,7),-0.0615713 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,6),(2,8),-0.0969829 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,6),(2,16),-0.00850666 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,6),(2,18),-0.0799193 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,6),(2,21),-0.0799193 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,6),(2,26),-0.0929569 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,6),(2,27),-0.141039 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,7),(2,8),-0.0462852 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,7),(2,16),0.191676 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,7),(2,18),-0.0516133 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,7),(2,21),-0.0516133 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,7),(2,26),-0.0229224 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,7),(2,27),-0.0977347 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,8),(2,16),-0.0253577 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,8),(2,18),-0.0689923 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,8),(2,21),-0.0689923 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,8),(2,26),-0.0877592 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,8),(2,27),-0.166858 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,16),(2,18),-0.00817199 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,16),(2,21),-0.00817199 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,16),(2,26),0.109873 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,16),(2,27),0.119365 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,18),(2,21),-0.149288 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,18),(2,26),-0.0715391 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,18),(2,27),-0.306631 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,21),(2,26),-0.0715391 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,21),(2,27),-0.306631 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,26),(2,27),-0.16432 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,3),(2,5),(2,6),-0.0362677 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,7),-0.0723122 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,8),-0.0225585 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,16),-0.107041 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,18),-0.0731653 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,21),-0.0731653 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,26),0.0200896 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,27),-0.0754471 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,6),(2,7),-0.0673246 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,8),-0.0402056 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,16),-0.103161 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,18),-0.0594096 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,21),-0.0594096 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,26),0.00259923 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,27),-0.0626968 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,7),(2,8),-0.0225569 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,16),-0.107041 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,18),-0.0731566 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,21),-0.0731566 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,26),0.020153 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,27),-0.0753304 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,8),(2,16),-0.0945596 # DEPENDENCYPART_TRISIBL
(2,3),(2,8),(2,18),-0.0639613 # DEPENDENCYPART_TRISIBL
(2,3),(2,8),(2,21),-0.0639613 # DEPENDENCYPART_TRISIBL
(2,3),(2,8),(2,26),0.0047119 # DEPENDENCYPART_TRISIBL
(2,3),(2,8),(2,27),-0.0655067 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,16),(2,18),-0.0932936 # DEPENDENCYPART_TRISIBL
(2,3),(2,16),(2,21),-0.0932936 # DEPENDENCYPART_TRISIBL
(2,3),(2,16),(2,26),-0.13733 # DEPENDENCYPART_TRISIBL
(2,3),(2,16),(2,27),-0.145164 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,18),(2,21),-0.0878358 # DEPENDENCYPART_TRISIBL
(2,3),(2,18),(2,26),-0.0815865 # DEPENDENCYPART_TRISIBL
(2,3),(2,18),(2,27),0.0146955 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,21),(2,26),-0.0815865 # DEPENDENCYPART_TRISIBL
(2,3),(2,21),(2,27),0.0146955 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,26),(2,27),0.137331 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,6),(2,7),-0.113583 # DEPENDENCYPART_TRISIBL
(2,5),(2,6),(2,8),-0.0223041 # DEPENDENCYPART_TRISIBL
(2,5),(2,6),(2,16),-0.0472742 # DEPENDENCYPART_TRISIBL
(2,5),(2,6),(2,18),-0.0189383 # DEPENDENCYPART_TRISIBL
(2,5),(2,6),(2,21),-0.0189383 # DEPENDENCYPART_TRISIBL
(2,5),(2,6),(2,26),-0.0759401 # DEPENDENCYPART_TRISIBL
(2,5),(2,6),(2,27),-0.0314299 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,7),(2,8),-0.0308842 # DEPENDENCYPART_TRISIBL
(2,5),(2,7),(2,16),-0.0662535 # DEPENDENCYPART_TRISIBL
(2,5),(2,7),(2,18),-0.0463562 # DEPENDENCYPART_TRISIBL
(2,5),(2,7),(2,21),-0.0463562 # DEPENDENCYPART_TRISIBL
(2,5),(2,7),(2,26),-0.0811206 # DEPENDENCYPART_TRISIBL
(2,5),(2,7),(2,27),-0.0560346 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,8),(2,16),-0.0518312 # DEPENDENCYPART_TRISIBL
(2,5),(2,8),(2,18),-0.0119652 # DEPENDENCYPART_TRISIBL
(2,5),(2,8),(2,21),-0.0119652 # DEPENDENCYPART_TRISIBL
(2,5),(2,8),(2,26),-0.0686439 # DEPENDENCYPART_TRISIBL
(2,5),(2,8),(2,27),-0.0413994 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,16),(2,18),-0.0345731 # DEPENDENCYPART_TRISIBL
(2,5),(2,16),(2,21),-0.0345731 # DEPENDENCYPART_TRISIBL
(2,5),(2,16),(2,26),-0.00713626 # DEPENDENCYPART_TRISIBL
(2,5),(2,16),(2,27),0.0644615 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,18),(2,21),-0.0646212 # DEPENDENCYPART_TRISIBL
(2,5),(2,18),(2,26),-0.0734638 # DEPENDENCYPART_TRISIBL
(2,5),(2,18),(2,27),-0.0445346 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,21),(2,26),-0.0734638 # DEPENDENCYPART_TRISIBL
(2,5),(2,21),(2,27),-0.0445346 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,26),(2,27),0.0145462 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,7),(2,8),-0.0858726 # DEPENDENCYPART_TRISIBL
(2,6),(2,7),(2,16),-0.0571504 # DEPENDENCYPART_TRISIBL
(2,6),(2,7),(2,18),-0.0660683 # DEPENDENCYPART_TRISIBL
(2,6),(2,7),(2,21),-0.0660683 # DEPENDENCYPART_TRISIBL
(2,6),(2,7),(2,26),-0.103283 # DEPENDENCYPART_TRISIBL
(2,6),(2,7),(2,27),-0.011899 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,8),(2,16),-0.0777151 # DEPENDENCYPART_TRISIBL
(2,6),(2,8),(2,18),-0.0598166 # DEPENDENCYPART_TRISIBL
(2,6),(2,8),(2,21),-0.0598166 # DEPENDENCYPART_TRISIBL
(2,6),(2,8),(2,26),-0.095061 # DEPENDENCYPART_TRISIBL
(2,6),(2,8),(2,27),-0.0653937 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,16),(2,18),-0.0623034 # DEPENDENCYPART_TRISIBL
(2,6),(2,16),(2,21),-0.0623034 # DEPENDENCYPART_TRISIBL
(2,6),(2,16),(2,26),-0.102029 # DEPENDENCYPART_TRISIBL
(2,6),(2,16),(2,27),-0.0222618 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,18),(2,21),-0.0799675 # DEPENDENCYPART_TRISIBL
(2,6),(2,18),(2,26),-0.100492 # DEPENDENCYPART_TRISIBL
(2,6),(2,18),(2,27),-0.205704 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,21),(2,26),-0.100492 # DEPENDENCYPART_TRISIBL
(2,6),(2,21),(2,27),-0.205704 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,26),(2,27),-0.0759921 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,8),(2,16),-0.0562987 # DEPENDENCYPART_TRISIBL
(2,7),(2,8),(2,18),-0.0195822 # DEPENDENCYPART_TRISIBL
(2,7),(2,8),(2,21),-0.0195822 # DEPENDENCYPART_TRISIBL
(2,7),(2,8),(2,26),-0.0616298 # DEPENDENCYPART_TRISIBL
(2,7),(2,8),(2,27),-0.0281829 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,16),(2,18),-0.0412441 # DEPENDENCYPART_TRISIBL
(2,7),(2,16),(2,21),-0.0412441 # DEPENDENCYPART_TRISIBL
(2,7),(2,16),(2,26),-0.00143947 # DEPENDENCYPART_TRISIBL
(2,7),(2,16),(2,27),0.0733368 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,18),(2,21),-0.0690457 # DEPENDENCYPART_TRISIBL
(2,7),(2,18),(2,26),-0.0692267 # DEPENDENCYPART_TRISIBL
(2,7),(2,18),(2,27),-0.0389706 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,21),(2,26),-0.0692267 # DEPENDENCYPART_TRISIBL
(2,7),(2,21),(2,27),-0.0389706 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,26),(2,27),0.0151266 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,8),(2,16),(2,18),-0.0631564 # DEPENDENCYPART_TRISIBL
(2,8),(2,16),(2,21),-0.0631564 # DEPENDENCYPART_TRISIBL
(2,8),(2,16),(2,26),-0.0813965 # DEPENDENCYPART_TRISIBL
(2,8),(2,16),(2,27),-0.0458088 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,8),(2,18),(2,21),-0.080639 # DEPENDENCYPART_TRISIBL
(2,8),(2,18),(2,26),-0.0820559 # DEPENDENCYPART_TRISIBL
(2,8),(2,18),(2,27),-0.179914 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,8),(2,21),(2,26),-0.0820559 # DEPENDENCYPART_TRISIBL
(2,8),(2,21),(2,27),-0.179914 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,8),(2,26),(2,27),-0.0669843 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,16),(2,18),(2,21),-0.0879549 # DEPENDENCYPART_TRISIBL
(2,16),(2,18),(2,26),-0.0815926 # DEPENDENCYPART_TRISIBL
(2,16),(2,18),(2,27),0.0276878 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,16),(2,21),(2,26),-0.0815926 # DEPENDENCYPART_TRISIBL
(2,16),(2,21),(2,27),0.0276878 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,16),(2,26),(2,27),0.158509 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,18),(2,21),(2,26),-0.0968957 # DEPENDENCYPART_TRISIBL
(2,18),(2,21),(2,27),-0.156261 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,18),(2,26),(2,27),-0.188158 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,21),(2,26),(2,27),-0.188158 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,2),(2,1),(2,-1),-0.0404596 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,4),(3,5),-0.0819855 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,6),-0.140113 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,7),-0.0856183 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,8),-0.0675256 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,11),-0.0743638 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,12),-0.0856183 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,13),-0.085472 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,14),-0.0856183 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,15),0.00455298 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,16),-0.0822778 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,18),-0.105682 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,19),-0.179257 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,21),-0.105682 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,24),-0.0371229 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,25),-0.0705504 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,26),-0.0573076 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,27),-0.0658866 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,5),(3,6),0.0180573 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,7),-0.0133341 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,8),0.0841082 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,11),-0.00361393 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,12),-0.0133341 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,13),-0.0138976 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,14),-0.0133341 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,15),0.125975 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,16),-0.000754925 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,18),0.0218813 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,19),-0.0294419 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,21),0.0218813 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,24),0.0488636 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,25),0.00772961 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,26),-0.00070388 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,27),-0.0175961 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,6),(3,7),-0.063596 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,8),-0.0425572 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,11),-0.0533936 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,12),-0.063596 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,13),-0.0634594 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,14),-0.063596 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,15),-0.0444994 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,16),-0.0973428 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,18),-0.0804123 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,19),-0.162114 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,21),-0.0804123 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,24),-0.0332708 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,25),-0.0850294 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,26),-0.0952791 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,27),-0.0380119 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,7),(3,8),0.0852594 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,11),-0.000727719 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,12),-0.0104478 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,13),-0.0110114 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,14),-0.0104478 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,15),0.108603 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,16),0.00309688 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,18),0.0226007 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,19),-0.0282907 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,21),0.0226007 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,24),0.0345559 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,25),0.0115814 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,26),-0.00596221 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,27),0.0155634 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,8),(3,11),-0.0395837 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,12),-0.0497862 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,13),-0.0496495 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,14),-0.0497862 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,15),-0.0452189 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,16),-0.114946 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,18),-0.0498838 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,19),-0.104743 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,21),-0.0498838 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,24),-0.0534269 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,25),-0.102632 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,26),-0.123971 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,27),-0.069224 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,11),(3,12),-0.0128314 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,11),(3,13),-0.0133949 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,11),(3,14),-0.0128314 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,11),(3,15),0.107908 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,11),(3,16),0.000908789 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,11),(3,18),0.0216679 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,11),(3,19),-0.0286546 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,11),(3,21),0.0216679 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,11),(3,24),0.0326202 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,11),(3,25),0.00939333 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,11),(3,26),-0.00637709 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,11),(3,27),0.0238505 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,12),(3,13),-0.0110114 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,12),(3,14),-0.0104478 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,12),(3,15),0.108603 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,12),(3,16),0.00309688 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,12),(3,18),0.0226007 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,12),(3,19),-0.0282907 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,12),(3,21),0.0226007 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,12),(3,24),0.0345559 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,12),(3,25),0.0115814 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,12),(3,26),-0.00596221 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,12),(3,27),0.0155634 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,13),(3,14),-0.0077153 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,13),(3,15),0.108603 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,13),(3,16),0.00308308 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,13),(3,18),0.0219718 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,13),(3,19),-0.0286545 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,13),(3,21),0.0219718 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,13),(3,24),0.034532 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,13),(3,25),0.0115676 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,13),(3,26),-0.00665761 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,13),(3,27),0.0141019 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,14),(3,15),0.108603 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,14),(3,16),0.00309688 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,14),(3,18),0.0226007 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,14),(3,19),-0.0282907 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,14),(3,21),0.0226007 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,14),(3,24),0.0345559 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,14),(3,25),0.0115814 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,14),(3,26),-0.00596221 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,14),(3,27),0.0155634 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,15),(3,16),-0.127442 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,15),(3,18),-0.0711251 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,15),(3,19),-0.087583 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,15),(3,21),-0.0711251 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,15),(3,24),-0.0303197 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,15),(3,25),-0.115718 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,15),(3,26),-0.112022 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,15),(3,27),-0.0408151 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,16),(3,18),0.0142563 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,16),(3,19),-0.0825856 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,16),(3,21),0.0142563 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,16),(3,24),-0.0356044 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,16),(3,25),0.00148582 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,16),(3,26),0.0223408 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
