# _root_ Mr. Ehrlich was succeeded as chairman by Gerd Krick , a director of Fresenius , a West German pharmaceutical concern .
#goldHeads=2,3,0,3,4,5,4,9,7,9,12,9,12,13,14,20,18,20,20,14,3,
#predictedHeads=2,3,0,3,4,5,4,9,7,9,12,9,12,13,14,20,18,20,20,14,3,
(1,3),(1,5),(1,22),-0.0890582 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,6),(1,7),0.0126204 # DEPENDENCYPART_TRISIBL
(1,3),(1,6),(1,22),-0.120581 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,7),(1,22),-0.0723813 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,5),(1,6),-0.076419 # DEPENDENCYPART_TRISIBL
(1,4),(1,5),(1,7),-0.0468687 # DEPENDENCYPART_TRISIBL
(1,4),(1,5),(1,22),-0.0804856 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,6),(1,7),0.00145149 # DEPENDENCYPART_TRISIBL
(1,4),(1,6),(1,22),-0.121106 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,7),(1,22),-0.0638086 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,5),(1,6),(1,7),-0.0864761 # DEPENDENCYPART_TRISIBL
(1,5),(1,6),(1,22),-0.0447392 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,5),(1,7),(1,22),-0.0247328 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,6),(1,7),(1,22),-0.0626893 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,2),(2,3),(2,4),-0.0599994 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,5),-0.139811 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,6),-0.141788 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,7),-0.121345 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,10),-0.0254619 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,12),-0.106714 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,15),-0.0254619 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,20),-0.11271 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,21),-0.0869927 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,22),-0.118229 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,4),(2,5),-0.130159 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,6),-0.140536 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,7),-0.111694 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,10),-0.0446397 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,12),-0.105461 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,15),-0.0446397 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,20),-0.111458 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,21),-0.0906382 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,22),-0.0975875 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,5),(2,6),-0.133589 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,5),(2,7),-0.0268935 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,5),(2,10),-0.0827317 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,5),(2,12),-0.0981453 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,5),(2,15),-0.0827317 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,5),(2,20),-0.106389 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,5),(2,21),-0.172062 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,5),(2,22),-0.0830148 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,6),(2,7),-0.0283884 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,6),(2,10),-0.122726 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,6),(2,12),-0.0607285 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,6),(2,15),-0.122726 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,6),(2,20),-0.048291 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,6),(2,21),-0.104374 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,6),(2,22),-0.0959866 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,7),(2,10),-0.0830466 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,7),(2,12),-0.0903163 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,7),(2,15),-0.0830466 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,7),(2,20),-0.0985596 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,7),(2,21),-0.165787 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,7),(2,22),-0.171985 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,10),(2,12),-0.0151622 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,10),(2,15),-0.270869 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,10),(2,20),-0.0316126 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,10),(2,21),-0.227658 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,10),(2,22),-0.725399 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,12),(2,15),-0.11104 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,12),(2,20),-0.0441298 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,12),(2,21),-0.110824 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,12),(2,22),-0.124087 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,15),(2,20),-0.0316126 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,15),(2,21),-0.227658 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,15),(2,22),-0.725399 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,20),(2,21),-0.107077 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,20),(2,22),-0.110645 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,21),(2,22),-0.192903 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,3),(2,4),(2,5),-0.0019226 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,6),-0.070117 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,7),0.00464829 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,10),-0.046936 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,12),-0.0712437 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,15),-0.046936 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,20),-0.070035 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,21),-0.082371 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,22),-0.130784 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,5),(2,6),-0.0794675 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,7),-0.0356948 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,10),-0.000774131 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,12),-0.0805942 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,15),-0.000774131 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,20),-0.079401 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,21),0.00223239 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,22),-0.088934 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,6),(2,7),0.0126211 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,10),-0.0288881 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,12),-0.0770513 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,15),-0.0288881 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,20),-0.0758317 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,21),-0.04833 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,22),-0.120465 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,7),(2,10),-0.00229812 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,12),-0.0812683 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,15),-0.00229812 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,20),-0.0800751 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,21),0.00266502 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,22),-0.072257 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,10),(2,12),-0.10966 # DEPENDENCYPART_TRISIBL
(2,3),(2,10),(2,15),-0.047538 # DEPENDENCYPART_TRISIBL
(2,3),(2,10),(2,20),-0.107823 # DEPENDENCYPART_TRISIBL
(2,3),(2,10),(2,21),-0.0787109 # DEPENDENCYPART_TRISIBL
(2,3),(2,10),(2,22),-0.0381428 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,12),(2,15),-0.0288903 # DEPENDENCYPART_TRISIBL
(2,3),(2,12),(2,20),-0.0758317 # DEPENDENCYPART_TRISIBL
(2,3),(2,12),(2,21),-0.0482535 # DEPENDENCYPART_TRISIBL
(2,3),(2,12),(2,22),-0.120629 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,15),(2,20),-0.107823 # DEPENDENCYPART_TRISIBL
(2,3),(2,15),(2,21),-0.0787109 # DEPENDENCYPART_TRISIBL
(2,3),(2,15),(2,22),-0.0381428 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,20),(2,21),-0.0482971 # DEPENDENCYPART_TRISIBL
(2,3),(2,20),(2,22),-0.121302 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,21),(2,22),-0.0780193 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,5),(2,6),-0.0764188 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,7),-0.0468679 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,10),-0.000500431 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,12),-0.0775455 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,15),-0.000500431 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,20),-0.0763523 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,21),0.00296167 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,22),-0.0803613 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,6),(2,7),0.00145225 # DEPENDENCYPART_TRISIBL
(2,4),(2,6),(2,10),-0.0285974 # DEPENDENCYPART_TRISIBL
(2,4),(2,6),(2,12),-0.0739546 # DEPENDENCYPART_TRISIBL
(2,4),(2,6),(2,15),-0.0285974 # DEPENDENCYPART_TRISIBL
(2,4),(2,6),(2,20),-0.072735 # DEPENDENCYPART_TRISIBL
(2,4),(2,6),(2,21),-0.0501063 # DEPENDENCYPART_TRISIBL
(2,4),(2,6),(2,22),-0.12099 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,7),(2,10),-0.00202442 # DEPENDENCYPART_TRISIBL
(2,4),(2,7),(2,12),-0.0782195 # DEPENDENCYPART_TRISIBL
(2,4),(2,7),(2,15),-0.00202442 # DEPENDENCYPART_TRISIBL
(2,4),(2,7),(2,20),-0.0770263 # DEPENDENCYPART_TRISIBL
(2,4),(2,7),(2,21),0.0033943 # DEPENDENCYPART_TRISIBL
(2,4),(2,7),(2,22),-0.0636844 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,10),(2,12),-0.105335 # DEPENDENCYPART_TRISIBL
(2,4),(2,10),(2,15),-0.0471704 # DEPENDENCYPART_TRISIBL
(2,4),(2,10),(2,20),-0.103498 # DEPENDENCYPART_TRISIBL
(2,4),(2,10),(2,21),-0.0785329 # DEPENDENCYPART_TRISIBL
(2,4),(2,10),(2,22),-0.057307 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,12),(2,15),-0.0285996 # DEPENDENCYPART_TRISIBL
(2,4),(2,12),(2,20),-0.072735 # DEPENDENCYPART_TRISIBL
(2,4),(2,12),(2,21),-0.0500298 # DEPENDENCYPART_TRISIBL
(2,4),(2,12),(2,22),-0.121155 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,15),(2,20),-0.103498 # DEPENDENCYPART_TRISIBL
(2,4),(2,15),(2,21),-0.0785329 # DEPENDENCYPART_TRISIBL
(2,4),(2,15),(2,22),-0.057307 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,20),(2,21),-0.0500734 # DEPENDENCYPART_TRISIBL
(2,4),(2,20),(2,22),-0.121827 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,21),(2,22),-0.0789167 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,6),(2,7),-0.0864761 # DEPENDENCYPART_TRISIBL
(2,5),(2,6),(2,10),-0.0727287 # DEPENDENCYPART_TRISIBL
(2,5),(2,6),(2,12),-0.0562347 # DEPENDENCYPART_TRISIBL
(2,5),(2,6),(2,15),-0.0727287 # DEPENDENCYPART_TRISIBL
(2,5),(2,6),(2,20),-0.0667261 # DEPENDENCYPART_TRISIBL
(2,5),(2,6),(2,21),-0.0913203 # DEPENDENCYPART_TRISIBL
(2,5),(2,6),(2,22),-0.0446475 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,7),(2,10),0.0129156 # DEPENDENCYPART_TRISIBL
(2,5),(2,7),(2,12),-0.0441205 # DEPENDENCYPART_TRISIBL
(2,5),(2,7),(2,15),0.0129156 # DEPENDENCYPART_TRISIBL
(2,5),(2,7),(2,20),-0.0546378 # DEPENDENCYPART_TRISIBL
(2,5),(2,7),(2,21),-0.0992629 # DEPENDENCYPART_TRISIBL
(2,5),(2,7),(2,22),-0.0246451 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,10),(2,12),0.0671591 # DEPENDENCYPART_TRISIBL
(2,5),(2,10),(2,15),-0.07527 # DEPENDENCYPART_TRISIBL
(2,5),(2,10),(2,20),0.0505521 # DEPENDENCYPART_TRISIBL
(2,5),(2,10),(2,21),-0.111442 # DEPENDENCYPART_TRISIBL
(2,5),(2,10),(2,22),-0.115179 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,12),(2,15),-0.0727002 # DEPENDENCYPART_TRISIBL
(2,5),(2,12),(2,20),-0.0667242 # DEPENDENCYPART_TRISIBL
(2,5),(2,12),(2,21),-0.0910965 # DEPENDENCYPART_TRISIBL
(2,5),(2,12),(2,22),-0.0463913 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,15),(2,20),0.0505521 # DEPENDENCYPART_TRISIBL
(2,5),(2,15),(2,21),-0.111442 # DEPENDENCYPART_TRISIBL
(2,5),(2,15),(2,22),-0.115179 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,20),(2,21),-0.0915733 # DEPENDENCYPART_TRISIBL
(2,5),(2,20),(2,22),-0.0502074 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,21),(2,22),-0.0336888 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,7),(2,10),-0.015109 # DEPENDENCYPART_TRISIBL
(2,6),(2,7),(2,12),-0.111929 # DEPENDENCYPART_TRISIBL
(2,6),(2,7),(2,15),-0.015109 # DEPENDENCYPART_TRISIBL
(2,6),(2,7),(2,20),-0.117239 # DEPENDENCYPART_TRISIBL
(2,6),(2,7),(2,21),-0.0786155 # DEPENDENCYPART_TRISIBL
(2,6),(2,7),(2,22),-0.0604016 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,10),(2,12),-0.0831968 # DEPENDENCYPART_TRISIBL
(2,6),(2,10),(2,15),-0.0789229 # DEPENDENCYPART_TRISIBL
(2,6),(2,10),(2,20),-0.0941737 # DEPENDENCYPART_TRISIBL
(2,6),(2,10),(2,21),-0.0928589 # DEPENDENCYPART_TRISIBL
(2,6),(2,10),(2,22),-0.00177285 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,12),(2,15),-0.0432967 # DEPENDENCYPART_TRISIBL
(2,6),(2,12),(2,20),-0.0854248 # DEPENDENCYPART_TRISIBL
(2,6),(2,12),(2,21),-0.0768959 # DEPENDENCYPART_TRISIBL
(2,6),(2,12),(2,22),-0.104142 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,15),(2,20),-0.0941737 # DEPENDENCYPART_TRISIBL
(2,6),(2,15),(2,21),-0.0928589 # DEPENDENCYPART_TRISIBL
(2,6),(2,15),(2,22),-0.00177285 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,20),(2,21),-0.0773429 # DEPENDENCYPART_TRISIBL
(2,6),(2,20),(2,22),-0.0843602 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,21),(2,22),0.00673713 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,10),(2,12),0.0538032 # DEPENDENCYPART_TRISIBL
(2,7),(2,10),(2,15),-0.0770113 # DEPENDENCYPART_TRISIBL
(2,7),(2,10),(2,20),0.0371963 # DEPENDENCYPART_TRISIBL
(2,7),(2,10),(2,21),-0.120493 # DEPENDENCYPART_TRISIBL
(2,7),(2,10),(2,22),-0.186159 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,12),(2,15),-0.0787762 # DEPENDENCYPART_TRISIBL
(2,7),(2,12),(2,20),-0.0797459 # DEPENDENCYPART_TRISIBL
(2,7),(2,12),(2,21),-0.099713 # DEPENDENCYPART_TRISIBL
(2,7),(2,12),(2,22),-0.0544809 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,15),(2,20),0.0371963 # DEPENDENCYPART_TRISIBL
(2,7),(2,15),(2,21),-0.120493 # DEPENDENCYPART_TRISIBL
(2,7),(2,15),(2,22),-0.186159 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,20),(2,21),-0.10019 # DEPENDENCYPART_TRISIBL
(2,7),(2,20),(2,22),-0.058297 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,21),(2,22),-0.0643765 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,10),(2,12),(2,15),0.457276 # DEPENDENCYPART_TRISIBL
(2,10),(2,12),(2,20),-0.068635 # DEPENDENCYPART_TRISIBL
(2,10),(2,12),(2,21),-0.189307 # DEPENDENCYPART_TRISIBL
(2,10),(2,12),(2,22),-0.0405725 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,10),(2,15),(2,20),-0.0158591 # DEPENDENCYPART_TRISIBL
(2,10),(2,15),(2,21),-0.105321 # DEPENDENCYPART_TRISIBL
(2,10),(2,15),(2,22),-0.271212 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,10),(2,20),(2,21),-0.190084 # DEPENDENCYPART_TRISIBL
(2,10),(2,20),(2,22),-0.0946408 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,10),(2,21),(2,22),-0.305685 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,12),(2,15),(2,20),-0.0934679 # DEPENDENCYPART_TRISIBL
(2,12),(2,15),(2,21),-0.0933917 # DEPENDENCYPART_TRISIBL
(2,12),(2,15),(2,22),-0.0208614 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,12),(2,20),(2,21),-0.0780715 # DEPENDENCYPART_TRISIBL
(2,12),(2,20),(2,22),-0.0882817 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,12),(2,21),(2,22),-0.00569226 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,15),(2,20),(2,21),-0.190084 # DEPENDENCYPART_TRISIBL
(2,15),(2,20),(2,22),-0.0946408 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,15),(2,21),(2,22),-0.305685 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,20),(2,21),(2,22),-0.00319528 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,2),(2,1),(2,-1),-0.01267 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,4),(3,5),-0.0572172 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,6),-0.0461887 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,7),-0.0322201 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,9),-0.0385657 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,10),-0.00123067 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,15),-0.00123067 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,17),-0.0682706 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,21),0.0820542 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,22),0.0892961 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,5),(3,6),-0.0865718 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,7),-0.0115036 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,9),-0.0783586 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,10),-0.0853411 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,15),-0.0853411 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,17),-0.0617912 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,21),-0.0743219 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,22),-0.019597 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,6),(3,7),0.0264525 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,9),-0.0247073 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,10),0.0196632 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,15),0.0196632 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,17),-0.0195574 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,21),0.0731831 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,22),0.0681791 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,7),(3,9),-0.0614272 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,10),-0.087256 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,15),-0.087256 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,17),-0.0510528 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,21),-0.0709488 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,22),-0.0548341 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,9),(3,10),0.025016 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,15),0.025016 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,17),-0.019552 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,21),0.0552763 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,22),0.0660555 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,10),(3,15),-0.147084 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,10),(3,17),-0.0931382 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,10),(3,21),-0.0340346 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,10),(3,22),-0.135462 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,15),(3,17),-0.0931382 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,15),(3,21),-0.0340346 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,15),(3,22),-0.135462 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,17),(3,21),0.0294111 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,17),(3,22),0.0459222 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,21),(3,22),-0.115338 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,4),(3,5),(3,6),-0.0627034 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,7),-0.0405085 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,9),-0.062643 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,10),-0.0729137 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,15),-0.0729137 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,17),-0.0674064 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,21),-0.00170863 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,22),-0.0508183 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,6),(3,7),0.0106531 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,9),-0.0825779 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,10),-0.0483456 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,15),-0.0483456 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,17),-0.0662697 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,21),-0.0138508 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,22),-0.0710564 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,7),(3,9),-0.0631398 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,10),-0.0736282 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,15),-0.0736282 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,17),-0.0670555 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,21),-0.00154827 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,22),-0.0319427 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,9),(3,10),-0.048345 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,15),-0.048345 # DEPENDENCYPART_TRISIBL
