# _root_ By October , when the committee rejected a much more modest covert proposal , even the administration was agreeing little should be done .
#goldHeads=18,1,2,7,6,7,2,13,11,11,13,13,7,2,17,17,18,0,18,21,19,21,22,18,
#predictedHeads=18,1,2,7,6,7,2,13,13,9,13,13,7,18,17,17,18,0,18,21,19,21,22,18,
(17,15),(23,14),0.120402 # DEPENDENCYPART_HEADBIGRAM
(17,16),(7,15),-0.182337 # DEPENDENCYPART_HEADBIGRAM
(17,16),(9,15),-0.149081 # DEPENDENCYPART_HEADBIGRAM
(17,16),(11,15),-0.149925 # DEPENDENCYPART_HEADBIGRAM
(17,16),(13,15),-0.0527921 # DEPENDENCYPART_HEADBIGRAM
(17,16),(16,15),-0.126533 # DEPENDENCYPART_HEADBIGRAM
(17,16),(17,15),0.232539 # DEPENDENCYPART_HEADBIGRAM
(17,16),(18,15),0.0362818 # DEPENDENCYPART_HEADBIGRAM
(17,16),(20,15),0.0854096 # DEPENDENCYPART_HEADBIGRAM
(17,16),(21,15),0.101511 # DEPENDENCYPART_HEADBIGRAM
(17,16),(22,15),0.0406763 # DEPENDENCYPART_HEADBIGRAM
(17,18),(7,17),-0.0725368 # DEPENDENCYPART_HEADBIGRAM
(17,18),(11,17),-0.0835268 # DEPENDENCYPART_HEADBIGRAM
(17,18),(13,17),-0.0913386 # DEPENDENCYPART_HEADBIGRAM
(17,18),(15,17),-0.0412606 # DEPENDENCYPART_HEADBIGRAM
(17,18),(18,17),-0.17976 # DEPENDENCYPART_HEADBIGRAM
(17,18),(19,17),0.0826534 # DEPENDENCYPART_HEADBIGRAM
(17,18),(20,17),0.184279 # DEPENDENCYPART_HEADBIGRAM
(17,18),(21,17),0.215281 # DEPENDENCYPART_HEADBIGRAM
(17,18),(22,17),0.18559 # DEPENDENCYPART_HEADBIGRAM
(17,18),(23,17),0.1064 # DEPENDENCYPART_HEADBIGRAM
(17,19),(0,18),-0.100451 # DEPENDENCYPART_HEADBIGRAM
(17,19),(2,18),-0.0378939 # DEPENDENCYPART_HEADBIGRAM
(17,19),(7,18),-0.0523465 # DEPENDENCYPART_HEADBIGRAM
(17,19),(9,18),-0.0580647 # DEPENDENCYPART_HEADBIGRAM
(17,19),(11,18),-0.0619888 # DEPENDENCYPART_HEADBIGRAM
(17,19),(12,18),-0.0619888 # DEPENDENCYPART_HEADBIGRAM
(17,19),(13,18),-0.0387481 # DEPENDENCYPART_HEADBIGRAM
(17,19),(15,18),-0.0657996 # DEPENDENCYPART_HEADBIGRAM
(17,19),(17,18),0.066305 # DEPENDENCYPART_HEADBIGRAM
(17,19),(21,18),0.10603 # DEPENDENCYPART_HEADBIGRAM
(17,20),(0,19),-0.0180353 # DEPENDENCYPART_HEADBIGRAM
(17,20),(7,19),-0.0850524 # DEPENDENCYPART_HEADBIGRAM
(17,20),(11,19),-0.0678547 # DEPENDENCYPART_HEADBIGRAM
(17,20),(13,19),-0.0651893 # DEPENDENCYPART_HEADBIGRAM
(17,20),(16,19),-0.059403 # DEPENDENCYPART_HEADBIGRAM
(17,20),(17,19),0.0981154 # DEPENDENCYPART_HEADBIGRAM
(17,20),(18,19),0.0650349 # DEPENDENCYPART_HEADBIGRAM
(17,20),(20,19),0.143749 # DEPENDENCYPART_HEADBIGRAM
(17,20),(21,19),0.104541 # DEPENDENCYPART_HEADBIGRAM
(17,20),(22,19),0.0736358 # DEPENDENCYPART_HEADBIGRAM
(17,21),(7,20),-0.0560082 # DEPENDENCYPART_HEADBIGRAM
(17,21),(12,20),-0.0561865 # DEPENDENCYPART_HEADBIGRAM
(17,21),(13,20),-0.0533828 # DEPENDENCYPART_HEADBIGRAM
(17,21),(15,20),-0.0560043 # DEPENDENCYPART_HEADBIGRAM
(17,21),(17,20),0.109762 # DEPENDENCYPART_HEADBIGRAM
(17,21),(18,20),0.109694 # DEPENDENCYPART_HEADBIGRAM
(17,21),(19,20),0.109694 # DEPENDENCYPART_HEADBIGRAM
(17,21),(21,20),0.0899168 # DEPENDENCYPART_HEADBIGRAM
(17,21),(22,20),0.104693 # DEPENDENCYPART_HEADBIGRAM
(17,21),(23,20),0.0977468 # DEPENDENCYPART_HEADBIGRAM
(18,2),(0,1),-0.14453 # DEPENDENCYPART_HEADBIGRAM
(18,2),(2,1),-0.102984 # DEPENDENCYPART_HEADBIGRAM
(18,2),(3,1),-0.128097 # DEPENDENCYPART_HEADBIGRAM
(18,2),(6,1),-0.164655 # DEPENDENCYPART_HEADBIGRAM
(18,2),(7,1),-0.133439 # DEPENDENCYPART_HEADBIGRAM
(18,2),(9,1),-0.139478 # DEPENDENCYPART_HEADBIGRAM
(18,2),(18,1),0.114543 # DEPENDENCYPART_HEADBIGRAM
(18,2),(21,1),0.0928388 # DEPENDENCYPART_HEADBIGRAM
(18,3),(0,2),-0.168652 # DEPENDENCYPART_HEADBIGRAM
(18,3),(1,2),0.0707397 # DEPENDENCYPART_HEADBIGRAM
(18,3),(6,2),-0.234382 # DEPENDENCYPART_HEADBIGRAM
(18,3),(7,2),-0.0993133 # DEPENDENCYPART_HEADBIGRAM
(18,3),(9,2),-0.161118 # DEPENDENCYPART_HEADBIGRAM
(18,3),(18,2),0.194536 # DEPENDENCYPART_HEADBIGRAM
(18,3),(21,2),0.111188 # DEPENDENCYPART_HEADBIGRAM
(18,4),(1,3),-0.132953 # DEPENDENCYPART_HEADBIGRAM
(18,4),(2,3),0.1259 # DEPENDENCYPART_HEADBIGRAM
(18,4),(4,3),-0.16707 # DEPENDENCYPART_HEADBIGRAM
(18,4),(6,3),-0.00622499 # DEPENDENCYPART_HEADBIGRAM
(18,4),(7,3),-0.213883 # DEPENDENCYPART_HEADBIGRAM
(18,4),(9,3),-0.109234 # DEPENDENCYPART_HEADBIGRAM
(18,4),(13,3),-0.00442464 # DEPENDENCYPART_HEADBIGRAM
(18,4),(18,3),-0.0496204 # DEPENDENCYPART_HEADBIGRAM
(18,4),(21,3),0.103286 # DEPENDENCYPART_HEADBIGRAM
(18,4),(22,3),0.078845 # DEPENDENCYPART_HEADBIGRAM
(18,6),(6,5),-0.00500198 # DEPENDENCYPART_HEADBIGRAM
(18,6),(7,5),-0.125798 # DEPENDENCYPART_HEADBIGRAM
(18,6),(13,5),-0.226551 # DEPENDENCYPART_HEADBIGRAM
(18,7),(1,6),-0.113648 # DEPENDENCYPART_HEADBIGRAM
(18,7),(2,6),-0.12497 # DEPENDENCYPART_HEADBIGRAM
(18,7),(4,6),-0.101629 # DEPENDENCYPART_HEADBIGRAM
(18,7),(7,6),-0.110831 # DEPENDENCYPART_HEADBIGRAM
(18,7),(9,6),-0.133669 # DEPENDENCYPART_HEADBIGRAM
(18,7),(11,6),-0.130519 # DEPENDENCYPART_HEADBIGRAM
(18,7),(13,6),-0.124958 # DEPENDENCYPART_HEADBIGRAM
(18,7),(15,6),-0.134639 # DEPENDENCYPART_HEADBIGRAM
(18,7),(18,6),-0.0398312 # DEPENDENCYPART_HEADBIGRAM
(18,7),(21,6),0.0856982 # DEPENDENCYPART_HEADBIGRAM
(18,8),(0,7),-0.0289422 # DEPENDENCYPART_HEADBIGRAM
(18,8),(1,7),-0.106638 # DEPENDENCYPART_HEADBIGRAM
(18,8),(2,7),-0.107244 # DEPENDENCYPART_HEADBIGRAM
(18,8),(5,7),-0.120624 # DEPENDENCYPART_HEADBIGRAM
(18,8),(6,7),-0.109348 # DEPENDENCYPART_HEADBIGRAM
(18,8),(13,7),-0.119627 # DEPENDENCYPART_HEADBIGRAM
(18,8),(18,7),0.0712509 # DEPENDENCYPART_HEADBIGRAM
(18,8),(19,7),0.120587 # DEPENDENCYPART_HEADBIGRAM
(18,8),(21,7),0.0839415 # DEPENDENCYPART_HEADBIGRAM
(18,8),(23,7),0.120587 # DEPENDENCYPART_HEADBIGRAM
(18,9),(6,8),-0.113717 # DEPENDENCYPART_HEADBIGRAM
(18,9),(7,8),-0.126706 # DEPENDENCYPART_HEADBIGRAM
(18,9),(9,8),-0.137173 # DEPENDENCYPART_HEADBIGRAM
(18,9),(11,8),-0.128163 # DEPENDENCYPART_HEADBIGRAM
(18,9),(12,8),-0.128163 # DEPENDENCYPART_HEADBIGRAM
(18,9),(13,8),-0.113812 # DEPENDENCYPART_HEADBIGRAM
(18,9),(17,8),-0.11381 # DEPENDENCYPART_HEADBIGRAM
(18,9),(18,8),0.0826636 # DEPENDENCYPART_HEADBIGRAM
(18,9),(21,8),0.0924768 # DEPENDENCYPART_HEADBIGRAM
(18,10),(2,9),-0.134499 # DEPENDENCYPART_HEADBIGRAM
(18,10),(6,9),-0.139745 # DEPENDENCYPART_HEADBIGRAM
(18,10),(7,9),-0.169904 # DEPENDENCYPART_HEADBIGRAM
(18,10),(8,9),-0.12311 # DEPENDENCYPART_HEADBIGRAM
(18,10),(10,9),-0.0949273 # DEPENDENCYPART_HEADBIGRAM
(18,10),(11,9),-0.122308 # DEPENDENCYPART_HEADBIGRAM
(18,10),(12,9),-0.122309 # DEPENDENCYPART_HEADBIGRAM
(18,10),(13,9),-0.133121 # DEPENDENCYPART_HEADBIGRAM
(18,10),(18,9),0.066348 # DEPENDENCYPART_HEADBIGRAM
(18,10),(21,9),0.0839108 # DEPENDENCYPART_HEADBIGRAM
(18,11),(1,10),-0.117635 # DEPENDENCYPART_HEADBIGRAM
(18,11),(6,10),-0.123668 # DEPENDENCYPART_HEADBIGRAM
(18,11),(7,10),-0.148353 # DEPENDENCYPART_HEADBIGRAM
(18,11),(9,10),-0.149678 # DEPENDENCYPART_HEADBIGRAM
(18,11),(11,10),0.00991724 # DEPENDENCYPART_HEADBIGRAM
(18,11),(12,10),-0.123978 # DEPENDENCYPART_HEADBIGRAM
(18,11),(13,10),-0.123742 # DEPENDENCYPART_HEADBIGRAM
(18,11),(18,10),0.0936449 # DEPENDENCYPART_HEADBIGRAM
(18,12),(7,11),-0.123677 # DEPENDENCYPART_HEADBIGRAM
(18,12),(8,11),-0.123448 # DEPENDENCYPART_HEADBIGRAM
(18,12),(9,11),-0.124568 # DEPENDENCYPART_HEADBIGRAM
(18,12),(10,11),-0.124566 # DEPENDENCYPART_HEADBIGRAM
(18,12),(12,11),-0.122309 # DEPENDENCYPART_HEADBIGRAM
(18,12),(13,11),-0.124725 # DEPENDENCYPART_HEADBIGRAM
(18,12),(15,11),-0.123983 # DEPENDENCYPART_HEADBIGRAM
(18,12),(17,11),-0.124696 # DEPENDENCYPART_HEADBIGRAM
(18,12),(18,11),0.0733875 # DEPENDENCYPART_HEADBIGRAM
(18,12),(21,11),0.0934044 # DEPENDENCYPART_HEADBIGRAM
(18,13),(7,12),-0.166274 # DEPENDENCYPART_HEADBIGRAM
(18,13),(9,12),-0.1081 # DEPENDENCYPART_HEADBIGRAM
(18,13),(10,12),-0.124245 # DEPENDENCYPART_HEADBIGRAM
(18,13),(11,12),-0.143976 # DEPENDENCYPART_HEADBIGRAM
(18,13),(13,12),-0.0477515 # DEPENDENCYPART_HEADBIGRAM
(18,13),(15,12),-0.111871 # DEPENDENCYPART_HEADBIGRAM
(18,13),(17,12),-0.163861 # DEPENDENCYPART_HEADBIGRAM
(18,13),(18,12),0.0391874 # DEPENDENCYPART_HEADBIGRAM
(18,13),(21,12),0.0772454 # DEPENDENCYPART_HEADBIGRAM
(18,14),(2,13),-0.226238 # DEPENDENCYPART_HEADBIGRAM
(18,14),(6,13),-0.230664 # DEPENDENCYPART_HEADBIGRAM
(18,14),(7,13),-0.113405 # DEPENDENCYPART_HEADBIGRAM
(18,14),(9,13),-0.255368 # DEPENDENCYPART_HEADBIGRAM
(18,14),(11,13),-0.159438 # DEPENDENCYPART_HEADBIGRAM
(18,14),(15,13),-0.164733 # DEPENDENCYPART_HEADBIGRAM
(18,14),(17,13),-0.245095 # DEPENDENCYPART_HEADBIGRAM
(18,14),(18,13),0.319232 # DEPENDENCYPART_HEADBIGRAM
(18,14),(20,13),0.103651 # DEPENDENCYPART_HEADBIGRAM
(18,14),(21,13),0.138254 # DEPENDENCYPART_HEADBIGRAM
(18,15),(2,14),-0.0672836 # DEPENDENCYPART_HEADBIGRAM
(18,15),(7,14),-0.0423029 # DEPENDENCYPART_HEADBIGRAM
(18,15),(9,14),-0.102084 # DEPENDENCYPART_HEADBIGRAM
(18,15),(11,14),-0.102806 # DEPENDENCYPART_HEADBIGRAM
(18,15),(13,14),-0.0834609 # DEPENDENCYPART_HEADBIGRAM
(18,15),(15,14),-0.130935 # DEPENDENCYPART_HEADBIGRAM
(18,15),(17,14),-0.102732 # DEPENDENCYPART_HEADBIGRAM
(18,15),(18,14),0.146414 # DEPENDENCYPART_HEADBIGRAM
(18,15),(21,14),0.1023 # DEPENDENCYPART_HEADBIGRAM
(18,15),(23,14),0.125545 # DEPENDENCYPART_HEADBIGRAM
(18,16),(7,15),-0.125134 # DEPENDENCYPART_HEADBIGRAM
(18,16),(9,15),-0.119843 # DEPENDENCYPART_HEADBIGRAM
(18,16),(11,15),-0.130206 # DEPENDENCYPART_HEADBIGRAM
(18,16),(13,15),-0.127996 # DEPENDENCYPART_HEADBIGRAM
(18,16),(16,15),-0.137344 # DEPENDENCYPART_HEADBIGRAM
(18,16),(17,15),-0.129748 # DEPENDENCYPART_HEADBIGRAM
(18,16),(18,15),0.104078 # DEPENDENCYPART_HEADBIGRAM
(18,16),(20,15),0.101148 # DEPENDENCYPART_HEADBIGRAM
(18,16),(21,15),0.0985788 # DEPENDENCYPART_HEADBIGRAM
(18,16),(22,15),0.090978 # DEPENDENCYPART_HEADBIGRAM
(18,17),(15,16),-0.136495 # DEPENDENCYPART_HEADBIGRAM
(18,17),(17,16),0.0563422 # DEPENDENCYPART_HEADBIGRAM
(18,17),(18,16),0.0975087 # DEPENDENCYPART_HEADBIGRAM
(18,17),(20,16),0.107419 # DEPENDENCYPART_HEADBIGRAM
(18,17),(21,16),0.106 # DEPENDENCYPART_HEADBIGRAM
(18,19),(0,18),0.153397 # DEPENDENCYPART_HEADBIGRAM
(18,19),(2,18),0.0670002 # DEPENDENCYPART_HEADBIGRAM
(18,19),(7,18),0.103152 # DEPENDENCYPART_HEADBIGRAM
(18,19),(9,18),0.0533171 # DEPENDENCYPART_HEADBIGRAM
(18,19),(11,18),0.0816206 # DEPENDENCYPART_HEADBIGRAM
(18,19),(12,18),0.0816206 # DEPENDENCYPART_HEADBIGRAM
(18,19),(13,18),0.136318 # DEPENDENCYPART_HEADBIGRAM
(18,19),(15,18),0.0479551 # DEPENDENCYPART_HEADBIGRAM
(18,19),(17,18),0.0273745 # DEPENDENCYPART_HEADBIGRAM
(18,19),(21,18),0.203244 # DEPENDENCYPART_HEADBIGRAM
(18,20),(0,19),-0.0630698 # DEPENDENCYPART_HEADBIGRAM
(18,20),(7,19),-0.0726701 # DEPENDENCYPART_HEADBIGRAM
(18,20),(11,19),-0.056798 # DEPENDENCYPART_HEADBIGRAM
(18,20),(13,19),-0.0708666 # DEPENDENCYPART_HEADBIGRAM
(18,20),(16,19),-0.0580482 # DEPENDENCYPART_HEADBIGRAM
(18,20),(17,19),-0.070931 # DEPENDENCYPART_HEADBIGRAM
(18,20),(18,19),0.0494129 # DEPENDENCYPART_HEADBIGRAM
(18,20),(20,19),0.0909626 # DEPENDENCYPART_HEADBIGRAM
(18,20),(21,19),0.0858561 # DEPENDENCYPART_HEADBIGRAM
(18,20),(22,19),0.0802095 # DEPENDENCYPART_HEADBIGRAM
(18,21),(7,20),-0.0520575 # DEPENDENCYPART_HEADBIGRAM
(18,21),(12,20),-0.0560043 # DEPENDENCYPART_HEADBIGRAM
(18,21),(13,20),-0.0558797 # DEPENDENCYPART_HEADBIGRAM
(18,21),(15,20),-0.0560043 # DEPENDENCYPART_HEADBIGRAM
(18,21),(17,20),-0.0558797 # DEPENDENCYPART_HEADBIGRAM
(18,21),(18,20),0.11047 # DEPENDENCYPART_HEADBIGRAM
(18,21),(19,20),0.113514 # DEPENDENCYPART_HEADBIGRAM
(18,21),(21,20),0.0861721 # DEPENDENCYPART_HEADBIGRAM
(18,21),(22,20),0.108609 # DEPENDENCYPART_HEADBIGRAM
(18,21),(23,20),0.101686 # DEPENDENCYPART_HEADBIGRAM
(18,22),(0,21),-0.0794315 # DEPENDENCYPART_HEADBIGRAM
(18,22),(7,21),-0.0674751 # DEPENDENCYPART_HEADBIGRAM
(18,22),(11,21),-0.0607005 # DEPENDENCYPART_HEADBIGRAM
(18,22),(13,21),-0.0658179 # DEPENDENCYPART_HEADBIGRAM
(18,22),(15,21),-0.0596331 # DEPENDENCYPART_HEADBIGRAM
(18,22),(17,21),-0.0641839 # DEPENDENCYPART_HEADBIGRAM
(18,22),(18,21),0.0574586 # DEPENDENCYPART_HEADBIGRAM
(18,22),(19,21),0.0897394 # DEPENDENCYPART_HEADBIGRAM
(18,22),(20,21),0.0938722 # DEPENDENCYPART_HEADBIGRAM
(18,22),(24,21),0.0981884 # DEPENDENCYPART_HEADBIGRAM
(18,23),(15,22),-0.0690469 # DEPENDENCYPART_HEADBIGRAM
(18,23),(18,22),-0.0321951 # DEPENDENCYPART_HEADBIGRAM
(18,23),(19,22),0.130188 # DEPENDENCYPART_HEADBIGRAM
(18,23),(20,22),0.0783808 # DEPENDENCYPART_HEADBIGRAM
(18,23),(21,22),0.0651834 # DEPENDENCYPART_HEADBIGRAM
(18,24),(0,23),-0.0772799 # DEPENDENCYPART_HEADBIGRAM
(18,24),(7,23),-0.0678224 # DEPENDENCYPART_HEADBIGRAM
(18,24),(18,23),0.106695 # DEPENDENCYPART_HEADBIGRAM
(18,24),(19,23),0.108983 # DEPENDENCYPART_HEADBIGRAM
(18,24),(20,23),0.137255 # DEPENDENCYPART_HEADBIGRAM
(18,24),(21,23),0.134207 # DEPENDENCYPART_HEADBIGRAM
(18,24),(22,23),0.175148 # DEPENDENCYPART_HEADBIGRAM
(18,24),(24,23),0.0555766 # DEPENDENCYPART_HEADBIGRAM
(19,7),(1,6),-0.105241 # DEPENDENCYPART_HEADBIGRAM
(19,7),(2,6),-0.122277 # DEPENDENCYPART_HEADBIGRAM
(19,7),(4,6),-0.101629 # DEPENDENCYPART_HEADBIGRAM
(19,7),(7,6),-0.0904409 # DEPENDENCYPART_HEADBIGRAM
(19,7),(9,6),-0.133659 # DEPENDENCYPART_HEADBIGRAM
(19,7),(11,6),-0.130508 # DEPENDENCYPART_HEADBIGRAM
(19,7),(13,6),-0.122488 # DEPENDENCYPART_HEADBIGRAM
(19,7),(15,6),-0.134629 # DEPENDENCYPART_HEADBIGRAM
(19,7),(18,6),-0.151291 # DEPENDENCYPART_HEADBIGRAM
(19,7),(21,6),0.0857151 # DEPENDENCYPART_HEADBIGRAM
(19,17),(15,16),-0.136239 # DEPENDENCYPART_HEADBIGRAM
(19,17),(17,16),0.0244491 # DEPENDENCYPART_HEADBIGRAM
(19,17),(18,16),-0.128428 # DEPENDENCYPART_HEADBIGRAM
(19,17),(20,16),0.107471 # DEPENDENCYPART_HEADBIGRAM
(19,17),(21,16),0.106002 # DEPENDENCYPART_HEADBIGRAM
(19,20),(0,19),-0.0624454 # DEPENDENCYPART_HEADBIGRAM
(19,20),(7,19),-0.0299179 # DEPENDENCYPART_HEADBIGRAM
(19,20),(11,19),-0.0135094 # DEPENDENCYPART_HEADBIGRAM
(19,20),(13,19),-0.0349102 # DEPENDENCYPART_HEADBIGRAM
(19,20),(16,19),-0.0497924 # DEPENDENCYPART_HEADBIGRAM
(19,20),(17,19),-0.0688244 # DEPENDENCYPART_HEADBIGRAM
(19,20),(18,19),0.0119393 # DEPENDENCYPART_HEADBIGRAM
(19,20),(20,19),0.0599362 # DEPENDENCYPART_HEADBIGRAM
(19,20),(21,19),0.125939 # DEPENDENCYPART_HEADBIGRAM
(19,20),(22,19),0.193993 # DEPENDENCYPART_HEADBIGRAM
(19,21),(7,20),-0.0520575 # DEPENDENCYPART_HEADBIGRAM
(19,21),(12,20),-0.0560043 # DEPENDENCYPART_HEADBIGRAM
(19,21),(13,20),-0.0558797 # DEPENDENCYPART_HEADBIGRAM
(19,21),(15,20),-0.0560043 # DEPENDENCYPART_HEADBIGRAM
(19,21),(17,20),-0.0558797 # DEPENDENCYPART_HEADBIGRAM
(19,21),(18,20),-0.0520575 # DEPENDENCYPART_HEADBIGRAM
(19,21),(19,20),0.110467 # DEPENDENCYPART_HEADBIGRAM
(19,21),(21,20),0.0920784 # DEPENDENCYPART_HEADBIGRAM
(19,21),(22,20),0.102261 # DEPENDENCYPART_HEADBIGRAM
(19,21),(23,20),0.102284 # DEPENDENCYPART_HEADBIGRAM
(19,22),(0,21),-0.0782511 # DEPENDENCYPART_HEADBIGRAM
(19,22),(7,21),-0.067429 # DEPENDENCYPART_HEADBIGRAM
(19,22),(11,21),-0.0606657 # DEPENDENCYPART_HEADBIGRAM
(19,22),(13,21),-0.0658091 # DEPENDENCYPART_HEADBIGRAM
(19,22),(15,21),-0.0596297 # DEPENDENCYPART_HEADBIGRAM
(19,22),(17,21),-0.0641752 # DEPENDENCYPART_HEADBIGRAM
(19,22),(18,21),-0.0651237 # DEPENDENCYPART_HEADBIGRAM
(19,22),(19,21),0.0557671 # DEPENDENCYPART_HEADBIGRAM
(19,22),(20,21),0.0939118 # DEPENDENCYPART_HEADBIGRAM
(19,22),(24,21),0.0981884 # DEPENDENCYPART_HEADBIGRAM
(19,23),(15,22),-0.0686561 # DEPENDENCYPART_HEADBIGRAM
(19,23),(18,22),-0.0471975 # DEPENDENCYPART_HEADBIGRAM
(19,23),(19,22),-0.0188974 # DEPENDENCYPART_HEADBIGRAM
(19,23),(20,22),0.0784016 # DEPENDENCYPART_HEADBIGRAM
(19,23),(21,22),0.0652035 # DEPENDENCYPART_HEADBIGRAM
(19,24),(0,23),-0.0760912 # DEPENDENCYPART_HEADBIGRAM
(19,24),(7,23),-0.0651902 # DEPENDENCYPART_HEADBIGRAM
(19,24),(18,23),-0.0701902 # DEPENDENCYPART_HEADBIGRAM
(19,24),(19,23),0.149436 # DEPENDENCYPART_HEADBIGRAM
(19,24),(20,23),0.145961 # DEPENDENCYPART_HEADBIGRAM
(19,24),(21,23),0.174681 # DEPENDENCYPART_HEADBIGRAM
(19,24),(22,23),0.224673 # DEPENDENCYPART_HEADBIGRAM
(19,24),(24,23),0.0535467 # DEPENDENCYPART_HEADBIGRAM
(20,13),(7,12),-0.130965 # DEPENDENCYPART_HEADBIGRAM
(20,13),(9,12),-0.125497 # DEPENDENCYPART_HEADBIGRAM
(20,13),(10,12),-0.123514 # DEPENDENCYPART_HEADBIGRAM
(20,13),(11,12),-0.122326 # DEPENDENCYPART_HEADBIGRAM
(20,13),(13,12),-0.0374515 # DEPENDENCYPART_HEADBIGRAM
(20,13),(15,12),-0.127013 # DEPENDENCYPART_HEADBIGRAM
(20,13),(17,12),-0.127546 # DEPENDENCYPART_HEADBIGRAM
(20,13),(18,12),-0.128467 # DEPENDENCYPART_HEADBIGRAM
(20,13),(21,12),0.0923249 # DEPENDENCYPART_HEADBIGRAM
(20,15),(2,14),-0.141992 # DEPENDENCYPART_HEADBIGRAM
(20,15),(7,14),-0.145784 # DEPENDENCYPART_HEADBIGRAM
(20,15),(9,14),-0.115711 # DEPENDENCYPART_HEADBIGRAM
(20,15),(11,14),-0.115226 # DEPENDENCYPART_HEADBIGRAM
(20,15),(13,14),-0.159024 # DEPENDENCYPART_HEADBIGRAM
(20,15),(15,14),-0.135367 # DEPENDENCYPART_HEADBIGRAM
(20,15),(17,14),-0.126525 # DEPENDENCYPART_HEADBIGRAM
(20,15),(18,14),-0.12788 # DEPENDENCYPART_HEADBIGRAM
(20,15),(21,14),0.0871826 # DEPENDENCYPART_HEADBIGRAM
(20,15),(23,14),0.114382 # DEPENDENCYPART_HEADBIGRAM
(20,16),(7,15),-0.106396 # DEPENDENCYPART_HEADBIGRAM
(20,16),(9,15),-0.132604 # DEPENDENCYPART_HEADBIGRAM
(20,16),(11,15),-0.114257 # DEPENDENCYPART_HEADBIGRAM
(20,16),(13,15),-0.120659 # DEPENDENCYPART_HEADBIGRAM
(20,16),(16,15),-0.117003 # DEPENDENCYPART_HEADBIGRAM
(20,16),(17,15),-0.130285 # DEPENDENCYPART_HEADBIGRAM
(20,16),(18,15),-0.0866806 # DEPENDENCYPART_HEADBIGRAM
(20,16),(20,15),0.118641 # DEPENDENCYPART_HEADBIGRAM
(20,16),(21,15),0.0863621 # DEPENDENCYPART_HEADBIGRAM
(20,16),(22,15),0.111773 # DEPENDENCYPART_HEADBIGRAM
(20,17),(15,16),-0.117123 # DEPENDENCYPART_HEADBIGRAM
(20,17),(17,16),-0.0556235 # DEPENDENCYPART_HEADBIGRAM
(20,17),(18,16),-0.128572 # DEPENDENCYPART_HEADBIGRAM
(20,17),(20,16),0.0364516 # DEPENDENCYPART_HEADBIGRAM
(20,17),(21,16),0.0878926 # DEPENDENCYPART_HEADBIGRAM
(20,19),(0,18),-0.142923 # DEPENDENCYPART_HEADBIGRAM
(20,19),(2,18),-0.137002 # DEPENDENCYPART_HEADBIGRAM
(20,19),(7,18),-0.141155 # DEPENDENCYPART_HEADBIGRAM
(20,19),(9,18),-0.111102 # DEPENDENCYPART_HEADBIGRAM
(20,19),(11,18),-0.109662 # DEPENDENCYPART_HEADBIGRAM
(20,19),(12,18),-0.109662 # DEPENDENCYPART_HEADBIGRAM
(20,19),(13,18),-0.155559 # DEPENDENCYPART_HEADBIGRAM
(20,19),(15,18),-0.15987 # DEPENDENCYPART_HEADBIGRAM
(20,19),(17,18),-0.102867 # DEPENDENCYPART_HEADBIGRAM
(20,19),(21,18),0.10494 # DEPENDENCYPART_HEADBIGRAM
(20,21),(7,20),-0.0576359 # DEPENDENCYPART_HEADBIGRAM
(20,21),(12,20),-0.0560043 # DEPENDENCYPART_HEADBIGRAM
(20,21),(13,20),-0.0564481 # DEPENDENCYPART_HEADBIGRAM
(20,21),(15,20),-0.0560043 # DEPENDENCYPART_HEADBIGRAM
(20,21),(17,20),-0.0564481 # DEPENDENCYPART_HEADBIGRAM
(20,21),(18,20),-0.0597181 # DEPENDENCYPART_HEADBIGRAM
(20,21),(19,20),-0.0597181 # DEPENDENCYPART_HEADBIGRAM
(20,21),(21,20),0.0953726 # DEPENDENCYPART_HEADBIGRAM
(20,21),(22,20),0.0975197 # DEPENDENCYPART_HEADBIGRAM
(20,21),(23,20),0.0970813 # DEPENDENCYPART_HEADBIGRAM
(20,22),(0,21),-0.0591812 # DEPENDENCYPART_HEADBIGRAM
(20,22),(7,21),-0.057117 # DEPENDENCYPART_HEADBIGRAM
(20,22),(11,21),-0.0588832 # DEPENDENCYPART_HEADBIGRAM
(20,22),(13,21),-0.05958 # DEPENDENCYPART_HEADBIGRAM
(20,22),(15,21),-0.0588648 # DEPENDENCYPART_HEADBIGRAM
(20,22),(17,21),-0.0583164 # DEPENDENCYPART_HEADBIGRAM
(20,22),(18,21),-0.0580325 # DEPENDENCYPART_HEADBIGRAM
(20,22),(19,21),-0.0576384 # DEPENDENCYPART_HEADBIGRAM
(20,22),(20,21),0.106937 # DEPENDENCYPART_HEADBIGRAM
(20,22),(24,21),0.0979915 # DEPENDENCYPART_HEADBIGRAM
(20,23),(15,22),-0.0610212 # DEPENDENCYPART_HEADBIGRAM
(20,23),(18,22),-0.0580465 # DEPENDENCYPART_HEADBIGRAM
(20,23),(19,22),-0.0580465 # DEPENDENCYPART_HEADBIGRAM
(20,23),(20,22),0.0960435 # DEPENDENCYPART_HEADBIGRAM
(20,23),(21,22),0.0753076 # DEPENDENCYPART_HEADBIGRAM
(21,2),(0,1),-0.143472 # DEPENDENCYPART_HEADBIGRAM
(21,2),(2,1),-0.0773883 # DEPENDENCYPART_HEADBIGRAM
(21,2),(3,1),-0.123664 # DEPENDENCYPART_HEADBIGRAM
