# _root_ The issue is one of a judge 's experience , his competence and his physical ability to serve on the bench , '' Justice Rubin said .
#goldHeads=2,3,26,3,4,7,9,7,13,13,12,13,5,16,16,13,18,16,18,21,19,26,26,25,26,0,26,
#predictedHeads=2,3,26,3,4,7,9,7,5,4,12,13,4,16,16,13,18,16,18,21,19,26,26,25,26,0,26,
(4,13),(7,12),0.160794 # DEPENDENCYPART_HEADBIGRAM
(4,13),(9,12),0.163284 # DEPENDENCYPART_HEADBIGRAM
(4,13),(13,12),0.153851 # DEPENDENCYPART_HEADBIGRAM
(4,13),(15,12),0.0803537 # DEPENDENCYPART_HEADBIGRAM
(4,13),(16,12),0.0788789 # DEPENDENCYPART_HEADBIGRAM
(4,13),(18,12),0.0934668 # DEPENDENCYPART_HEADBIGRAM
(4,13),(26,12),0.0958178 # DEPENDENCYPART_HEADBIGRAM
(4,16),(3,15),-0.059138 # DEPENDENCYPART_HEADBIGRAM
(4,16),(9,15),0.117199 # DEPENDENCYPART_HEADBIGRAM
(4,16),(12,15),0.114829 # DEPENDENCYPART_HEADBIGRAM
(4,16),(13,15),0.099318 # DEPENDENCYPART_HEADBIGRAM
(4,16),(16,15),0.0581404 # DEPENDENCYPART_HEADBIGRAM
(4,16),(18,15),0.0950721 # DEPENDENCYPART_HEADBIGRAM
(4,16),(25,15),0.096776 # DEPENDENCYPART_HEADBIGRAM
(4,16),(26,15),0.0952549 # DEPENDENCYPART_HEADBIGRAM
(4,19),(3,18),-0.0628531 # DEPENDENCYPART_HEADBIGRAM
(4,19),(7,18),0.107071 # DEPENDENCYPART_HEADBIGRAM
(4,19),(9,18),0.0957142 # DEPENDENCYPART_HEADBIGRAM
(4,19),(12,18),0.0957142 # DEPENDENCYPART_HEADBIGRAM
(4,19),(13,18),0.100712 # DEPENDENCYPART_HEADBIGRAM
(4,19),(15,18),0.104399 # DEPENDENCYPART_HEADBIGRAM
(4,19),(16,18),0.104524 # DEPENDENCYPART_HEADBIGRAM
(4,19),(17,18),0.107024 # DEPENDENCYPART_HEADBIGRAM
(4,19),(19,18),0.0963459 # DEPENDENCYPART_HEADBIGRAM
(4,19),(26,18),0.0934632 # DEPENDENCYPART_HEADBIGRAM
(4,22),(9,21),0.119887 # DEPENDENCYPART_HEADBIGRAM
(4,22),(13,21),0.239432 # DEPENDENCYPART_HEADBIGRAM
(4,22),(16,21),0.141534 # DEPENDENCYPART_HEADBIGRAM
(4,22),(17,21),0.114608 # DEPENDENCYPART_HEADBIGRAM
(4,22),(18,21),0.119555 # DEPENDENCYPART_HEADBIGRAM
(4,22),(19,21),0.161333 # DEPENDENCYPART_HEADBIGRAM
(4,22),(20,21),0.146159 # DEPENDENCYPART_HEADBIGRAM
(4,22),(24,21),0.0996785 # DEPENDENCYPART_HEADBIGRAM
(4,22),(25,21),0.0996858 # DEPENDENCYPART_HEADBIGRAM
(4,22),(26,21),0.0883674 # DEPENDENCYPART_HEADBIGRAM
(4,27),(0,26),-0.057314 # DEPENDENCYPART_HEADBIGRAM
(4,27),(3,26),-0.0590538 # DEPENDENCYPART_HEADBIGRAM
(4,27),(13,26),0.104323 # DEPENDENCYPART_HEADBIGRAM
(4,27),(16,26),0.100201 # DEPENDENCYPART_HEADBIGRAM
(4,27),(18,26),0.0971919 # DEPENDENCYPART_HEADBIGRAM
(4,27),(19,26),0.10067 # DEPENDENCYPART_HEADBIGRAM
(4,27),(21,26),0.12126 # DEPENDENCYPART_HEADBIGRAM
(4,27),(25,26),0.123771 # DEPENDENCYPART_HEADBIGRAM
(5,2),(2,1),-0.0246033 # DEPENDENCYPART_HEADBIGRAM
(5,2),(3,1),-0.133433 # DEPENDENCYPART_HEADBIGRAM
(5,2),(4,1),-0.140622 # DEPENDENCYPART_HEADBIGRAM
(5,2),(13,1),0.0757804 # DEPENDENCYPART_HEADBIGRAM
(5,4),(0,3),-0.167733 # DEPENDENCYPART_HEADBIGRAM
(5,4),(1,3),-0.142206 # DEPENDENCYPART_HEADBIGRAM
(5,4),(2,3),-0.150538 # DEPENDENCYPART_HEADBIGRAM
(5,4),(7,3),0.13803 # DEPENDENCYPART_HEADBIGRAM
(5,4),(13,3),0.164094 # DEPENDENCYPART_HEADBIGRAM
(5,4),(18,3),0.075418 # DEPENDENCYPART_HEADBIGRAM
(5,4),(26,3),0.081174 # DEPENDENCYPART_HEADBIGRAM
(5,6),(1,5),-0.0404087 # DEPENDENCYPART_HEADBIGRAM
(5,6),(2,5),-0.0632122 # DEPENDENCYPART_HEADBIGRAM
(5,6),(3,5),-0.00587324 # DEPENDENCYPART_HEADBIGRAM
(5,6),(4,5),-0.0447108 # DEPENDENCYPART_HEADBIGRAM
(5,6),(7,5),0.129076 # DEPENDENCYPART_HEADBIGRAM
(5,6),(9,5),0.170849 # DEPENDENCYPART_HEADBIGRAM
(5,6),(13,5),0.097972 # DEPENDENCYPART_HEADBIGRAM
(5,6),(18,5),0.0946503 # DEPENDENCYPART_HEADBIGRAM
(5,7),(4,6),-0.064885 # DEPENDENCYPART_HEADBIGRAM
(5,7),(5,6),0.262318 # DEPENDENCYPART_HEADBIGRAM
(5,7),(7,6),0.286214 # DEPENDENCYPART_HEADBIGRAM
(5,7),(9,6),0.0111346 # DEPENDENCYPART_HEADBIGRAM
(5,7),(12,6),0.0187733 # DEPENDENCYPART_HEADBIGRAM
(5,7),(13,6),0.0834855 # DEPENDENCYPART_HEADBIGRAM
(5,7),(16,6),0.0187733 # DEPENDENCYPART_HEADBIGRAM
(5,9),(3,8),-0.0524822 # DEPENDENCYPART_HEADBIGRAM
(5,9),(7,8),0.338247 # DEPENDENCYPART_HEADBIGRAM
(5,9),(9,8),0.150548 # DEPENDENCYPART_HEADBIGRAM
(5,10),(3,9),-0.072375 # DEPENDENCYPART_HEADBIGRAM
(5,10),(4,9),-0.0637519 # DEPENDENCYPART_HEADBIGRAM
(5,10),(5,9),0.157742 # DEPENDENCYPART_HEADBIGRAM
(5,10),(7,9),0.159413 # DEPENDENCYPART_HEADBIGRAM
(5,10),(12,9),0.0741065 # DEPENDENCYPART_HEADBIGRAM
(5,10),(13,9),0.114916 # DEPENDENCYPART_HEADBIGRAM
(5,10),(15,9),0.0875887 # DEPENDENCYPART_HEADBIGRAM
(5,10),(16,9),0.0732417 # DEPENDENCYPART_HEADBIGRAM
(5,10),(18,9),0.0926282 # DEPENDENCYPART_HEADBIGRAM
(5,10),(26,9),0.104111 # DEPENDENCYPART_HEADBIGRAM
(5,12),(12,11),0.089494 # DEPENDENCYPART_HEADBIGRAM
(5,12),(13,11),0.0854412 # DEPENDENCYPART_HEADBIGRAM
(5,12),(16,11),0.0753134 # DEPENDENCYPART_HEADBIGRAM
(5,12),(21,11),0.0790189 # DEPENDENCYPART_HEADBIGRAM
(5,13),(3,12),-0.0304037 # DEPENDENCYPART_HEADBIGRAM
(5,13),(4,12),-0.0568742 # DEPENDENCYPART_HEADBIGRAM
(5,13),(5,12),-0.0327194 # DEPENDENCYPART_HEADBIGRAM
(5,13),(7,12),0.167655 # DEPENDENCYPART_HEADBIGRAM
(5,13),(9,12),0.167468 # DEPENDENCYPART_HEADBIGRAM
(5,13),(13,12),0.29646 # DEPENDENCYPART_HEADBIGRAM
(5,13),(15,12),0.0787263 # DEPENDENCYPART_HEADBIGRAM
(5,13),(16,12),0.0748358 # DEPENDENCYPART_HEADBIGRAM
(5,13),(18,12),0.113627 # DEPENDENCYPART_HEADBIGRAM
(5,13),(26,12),0.115557 # DEPENDENCYPART_HEADBIGRAM
(5,16),(3,15),-0.0798187 # DEPENDENCYPART_HEADBIGRAM
(5,16),(9,15),0.0951269 # DEPENDENCYPART_HEADBIGRAM
(5,16),(12,15),0.092757 # DEPENDENCYPART_HEADBIGRAM
(5,16),(13,15),0.207044 # DEPENDENCYPART_HEADBIGRAM
(5,16),(16,15),0.0880799 # DEPENDENCYPART_HEADBIGRAM
(5,16),(18,15),0.0769943 # DEPENDENCYPART_HEADBIGRAM
(5,16),(25,15),0.0821991 # DEPENDENCYPART_HEADBIGRAM
(5,16),(26,15),0.0771648 # DEPENDENCYPART_HEADBIGRAM
(7,2),(2,1),-0.030302 # DEPENDENCYPART_HEADBIGRAM
(7,2),(3,1),-0.130781 # DEPENDENCYPART_HEADBIGRAM
(7,2),(4,1),-0.135066 # DEPENDENCYPART_HEADBIGRAM
(7,2),(13,1),0.143951 # DEPENDENCYPART_HEADBIGRAM
(7,3),(3,2),0.0260584 # DEPENDENCYPART_HEADBIGRAM
(7,3),(4,2),-0.117085 # DEPENDENCYPART_HEADBIGRAM
(7,3),(5,2),-0.141286 # DEPENDENCYPART_HEADBIGRAM
(7,3),(7,2),0.111702 # DEPENDENCYPART_HEADBIGRAM
(7,3),(9,2),0.0900484 # DEPENDENCYPART_HEADBIGRAM
(7,3),(13,2),0.0995326 # DEPENDENCYPART_HEADBIGRAM
(7,3),(18,2),0.0497596 # DEPENDENCYPART_HEADBIGRAM
(7,3),(26,2),0.0424081 # DEPENDENCYPART_HEADBIGRAM
(7,4),(0,3),-0.0987252 # DEPENDENCYPART_HEADBIGRAM
(7,4),(1,3),-0.123909 # DEPENDENCYPART_HEADBIGRAM
(7,4),(2,3),-0.107419 # DEPENDENCYPART_HEADBIGRAM
(7,4),(7,3),0.0840903 # DEPENDENCYPART_HEADBIGRAM
(7,4),(13,3),0.333427 # DEPENDENCYPART_HEADBIGRAM
(7,4),(18,3),0.0799486 # DEPENDENCYPART_HEADBIGRAM
(7,4),(26,3),0.0625251 # DEPENDENCYPART_HEADBIGRAM
(7,5),(2,4),-0.124185 # DEPENDENCYPART_HEADBIGRAM
(7,5),(3,4),-0.133501 # DEPENDENCYPART_HEADBIGRAM
(7,5),(5,4),0.132772 # DEPENDENCYPART_HEADBIGRAM
(7,5),(7,4),0.0720596 # DEPENDENCYPART_HEADBIGRAM
(7,5),(9,4),0.0994857 # DEPENDENCYPART_HEADBIGRAM
(7,5),(12,4),0.0970312 # DEPENDENCYPART_HEADBIGRAM
(7,5),(13,4),0.0787144 # DEPENDENCYPART_HEADBIGRAM
(7,5),(26,4),0.0908943 # DEPENDENCYPART_HEADBIGRAM
(7,6),(1,5),-0.021412 # DEPENDENCYPART_HEADBIGRAM
(7,6),(2,5),-0.0804674 # DEPENDENCYPART_HEADBIGRAM
(7,6),(3,5),-0.159668 # DEPENDENCYPART_HEADBIGRAM
(7,6),(4,5),-0.0694463 # DEPENDENCYPART_HEADBIGRAM
(7,6),(7,5),0.019235 # DEPENDENCYPART_HEADBIGRAM
(7,6),(9,5),0.159202 # DEPENDENCYPART_HEADBIGRAM
(7,6),(13,5),0.0662031 # DEPENDENCYPART_HEADBIGRAM
(7,6),(18,5),0.059275 # DEPENDENCYPART_HEADBIGRAM
(7,8),(3,7),-0.15362 # DEPENDENCYPART_HEADBIGRAM
(7,8),(4,7),-0.069468 # DEPENDENCYPART_HEADBIGRAM
(7,8),(5,7),-0.136846 # DEPENDENCYPART_HEADBIGRAM
(7,8),(9,7),0.534249 # DEPENDENCYPART_HEADBIGRAM
(7,8),(12,7),0.512891 # DEPENDENCYPART_HEADBIGRAM
(7,8),(13,7),0.193238 # DEPENDENCYPART_HEADBIGRAM
(7,8),(16,7),0.392102 # DEPENDENCYPART_HEADBIGRAM
(7,8),(26,7),0.0952133 # DEPENDENCYPART_HEADBIGRAM
(7,9),(3,8),-0.0689546 # DEPENDENCYPART_HEADBIGRAM
(7,9),(7,8),0.0208733 # DEPENDENCYPART_HEADBIGRAM
(7,9),(9,8),0.0307345 # DEPENDENCYPART_HEADBIGRAM
(7,10),(3,9),-0.0865631 # DEPENDENCYPART_HEADBIGRAM
(7,10),(4,9),-0.0455323 # DEPENDENCYPART_HEADBIGRAM
(7,10),(5,9),-0.0810503 # DEPENDENCYPART_HEADBIGRAM
(7,10),(7,9),0.0824502 # DEPENDENCYPART_HEADBIGRAM
(7,10),(12,9),0.04754 # DEPENDENCYPART_HEADBIGRAM
(7,10),(13,9),0.0480898 # DEPENDENCYPART_HEADBIGRAM
(7,10),(15,9),0.0939472 # DEPENDENCYPART_HEADBIGRAM
(7,10),(16,9),0.0449432 # DEPENDENCYPART_HEADBIGRAM
(7,10),(18,9),0.0401223 # DEPENDENCYPART_HEADBIGRAM
(7,10),(26,9),0.015541 # DEPENDENCYPART_HEADBIGRAM
(7,12),(12,11),0.0717871 # DEPENDENCYPART_HEADBIGRAM
(7,12),(13,11),0.107444 # DEPENDENCYPART_HEADBIGRAM
(7,12),(16,11),0.0871864 # DEPENDENCYPART_HEADBIGRAM
(7,12),(21,11),0.0918237 # DEPENDENCYPART_HEADBIGRAM
(7,13),(3,12),-0.0704348 # DEPENDENCYPART_HEADBIGRAM
(7,13),(4,12),-0.0533959 # DEPENDENCYPART_HEADBIGRAM
(7,13),(5,12),0.00537452 # DEPENDENCYPART_HEADBIGRAM
(7,13),(7,12),0.0426637 # DEPENDENCYPART_HEADBIGRAM
(7,13),(9,12),0.157979 # DEPENDENCYPART_HEADBIGRAM
(7,13),(13,12),0.18609 # DEPENDENCYPART_HEADBIGRAM
(7,13),(15,12),0.0792009 # DEPENDENCYPART_HEADBIGRAM
(7,13),(16,12),0.0691682 # DEPENDENCYPART_HEADBIGRAM
(7,13),(18,12),0.0843931 # DEPENDENCYPART_HEADBIGRAM
(7,13),(26,12),0.106121 # DEPENDENCYPART_HEADBIGRAM
(7,16),(3,15),-0.11153 # DEPENDENCYPART_HEADBIGRAM
(7,16),(9,15),0.0840741 # DEPENDENCYPART_HEADBIGRAM
(7,16),(12,15),0.0729463 # DEPENDENCYPART_HEADBIGRAM
(7,16),(13,15),0.037659 # DEPENDENCYPART_HEADBIGRAM
(7,16),(16,15),0.130721 # DEPENDENCYPART_HEADBIGRAM
(7,16),(18,15),0.040357 # DEPENDENCYPART_HEADBIGRAM
(7,16),(25,15),0.0792455 # DEPENDENCYPART_HEADBIGRAM
(7,16),(26,15),0.045589 # DEPENDENCYPART_HEADBIGRAM
(7,17),(3,16),-0.0231303 # DEPENDENCYPART_HEADBIGRAM
(7,17),(4,16),-0.058056 # DEPENDENCYPART_HEADBIGRAM
(7,17),(5,16),0.0513337 # DEPENDENCYPART_HEADBIGRAM
(7,17),(7,16),0.0811217 # DEPENDENCYPART_HEADBIGRAM
(7,17),(9,16),0.10968 # DEPENDENCYPART_HEADBIGRAM
(7,17),(12,16),0.138699 # DEPENDENCYPART_HEADBIGRAM
(7,17),(13,16),0.0991578 # DEPENDENCYPART_HEADBIGRAM
(7,17),(17,16),0.0907728 # DEPENDENCYPART_HEADBIGRAM
(7,17),(18,16),0.12626 # DEPENDENCYPART_HEADBIGRAM
(7,17),(26,16),0.144422 # DEPENDENCYPART_HEADBIGRAM
(7,18),(3,17),-0.0870933 # DEPENDENCYPART_HEADBIGRAM
(7,18),(7,17),0.0760867 # DEPENDENCYPART_HEADBIGRAM
(7,18),(9,17),0.103095 # DEPENDENCYPART_HEADBIGRAM
(7,18),(12,17),0.0984167 # DEPENDENCYPART_HEADBIGRAM
(7,18),(13,17),0.102632 # DEPENDENCYPART_HEADBIGRAM
(7,18),(15,17),0.110241 # DEPENDENCYPART_HEADBIGRAM
(7,18),(16,17),0.0875819 # DEPENDENCYPART_HEADBIGRAM
(7,18),(18,17),0.23463 # DEPENDENCYPART_HEADBIGRAM
(7,18),(19,17),0.0901594 # DEPENDENCYPART_HEADBIGRAM
(7,18),(26,17),0.0742725 # DEPENDENCYPART_HEADBIGRAM
(9,2),(2,1),0.00955116 # DEPENDENCYPART_HEADBIGRAM
(9,2),(3,1),-0.127786 # DEPENDENCYPART_HEADBIGRAM
(9,2),(4,1),-0.133428 # DEPENDENCYPART_HEADBIGRAM
(9,2),(13,1),0.145048 # DEPENDENCYPART_HEADBIGRAM
(9,4),(0,3),-0.0987252 # DEPENDENCYPART_HEADBIGRAM
(9,4),(1,3),-0.123909 # DEPENDENCYPART_HEADBIGRAM
(9,4),(2,3),-0.107419 # DEPENDENCYPART_HEADBIGRAM
(9,4),(7,3),-0.115015 # DEPENDENCYPART_HEADBIGRAM
(9,4),(13,3),0.333427 # DEPENDENCYPART_HEADBIGRAM
(9,4),(18,3),0.0799486 # DEPENDENCYPART_HEADBIGRAM
(9,4),(26,3),0.0625251 # DEPENDENCYPART_HEADBIGRAM
(9,5),(2,4),-0.127631 # DEPENDENCYPART_HEADBIGRAM
(9,5),(3,4),-0.139717 # DEPENDENCYPART_HEADBIGRAM
(9,5),(5,4),0.0982965 # DEPENDENCYPART_HEADBIGRAM
(9,5),(7,4),-0.115353 # DEPENDENCYPART_HEADBIGRAM
(9,5),(9,4),0.0608933 # DEPENDENCYPART_HEADBIGRAM
(9,5),(12,4),0.102308 # DEPENDENCYPART_HEADBIGRAM
(9,5),(13,4),0.0809788 # DEPENDENCYPART_HEADBIGRAM
(9,5),(26,4),0.090854 # DEPENDENCYPART_HEADBIGRAM
(9,6),(1,5),-0.0732472 # DEPENDENCYPART_HEADBIGRAM
(9,6),(2,5),-0.135148 # DEPENDENCYPART_HEADBIGRAM
(9,6),(3,5),-0.177501 # DEPENDENCYPART_HEADBIGRAM
(9,6),(4,5),-0.0891994 # DEPENDENCYPART_HEADBIGRAM
(9,6),(7,5),-0.117322 # DEPENDENCYPART_HEADBIGRAM
(9,6),(9,5),0.036101 # DEPENDENCYPART_HEADBIGRAM
(9,6),(13,5),0.0744329 # DEPENDENCYPART_HEADBIGRAM
(9,6),(18,5),0.031473 # DEPENDENCYPART_HEADBIGRAM
(9,7),(4,6),-0.147457 # DEPENDENCYPART_HEADBIGRAM
(9,7),(5,6),-0.163907 # DEPENDENCYPART_HEADBIGRAM
(9,7),(7,6),-0.0747084 # DEPENDENCYPART_HEADBIGRAM
(9,7),(9,6),0.0338714 # DEPENDENCYPART_HEADBIGRAM
(9,7),(12,6),0.1003 # DEPENDENCYPART_HEADBIGRAM
(9,7),(13,6),0.17035 # DEPENDENCYPART_HEADBIGRAM
(9,7),(16,6),0.1003 # DEPENDENCYPART_HEADBIGRAM
(9,8),(3,7),-0.198072 # DEPENDENCYPART_HEADBIGRAM
(9,8),(4,7),-0.149066 # DEPENDENCYPART_HEADBIGRAM
(9,8),(5,7),-0.339417 # DEPENDENCYPART_HEADBIGRAM
(9,8),(9,7),0.174373 # DEPENDENCYPART_HEADBIGRAM
(9,8),(12,7),0.0736181 # DEPENDENCYPART_HEADBIGRAM
(9,8),(13,7),0.0319938 # DEPENDENCYPART_HEADBIGRAM
(9,8),(16,7),0.0747158 # DEPENDENCYPART_HEADBIGRAM
(9,8),(26,7),0.0358097 # DEPENDENCYPART_HEADBIGRAM
(9,10),(3,9),-0.0160316 # DEPENDENCYPART_HEADBIGRAM
(9,10),(4,9),0.0116339 # DEPENDENCYPART_HEADBIGRAM
(9,10),(5,9),-0.0724322 # DEPENDENCYPART_HEADBIGRAM
(9,10),(7,9),-0.0500647 # DEPENDENCYPART_HEADBIGRAM
(9,10),(12,9),0.12334 # DEPENDENCYPART_HEADBIGRAM
(9,10),(13,9),0.254132 # DEPENDENCYPART_HEADBIGRAM
(9,10),(15,9),0.207596 # DEPENDENCYPART_HEADBIGRAM
(9,10),(16,9),0.236731 # DEPENDENCYPART_HEADBIGRAM
(9,10),(18,9),0.282439 # DEPENDENCYPART_HEADBIGRAM
(9,10),(26,9),0.432253 # DEPENDENCYPART_HEADBIGRAM
(9,12),(12,11),0.0731538 # DEPENDENCYPART_HEADBIGRAM
(9,12),(13,11),0.107444 # DEPENDENCYPART_HEADBIGRAM
(9,12),(16,11),0.0871864 # DEPENDENCYPART_HEADBIGRAM
(9,12),(21,11),0.0918237 # DEPENDENCYPART_HEADBIGRAM
(9,13),(3,12),-0.0705806 # DEPENDENCYPART_HEADBIGRAM
(9,13),(4,12),-0.0535501 # DEPENDENCYPART_HEADBIGRAM
(9,13),(5,12),0.00529614 # DEPENDENCYPART_HEADBIGRAM
(9,13),(7,12),-0.0662687 # DEPENDENCYPART_HEADBIGRAM
(9,13),(9,12),0.035658 # DEPENDENCYPART_HEADBIGRAM
(9,13),(13,12),0.242053 # DEPENDENCYPART_HEADBIGRAM
(9,13),(15,12),0.086519 # DEPENDENCYPART_HEADBIGRAM
(9,13),(16,12),0.0764863 # DEPENDENCYPART_HEADBIGRAM
(9,13),(18,12),0.087671 # DEPENDENCYPART_HEADBIGRAM
(9,13),(26,12),0.107541 # DEPENDENCYPART_HEADBIGRAM
(9,15),(13,14),0.11535 # DEPENDENCYPART_HEADBIGRAM
(9,15),(15,14),0.106282 # DEPENDENCYPART_HEADBIGRAM
(9,15),(16,14),0.0826798 # DEPENDENCYPART_HEADBIGRAM
(9,15),(21,14),0.0824252 # DEPENDENCYPART_HEADBIGRAM
(9,16),(3,15),-0.111526 # DEPENDENCYPART_HEADBIGRAM
(9,16),(9,15),0.0898021 # DEPENDENCYPART_HEADBIGRAM
(9,16),(12,15),0.0729469 # DEPENDENCYPART_HEADBIGRAM
(9,16),(13,15),0.037659 # DEPENDENCYPART_HEADBIGRAM
(9,16),(16,15),0.130302 # DEPENDENCYPART_HEADBIGRAM
(9,16),(18,15),0.0403615 # DEPENDENCYPART_HEADBIGRAM
(9,16),(25,15),0.0792462 # DEPENDENCYPART_HEADBIGRAM
(9,16),(26,15),0.0455935 # DEPENDENCYPART_HEADBIGRAM
(9,17),(3,16),-0.0231546 # DEPENDENCYPART_HEADBIGRAM
(9,17),(4,16),-0.058056 # DEPENDENCYPART_HEADBIGRAM
(9,17),(5,16),0.0513387 # DEPENDENCYPART_HEADBIGRAM
(9,17),(7,16),-0.052487 # DEPENDENCYPART_HEADBIGRAM
(9,17),(9,16),0.0812905 # DEPENDENCYPART_HEADBIGRAM
(9,17),(12,16),0.138684 # DEPENDENCYPART_HEADBIGRAM
(9,17),(13,16),0.0987196 # DEPENDENCYPART_HEADBIGRAM
(9,17),(17,16),0.0907728 # DEPENDENCYPART_HEADBIGRAM
(9,17),(18,16),0.126236 # DEPENDENCYPART_HEADBIGRAM
(9,17),(26,16),0.144397 # DEPENDENCYPART_HEADBIGRAM
(9,18),(3,17),-0.0873103 # DEPENDENCYPART_HEADBIGRAM
(9,18),(7,17),-0.0584892 # DEPENDENCYPART_HEADBIGRAM
(9,18),(9,17),0.0752169 # DEPENDENCYPART_HEADBIGRAM
(9,18),(12,17),0.0959434 # DEPENDENCYPART_HEADBIGRAM
(9,18),(13,17),0.100159 # DEPENDENCYPART_HEADBIGRAM
(9,18),(15,17),0.0957067 # DEPENDENCYPART_HEADBIGRAM
(9,18),(16,17),0.0730478 # DEPENDENCYPART_HEADBIGRAM
(9,18),(18,17),0.297459 # DEPENDENCYPART_HEADBIGRAM
(9,18),(19,17),0.0903707 # DEPENDENCYPART_HEADBIGRAM
(9,18),(26,17),0.0739606 # DEPENDENCYPART_HEADBIGRAM
(9,19),(3,18),-0.0284599 # DEPENDENCYPART_HEADBIGRAM
(9,19),(7,18),-0.0305519 # DEPENDENCYPART_HEADBIGRAM
(9,19),(9,18),0.0842513 # DEPENDENCYPART_HEADBIGRAM
(9,19),(12,18),0.138262 # DEPENDENCYPART_HEADBIGRAM
(9,19),(13,18),0.0616844 # DEPENDENCYPART_HEADBIGRAM
(9,19),(15,18),0.113669 # DEPENDENCYPART_HEADBIGRAM
(9,19),(16,18),0.131827 # DEPENDENCYPART_HEADBIGRAM
(9,19),(17,18),0.10615 # DEPENDENCYPART_HEADBIGRAM
(9,19),(19,18),0.101332 # DEPENDENCYPART_HEADBIGRAM
(9,19),(26,18),0.107471 # DEPENDENCYPART_HEADBIGRAM
(9,21),(18,20),0.107365 # DEPENDENCYPART_HEADBIGRAM
(9,21),(19,20),0.101364 # DEPENDENCYPART_HEADBIGRAM
(9,21),(21,20),0.162246 # DEPENDENCYPART_HEADBIGRAM
(9,21),(24,20),0.0749095 # DEPENDENCYPART_HEADBIGRAM
(9,21),(25,20),0.0749095 # DEPENDENCYPART_HEADBIGRAM
(9,21),(26,20),0.0957978 # DEPENDENCYPART_HEADBIGRAM
(9,22),(9,21),0.114057 # DEPENDENCYPART_HEADBIGRAM
(9,22),(13,21),0.18607 # DEPENDENCYPART_HEADBIGRAM
(9,22),(16,21),0.144052 # DEPENDENCYPART_HEADBIGRAM
(9,22),(17,21),0.181731 # DEPENDENCYPART_HEADBIGRAM
(9,22),(18,21),0.0942363 # DEPENDENCYPART_HEADBIGRAM
(9,22),(19,21),0.209321 # DEPENDENCYPART_HEADBIGRAM
(9,22),(20,21),0.136333 # DEPENDENCYPART_HEADBIGRAM
(9,22),(24,21),0.0484283 # DEPENDENCYPART_HEADBIGRAM
(9,22),(25,21),0.0546202 # DEPENDENCYPART_HEADBIGRAM
(9,22),(26,21),0.0154903 # DEPENDENCYPART_HEADBIGRAM
(9,23),(3,22),-0.0774981 # DEPENDENCYPART_HEADBIGRAM
(9,23),(4,22),-0.0571927 # DEPENDENCYPART_HEADBIGRAM
(9,23),(9,22),0.176861 # DEPENDENCYPART_HEADBIGRAM
(9,23),(13,22),0.096519 # DEPENDENCYPART_HEADBIGRAM
(9,23),(16,22),0.0882152 # DEPENDENCYPART_HEADBIGRAM
(9,23),(18,22),0.0890003 # DEPENDENCYPART_HEADBIGRAM
(9,23),(19,22),0.106572 # DEPENDENCYPART_HEADBIGRAM
(9,23),(21,22),0.0831877 # DEPENDENCYPART_HEADBIGRAM
(9,23),(25,22),0.0779558 # DEPENDENCYPART_HEADBIGRAM
(9,23),(26,22),0.0733964 # DEPENDENCYPART_HEADBIGRAM
(12,4),(0,3),-0.108268 # DEPENDENCYPART_HEADBIGRAM
(12,4),(1,3),-0.122692 # DEPENDENCYPART_HEADBIGRAM
(12,4),(2,3),-0.106202 # DEPENDENCYPART_HEADBIGRAM
(12,4),(7,3),-0.115015 # DEPENDENCYPART_HEADBIGRAM
(12,4),(13,3),0.327184 # DEPENDENCYPART_HEADBIGRAM
(12,4),(18,3),0.0850257 # DEPENDENCYPART_HEADBIGRAM
(12,4),(26,3),0.0652108 # DEPENDENCYPART_HEADBIGRAM
(12,6),(1,5),-0.062326 # DEPENDENCYPART_HEADBIGRAM
(12,6),(2,5),-0.121563 # DEPENDENCYPART_HEADBIGRAM
(12,6),(3,5),-0.185452 # DEPENDENCYPART_HEADBIGRAM
(12,6),(4,5),-0.0901941 # DEPENDENCYPART_HEADBIGRAM
(12,6),(7,5),-0.116134 # DEPENDENCYPART_HEADBIGRAM
(12,6),(9,5),-0.112476 # DEPENDENCYPART_HEADBIGRAM
(12,6),(13,5),0.0643624 # DEPENDENCYPART_HEADBIGRAM
(12,6),(18,5),0.0188718 # DEPENDENCYPART_HEADBIGRAM
(12,7),(4,6),-0.118254 # DEPENDENCYPART_HEADBIGRAM
(12,7),(5,6),-0.134704 # DEPENDENCYPART_HEADBIGRAM
(12,7),(7,6),-0.0666031 # DEPENDENCYPART_HEADBIGRAM
(12,7),(9,6),-0.162529 # DEPENDENCYPART_HEADBIGRAM
(12,7),(12,6),0.071102 # DEPENDENCYPART_HEADBIGRAM
(12,7),(13,6),0.222846 # DEPENDENCYPART_HEADBIGRAM
(12,7),(16,6),0.152796 # DEPENDENCYPART_HEADBIGRAM
(12,9),(3,8),-0.143818 # DEPENDENCYPART_HEADBIGRAM
(12,9),(7,8),-0.12112 # DEPENDENCYPART_HEADBIGRAM
(12,9),(9,8),-0.165154 # DEPENDENCYPART_HEADBIGRAM
(12,10),(3,9),-0.173838 # DEPENDENCYPART_HEADBIGRAM
(12,10),(4,9),-0.0499806 # DEPENDENCYPART_HEADBIGRAM
(12,10),(5,9),-0.0671163 # DEPENDENCYPART_HEADBIGRAM
(12,10),(7,9),-0.0968276 # DEPENDENCYPART_HEADBIGRAM
(12,10),(12,9),0.222965 # DEPENDENCYPART_HEADBIGRAM
