# _root_ Meanwhile , the average yield on taxable funds dropped nearly a tenth of a percentage point , the largest drop since midsummer .
#goldHeads=9,9,5,5,9,5,8,6,0,12,12,9,12,16,16,13,9,20,20,9,20,21,9,
#predictedHeads=9,9,5,5,9,5,8,6,0,12,12,9,12,16,16,13,16,20,20,16,20,21,9,
(16,18),(16,22),(16,23),-0.0472811 # DEPENDENCYPART_TRISIBL
(16,18),(16,22),(16,24),-0.125891 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,23),(16,24),-0.13219 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,20),(16,21),-0.0603689 # DEPENDENCYPART_TRISIBL
(16,19),(16,20),(16,22),-0.0650717 # DEPENDENCYPART_TRISIBL
(16,19),(16,20),(16,23),-0.0892095 # DEPENDENCYPART_TRISIBL
(16,19),(16,20),(16,24),-0.0881896 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,21),(16,22),-0.0827429 # DEPENDENCYPART_TRISIBL
(16,19),(16,21),(16,23),-0.0482349 # DEPENDENCYPART_TRISIBL
(16,19),(16,21),(16,24),-0.0849206 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,22),(16,23),-0.0892095 # DEPENDENCYPART_TRISIBL
(16,19),(16,22),(16,24),-0.0881826 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,23),(16,24),-0.0824747 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,20),(16,21),(16,22),-0.0841357 # DEPENDENCYPART_TRISIBL
(16,20),(16,21),(16,23),-0.0921972 # DEPENDENCYPART_TRISIBL
(16,20),(16,21),(16,24),-0.120903 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,20),(16,22),(16,23),-0.0876623 # DEPENDENCYPART_TRISIBL
(16,20),(16,22),(16,24),-0.127496 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,20),(16,23),(16,24),-0.0340562 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,21),(16,22),(16,23),-0.080374 # DEPENDENCYPART_TRISIBL
(16,21),(16,22),(16,24),-0.0733226 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,21),(16,23),(16,24),-0.0973451 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,22),(16,23),(16,24),-0.0421318 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,15),(16,14),-0.041001 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,13),-0.180499 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,12),-0.192862 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,11),-0.041001 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,10),-0.0891333 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,7),-0.0946538 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,6),-0.119846 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,4),-0.0820665 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,-1),-0.178861 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,14),(16,13),-0.17608 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,12),-0.165979 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,11),-0.129303 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,10),-0.138088 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,7),-0.141227 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,6),-0.140267 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,4),-0.132157 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,-1),-0.162143 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,13),(16,12),-0.0281925 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,13),(16,11),-0.111933 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,13),(16,10),-0.132418 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,13),(16,7),-0.186512 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,13),(16,6),-0.181613 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,13),(16,4),-0.176152 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,13),(16,-1),-0.06975 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,12),(16,11),-0.0432726 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,12),(16,10),-0.109964 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,12),(16,7),-0.0945768 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,12),(16,6),-0.114522 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,12),(16,4),-0.0819896 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,12),(16,-1),-0.165957 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,11),(16,10),-0.138088 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,11),(16,7),-0.141227 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,11),(16,6),-0.140267 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,11),(16,4),-0.132157 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,11),(16,-1),-0.162143 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,10),(16,7),-0.125181 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,10),(16,6),-0.0872606 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,10),(16,4),-0.116732 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,10),(16,-1),-0.0556471 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,7),(16,6),-0.121128 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,7),(16,4),-0.133916 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,7),(16,-1),-0.105961 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,6),(16,4),-0.174731 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,6),(16,-1),-0.093503 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,4),(16,-1),-0.121164 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,14),(16,13),-0.0690043 # DEPENDENCYPART_TRISIBL
(16,15),(16,14),(16,12),-0.148206 # DEPENDENCYPART_TRISIBL
(16,15),(16,14),(16,11),-0.0137728 # DEPENDENCYPART_TRISIBL
(16,15),(16,14),(16,10),-0.0250879 # DEPENDENCYPART_TRISIBL
(16,15),(16,14),(16,7),0.0363275 # DEPENDENCYPART_TRISIBL
(16,15),(16,14),(16,6),-0.079722 # DEPENDENCYPART_TRISIBL
(16,15),(16,14),(16,4),0.0396823 # DEPENDENCYPART_TRISIBL
(16,15),(16,14),(16,-1),0.0144403 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,13),(16,12),-0.0902972 # DEPENDENCYPART_TRISIBL
(16,15),(16,13),(16,11),0.0186219 # DEPENDENCYPART_TRISIBL
(16,15),(16,13),(16,10),-0.0621888 # DEPENDENCYPART_TRISIBL
(16,15),(16,13),(16,7),0.0102298 # DEPENDENCYPART_TRISIBL
(16,15),(16,13),(16,6),-0.0929447 # DEPENDENCYPART_TRISIBL
(16,15),(16,13),(16,4),0.0135848 # DEPENDENCYPART_TRISIBL
(16,15),(16,13),(16,-1),-0.0709761 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,12),(16,11),-0.00144897 # DEPENDENCYPART_TRISIBL
(16,15),(16,12),(16,10),-0.0458748 # DEPENDENCYPART_TRISIBL
(16,15),(16,12),(16,7),0.0453911 # DEPENDENCYPART_TRISIBL
(16,15),(16,12),(16,6),-0.0780442 # DEPENDENCYPART_TRISIBL
(16,15),(16,12),(16,4),0.0479405 # DEPENDENCYPART_TRISIBL
(16,15),(16,12),(16,-1),-0.074005 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,11),(16,10),-0.0250879 # DEPENDENCYPART_TRISIBL
(16,15),(16,11),(16,7),0.0363275 # DEPENDENCYPART_TRISIBL
(16,15),(16,11),(16,6),-0.079722 # DEPENDENCYPART_TRISIBL
(16,15),(16,11),(16,4),0.0396823 # DEPENDENCYPART_TRISIBL
(16,15),(16,11),(16,-1),0.0144403 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,10),(16,7),0.00862422 # DEPENDENCYPART_TRISIBL
(16,15),(16,10),(16,6),-0.0855863 # DEPENDENCYPART_TRISIBL
(16,15),(16,10),(16,4),0.0119792 # DEPENDENCYPART_TRISIBL
(16,15),(16,10),(16,-1),-0.0353881 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,7),(16,6),-0.119852 # DEPENDENCYPART_TRISIBL
(16,15),(16,7),(16,4),0.0779962 # DEPENDENCYPART_TRISIBL
(16,15),(16,7),(16,-1),-0.0518876 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,6),(16,4),0.0152039 # DEPENDENCYPART_TRISIBL
(16,15),(16,6),(16,-1),-0.0641091 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,4),(16,-1),-0.0522045 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,14),(16,13),(16,12),-0.114159 # DEPENDENCYPART_TRISIBL
(16,14),(16,13),(16,11),-0.19581 # DEPENDENCYPART_TRISIBL
(16,14),(16,13),(16,10),0.022222 # DEPENDENCYPART_TRISIBL
(16,14),(16,13),(16,7),-0.0964209 # DEPENDENCYPART_TRISIBL
(16,14),(16,13),(16,6),-0.0515658 # DEPENDENCYPART_TRISIBL
(16,14),(16,13),(16,4),-0.0964209 # DEPENDENCYPART_TRISIBL
(16,14),(16,13),(16,-1),-0.0780877 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,14),(16,12),(16,11),-0.213164 # DEPENDENCYPART_TRISIBL
(16,14),(16,12),(16,10),-0.00890602 # DEPENDENCYPART_TRISIBL
(16,14),(16,12),(16,7),-0.142974 # DEPENDENCYPART_TRISIBL
(16,14),(16,12),(16,6),-0.015416 # DEPENDENCYPART_TRISIBL
(16,14),(16,12),(16,4),-0.142974 # DEPENDENCYPART_TRISIBL
(16,14),(16,12),(16,-1),-0.0840927 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,14),(16,11),(16,10),-0.014172 # DEPENDENCYPART_TRISIBL
(16,14),(16,11),(16,7),-0.0991599 # DEPENDENCYPART_TRISIBL
(16,14),(16,11),(16,6),-0.0486286 # DEPENDENCYPART_TRISIBL
(16,14),(16,11),(16,4),-0.0991599 # DEPENDENCYPART_TRISIBL
(16,14),(16,11),(16,-1),-0.166133 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,14),(16,10),(16,7),-0.101246 # DEPENDENCYPART_TRISIBL
(16,14),(16,10),(16,6),-0.031308 # DEPENDENCYPART_TRISIBL
(16,14),(16,10),(16,4),-0.101246 # DEPENDENCYPART_TRISIBL
(16,14),(16,10),(16,-1),-0.0791286 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,14),(16,7),(16,6),-0.0541545 # DEPENDENCYPART_TRISIBL
(16,14),(16,7),(16,4),-0.0991544 # DEPENDENCYPART_TRISIBL
(16,14),(16,7),(16,-1),-0.0752335 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,14),(16,6),(16,4),-0.0962628 # DEPENDENCYPART_TRISIBL
(16,14),(16,6),(16,-1),-0.0882578 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,14),(16,4),(16,-1),-0.0760913 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,13),(16,12),(16,11),-0.083386 # DEPENDENCYPART_TRISIBL
(16,13),(16,12),(16,10),-0.0630885 # DEPENDENCYPART_TRISIBL
(16,13),(16,12),(16,7),-0.0909304 # DEPENDENCYPART_TRISIBL
(16,13),(16,12),(16,6),-0.110271 # DEPENDENCYPART_TRISIBL
(16,13),(16,12),(16,4),-0.0909588 # DEPENDENCYPART_TRISIBL
(16,13),(16,12),(16,-1),-0.159193 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,13),(16,11),(16,10),-0.0609044 # DEPENDENCYPART_TRISIBL
(16,13),(16,11),(16,7),-0.0745187 # DEPENDENCYPART_TRISIBL
(16,13),(16,11),(16,6),-0.0933668 # DEPENDENCYPART_TRISIBL
(16,13),(16,11),(16,4),-0.0745373 # DEPENDENCYPART_TRISIBL
(16,13),(16,11),(16,-1),-0.16047 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,13),(16,10),(16,7),-0.0745984 # DEPENDENCYPART_TRISIBL
(16,13),(16,10),(16,6),-0.0961744 # DEPENDENCYPART_TRISIBL
(16,13),(16,10),(16,4),-0.074617 # DEPENDENCYPART_TRISIBL
(16,13),(16,10),(16,-1),-0.103156 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,13),(16,7),(16,6),-0.0917519 # DEPENDENCYPART_TRISIBL
(16,13),(16,7),(16,4),-0.0751467 # DEPENDENCYPART_TRISIBL
(16,13),(16,7),(16,-1),-0.175368 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,13),(16,6),(16,4),-0.0732947 # DEPENDENCYPART_TRISIBL
(16,13),(16,6),(16,-1),-0.134486 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,13),(16,4),(16,-1),-0.174021 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,12),(16,11),(16,10),-0.0243427 # DEPENDENCYPART_TRISIBL
(16,12),(16,11),(16,7),0.037056 # DEPENDENCYPART_TRISIBL
(16,12),(16,11),(16,6),-0.0774981 # DEPENDENCYPART_TRISIBL
(16,12),(16,11),(16,4),0.0404108 # DEPENDENCYPART_TRISIBL
(16,12),(16,11),(16,-1),-0.0105636 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,12),(16,10),(16,7),0.00898857 # DEPENDENCYPART_TRISIBL
(16,12),(16,10),(16,6),-0.0837965 # DEPENDENCYPART_TRISIBL
(16,12),(16,10),(16,4),0.0123435 # DEPENDENCYPART_TRISIBL
(16,12),(16,10),(16,-1),-0.0811749 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,12),(16,7),(16,6),-0.11703 # DEPENDENCYPART_TRISIBL
(16,12),(16,7),(16,4),0.0783606 # DEPENDENCYPART_TRISIBL
(16,12),(16,7),(16,-1),-0.0823444 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,12),(16,6),(16,4),0.0155682 # DEPENDENCYPART_TRISIBL
(16,12),(16,6),(16,-1),-0.0841835 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,12),(16,4),(16,-1),-0.0826613 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,11),(16,10),(16,7),-0.101246 # DEPENDENCYPART_TRISIBL
(16,11),(16,10),(16,6),-0.031308 # DEPENDENCYPART_TRISIBL
(16,11),(16,10),(16,4),-0.101246 # DEPENDENCYPART_TRISIBL
(16,11),(16,10),(16,-1),-0.0791286 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,11),(16,7),(16,6),-0.0541545 # DEPENDENCYPART_TRISIBL
(16,11),(16,7),(16,4),-0.0991544 # DEPENDENCYPART_TRISIBL
(16,11),(16,7),(16,-1),-0.0752335 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,11),(16,6),(16,4),-0.0962628 # DEPENDENCYPART_TRISIBL
(16,11),(16,6),(16,-1),-0.0882578 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,11),(16,4),(16,-1),-0.0760913 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,10),(16,7),(16,6),-0.0598591 # DEPENDENCYPART_TRISIBL
(16,10),(16,7),(16,4),-0.061154 # DEPENDENCYPART_TRISIBL
(16,10),(16,7),(16,-1),-0.102383 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,10),(16,6),(16,4),-0.0509477 # DEPENDENCYPART_TRISIBL
(16,10),(16,6),(16,-1),-0.062684 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,10),(16,4),(16,-1),-0.102437 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,7),(16,6),(16,4),-0.0466381 # DEPENDENCYPART_TRISIBL
(16,7),(16,6),(16,-1),-0.0930636 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,7),(16,4),(16,-1),-0.0723237 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,6),(16,4),(16,-1),-0.140604 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,21),(18,24),-0.188872 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,17),(18,-1),-0.486947 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,21),(19,24),-0.148106 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,18),(19,-1),-0.0989296 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,20),(20,21),(20,22),-0.163373 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,21),(20,23),-0.162669 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,21),(20,24),-0.188214 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(20,20),(20,22),(20,23),-0.116267 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,22),(20,24),-0.12836 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(20,20),(20,23),(20,24),-0.228762 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(20,21),(20,22),(20,23),-0.0803802 # DEPENDENCYPART_TRISIBL
(20,21),(20,22),(20,24),-0.0623641 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,21),(20,23),(20,24),-0.0907517 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,22),(20,23),(20,24),-0.0373115 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,20),(20,19),(20,18),-0.112891 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,19),(20,17),-0.115226 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,19),(20,16),-0.113489 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,19),(20,15),-0.110774 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,19),(20,14),-0.133101 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,19),(20,11),-0.133101 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,19),(20,-1),-0.111433 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,20),(20,18),(20,17),0.00290177 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,18),(20,16),-0.191333 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,18),(20,15),-0.188663 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,18),(20,14),-0.138412 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,18),(20,11),-0.138412 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,18),(20,-1),-0.0749184 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,20),(20,17),(20,16),-0.0816209 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,17),(20,15),-0.0804267 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,17),(20,14),-0.14567 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,17),(20,11),-0.14567 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,17),(20,-1),-0.394522 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,20),(20,16),(20,15),-0.201775 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,16),(20,14),-0.0222852 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,16),(20,11),-0.0222852 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,16),(20,-1),-0.160148 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,20),(20,15),(20,14),-0.019345 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,15),(20,11),-0.019345 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,15),(20,-1),-0.169994 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,20),(20,14),(20,11),-0.121322 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,14),(20,-1),-0.161279 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,20),(20,11),(20,-1),-0.161279 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,19),(20,18),(20,17),-0.0498436 # DEPENDENCYPART_TRISIBL
(20,19),(20,18),(20,16),-0.0554332 # DEPENDENCYPART_TRISIBL
(20,19),(20,18),(20,15),-0.0554264 # DEPENDENCYPART_TRISIBL
(20,19),(20,18),(20,14),-0.0367016 # DEPENDENCYPART_TRISIBL
(20,19),(20,18),(20,11),-0.0367016 # DEPENDENCYPART_TRISIBL
(20,19),(20,18),(20,-1),0.0344244 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,19),(20,17),(20,16),-0.0862163 # DEPENDENCYPART_TRISIBL
(20,19),(20,17),(20,15),-0.0862095 # DEPENDENCYPART_TRISIBL
(20,19),(20,17),(20,14),-0.0258469 # DEPENDENCYPART_TRISIBL
(20,19),(20,17),(20,11),-0.0258469 # DEPENDENCYPART_TRISIBL
(20,19),(20,17),(20,-1),-0.235968 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,19),(20,16),(20,15),-0.00773783 # DEPENDENCYPART_TRISIBL
(20,19),(20,16),(20,14),0.0175663 # DEPENDENCYPART_TRISIBL
(20,19),(20,16),(20,11),0.0175663 # DEPENDENCYPART_TRISIBL
(20,19),(20,16),(20,-1),-0.0808838 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,19),(20,15),(20,14),0.0175663 # DEPENDENCYPART_TRISIBL
(20,19),(20,15),(20,11),0.0175663 # DEPENDENCYPART_TRISIBL
(20,19),(20,15),(20,-1),-0.0808697 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,19),(20,14),(20,11),-0.046435 # DEPENDENCYPART_TRISIBL
(20,19),(20,14),(20,-1),0.0487321 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,19),(20,11),(20,-1),0.0487321 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,18),(20,17),(20,16),-0.154857 # DEPENDENCYPART_TRISIBL
(20,18),(20,17),(20,15),-0.154857 # DEPENDENCYPART_TRISIBL
(20,18),(20,17),(20,14),-0.186562 # DEPENDENCYPART_TRISIBL
(20,18),(20,17),(20,11),-0.186562 # DEPENDENCYPART_TRISIBL
(20,18),(20,17),(20,-1),-0.123121 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,18),(20,16),(20,15),-0.166697 # DEPENDENCYPART_TRISIBL
(20,18),(20,16),(20,14),-0.227353 # DEPENDENCYPART_TRISIBL
(20,18),(20,16),(20,11),-0.227353 # DEPENDENCYPART_TRISIBL
(20,18),(20,16),(20,-1),-0.110975 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,18),(20,15),(20,14),-0.227353 # DEPENDENCYPART_TRISIBL
(20,18),(20,15),(20,11),-0.227353 # DEPENDENCYPART_TRISIBL
(20,18),(20,15),(20,-1),-0.110975 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,18),(20,14),(20,11),-0.186047 # DEPENDENCYPART_TRISIBL
(20,18),(20,14),(20,-1),-0.160694 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,18),(20,11),(20,-1),-0.160694 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,17),(20,16),(20,15),0.00300604 # DEPENDENCYPART_TRISIBL
(20,17),(20,16),(20,14),0.00598225 # DEPENDENCYPART_TRISIBL
(20,17),(20,16),(20,11),0.00598225 # DEPENDENCYPART_TRISIBL
(20,17),(20,16),(20,-1),-0.120549 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,17),(20,15),(20,14),0.00607344 # DEPENDENCYPART_TRISIBL
(20,17),(20,15),(20,11),0.00607344 # DEPENDENCYPART_TRISIBL
(20,17),(20,15),(20,-1),-0.123198 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,17),(20,14),(20,11),0.0528189 # DEPENDENCYPART_TRISIBL
(20,17),(20,14),(20,-1),-0.227025 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,17),(20,11),(20,-1),-0.227025 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,16),(20,15),(20,14),-0.00413254 # DEPENDENCYPART_TRISIBL
(20,16),(20,15),(20,11),-0.00413254 # DEPENDENCYPART_TRISIBL
(20,16),(20,15),(20,-1),-0.119512 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,16),(20,14),(20,11),-0.01551 # DEPENDENCYPART_TRISIBL
(20,16),(20,14),(20,-1),-0.0105126 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,16),(20,11),(20,-1),-0.0105126 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,15),(20,14),(20,11),-0.0160493 # DEPENDENCYPART_TRISIBL
(20,15),(20,14),(20,-1),0.0306132 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,15),(20,11),(20,-1),0.0306132 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,14),(20,11),(20,-1),-0.166121 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,22),(21,23),-0.161772 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,22),(21,24),0.0936733 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(21,21),(21,23),(21,24),-0.185542 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(21,22),(21,23),(21,24),-0.0923528 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,20),(21,-1),-0.191225 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,23),(22,24),-0.216513 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(22,22),(22,21),(22,20),-0.0255396 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,21),(22,19),-0.181547 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,21),(22,18),-0.0857998 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,21),(22,17),-0.0878992 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,21),(22,14),-0.10511 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,21),(22,-1),-0.114207 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,20),(22,19),-0.100915 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,20),(22,18),-0.0360338 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
