# _root_ As they did when the Philippines was a colony of the U.S. , teachers for the most part teach in English , even though it is a foreign language for most Philippine children .
#goldHeads=3,3,19,7,6,7,3,9,7,9,12,10,19,19,19,18,18,15,0,19,20,19,26,26,26,19,29,29,26,26,33,33,30,19,
#predictedHeads=3,3,19,7,6,7,3,9,7,9,12,10,19,19,14,18,18,15,0,19,20,19,26,26,26,19,29,29,26,29,33,33,30,19,
(7,8),(7,11),(7,26),-0.0943853 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,34),-0.0552045 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,35),-0.0462556 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,12),(7,13),-0.0830287 # DEPENDENCYPART_TRISIBL
(7,8),(7,12),(7,14),-0.091312 # DEPENDENCYPART_TRISIBL
(7,8),(7,12),(7,15),-0.0887126 # DEPENDENCYPART_TRISIBL
(7,8),(7,12),(7,18),-0.0913225 # DEPENDENCYPART_TRISIBL
(7,8),(7,12),(7,19),-0.109918 # DEPENDENCYPART_TRISIBL
(7,8),(7,12),(7,22),-0.0830287 # DEPENDENCYPART_TRISIBL
(7,8),(7,12),(7,23),-0.0651547 # DEPENDENCYPART_TRISIBL
(7,8),(7,12),(7,24),-0.0842365 # DEPENDENCYPART_TRISIBL
(7,8),(7,12),(7,26),-0.111809 # DEPENDENCYPART_TRISIBL
(7,8),(7,12),(7,34),0.0218077 # DEPENDENCYPART_TRISIBL
(7,8),(7,12),(7,35),-0.0347176 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,13),(7,14),-0.0742336 # DEPENDENCYPART_TRISIBL
(7,8),(7,13),(7,15),-0.0972297 # DEPENDENCYPART_TRISIBL
(7,8),(7,13),(7,18),-0.0742409 # DEPENDENCYPART_TRISIBL
(7,8),(7,13),(7,19),-0.116414 # DEPENDENCYPART_TRISIBL
(7,8),(7,13),(7,22),-0.077907 # DEPENDENCYPART_TRISIBL
(7,8),(7,13),(7,23),-0.058311 # DEPENDENCYPART_TRISIBL
(7,8),(7,13),(7,24),-0.0932897 # DEPENDENCYPART_TRISIBL
(7,8),(7,13),(7,26),-0.118083 # DEPENDENCYPART_TRISIBL
(7,8),(7,13),(7,34),-0.0497925 # DEPENDENCYPART_TRISIBL
(7,8),(7,13),(7,35),-0.0460068 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,14),(7,15),-0.0887093 # DEPENDENCYPART_TRISIBL
(7,8),(7,14),(7,18),-0.091315 # DEPENDENCYPART_TRISIBL
(7,8),(7,14),(7,19),-0.109799 # DEPENDENCYPART_TRISIBL
(7,8),(7,14),(7,22),-0.0830284 # DEPENDENCYPART_TRISIBL
(7,8),(7,14),(7,23),-0.0651541 # DEPENDENCYPART_TRISIBL
(7,8),(7,14),(7,24),-0.0842332 # DEPENDENCYPART_TRISIBL
(7,8),(7,14),(7,26),-0.11169 # DEPENDENCYPART_TRISIBL
(7,8),(7,14),(7,34),0.0218088 # DEPENDENCYPART_TRISIBL
(7,8),(7,14),(7,35),-0.0341182 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,15),(7,18),-0.0721286 # DEPENDENCYPART_TRISIBL
(7,8),(7,15),(7,19),-0.0824958 # DEPENDENCYPART_TRISIBL
(7,8),(7,15),(7,22),-0.0794924 # DEPENDENCYPART_TRISIBL
(7,8),(7,15),(7,23),-0.0640662 # DEPENDENCYPART_TRISIBL
(7,8),(7,15),(7,24),-0.106723 # DEPENDENCYPART_TRISIBL
(7,8),(7,15),(7,26),-0.0841779 # DEPENDENCYPART_TRISIBL
(7,8),(7,15),(7,34),-0.0635498 # DEPENDENCYPART_TRISIBL
(7,8),(7,15),(7,35),0.00956992 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,18),(7,19),-0.1098 # DEPENDENCYPART_TRISIBL
(7,8),(7,18),(7,22),-0.0830284 # DEPENDENCYPART_TRISIBL
(7,8),(7,18),(7,23),-0.0651541 # DEPENDENCYPART_TRISIBL
(7,8),(7,18),(7,24),-0.0842464 # DEPENDENCYPART_TRISIBL
(7,8),(7,18),(7,26),-0.111691 # DEPENDENCYPART_TRISIBL
(7,8),(7,18),(7,34),0.0451025 # DEPENDENCYPART_TRISIBL
(7,8),(7,18),(7,35),-0.0344152 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,19),(7,22),-0.0967932 # DEPENDENCYPART_TRISIBL
(7,8),(7,19),(7,23),-0.0640188 # DEPENDENCYPART_TRISIBL
(7,8),(7,19),(7,24),-0.0893722 # DEPENDENCYPART_TRISIBL
(7,8),(7,19),(7,26),-0.0984525 # DEPENDENCYPART_TRISIBL
(7,8),(7,19),(7,34),0.0150054 # DEPENDENCYPART_TRISIBL
(7,8),(7,19),(7,35),-0.065866 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,22),(7,23),-0.058311 # DEPENDENCYPART_TRISIBL
(7,8),(7,22),(7,24),-0.0932897 # DEPENDENCYPART_TRISIBL
(7,8),(7,22),(7,26),-0.118083 # DEPENDENCYPART_TRISIBL
(7,8),(7,22),(7,34),-0.0497925 # DEPENDENCYPART_TRISIBL
(7,8),(7,22),(7,35),-0.0460068 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,23),(7,24),-0.0838604 # DEPENDENCYPART_TRISIBL
(7,8),(7,23),(7,26),-0.112045 # DEPENDENCYPART_TRISIBL
(7,8),(7,23),(7,34),-0.0727735 # DEPENDENCYPART_TRISIBL
(7,8),(7,23),(7,35),-0.0349928 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,24),(7,26),-0.0841517 # DEPENDENCYPART_TRISIBL
(7,8),(7,24),(7,34),-0.0621579 # DEPENDENCYPART_TRISIBL
(7,8),(7,24),(7,35),-0.00473902 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,26),(7,34),0.0146262 # DEPENDENCYPART_TRISIBL
(7,8),(7,26),(7,35),-0.0666431 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,34),(7,35),-0.0584812 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,10),(7,11),-0.0779119 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,12),-0.166194 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,13),-0.0093485 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,14),-0.165251 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,15),-0.0590457 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,18),-0.16737 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,19),-0.051522 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,22),-0.0093485 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,23),-0.0611165 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,24),-0.0727078 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,26),-0.0592828 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,34),-0.0371059 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,35),-0.0162357 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,11),(7,12),-0.123202 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,13),-0.027453 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,14),-0.1225 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,15),-0.041697 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,18),-0.124497 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,19),-0.0683049 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,22),-0.027453 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,23),-0.0620524 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,24),-0.0528058 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,26),-0.0775973 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,34),-0.0655313 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,35),-0.0657412 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,12),(7,13),-0.00559334 # DEPENDENCYPART_TRISIBL
(7,9),(7,12),(7,14),-0.150041 # DEPENDENCYPART_TRISIBL
(7,9),(7,12),(7,15),-0.070272 # DEPENDENCYPART_TRISIBL
(7,9),(7,12),(7,18),-0.15204 # DEPENDENCYPART_TRISIBL
(7,9),(7,12),(7,19),-0.0517516 # DEPENDENCYPART_TRISIBL
(7,9),(7,12),(7,22),-0.00559334 # DEPENDENCYPART_TRISIBL
(7,9),(7,12),(7,23),-0.114571 # DEPENDENCYPART_TRISIBL
(7,9),(7,12),(7,24),-0.0966519 # DEPENDENCYPART_TRISIBL
(7,9),(7,12),(7,26),-0.0634913 # DEPENDENCYPART_TRISIBL
(7,9),(7,12),(7,34),-0.0638052 # DEPENDENCYPART_TRISIBL
(7,9),(7,12),(7,35),-0.0345061 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,13),(7,14),-0.173187 # DEPENDENCYPART_TRISIBL
(7,9),(7,13),(7,15),-0.0131899 # DEPENDENCYPART_TRISIBL
(7,9),(7,13),(7,18),-0.175339 # DEPENDENCYPART_TRISIBL
(7,9),(7,13),(7,19),-0.0454656 # DEPENDENCYPART_TRISIBL
(7,9),(7,13),(7,22),-0.0566568 # DEPENDENCYPART_TRISIBL
(7,9),(7,13),(7,23),0.00555633 # DEPENDENCYPART_TRISIBL
(7,9),(7,13),(7,24),-0.0220751 # DEPENDENCYPART_TRISIBL
(7,9),(7,13),(7,26),-0.0647907 # DEPENDENCYPART_TRISIBL
(7,9),(7,13),(7,34),-0.0470813 # DEPENDENCYPART_TRISIBL
(7,9),(7,13),(7,35),-0.0721813 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,14),(7,15),-0.0702685 # DEPENDENCYPART_TRISIBL
(7,9),(7,14),(7,18),-0.151072 # DEPENDENCYPART_TRISIBL
(7,9),(7,14),(7,19),-0.0517516 # DEPENDENCYPART_TRISIBL
(7,9),(7,14),(7,22),-0.00559334 # DEPENDENCYPART_TRISIBL
(7,9),(7,14),(7,23),-0.114571 # DEPENDENCYPART_TRISIBL
(7,9),(7,14),(7,24),-0.0966484 # DEPENDENCYPART_TRISIBL
(7,9),(7,14),(7,26),-0.0634913 # DEPENDENCYPART_TRISIBL
(7,9),(7,14),(7,34),-0.0637989 # DEPENDENCYPART_TRISIBL
(7,9),(7,14),(7,35),-0.0324366 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,15),(7,18),-0.167126 # DEPENDENCYPART_TRISIBL
(7,9),(7,15),(7,19),-0.050401 # DEPENDENCYPART_TRISIBL
(7,9),(7,15),(7,22),0.0142198 # DEPENDENCYPART_TRISIBL
(7,9),(7,15),(7,23),-0.0487241 # DEPENDENCYPART_TRISIBL
(7,9),(7,15),(7,24),-0.118924 # DEPENDENCYPART_TRISIBL
(7,9),(7,15),(7,26),-0.0581618 # DEPENDENCYPART_TRISIBL
(7,9),(7,15),(7,34),-0.0209708 # DEPENDENCYPART_TRISIBL
(7,9),(7,15),(7,35),-0.0366232 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,18),(7,19),-0.0517516 # DEPENDENCYPART_TRISIBL
(7,9),(7,18),(7,22),-0.00564882 # DEPENDENCYPART_TRISIBL
(7,9),(7,18),(7,23),-0.114585 # DEPENDENCYPART_TRISIBL
(7,9),(7,18),(7,24),-0.0967403 # DEPENDENCYPART_TRISIBL
(7,9),(7,18),(7,26),-0.0634913 # DEPENDENCYPART_TRISIBL
(7,9),(7,18),(7,34),-0.0640846 # DEPENDENCYPART_TRISIBL
(7,9),(7,18),(7,35),-0.0376619 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,19),(7,22),-0.0145793 # DEPENDENCYPART_TRISIBL
(7,9),(7,19),(7,23),-0.052856 # DEPENDENCYPART_TRISIBL
(7,9),(7,19),(7,24),-0.0641204 # DEPENDENCYPART_TRISIBL
(7,9),(7,19),(7,26),-0.078486 # DEPENDENCYPART_TRISIBL
(7,9),(7,19),(7,34),-0.0230669 # DEPENDENCYPART_TRISIBL
(7,9),(7,19),(7,35),-0.0281574 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,22),(7,23),0.00555633 # DEPENDENCYPART_TRISIBL
(7,9),(7,22),(7,24),-0.0220751 # DEPENDENCYPART_TRISIBL
(7,9),(7,22),(7,26),-0.0647907 # DEPENDENCYPART_TRISIBL
(7,9),(7,22),(7,34),-0.0470813 # DEPENDENCYPART_TRISIBL
(7,9),(7,22),(7,35),-0.0721813 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,23),(7,24),-0.0752608 # DEPENDENCYPART_TRISIBL
(7,9),(7,23),(7,26),-0.083976 # DEPENDENCYPART_TRISIBL
(7,9),(7,23),(7,34),-0.0780539 # DEPENDENCYPART_TRISIBL
(7,9),(7,23),(7,35),-0.0478725 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,24),(7,26),-0.0769267 # DEPENDENCYPART_TRISIBL
(7,9),(7,24),(7,34),-0.0251605 # DEPENDENCYPART_TRISIBL
(7,9),(7,24),(7,35),-0.0259915 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,26),(7,34),-0.0299425 # DEPENDENCYPART_TRISIBL
(7,9),(7,26),(7,35),-0.00851203 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,34),(7,35),0.0304208 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,11),(7,12),-0.023766 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,13),-0.0678237 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,14),-0.0236813 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,15),-0.0883493 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,18),-0.0145322 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,19),-0.0925749 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,22),-0.0678237 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,23),-0.0853893 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,24),-0.101457 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,26),-0.124848 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,34),-0.0985326 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,35),-0.117056 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,12),(7,13),-0.0529002 # DEPENDENCYPART_TRISIBL
(7,10),(7,12),(7,14),-0.0692235 # DEPENDENCYPART_TRISIBL
(7,10),(7,12),(7,15),-0.111801 # DEPENDENCYPART_TRISIBL
(7,10),(7,12),(7,18),-0.0600745 # DEPENDENCYPART_TRISIBL
(7,10),(7,12),(7,19),-0.064203 # DEPENDENCYPART_TRISIBL
(7,10),(7,12),(7,22),-0.0529002 # DEPENDENCYPART_TRISIBL
(7,10),(7,12),(7,23),-0.132685 # DEPENDENCYPART_TRISIBL
(7,10),(7,12),(7,24),-0.122466 # DEPENDENCYPART_TRISIBL
(7,10),(7,12),(7,26),-0.097785 # DEPENDENCYPART_TRISIBL
(7,10),(7,12),(7,34),-0.084141 # DEPENDENCYPART_TRISIBL
(7,10),(7,12),(7,35),-0.0312408 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,13),(7,14),0.15209 # DEPENDENCYPART_TRISIBL
(7,10),(7,13),(7,15),-0.0766252 # DEPENDENCYPART_TRISIBL
(7,10),(7,13),(7,18),0.163824 # DEPENDENCYPART_TRISIBL
(7,10),(7,13),(7,19),-0.0916892 # DEPENDENCYPART_TRISIBL
(7,10),(7,13),(7,22),-0.0666651 # DEPENDENCYPART_TRISIBL
(7,10),(7,13),(7,23),0.0110893 # DEPENDENCYPART_TRISIBL
(7,10),(7,13),(7,24),-0.0951141 # DEPENDENCYPART_TRISIBL
(7,10),(7,13),(7,26),-0.129346 # DEPENDENCYPART_TRISIBL
(7,10),(7,13),(7,34),-0.107212 # DEPENDENCYPART_TRISIBL
(7,10),(7,13),(7,35),-0.243632 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,14),(7,15),-0.111424 # DEPENDENCYPART_TRISIBL
(7,10),(7,14),(7,18),-0.0600705 # DEPENDENCYPART_TRISIBL
(7,10),(7,14),(7,19),-0.0641984 # DEPENDENCYPART_TRISIBL
(7,10),(7,14),(7,22),-0.0528863 # DEPENDENCYPART_TRISIBL
(7,10),(7,14),(7,23),-0.132685 # DEPENDENCYPART_TRISIBL
(7,10),(7,14),(7,24),-0.122089 # DEPENDENCYPART_TRISIBL
(7,10),(7,14),(7,26),-0.0977805 # DEPENDENCYPART_TRISIBL
(7,10),(7,14),(7,34),-0.0840502 # DEPENDENCYPART_TRISIBL
(7,10),(7,14),(7,35),-0.0268467 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,15),(7,18),0.0298363 # DEPENDENCYPART_TRISIBL
(7,10),(7,15),(7,19),-0.112712 # DEPENDENCYPART_TRISIBL
(7,10),(7,15),(7,22),-0.0928621 # DEPENDENCYPART_TRISIBL
(7,10),(7,15),(7,23),-0.0861912 # DEPENDENCYPART_TRISIBL
(7,10),(7,15),(7,24),-0.0898702 # DEPENDENCYPART_TRISIBL
(7,10),(7,15),(7,26),-0.149829 # DEPENDENCYPART_TRISIBL
(7,10),(7,15),(7,34),-0.0974437 # DEPENDENCYPART_TRISIBL
(7,10),(7,15),(7,35),-0.0738659 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,18),(7,19),-0.0645693 # DEPENDENCYPART_TRISIBL
(7,10),(7,18),(7,22),-0.0528866 # DEPENDENCYPART_TRISIBL
(7,10),(7,18),(7,23),-0.132685 # DEPENDENCYPART_TRISIBL
(7,10),(7,18),(7,24),-0.122092 # DEPENDENCYPART_TRISIBL
(7,10),(7,18),(7,26),-0.0981513 # DEPENDENCYPART_TRISIBL
(7,10),(7,18),(7,34),-0.0840639 # DEPENDENCYPART_TRISIBL
(7,10),(7,18),(7,35),-0.0255734 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,19),(7,22),-0.0372098 # DEPENDENCYPART_TRISIBL
(7,10),(7,19),(7,23),-0.0951812 # DEPENDENCYPART_TRISIBL
(7,10),(7,19),(7,24),-0.116912 # DEPENDENCYPART_TRISIBL
(7,10),(7,19),(7,26),-0.119761 # DEPENDENCYPART_TRISIBL
(7,10),(7,19),(7,34),-0.105316 # DEPENDENCYPART_TRISIBL
(7,10),(7,19),(7,35),-0.0751626 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,22),(7,23),0.0110893 # DEPENDENCYPART_TRISIBL
(7,10),(7,22),(7,24),-0.0951141 # DEPENDENCYPART_TRISIBL
(7,10),(7,22),(7,26),-0.129346 # DEPENDENCYPART_TRISIBL
(7,10),(7,22),(7,34),-0.107212 # DEPENDENCYPART_TRISIBL
(7,10),(7,22),(7,35),-0.243632 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,23),(7,24),-0.0618031 # DEPENDENCYPART_TRISIBL
(7,10),(7,23),(7,26),-0.168463 # DEPENDENCYPART_TRISIBL
(7,10),(7,23),(7,34),-0.0487602 # DEPENDENCYPART_TRISIBL
(7,10),(7,23),(7,35),-0.105065 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,24),(7,26),-0.142292 # DEPENDENCYPART_TRISIBL
(7,10),(7,24),(7,34),-0.0974674 # DEPENDENCYPART_TRISIBL
(7,10),(7,24),(7,35),-0.0990575 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,26),(7,34),-0.124028 # DEPENDENCYPART_TRISIBL
(7,10),(7,26),(7,35),-0.0881489 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,34),(7,35),-0.0261023 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,12),(7,13),-0.0722766 # DEPENDENCYPART_TRISIBL
(7,11),(7,12),(7,14),-0.0922127 # DEPENDENCYPART_TRISIBL
(7,11),(7,12),(7,15),-0.102808 # DEPENDENCYPART_TRISIBL
(7,11),(7,12),(7,18),-0.0922232 # DEPENDENCYPART_TRISIBL
(7,11),(7,12),(7,19),-0.116611 # DEPENDENCYPART_TRISIBL
(7,11),(7,12),(7,22),-0.0722766 # DEPENDENCYPART_TRISIBL
(7,11),(7,12),(7,23),-0.0654264 # DEPENDENCYPART_TRISIBL
(7,11),(7,12),(7,24),-0.0983315 # DEPENDENCYPART_TRISIBL
(7,11),(7,12),(7,26),-0.118501 # DEPENDENCYPART_TRISIBL
(7,11),(7,12),(7,34),0.0195631 # DEPENDENCYPART_TRISIBL
(7,11),(7,12),(7,35),-0.0760604 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,13),(7,14),-0.0743669 # DEPENDENCYPART_TRISIBL
(7,11),(7,13),(7,15),-0.095504 # DEPENDENCYPART_TRISIBL
(7,11),(7,13),(7,18),-0.0743742 # DEPENDENCYPART_TRISIBL
(7,11),(7,13),(7,19),-0.126719 # DEPENDENCYPART_TRISIBL
(7,11),(7,13),(7,22),-0.0672314 # DEPENDENCYPART_TRISIBL
(7,11),(7,13),(7,23),-0.0584795 # DEPENDENCYPART_TRISIBL
(7,11),(7,13),(7,24),-0.0915641 # DEPENDENCYPART_TRISIBL
(7,11),(7,13),(7,26),-0.128388 # DEPENDENCYPART_TRISIBL
(7,11),(7,13),(7,34),-0.0521154 # DEPENDENCYPART_TRISIBL
(7,11),(7,13),(7,35),-0.069791 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,14),(7,15),-0.102804 # DEPENDENCYPART_TRISIBL
(7,11),(7,14),(7,18),-0.0922157 # DEPENDENCYPART_TRISIBL
(7,11),(7,14),(7,19),-0.116492 # DEPENDENCYPART_TRISIBL
(7,11),(7,14),(7,22),-0.0722763 # DEPENDENCYPART_TRISIBL
(7,11),(7,14),(7,23),-0.0654259 # DEPENDENCYPART_TRISIBL
(7,11),(7,14),(7,24),-0.0983282 # DEPENDENCYPART_TRISIBL
(7,11),(7,14),(7,26),-0.118383 # DEPENDENCYPART_TRISIBL
(7,11),(7,14),(7,34),0.0195642 # DEPENDENCYPART_TRISIBL
(7,11),(7,14),(7,35),-0.075461 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,15),(7,18),-0.0726144 # DEPENDENCYPART_TRISIBL
(7,11),(7,15),(7,19),-0.0890285 # DEPENDENCYPART_TRISIBL
(7,11),(7,15),(7,22),-0.0611426 # DEPENDENCYPART_TRISIBL
(7,11),(7,15),(7,23),-0.0642752 # DEPENDENCYPART_TRISIBL
(7,11),(7,15),(7,24),-0.110437 # DEPENDENCYPART_TRISIBL
(7,11),(7,15),(7,26),-0.0907106 # DEPENDENCYPART_TRISIBL
(7,11),(7,15),(7,34),-0.0673571 # DEPENDENCYPART_TRISIBL
(7,11),(7,15),(7,35),-0.00910786 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,18),(7,19),-0.116492 # DEPENDENCYPART_TRISIBL
(7,11),(7,18),(7,22),-0.0722763 # DEPENDENCYPART_TRISIBL
(7,11),(7,18),(7,23),-0.0654259 # DEPENDENCYPART_TRISIBL
(7,11),(7,18),(7,24),-0.0983414 # DEPENDENCYPART_TRISIBL
(7,11),(7,18),(7,26),-0.118383 # DEPENDENCYPART_TRISIBL
(7,11),(7,18),(7,34),0.0428579 # DEPENDENCYPART_TRISIBL
(7,11),(7,18),(7,35),-0.0757581 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,19),(7,22),-0.0864184 # DEPENDENCYPART_TRISIBL
(7,11),(7,19),(7,23),-0.0641748 # DEPENDENCYPART_TRISIBL
(7,11),(7,19),(7,24),-0.0932934 # DEPENDENCYPART_TRISIBL
(7,11),(7,19),(7,26),-0.105331 # DEPENDENCYPART_TRISIBL
(7,11),(7,19),(7,34),0.00861669 # DEPENDENCYPART_TRISIBL
(7,11),(7,19),(7,35),-0.0913372 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,22),(7,23),-0.0584795 # DEPENDENCYPART_TRISIBL
(7,11),(7,22),(7,24),-0.0915641 # DEPENDENCYPART_TRISIBL
(7,11),(7,22),(7,26),-0.128388 # DEPENDENCYPART_TRISIBL
(7,11),(7,22),(7,34),-0.0521154 # DEPENDENCYPART_TRISIBL
(7,11),(7,22),(7,35),-0.069791 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,23),(7,24),-0.0875246 # DEPENDENCYPART_TRISIBL
(7,11),(7,23),(7,26),-0.119797 # DEPENDENCYPART_TRISIBL
(7,11),(7,23),(7,34),-0.073467 # DEPENDENCYPART_TRISIBL
(7,11),(7,23),(7,35),-0.0579503 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,24),(7,26),-0.0906844 # DEPENDENCYPART_TRISIBL
(7,11),(7,24),(7,34),-0.0659652 # DEPENDENCYPART_TRISIBL
(7,11),(7,24),(7,35),-0.0234168 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,26),(7,34),0.00823743 # DEPENDENCYPART_TRISIBL
(7,11),(7,26),(7,35),-0.0921143 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,34),(7,35),-0.0897684 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,12),(7,13),(7,14),-0.175192 # DEPENDENCYPART_TRISIBL
(7,12),(7,13),(7,15),-0.0147652 # DEPENDENCYPART_TRISIBL
(7,12),(7,13),(7,18),-0.177344 # DEPENDENCYPART_TRISIBL
(7,12),(7,13),(7,19),-0.0385316 # DEPENDENCYPART_TRISIBL
(7,12),(7,13),(7,22),-0.0566996 # DEPENDENCYPART_TRISIBL
(7,12),(7,13),(7,23),0.00543052 # DEPENDENCYPART_TRISIBL
(7,12),(7,13),(7,24),-0.0236505 # DEPENDENCYPART_TRISIBL
(7,12),(7,13),(7,26),-0.0578567 # DEPENDENCYPART_TRISIBL
(7,12),(7,13),(7,34),-0.0435153 # DEPENDENCYPART_TRISIBL
(7,12),(7,13),(7,35),-0.0766764 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,12),(7,14),(7,15),-0.071508 # DEPENDENCYPART_TRISIBL
(7,12),(7,14),(7,18),-0.152495 # DEPENDENCYPART_TRISIBL
(7,12),(7,14),(7,19),-0.0511166 # DEPENDENCYPART_TRISIBL
(7,12),(7,14),(7,22),-0.00564141 # DEPENDENCYPART_TRISIBL
(7,12),(7,14),(7,23),-0.114702 # DEPENDENCYPART_TRISIBL
(7,12),(7,14),(7,24),-0.0978879 # DEPENDENCYPART_TRISIBL
(7,12),(7,14),(7,26),-0.0628563 # DEPENDENCYPART_TRISIBL
(7,12),(7,14),(7,34),-0.0606583 # DEPENDENCYPART_TRISIBL
(7,12),(7,14),(7,35),-0.0457978 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,12),(7,15),(7,18),-0.168549 # DEPENDENCYPART_TRISIBL
(7,12),(7,15),(7,19),-0.0490792 # DEPENDENCYPART_TRISIBL
(7,12),(7,15),(7,22),0.0141747 # DEPENDENCYPART_TRISIBL
(7,12),(7,15),(7,23),-0.0488204 # DEPENDENCYPART_TRISIBL
(7,12),(7,15),(7,24),-0.120714 # DEPENDENCYPART_TRISIBL
