# _root_ The subsidiary also increased reserves by $ 140 million , however , and set aside an additional $ 25 million for claims connected with Hurricane Hugo .
#goldHeads=2,13,13,13,4,4,6,7,7,13,13,13,0,13,14,17,14,17,18,18,14,21,22,23,26,24,13,
#predictedHeads=2,4,4,13,4,4,6,7,7,4,4,13,0,13,14,17,14,17,18,18,17,21,22,23,26,24,13,
(8,9),(8,11),(8,28),-0.0769082 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,12),(8,13),-0.0669493 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,14),-0.0594332 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,19),-0.0543476 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,28),-0.148879 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,13),(8,14),-0.062211 # DEPENDENCYPART_TRISIBL
(8,9),(8,13),(8,19),-0.0641849 # DEPENDENCYPART_TRISIBL
(8,9),(8,13),(8,28),-0.107122 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,14),(8,19),-0.0645772 # DEPENDENCYPART_TRISIBL
(8,9),(8,14),(8,28),-0.0788453 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,19),(8,28),-0.0574871 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,11),(8,12),0.238271 # DEPENDENCYPART_TRISIBL
(8,10),(8,11),(8,13),-0.0523929 # DEPENDENCYPART_TRISIBL
(8,10),(8,11),(8,14),-0.0333311 # DEPENDENCYPART_TRISIBL
(8,10),(8,11),(8,19),-0.0856277 # DEPENDENCYPART_TRISIBL
(8,10),(8,11),(8,28),-0.0848674 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,12),(8,13),-0.0723505 # DEPENDENCYPART_TRISIBL
(8,10),(8,12),(8,14),-0.0637532 # DEPENDENCYPART_TRISIBL
(8,10),(8,12),(8,19),-0.0847205 # DEPENDENCYPART_TRISIBL
(8,10),(8,12),(8,28),-0.134801 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,13),(8,14),-0.0547303 # DEPENDENCYPART_TRISIBL
(8,10),(8,13),(8,19),-0.0919052 # DEPENDENCYPART_TRISIBL
(8,10),(8,13),(8,28),-0.101601 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,14),(8,19),-0.0869507 # DEPENDENCYPART_TRISIBL
(8,10),(8,14),(8,28),-0.0736916 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,19),(8,28),-0.0977733 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,12),(8,13),-0.0770101 # DEPENDENCYPART_TRISIBL
(8,11),(8,12),(8,14),-0.0552841 # DEPENDENCYPART_TRISIBL
(8,11),(8,12),(8,19),-0.0720284 # DEPENDENCYPART_TRISIBL
(8,11),(8,12),(8,28),-0.149584 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,13),(8,14),-0.0552075 # DEPENDENCYPART_TRISIBL
(8,11),(8,13),(8,19),-0.0676813 # DEPENDENCYPART_TRISIBL
(8,11),(8,13),(8,28),-0.088109 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,14),(8,19),-0.0678231 # DEPENDENCYPART_TRISIBL
(8,11),(8,14),(8,28),-0.0587409 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,19),(8,28),-0.109025 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,12),(8,13),(8,14),-0.0547303 # DEPENDENCYPART_TRISIBL
(8,12),(8,13),(8,19),-0.0919052 # DEPENDENCYPART_TRISIBL
(8,12),(8,13),(8,28),-0.101601 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,12),(8,14),(8,19),-0.0869507 # DEPENDENCYPART_TRISIBL
(8,12),(8,14),(8,28),-0.0736916 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,12),(8,19),(8,28),-0.0977733 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,13),(8,14),(8,19),-0.0687501 # DEPENDENCYPART_TRISIBL
(8,13),(8,14),(8,28),-0.0995517 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,13),(8,19),(8,28),-0.100269 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,14),(8,19),(8,28),-0.0504485 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,7),(8,6),-0.27308 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,7),(8,-1),-0.1345 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,6),(8,-1),-0.272338 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,6),(8,-1),-0.153851 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,10),(9,11),-0.0703438 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,14),-0.0548911 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,28),-0.410038 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,11),(9,14),-0.0617242 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,28),-0.0938116 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,14),(9,28),-0.159262 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,10),(9,11),(9,14),-0.0333311 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,28),-0.088141 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,14),(9,28),-0.0759412 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,14),(9,28),-0.0587426 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,8),(9,7),-0.10111 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,-1),-0.144333 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,7),(9,-1),-0.170986 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,7),(9,-1),-0.0445342 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,12),(11,13),-0.077337 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,14),-0.0897963 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,15),-0.16071 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,28),-0.272972 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,13),(11,14),-0.0824522 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,15),-0.0642281 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,28),-0.0498271 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,14),(11,15),-0.103855 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,14),(11,28),-0.13525 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,15),(11,28),-0.101959 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,12),(11,13),(11,14),-0.0565996 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,15),-0.0682921 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,28),-0.140765 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,14),(11,15),-0.0680596 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,28),-0.0890409 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,15),(11,28),-0.173857 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,14),(11,15),-0.0539015 # DEPENDENCYPART_TRISIBL
(11,13),(11,14),(11,28),-0.10262 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,15),(11,28),-0.0851849 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,15),(11,28),-0.130285 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,10),(11,7),-0.0754363 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,6),-0.274352 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,5),-0.139926 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,2),-0.143633 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,-1),-0.209536 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,7),(11,6),-0.209693 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,7),(11,5),-0.103057 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,7),(11,2),-0.105613 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,7),(11,-1),-0.130959 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,6),(11,5),-0.069501 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,6),(11,2),-0.0720915 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,6),(11,-1),-0.0793643 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,5),(11,2),-0.171313 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,5),(11,-1),-0.0732822 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,2),(11,-1),-0.069031 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,7),(11,6),-0.0624007 # DEPENDENCYPART_TRISIBL
(11,10),(11,7),(11,5),-0.057999 # DEPENDENCYPART_TRISIBL
(11,10),(11,7),(11,2),-0.0560899 # DEPENDENCYPART_TRISIBL
(11,10),(11,7),(11,-1),-0.0220668 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,6),(11,5),-0.0495019 # DEPENDENCYPART_TRISIBL
(11,10),(11,6),(11,2),-0.0475929 # DEPENDENCYPART_TRISIBL
(11,10),(11,6),(11,-1),-0.130072 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,5),(11,2),0.00426712 # DEPENDENCYPART_TRISIBL
(11,10),(11,5),(11,-1),-0.0228241 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,2),(11,-1),-0.0242206 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,7),(11,6),(11,5),-0.0566104 # DEPENDENCYPART_TRISIBL
(11,7),(11,6),(11,2),-0.0564836 # DEPENDENCYPART_TRISIBL
(11,7),(11,6),(11,-1),-0.0710844 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,7),(11,5),(11,2),-0.0512602 # DEPENDENCYPART_TRISIBL
(11,7),(11,5),(11,-1),-0.0462707 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,7),(11,2),(11,-1),-0.0462707 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,6),(11,5),(11,2),-0.0903669 # DEPENDENCYPART_TRISIBL
(11,6),(11,5),(11,-1),-0.0435076 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,6),(11,2),(11,-1),-0.0435329 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,5),(11,2),(11,-1),-0.129442 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,11),(12,-1),-0.486064 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,14),(13,15),-0.135144 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,16),-0.125241 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,17),-0.133206 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,18),-0.127583 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,19),-0.0200867 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,20),-0.00721403 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,21),0.0340962 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,22),0.0483326 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,23),-0.0796285 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,26),0.0494858 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,27),0.170073 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,28),0.0239621 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,15),(13,16),-0.12273 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,17),-0.0692749 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,18),-0.126968 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,19),-0.0709192 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,20),-0.0597228 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,21),-0.0686212 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,22),-0.0439541 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,23),0.011985 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,26),-0.042609 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,27),-0.14793 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,28),-0.0953294 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,16),(13,17),-0.0958605 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,16),(13,18),-0.139167 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,16),(13,19),-0.0654837 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,16),(13,20),-0.0455091 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,16),(13,21),-0.0631997 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,16),(13,22),-0.0892404 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,16),(13,23),-0.0815072 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,16),(13,26),-0.0883025 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,16),(13,27),-0.121905 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,16),(13,28),-0.0524271 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,17),(13,18),-0.145274 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,17),(13,19),-0.0352903 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,17),(13,20),-0.0272823 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,17),(13,21),-0.0830948 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,17),(13,22),-0.0333206 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,17),(13,23),0.0101871 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,17),(13,26),-0.0323967 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,17),(13,27),-0.190662 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,17),(13,28),0.0158021 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,18),(13,19),0.0196096 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,18),(13,20),0.0286506 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,18),(13,21),-0.0571152 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,18),(13,22),-0.106933 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,18),(13,23),-0.0655977 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,18),(13,26),-0.106016 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,18),(13,27),-0.13519 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,18),(13,28),-0.041709 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,19),(13,20),0.050828 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,19),(13,21),-0.0854652 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,19),(13,22),-0.0830267 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,19),(13,23),-0.0906974 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,19),(13,26),-0.0821094 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,19),(13,27),-0.116123 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,19),(13,28),-0.0198436 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,20),(13,21),-0.0857407 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,20),(13,22),-0.0844539 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,20),(13,23),-0.0900271 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,20),(13,26),-0.0835366 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,20),(13,27),-0.117953 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,20),(13,28),-0.0266604 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,21),(13,22),-0.0643126 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,21),(13,23),-0.105659 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,21),(13,26),-0.0667428 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,21),(13,27),-0.170812 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,21),(13,28),-0.0852742 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,22),(13,23),-0.0138351 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,22),(13,26),-0.118003 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,22),(13,27),-0.169393 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,22),(13,28),0.030109 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,23),(13,26),0.0504231 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,23),(13,27),0.17556 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,23),(13,28),0.0203989 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,26),(13,27),-0.16863 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,26),(13,28),0.0456338 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,27),(13,28),-0.118045 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,14),(13,15),(13,16),-0.0652386 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,17),-0.0557188 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,18),-0.0623194 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,19),-0.0702794 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,20),-0.0702797 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,21),-0.0198532 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,22),-0.0746416 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,23),-0.123398 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,26),-0.0744724 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,27),0.0155881 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,28),-0.118289 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,16),(13,17),-0.0598384 # DEPENDENCYPART_TRISIBL
(13,14),(13,16),(13,18),-0.0635036 # DEPENDENCYPART_TRISIBL
(13,14),(13,16),(13,19),-0.0702963 # DEPENDENCYPART_TRISIBL
(13,14),(13,16),(13,20),-0.0702965 # DEPENDENCYPART_TRISIBL
(13,14),(13,16),(13,21),-0.0260138 # DEPENDENCYPART_TRISIBL
(13,14),(13,16),(13,22),-0.0726031 # DEPENDENCYPART_TRISIBL
(13,14),(13,16),(13,23),-0.104406 # DEPENDENCYPART_TRISIBL
(13,14),(13,16),(13,26),-0.072434 # DEPENDENCYPART_TRISIBL
(13,14),(13,16),(13,27),0.0037455 # DEPENDENCYPART_TRISIBL
(13,14),(13,16),(13,28),-0.107417 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,17),(13,18),-0.0622908 # DEPENDENCYPART_TRISIBL
(13,14),(13,17),(13,19),-0.0702998 # DEPENDENCYPART_TRISIBL
(13,14),(13,17),(13,20),-0.0703 # DEPENDENCYPART_TRISIBL
(13,14),(13,17),(13,21),-0.0311453 # DEPENDENCYPART_TRISIBL
(13,14),(13,17),(13,22),-0.0737872 # DEPENDENCYPART_TRISIBL
(13,14),(13,17),(13,23),-0.114609 # DEPENDENCYPART_TRISIBL
(13,14),(13,17),(13,26),-0.073618 # DEPENDENCYPART_TRISIBL
(13,14),(13,17),(13,27),0.00713044 # DEPENDENCYPART_TRISIBL
(13,14),(13,17),(13,28),-0.127958 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,18),(13,19),-0.0702961 # DEPENDENCYPART_TRISIBL
(13,14),(13,18),(13,20),-0.0702966 # DEPENDENCYPART_TRISIBL
(13,14),(13,18),(13,21),-0.0274238 # DEPENDENCYPART_TRISIBL
(13,14),(13,18),(13,22),-0.0724341 # DEPENDENCYPART_TRISIBL
(13,14),(13,18),(13,23),-0.107737 # DEPENDENCYPART_TRISIBL
(13,14),(13,18),(13,26),-0.0722649 # DEPENDENCYPART_TRISIBL
(13,14),(13,18),(13,27),0.00373718 # DEPENDENCYPART_TRISIBL
(13,14),(13,18),(13,28),-0.0907062 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,19),(13,20),-0.0705818 # DEPENDENCYPART_TRISIBL
(13,14),(13,19),(13,21),-0.0259131 # DEPENDENCYPART_TRISIBL
(13,14),(13,19),(13,22),-0.0740435 # DEPENDENCYPART_TRISIBL
(13,14),(13,19),(13,23),-0.0915223 # DEPENDENCYPART_TRISIBL
(13,14),(13,19),(13,26),-0.0738743 # DEPENDENCYPART_TRISIBL
(13,14),(13,19),(13,27),0.00219284 # DEPENDENCYPART_TRISIBL
(13,14),(13,19),(13,28),-0.0945284 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,20),(13,21),-0.0259165 # DEPENDENCYPART_TRISIBL
(13,14),(13,20),(13,22),-0.0740443 # DEPENDENCYPART_TRISIBL
(13,14),(13,20),(13,23),-0.0915223 # DEPENDENCYPART_TRISIBL
(13,14),(13,20),(13,26),-0.0738751 # DEPENDENCYPART_TRISIBL
(13,14),(13,20),(13,27),0.00219284 # DEPENDENCYPART_TRISIBL
(13,14),(13,20),(13,28),-0.094635 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,21),(13,22),-0.0790125 # DEPENDENCYPART_TRISIBL
(13,14),(13,21),(13,23),-0.117724 # DEPENDENCYPART_TRISIBL
(13,14),(13,21),(13,26),-0.0788433 # DEPENDENCYPART_TRISIBL
(13,14),(13,21),(13,27),0.129409 # DEPENDENCYPART_TRISIBL
(13,14),(13,21),(13,28),-0.0690181 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,22),(13,23),-0.132104 # DEPENDENCYPART_TRISIBL
(13,14),(13,22),(13,26),-0.0990445 # DEPENDENCYPART_TRISIBL
(13,14),(13,22),(13,27),0.109588 # DEPENDENCYPART_TRISIBL
(13,14),(13,22),(13,28),-0.120888 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,23),(13,26),-0.0765542 # DEPENDENCYPART_TRISIBL
(13,14),(13,23),(13,27),-0.083218 # DEPENDENCYPART_TRISIBL
(13,14),(13,23),(13,28),-0.0736178 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,26),(13,27),0.109847 # DEPENDENCYPART_TRISIBL
(13,14),(13,26),(13,28),-0.120734 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,27),(13,28),0.0544905 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,16),(13,17),-0.0750424 # DEPENDENCYPART_TRISIBL
(13,15),(13,16),(13,18),-0.0701338 # DEPENDENCYPART_TRISIBL
(13,15),(13,16),(13,19),-0.0698644 # DEPENDENCYPART_TRISIBL
(13,15),(13,16),(13,20),-0.0698654 # DEPENDENCYPART_TRISIBL
(13,15),(13,16),(13,21),-0.0911162 # DEPENDENCYPART_TRISIBL
(13,15),(13,16),(13,22),-0.0381747 # DEPENDENCYPART_TRISIBL
(13,15),(13,16),(13,23),-0.0609183 # DEPENDENCYPART_TRISIBL
(13,15),(13,16),(13,26),-0.0381062 # DEPENDENCYPART_TRISIBL
(13,15),(13,16),(13,27),-0.0499535 # DEPENDENCYPART_TRISIBL
(13,15),(13,16),(13,28),-0.14865 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,17),(13,18),-0.0698814 # DEPENDENCYPART_TRISIBL
(13,15),(13,17),(13,19),-0.0699916 # DEPENDENCYPART_TRISIBL
(13,15),(13,17),(13,20),-0.0699926 # DEPENDENCYPART_TRISIBL
(13,15),(13,17),(13,21),-0.102215 # DEPENDENCYPART_TRISIBL
(13,15),(13,17),(13,22),-0.0596096 # DEPENDENCYPART_TRISIBL
(13,15),(13,17),(13,23),-0.0550373 # DEPENDENCYPART_TRISIBL
(13,15),(13,17),(13,26),-0.0595691 # DEPENDENCYPART_TRISIBL
(13,15),(13,17),(13,27),-0.0661315 # DEPENDENCYPART_TRISIBL
(13,15),(13,17),(13,28),-0.117122 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,18),(13,19),-0.0715782 # DEPENDENCYPART_TRISIBL
(13,15),(13,18),(13,20),-0.0715801 # DEPENDENCYPART_TRISIBL
(13,15),(13,18),(13,21),-0.0873979 # DEPENDENCYPART_TRISIBL
(13,15),(13,18),(13,22),-0.0442563 # DEPENDENCYPART_TRISIBL
(13,15),(13,18),(13,23),-0.0576546 # DEPENDENCYPART_TRISIBL
(13,15),(13,18),(13,26),-0.0442158 # DEPENDENCYPART_TRISIBL
(13,15),(13,18),(13,27),-0.0489739 # DEPENDENCYPART_TRISIBL
(13,15),(13,18),(13,28),-0.140892 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,19),(13,20),-0.0703737 # DEPENDENCYPART_TRISIBL
(13,15),(13,19),(13,21),-0.0948823 # DEPENDENCYPART_TRISIBL
(13,15),(13,19),(13,22),-0.0443745 # DEPENDENCYPART_TRISIBL
(13,15),(13,19),(13,23),-0.0587041 # DEPENDENCYPART_TRISIBL
(13,15),(13,19),(13,26),-0.044334 # DEPENDENCYPART_TRISIBL
(13,15),(13,19),(13,27),-0.0589619 # DEPENDENCYPART_TRISIBL
(13,15),(13,19),(13,28),-0.150975 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,20),(13,21),-0.094885 # DEPENDENCYPART_TRISIBL
