# _root_ Institutional investors and bankers , many of whom spent the night before in their offices watching Far Eastern markets , were cautiously optimistic after the mild 1.8 % decline in Tokyo stock prices .
#goldHeads=2,21,2,3,2,9,6,7,2,11,9,11,9,15,13,9,19,19,16,2,0,23,21,21,29,29,28,29,24,29,33,33,30,21,
#predictedHeads=2,21,2,3,2,9,6,7,2,11,9,9,12,15,13,2,19,19,16,2,0,23,21,21,29,29,28,29,24,29,33,33,30,21,
(21,26),(26,33),-0.407111 # DEPENDENCYPART_GRANDPAR
(21,27),(27,23),0.511934 # DEPENDENCYPART_GRANDPAR
(21,27),(27,24),0.131307 # DEPENDENCYPART_GRANDPAR
(21,27),(27,25),-0.613152 # DEPENDENCYPART_GRANDPAR
(21,27),(27,26),-0.0841919 # DEPENDENCYPART_GRANDPAR
(21,27),(27,28),-0.265482 # DEPENDENCYPART_GRANDPAR
(21,28),(28,25),-0.868919 # DEPENDENCYPART_GRANDPAR
(21,28),(28,26),-0.203868 # DEPENDENCYPART_GRANDPAR
(21,28),(28,27),-0.263 # DEPENDENCYPART_GRANDPAR
(21,28),(28,30),-0.220972 # DEPENDENCYPART_GRANDPAR
(21,28),(28,33),-0.677046 # DEPENDENCYPART_GRANDPAR
(21,29),(29,14),-0.660933 # DEPENDENCYPART_GRANDPAR
(21,29),(29,19),-0.401995 # DEPENDENCYPART_GRANDPAR
(21,29),(29,22),0.315545 # DEPENDENCYPART_GRANDPAR
(21,29),(29,23),0.533514 # DEPENDENCYPART_GRANDPAR
(21,29),(29,24),0.0585136 # DEPENDENCYPART_GRANDPAR
(21,29),(29,25),-0.512541 # DEPENDENCYPART_GRANDPAR
(21,29),(29,26),-0.0621231 # DEPENDENCYPART_GRANDPAR
(21,29),(29,27),-0.240801 # DEPENDENCYPART_GRANDPAR
(21,29),(29,28),0.00630898 # DEPENDENCYPART_GRANDPAR
(21,29),(29,30),0.148061 # DEPENDENCYPART_GRANDPAR
(21,29),(29,31),-0.0870536 # DEPENDENCYPART_GRANDPAR
(21,29),(29,32),-0.515177 # DEPENDENCYPART_GRANDPAR
(21,29),(29,33),-0.553409 # DEPENDENCYPART_GRANDPAR
(21,29),(29,34),-0.951531 # DEPENDENCYPART_GRANDPAR
(21,30),(30,29),0.33088 # DEPENDENCYPART_GRANDPAR
(21,30),(30,31),0.263761 # DEPENDENCYPART_GRANDPAR
(21,30),(30,32),-0.372205 # DEPENDENCYPART_GRANDPAR
(21,30),(30,33),-0.436168 # DEPENDENCYPART_GRANDPAR
(21,33),(33,14),-0.547409 # DEPENDENCYPART_GRANDPAR
(21,33),(33,17),-0.566106 # DEPENDENCYPART_GRANDPAR
(21,33),(33,22),0.256737 # DEPENDENCYPART_GRANDPAR
(21,33),(33,23),0.500978 # DEPENDENCYPART_GRANDPAR
(21,33),(33,25),-0.64939 # DEPENDENCYPART_GRANDPAR
(21,33),(33,26),-0.0908711 # DEPENDENCYPART_GRANDPAR
(21,33),(33,27),-0.210748 # DEPENDENCYPART_GRANDPAR
(21,33),(33,28),-0.231462 # DEPENDENCYPART_GRANDPAR
(21,33),(33,29),0.207761 # DEPENDENCYPART_GRANDPAR
(21,33),(33,30),0.33575 # DEPENDENCYPART_GRANDPAR
(21,33),(33,31),0.234716 # DEPENDENCYPART_GRANDPAR
(21,33),(33,32),-0.380298 # DEPENDENCYPART_GRANDPAR
(21,34),(34,33),-0.640467 # DEPENDENCYPART_GRANDPAR
(22,23),(23,2),-1.05498 # DEPENDENCYPART_GRANDPAR
(22,23),(23,13),-0.73274 # DEPENDENCYPART_GRANDPAR
(22,23),(23,17),-1.00895 # DEPENDENCYPART_GRANDPAR
(22,23),(23,18),-0.949422 # DEPENDENCYPART_GRANDPAR
(22,23),(23,19),-0.910059 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-1.06817 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,24),-0.531283 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),-0.344966 # DEPENDENCYPART_GRANDPAR
(22,23),(23,26),-0.340389 # DEPENDENCYPART_GRANDPAR
(22,23),(23,27),-0.408614 # DEPENDENCYPART_GRANDPAR
(22,23),(23,28),-0.363812 # DEPENDENCYPART_GRANDPAR
(22,23),(23,29),-0.334728 # DEPENDENCYPART_GRANDPAR
(22,23),(23,30),-0.493293 # DEPENDENCYPART_GRANDPAR
(22,23),(23,33),-0.0448476 # DEPENDENCYPART_GRANDPAR
(22,24),(24,22),-1.21192 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,24),(24,23),-0.257761 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),-0.338879 # DEPENDENCYPART_GRANDPAR
(22,24),(24,26),-0.273208 # DEPENDENCYPART_GRANDPAR
(22,24),(24,27),-0.248276 # DEPENDENCYPART_GRANDPAR
(22,24),(24,28),-0.276476 # DEPENDENCYPART_GRANDPAR
(22,24),(24,29),-0.213633 # DEPENDENCYPART_GRANDPAR
(22,24),(24,30),-0.456463 # DEPENDENCYPART_GRANDPAR
(22,24),(24,33),-0.0274302 # DEPENDENCYPART_GRANDPAR
(22,26),(26,22),-1.0601 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,26),(26,23),-0.11632 # DEPENDENCYPART_GRANDPAR
(22,26),(26,25),-0.0453964 # DEPENDENCYPART_GRANDPAR
(22,26),(26,27),-0.407423 # DEPENDENCYPART_GRANDPAR
(22,26),(26,28),-0.362601 # DEPENDENCYPART_GRANDPAR
(22,26),(26,30),-0.4945 # DEPENDENCYPART_GRANDPAR
(22,26),(26,33),-0.043656 # DEPENDENCYPART_GRANDPAR
(22,27),(27,23),-0.0401011 # DEPENDENCYPART_GRANDPAR
(22,27),(27,24),-0.488791 # DEPENDENCYPART_GRANDPAR
(22,27),(27,25),-0.157566 # DEPENDENCYPART_GRANDPAR
(22,27),(27,26),-0.350784 # DEPENDENCYPART_GRANDPAR
(22,27),(27,28),-0.527189 # DEPENDENCYPART_GRANDPAR
(22,29),(29,14),-1.12577 # DEPENDENCYPART_GRANDPAR
(22,29),(29,19),-0.918233 # DEPENDENCYPART_GRANDPAR
(22,29),(29,22),-1.0987 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,29),(29,23),-0.0358531 # DEPENDENCYPART_GRANDPAR
(22,29),(29,24),-0.42041 # DEPENDENCYPART_GRANDPAR
(22,29),(29,25),-0.0701503 # DEPENDENCYPART_GRANDPAR
(22,29),(29,26),-0.344624 # DEPENDENCYPART_GRANDPAR
(22,29),(29,27),-0.340503 # DEPENDENCYPART_GRANDPAR
(22,29),(29,28),0.0159178 # DEPENDENCYPART_GRANDPAR
(22,29),(29,30),-0.419557 # DEPENDENCYPART_GRANDPAR
(22,29),(29,31),-0.802743 # DEPENDENCYPART_GRANDPAR
(22,29),(29,32),-0.509167 # DEPENDENCYPART_GRANDPAR
(22,29),(29,33),-0.107784 # DEPENDENCYPART_GRANDPAR
(22,29),(29,34),-0.813577 # DEPENDENCYPART_GRANDPAR
(23,2),(2,1),-0.148847 # DEPENDENCYPART_GRANDPAR
(23,2),(2,3),-0.250255 # DEPENDENCYPART_GRANDPAR
(23,2),(2,4),-0.406976 # DEPENDENCYPART_GRANDPAR
(23,2),(2,5),-0.608658 # DEPENDENCYPART_GRANDPAR
(23,2),(2,6),-0.433488 # DEPENDENCYPART_GRANDPAR
(23,2),(2,7),-0.176997 # DEPENDENCYPART_GRANDPAR
(23,2),(2,8),0.0845081 # DEPENDENCYPART_GRANDPAR
(23,2),(2,9),-0.206885 # DEPENDENCYPART_GRANDPAR
(23,2),(2,11),-0.414851 # DEPENDENCYPART_GRANDPAR
(23,2),(2,12),-0.176968 # DEPENDENCYPART_GRANDPAR
(23,2),(2,13),-0.0965459 # DEPENDENCYPART_GRANDPAR
(23,2),(2,16),-0.159281 # DEPENDENCYPART_GRANDPAR
(23,2),(2,20),-0.310897 # DEPENDENCYPART_GRANDPAR
(23,2),(2,34),-0.755702 # DEPENDENCYPART_GRANDPAR
(23,13),(13,5),-0.449154 # DEPENDENCYPART_GRANDPAR
(23,13),(13,8),0.153716 # DEPENDENCYPART_GRANDPAR
(23,13),(13,11),-0.294197 # DEPENDENCYPART_GRANDPAR
(23,13),(13,12),-0.140857 # DEPENDENCYPART_GRANDPAR
(23,13),(13,14),-0.357916 # DEPENDENCYPART_GRANDPAR
(23,13),(13,15),-0.241386 # DEPENDENCYPART_GRANDPAR
(23,13),(13,16),-0.199271 # DEPENDENCYPART_GRANDPAR
(23,13),(13,17),-0.341073 # DEPENDENCYPART_GRANDPAR
(23,13),(13,19),-0.196153 # DEPENDENCYPART_GRANDPAR
(23,13),(13,20),-0.387342 # DEPENDENCYPART_GRANDPAR
(23,13),(13,21),-0.18889 # DEPENDENCYPART_GRANDPAR
(23,13),(13,34),-0.710686 # DEPENDENCYPART_GRANDPAR
(23,17),(17,14),-0.23935 # DEPENDENCYPART_GRANDPAR
(23,17),(17,15),-0.110696 # DEPENDENCYPART_GRANDPAR
(23,17),(17,16),-0.0961158 # DEPENDENCYPART_GRANDPAR
(23,17),(17,18),-0.317388 # DEPENDENCYPART_GRANDPAR
(23,17),(17,20),-0.375712 # DEPENDENCYPART_GRANDPAR
(23,17),(17,21),-0.163168 # DEPENDENCYPART_GRANDPAR
(23,17),(17,22),-0.00601585 # DEPENDENCYPART_GRANDPAR
(23,17),(17,24),-0.300538 # DEPENDENCYPART_GRANDPAR
(23,18),(18,17),0.0382809 # DEPENDENCYPART_GRANDPAR
(23,19),(19,6),-0.324818 # DEPENDENCYPART_GRANDPAR
(23,19),(19,10),-0.395512 # DEPENDENCYPART_GRANDPAR
(23,19),(19,11),-0.247973 # DEPENDENCYPART_GRANDPAR
(23,19),(19,12),-0.101022 # DEPENDENCYPART_GRANDPAR
(23,19),(19,14),-0.268984 # DEPENDENCYPART_GRANDPAR
(23,19),(19,15),-0.100107 # DEPENDENCYPART_GRANDPAR
(23,19),(19,16),-0.0975129 # DEPENDENCYPART_GRANDPAR
(23,19),(19,17),-0.100726 # DEPENDENCYPART_GRANDPAR
(23,19),(19,18),-0.0782296 # DEPENDENCYPART_GRANDPAR
(23,19),(19,20),-0.328905 # DEPENDENCYPART_GRANDPAR
(23,19),(19,21),-0.144389 # DEPENDENCYPART_GRANDPAR
(23,19),(19,22),-0.121889 # DEPENDENCYPART_GRANDPAR
(23,19),(19,23),-1.03368 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,19),(19,24),-0.223024 # DEPENDENCYPART_GRANDPAR
(23,19),(19,29),-0.429679 # DEPENDENCYPART_GRANDPAR
(23,19),(19,30),-0.356237 # DEPENDENCYPART_GRANDPAR
(23,19),(19,33),-0.816248 # DEPENDENCYPART_GRANDPAR
(23,19),(19,34),-0.755472 # DEPENDENCYPART_GRANDPAR
(23,22),(22,23),-0.983319 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,22),(22,24),-0.271205 # DEPENDENCYPART_GRANDPAR
(23,22),(22,26),-0.334228 # DEPENDENCYPART_GRANDPAR
(23,22),(22,27),-0.673655 # DEPENDENCYPART_GRANDPAR
(23,22),(22,29),-0.414426 # DEPENDENCYPART_GRANDPAR
(23,24),(24,22),-0.576774 # DEPENDENCYPART_GRANDPAR
(23,24),(24,23),-0.619208 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,24),(24,25),-0.202682 # DEPENDENCYPART_GRANDPAR
(23,24),(24,26),0.257855 # DEPENDENCYPART_GRANDPAR
(23,24),(24,27),-0.0823479 # DEPENDENCYPART_GRANDPAR
(23,24),(24,28),-0.00622183 # DEPENDENCYPART_GRANDPAR
(23,24),(24,29),0.205139 # DEPENDENCYPART_GRANDPAR
(23,24),(24,30),-0.00271508 # DEPENDENCYPART_GRANDPAR
(23,24),(24,33),-0.26824 # DEPENDENCYPART_GRANDPAR
(23,25),(25,26),0.220378 # DEPENDENCYPART_GRANDPAR
(23,25),(25,27),-0.244187 # DEPENDENCYPART_GRANDPAR
(23,26),(26,22),-0.584082 # DEPENDENCYPART_GRANDPAR
(23,26),(26,23),-0.564911 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,26),(26,25),-0.132277 # DEPENDENCYPART_GRANDPAR
(23,26),(26,27),-0.0799212 # DEPENDENCYPART_GRANDPAR
(23,26),(26,28),0.0435995 # DEPENDENCYPART_GRANDPAR
(23,26),(26,30),0.210179 # DEPENDENCYPART_GRANDPAR
(23,26),(26,33),-0.173506 # DEPENDENCYPART_GRANDPAR
(23,27),(27,23),-0.429923 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,27),(27,24),0.195028 # DEPENDENCYPART_GRANDPAR
(23,27),(27,25),-0.111271 # DEPENDENCYPART_GRANDPAR
(23,27),(27,26),0.219169 # DEPENDENCYPART_GRANDPAR
(23,27),(27,28),-0.294963 # DEPENDENCYPART_GRANDPAR
(23,28),(28,25),-0.344219 # DEPENDENCYPART_GRANDPAR
(23,28),(28,26),0.0616339 # DEPENDENCYPART_GRANDPAR
(23,28),(28,27),-0.136069 # DEPENDENCYPART_GRANDPAR
(23,28),(28,30),0.0435308 # DEPENDENCYPART_GRANDPAR
(23,28),(28,33),-0.227675 # DEPENDENCYPART_GRANDPAR
(23,29),(29,14),-0.796504 # DEPENDENCYPART_GRANDPAR
(23,29),(29,19),-0.651202 # DEPENDENCYPART_GRANDPAR
(23,29),(29,22),-0.622552 # DEPENDENCYPART_GRANDPAR
(23,29),(29,23),-0.571676 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,29),(29,24),0.152862 # DEPENDENCYPART_GRANDPAR
(23,29),(29,25),-0.155755 # DEPENDENCYPART_GRANDPAR
(23,29),(29,26),0.0793288 # DEPENDENCYPART_GRANDPAR
(23,29),(29,27),-0.236644 # DEPENDENCYPART_GRANDPAR
(23,29),(29,28),-0.09181 # DEPENDENCYPART_GRANDPAR
(23,29),(29,30),0.117213 # DEPENDENCYPART_GRANDPAR
(23,29),(29,31),-0.433116 # DEPENDENCYPART_GRANDPAR
(23,29),(29,32),0.103992 # DEPENDENCYPART_GRANDPAR
(23,29),(29,33),-0.242195 # DEPENDENCYPART_GRANDPAR
(23,29),(29,34),-0.207249 # DEPENDENCYPART_GRANDPAR
(23,30),(30,29),0.0874877 # DEPENDENCYPART_GRANDPAR
(23,30),(30,31),-0.373096 # DEPENDENCYPART_GRANDPAR
(23,30),(30,32),0.0602622 # DEPENDENCYPART_GRANDPAR
(23,30),(30,33),-0.148428 # DEPENDENCYPART_GRANDPAR
(23,33),(33,14),-0.785975 # DEPENDENCYPART_GRANDPAR
(23,33),(33,17),-0.806418 # DEPENDENCYPART_GRANDPAR
(23,33),(33,22),-0.602994 # DEPENDENCYPART_GRANDPAR
(23,33),(33,23),-0.561796 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,33),(33,25),-0.18109 # DEPENDENCYPART_GRANDPAR
(23,33),(33,26),0.0915729 # DEPENDENCYPART_GRANDPAR
(23,33),(33,27),-0.162357 # DEPENDENCYPART_GRANDPAR
(23,33),(33,28),-0.258226 # DEPENDENCYPART_GRANDPAR
(23,33),(33,29),0.0136904 # DEPENDENCYPART_GRANDPAR
(23,33),(33,30),0.173241 # DEPENDENCYPART_GRANDPAR
(23,33),(33,31),-0.531184 # DEPENDENCYPART_GRANDPAR
(23,33),(33,32),-0.129725 # DEPENDENCYPART_GRANDPAR
(24,22),(22,23),-0.128039 # DEPENDENCYPART_GRANDPAR
(24,22),(22,24),-1.52304 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,22),(22,26),-0.111256 # DEPENDENCYPART_GRANDPAR
(24,22),(22,27),-0.620528 # DEPENDENCYPART_GRANDPAR
(24,22),(22,29),-0.320065 # DEPENDENCYPART_GRANDPAR
(24,23),(23,2),-0.522028 # DEPENDENCYPART_GRANDPAR
(24,23),(23,13),-0.187937 # DEPENDENCYPART_GRANDPAR
(24,23),(23,17),-0.304898 # DEPENDENCYPART_GRANDPAR
(24,23),(23,18),-0.282344 # DEPENDENCYPART_GRANDPAR
(24,23),(23,19),-0.358379 # DEPENDENCYPART_GRANDPAR
(24,23),(23,22),-0.0989402 # DEPENDENCYPART_GRANDPAR
(24,23),(23,24),-1.4894 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,23),(23,25),-0.0457211 # DEPENDENCYPART_GRANDPAR
(24,23),(23,26),-0.0144639 # DEPENDENCYPART_GRANDPAR
(24,23),(23,27),-0.535762 # DEPENDENCYPART_GRANDPAR
(24,23),(23,28),-0.92572 # DEPENDENCYPART_GRANDPAR
(24,23),(23,29),-0.238056 # DEPENDENCYPART_GRANDPAR
(24,23),(23,30),-0.570202 # DEPENDENCYPART_GRANDPAR
(24,23),(23,33),-0.781123 # DEPENDENCYPART_GRANDPAR
(24,25),(25,26),0.41417 # DEPENDENCYPART_GRANDPAR
(24,25),(25,27),-0.214285 # DEPENDENCYPART_GRANDPAR
(24,26),(26,22),-0.754097 # DEPENDENCYPART_GRANDPAR
(24,26),(26,23),-0.711859 # DEPENDENCYPART_GRANDPAR
(24,26),(26,25),0.547028 # DEPENDENCYPART_GRANDPAR
(24,26),(26,27),-0.00118091 # DEPENDENCYPART_GRANDPAR
(24,26),(26,28),-0.161868 # DEPENDENCYPART_GRANDPAR
(24,26),(26,30),0.14239 # DEPENDENCYPART_GRANDPAR
(24,26),(26,33),-0.109534 # DEPENDENCYPART_GRANDPAR
(24,27),(27,23),-0.672654 # DEPENDENCYPART_GRANDPAR
(24,27),(27,24),-0.868583 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,27),(27,25),0.622159 # DEPENDENCYPART_GRANDPAR
(24,27),(27,26),0.879448 # DEPENDENCYPART_GRANDPAR
(24,27),(27,28),-0.378039 # DEPENDENCYPART_GRANDPAR
(24,28),(28,25),0.024485 # DEPENDENCYPART_GRANDPAR
(24,28),(28,26),0.437903 # DEPENDENCYPART_GRANDPAR
(24,28),(28,27),0.0505144 # DEPENDENCYPART_GRANDPAR
(24,28),(28,30),0.41883 # DEPENDENCYPART_GRANDPAR
(24,28),(28,33),-0.113357 # DEPENDENCYPART_GRANDPAR
(24,29),(29,14),-1.28385 # DEPENDENCYPART_GRANDPAR
(24,29),(29,19),-1.09762 # DEPENDENCYPART_GRANDPAR
(24,29),(29,22),-0.867279 # DEPENDENCYPART_GRANDPAR
(24,29),(29,23),-0.824505 # DEPENDENCYPART_GRANDPAR
(24,29),(29,24),-1.03645 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,29),(29,25),0.447805 # DEPENDENCYPART_GRANDPAR
(24,29),(29,26),0.577121 # DEPENDENCYPART_GRANDPAR
(24,29),(29,27),0.125654 # DEPENDENCYPART_GRANDPAR
(24,29),(29,28),-0.0114116 # DEPENDENCYPART_GRANDPAR
(24,29),(29,30),0.522469 # DEPENDENCYPART_GRANDPAR
(24,29),(29,31),-0.304255 # DEPENDENCYPART_GRANDPAR
(24,29),(29,32),0.167945 # DEPENDENCYPART_GRANDPAR
(24,29),(29,33),-0.0112075 # DEPENDENCYPART_GRANDPAR
(24,29),(29,34),-1.09753 # DEPENDENCYPART_GRANDPAR
(24,30),(30,29),0.608929 # DEPENDENCYPART_GRANDPAR
(24,30),(30,31),-0.329368 # DEPENDENCYPART_GRANDPAR
(24,30),(30,32),-0.0340256 # DEPENDENCYPART_GRANDPAR
(24,30),(30,33),-0.0347261 # DEPENDENCYPART_GRANDPAR
(24,33),(33,14),-1.28039 # DEPENDENCYPART_GRANDPAR
(24,33),(33,17),-1.04385 # DEPENDENCYPART_GRANDPAR
(24,33),(33,22),-0.86528 # DEPENDENCYPART_GRANDPAR
(24,33),(33,23),-0.878689 # DEPENDENCYPART_GRANDPAR
(24,33),(33,25),0.242162 # DEPENDENCYPART_GRANDPAR
(24,33),(33,26),0.543885 # DEPENDENCYPART_GRANDPAR
(24,33),(33,27),0.142937 # DEPENDENCYPART_GRANDPAR
(24,33),(33,28),-0.323076 # DEPENDENCYPART_GRANDPAR
(24,33),(33,29),0.40834 # DEPENDENCYPART_GRANDPAR
(24,33),(33,30),-0.0652914 # DEPENDENCYPART_GRANDPAR
(24,33),(33,31),-0.496556 # DEPENDENCYPART_GRANDPAR
(24,33),(33,32),-0.170149 # DEPENDENCYPART_GRANDPAR
(25,26),(26,22),-0.901214 # DEPENDENCYPART_GRANDPAR
(25,26),(26,23),-1.01478 # DEPENDENCYPART_GRANDPAR
(25,26),(26,25),-1.32505 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,26),(26,27),-0.251339 # DEPENDENCYPART_GRANDPAR
(25,26),(26,28),-0.449615 # DEPENDENCYPART_GRANDPAR
(25,26),(26,30),-0.551544 # DEPENDENCYPART_GRANDPAR
(25,26),(26,33),-0.329923 # DEPENDENCYPART_GRANDPAR
(25,27),(27,23),-1.02054 # DEPENDENCYPART_GRANDPAR
(25,27),(27,24),-0.842667 # DEPENDENCYPART_GRANDPAR
(25,27),(27,25),-1.31375 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,27),(27,26),-0.123414 # DEPENDENCYPART_GRANDPAR
(25,27),(27,28),-0.661419 # DEPENDENCYPART_GRANDPAR
(26,22),(22,23),-0.342057 # DEPENDENCYPART_GRANDPAR
(26,22),(22,24),-0.157235 # DEPENDENCYPART_GRANDPAR
(26,22),(22,26),-1.47756 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,22),(22,27),-0.405014 # DEPENDENCYPART_GRANDPAR
(26,22),(22,29),-0.609578 # DEPENDENCYPART_GRANDPAR
(26,23),(23,2),-0.451319 # DEPENDENCYPART_GRANDPAR
(26,23),(23,13),-0.289593 # DEPENDENCYPART_GRANDPAR
(26,23),(23,17),-0.195421 # DEPENDENCYPART_GRANDPAR
(26,23),(23,18),-0.12412 # DEPENDENCYPART_GRANDPAR
(26,23),(23,19),-0.244184 # DEPENDENCYPART_GRANDPAR
(26,23),(23,22),-0.248023 # DEPENDENCYPART_GRANDPAR
(26,23),(23,24),-0.214738 # DEPENDENCYPART_GRANDPAR
(26,23),(23,25),-0.35838 # DEPENDENCYPART_GRANDPAR
(26,23),(23,26),-1.45009 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,23),(23,27),-0.387115 # DEPENDENCYPART_GRANDPAR
(26,23),(23,28),-0.540327 # DEPENDENCYPART_GRANDPAR
(26,23),(23,29),-0.596912 # DEPENDENCYPART_GRANDPAR
(26,23),(23,30),-0.508714 # DEPENDENCYPART_GRANDPAR
(26,23),(23,33),-0.639686 # DEPENDENCYPART_GRANDPAR
(26,25),(25,26),-1.44248 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,25),(25,27),-0.374182 # DEPENDENCYPART_GRANDPAR
(26,27),(27,23),-0.785806 # DEPENDENCYPART_GRANDPAR
(26,27),(27,24),-0.724851 # DEPENDENCYPART_GRANDPAR
(26,27),(27,25),-0.864807 # DEPENDENCYPART_GRANDPAR
(26,27),(27,26),-0.923615 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,27),(27,28),-0.230368 # DEPENDENCYPART_GRANDPAR
(26,28),(28,25),-1.03961 # DEPENDENCYPART_GRANDPAR
(26,28),(28,26),-1.08069 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,28),(28,27),0.124708 # DEPENDENCYPART_GRANDPAR
(26,28),(28,30),-0.0790463 # DEPENDENCYPART_GRANDPAR
(26,28),(28,33),-0.0789053 # DEPENDENCYPART_GRANDPAR
(26,30),(30,29),-0.110584 # DEPENDENCYPART_GRANDPAR
(26,30),(30,31),-0.139257 # DEPENDENCYPART_GRANDPAR
(26,30),(30,32),-0.132903 # DEPENDENCYPART_GRANDPAR
(26,30),(30,33),0.0045442 # DEPENDENCYPART_GRANDPAR
(26,33),(33,14),-0.993795 # DEPENDENCYPART_GRANDPAR
(26,33),(33,17),-1.01872 # DEPENDENCYPART_GRANDPAR
(26,33),(33,22),-0.778812 # DEPENDENCYPART_GRANDPAR
(26,33),(33,23),-0.875182 # DEPENDENCYPART_GRANDPAR
(26,33),(33,25),-1.0133 # DEPENDENCYPART_GRANDPAR
(26,33),(33,26),-1.05175 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,33),(33,27),0.0974124 # DEPENDENCYPART_GRANDPAR
(26,33),(33,28),-0.194872 # DEPENDENCYPART_GRANDPAR
(26,33),(33,29),-0.185329 # DEPENDENCYPART_GRANDPAR
(26,33),(33,30),0.0557993 # DEPENDENCYPART_GRANDPAR
(26,33),(33,31),-0.295017 # DEPENDENCYPART_GRANDPAR
(26,33),(33,32),-0.318921 # DEPENDENCYPART_GRANDPAR
(27,23),(23,2),-0.12791 # DEPENDENCYPART_GRANDPAR
(27,23),(23,13),-0.43554 # DEPENDENCYPART_GRANDPAR
(27,23),(23,17),-0.448711 # DEPENDENCYPART_GRANDPAR
(27,23),(23,18),-0.459537 # DEPENDENCYPART_GRANDPAR
(27,23),(23,19),-0.0685891 # DEPENDENCYPART_GRANDPAR
(27,23),(23,22),-0.34559 # DEPENDENCYPART_GRANDPAR
(27,23),(23,24),-0.342018 # DEPENDENCYPART_GRANDPAR
(27,23),(23,25),-0.329593 # DEPENDENCYPART_GRANDPAR
(27,23),(23,26),-0.389626 # DEPENDENCYPART_GRANDPAR
(27,23),(23,27),-1.56676 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,23),(23,28),-0.562651 # DEPENDENCYPART_GRANDPAR
(27,23),(23,29),-0.771967 # DEPENDENCYPART_GRANDPAR
(27,23),(23,30),-0.949739 # DEPENDENCYPART_GRANDPAR
(27,23),(23,33),-0.948181 # DEPENDENCYPART_GRANDPAR
(27,24),(24,22),-0.420301 # DEPENDENCYPART_GRANDPAR
(27,24),(24,23),-0.508008 # DEPENDENCYPART_GRANDPAR
(27,24),(24,25),-0.320499 # DEPENDENCYPART_GRANDPAR
(27,24),(24,26),-0.379452 # DEPENDENCYPART_GRANDPAR
(27,24),(24,27),-1.59712 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,24),(24,28),-0.671132 # DEPENDENCYPART_GRANDPAR
(27,24),(24,29),-0.869387 # DEPENDENCYPART_GRANDPAR
(27,24),(24,30),-0.920343 # DEPENDENCYPART_GRANDPAR
(27,24),(24,33),-1.05066 # DEPENDENCYPART_GRANDPAR
(27,25),(25,26),-0.330119 # DEPENDENCYPART_GRANDPAR
(27,25),(25,27),-1.56154 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,26),(26,22),-0.356666 # DEPENDENCYPART_GRANDPAR
(27,26),(26,23),-0.451278 # DEPENDENCYPART_GRANDPAR
(27,26),(26,25),-0.313359 # DEPENDENCYPART_GRANDPAR
(27,26),(26,27),-1.56676 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,26),(26,28),-0.562651 # DEPENDENCYPART_GRANDPAR
(27,26),(26,30),-0.949739 # DEPENDENCYPART_GRANDPAR
(27,26),(26,33),-0.948181 # DEPENDENCYPART_GRANDPAR
(27,28),(28,25),-1.00404 # DEPENDENCYPART_GRANDPAR
(27,28),(28,26),-0.866097 # DEPENDENCYPART_GRANDPAR
(27,28),(28,27),-1.1477 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,28),(28,30),-0.612596 # DEPENDENCYPART_GRANDPAR
(27,28),(28,33),-0.485709 # DEPENDENCYPART_GRANDPAR
(28,25),(25,26),-0.589216 # DEPENDENCYPART_GRANDPAR
(28,25),(25,27),-0.286098 # DEPENDENCYPART_GRANDPAR
