# _root_ Next spring , nearly 30 % of its suits will have pleated pants , compared with virtually none a couple of years ago .
#goldHeads=2,10,10,6,4,10,6,9,7,0,10,13,11,11,11,15,18,16,20,23,20,21,18,10,
#predictedHeads=2,10,10,6,4,10,6,9,7,0,10,13,11,11,11,15,18,16,20,23,20,21,18,10,
(2,3),(2,5),(2,15),-0.0344428 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,16),-0.0617831 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,17),-0.0618251 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,24),-0.158316 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,25),-0.0406216 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,6),(2,7),-0.061265 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,9),-0.0694216 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,10),-0.0549306 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,11),-0.025627 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,13),-0.0694216 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,14),0.438191 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,15),-0.0341898 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,16),-0.0481869 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,17),-0.0882802 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,24),-0.198444 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,25),-0.086336 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,7),(2,9),0.0100324 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,10),-0.0280392 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,11),0.0533203 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,13),0.0100324 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,14),0.314072 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,15),0.0399233 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,16),-0.0255709 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,17),-0.0747876 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,24),-0.0916084 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,25),-0.0806412 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,9),(2,10),-0.0545776 # DEPENDENCYPART_TRISIBL
(2,3),(2,9),(2,11),-0.025448 # DEPENDENCYPART_TRISIBL
(2,3),(2,9),(2,13),-0.0679346 # DEPENDENCYPART_TRISIBL
(2,3),(2,9),(2,14),0.452391 # DEPENDENCYPART_TRISIBL
(2,3),(2,9),(2,15),-0.0340108 # DEPENDENCYPART_TRISIBL
(2,3),(2,9),(2,16),-0.0463831 # DEPENDENCYPART_TRISIBL
(2,3),(2,9),(2,17),-0.08828 # DEPENDENCYPART_TRISIBL
(2,3),(2,9),(2,24),-0.197743 # DEPENDENCYPART_TRISIBL
(2,3),(2,9),(2,25),-0.0676942 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,10),(2,11),-0.0266897 # DEPENDENCYPART_TRISIBL
(2,3),(2,10),(2,13),0.00149421 # DEPENDENCYPART_TRISIBL
(2,3),(2,10),(2,14),0.448862 # DEPENDENCYPART_TRISIBL
(2,3),(2,10),(2,15),-0.0374302 # DEPENDENCYPART_TRISIBL
(2,3),(2,10),(2,16),-0.0309207 # DEPENDENCYPART_TRISIBL
(2,3),(2,10),(2,17),-0.0615007 # DEPENDENCYPART_TRISIBL
(2,3),(2,10),(2,24),-0.173077 # DEPENDENCYPART_TRISIBL
(2,3),(2,10),(2,25),-0.136648 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,11),(2,13),-0.0247712 # DEPENDENCYPART_TRISIBL
(2,3),(2,11),(2,14),0.560713 # DEPENDENCYPART_TRISIBL
(2,3),(2,11),(2,15),-0.071894 # DEPENDENCYPART_TRISIBL
(2,3),(2,11),(2,16),0.0164325 # DEPENDENCYPART_TRISIBL
(2,3),(2,11),(2,17),-0.0643808 # DEPENDENCYPART_TRISIBL
(2,3),(2,11),(2,24),-0.115189 # DEPENDENCYPART_TRISIBL
(2,3),(2,11),(2,25),-0.0479916 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,13),(2,14),0.452392 # DEPENDENCYPART_TRISIBL
(2,3),(2,13),(2,15),-0.0340108 # DEPENDENCYPART_TRISIBL
(2,3),(2,13),(2,16),-0.0463831 # DEPENDENCYPART_TRISIBL
(2,3),(2,13),(2,17),-0.08828 # DEPENDENCYPART_TRISIBL
(2,3),(2,13),(2,24),-0.197743 # DEPENDENCYPART_TRISIBL
(2,3),(2,13),(2,25),-0.0676942 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,14),(2,15),-0.0772108 # DEPENDENCYPART_TRISIBL
(2,3),(2,14),(2,16),-0.0431209 # DEPENDENCYPART_TRISIBL
(2,3),(2,14),(2,17),-0.0621006 # DEPENDENCYPART_TRISIBL
(2,3),(2,14),(2,24),-0.109646 # DEPENDENCYPART_TRISIBL
(2,3),(2,14),(2,25),-0.260667 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,15),(2,16),0.0226516 # DEPENDENCYPART_TRISIBL
(2,3),(2,15),(2,17),-0.0643812 # DEPENDENCYPART_TRISIBL
(2,3),(2,15),(2,24),-0.103927 # DEPENDENCYPART_TRISIBL
(2,3),(2,15),(2,25),-0.0307571 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,16),(2,17),-0.0777822 # DEPENDENCYPART_TRISIBL
(2,3),(2,16),(2,24),-0.0980215 # DEPENDENCYPART_TRISIBL
(2,3),(2,16),(2,25),-0.0918935 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,17),(2,24),-0.132053 # DEPENDENCYPART_TRISIBL
(2,3),(2,17),(2,25),-0.196166 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,24),(2,25),-0.29514 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,5),(2,6),-0.0643704 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,7),-0.0675912 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,9),-0.0581042 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,10),-0.062241 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,11),-0.0621113 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,13),-0.0581042 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,14),-0.0043156 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,15),-0.0504967 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,16),-0.0930411 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,17),-0.0908127 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,24),-0.0593703 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,25),-0.142282 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,6),(2,7),-0.072263 # DEPENDENCYPART_TRISIBL
(2,4),(2,6),(2,9),-0.0662649 # DEPENDENCYPART_TRISIBL
(2,4),(2,6),(2,10),-0.0632764 # DEPENDENCYPART_TRISIBL
(2,4),(2,6),(2,11),-0.0681978 # DEPENDENCYPART_TRISIBL
(2,4),(2,6),(2,13),-0.0662649 # DEPENDENCYPART_TRISIBL
(2,4),(2,6),(2,14),0.131627 # DEPENDENCYPART_TRISIBL
(2,4),(2,6),(2,15),-0.0547375 # DEPENDENCYPART_TRISIBL
(2,4),(2,6),(2,16),-0.0942596 # DEPENDENCYPART_TRISIBL
(2,4),(2,6),(2,17),-0.0901664 # DEPENDENCYPART_TRISIBL
(2,4),(2,6),(2,24),-0.0774144 # DEPENDENCYPART_TRISIBL
(2,4),(2,6),(2,25),-0.108469 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,7),(2,9),-0.0518782 # DEPENDENCYPART_TRISIBL
(2,4),(2,7),(2,10),-0.0693344 # DEPENDENCYPART_TRISIBL
(2,4),(2,7),(2,11),-0.0445163 # DEPENDENCYPART_TRISIBL
(2,4),(2,7),(2,13),-0.0518782 # DEPENDENCYPART_TRISIBL
(2,4),(2,7),(2,14),-0.016408 # DEPENDENCYPART_TRISIBL
(2,4),(2,7),(2,15),-0.0330627 # DEPENDENCYPART_TRISIBL
(2,4),(2,7),(2,16),-0.108187 # DEPENDENCYPART_TRISIBL
(2,4),(2,7),(2,17),-0.0919902 # DEPENDENCYPART_TRISIBL
(2,4),(2,7),(2,24),-0.0858556 # DEPENDENCYPART_TRISIBL
(2,4),(2,7),(2,25),-0.0909856 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,9),(2,10),-0.0632759 # DEPENDENCYPART_TRISIBL
(2,4),(2,9),(2,11),-0.0694157 # DEPENDENCYPART_TRISIBL
(2,4),(2,9),(2,13),-0.0649721 # DEPENDENCYPART_TRISIBL
(2,4),(2,9),(2,14),0.127535 # DEPENDENCYPART_TRISIBL
(2,4),(2,9),(2,15),-0.0559553 # DEPENDENCYPART_TRISIBL
(2,4),(2,9),(2,16),-0.0970043 # DEPENDENCYPART_TRISIBL
(2,4),(2,9),(2,17),-0.0899252 # DEPENDENCYPART_TRISIBL
(2,4),(2,9),(2,24),-0.0709108 # DEPENDENCYPART_TRISIBL
(2,4),(2,9),(2,25),-0.0945138 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,10),(2,11),-0.0630749 # DEPENDENCYPART_TRISIBL
(2,4),(2,10),(2,13),-0.0551528 # DEPENDENCYPART_TRISIBL
(2,4),(2,10),(2,14),-0.00622701 # DEPENDENCYPART_TRISIBL
(2,4),(2,10),(2,15),-0.0514135 # DEPENDENCYPART_TRISIBL
(2,4),(2,10),(2,16),-0.0912574 # DEPENDENCYPART_TRISIBL
(2,4),(2,10),(2,17),-0.0908305 # DEPENDENCYPART_TRISIBL
(2,4),(2,10),(2,24),-0.0459716 # DEPENDENCYPART_TRISIBL
(2,4),(2,10),(2,25),-0.105863 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,11),(2,13),-0.0709851 # DEPENDENCYPART_TRISIBL
(2,4),(2,11),(2,14),-0.0105496 # DEPENDENCYPART_TRISIBL
(2,4),(2,11),(2,15),-0.0723867 # DEPENDENCYPART_TRISIBL
(2,4),(2,11),(2,16),-0.0995697 # DEPENDENCYPART_TRISIBL
(2,4),(2,11),(2,17),-0.102422 # DEPENDENCYPART_TRISIBL
(2,4),(2,11),(2,24),-0.058173 # DEPENDENCYPART_TRISIBL
(2,4),(2,11),(2,25),-0.100065 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,13),(2,14),0.127535 # DEPENDENCYPART_TRISIBL
(2,4),(2,13),(2,15),-0.0559553 # DEPENDENCYPART_TRISIBL
(2,4),(2,13),(2,16),-0.0970043 # DEPENDENCYPART_TRISIBL
(2,4),(2,13),(2,17),-0.0899252 # DEPENDENCYPART_TRISIBL
(2,4),(2,13),(2,24),-0.0709108 # DEPENDENCYPART_TRISIBL
(2,4),(2,13),(2,25),-0.0945138 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,14),(2,15),-0.0677734 # DEPENDENCYPART_TRISIBL
(2,4),(2,14),(2,16),-0.0745462 # DEPENDENCYPART_TRISIBL
(2,4),(2,14),(2,17),-0.106393 # DEPENDENCYPART_TRISIBL
(2,4),(2,14),(2,24),-0.0611213 # DEPENDENCYPART_TRISIBL
(2,4),(2,14),(2,25),-0.303177 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,15),(2,16),-0.0994613 # DEPENDENCYPART_TRISIBL
(2,4),(2,15),(2,17),-0.101757 # DEPENDENCYPART_TRISIBL
(2,4),(2,15),(2,24),-0.0636346 # DEPENDENCYPART_TRISIBL
(2,4),(2,15),(2,25),-0.111341 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,16),(2,17),-0.0886918 # DEPENDENCYPART_TRISIBL
(2,4),(2,16),(2,24),-0.0879186 # DEPENDENCYPART_TRISIBL
(2,4),(2,16),(2,25),-0.0806402 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,17),(2,24),-0.0777973 # DEPENDENCYPART_TRISIBL
(2,4),(2,17),(2,25),-0.169587 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,24),(2,25),-0.172504 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,6),(2,7),0.0312637 # DEPENDENCYPART_TRISIBL
(2,5),(2,6),(2,9),-0.0904293 # DEPENDENCYPART_TRISIBL
(2,5),(2,6),(2,10),-0.0462765 # DEPENDENCYPART_TRISIBL
(2,5),(2,6),(2,11),-0.0456195 # DEPENDENCYPART_TRISIBL
(2,5),(2,6),(2,13),-0.0904293 # DEPENDENCYPART_TRISIBL
(2,5),(2,6),(2,14),-0.0704066 # DEPENDENCYPART_TRISIBL
(2,5),(2,6),(2,15),-0.0504981 # DEPENDENCYPART_TRISIBL
(2,5),(2,6),(2,16),-0.0572567 # DEPENDENCYPART_TRISIBL
(2,5),(2,6),(2,17),-0.075328 # DEPENDENCYPART_TRISIBL
(2,5),(2,6),(2,24),-0.0400118 # DEPENDENCYPART_TRISIBL
(2,5),(2,6),(2,25),-0.0788988 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,7),(2,9),-0.0924363 # DEPENDENCYPART_TRISIBL
(2,5),(2,7),(2,10),-0.0481323 # DEPENDENCYPART_TRISIBL
(2,5),(2,7),(2,11),-0.0322755 # DEPENDENCYPART_TRISIBL
(2,5),(2,7),(2,13),-0.0924363 # DEPENDENCYPART_TRISIBL
(2,5),(2,7),(2,14),-0.0658382 # DEPENDENCYPART_TRISIBL
(2,5),(2,7),(2,15),-0.0358216 # DEPENDENCYPART_TRISIBL
(2,5),(2,7),(2,16),-0.0566377 # DEPENDENCYPART_TRISIBL
(2,5),(2,7),(2,17),-0.0719413 # DEPENDENCYPART_TRISIBL
(2,5),(2,7),(2,24),-0.0174177 # DEPENDENCYPART_TRISIBL
(2,5),(2,7),(2,25),-0.123405 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,9),(2,10),-0.0462739 # DEPENDENCYPART_TRISIBL
(2,5),(2,9),(2,11),-0.0445393 # DEPENDENCYPART_TRISIBL
(2,5),(2,9),(2,13),-0.0922154 # DEPENDENCYPART_TRISIBL
(2,5),(2,9),(2,14),-0.0712699 # DEPENDENCYPART_TRISIBL
(2,5),(2,9),(2,15),-0.0494179 # DEPENDENCYPART_TRISIBL
(2,5),(2,9),(2,16),-0.0649892 # DEPENDENCYPART_TRISIBL
(2,5),(2,9),(2,17),-0.0744589 # DEPENDENCYPART_TRISIBL
(2,5),(2,9),(2,24),-0.0385566 # DEPENDENCYPART_TRISIBL
(2,5),(2,9),(2,25),-0.111033 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,10),(2,11),-0.0443307 # DEPENDENCYPART_TRISIBL
(2,5),(2,10),(2,13),-0.079271 # DEPENDENCYPART_TRISIBL
(2,5),(2,10),(2,14),-0.0669835 # DEPENDENCYPART_TRISIBL
(2,5),(2,10),(2,15),-0.0491904 # DEPENDENCYPART_TRISIBL
(2,5),(2,10),(2,16),-0.0570569 # DEPENDENCYPART_TRISIBL
(2,5),(2,10),(2,17),-0.068376 # DEPENDENCYPART_TRISIBL
(2,5),(2,10),(2,24),-0.0382283 # DEPENDENCYPART_TRISIBL
(2,5),(2,10),(2,25),-0.122392 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,11),(2,13),-0.0801789 # DEPENDENCYPART_TRISIBL
(2,5),(2,11),(2,14),-0.0695749 # DEPENDENCYPART_TRISIBL
(2,5),(2,11),(2,15),-0.0514596 # DEPENDENCYPART_TRISIBL
(2,5),(2,11),(2,16),-0.0364755 # DEPENDENCYPART_TRISIBL
(2,5),(2,11),(2,17),-0.0683788 # DEPENDENCYPART_TRISIBL
(2,5),(2,11),(2,24),-0.0656708 # DEPENDENCYPART_TRISIBL
(2,5),(2,11),(2,25),-0.10019 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,13),(2,14),-0.0712699 # DEPENDENCYPART_TRISIBL
(2,5),(2,13),(2,15),-0.0494179 # DEPENDENCYPART_TRISIBL
(2,5),(2,13),(2,16),-0.0649892 # DEPENDENCYPART_TRISIBL
(2,5),(2,13),(2,17),-0.0744589 # DEPENDENCYPART_TRISIBL
(2,5),(2,13),(2,24),-0.0385566 # DEPENDENCYPART_TRISIBL
(2,5),(2,13),(2,25),-0.111033 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,14),(2,15),-0.0667234 # DEPENDENCYPART_TRISIBL
(2,5),(2,14),(2,16),-0.0467428 # DEPENDENCYPART_TRISIBL
(2,5),(2,14),(2,17),-0.0664436 # DEPENDENCYPART_TRISIBL
(2,5),(2,14),(2,24),-0.0388245 # DEPENDENCYPART_TRISIBL
(2,5),(2,14),(2,25),-0.178758 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,15),(2,16),-0.0364916 # DEPENDENCYPART_TRISIBL
(2,5),(2,15),(2,17),-0.0683788 # DEPENDENCYPART_TRISIBL
(2,5),(2,15),(2,24),-0.0659178 # DEPENDENCYPART_TRISIBL
(2,5),(2,15),(2,25),-0.105461 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,16),(2,17),-0.0719179 # DEPENDENCYPART_TRISIBL
(2,5),(2,16),(2,24),-0.0136366 # DEPENDENCYPART_TRISIBL
(2,5),(2,16),(2,25),-0.142472 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,17),(2,24),-0.0415657 # DEPENDENCYPART_TRISIBL
(2,5),(2,17),(2,25),-0.0740056 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,24),(2,25),-0.110159 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,7),(2,9),-0.0984158 # DEPENDENCYPART_TRISIBL
(2,6),(2,7),(2,10),-0.115243 # DEPENDENCYPART_TRISIBL
(2,6),(2,7),(2,11),-0.0710223 # DEPENDENCYPART_TRISIBL
(2,6),(2,7),(2,13),-0.0984158 # DEPENDENCYPART_TRISIBL
(2,6),(2,7),(2,14),0.00133721 # DEPENDENCYPART_TRISIBL
(2,6),(2,7),(2,15),-0.0961375 # DEPENDENCYPART_TRISIBL
(2,6),(2,7),(2,16),-0.0444163 # DEPENDENCYPART_TRISIBL
(2,6),(2,7),(2,17),-0.0460161 # DEPENDENCYPART_TRISIBL
(2,6),(2,7),(2,24),-0.1082 # DEPENDENCYPART_TRISIBL
(2,6),(2,7),(2,25),-0.076573 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,9),(2,10),-0.106692 # DEPENDENCYPART_TRISIBL
(2,6),(2,9),(2,11),-0.0896005 # DEPENDENCYPART_TRISIBL
(2,6),(2,9),(2,13),-0.067831 # DEPENDENCYPART_TRISIBL
(2,6),(2,9),(2,14),-0.0386186 # DEPENDENCYPART_TRISIBL
(2,6),(2,9),(2,15),-0.115131 # DEPENDENCYPART_TRISIBL
(2,6),(2,9),(2,16),-0.0723099 # DEPENDENCYPART_TRISIBL
(2,6),(2,9),(2,17),-0.0535365 # DEPENDENCYPART_TRISIBL
(2,6),(2,9),(2,24),-0.0950525 # DEPENDENCYPART_TRISIBL
(2,6),(2,9),(2,25),-0.0975419 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,10),(2,11),-0.0869272 # DEPENDENCYPART_TRISIBL
(2,6),(2,10),(2,13),-0.06418 # DEPENDENCYPART_TRISIBL
(2,6),(2,10),(2,14),-0.0361091 # DEPENDENCYPART_TRISIBL
(2,6),(2,10),(2,15),-0.111942 # DEPENDENCYPART_TRISIBL
(2,6),(2,10),(2,16),-0.0549605 # DEPENDENCYPART_TRISIBL
(2,6),(2,10),(2,17),-0.0425946 # DEPENDENCYPART_TRISIBL
(2,6),(2,10),(2,24),-0.128218 # DEPENDENCYPART_TRISIBL
(2,6),(2,10),(2,25),-0.104323 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,11),(2,13),-0.072714 # DEPENDENCYPART_TRISIBL
(2,6),(2,11),(2,14),-0.0119372 # DEPENDENCYPART_TRISIBL
(2,6),(2,11),(2,15),-0.113948 # DEPENDENCYPART_TRISIBL
(2,6),(2,11),(2,16),-0.0540736 # DEPENDENCYPART_TRISIBL
(2,6),(2,11),(2,17),-0.0400101 # DEPENDENCYPART_TRISIBL
(2,6),(2,11),(2,24),-0.0959526 # DEPENDENCYPART_TRISIBL
(2,6),(2,11),(2,25),-0.136917 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,13),(2,14),-0.0386186 # DEPENDENCYPART_TRISIBL
(2,6),(2,13),(2,15),-0.115131 # DEPENDENCYPART_TRISIBL
(2,6),(2,13),(2,16),-0.0723099 # DEPENDENCYPART_TRISIBL
(2,6),(2,13),(2,17),-0.0535365 # DEPENDENCYPART_TRISIBL
(2,6),(2,13),(2,24),-0.0950525 # DEPENDENCYPART_TRISIBL
(2,6),(2,13),(2,25),-0.0975419 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,14),(2,15),-0.143223 # DEPENDENCYPART_TRISIBL
(2,6),(2,14),(2,16),-0.0314938 # DEPENDENCYPART_TRISIBL
(2,6),(2,14),(2,17),0.0126544 # DEPENDENCYPART_TRISIBL
(2,6),(2,14),(2,24),-0.108024 # DEPENDENCYPART_TRISIBL
(2,6),(2,14),(2,25),-0.0425946 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,15),(2,16),-0.0584118 # DEPENDENCYPART_TRISIBL
(2,6),(2,15),(2,17),-0.0399867 # DEPENDENCYPART_TRISIBL
(2,6),(2,15),(2,24),-0.0863079 # DEPENDENCYPART_TRISIBL
(2,6),(2,15),(2,25),-0.129302 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,16),(2,17),-0.0453902 # DEPENDENCYPART_TRISIBL
(2,6),(2,16),(2,24),-0.0921463 # DEPENDENCYPART_TRISIBL
(2,6),(2,16),(2,25),-0.108386 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,17),(2,24),-0.101122 # DEPENDENCYPART_TRISIBL
(2,6),(2,17),(2,25),-0.0792522 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,24),(2,25),-0.0372787 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,9),(2,10),-0.0842981 # DEPENDENCYPART_TRISIBL
(2,7),(2,9),(2,11),-0.0928647 # DEPENDENCYPART_TRISIBL
(2,7),(2,9),(2,13),-0.0306299 # DEPENDENCYPART_TRISIBL
(2,7),(2,9),(2,14),-0.0782197 # DEPENDENCYPART_TRISIBL
(2,7),(2,9),(2,15),-0.0425672 # DEPENDENCYPART_TRISIBL
(2,7),(2,9),(2,16),-0.0678567 # DEPENDENCYPART_TRISIBL
(2,7),(2,9),(2,17),-0.0927091 # DEPENDENCYPART_TRISIBL
(2,7),(2,9),(2,24),-0.114553 # DEPENDENCYPART_TRISIBL
(2,7),(2,9),(2,25),-0.0140926 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,10),(2,11),-0.0801428 # DEPENDENCYPART_TRISIBL
(2,7),(2,10),(2,13),-0.0304304 # DEPENDENCYPART_TRISIBL
(2,7),(2,10),(2,14),-0.0553083 # DEPENDENCYPART_TRISIBL
(2,7),(2,10),(2,15),-0.030025 # DEPENDENCYPART_TRISIBL
(2,7),(2,10),(2,16),-0.0404524 # DEPENDENCYPART_TRISIBL
(2,7),(2,10),(2,17),-0.0613411 # DEPENDENCYPART_TRISIBL
(2,7),(2,10),(2,24),-0.142603 # DEPENDENCYPART_TRISIBL
(2,7),(2,10),(2,25),-0.130663 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,11),(2,13),-0.0284678 # DEPENDENCYPART_TRISIBL
(2,7),(2,11),(2,14),-0.0776274 # DEPENDENCYPART_TRISIBL
(2,7),(2,11),(2,15),-0.0751339 # DEPENDENCYPART_TRISIBL
(2,7),(2,11),(2,16),-0.030336 # DEPENDENCYPART_TRISIBL
(2,7),(2,11),(2,17),-0.0866353 # DEPENDENCYPART_TRISIBL
(2,7),(2,11),(2,24),-0.14638 # DEPENDENCYPART_TRISIBL
(2,7),(2,11),(2,25),-0.047373 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,13),(2,14),-0.0782197 # DEPENDENCYPART_TRISIBL
(2,7),(2,13),(2,15),-0.0425669 # DEPENDENCYPART_TRISIBL
(2,7),(2,13),(2,16),-0.0678567 # DEPENDENCYPART_TRISIBL
(2,7),(2,13),(2,17),-0.092709 # DEPENDENCYPART_TRISIBL
(2,7),(2,13),(2,24),-0.113901 # DEPENDENCYPART_TRISIBL
(2,7),(2,13),(2,25),-0.0140872 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,14),(2,15),0.079079 # DEPENDENCYPART_TRISIBL
(2,7),(2,14),(2,16),0.0864006 # DEPENDENCYPART_TRISIBL
(2,7),(2,14),(2,17),-0.0743001 # DEPENDENCYPART_TRISIBL
(2,7),(2,14),(2,24),-0.133984 # DEPENDENCYPART_TRISIBL
(2,7),(2,14),(2,25),-0.217705 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,15),(2,16),-0.0301825 # DEPENDENCYPART_TRISIBL
(2,7),(2,15),(2,17),-0.0865728 # DEPENDENCYPART_TRISIBL
(2,7),(2,15),(2,24),-0.149414 # DEPENDENCYPART_TRISIBL
(2,7),(2,15),(2,25),-0.0361076 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,16),(2,17),-0.0921069 # DEPENDENCYPART_TRISIBL
(2,7),(2,16),(2,24),-0.10769 # DEPENDENCYPART_TRISIBL
(2,7),(2,16),(2,25),-0.0281459 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,17),(2,24),-0.106566 # DEPENDENCYPART_TRISIBL
(2,7),(2,17),(2,25),-0.0924096 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,24),(2,25),-0.0638224 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,9),(2,10),(2,11),-0.0800612 # DEPENDENCYPART_TRISIBL
(2,9),(2,10),(2,13),-0.0726442 # DEPENDENCYPART_TRISIBL
(2,9),(2,10),(2,14),-0.0480454 # DEPENDENCYPART_TRISIBL
(2,9),(2,10),(2,15),-0.105076 # DEPENDENCYPART_TRISIBL
(2,9),(2,10),(2,16),-0.0430974 # DEPENDENCYPART_TRISIBL
(2,9),(2,10),(2,17),-0.0529552 # DEPENDENCYPART_TRISIBL
(2,9),(2,10),(2,24),-0.109978 # DEPENDENCYPART_TRISIBL
(2,9),(2,10),(2,25),-0.109653 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,9),(2,11),(2,13),-0.0809579 # DEPENDENCYPART_TRISIBL
(2,9),(2,11),(2,14),-0.0238193 # DEPENDENCYPART_TRISIBL
(2,9),(2,11),(2,15),-0.107065 # DEPENDENCYPART_TRISIBL
(2,9),(2,11),(2,16),-0.0464616 # DEPENDENCYPART_TRISIBL
(2,9),(2,11),(2,17),-0.0503689 # DEPENDENCYPART_TRISIBL
