# _root_ `` Because of distance , it takes a while for them to appreciate the economic stability we 've achieved , '' says one economic policymaker .
#goldHeads=22,7,2,2,7,7,22,9,7,13,13,13,7,16,16,13,18,16,18,22,22,0,25,25,22,22,
#predictedHeads=22,7,2,2,7,7,22,9,7,13,13,13,7,16,16,13,18,16,18,22,22,0,25,25,22,22,
(25,22),(22,18),(22,4),-0.0470011 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,18),(22,2),-0.0471496 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,18),(22,1),-0.0426239 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,18),(22,-1),-0.0662112 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,22),(22,17),(22,16),-0.0400907 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,17),(22,15),-0.0447799 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,17),(22,14),-0.0420048 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,17),(22,13),-0.038696 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,17),(22,11),-0.0419989 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,17),(22,10),-0.0413302 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,17),(22,9),-0.0400907 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,17),(22,7),-0.038696 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,17),(22,5),-0.0482487 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,17),(22,4),-0.0400907 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,17),(22,2),-0.0413861 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,17),(22,1),-0.0455713 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,17),(22,-1),-0.0651722 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,22),(22,16),(22,15),-0.03895 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,16),(22,14),-0.0426119 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,16),(22,13),-0.0540611 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,16),(22,11),-0.0387387 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,16),(22,10),-0.00676051 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,16),(22,9),-0.0387393 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,16),(22,7),-0.0553429 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,16),(22,5),-0.0637668 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,16),(22,4),-0.0349394 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,16),(22,2),-0.00989324 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,16),(22,1),-0.0465086 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,16),(22,-1),-0.068441 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,22),(22,15),(22,14),-0.0419995 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,15),(22,13),-0.0551824 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,15),(22,11),-0.041999 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,15),(22,10),-0.0464393 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,15),(22,9),-0.0402029 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,15),(22,7),-0.0551824 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,15),(22,5),-0.0349999 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,15),(22,4),-0.0400632 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,15),(22,2),-0.0508684 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,15),(22,1),-0.0426926 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,15),(22,-1),0.0347466 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,22),(22,14),(22,13),-0.038842 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,14),(22,11),-0.0420003 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,14),(22,10),-0.0521648 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,14),(22,9),-0.0440846 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,14),(22,7),-0.038842 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,14),(22,5),-0.042167 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,14),(22,4),-0.0440846 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,14),(22,2),-0.0521563 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,14),(22,1),-0.0420039 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,14),(22,-1),-0.0367863 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,22),(22,13),(22,11),-0.0424043 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,13),(22,10),-0.0500187 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,13),(22,9),-0.0470011 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,13),(22,7),-0.0439136 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,13),(22,5),-0.0354572 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,13),(22,4),-0.0470011 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,13),(22,2),-0.0471496 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,13),(22,1),-0.0426239 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,13),(22,-1),-0.0655714 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,22),(22,11),(22,10),-0.0426297 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,11),(22,9),-0.0401307 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,11),(22,7),-0.0403039 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,11),(22,5),-0.0490442 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,11),(22,4),-0.0401307 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,11),(22,2),-0.0426856 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,11),(22,1),-0.0450863 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,11),(22,-1),-0.0631965 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,22),(22,10),(22,9),-0.034919 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,10),(22,7),-0.0403435 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,10),(22,5),-0.0222937 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,10),(22,4),-0.034919 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,10),(22,2),-0.0411712 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,10),(22,1),-0.0392936 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,10),(22,-1),-0.0342742 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,22),(22,9),(22,7),-0.0553429 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,9),(22,5),-0.0637668 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,9),(22,4),-0.0349394 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,9),(22,2),-0.0104424 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,9),(22,1),-0.0465086 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,9),(22,-1),-0.0792844 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,22),(22,7),(22,5),-0.0354572 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,7),(22,4),-0.0470823 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,7),(22,2),-0.0471496 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,7),(22,1),-0.0426239 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,7),(22,-1),-0.0669463 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,22),(22,5),(22,4),-0.0361499 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,5),(22,2),-0.0617222 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,5),(22,1),-0.0208716 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,5),(22,-1),-0.0857587 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,22),(22,4),(22,2),-0.00989324 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,4),(22,1),-0.0465086 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,4),(22,-1),-0.0684611 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,22),(22,2),(22,1),-0.0392802 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,2),(22,-1),-0.0258013 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,22),(22,1),(22,-1),-0.0442743 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,23),(23,23),(23,24),0.108249 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,23),(23,23),(23,25),-0.127158 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,23),(23,23),(23,26),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,23),(23,23),(23,27),-0.00500612 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,23),(23,24),(23,25),-0.125078 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,23),(23,24),(23,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(25,23),(23,24),(23,27),-0.137802 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,23),(23,25),(23,26),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,23),(23,25),(23,27),-0.0604925 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,23),(23,26),(23,27),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,23),(23,23),(23,21),-0.0473367 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,23),(23,23),(23,-1),0.163621 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,23),(23,21),(23,-1),-0.047337 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,24),(24,24),(24,25),-0.126863 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,24),(24,24),(24,27),0.0194624 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,24),(24,25),(24,27),-0.121324 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,24),(24,24),(24,23),-0.0453371 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,24),(24,24),(24,-1),0.0490662 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,24),(24,23),(24,-1),-0.0560181 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,26),(26,26),(26,27),-0.00516393 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,26),(26,26),(26,25),0.102454 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,26),(26,26),(26,-1),-0.0509464 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,26),(26,25),(26,-1),-0.141525 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,25),(25,25),(25,26),-0.126156 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,25),(25,25),(25,27),-0.254442 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,25),(25,26),(25,27),-0.126156 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,25),(25,25),(25,24),-0.0502978 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,25),(25,25),(25,23),-0.0422258 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,25),(25,25),(25,22),-0.0421342 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,25),(25,25),(25,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,25),(25,25),(25,20),-0.0460148 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,25),(25,25),(25,19),-0.0421342 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,25),(25,25),(25,18),-0.0421342 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,25),(25,25),(25,15),-0.0502978 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,25),(25,25),(25,14),-0.0552024 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,25),(25,25),(25,13),-0.0421342 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,25),(25,25),(25,-1),-0.0827496 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,25),(25,24),(25,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,24),(25,22),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,24),(25,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,24),(25,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,24),(25,19),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,24),(25,18),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,24),(25,15),-0.0420075 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,24),(25,14),-0.0442121 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,24),(25,13),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,24),(25,-1),-0.0477187 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,25),(25,23),(25,22),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,23),(25,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,23),(25,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,23),(25,19),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,23),(25,18),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,23),(25,15),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,23),(25,14),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,23),(25,13),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,23),(25,-1),-0.042258 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,25),(25,22),(25,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,22),(25,20),-0.0424915 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,22),(25,19),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,22),(25,18),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,22),(25,15),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,22),(25,14),-0.0420373 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,22),(25,13),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,22),(25,-1),-0.0420957 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,25),(25,21),(25,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,21),(25,19),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,21),(25,18),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,21),(25,15),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,21),(25,14),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,21),(25,13),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,21),(25,-1),-0.0419988 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,25),(25,20),(25,19),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,20),(25,18),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,20),(25,15),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,20),(25,14),-0.0430912 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,20),(25,13),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,20),(25,-1),-0.0426557 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,25),(25,19),(25,18),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,19),(25,15),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,19),(25,14),-0.0420373 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,19),(25,13),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,19),(25,-1),-0.0420957 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,25),(25,18),(25,15),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,18),(25,14),-0.0420373 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,18),(25,13),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,18),(25,-1),-0.0420957 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,25),(25,15),(25,14),-0.0442121 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,15),(25,13),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,15),(25,-1),-0.0477187 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,25),(25,14),(25,13),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,14),(25,-1),-0.056976 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,25),(25,13),(25,-1),-0.0420957 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,0),(0,7),(0,22),-0.335718 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,7),(0,27),0.851935 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,22),(0,27),0.910296 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,7),(0,22),(0,27),-0.298209 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,2),(2,3),(2,4),0.300438 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,5),-0.0763429 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,7),-0.140188 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,9),0.258661 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,10),-0.185804 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,12),-0.0888689 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,21),-0.193856 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,26),-0.152724 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,27),-0.381087 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,4),(2,5),0.0843726 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,7),-0.0877056 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,9),-0.0101508 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,10),0.0334088 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,12),-0.0202372 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,21),-0.183621 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,26),-0.0405501 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,27),-0.0833797 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,5),(2,7),-0.136067 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,5),(2,9),-0.0779306 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,5),(2,10),-0.23264 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,5),(2,12),-0.150263 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,5),(2,21),-0.159347 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,5),(2,26),-0.125394 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,5),(2,27),-0.540701 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,7),(2,9),0.0130431 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,7),(2,10),-0.0567226 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,7),(2,12),-0.0674138 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,7),(2,21),-0.152014 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,7),(2,26),-0.040747 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,7),(2,27),-0.187275 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,9),(2,10),0.027575 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,9),(2,12),-0.0199458 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,9),(2,21),-0.183624 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,9),(2,26),-0.0397394 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,9),(2,27),-0.127703 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,10),(2,12),-0.0909442 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,10),(2,21),-0.197211 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,10),(2,26),-0.146068 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,10),(2,27),-0.374344 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,12),(2,21),-0.171268 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,12),(2,26),-0.114268 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,12),(2,27),-0.35855 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,21),(2,26),-0.116787 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,21),(2,27),-0.362093 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,26),(2,27),-0.361875 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,3),(2,4),(2,5),-0.0825618 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,7),-0.0632675 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,9),-0.041967 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,10),-0.0989667 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,12),-0.0617276 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,21),-0.0963864 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,26),-0.0874602 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,27),0.307646 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,5),(2,7),-0.0447031 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,9),0.076804 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,10),0.00108126 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,12),-0.0134983 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,21),-0.114386 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,26),-0.0944797 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,27),-0.0743171 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,7),(2,9),-0.0214812 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,10),-0.0615433 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,12),-0.0527864 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,21),-0.0940344 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,26),-0.0910295 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,27),0.0652714 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,9),(2,10),-0.0989667 # DEPENDENCYPART_TRISIBL
(2,3),(2,9),(2,12),-0.0617276 # DEPENDENCYPART_TRISIBL
(2,3),(2,9),(2,21),-0.0963864 # DEPENDENCYPART_TRISIBL
(2,3),(2,9),(2,26),-0.0876276 # DEPENDENCYPART_TRISIBL
(2,3),(2,9),(2,27),0.30194 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,10),(2,12),-0.0513137 # DEPENDENCYPART_TRISIBL
(2,3),(2,10),(2,21),-0.0877994 # DEPENDENCYPART_TRISIBL
(2,3),(2,10),(2,26),-0.0887847 # DEPENDENCYPART_TRISIBL
(2,3),(2,10),(2,27),0.0318694 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,12),(2,21),-0.0914878 # DEPENDENCYPART_TRISIBL
(2,3),(2,12),(2,26),-0.103717 # DEPENDENCYPART_TRISIBL
(2,3),(2,12),(2,27),0.0244357 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,21),(2,26),-0.0913215 # DEPENDENCYPART_TRISIBL
(2,3),(2,21),(2,27),0.0622243 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,26),(2,27),0.0316805 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,5),(2,7),-0.0437601 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,9),-0.192978 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,10),-0.0610291 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,12),0.0300881 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,21),0.0537163 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,26),-0.0830961 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,27),0.0240876 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,7),(2,9),-0.130047 # DEPENDENCYPART_TRISIBL
(2,4),(2,7),(2,10),-0.0597593 # DEPENDENCYPART_TRISIBL
(2,4),(2,7),(2,12),-0.0267773 # DEPENDENCYPART_TRISIBL
(2,4),(2,7),(2,21),-0.0403819 # DEPENDENCYPART_TRISIBL
(2,4),(2,7),(2,26),-0.0636627 # DEPENDENCYPART_TRISIBL
(2,4),(2,7),(2,27),-0.0557859 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,9),(2,10),-0.0497753 # DEPENDENCYPART_TRISIBL
(2,4),(2,9),(2,12),-0.0366859 # DEPENDENCYPART_TRISIBL
(2,4),(2,9),(2,21),-0.0431085 # DEPENDENCYPART_TRISIBL
(2,4),(2,9),(2,26),-0.0918201 # DEPENDENCYPART_TRISIBL
(2,4),(2,9),(2,27),-0.0481526 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,10),(2,12),0.00482551 # DEPENDENCYPART_TRISIBL
(2,4),(2,10),(2,21),-0.0420674 # DEPENDENCYPART_TRISIBL
(2,4),(2,10),(2,26),-0.0807726 # DEPENDENCYPART_TRISIBL
(2,4),(2,10),(2,27),0.0642709 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,12),(2,21),-0.0405535 # DEPENDENCYPART_TRISIBL
(2,4),(2,12),(2,26),-0.0757035 # DEPENDENCYPART_TRISIBL
(2,4),(2,12),(2,27),-0.076114 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,21),(2,26),-0.080473 # DEPENDENCYPART_TRISIBL
(2,4),(2,21),(2,27),0.010883 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,26),(2,27),0.00264895 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,7),(2,9),-0.0709265 # DEPENDENCYPART_TRISIBL
