# _root_ However , HomeFed 's loan originations and purchases plunged 26 % in the quarter , to $ 1.4 billion from $ 1.9 billion a year earlier .
#goldHeads=9,9,7,3,7,7,9,7,0,11,9,9,14,12,9,9,16,17,17,9,20,21,21,25,26,20,9,
#predictedHeads=9,9,6,3,6,7,9,7,0,11,9,9,14,12,9,9,16,17,17,9,20,21,21,25,26,20,9,
(26,25),(25,23),(25,22),-0.0425647 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,23),(25,21),-0.0420068 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,23),(25,17),-0.0420068 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,23),(25,-1),-0.00301294 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,25),(25,22),(25,21),-0.0420068 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,22),(25,17),-0.0420068 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,22),(25,-1),-0.00215899 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,25),(25,21),(25,17),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,21),(25,-1),-0.0534794 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,25),(25,17),(25,-1),-0.0534794 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,27),(27,27),(27,28),-0.13534 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,27),(27,27),(27,-1),-0.216232 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,0),(0,1),(0,3),-0.124917 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,1),(0,7),-0.167705 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,1),(0,9),-0.197781 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,1),(0,11),-0.130268 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,1),(0,28),0.259362 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,3),(0,7),-0.197249 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,3),(0,9),-0.200844 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,3),(0,11),-0.137796 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,3),(0,28),0.366915 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,7),(0,9),-0.209768 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,7),(0,11),-0.111009 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,7),(0,28),0.548897 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,9),(0,11),-0.10302 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,9),(0,28),0.846579 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,11),(0,28),0.373228 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,1),(0,3),(0,7),-0.0874007 # DEPENDENCYPART_TRISIBL
(0,1),(0,3),(0,9),-0.0457487 # DEPENDENCYPART_TRISIBL
(0,1),(0,3),(0,11),-0.073261 # DEPENDENCYPART_TRISIBL
(0,1),(0,3),(0,28),-0.0889176 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,1),(0,7),(0,9),-0.0497319 # DEPENDENCYPART_TRISIBL
(0,1),(0,7),(0,11),-0.0697579 # DEPENDENCYPART_TRISIBL
(0,1),(0,7),(0,28),-0.106905 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,1),(0,9),(0,11),-0.0804107 # DEPENDENCYPART_TRISIBL
(0,1),(0,9),(0,28),-0.0706384 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,1),(0,11),(0,28),-0.0990467 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,3),(0,7),(0,9),-0.0894192 # DEPENDENCYPART_TRISIBL
(0,3),(0,7),(0,11),-0.0973415 # DEPENDENCYPART_TRISIBL
(0,3),(0,7),(0,28),-0.15805 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,3),(0,9),(0,11),-0.0842841 # DEPENDENCYPART_TRISIBL
(0,3),(0,9),(0,28),-0.107929 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,3),(0,11),(0,28),-0.112223 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,7),(0,9),(0,11),-0.0777604 # DEPENDENCYPART_TRISIBL
(0,7),(0,9),(0,28),-0.233155 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,7),(0,11),(0,28),-0.164647 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,9),(0,11),(0,28),-0.180908 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,1),(1,2),(1,3),-0.248145 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,5),-0.252619 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,7),-0.0616928 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,9),-0.128599 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,28),-0.260047 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,3),(1,5),-0.154224 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,3),(1,7),-0.103864 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,3),(1,9),-0.101636 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,3),(1,28),-0.0988716 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,5),(1,7),-0.103913 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,5),(1,9),-0.0998537 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,5),(1,28),-0.0852847 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,7),(1,9),-0.085752 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,7),(1,28),-0.0544742 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,9),(1,28),-0.168962 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,2),(1,3),(1,5),-0.0830372 # DEPENDENCYPART_TRISIBL
(1,2),(1,3),(1,7),-0.0845464 # DEPENDENCYPART_TRISIBL
(1,2),(1,3),(1,9),-0.0513344 # DEPENDENCYPART_TRISIBL
(1,2),(1,3),(1,28),-0.183946 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,5),(1,7),-0.0845464 # DEPENDENCYPART_TRISIBL
(1,2),(1,5),(1,9),-0.0513344 # DEPENDENCYPART_TRISIBL
(1,2),(1,5),(1,28),-0.184242 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,7),(1,9),-0.0576694 # DEPENDENCYPART_TRISIBL
(1,2),(1,7),(1,28),-0.140061 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,9),(1,28),-0.0839479 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,5),(1,7),-0.143505 # DEPENDENCYPART_TRISIBL
(1,3),(1,5),(1,9),-0.0716131 # DEPENDENCYPART_TRISIBL
(1,3),(1,5),(1,28),-0.0953161 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,7),(1,9),-0.0802754 # DEPENDENCYPART_TRISIBL
(1,3),(1,7),(1,28),-0.141761 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,9),(1,28),-0.0976359 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,5),(1,7),(1,9),-0.0795014 # DEPENDENCYPART_TRISIBL
(1,5),(1,7),(1,28),-0.140081 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,5),(1,9),(1,28),-0.0934168 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,7),(1,9),(1,28),-0.0878636 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,2),(2,1),(2,-1),-0.50971 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,4),(3,5),-0.154348 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,6),-0.149862 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,7),0.00103984 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,9),-0.127059 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,11),-0.159348 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,12),-0.0933491 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,15),-0.0549986 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,27),-0.14108 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,28),0.0454356 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,5),(3,6),-0.0862949 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,7),-0.124091 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,9),-0.0935597 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,11),-0.0918225 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,12),-0.0173972 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,15),-0.12077 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,27),-0.116197 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,28),-0.101414 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,6),(3,7),-0.124042 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,9),-0.0953424 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,11),-0.100367 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,12),-0.0163815 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,15),-0.118507 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,27),-0.114818 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,28),-0.109342 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,7),(3,9),-0.0525568 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,11),-0.129026 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,12),-0.00152076 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,15),-0.129676 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,27),-0.0130231 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,28),-0.0823204 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,9),(3,11),-0.155819 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,12),-0.0682698 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,15),-0.044579 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,27),-0.0971375 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,28),-0.109072 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,11),(3,12),-0.0264625 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,11),(3,15),-0.0919511 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,11),(3,27),-0.135484 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,11),(3,28),-0.092632 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,12),(3,15),-0.0798617 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,12),(3,27),-0.16487 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,12),(3,28),-0.1167 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,15),(3,27),-0.229249 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,15),(3,28),-0.731446 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,27),(3,28),-0.198949 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,4),(3,5),(3,6),-0.0453977 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,7),-0.0671967 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,9),-0.0415632 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,11),-0.0454813 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,12),-0.0234477 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,15),-0.133608 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,27),-0.069401 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,28),-0.0811746 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,6),(3,7),-0.0671967 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,9),-0.0415632 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,11),-0.0454813 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,12),-0.0234477 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,15),-0.133608 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,27),-0.069401 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,28),-0.0811746 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,7),(3,9),-0.0408022 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,11),-0.0381001 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,12),-0.0131434 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,15),-0.0674 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,27),-0.0671988 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,28),-0.047446 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,9),(3,11),-0.0392779 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,12),0.0379777 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,15),-0.104401 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,27),-0.071971 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,28),-0.161615 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,11),(3,12),-0.0234478 # DEPENDENCYPART_TRISIBL
(3,4),(3,11),(3,15),-0.133608 # DEPENDENCYPART_TRISIBL
(3,4),(3,11),(3,27),-0.069401 # DEPENDENCYPART_TRISIBL
(3,4),(3,11),(3,28),-0.0811801 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,12),(3,15),-0.0986347 # DEPENDENCYPART_TRISIBL
(3,4),(3,12),(3,27),-0.0675482 # DEPENDENCYPART_TRISIBL
(3,4),(3,12),(3,28),-0.150001 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,15),(3,27),-0.0671734 # DEPENDENCYPART_TRISIBL
(3,4),(3,15),(3,28),-0.130855 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,27),(3,28),-0.0928942 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,6),(3,7),-0.150224 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,9),-0.0961867 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,11),-0.0401891 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,12),-0.0383514 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,15),-0.047224 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,27),-0.0762081 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,28),-0.110877 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,7),(3,9),-0.0996585 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,11),-0.0590946 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,12),-0.0523587 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,15),-0.0494375 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,27),-0.0855612 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,28),-0.182237 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,9),(3,11),-0.0496807 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,12),-0.0708621 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,15),-0.0240578 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,27),-0.0749864 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,28),-0.121707 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,11),(3,12),-0.0327423 # DEPENDENCYPART_TRISIBL
(3,5),(3,11),(3,15),-0.0496251 # DEPENDENCYPART_TRISIBL
(3,5),(3,11),(3,27),-0.0788901 # DEPENDENCYPART_TRISIBL
(3,5),(3,11),(3,28),-0.103244 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,12),(3,15),0.00662945 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,27),-0.0777013 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,28),-0.092 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,15),(3,27),-0.0921564 # DEPENDENCYPART_TRISIBL
(3,5),(3,15),(3,28),-0.0351147 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,27),(3,28),-0.0175471 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,7),(3,9),-0.100433 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,11),-0.0648587 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,12),-0.0502388 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,15),-0.0472186 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,27),-0.0854022 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,28),-0.182985 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,9),(3,11),-0.0554448 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,12),-0.0687423 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,15),-0.0218652 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,27),-0.0748255 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,28),-0.124888 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,11),(3,12),-0.0306224 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,15),-0.0458149 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,27),-0.0786475 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,28),-0.106893 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,12),(3,15),0.00883605 # DEPENDENCYPART_TRISIBL
(3,6),(3,12),(3,27),-0.0774718 # DEPENDENCYPART_TRISIBL
(3,6),(3,12),(3,28),-0.0928128 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,15),(3,27),-0.0919975 # DEPENDENCYPART_TRISIBL
(3,6),(3,15),(3,28),-0.0340173 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,27),(3,28),-0.0166646 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,9),(3,11),-0.0935526 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,12),-0.0177081 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,15),-0.0408256 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,27),-0.077289 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,28),-0.107994 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,11),(3,12),-0.0285752 # DEPENDENCYPART_TRISIBL
(3,7),(3,11),(3,15),-0.0550057 # DEPENDENCYPART_TRISIBL
(3,7),(3,11),(3,27),-0.0790559 # DEPENDENCYPART_TRISIBL
(3,7),(3,11),(3,28),-0.133291 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,12),(3,15),0.00194976 # DEPENDENCYPART_TRISIBL
(3,7),(3,12),(3,27),-0.0582156 # DEPENDENCYPART_TRISIBL
(3,7),(3,12),(3,28),-0.0884529 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,15),(3,27),-0.0722574 # DEPENDENCYPART_TRISIBL
(3,7),(3,15),(3,28),-0.0401922 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,27),(3,28),-0.0698248 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,11),(3,12),-0.00889078 # DEPENDENCYPART_TRISIBL
(3,9),(3,11),(3,15),-0.030034 # DEPENDENCYPART_TRISIBL
(3,9),(3,11),(3,27),-0.0538929 # DEPENDENCYPART_TRISIBL
(3,9),(3,11),(3,28),-0.125199 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,12),(3,15),-0.00268255 # DEPENDENCYPART_TRISIBL
(3,9),(3,12),(3,27),0.00685222 # DEPENDENCYPART_TRISIBL
(3,9),(3,12),(3,28),-0.0447911 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,15),(3,27),-0.0798862 # DEPENDENCYPART_TRISIBL
(3,9),(3,15),(3,28),-0.0680247 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,27),(3,28),-0.0851178 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,11),(3,12),(3,15),0.0358329 # DEPENDENCYPART_TRISIBL
(3,11),(3,12),(3,27),-0.100388 # DEPENDENCYPART_TRISIBL
(3,11),(3,12),(3,28),-0.0883983 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,11),(3,15),(3,27),-0.108024 # DEPENDENCYPART_TRISIBL
(3,11),(3,15),(3,28),-0.0363716 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,11),(3,27),(3,28),-0.0276601 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,12),(3,15),(3,27),-0.0933311 # DEPENDENCYPART_TRISIBL
(3,12),(3,15),(3,28),-0.165094 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,12),(3,27),(3,28),-0.0655041 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,15),(3,27),(3,28),-0.304943 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,2),(3,1),-0.264409 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,2),(3,-1),-0.474263 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,1),(3,-1),-0.17771 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,2),(3,1),(3,-1),-0.255861 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,6),(5,7),-0.124179 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,9),-0.0947592 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,11),-0.100911 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,16),-0.0480401 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,28),-0.109674 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,7),(5,9),-0.0518858 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,11),-0.129557 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,16),-0.0424589 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,28),-0.0811994 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,9),(5,11),-0.156694 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,16),-0.0528679 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,28),-0.102559 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,11),(5,16),-0.0470445 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,11),(5,28),-0.0929643 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,16),(5,28),-0.121326 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,6),(5,7),(5,9),-0.100489 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,11),-0.0648741 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,16),-0.0299382 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,28),-0.183183 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,9),(5,11),-0.0554601 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,16),-0.0259826 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,28),-0.125124 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,11),(5,16),-0.0337654 # DEPENDENCYPART_TRISIBL
(5,6),(5,11),(5,28),-0.10709 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,16),(5,28),-0.106915 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,9),(5,11),-0.0935526 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,16),-0.0669622 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,28),-0.107995 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,11),(5,16),-0.0693453 # DEPENDENCYPART_TRISIBL
(5,7),(5,11),(5,28),-0.133292 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,16),(5,28),-0.0910284 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,11),(5,16),-0.069726 # DEPENDENCYPART_TRISIBL
(5,9),(5,11),(5,28),-0.118637 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,16),(5,28),-0.126859 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,11),(5,16),(5,28),-0.0928905 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,4),(5,3),-0.213188 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,4),(5,2),-0.157051 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,4),(5,1),-0.140389 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,4),(5,-1),-0.421046 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,3),(5,2),-0.237261 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,3),(5,1),-0.158885 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,3),(5,-1),-0.194127 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,2),(5,1),-0.264441 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,2),(5,-1),-0.482498 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,1),(5,-1),-0.185945 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,4),(5,3),(5,2),-0.0910112 # DEPENDENCYPART_TRISIBL
