# _root_ One customer , Dayna Brunsdon , says she spurned a color portrait for black and white because `` it 's more dramatic .
#goldHeads=2,7,2,5,2,2,0,9,7,12,12,9,9,13,14,15,9,20,20,17,22,20,7,
#predictedHeads=2,7,2,5,2,2,0,9,7,12,12,9,12,13,14,15,9,17,20,17,22,20,7,
(15,21),(21,19),-0.594202 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),0.156441 # DEPENDENCYPART_GRANDPAR
(15,22),(22,2),-0.672628 # DEPENDENCYPART_GRANDPAR
(15,22),(22,5),-0.659922 # DEPENDENCYPART_GRANDPAR
(15,22),(22,12),-0.720601 # DEPENDENCYPART_GRANDPAR
(15,22),(22,13),-0.731036 # DEPENDENCYPART_GRANDPAR
(15,22),(22,14),-0.956953 # DEPENDENCYPART_GRANDPAR
(15,22),(22,16),0.892614 # DEPENDENCYPART_GRANDPAR
(15,22),(22,17),0.341199 # DEPENDENCYPART_GRANDPAR
(15,22),(22,18),0.015639 # DEPENDENCYPART_GRANDPAR
(15,22),(22,19),-0.506402 # DEPENDENCYPART_GRANDPAR
(15,22),(22,20),0.179506 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),0.185476 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-1.12672 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-1.35777 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-1.35486 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.898276 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.065949 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.198691 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.23906 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),-0.320797 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),-0.28651 # DEPENDENCYPART_GRANDPAR
(16,20),(20,1),-1.38445 # DEPENDENCYPART_GRANDPAR
(16,20),(20,2),-1.36046 # DEPENDENCYPART_GRANDPAR
(16,20),(20,3),-1.49314 # DEPENDENCYPART_GRANDPAR
(16,20),(20,4),-1.35426 # DEPENDENCYPART_GRANDPAR
(16,20),(20,5),-1.27083 # DEPENDENCYPART_GRANDPAR
(16,20),(20,6),-1.4661 # DEPENDENCYPART_GRANDPAR
(16,20),(20,7),-1.3053 # DEPENDENCYPART_GRANDPAR
(16,20),(20,8),-1.28404 # DEPENDENCYPART_GRANDPAR
(16,20),(20,9),-1.35598 # DEPENDENCYPART_GRANDPAR
(16,20),(20,11),-1.26913 # DEPENDENCYPART_GRANDPAR
(16,20),(20,12),-1.27168 # DEPENDENCYPART_GRANDPAR
(16,20),(20,13),-1.24842 # DEPENDENCYPART_GRANDPAR
(16,20),(20,14),-1.33664 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),-1.25731 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-0.834789 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,17),0.0378569 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),-0.297586 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.0600683 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.290206 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.150608 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),-0.668976 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.778286 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.58227 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),-0.109181 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),-0.47194 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-1.27752 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,18),-0.180002 # DEPENDENCYPART_GRANDPAR
(17,13),(13,20),-0.120073 # DEPENDENCYPART_GRANDPAR
(17,13),(13,21),-0.229232 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.439332 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.109051 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),0.0889291 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),-0.305302 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-1.33048 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.159859 # DEPENDENCYPART_GRANDPAR
(17,14),(14,19),0.136983 # DEPENDENCYPART_GRANDPAR
(17,14),(14,20),-0.0639525 # DEPENDENCYPART_GRANDPAR
(17,14),(14,21),-0.237475 # DEPENDENCYPART_GRANDPAR
(17,14),(14,22),-0.387333 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.608583 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.30717 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.141874 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),0.141573 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-0.0634271 # DEPENDENCYPART_GRANDPAR
(17,15),(15,21),-0.216698 # DEPENDENCYPART_GRANDPAR
(17,15),(15,22),-0.3781 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.33047 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.159868 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.0639458 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),0.198201 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),0.109585 # DEPENDENCYPART_GRANDPAR
(17,20),(20,1),-1.39952 # DEPENDENCYPART_GRANDPAR
(17,20),(20,2),-1.40174 # DEPENDENCYPART_GRANDPAR
(17,20),(20,3),-1.53386 # DEPENDENCYPART_GRANDPAR
(17,20),(20,4),-1.26751 # DEPENDENCYPART_GRANDPAR
(17,20),(20,5),-1.27016 # DEPENDENCYPART_GRANDPAR
(17,20),(20,6),-1.52707 # DEPENDENCYPART_GRANDPAR
(17,20),(20,7),-0.909996 # DEPENDENCYPART_GRANDPAR
(17,20),(20,8),-1.03216 # DEPENDENCYPART_GRANDPAR
(17,20),(20,9),-0.938229 # DEPENDENCYPART_GRANDPAR
(17,20),(20,11),-1.19023 # DEPENDENCYPART_GRANDPAR
(17,20),(20,12),-1.08618 # DEPENDENCYPART_GRANDPAR
(17,20),(20,13),-0.920584 # DEPENDENCYPART_GRANDPAR
(17,20),(20,14),-1.0558 # DEPENDENCYPART_GRANDPAR
(17,20),(20,15),-0.597277 # DEPENDENCYPART_GRANDPAR
(17,20),(20,16),-0.918455 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-0.701373 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,18),0.342878 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),1.02734 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),0.696901 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),0.63181 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),-0.229588 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),0.703367 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),0.14064 # DEPENDENCYPART_GRANDPAR
(17,22),(22,2),-1.46153 # DEPENDENCYPART_GRANDPAR
(17,22),(22,5),-1.29599 # DEPENDENCYPART_GRANDPAR
(17,22),(22,12),-1.14597 # DEPENDENCYPART_GRANDPAR
(17,22),(22,13),-0.833603 # DEPENDENCYPART_GRANDPAR
(17,22),(22,14),-1.06397 # DEPENDENCYPART_GRANDPAR
(17,22),(22,16),-0.926888 # DEPENDENCYPART_GRANDPAR
(17,22),(22,17),-0.770981 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,22),(22,18),0.342821 # DEPENDENCYPART_GRANDPAR
(17,22),(22,19),0.716166 # DEPENDENCYPART_GRANDPAR
(17,22),(22,20),0.66817 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),0.459544 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.864933 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,22),-0.450502 # DEPENDENCYPART_GRANDPAR
(19,22),(22,2),-0.542768 # DEPENDENCYPART_GRANDPAR
(19,22),(22,5),-0.946914 # DEPENDENCYPART_GRANDPAR
(19,22),(22,12),-0.656868 # DEPENDENCYPART_GRANDPAR
(19,22),(22,13),-0.738261 # DEPENDENCYPART_GRANDPAR
(19,22),(22,14),-0.885532 # DEPENDENCYPART_GRANDPAR
(19,22),(22,16),-0.85019 # DEPENDENCYPART_GRANDPAR
(19,22),(22,17),-0.717235 # DEPENDENCYPART_GRANDPAR
(19,22),(22,18),-0.854757 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-0.927352 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,20),-0.0746329 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),-0.181483 # DEPENDENCYPART_GRANDPAR
(20,1),(1,2),-0.514204 # DEPENDENCYPART_GRANDPAR
(20,1),(1,3),-0.377854 # DEPENDENCYPART_GRANDPAR
(20,1),(1,4),-0.576767 # DEPENDENCYPART_GRANDPAR
(20,1),(1,5),-0.487502 # DEPENDENCYPART_GRANDPAR
(20,1),(1,6),-0.455469 # DEPENDENCYPART_GRANDPAR
(20,1),(1,7),-0.0512387 # DEPENDENCYPART_GRANDPAR
(20,1),(1,9),-0.246097 # DEPENDENCYPART_GRANDPAR
(20,2),(2,1),-0.356119 # DEPENDENCYPART_GRANDPAR
(20,2),(2,3),-0.187093 # DEPENDENCYPART_GRANDPAR
(20,2),(2,4),-0.428612 # DEPENDENCYPART_GRANDPAR
(20,2),(2,5),-0.339346 # DEPENDENCYPART_GRANDPAR
(20,2),(2,6),-0.264709 # DEPENDENCYPART_GRANDPAR
(20,2),(2,7),0.0829512 # DEPENDENCYPART_GRANDPAR
(20,2),(2,8),-0.435286 # DEPENDENCYPART_GRANDPAR
(20,2),(2,9),-0.0753679 # DEPENDENCYPART_GRANDPAR
(20,2),(2,11),-0.331051 # DEPENDENCYPART_GRANDPAR
(20,2),(2,12),-0.298146 # DEPENDENCYPART_GRANDPAR
(20,2),(2,13),-0.207143 # DEPENDENCYPART_GRANDPAR
(20,2),(2,14),-0.168272 # DEPENDENCYPART_GRANDPAR
(20,2),(2,15),-0.334445 # DEPENDENCYPART_GRANDPAR
(20,2),(2,16),-0.174309 # DEPENDENCYPART_GRANDPAR
(20,2),(2,23),-0.463785 # DEPENDENCYPART_GRANDPAR
(20,3),(3,2),-0.681109 # DEPENDENCYPART_GRANDPAR
(20,4),(4,1),-0.498416 # DEPENDENCYPART_GRANDPAR
(20,4),(4,2),-0.658247 # DEPENDENCYPART_GRANDPAR
(20,4),(4,3),-0.378622 # DEPENDENCYPART_GRANDPAR
(20,4),(4,5),-0.268412 # DEPENDENCYPART_GRANDPAR
(20,4),(4,6),-0.252781 # DEPENDENCYPART_GRANDPAR
(20,4),(4,7),0.0415973 # DEPENDENCYPART_GRANDPAR
(20,4),(4,8),-0.260611 # DEPENDENCYPART_GRANDPAR
(20,4),(4,9),-0.0294569 # DEPENDENCYPART_GRANDPAR
(20,4),(4,12),-0.192882 # DEPENDENCYPART_GRANDPAR
(20,5),(5,1),-0.498416 # DEPENDENCYPART_GRANDPAR
(20,5),(5,2),-0.658247 # DEPENDENCYPART_GRANDPAR
(20,5),(5,3),-0.378622 # DEPENDENCYPART_GRANDPAR
(20,5),(5,4),-0.55994 # DEPENDENCYPART_GRANDPAR
(20,5),(5,6),-0.252781 # DEPENDENCYPART_GRANDPAR
(20,5),(5,7),0.0415973 # DEPENDENCYPART_GRANDPAR
(20,5),(5,8),-0.260611 # DEPENDENCYPART_GRANDPAR
(20,5),(5,9),-0.0294569 # DEPENDENCYPART_GRANDPAR
(20,5),(5,12),-0.192882 # DEPENDENCYPART_GRANDPAR
(20,5),(5,14),-0.0598564 # DEPENDENCYPART_GRANDPAR
(20,5),(5,15),-0.236035 # DEPENDENCYPART_GRANDPAR
(20,6),(6,5),-0.504731 # DEPENDENCYPART_GRANDPAR
(20,7),(7,1),-0.584795 # DEPENDENCYPART_GRANDPAR
(20,7),(7,2),-0.7047 # DEPENDENCYPART_GRANDPAR
(20,7),(7,3),-0.407606 # DEPENDENCYPART_GRANDPAR
(20,7),(7,4),-0.662457 # DEPENDENCYPART_GRANDPAR
(20,7),(7,5),-0.573192 # DEPENDENCYPART_GRANDPAR
(20,7),(7,6),-0.485221 # DEPENDENCYPART_GRANDPAR
(20,7),(7,8),-0.309054 # DEPENDENCYPART_GRANDPAR
(20,7),(7,9),-0.199073 # DEPENDENCYPART_GRANDPAR
(20,7),(7,11),-0.477494 # DEPENDENCYPART_GRANDPAR
(20,7),(7,12),-0.451531 # DEPENDENCYPART_GRANDPAR
(20,7),(7,13),-0.320285 # DEPENDENCYPART_GRANDPAR
(20,7),(7,14),-0.296693 # DEPENDENCYPART_GRANDPAR
(20,7),(7,15),-0.479376 # DEPENDENCYPART_GRANDPAR
(20,7),(7,16),-0.268518 # DEPENDENCYPART_GRANDPAR
(20,7),(7,17),-0.34392 # DEPENDENCYPART_GRANDPAR
(20,7),(7,18),-0.497966 # DEPENDENCYPART_GRANDPAR
(20,7),(7,20),-1.14414 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,7),(7,21),0.315042 # DEPENDENCYPART_GRANDPAR
(20,7),(7,22),-0.149841 # DEPENDENCYPART_GRANDPAR
(20,7),(7,23),-0.473842 # DEPENDENCYPART_GRANDPAR
(20,8),(8,5),-0.577015 # DEPENDENCYPART_GRANDPAR
(20,8),(8,7),-0.00830216 # DEPENDENCYPART_GRANDPAR
(20,8),(8,9),-0.269249 # DEPENDENCYPART_GRANDPAR
(20,9),(9,1),-0.437942 # DEPENDENCYPART_GRANDPAR
(20,9),(9,2),-0.672028 # DEPENDENCYPART_GRANDPAR
(20,9),(9,3),-0.408464 # DEPENDENCYPART_GRANDPAR
(20,9),(9,4),-0.580027 # DEPENDENCYPART_GRANDPAR
(20,9),(9,5),-0.490762 # DEPENDENCYPART_GRANDPAR
(20,9),(9,6),-0.486079 # DEPENDENCYPART_GRANDPAR
(20,9),(9,7),-0.18248 # DEPENDENCYPART_GRANDPAR
(20,9),(9,8),-0.262374 # DEPENDENCYPART_GRANDPAR
(20,9),(9,10),-0.798008 # DEPENDENCYPART_GRANDPAR
(20,9),(9,11),-0.456797 # DEPENDENCYPART_GRANDPAR
(20,9),(9,12),-0.419751 # DEPENDENCYPART_GRANDPAR
(20,9),(9,13),-0.194452 # DEPENDENCYPART_GRANDPAR
(20,9),(9,14),-0.280638 # DEPENDENCYPART_GRANDPAR
(20,9),(9,15),-0.395976 # DEPENDENCYPART_GRANDPAR
(20,9),(9,16),-0.261624 # DEPENDENCYPART_GRANDPAR
(20,9),(9,17),-0.13784 # DEPENDENCYPART_GRANDPAR
(20,9),(9,18),-0.646996 # DEPENDENCYPART_GRANDPAR
(20,9),(9,19),0.101138 # DEPENDENCYPART_GRANDPAR
(20,9),(9,20),-1.01634 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,9),(9,21),0.4432 # DEPENDENCYPART_GRANDPAR
(20,9),(9,22),-0.062913 # DEPENDENCYPART_GRANDPAR
(20,9),(9,23),-0.212829 # DEPENDENCYPART_GRANDPAR
(20,11),(11,10),-0.791893 # DEPENDENCYPART_GRANDPAR
(20,11),(11,12),-0.316756 # DEPENDENCYPART_GRANDPAR
(20,11),(11,13),-0.211945 # DEPENDENCYPART_GRANDPAR
(20,11),(11,14),-0.179576 # DEPENDENCYPART_GRANDPAR
(20,11),(11,15),-0.355581 # DEPENDENCYPART_GRANDPAR
(20,11),(11,17),-0.192824 # DEPENDENCYPART_GRANDPAR
(20,11),(11,20),-1.11595 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,12),(12,1),-0.365874 # DEPENDENCYPART_GRANDPAR
(20,12),(12,2),-0.651835 # DEPENDENCYPART_GRANDPAR
(20,12),(12,3),-0.403224 # DEPENDENCYPART_GRANDPAR
(20,12),(12,4),-0.590623 # DEPENDENCYPART_GRANDPAR
(20,12),(12,5),-0.501358 # DEPENDENCYPART_GRANDPAR
(20,12),(12,6),-0.48084 # DEPENDENCYPART_GRANDPAR
(20,12),(12,7),-0.0818099 # DEPENDENCYPART_GRANDPAR
(20,12),(12,8),-0.407235 # DEPENDENCYPART_GRANDPAR
(20,12),(12,9),-0.323854 # DEPENDENCYPART_GRANDPAR
(20,12),(12,10),-0.809544 # DEPENDENCYPART_GRANDPAR
(20,12),(12,11),-0.506342 # DEPENDENCYPART_GRANDPAR
(20,12),(12,13),-0.215277 # DEPENDENCYPART_GRANDPAR
(20,12),(12,14),-0.174709 # DEPENDENCYPART_GRANDPAR
(20,12),(12,15),-0.341152 # DEPENDENCYPART_GRANDPAR
(20,12),(12,16),-0.180746 # DEPENDENCYPART_GRANDPAR
(20,12),(12,17),-0.196212 # DEPENDENCYPART_GRANDPAR
(20,12),(12,18),-0.581238 # DEPENDENCYPART_GRANDPAR
(20,12),(12,20),-1.12616 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,12),(12,21),0.29022 # DEPENDENCYPART_GRANDPAR
(20,12),(12,22),-0.236154 # DEPENDENCYPART_GRANDPAR
(20,13),(13,12),-0.551201 # DEPENDENCYPART_GRANDPAR
(20,13),(13,14),-0.285955 # DEPENDENCYPART_GRANDPAR
(20,13),(13,15),-0.25713 # DEPENDENCYPART_GRANDPAR
(20,13),(13,16),-0.260787 # DEPENDENCYPART_GRANDPAR
(20,13),(13,17),0.0235475 # DEPENDENCYPART_GRANDPAR
(20,13),(13,18),-0.555272 # DEPENDENCYPART_GRANDPAR
(20,13),(13,20),-1.25499 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,13),(13,21),0.263788 # DEPENDENCYPART_GRANDPAR
(20,14),(14,12),-0.699031 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),-0.383421 # DEPENDENCYPART_GRANDPAR
(20,14),(14,15),-0.139372 # DEPENDENCYPART_GRANDPAR
(20,14),(14,16),-0.192289 # DEPENDENCYPART_GRANDPAR
(20,14),(14,17),-0.0893192 # DEPENDENCYPART_GRANDPAR
(20,14),(14,18),-0.573547 # DEPENDENCYPART_GRANDPAR
(20,14),(14,19),-0.0647466 # DEPENDENCYPART_GRANDPAR
(20,14),(14,20),-1.0409 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,14),(14,21),0.388635 # DEPENDENCYPART_GRANDPAR
(20,14),(14,22),-0.0990533 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),-0.638755 # DEPENDENCYPART_GRANDPAR
(20,15),(15,17),-0.591782 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),-0.913792 # DEPENDENCYPART_GRANDPAR
(20,15),(15,19),-0.384587 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-1.18537 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,21),0.267617 # DEPENDENCYPART_GRANDPAR
(20,15),(15,22),-0.237801 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),-0.0938223 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),-0.578678 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-1.04103 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,13),-0.155646 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),-0.189969 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),-0.380788 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),-0.140404 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),-0.529495 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),-0.0868177 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-1.26378 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,21),0.257161 # DEPENDENCYPART_GRANDPAR
(20,17),(17,22),-0.254094 # DEPENDENCYPART_GRANDPAR
(20,19),(19,21),0.438391 # DEPENDENCYPART_GRANDPAR
(20,19),(19,22),-0.0528258 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.508793 # DEPENDENCYPART_GRANDPAR
(20,21),(21,22),0.354003 # DEPENDENCYPART_GRANDPAR
(20,22),(22,2),-1.05609 # DEPENDENCYPART_GRANDPAR
(20,22),(22,5),-0.916156 # DEPENDENCYPART_GRANDPAR
(20,22),(22,12),-0.868079 # DEPENDENCYPART_GRANDPAR
(20,22),(22,13),-0.393098 # DEPENDENCYPART_GRANDPAR
(20,22),(22,14),-0.643341 # DEPENDENCYPART_GRANDPAR
(20,22),(22,16),-0.620129 # DEPENDENCYPART_GRANDPAR
(20,22),(22,17),-0.386082 # DEPENDENCYPART_GRANDPAR
(20,22),(22,18),-0.68006 # DEPENDENCYPART_GRANDPAR
(20,22),(22,19),-0.420501 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-0.5527 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),1.06357 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),0.0862762 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-1.15127 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,22),-0.458715 # DEPENDENCYPART_GRANDPAR
(21,22),(22,2),-1.09597 # DEPENDENCYPART_GRANDPAR
(21,22),(22,5),-1.09819 # DEPENDENCYPART_GRANDPAR
(21,22),(22,12),-0.953022 # DEPENDENCYPART_GRANDPAR
(21,22),(22,13),-0.771107 # DEPENDENCYPART_GRANDPAR
(21,22),(22,14),-0.800558 # DEPENDENCYPART_GRANDPAR
(21,22),(22,16),-0.773964 # DEPENDENCYPART_GRANDPAR
(21,22),(22,17),-0.660604 # DEPENDENCYPART_GRANDPAR
(21,22),(22,18),-0.818782 # DEPENDENCYPART_GRANDPAR
(21,22),(22,19),-0.710103 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-0.606934 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-0.601658 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,2),(2,1),-0.204953 # DEPENDENCYPART_GRANDPAR
(22,2),(2,3),-0.586813 # DEPENDENCYPART_GRANDPAR
(22,2),(2,4),-0.264718 # DEPENDENCYPART_GRANDPAR
(22,2),(2,5),-0.139256 # DEPENDENCYPART_GRANDPAR
(22,2),(2,6),-0.496392 # DEPENDENCYPART_GRANDPAR
(22,2),(2,7),-0.184537 # DEPENDENCYPART_GRANDPAR
(22,2),(2,8),-0.261261 # DEPENDENCYPART_GRANDPAR
(22,2),(2,9),-0.201019 # DEPENDENCYPART_GRANDPAR
(22,2),(2,11),-0.357053 # DEPENDENCYPART_GRANDPAR
(22,2),(2,12),-0.335408 # DEPENDENCYPART_GRANDPAR
(22,2),(2,13),-0.128267 # DEPENDENCYPART_GRANDPAR
(22,2),(2,14),-0.244914 # DEPENDENCYPART_GRANDPAR
(22,2),(2,15),-0.119073 # DEPENDENCYPART_GRANDPAR
(22,2),(2,16),-0.227284 # DEPENDENCYPART_GRANDPAR
(22,2),(2,23),-0.753813 # DEPENDENCYPART_GRANDPAR
(22,5),(5,1),-0.26444 # DEPENDENCYPART_GRANDPAR
(22,5),(5,2),-0.297269 # DEPENDENCYPART_GRANDPAR
(22,5),(5,3),-0.371814 # DEPENDENCYPART_GRANDPAR
(22,5),(5,4),-0.193233 # DEPENDENCYPART_GRANDPAR
(22,5),(5,6),-0.378562 # DEPENDENCYPART_GRANDPAR
(22,5),(5,7),-0.177109 # DEPENDENCYPART_GRANDPAR
(22,5),(5,8),-0.111298 # DEPENDENCYPART_GRANDPAR
(22,5),(5,9),-0.182719 # DEPENDENCYPART_GRANDPAR
(22,5),(5,12),-0.245603 # DEPENDENCYPART_GRANDPAR
(22,5),(5,14),-0.129884 # DEPENDENCYPART_GRANDPAR
(22,5),(5,15),-0.0220019 # DEPENDENCYPART_GRANDPAR
(22,12),(12,1),-0.207776 # DEPENDENCYPART_GRANDPAR
(22,12),(12,2),-0.179499 # DEPENDENCYPART_GRANDPAR
(22,12),(12,3),-0.404609 # DEPENDENCYPART_GRANDPAR
(22,12),(12,4),-0.193086 # DEPENDENCYPART_GRANDPAR
(22,12),(12,5),-0.0676237 # DEPENDENCYPART_GRANDPAR
(22,12),(12,6),-0.314187 # DEPENDENCYPART_GRANDPAR
(22,12),(12,7),-0.121604 # DEPENDENCYPART_GRANDPAR
(22,12),(12,8),-0.156827 # DEPENDENCYPART_GRANDPAR
(22,12),(12,9),-0.201699 # DEPENDENCYPART_GRANDPAR
(22,12),(12,10),-0.0338056 # DEPENDENCYPART_GRANDPAR
(22,12),(12,11),-0.195665 # DEPENDENCYPART_GRANDPAR
(22,12),(12,13),-0.129246 # DEPENDENCYPART_GRANDPAR
(22,12),(12,14),-0.244425 # DEPENDENCYPART_GRANDPAR
(22,12),(12,15),-0.11927 # DEPENDENCYPART_GRANDPAR
(22,12),(12,16),-0.226795 # DEPENDENCYPART_GRANDPAR
(22,12),(12,17),-0.015711 # DEPENDENCYPART_GRANDPAR
(22,12),(12,18),-0.30117 # DEPENDENCYPART_GRANDPAR
(22,12),(12,20),0.00697389 # DEPENDENCYPART_GRANDPAR
(22,12),(12,21),-0.245704 # DEPENDENCYPART_GRANDPAR
(22,12),(12,22),-1.40927 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,13),(13,12),-0.0902221 # DEPENDENCYPART_GRANDPAR
(22,13),(13,14),-0.353041 # DEPENDENCYPART_GRANDPAR
(22,13),(13,15),-0.155176 # DEPENDENCYPART_GRANDPAR
(22,13),(13,16),-0.296759 # DEPENDENCYPART_GRANDPAR
(22,13),(13,17),0.162997 # DEPENDENCYPART_GRANDPAR
(22,13),(13,18),-0.269692 # DEPENDENCYPART_GRANDPAR
(22,13),(13,20),-0.171395 # DEPENDENCYPART_GRANDPAR
(22,13),(13,21),-0.229796 # DEPENDENCYPART_GRANDPAR
(22,14),(14,12),-0.147203 # DEPENDENCYPART_GRANDPAR
(22,14),(14,13),-0.022904 # DEPENDENCYPART_GRANDPAR
(22,14),(14,15),0.0436901 # DEPENDENCYPART_GRANDPAR
(22,14),(14,16),-0.19801 # DEPENDENCYPART_GRANDPAR
(22,14),(14,17),0.0360085 # DEPENDENCYPART_GRANDPAR
(22,14),(14,18),-0.245282 # DEPENDENCYPART_GRANDPAR
(22,14),(14,19),-0.152183 # DEPENDENCYPART_GRANDPAR
(22,14),(14,20),-0.200704 # DEPENDENCYPART_GRANDPAR
(22,14),(14,21),-0.0251055 # DEPENDENCYPART_GRANDPAR
(22,14),(14,22),-1.38881 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,16),(16,17),0.0369919 # DEPENDENCYPART_GRANDPAR
(22,16),(16,18),-0.245106 # DEPENDENCYPART_GRANDPAR
(22,16),(16,20),-0.199997 # DEPENDENCYPART_GRANDPAR
(22,17),(17,13),-0.221586 # DEPENDENCYPART_GRANDPAR
(22,17),(17,14),-0.131725 # DEPENDENCYPART_GRANDPAR
(22,17),(17,15),-0.210825 # DEPENDENCYPART_GRANDPAR
(22,17),(17,16),-0.075549 # DEPENDENCYPART_GRANDPAR
(22,17),(17,18),-0.246857 # DEPENDENCYPART_GRANDPAR
(22,17),(17,19),-0.202349 # DEPENDENCYPART_GRANDPAR
(22,17),(17,20),-0.108288 # DEPENDENCYPART_GRANDPAR
