# _root_ Fewer people said they were working up a sweat with such activities as jogging , tennis , swimming and aerobics .
#goldHeads=2,3,0,5,3,5,6,9,6,6,12,10,12,19,19,19,19,19,13,19,3,
#predictedHeads=2,3,0,5,3,5,6,9,6,9,12,10,12,19,19,19,19,19,13,19,3,
(19,18),(19,16),(19,8),0.00106146 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,6),-0.222616 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,5),-0.223373 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,4),-0.045907 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,3),-0.246775 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,2),-0.166705 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,-1),-0.0632479 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,15),(19,14),0.0974043 # DEPENDENCYPART_TRISIBL
(19,18),(19,15),(19,13),-0.0753376 # DEPENDENCYPART_TRISIBL
(19,18),(19,15),(19,12),0.0968086 # DEPENDENCYPART_TRISIBL
(19,18),(19,15),(19,11),-0.00576081 # DEPENDENCYPART_TRISIBL
(19,18),(19,15),(19,10),-0.104404 # DEPENDENCYPART_TRISIBL
(19,18),(19,15),(19,9),0.102608 # DEPENDENCYPART_TRISIBL
(19,18),(19,15),(19,8),-0.032388 # DEPENDENCYPART_TRISIBL
(19,18),(19,15),(19,6),-0.238699 # DEPENDENCYPART_TRISIBL
(19,18),(19,15),(19,5),-0.23784 # DEPENDENCYPART_TRISIBL
(19,18),(19,15),(19,4),-0.104118 # DEPENDENCYPART_TRISIBL
(19,18),(19,15),(19,3),-0.280683 # DEPENDENCYPART_TRISIBL
(19,18),(19,15),(19,2),0.105345 # DEPENDENCYPART_TRISIBL
(19,18),(19,15),(19,-1),-0.289306 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,14),(19,13),-0.191149 # DEPENDENCYPART_TRISIBL
(19,18),(19,14),(19,12),-0.172579 # DEPENDENCYPART_TRISIBL
(19,18),(19,14),(19,11),0.0334107 # DEPENDENCYPART_TRISIBL
(19,18),(19,14),(19,10),-0.212354 # DEPENDENCYPART_TRISIBL
(19,18),(19,14),(19,9),-0.168158 # DEPENDENCYPART_TRISIBL
(19,18),(19,14),(19,8),0.00106146 # DEPENDENCYPART_TRISIBL
(19,18),(19,14),(19,6),-0.222616 # DEPENDENCYPART_TRISIBL
(19,18),(19,14),(19,5),-0.223373 # DEPENDENCYPART_TRISIBL
(19,18),(19,14),(19,4),-0.045907 # DEPENDENCYPART_TRISIBL
(19,18),(19,14),(19,3),-0.246775 # DEPENDENCYPART_TRISIBL
(19,18),(19,14),(19,2),-0.166705 # DEPENDENCYPART_TRISIBL
(19,18),(19,14),(19,-1),-0.0630139 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,13),(19,12),-0.163966 # DEPENDENCYPART_TRISIBL
(19,18),(19,13),(19,11),-0.0271668 # DEPENDENCYPART_TRISIBL
(19,18),(19,13),(19,10),-0.153085 # DEPENDENCYPART_TRISIBL
(19,18),(19,13),(19,9),-0.159961 # DEPENDENCYPART_TRISIBL
(19,18),(19,13),(19,8),0.0160888 # DEPENDENCYPART_TRISIBL
(19,18),(19,13),(19,6),-0.250229 # DEPENDENCYPART_TRISIBL
(19,18),(19,13),(19,5),-0.250969 # DEPENDENCYPART_TRISIBL
(19,18),(19,13),(19,4),-0.101826 # DEPENDENCYPART_TRISIBL
(19,18),(19,13),(19,3),-0.273181 # DEPENDENCYPART_TRISIBL
(19,18),(19,13),(19,2),-0.158182 # DEPENDENCYPART_TRISIBL
(19,18),(19,13),(19,-1),-0.0349438 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,12),(19,11),0.0334048 # DEPENDENCYPART_TRISIBL
(19,18),(19,12),(19,10),-0.212354 # DEPENDENCYPART_TRISIBL
(19,18),(19,12),(19,9),-0.168161 # DEPENDENCYPART_TRISIBL
(19,18),(19,12),(19,8),0.000543587 # DEPENDENCYPART_TRISIBL
(19,18),(19,12),(19,6),-0.222616 # DEPENDENCYPART_TRISIBL
(19,18),(19,12),(19,5),-0.223373 # DEPENDENCYPART_TRISIBL
(19,18),(19,12),(19,4),-0.045907 # DEPENDENCYPART_TRISIBL
(19,18),(19,12),(19,3),-0.246775 # DEPENDENCYPART_TRISIBL
(19,18),(19,12),(19,2),-0.166708 # DEPENDENCYPART_TRISIBL
(19,18),(19,12),(19,-1),-0.0630914 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,11),(19,10),-0.133403 # DEPENDENCYPART_TRISIBL
(19,18),(19,11),(19,9),-0.119586 # DEPENDENCYPART_TRISIBL
(19,18),(19,11),(19,8),0.14397 # DEPENDENCYPART_TRISIBL
(19,18),(19,11),(19,6),-0.217811 # DEPENDENCYPART_TRISIBL
(19,18),(19,11),(19,5),-0.218564 # DEPENDENCYPART_TRISIBL
(19,18),(19,11),(19,4),-0.104816 # DEPENDENCYPART_TRISIBL
(19,18),(19,11),(19,3),-0.241549 # DEPENDENCYPART_TRISIBL
(19,18),(19,11),(19,2),-0.11772 # DEPENDENCYPART_TRISIBL
(19,18),(19,11),(19,-1),-0.0159836 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,10),(19,9),-0.15683 # DEPENDENCYPART_TRISIBL
(19,18),(19,10),(19,8),0.0160681 # DEPENDENCYPART_TRISIBL
(19,18),(19,10),(19,6),-0.249003 # DEPENDENCYPART_TRISIBL
(19,18),(19,10),(19,5),-0.249743 # DEPENDENCYPART_TRISIBL
(19,18),(19,10),(19,4),-0.0991849 # DEPENDENCYPART_TRISIBL
(19,18),(19,10),(19,3),-0.271955 # DEPENDENCYPART_TRISIBL
(19,18),(19,10),(19,2),-0.155051 # DEPENDENCYPART_TRISIBL
(19,18),(19,10),(19,-1),-0.0611894 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,9),(19,8),0.000886485 # DEPENDENCYPART_TRISIBL
(19,18),(19,9),(19,6),-0.222616 # DEPENDENCYPART_TRISIBL
(19,18),(19,9),(19,5),-0.223373 # DEPENDENCYPART_TRISIBL
(19,18),(19,9),(19,4),-0.045907 # DEPENDENCYPART_TRISIBL
(19,18),(19,9),(19,3),-0.246775 # DEPENDENCYPART_TRISIBL
(19,18),(19,9),(19,2),-0.166705 # DEPENDENCYPART_TRISIBL
(19,18),(19,9),(19,-1),-0.0630139 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,8),(19,6),-0.228917 # DEPENDENCYPART_TRISIBL
(19,18),(19,8),(19,5),-0.2296 # DEPENDENCYPART_TRISIBL
(19,18),(19,8),(19,4),-0.0910169 # DEPENDENCYPART_TRISIBL
(19,18),(19,8),(19,3),-0.251635 # DEPENDENCYPART_TRISIBL
(19,18),(19,8),(19,2),-0.170036 # DEPENDENCYPART_TRISIBL
(19,18),(19,8),(19,-1),0.0485681 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,6),(19,5),-0.272502 # DEPENDENCYPART_TRISIBL
(19,18),(19,6),(19,4),-0.110218 # DEPENDENCYPART_TRISIBL
(19,18),(19,6),(19,3),-0.294747 # DEPENDENCYPART_TRISIBL
(19,18),(19,6),(19,2),-0.160628 # DEPENDENCYPART_TRISIBL
(19,18),(19,6),(19,-1),-0.114011 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,5),(19,4),-0.110399 # DEPENDENCYPART_TRISIBL
(19,18),(19,5),(19,3),-0.294761 # DEPENDENCYPART_TRISIBL
(19,18),(19,5),(19,2),-0.161073 # DEPENDENCYPART_TRISIBL
(19,18),(19,5),(19,-1),-0.122796 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,4),(19,3),-0.244878 # DEPENDENCYPART_TRISIBL
(19,18),(19,4),(19,2),-0.132665 # DEPENDENCYPART_TRISIBL
(19,18),(19,4),(19,-1),0.0138144 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,3),(19,2),-0.158857 # DEPENDENCYPART_TRISIBL
(19,18),(19,3),(19,-1),-0.134358 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,2),(19,-1),-0.0675868 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,16),(19,15),0.0963797 # DEPENDENCYPART_TRISIBL
(19,17),(19,16),(19,14),-0.0271091 # DEPENDENCYPART_TRISIBL
(19,17),(19,16),(19,13),-0.151264 # DEPENDENCYPART_TRISIBL
(19,17),(19,16),(19,12),-0.0271302 # DEPENDENCYPART_TRISIBL
(19,17),(19,16),(19,11),0.0676954 # DEPENDENCYPART_TRISIBL
(19,17),(19,16),(19,10),-0.164195 # DEPENDENCYPART_TRISIBL
(19,17),(19,16),(19,9),-0.0271093 # DEPENDENCYPART_TRISIBL
(19,17),(19,16),(19,8),-0.0318497 # DEPENDENCYPART_TRISIBL
(19,17),(19,16),(19,6),-0.13019 # DEPENDENCYPART_TRISIBL
(19,17),(19,16),(19,5),-0.131907 # DEPENDENCYPART_TRISIBL
(19,17),(19,16),(19,4),0.031502 # DEPENDENCYPART_TRISIBL
(19,17),(19,16),(19,3),-0.135029 # DEPENDENCYPART_TRISIBL
(19,17),(19,16),(19,2),-0.0327666 # DEPENDENCYPART_TRISIBL
(19,17),(19,16),(19,-1),-0.0287681 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,15),(19,14),-0.102132 # DEPENDENCYPART_TRISIBL
(19,17),(19,15),(19,13),-0.10319 # DEPENDENCYPART_TRISIBL
(19,17),(19,15),(19,12),-0.102146 # DEPENDENCYPART_TRISIBL
(19,17),(19,15),(19,11),-0.040578 # DEPENDENCYPART_TRISIBL
(19,17),(19,15),(19,10),-0.115749 # DEPENDENCYPART_TRISIBL
(19,17),(19,15),(19,9),-0.102132 # DEPENDENCYPART_TRISIBL
(19,17),(19,15),(19,8),-0.0462405 # DEPENDENCYPART_TRISIBL
(19,17),(19,15),(19,6),-0.132393 # DEPENDENCYPART_TRISIBL
(19,17),(19,15),(19,5),-0.134008 # DEPENDENCYPART_TRISIBL
(19,17),(19,15),(19,4),-0.0187092 # DEPENDENCYPART_TRISIBL
(19,17),(19,15),(19,3),-0.13589 # DEPENDENCYPART_TRISIBL
(19,17),(19,15),(19,2),-0.107757 # DEPENDENCYPART_TRISIBL
(19,17),(19,15),(19,-1),-0.136781 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,14),(19,13),-0.151264 # DEPENDENCYPART_TRISIBL
(19,17),(19,14),(19,12),-0.0271302 # DEPENDENCYPART_TRISIBL
(19,17),(19,14),(19,11),0.0676954 # DEPENDENCYPART_TRISIBL
(19,17),(19,14),(19,10),-0.164195 # DEPENDENCYPART_TRISIBL
(19,17),(19,14),(19,9),-0.0271093 # DEPENDENCYPART_TRISIBL
(19,17),(19,14),(19,8),-0.0318497 # DEPENDENCYPART_TRISIBL
(19,17),(19,14),(19,6),-0.13019 # DEPENDENCYPART_TRISIBL
(19,17),(19,14),(19,5),-0.131907 # DEPENDENCYPART_TRISIBL
(19,17),(19,14),(19,4),0.031502 # DEPENDENCYPART_TRISIBL
(19,17),(19,14),(19,3),-0.135029 # DEPENDENCYPART_TRISIBL
(19,17),(19,14),(19,2),-0.0327666 # DEPENDENCYPART_TRISIBL
(19,17),(19,14),(19,-1),-0.0287679 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,13),(19,12),-0.0547037 # DEPENDENCYPART_TRISIBL
(19,17),(19,13),(19,11),-0.0376842 # DEPENDENCYPART_TRISIBL
(19,17),(19,13),(19,10),0.0146809 # DEPENDENCYPART_TRISIBL
(19,17),(19,13),(19,9),-0.0546898 # DEPENDENCYPART_TRISIBL
(19,17),(19,13),(19,8),-0.0498391 # DEPENDENCYPART_TRISIBL
(19,17),(19,13),(19,6),-0.158165 # DEPENDENCYPART_TRISIBL
(19,17),(19,13),(19,5),-0.15978 # DEPENDENCYPART_TRISIBL
(19,17),(19,13),(19,4),-0.0211239 # DEPENDENCYPART_TRISIBL
(19,17),(19,13),(19,3),-0.159739 # DEPENDENCYPART_TRISIBL
(19,17),(19,13),(19,2),-0.0603152 # DEPENDENCYPART_TRISIBL
(19,17),(19,13),(19,-1),-0.0204953 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,12),(19,11),0.067695 # DEPENDENCYPART_TRISIBL
(19,17),(19,12),(19,10),-0.164203 # DEPENDENCYPART_TRISIBL
(19,17),(19,12),(19,9),-0.0271093 # DEPENDENCYPART_TRISIBL
(19,17),(19,12),(19,8),-0.0318545 # DEPENDENCYPART_TRISIBL
(19,17),(19,12),(19,6),-0.13019 # DEPENDENCYPART_TRISIBL
(19,17),(19,12),(19,5),-0.131907 # DEPENDENCYPART_TRISIBL
(19,17),(19,12),(19,4),0.0315018 # DEPENDENCYPART_TRISIBL
(19,17),(19,12),(19,3),-0.135029 # DEPENDENCYPART_TRISIBL
(19,17),(19,12),(19,2),-0.0327666 # DEPENDENCYPART_TRISIBL
(19,17),(19,12),(19,-1),-0.0292576 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,11),(19,10),-0.0387371 # DEPENDENCYPART_TRISIBL
(19,17),(19,11),(19,9),-0.0707364 # DEPENDENCYPART_TRISIBL
(19,17),(19,11),(19,8),-0.0498072 # DEPENDENCYPART_TRISIBL
(19,17),(19,11),(19,6),-0.162472 # DEPENDENCYPART_TRISIBL
(19,17),(19,11),(19,5),-0.164087 # DEPENDENCYPART_TRISIBL
(19,17),(19,11),(19,4),-0.0466757 # DEPENDENCYPART_TRISIBL
(19,17),(19,11),(19,3),-0.165962 # DEPENDENCYPART_TRISIBL
(19,17),(19,11),(19,2),-0.0763618 # DEPENDENCYPART_TRISIBL
(19,17),(19,11),(19,-1),0.061439 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,10),(19,9),-0.0545451 # DEPENDENCYPART_TRISIBL
(19,17),(19,10),(19,8),-0.0498394 # DEPENDENCYPART_TRISIBL
(19,17),(19,10),(19,6),-0.159214 # DEPENDENCYPART_TRISIBL
(19,17),(19,10),(19,5),-0.160829 # DEPENDENCYPART_TRISIBL
(19,17),(19,10),(19,4),-0.0211239 # DEPENDENCYPART_TRISIBL
(19,17),(19,10),(19,3),-0.160788 # DEPENDENCYPART_TRISIBL
(19,17),(19,10),(19,2),-0.0601705 # DEPENDENCYPART_TRISIBL
(19,17),(19,10),(19,-1),-0.0388093 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,9),(19,8),-0.0318497 # DEPENDENCYPART_TRISIBL
(19,17),(19,9),(19,6),-0.13019 # DEPENDENCYPART_TRISIBL
(19,17),(19,9),(19,5),-0.131907 # DEPENDENCYPART_TRISIBL
(19,17),(19,9),(19,4),0.031502 # DEPENDENCYPART_TRISIBL
(19,17),(19,9),(19,3),-0.135029 # DEPENDENCYPART_TRISIBL
(19,17),(19,9),(19,2),-0.0327666 # DEPENDENCYPART_TRISIBL
(19,17),(19,9),(19,-1),-0.0252997 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,8),(19,6),-0.1529 # DEPENDENCYPART_TRISIBL
(19,17),(19,8),(19,5),-0.154515 # DEPENDENCYPART_TRISIBL
(19,17),(19,8),(19,4),-0.0183215 # DEPENDENCYPART_TRISIBL
(19,17),(19,8),(19,3),-0.156389 # DEPENDENCYPART_TRISIBL
(19,17),(19,8),(19,2),-0.0752144 # DEPENDENCYPART_TRISIBL
(19,17),(19,8),(19,-1),-0.155306 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,6),(19,5),-0.203788 # DEPENDENCYPART_TRISIBL
(19,17),(19,6),(19,4),0.0521347 # DEPENDENCYPART_TRISIBL
(19,17),(19,6),(19,3),-0.206874 # DEPENDENCYPART_TRISIBL
(19,17),(19,6),(19,2),0.00381297 # DEPENDENCYPART_TRISIBL
(19,17),(19,6),(19,-1),-0.0357715 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,5),(19,4),0.0557157 # DEPENDENCYPART_TRISIBL
(19,17),(19,5),(19,3),-0.207423 # DEPENDENCYPART_TRISIBL
(19,17),(19,5),(19,2),0.0155646 # DEPENDENCYPART_TRISIBL
(19,17),(19,5),(19,-1),-0.0310634 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,4),(19,3),-0.155159 # DEPENDENCYPART_TRISIBL
(19,17),(19,4),(19,2),-0.0697171 # DEPENDENCYPART_TRISIBL
(19,17),(19,4),(19,-1),-0.108551 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,3),(19,2),-0.00953605 # DEPENDENCYPART_TRISIBL
(19,17),(19,3),(19,-1),-0.0229462 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,2),(19,-1),-0.0306283 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,16),(19,15),(19,14),0.0974905 # DEPENDENCYPART_TRISIBL
(19,16),(19,15),(19,13),-0.0753376 # DEPENDENCYPART_TRISIBL
(19,16),(19,15),(19,12),0.0968948 # DEPENDENCYPART_TRISIBL
(19,16),(19,15),(19,11),-0.00576031 # DEPENDENCYPART_TRISIBL
(19,16),(19,15),(19,10),-0.104404 # DEPENDENCYPART_TRISIBL
(19,16),(19,15),(19,9),0.102694 # DEPENDENCYPART_TRISIBL
(19,16),(19,15),(19,8),-0.032388 # DEPENDENCYPART_TRISIBL
(19,16),(19,15),(19,6),-0.238633 # DEPENDENCYPART_TRISIBL
(19,16),(19,15),(19,5),-0.237774 # DEPENDENCYPART_TRISIBL
(19,16),(19,15),(19,4),-0.104118 # DEPENDENCYPART_TRISIBL
(19,16),(19,15),(19,3),-0.280617 # DEPENDENCYPART_TRISIBL
(19,16),(19,15),(19,2),0.105432 # DEPENDENCYPART_TRISIBL
(19,16),(19,15),(19,-1),-0.289845 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,16),(19,14),(19,13),-0.191149 # DEPENDENCYPART_TRISIBL
(19,16),(19,14),(19,12),-0.172493 # DEPENDENCYPART_TRISIBL
(19,16),(19,14),(19,11),0.0334117 # DEPENDENCYPART_TRISIBL
(19,16),(19,14),(19,10),-0.212354 # DEPENDENCYPART_TRISIBL
(19,16),(19,14),(19,9),-0.168073 # DEPENDENCYPART_TRISIBL
(19,16),(19,14),(19,8),0.00106146 # DEPENDENCYPART_TRISIBL
(19,16),(19,14),(19,6),-0.222583 # DEPENDENCYPART_TRISIBL
(19,16),(19,14),(19,5),-0.22334 # DEPENDENCYPART_TRISIBL
(19,16),(19,14),(19,4),-0.045907 # DEPENDENCYPART_TRISIBL
(19,16),(19,14),(19,3),-0.246742 # DEPENDENCYPART_TRISIBL
(19,16),(19,14),(19,2),-0.16662 # DEPENDENCYPART_TRISIBL
(19,16),(19,14),(19,-1),-0.0635532 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,16),(19,13),(19,12),-0.16388 # DEPENDENCYPART_TRISIBL
(19,16),(19,13),(19,11),-0.0271663 # DEPENDENCYPART_TRISIBL
(19,16),(19,13),(19,10),-0.153085 # DEPENDENCYPART_TRISIBL
(19,16),(19,13),(19,9),-0.159874 # DEPENDENCYPART_TRISIBL
(19,16),(19,13),(19,8),0.0160888 # DEPENDENCYPART_TRISIBL
(19,16),(19,13),(19,6),-0.250196 # DEPENDENCYPART_TRISIBL
(19,16),(19,13),(19,5),-0.250936 # DEPENDENCYPART_TRISIBL
(19,16),(19,13),(19,4),-0.101826 # DEPENDENCYPART_TRISIBL
(19,16),(19,13),(19,3),-0.273148 # DEPENDENCYPART_TRISIBL
(19,16),(19,13),(19,2),-0.158095 # DEPENDENCYPART_TRISIBL
(19,16),(19,13),(19,-1),-0.035483 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,16),(19,12),(19,11),0.0334058 # DEPENDENCYPART_TRISIBL
(19,16),(19,12),(19,10),-0.212354 # DEPENDENCYPART_TRISIBL
(19,16),(19,12),(19,9),-0.168075 # DEPENDENCYPART_TRISIBL
(19,16),(19,12),(19,8),0.000543587 # DEPENDENCYPART_TRISIBL
(19,16),(19,12),(19,6),-0.222583 # DEPENDENCYPART_TRISIBL
(19,16),(19,12),(19,5),-0.22334 # DEPENDENCYPART_TRISIBL
(19,16),(19,12),(19,4),-0.045907 # DEPENDENCYPART_TRISIBL
(19,16),(19,12),(19,3),-0.246742 # DEPENDENCYPART_TRISIBL
(19,16),(19,12),(19,2),-0.166622 # DEPENDENCYPART_TRISIBL
(19,16),(19,12),(19,-1),-0.0636307 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,16),(19,11),(19,10),-0.133403 # DEPENDENCYPART_TRISIBL
(19,16),(19,11),(19,9),-0.119404 # DEPENDENCYPART_TRISIBL
(19,16),(19,11),(19,8),0.14397 # DEPENDENCYPART_TRISIBL
(19,16),(19,11),(19,6),-0.217778 # DEPENDENCYPART_TRISIBL
(19,16),(19,11),(19,5),-0.218531 # DEPENDENCYPART_TRISIBL
(19,16),(19,11),(19,4),-0.104816 # DEPENDENCYPART_TRISIBL
(19,16),(19,11),(19,3),-0.241516 # DEPENDENCYPART_TRISIBL
(19,16),(19,11),(19,2),-0.117537 # DEPENDENCYPART_TRISIBL
(19,16),(19,11),(19,-1),-0.0170617 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,16),(19,10),(19,9),-0.156743 # DEPENDENCYPART_TRISIBL
(19,16),(19,10),(19,8),0.0160681 # DEPENDENCYPART_TRISIBL
(19,16),(19,10),(19,6),-0.24897 # DEPENDENCYPART_TRISIBL
(19,16),(19,10),(19,5),-0.24971 # DEPENDENCYPART_TRISIBL
(19,16),(19,10),(19,4),-0.0991849 # DEPENDENCYPART_TRISIBL
(19,16),(19,10),(19,3),-0.271922 # DEPENDENCYPART_TRISIBL
(19,16),(19,10),(19,2),-0.154964 # DEPENDENCYPART_TRISIBL
(19,16),(19,10),(19,-1),-0.0617285 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,16),(19,9),(19,8),0.000886485 # DEPENDENCYPART_TRISIBL
(19,16),(19,9),(19,6),-0.222583 # DEPENDENCYPART_TRISIBL
(19,16),(19,9),(19,5),-0.22334 # DEPENDENCYPART_TRISIBL
(19,16),(19,9),(19,4),-0.045907 # DEPENDENCYPART_TRISIBL
(19,16),(19,9),(19,3),-0.246742 # DEPENDENCYPART_TRISIBL
(19,16),(19,9),(19,2),-0.16662 # DEPENDENCYPART_TRISIBL
(19,16),(19,9),(19,-1),-0.0635532 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,16),(19,8),(19,6),-0.228884 # DEPENDENCYPART_TRISIBL
(19,16),(19,8),(19,5),-0.229567 # DEPENDENCYPART_TRISIBL
(19,16),(19,8),(19,4),-0.0910169 # DEPENDENCYPART_TRISIBL
(19,16),(19,8),(19,3),-0.251602 # DEPENDENCYPART_TRISIBL
(19,16),(19,8),(19,2),-0.169949 # DEPENDENCYPART_TRISIBL
(19,16),(19,8),(19,-1),0.048029 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,16),(19,6),(19,5),-0.272469 # DEPENDENCYPART_TRISIBL
(19,16),(19,6),(19,4),-0.110218 # DEPENDENCYPART_TRISIBL
(19,16),(19,6),(19,3),-0.294714 # DEPENDENCYPART_TRISIBL
(19,16),(19,6),(19,2),-0.160542 # DEPENDENCYPART_TRISIBL
(19,16),(19,6),(19,-1),-0.11455 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,16),(19,5),(19,4),-0.110399 # DEPENDENCYPART_TRISIBL
(19,16),(19,5),(19,3),-0.294728 # DEPENDENCYPART_TRISIBL
(19,16),(19,5),(19,2),-0.160986 # DEPENDENCYPART_TRISIBL
(19,16),(19,5),(19,-1),-0.123335 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,16),(19,4),(19,3),-0.244845 # DEPENDENCYPART_TRISIBL
(19,16),(19,4),(19,2),-0.132578 # DEPENDENCYPART_TRISIBL
(19,16),(19,4),(19,-1),0.0132752 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,16),(19,3),(19,2),-0.15877 # DEPENDENCYPART_TRISIBL
(19,16),(19,3),(19,-1),-0.134897 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,16),(19,2),(19,-1),-0.0681261 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,15),(19,14),(19,13),-0.151264 # DEPENDENCYPART_TRISIBL
(19,15),(19,14),(19,12),-0.0271302 # DEPENDENCYPART_TRISIBL
(19,15),(19,14),(19,11),0.0676954 # DEPENDENCYPART_TRISIBL
(19,15),(19,14),(19,10),-0.164195 # DEPENDENCYPART_TRISIBL
(19,15),(19,14),(19,9),-0.0271093 # DEPENDENCYPART_TRISIBL
(19,15),(19,14),(19,8),-0.0318497 # DEPENDENCYPART_TRISIBL
(19,15),(19,14),(19,6),-0.13019 # DEPENDENCYPART_TRISIBL
(19,15),(19,14),(19,5),-0.131907 # DEPENDENCYPART_TRISIBL
(19,15),(19,14),(19,4),0.031502 # DEPENDENCYPART_TRISIBL
(19,15),(19,14),(19,3),-0.135029 # DEPENDENCYPART_TRISIBL
(19,15),(19,14),(19,2),-0.0327666 # DEPENDENCYPART_TRISIBL
(19,15),(19,14),(19,-1),-0.0287679 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,15),(19,13),(19,12),-0.0547037 # DEPENDENCYPART_TRISIBL
(19,15),(19,13),(19,11),-0.0376842 # DEPENDENCYPART_TRISIBL
(19,15),(19,13),(19,10),0.0146809 # DEPENDENCYPART_TRISIBL
(19,15),(19,13),(19,9),-0.0546898 # DEPENDENCYPART_TRISIBL
(19,15),(19,13),(19,8),-0.0498391 # DEPENDENCYPART_TRISIBL
(19,15),(19,13),(19,6),-0.158165 # DEPENDENCYPART_TRISIBL
(19,15),(19,13),(19,5),-0.15978 # DEPENDENCYPART_TRISIBL
(19,15),(19,13),(19,4),-0.0211239 # DEPENDENCYPART_TRISIBL
(19,15),(19,13),(19,3),-0.159739 # DEPENDENCYPART_TRISIBL
(19,15),(19,13),(19,2),-0.0603152 # DEPENDENCYPART_TRISIBL
(19,15),(19,13),(19,-1),-0.0204953 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,15),(19,12),(19,11),0.067695 # DEPENDENCYPART_TRISIBL
(19,15),(19,12),(19,10),-0.164203 # DEPENDENCYPART_TRISIBL
(19,15),(19,12),(19,9),-0.0271093 # DEPENDENCYPART_TRISIBL
(19,15),(19,12),(19,8),-0.0318545 # DEPENDENCYPART_TRISIBL
(19,15),(19,12),(19,6),-0.13019 # DEPENDENCYPART_TRISIBL
(19,15),(19,12),(19,5),-0.131907 # DEPENDENCYPART_TRISIBL
(19,15),(19,12),(19,4),0.0315018 # DEPENDENCYPART_TRISIBL
(19,15),(19,12),(19,3),-0.135029 # DEPENDENCYPART_TRISIBL
(19,15),(19,12),(19,2),-0.0327666 # DEPENDENCYPART_TRISIBL
(19,15),(19,12),(19,-1),-0.0292576 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,15),(19,11),(19,10),-0.0387371 # DEPENDENCYPART_TRISIBL
(19,15),(19,11),(19,9),-0.0707364 # DEPENDENCYPART_TRISIBL
(19,15),(19,11),(19,8),-0.0498072 # DEPENDENCYPART_TRISIBL
(19,15),(19,11),(19,6),-0.162472 # DEPENDENCYPART_TRISIBL
(19,15),(19,11),(19,5),-0.164087 # DEPENDENCYPART_TRISIBL
(19,15),(19,11),(19,4),-0.0466757 # DEPENDENCYPART_TRISIBL
