# _root_ Under the circumstances , it wo n't be easy for GM to exceed its record 1988 fourth-quarter net of $ 1.4 billion , the spokesman acknowledged .
#goldHeads=6,3,1,6,6,26,6,6,8,13,13,13,8,18,18,18,18,13,18,19,20,20,26,25,26,0,26,
#predictedHeads=6,3,1,6,6,26,6,6,8,13,13,13,8,18,18,18,18,13,18,19,20,20,26,25,26,0,26,
(10,10),(10,11),(10,16),-0.0855371 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,18),-0.113027 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,28),0.243764 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,12),(10,13),-0.128258 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,15),-0.0768698 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,16),0.0103492 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,18),-0.0681601 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,28),-0.114901 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,13),(10,15),-0.0894932 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,16),-0.0724835 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,18),-0.0695805 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,28),0.089151 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,15),(10,16),-0.0160148 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,15),(10,18),-0.0776617 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,15),(10,28),0.0360627 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,16),(10,18),-0.0744219 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,16),(10,28),0.0701449 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,18),(10,28),0.237344 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,11),(10,12),(10,13),-0.0652982 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,15),-0.078892 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,16),0.011505 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,18),-0.0500061 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,28),-0.0694581 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,13),(10,15),-0.0799544 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,16),-0.0560249 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,18),-0.117575 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,28),-0.0845445 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,15),(10,16),-0.0561572 # DEPENDENCYPART_TRISIBL
(10,11),(10,15),(10,18),-0.120872 # DEPENDENCYPART_TRISIBL
(10,11),(10,15),(10,28),-0.0173371 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,16),(10,18),-0.116545 # DEPENDENCYPART_TRISIBL
(10,11),(10,16),(10,28),-0.0742618 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,18),(10,28),-0.0666129 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,13),(10,15),-0.0773965 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,16),-0.0361148 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,18),-0.0406363 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,28),-0.0919044 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,15),(10,16),-0.0361036 # DEPENDENCYPART_TRISIBL
(10,12),(10,15),(10,18),-0.0484488 # DEPENDENCYPART_TRISIBL
(10,12),(10,15),(10,28),-0.0857219 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,16),(10,18),-0.000612212 # DEPENDENCYPART_TRISIBL
(10,12),(10,16),(10,28),-0.0276233 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,18),(10,28),-0.0655831 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,15),(10,16),-0.0698989 # DEPENDENCYPART_TRISIBL
(10,13),(10,15),(10,18),-0.0679414 # DEPENDENCYPART_TRISIBL
(10,13),(10,15),(10,28),-0.0801637 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,16),(10,18),-0.0680326 # DEPENDENCYPART_TRISIBL
(10,13),(10,16),(10,28),-0.0790379 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,18),(10,28),-0.0930974 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,15),(10,16),(10,18),-0.0764291 # DEPENDENCYPART_TRISIBL
(10,15),(10,16),(10,28),-0.0242068 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,15),(10,18),(10,28),-0.0999531 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,16),(10,18),(10,28),-0.0289543 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,9),(10,7),-0.0408591 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,-1),-0.281345 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,7),(10,-1),-0.23132 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,9),(10,7),(10,-1),-0.0196565 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,13),(11,15),-0.0984853 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,16),-0.123025 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,19),-0.117005 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,27),-0.0597386 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,28),-0.0963162 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,15),(11,16),-0.128793 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,15),(11,19),-0.115567 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,15),(11,27),-0.142629 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,15),(11,28),-0.0671319 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,16),(11,19),-0.102436 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,16),(11,27),-0.090655 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,16),(11,28),-0.0749829 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,19),(11,27),-0.16952 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,19),(11,28),-0.0672638 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,27),(11,28),-0.220528 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,13),(11,15),(11,16),-0.0705996 # DEPENDENCYPART_TRISIBL
(11,13),(11,15),(11,19),-0.00831325 # DEPENDENCYPART_TRISIBL
(11,13),(11,15),(11,27),-0.0647877 # DEPENDENCYPART_TRISIBL
(11,13),(11,15),(11,28),-0.113215 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,16),(11,19),-0.00500261 # DEPENDENCYPART_TRISIBL
(11,13),(11,16),(11,27),-0.0723656 # DEPENDENCYPART_TRISIBL
(11,13),(11,16),(11,28),-0.114028 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,19),(11,27),-0.00087207 # DEPENDENCYPART_TRISIBL
(11,13),(11,19),(11,28),-0.0804788 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,27),(11,28),-0.0887684 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,15),(11,16),(11,19),-0.0528565 # DEPENDENCYPART_TRISIBL
(11,15),(11,16),(11,27),-0.0721793 # DEPENDENCYPART_TRISIBL
(11,15),(11,16),(11,28),-0.0989636 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,15),(11,19),(11,27),-0.0433278 # DEPENDENCYPART_TRISIBL
(11,15),(11,19),(11,28),-0.0829112 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,15),(11,27),(11,28),-0.0890361 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,16),(11,19),(11,27),-0.0427028 # DEPENDENCYPART_TRISIBL
(11,16),(11,19),(11,28),-0.0948856 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,16),(11,27),(11,28),-0.116948 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,19),(11,27),(11,28),-0.073449 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,10),(11,9),-0.175235 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,-1),-0.132386 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,9),(11,-1),-0.120908 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,9),(11,-1),-0.158997 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,13),(12,16),-0.0838617 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,18),-0.0763119 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,28),-0.0021088 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,16),(12,18),-0.0819503 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,16),(12,28),0.0729924 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,18),(12,28),0.191023 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,13),(12,16),(12,18),-0.0667735 # DEPENDENCYPART_TRISIBL
(12,13),(12,16),(12,28),-0.0900897 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,18),(12,28),-0.0986344 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,16),(12,18),(12,28),-0.0525457 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,10),(12,-1),-0.309672 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,14),(13,15),-0.0782605 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,16),-0.0890887 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,17),-0.071609 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,18),-0.0832925 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,19),-0.128419 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,20),-0.0837065 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,23),-0.0642902 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,25),-0.0832391 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,26),-0.048315 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,27),-0.107707 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,28),-0.0989978 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,15),(13,16),-0.0745836 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,17),-0.101068 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,18),-0.0504466 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,19),-0.0766852 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,20),-0.133881 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,23),-0.0258438 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,25),-0.0505595 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,26),0.00897242 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,27),-0.0244015 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,28),0.00119442 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,16),(13,17),-0.0957137 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,16),(13,18),-0.110021 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,16),(13,19),-0.0887891 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,16),(13,20),-0.113213 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,16),(13,23),-0.00117203 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,16),(13,25),-0.109967 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,16),(13,26),-0.0929697 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,16),(13,27),-0.022109 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,16),(13,28),-0.00723639 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,17),(13,18),-0.047217 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,17),(13,19),-0.0772479 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,17),(13,20),-0.127049 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,17),(13,23),-0.0268752 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,17),(13,25),-0.0473299 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,17),(13,26),0.00897246 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,17),(13,27),-0.0242049 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,17),(13,28),-0.017185 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,18),(13,19),-0.0136009 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,18),(13,20),-0.0595879 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,18),(13,23),-0.00324001 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,18),(13,25),-0.0395198 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,18),(13,26),-0.013535 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,18),(13,27),-0.0244616 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,18),(13,28),-0.00921767 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,19),(13,20),-0.12801 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,19),(13,23),-0.044997 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,19),(13,25),-0.0665907 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,19),(13,26),-0.104713 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,19),(13,27),-0.114583 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,19),(13,28),-0.0540497 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,20),(13,23),-0.0799435 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,20),(13,25),-0.0712514 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,20),(13,26),-0.0628943 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,20),(13,27),-0.0869998 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,20),(13,28),-0.116139 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,23),(13,25),-0.247278 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,23),(13,26),-0.149013 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,23),(13,27),-0.0704956 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,23),(13,28),-0.150947 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,25),(13,26),-0.0118243 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,25),(13,27),-0.0227677 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,25),(13,28),-0.0140837 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,26),(13,27),0.0145148 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,26),(13,28),0.0153404 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,27),(13,28),-0.154237 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,14),(13,15),(13,16),-0.0755571 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,17),-0.0817004 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,18),-0.0836502 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,19),-0.0615791 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,20),-0.068917 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,23),-0.0467437 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,25),-0.0836502 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,26),-0.0897427 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,27),-0.0611892 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,28),-0.0732437 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,16),(13,17),-0.0819999 # DEPENDENCYPART_TRISIBL
(13,14),(13,16),(13,18),-0.0836519 # DEPENDENCYPART_TRISIBL
(13,14),(13,16),(13,19),-0.0720486 # DEPENDENCYPART_TRISIBL
(13,14),(13,16),(13,20),-0.0689155 # DEPENDENCYPART_TRISIBL
(13,14),(13,16),(13,23),-0.0515832 # DEPENDENCYPART_TRISIBL
(13,14),(13,16),(13,25),-0.0836519 # DEPENDENCYPART_TRISIBL
(13,14),(13,16),(13,26),-0.0910709 # DEPENDENCYPART_TRISIBL
(13,14),(13,16),(13,27),-0.0770979 # DEPENDENCYPART_TRISIBL
(13,14),(13,16),(13,28),-0.0751677 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,17),(13,18),-0.0836502 # DEPENDENCYPART_TRISIBL
(13,14),(13,17),(13,19),-0.0615791 # DEPENDENCYPART_TRISIBL
(13,14),(13,17),(13,20),-0.068917 # DEPENDENCYPART_TRISIBL
(13,14),(13,17),(13,23),-0.0467437 # DEPENDENCYPART_TRISIBL
(13,14),(13,17),(13,25),-0.0836502 # DEPENDENCYPART_TRISIBL
(13,14),(13,17),(13,26),-0.0897427 # DEPENDENCYPART_TRISIBL
(13,14),(13,17),(13,27),-0.0611892 # DEPENDENCYPART_TRISIBL
(13,14),(13,17),(13,28),-0.0732437 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,18),(13,19),-0.0777244 # DEPENDENCYPART_TRISIBL
(13,14),(13,18),(13,20),-0.0689155 # DEPENDENCYPART_TRISIBL
(13,14),(13,18),(13,23),-0.0419148 # DEPENDENCYPART_TRISIBL
(13,14),(13,18),(13,25),-0.0881854 # DEPENDENCYPART_TRISIBL
(13,14),(13,18),(13,26),-0.110218 # DEPENDENCYPART_TRISIBL
(13,14),(13,18),(13,27),-0.0876723 # DEPENDENCYPART_TRISIBL
(13,14),(13,18),(13,28),-0.0363475 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,19),(13,20),-0.0695353 # DEPENDENCYPART_TRISIBL
(13,14),(13,19),(13,23),-0.0393999 # DEPENDENCYPART_TRISIBL
(13,14),(13,19),(13,25),-0.0826931 # DEPENDENCYPART_TRISIBL
(13,14),(13,19),(13,26),-0.0810626 # DEPENDENCYPART_TRISIBL
(13,14),(13,19),(13,27),-0.0760369 # DEPENDENCYPART_TRISIBL
(13,14),(13,19),(13,28),-0.0662837 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,20),(13,23),-0.0476487 # DEPENDENCYPART_TRISIBL
(13,14),(13,20),(13,25),-0.0837331 # DEPENDENCYPART_TRISIBL
(13,14),(13,20),(13,26),-0.0886166 # DEPENDENCYPART_TRISIBL
(13,14),(13,20),(13,27),-0.0770919 # DEPENDENCYPART_TRISIBL
(13,14),(13,20),(13,28),-0.0385759 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,23),(13,25),-0.0990329 # DEPENDENCYPART_TRISIBL
(13,14),(13,23),(13,26),-0.108737 # DEPENDENCYPART_TRISIBL
(13,14),(13,23),(13,27),-0.0777689 # DEPENDENCYPART_TRISIBL
(13,14),(13,23),(13,28),-0.0905122 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,25),(13,26),-0.110218 # DEPENDENCYPART_TRISIBL
(13,14),(13,25),(13,27),-0.0876723 # DEPENDENCYPART_TRISIBL
(13,14),(13,25),(13,28),-0.0363475 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,26),(13,27),-0.0425563 # DEPENDENCYPART_TRISIBL
(13,14),(13,26),(13,28),-0.0648412 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,27),(13,28),-0.0868624 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,16),(13,17),-0.0844743 # DEPENDENCYPART_TRISIBL
(13,15),(13,16),(13,18),-0.0898957 # DEPENDENCYPART_TRISIBL
(13,15),(13,16),(13,19),-0.0499641 # DEPENDENCYPART_TRISIBL
(13,15),(13,16),(13,20),-0.0706853 # DEPENDENCYPART_TRISIBL
(13,15),(13,16),(13,23),-0.0307914 # DEPENDENCYPART_TRISIBL
(13,15),(13,16),(13,25),-0.0898992 # DEPENDENCYPART_TRISIBL
(13,15),(13,16),(13,26),-0.0738263 # DEPENDENCYPART_TRISIBL
(13,15),(13,16),(13,27),-0.0517618 # DEPENDENCYPART_TRISIBL
(13,15),(13,16),(13,28),-0.04178 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,17),(13,18),-0.0859129 # DEPENDENCYPART_TRISIBL
(13,15),(13,17),(13,19),-0.0373357 # DEPENDENCYPART_TRISIBL
(13,15),(13,17),(13,20),-0.0706844 # DEPENDENCYPART_TRISIBL
(13,15),(13,17),(13,23),-0.0434848 # DEPENDENCYPART_TRISIBL
(13,15),(13,17),(13,25),-0.0859164 # DEPENDENCYPART_TRISIBL
(13,15),(13,17),(13,26),-0.0750685 # DEPENDENCYPART_TRISIBL
(13,15),(13,17),(13,27),-0.056293 # DEPENDENCYPART_TRISIBL
(13,15),(13,17),(13,28),-0.0919204 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,18),(13,19),-0.0518226 # DEPENDENCYPART_TRISIBL
(13,15),(13,18),(13,20),-0.0677102 # DEPENDENCYPART_TRISIBL
(13,15),(13,18),(13,23),-0.0297862 # DEPENDENCYPART_TRISIBL
(13,15),(13,18),(13,25),-0.101585 # DEPENDENCYPART_TRISIBL
(13,15),(13,18),(13,26),-0.080922 # DEPENDENCYPART_TRISIBL
(13,15),(13,18),(13,27),-0.0822109 # DEPENDENCYPART_TRISIBL
(13,15),(13,18),(13,28),-0.0466052 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,19),(13,20),-0.0753001 # DEPENDENCYPART_TRISIBL
(13,15),(13,19),(13,23),0.0093406 # DEPENDENCYPART_TRISIBL
(13,15),(13,19),(13,25),-0.110027 # DEPENDENCYPART_TRISIBL
(13,15),(13,19),(13,26),-0.0971816 # DEPENDENCYPART_TRISIBL
(13,15),(13,19),(13,27),0.0303059 # DEPENDENCYPART_TRISIBL
(13,15),(13,19),(13,28),0.000899562 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,20),(13,23),-0.0345176 # DEPENDENCYPART_TRISIBL
(13,15),(13,20),(13,25),-0.0913045 # DEPENDENCYPART_TRISIBL
(13,15),(13,20),(13,26),-0.0732691 # DEPENDENCYPART_TRISIBL
(13,15),(13,20),(13,27),-0.0588947 # DEPENDENCYPART_TRISIBL
(13,15),(13,20),(13,28),-0.0828651 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,23),(13,25),-0.111555 # DEPENDENCYPART_TRISIBL
(13,15),(13,23),(13,26),-0.026114 # DEPENDENCYPART_TRISIBL
(13,15),(13,23),(13,27),-0.0625798 # DEPENDENCYPART_TRISIBL
(13,15),(13,23),(13,28),-0.108158 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,25),(13,26),-0.080922 # DEPENDENCYPART_TRISIBL
(13,15),(13,25),(13,27),-0.0822109 # DEPENDENCYPART_TRISIBL
(13,15),(13,25),(13,28),-0.0462492 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,26),(13,27),-0.110805 # DEPENDENCYPART_TRISIBL
(13,15),(13,26),(13,28),-0.0741888 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,27),(13,28),-0.0230306 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,16),(13,17),(13,18),-0.10004 # DEPENDENCYPART_TRISIBL
(13,16),(13,17),(13,19),-0.0302035 # DEPENDENCYPART_TRISIBL
(13,16),(13,17),(13,20),-0.0603075 # DEPENDENCYPART_TRISIBL
(13,16),(13,17),(13,23),-0.0546407 # DEPENDENCYPART_TRISIBL
(13,16),(13,17),(13,25),-0.0992485 # DEPENDENCYPART_TRISIBL
(13,16),(13,17),(13,26),-0.0618876 # DEPENDENCYPART_TRISIBL
(13,16),(13,17),(13,27),-0.0858525 # DEPENDENCYPART_TRISIBL
(13,16),(13,17),(13,28),-0.0618357 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,16),(13,18),(13,19),0.00411882 # DEPENDENCYPART_TRISIBL
(13,16),(13,18),(13,20),-0.0639965 # DEPENDENCYPART_TRISIBL
(13,16),(13,18),(13,23),-0.062098 # DEPENDENCYPART_TRISIBL
(13,16),(13,18),(13,25),-0.100319 # DEPENDENCYPART_TRISIBL
(13,16),(13,18),(13,26),-0.0689359 # DEPENDENCYPART_TRISIBL
(13,16),(13,18),(13,27),-0.0850325 # DEPENDENCYPART_TRISIBL
(13,16),(13,18),(13,28),-0.0616942 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,16),(13,19),(13,20),-0.0568203 # DEPENDENCYPART_TRISIBL
(13,16),(13,19),(13,23),-0.028887 # DEPENDENCYPART_TRISIBL
(13,16),(13,19),(13,25),-0.116851 # DEPENDENCYPART_TRISIBL
(13,16),(13,19),(13,26),-0.0663072 # DEPENDENCYPART_TRISIBL
(13,16),(13,19),(13,27),-0.0823112 # DEPENDENCYPART_TRISIBL
(13,16),(13,19),(13,28),-0.0372656 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,16),(13,20),(13,23),-0.0549736 # DEPENDENCYPART_TRISIBL
(13,16),(13,20),(13,25),-0.0952301 # DEPENDENCYPART_TRISIBL
(13,16),(13,20),(13,26),-0.0612395 # DEPENDENCYPART_TRISIBL
(13,16),(13,20),(13,27),-0.0841917 # DEPENDENCYPART_TRISIBL
(13,16),(13,20),(13,28),-0.0644615 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,16),(13,23),(13,25),-0.0870179 # DEPENDENCYPART_TRISIBL
