# _root_ The explosion sent shards of metal flying , severing the DC-10 's hydraulic or control systems , and led to the crash that killed 112 people .
#goldHeads=2,18,18,7,4,5,3,3,3,11,16,11,14,16,14,9,18,0,18,19,22,20,24,22,26,24,18,
#predictedHeads=2,18,18,3,4,5,3,18,18,11,9,11,14,16,14,9,18,0,18,19,22,20,24,22,26,24,18,
(12,18),(12,24),(12,28),-0.0798329 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,18),(12,27),(12,28),-0.0572263 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,19),(12,20),(12,22),-0.0717745 # DEPENDENCYPART_TRISIBL
(12,19),(12,20),(12,24),-0.0991684 # DEPENDENCYPART_TRISIBL
(12,19),(12,20),(12,27),-0.0707729 # DEPENDENCYPART_TRISIBL
(12,19),(12,20),(12,28),-0.116328 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,19),(12,22),(12,24),-0.0910953 # DEPENDENCYPART_TRISIBL
(12,19),(12,22),(12,27),-0.0155051 # DEPENDENCYPART_TRISIBL
(12,19),(12,22),(12,28),-0.0656966 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,19),(12,24),(12,27),-0.115693 # DEPENDENCYPART_TRISIBL
(12,19),(12,24),(12,28),-0.0678681 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,19),(12,27),(12,28),0.0042651 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,20),(12,22),(12,24),-0.0865481 # DEPENDENCYPART_TRISIBL
(12,20),(12,22),(12,27),-0.0371166 # DEPENDENCYPART_TRISIBL
(12,20),(12,22),(12,28),-0.0513818 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,20),(12,24),(12,27),-0.0796834 # DEPENDENCYPART_TRISIBL
(12,20),(12,24),(12,28),-0.0588097 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,20),(12,27),(12,28),-0.0205455 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,22),(12,24),(12,27),-0.057974 # DEPENDENCYPART_TRISIBL
(12,22),(12,24),(12,28),-0.043717 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,22),(12,27),(12,28),0.0101153 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,24),(12,27),(12,28),-0.00938968 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,11),(12,10),-0.0723116 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,11),(12,9),-0.0220242 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,11),(12,8),0.123168 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,11),(12,7),-0.0224192 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,11),(12,6),-0.0783788 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,11),(12,5),-0.13902 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,11),(12,4),-0.0780618 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,11),(12,3),-0.0225412 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,11),(12,2),-0.0781377 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,11),(12,-1),-0.0363884 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,10),(12,9),-0.122409 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,10),(12,8),0.0344525 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,10),(12,7),-0.122804 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,10),(12,6),-0.101297 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,10),(12,5),-0.157542 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,10),(12,4),-0.100978 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,10),(12,3),-0.12292 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,10),(12,2),-0.101045 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,10),(12,-1),-0.0588451 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,9),(12,8),0.0779066 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,9),(12,7),-0.1469 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,9),(12,6),7.19285e-05 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,9),(12,5),-0.213287 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,9),(12,4),0.000424648 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,9),(12,3),-0.147016 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,9),(12,2),0.000358084 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,9),(12,-1),-0.0735002 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,8),(12,7),-0.161322 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,8),(12,6),-0.227418 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,8),(12,5),-0.28381 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,8),(12,4),-0.227084 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,8),(12,3),-0.161663 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,8),(12,2),-0.227208 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,8),(12,-1),-0.331856 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,7),(12,6),0.0106093 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,7),(12,5),-0.213287 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,7),(12,4),0.010962 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,7),(12,3),-0.147016 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,7),(12,2),0.0108954 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,7),(12,-1),-0.0744438 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,6),(12,5),-0.14164 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,6),(12,4),-0.0812059 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,6),(12,3),-0.0225412 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,6),(12,2),-0.0812818 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,6),(12,-1),-0.0316185 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,5),(12,4),-0.0486161 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,5),(12,3),-0.104251 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,5),(12,2),-0.0486827 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,5),(12,-1),-0.135593 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,4),(12,3),-0.0225412 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,4),(12,2),-0.0781377 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,4),(12,-1),-0.0363884 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,3),(12,2),-3.15659e-05 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,3),(12,-1),-0.0766159 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,2),(12,-1),-0.0367846 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,11),(12,10),(12,9),-0.0932028 # DEPENDENCYPART_TRISIBL
(12,11),(12,10),(12,8),-0.04754 # DEPENDENCYPART_TRISIBL
(12,11),(12,10),(12,7),-0.092065 # DEPENDENCYPART_TRISIBL
(12,11),(12,10),(12,6),-0.178776 # DEPENDENCYPART_TRISIBL
(12,11),(12,10),(12,5),-0.0414912 # DEPENDENCYPART_TRISIBL
(12,11),(12,10),(12,4),-0.178775 # DEPENDENCYPART_TRISIBL
(12,11),(12,10),(12,3),-0.0934269 # DEPENDENCYPART_TRISIBL
(12,11),(12,10),(12,2),-0.178787 # DEPENDENCYPART_TRISIBL
(12,11),(12,10),(12,-1),0.0139522 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,11),(12,9),(12,8),-0.0475035 # DEPENDENCYPART_TRISIBL
(12,11),(12,9),(12,7),-0.0789519 # DEPENDENCYPART_TRISIBL
(12,11),(12,9),(12,6),-0.198908 # DEPENDENCYPART_TRISIBL
(12,11),(12,9),(12,5),2.07061e-05 # DEPENDENCYPART_TRISIBL
(12,11),(12,9),(12,4),-0.198908 # DEPENDENCYPART_TRISIBL
(12,11),(12,9),(12,3),-0.0802968 # DEPENDENCYPART_TRISIBL
(12,11),(12,9),(12,2),-0.198919 # DEPENDENCYPART_TRISIBL
(12,11),(12,9),(12,-1),-0.0886797 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,11),(12,8),(12,7),0.0837663 # DEPENDENCYPART_TRISIBL
(12,11),(12,8),(12,6),-0.244249 # DEPENDENCYPART_TRISIBL
(12,11),(12,8),(12,5),0.0296928 # DEPENDENCYPART_TRISIBL
(12,11),(12,8),(12,4),-0.244247 # DEPENDENCYPART_TRISIBL
(12,11),(12,8),(12,3),0.0818267 # DEPENDENCYPART_TRISIBL
(12,11),(12,8),(12,2),-0.244261 # DEPENDENCYPART_TRISIBL
(12,11),(12,8),(12,-1),-0.15182 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,11),(12,7),(12,6),-0.198908 # DEPENDENCYPART_TRISIBL
(12,11),(12,7),(12,5),2.07061e-05 # DEPENDENCYPART_TRISIBL
(12,11),(12,7),(12,4),-0.198908 # DEPENDENCYPART_TRISIBL
(12,11),(12,7),(12,3),-0.0802968 # DEPENDENCYPART_TRISIBL
(12,11),(12,7),(12,2),-0.198919 # DEPENDENCYPART_TRISIBL
(12,11),(12,7),(12,-1),-0.0886799 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,11),(12,6),(12,5),-0.0383343 # DEPENDENCYPART_TRISIBL
(12,11),(12,6),(12,4),-0.224357 # DEPENDENCYPART_TRISIBL
(12,11),(12,6),(12,3),-0.107105 # DEPENDENCYPART_TRISIBL
(12,11),(12,6),(12,2),-0.224378 # DEPENDENCYPART_TRISIBL
(12,11),(12,6),(12,-1),-0.103417 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,11),(12,5),(12,4),-0.159071 # DEPENDENCYPART_TRISIBL
(12,11),(12,5),(12,3),-0.128017 # DEPENDENCYPART_TRISIBL
(12,11),(12,5),(12,2),-0.159083 # DEPENDENCYPART_TRISIBL
(12,11),(12,5),(12,-1),-0.0554772 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,11),(12,4),(12,3),-0.107105 # DEPENDENCYPART_TRISIBL
(12,11),(12,4),(12,2),-0.224378 # DEPENDENCYPART_TRISIBL
(12,11),(12,4),(12,-1),-0.103391 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,11),(12,3),(12,2),-0.19892 # DEPENDENCYPART_TRISIBL
(12,11),(12,3),(12,-1),-0.0886925 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,11),(12,2),(12,-1),-0.103419 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,10),(12,9),(12,8),-0.0603604 # DEPENDENCYPART_TRISIBL
(12,10),(12,9),(12,7),-0.0616187 # DEPENDENCYPART_TRISIBL
(12,10),(12,9),(12,6),-0.11048 # DEPENDENCYPART_TRISIBL
(12,10),(12,9),(12,5),-0.0543704 # DEPENDENCYPART_TRISIBL
(12,10),(12,9),(12,4),-0.11048 # DEPENDENCYPART_TRISIBL
(12,10),(12,9),(12,3),-0.0616187 # DEPENDENCYPART_TRISIBL
(12,10),(12,9),(12,2),-0.11048 # DEPENDENCYPART_TRISIBL
(12,10),(12,9),(12,-1),-0.145541 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,10),(12,8),(12,7),-0.00193323 # DEPENDENCYPART_TRISIBL
(12,10),(12,8),(12,6),-0.118183 # DEPENDENCYPART_TRISIBL
(12,10),(12,8),(12,5),-0.0090908 # DEPENDENCYPART_TRISIBL
(12,10),(12,8),(12,4),-0.118183 # DEPENDENCYPART_TRISIBL
(12,10),(12,8),(12,3),-0.00193323 # DEPENDENCYPART_TRISIBL
(12,10),(12,8),(12,2),-0.118183 # DEPENDENCYPART_TRISIBL
(12,10),(12,8),(12,-1),-0.142507 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,10),(12,7),(12,6),-0.11048 # DEPENDENCYPART_TRISIBL
(12,10),(12,7),(12,5),-0.0543704 # DEPENDENCYPART_TRISIBL
(12,10),(12,7),(12,4),-0.11048 # DEPENDENCYPART_TRISIBL
(12,10),(12,7),(12,3),-0.0616187 # DEPENDENCYPART_TRISIBL
(12,10),(12,7),(12,2),-0.11048 # DEPENDENCYPART_TRISIBL
(12,10),(12,7),(12,-1),-0.145541 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,10),(12,6),(12,5),-0.0271829 # DEPENDENCYPART_TRISIBL
(12,10),(12,6),(12,4),-0.118453 # DEPENDENCYPART_TRISIBL
(12,10),(12,6),(12,3),-0.0624761 # DEPENDENCYPART_TRISIBL
(12,10),(12,6),(12,2),-0.118453 # DEPENDENCYPART_TRISIBL
(12,10),(12,6),(12,-1),-0.107765 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,10),(12,5),(12,4),-0.118716 # DEPENDENCYPART_TRISIBL
(12,10),(12,5),(12,3),-0.0656079 # DEPENDENCYPART_TRISIBL
(12,10),(12,5),(12,2),-0.118716 # DEPENDENCYPART_TRISIBL
(12,10),(12,5),(12,-1),-0.0579705 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,10),(12,4),(12,3),-0.0624761 # DEPENDENCYPART_TRISIBL
(12,10),(12,4),(12,2),-0.118453 # DEPENDENCYPART_TRISIBL
(12,10),(12,4),(12,-1),-0.107765 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,10),(12,3),(12,2),-0.11048 # DEPENDENCYPART_TRISIBL
(12,10),(12,3),(12,-1),-0.145541 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,10),(12,2),(12,-1),-0.107765 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,9),(12,8),(12,7),-0.125612 # DEPENDENCYPART_TRISIBL
(12,9),(12,8),(12,6),0.128318 # DEPENDENCYPART_TRISIBL
(12,9),(12,8),(12,5),-0.00434265 # DEPENDENCYPART_TRISIBL
(12,9),(12,8),(12,4),0.128318 # DEPENDENCYPART_TRISIBL
(12,9),(12,8),(12,3),-0.122952 # DEPENDENCYPART_TRISIBL
(12,9),(12,8),(12,2),0.128318 # DEPENDENCYPART_TRISIBL
(12,9),(12,8),(12,-1),-0.198633 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,9),(12,7),(12,6),-0.0859613 # DEPENDENCYPART_TRISIBL
(12,9),(12,7),(12,5),-0.061567 # DEPENDENCYPART_TRISIBL
(12,9),(12,7),(12,4),-0.0859613 # DEPENDENCYPART_TRISIBL
(12,9),(12,7),(12,3),-0.137668 # DEPENDENCYPART_TRISIBL
(12,9),(12,7),(12,2),-0.0859613 # DEPENDENCYPART_TRISIBL
(12,9),(12,7),(12,-1),-0.128454 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,9),(12,6),(12,5),-0.0551388 # DEPENDENCYPART_TRISIBL
(12,9),(12,6),(12,4),-0.104743 # DEPENDENCYPART_TRISIBL
(12,9),(12,6),(12,3),-0.13768 # DEPENDENCYPART_TRISIBL
(12,9),(12,6),(12,2),-0.104743 # DEPENDENCYPART_TRISIBL
(12,9),(12,6),(12,-1),-0.0625285 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,9),(12,5),(12,4),-0.0728721 # DEPENDENCYPART_TRISIBL
(12,9),(12,5),(12,3),-0.126578 # DEPENDENCYPART_TRISIBL
(12,9),(12,5),(12,2),-0.0728721 # DEPENDENCYPART_TRISIBL
(12,9),(12,5),(12,-1),-0.00132664 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,9),(12,4),(12,3),-0.13768 # DEPENDENCYPART_TRISIBL
(12,9),(12,4),(12,2),-0.104743 # DEPENDENCYPART_TRISIBL
(12,9),(12,4),(12,-1),-0.0625285 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,9),(12,3),(12,2),-0.0859375 # DEPENDENCYPART_TRISIBL
(12,9),(12,3),(12,-1),-0.128304 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,9),(12,2),(12,-1),-0.0625285 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,8),(12,7),(12,6),-0.171898 # DEPENDENCYPART_TRISIBL
(12,8),(12,7),(12,5),-0.022823 # DEPENDENCYPART_TRISIBL
(12,8),(12,7),(12,4),-0.171872 # DEPENDENCYPART_TRISIBL
(12,8),(12,7),(12,3),-0.134479 # DEPENDENCYPART_TRISIBL
(12,8),(12,7),(12,2),-0.171967 # DEPENDENCYPART_TRISIBL
(12,8),(12,7),(12,-1),-0.00937573 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,8),(12,6),(12,5),0.07674 # DEPENDENCYPART_TRISIBL
(12,8),(12,6),(12,4),-0.1352 # DEPENDENCYPART_TRISIBL
(12,8),(12,6),(12,3),-0.107095 # DEPENDENCYPART_TRISIBL
(12,8),(12,6),(12,2),-0.13539 # DEPENDENCYPART_TRISIBL
(12,8),(12,6),(12,-1),0.0210534 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,8),(12,5),(12,4),-0.0874792 # DEPENDENCYPART_TRISIBL
(12,8),(12,5),(12,3),-0.105536 # DEPENDENCYPART_TRISIBL
(12,8),(12,5),(12,2),-0.0875742 # DEPENDENCYPART_TRISIBL
(12,8),(12,5),(12,-1),-0.0201357 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,8),(12,4),(12,3),-0.107095 # DEPENDENCYPART_TRISIBL
(12,8),(12,4),(12,2),-0.13539 # DEPENDENCYPART_TRISIBL
(12,8),(12,4),(12,-1),0.0210689 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,8),(12,3),(12,2),-0.171061 # DEPENDENCYPART_TRISIBL
(12,8),(12,3),(12,-1),-0.0108295 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,8),(12,2),(12,-1),0.0210667 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,7),(12,6),(12,5),-0.0551391 # DEPENDENCYPART_TRISIBL
(12,7),(12,6),(12,4),-0.105421 # DEPENDENCYPART_TRISIBL
(12,7),(12,6),(12,3),-0.137681 # DEPENDENCYPART_TRISIBL
(12,7),(12,6),(12,2),-0.105421 # DEPENDENCYPART_TRISIBL
(12,7),(12,6),(12,-1),-0.0431026 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,7),(12,5),(12,4),-0.0735502 # DEPENDENCYPART_TRISIBL
(12,7),(12,5),(12,3),-0.126579 # DEPENDENCYPART_TRISIBL
(12,7),(12,5),(12,2),-0.0735502 # DEPENDENCYPART_TRISIBL
(12,7),(12,5),(12,-1),0.00792206 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,7),(12,4),(12,3),-0.137681 # DEPENDENCYPART_TRISIBL
(12,7),(12,4),(12,2),-0.105421 # DEPENDENCYPART_TRISIBL
(12,7),(12,4),(12,-1),-0.0431026 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,7),(12,3),(12,2),-0.0866156 # DEPENDENCYPART_TRISIBL
(12,7),(12,3),(12,-1),-0.119054 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,7),(12,2),(12,-1),-0.0431026 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,6),(12,5),(12,4),-0.155612 # DEPENDENCYPART_TRISIBL
(12,6),(12,5),(12,3),-0.128018 # DEPENDENCYPART_TRISIBL
(12,6),(12,5),(12,2),-0.155624 # DEPENDENCYPART_TRISIBL
(12,6),(12,5),(12,-1),-0.0629819 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,6),(12,4),(12,3),-0.107106 # DEPENDENCYPART_TRISIBL
(12,6),(12,4),(12,2),-0.22061 # DEPENDENCYPART_TRISIBL
(12,6),(12,4),(12,-1),-0.111657 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,6),(12,3),(12,2),-0.195461 # DEPENDENCYPART_TRISIBL
(12,6),(12,3),(12,-1),-0.0935056 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,6),(12,2),(12,-1),-0.111685 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,5),(12,4),(12,3),-0.117781 # DEPENDENCYPART_TRISIBL
(12,5),(12,4),(12,2),-0.135075 # DEPENDENCYPART_TRISIBL
(12,5),(12,4),(12,-1),-0.0985492 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,5),(12,3),(12,2),-0.128523 # DEPENDENCYPART_TRISIBL
(12,5),(12,3),(12,-1),-0.146536 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,5),(12,2),(12,-1),-0.0985493 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,4),(12,3),(12,2),-0.19892 # DEPENDENCYPART_TRISIBL
(12,4),(12,3),(12,-1),-0.0886925 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,4),(12,2),(12,-1),-0.103419 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,3),(12,2),(12,-1),-0.0654534 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,14),(13,15),-0.140164 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,16),-0.129736 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,19),-0.0633912 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,28),-0.0705498 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,15),(13,16),-0.142847 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,19),-0.05936 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,28),-0.130036 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,16),(13,19),-0.0608411 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,16),(13,28),-0.14514 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,19),(13,28),-0.08628 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,14),(13,15),(13,16),-0.0828631 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,19),-0.0517581 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,28),-0.135484 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,16),(13,19),-0.0517581 # DEPENDENCYPART_TRISIBL
(13,14),(13,16),(13,28),-0.135456 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,19),(13,28),-0.120037 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,16),(13,19),-0.0762582 # DEPENDENCYPART_TRISIBL
(13,15),(13,16),(13,28),-0.0896337 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,19),(13,28),-0.0803632 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,16),(13,19),(13,28),-0.0791527 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,11),(13,10),-0.145212 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,11),(13,-1),-0.107861 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,10),(13,-1),-0.0997017 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,11),(13,10),(13,-1),-0.0793191 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,15),(14,16),-0.105729 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,17),0.0669543 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,18),-0.113355 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,19),-0.0427016 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,20),-0.101541 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,22),-0.113902 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,24),-0.0466805 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,26),-0.114086 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,27),-0.189104 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,28),0.0277758 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,16),(14,17),0.0627485 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,18),-0.110696 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,19),-0.0439228 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,20),-0.106505 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,22),-0.10585 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,24),-0.0479017 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,26),-0.106033 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,27),-0.183166 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,28),0.00408591 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,17),(14,18),-0.0792835 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,17),(14,19),0.00338135 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,17),(14,20),-0.156794 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,17),(14,22),-0.157766 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,17),(14,24),0.00506645 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,17),(14,26),-0.151469 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,17),(14,27),-0.145585 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,17),(14,28),-0.284525 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,18),(14,19),-0.0463514 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,18),(14,20),-0.0386736 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,18),(14,22),-0.0886753 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,18),(14,24),-0.047428 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,18),(14,26),-0.087927 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,18),(14,27),0.0693895 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,18),(14,28),-0.0375074 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,19),(14,20),-0.0695092 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
