# _root_ With the golden share as protection , Jaguar officials have rebuffed Ford 's overtures , and moved instead to forge an alliance with GM .
#goldHeads=10,4,4,1,4,5,10,9,10,0,16,14,12,11,16,10,16,17,20,17,22,20,22,23,10,
#predictedHeads=10,4,4,1,4,5,10,9,10,16,10,14,12,11,16,0,16,17,20,17,22,20,22,23,16,
(23,22),(22,24),(22,26),-0.132449 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,22),(22,25),(22,26),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,22),(22,22),(22,21),-0.00120252 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,22),(22,19),0.064136 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,22),(22,18),0.0458768 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,22),(22,-1),0.134471 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,22),(22,21),(22,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,21),(22,18),-0.0158472 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,21),(22,-1),0.00603 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,22),(22,19),(22,18),-0.0224033 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,19),(22,-1),0.0453184 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,22),(22,18),(22,-1),0.090112 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,24),(24,24),(24,25),-0.0449046 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,24),(24,24),(24,26),0.133288 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,24),(24,25),(24,26),-0.0416307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,24),(24,24),(24,23),0.135982 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,24),(24,24),(24,22),-0.150312 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,24),(24,24),(24,21),-0.148473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,24),(24,24),(24,-1),-0.17278 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,24),(24,23),(24,22),-0.144708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,24),(24,23),(24,21),-0.144707 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,24),(24,23),(24,-1),-0.140863 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,24),(24,22),(24,21),-0.147191 # DEPENDENCYPART_GRANDSIBL
(23,24),(24,22),(24,-1),-0.134577 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,24),(24,21),(24,-1),-0.0977742 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,21),(21,21),(21,23),0.0915819 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,21),(21,21),(21,26),0.0506489 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,21),(21,23),(21,26),-0.162883 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,21),(21,21),(21,-1),0.172156 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,22),(22,22),(22,23),0.162867 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,22),(22,22),(22,24),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,22),(22,22),(22,25),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,22),(22,22),(22,26),-0.0185764 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,22),(22,23),(22,24),-0.14498 # DEPENDENCYPART_GRANDSIBL
(24,22),(22,23),(22,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,22),(22,23),(22,26),-0.10373 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,22),(22,24),(22,25),-0.144801 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,22),(22,24),(22,26),-0.176824 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,22),(22,25),(22,26),-0.151487 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,22),(22,22),(22,21),-0.038525 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,22),(22,22),(22,19),-0.0381679 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,22),(22,22),(22,18),-0.0301908 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,22),(22,22),(22,-1),0.137157 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,22),(22,21),(22,19),-0.0210057 # DEPENDENCYPART_GRANDSIBL
(24,22),(22,21),(22,18),-0.0248821 # DEPENDENCYPART_GRANDSIBL
(24,22),(22,21),(22,-1),-0.0436282 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,22),(22,19),(22,18),-0.0194996 # DEPENDENCYPART_GRANDSIBL
(24,22),(22,19),(22,-1),-0.0375641 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,22),(22,18),(22,-1),-0.0363743 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,23),(23,23),(23,24),-0.161469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,23),(23,23),(23,26),-0.117897 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,23),(23,24),(23,26),-0.194466 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,23),(23,23),(23,22),0.12778 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,23),(23,23),(23,21),-0.0074621 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,23),(23,23),(23,-1),-0.348089 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,23),(23,22),(23,21),-0.0141147 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,22),(23,-1),0.0686432 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,23),(23,21),(23,-1),0.00854141 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,25),(25,25),(25,26),0.00397946 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,25),(25,25),(25,23),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,25),(25,25),(25,-1),-0.112602 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,25),(25,23),(25,-1),-0.145072 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,23),(23,23),(23,24),0.112326 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,23),(23,23),(23,26),-0.176716 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,23),(23,24),(23,26),-0.141919 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,23),(23,23),(23,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,23),(23,23),(23,21),-0.0203213 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,23),(23,23),(23,-1),-0.0423704 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,23),(23,22),(23,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(25,23),(23,22),(23,-1),-0.0194405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,23),(23,21),(23,-1),-0.0203213 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,0),(0,1),(0,4),-0.156252 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,1),(0,10),-0.197582 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,1),(0,11),-0.199832 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,1),(0,16),-0.168038 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,1),(0,17),-0.202452 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,1),(0,20),-0.197422 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,1),(0,26),0.161611 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,4),(0,10),-0.174243 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,4),(0,11),-0.173043 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,4),(0,16),-0.192798 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,4),(0,17),-0.176604 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,4),(0,20),-0.170634 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,4),(0,26),0.316876 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,10),(0,11),-0.280988 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,10),(0,16),-0.234112 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,10),(0,17),-0.284333 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,10),(0,20),-0.278579 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,10),(0,26),0.749663 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,11),(0,16),-0.2311 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,11),(0,17),-0.277191 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,11),(0,20),-0.271437 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,11),(0,26),0.738995 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,16),(0,17),-0.182766 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,16),(0,20),-0.177859 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,16),(0,26),0.426314 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,17),(0,20),-0.271445 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,17),(0,26),0.741636 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,20),(0,26),0.73772 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,1),(0,4),(0,10),-0.0842542 # DEPENDENCYPART_TRISIBL
(0,1),(0,4),(0,11),-0.0849899 # DEPENDENCYPART_TRISIBL
(0,1),(0,4),(0,16),-0.0896177 # DEPENDENCYPART_TRISIBL
(0,1),(0,4),(0,17),-0.0855046 # DEPENDENCYPART_TRISIBL
(0,1),(0,4),(0,20),-0.0849899 # DEPENDENCYPART_TRISIBL
(0,1),(0,4),(0,26),-0.0841857 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,1),(0,10),(0,11),-0.0876696 # DEPENDENCYPART_TRISIBL
(0,1),(0,10),(0,16),-0.0921097 # DEPENDENCYPART_TRISIBL
(0,1),(0,10),(0,17),-0.0881842 # DEPENDENCYPART_TRISIBL
(0,1),(0,10),(0,20),-0.0876696 # DEPENDENCYPART_TRISIBL
(0,1),(0,10),(0,26),-0.100159 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,1),(0,11),(0,16),-0.0918499 # DEPENDENCYPART_TRISIBL
(0,1),(0,11),(0,17),-0.0876966 # DEPENDENCYPART_TRISIBL
(0,1),(0,11),(0,20),-0.0871819 # DEPENDENCYPART_TRISIBL
(0,1),(0,11),(0,26),-0.0969466 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,1),(0,16),(0,17),-0.0987665 # DEPENDENCYPART_TRISIBL
(0,1),(0,16),(0,20),-0.0982518 # DEPENDENCYPART_TRISIBL
(0,1),(0,16),(0,26),-0.108395 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,1),(0,17),(0,20),-0.0871819 # DEPENDENCYPART_TRISIBL
(0,1),(0,17),(0,26),-0.0970649 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,1),(0,20),(0,26),-0.0969468 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,4),(0,10),(0,11),-0.0900252 # DEPENDENCYPART_TRISIBL
(0,4),(0,10),(0,16),-0.127041 # DEPENDENCYPART_TRISIBL
(0,4),(0,10),(0,17),-0.0861421 # DEPENDENCYPART_TRISIBL
(0,4),(0,10),(0,20),-0.0900252 # DEPENDENCYPART_TRISIBL
(0,4),(0,10),(0,26),-0.116569 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,4),(0,11),(0,16),-0.126723 # DEPENDENCYPART_TRISIBL
(0,4),(0,11),(0,17),-0.0848148 # DEPENDENCYPART_TRISIBL
(0,4),(0,11),(0,20),-0.0886979 # DEPENDENCYPART_TRISIBL
(0,4),(0,11),(0,26),-0.110449 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,4),(0,16),(0,17),-0.0756067 # DEPENDENCYPART_TRISIBL
(0,4),(0,16),(0,20),-0.0794899 # DEPENDENCYPART_TRISIBL
(0,4),(0,16),(0,26),-0.172877 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,4),(0,17),(0,20),-0.0886979 # DEPENDENCYPART_TRISIBL
(0,4),(0,17),(0,26),-0.109864 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,4),(0,20),(0,26),-0.110449 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,10),(0,11),(0,16),-0.153734 # DEPENDENCYPART_TRISIBL
(0,10),(0,11),(0,17),-0.144343 # DEPENDENCYPART_TRISIBL
(0,10),(0,11),(0,20),-0.144245 # DEPENDENCYPART_TRISIBL
(0,10),(0,11),(0,26),-0.265591 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,10),(0,16),(0,17),-0.14324 # DEPENDENCYPART_TRISIBL
(0,10),(0,16),(0,20),-0.143141 # DEPENDENCYPART_TRISIBL
(0,10),(0,16),(0,26),-0.251191 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,10),(0,17),(0,20),-0.144245 # DEPENDENCYPART_TRISIBL
(0,10),(0,17),(0,26),-0.266438 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,10),(0,20),(0,26),-0.265591 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,11),(0,16),(0,17),-0.153717 # DEPENDENCYPART_TRISIBL
(0,11),(0,16),(0,20),-0.153619 # DEPENDENCYPART_TRISIBL
(0,11),(0,16),(0,26),-0.238931 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,11),(0,17),(0,20),-0.154646 # DEPENDENCYPART_TRISIBL
(0,11),(0,17),(0,26),-0.249726 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,11),(0,20),(0,26),-0.24888 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,16),(0,17),(0,20),-0.0816452 # DEPENDENCYPART_TRISIBL
(0,16),(0,17),(0,26),-0.221094 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,16),(0,20),(0,26),-0.221071 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,17),(0,20),(0,26),-0.24773 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,1),(1,2),(1,3),-0.0864775 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,4),-0.0520742 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,5),-0.138053 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,6),-0.0432536 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,7),-0.0432344 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,9),-0.0400875 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,10),-0.131093 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,14),-0.0400357 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,16),-0.131351 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,26),-0.0985211 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,3),(1,4),-0.0728255 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,3),(1,5),-0.147475 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,3),(1,6),-0.0642159 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,3),(1,7),-0.086414 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,3),(1,9),-0.0611718 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,3),(1,10),-0.0438969 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,3),(1,14),-0.060998 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,3),(1,16),-0.105563 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,3),(1,26),0.0301685 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,4),(1,5),0.00908728 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,4),(1,6),-0.09986 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,4),(1,7),0.0540654 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,4),(1,9),-0.0925133 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,4),(1,10),-0.124864 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,4),(1,14),-0.0957532 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,4),(1,16),-0.192578 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,4),(1,26),0.256618 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,5),(1,6),0.0217802 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,5),(1,7),-0.0653084 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,5),(1,9),0.026069 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,5),(1,10),-0.1599 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,5),(1,14),0.0269159 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,5),(1,16),-0.0461983 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,5),(1,26),-0.100505 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,6),(1,7),0.064701 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,6),(1,9),-0.0986423 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,6),(1,10),-0.132279 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,6),(1,14),-0.101882 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,6),(1,16),-0.192385 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,6),(1,26),0.227415 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,7),(1,9),-0.124367 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,7),(1,10),-0.113664 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,7),(1,14),-0.122923 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,7),(1,16),-0.0927798 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,7),(1,26),-0.265836 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,9),(1,10),-0.132758 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,9),(1,14),-0.0997214 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,9),(1,16),-0.192331 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,9),(1,26),0.213554 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,10),(1,14),-0.0520906 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,10),(1,16),-0.125737 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,10),(1,26),0.10162 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,14),(1,16),-0.192186 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,14),(1,26),0.220881 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,16),(1,26),0.160799 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,2),(1,3),(1,4),-0.0785488 # DEPENDENCYPART_TRISIBL
(1,2),(1,3),(1,5),-0.0753751 # DEPENDENCYPART_TRISIBL
(1,2),(1,3),(1,6),-0.0781979 # DEPENDENCYPART_TRISIBL
(1,2),(1,3),(1,7),-0.0835183 # DEPENDENCYPART_TRISIBL
(1,2),(1,3),(1,9),-0.0781967 # DEPENDENCYPART_TRISIBL
(1,2),(1,3),(1,10),-0.0824898 # DEPENDENCYPART_TRISIBL
(1,2),(1,3),(1,14),-0.0781961 # DEPENDENCYPART_TRISIBL
(1,2),(1,3),(1,16),-0.0827456 # DEPENDENCYPART_TRISIBL
(1,2),(1,3),(1,26),-0.073924 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,4),(1,5),-0.04474 # DEPENDENCYPART_TRISIBL
(1,2),(1,4),(1,6),-0.0828954 # DEPENDENCYPART_TRISIBL
(1,2),(1,4),(1,7),-0.0894361 # DEPENDENCYPART_TRISIBL
(1,2),(1,4),(1,9),-0.0828942 # DEPENDENCYPART_TRISIBL
(1,2),(1,4),(1,10),-0.0814333 # DEPENDENCYPART_TRISIBL
(1,2),(1,4),(1,14),-0.0828936 # DEPENDENCYPART_TRISIBL
(1,2),(1,4),(1,16),-0.0851743 # DEPENDENCYPART_TRISIBL
(1,2),(1,4),(1,26),-0.054838 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,5),(1,6),-0.0791704 # DEPENDENCYPART_TRISIBL
(1,2),(1,5),(1,7),-0.0856034 # DEPENDENCYPART_TRISIBL
(1,2),(1,5),(1,9),-0.0791674 # DEPENDENCYPART_TRISIBL
(1,2),(1,5),(1,10),-0.0805741 # DEPENDENCYPART_TRISIBL
(1,2),(1,5),(1,14),-0.0791668 # DEPENDENCYPART_TRISIBL
(1,2),(1,5),(1,16),-0.081518 # DEPENDENCYPART_TRISIBL
(1,2),(1,5),(1,26),-0.0869635 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,6),(1,7),-0.089434 # DEPENDENCYPART_TRISIBL
(1,2),(1,6),(1,9),-0.0828557 # DEPENDENCYPART_TRISIBL
(1,2),(1,6),(1,10),-0.0814333 # DEPENDENCYPART_TRISIBL
(1,2),(1,6),(1,14),-0.0828551 # DEPENDENCYPART_TRISIBL
(1,2),(1,6),(1,16),-0.0851734 # DEPENDENCYPART_TRISIBL
(1,2),(1,6),(1,26),-0.0544689 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,7),(1,9),-0.0777801 # DEPENDENCYPART_TRISIBL
(1,2),(1,7),(1,10),-0.0845384 # DEPENDENCYPART_TRISIBL
(1,2),(1,7),(1,14),-0.0777795 # DEPENDENCYPART_TRISIBL
(1,2),(1,7),(1,16),-0.0841469 # DEPENDENCYPART_TRISIBL
(1,2),(1,7),(1,26),-0.0734202 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,9),(1,10),-0.0814333 # DEPENDENCYPART_TRISIBL
(1,2),(1,9),(1,14),-0.0828551 # DEPENDENCYPART_TRISIBL
(1,2),(1,9),(1,16),-0.0851779 # DEPENDENCYPART_TRISIBL
(1,2),(1,9),(1,26),-0.054469 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,10),(1,14),-0.0784167 # DEPENDENCYPART_TRISIBL
(1,2),(1,10),(1,16),-0.0839172 # DEPENDENCYPART_TRISIBL
(1,2),(1,10),(1,26),-0.0899004 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,14),(1,16),-0.0851734 # DEPENDENCYPART_TRISIBL
(1,2),(1,14),(1,26),-0.0544689 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,16),(1,26),-0.0900751 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,4),(1,5),-0.0478908 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,6),-0.0680764 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,7),-0.0480274 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,9),-0.0681029 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,10),-0.0687977 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,14),-0.0680764 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,16),-0.085188 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,26),-0.0894112 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,5),(1,6),-0.0839632 # DEPENDENCYPART_TRISIBL
(1,3),(1,5),(1,7),-0.0345608 # DEPENDENCYPART_TRISIBL
(1,3),(1,5),(1,9),-0.0839764 # DEPENDENCYPART_TRISIBL
(1,3),(1,5),(1,10),-0.0786441 # DEPENDENCYPART_TRISIBL
(1,3),(1,5),(1,14),-0.0839632 # DEPENDENCYPART_TRISIBL
(1,3),(1,5),(1,16),-0.0869749 # DEPENDENCYPART_TRISIBL
(1,3),(1,5),(1,26),-0.071778 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,6),(1,7),-0.0480032 # DEPENDENCYPART_TRISIBL
(1,3),(1,6),(1,9),-0.0680998 # DEPENDENCYPART_TRISIBL
(1,3),(1,6),(1,10),-0.0687976 # DEPENDENCYPART_TRISIBL
(1,3),(1,6),(1,14),-0.0680734 # DEPENDENCYPART_TRISIBL
(1,3),(1,6),(1,16),-0.085188 # DEPENDENCYPART_TRISIBL
(1,3),(1,6),(1,26),-0.0894022 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,7),(1,9),-0.0855883 # DEPENDENCYPART_TRISIBL
(1,3),(1,7),(1,10),-0.0474149 # DEPENDENCYPART_TRISIBL
(1,3),(1,7),(1,14),-0.085575 # DEPENDENCYPART_TRISIBL
(1,3),(1,7),(1,16),-0.0951417 # DEPENDENCYPART_TRISIBL
(1,3),(1,7),(1,26),-0.109818 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,9),(1,10),-0.0687976 # DEPENDENCYPART_TRISIBL
(1,3),(1,9),(1,14),-0.0680758 # DEPENDENCYPART_TRISIBL
(1,3),(1,9),(1,16),-0.085188 # DEPENDENCYPART_TRISIBL
(1,3),(1,9),(1,26),-0.0895224 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,10),(1,14),-0.0721623 # DEPENDENCYPART_TRISIBL
(1,3),(1,10),(1,16),-0.084629 # DEPENDENCYPART_TRISIBL
(1,3),(1,10),(1,26),-0.0971038 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,14),(1,16),-0.085188 # DEPENDENCYPART_TRISIBL
(1,3),(1,14),(1,26),-0.0894022 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,16),(1,26),-0.0968745 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,5),(1,6),-0.139174 # DEPENDENCYPART_TRISIBL
(1,4),(1,5),(1,7),-0.000273782 # DEPENDENCYPART_TRISIBL
(1,4),(1,5),(1,9),-0.139303 # DEPENDENCYPART_TRISIBL
(1,4),(1,5),(1,10),-0.035472 # DEPENDENCYPART_TRISIBL
(1,4),(1,5),(1,14),-0.13911 # DEPENDENCYPART_TRISIBL
