# _root_ Murata said , however , it will invest about 1.4 billion yen ( $ 9.9 million ) in the new company .
#goldHeads=2,0,2,2,2,7,2,7,12,9,9,8,14,12,14,14,14,8,21,21,18,2,
#predictedHeads=2,0,2,2,7,7,2,7,12,9,9,8,14,12,14,14,14,8,21,21,18,2,
(2,9),(12,8),0.0692636 # DEPENDENCYPART_HEADBIGRAM
(2,12),(4,11),0.0867512 # DEPENDENCYPART_HEADBIGRAM
(2,12),(8,11),0.0653451 # DEPENDENCYPART_HEADBIGRAM
(2,12),(9,11),0.122014 # DEPENDENCYPART_HEADBIGRAM
(2,12),(10,11),0.0559642 # DEPENDENCYPART_HEADBIGRAM
(2,12),(12,11),0.0751071 # DEPENDENCYPART_HEADBIGRAM
(2,12),(14,11),0.0902623 # DEPENDENCYPART_HEADBIGRAM
(2,12),(15,11),0.0777051 # DEPENDENCYPART_HEADBIGRAM
(2,17),(9,16),0.0936003 # DEPENDENCYPART_HEADBIGRAM
(2,17),(10,16),0.0936394 # DEPENDENCYPART_HEADBIGRAM
(2,17),(12,16),0.0979666 # DEPENDENCYPART_HEADBIGRAM
(2,17),(14,16),0.0555377 # DEPENDENCYPART_HEADBIGRAM
(2,17),(15,16),0.0898637 # DEPENDENCYPART_HEADBIGRAM
(2,17),(18,16),0.0803609 # DEPENDENCYPART_HEADBIGRAM
(2,17),(21,16),0.0826322 # DEPENDENCYPART_HEADBIGRAM
(2,18),(2,17),0.0899232 # DEPENDENCYPART_HEADBIGRAM
(2,18),(7,17),0.093404 # DEPENDENCYPART_HEADBIGRAM
(2,18),(8,17),0.0910191 # DEPENDENCYPART_HEADBIGRAM
(2,18),(10,17),0.0783109 # DEPENDENCYPART_HEADBIGRAM
(2,18),(11,17),0.0757465 # DEPENDENCYPART_HEADBIGRAM
(2,18),(12,17),0.149566 # DEPENDENCYPART_HEADBIGRAM
(2,18),(14,17),0.0204277 # DEPENDENCYPART_HEADBIGRAM
(2,18),(15,17),0.0762989 # DEPENDENCYPART_HEADBIGRAM
(2,18),(16,17),0.0679583 # DEPENDENCYPART_HEADBIGRAM
(2,22),(8,21),0.0720908 # DEPENDENCYPART_HEADBIGRAM
(2,22),(12,21),0.0850215 # DEPENDENCYPART_HEADBIGRAM
(2,22),(14,21),0.0382142 # DEPENDENCYPART_HEADBIGRAM
(2,22),(15,21),0.143238 # DEPENDENCYPART_HEADBIGRAM
(2,22),(16,21),0.15565 # DEPENDENCYPART_HEADBIGRAM
(2,22),(18,21),0.259012 # DEPENDENCYPART_HEADBIGRAM
(2,22),(22,21),0.000301974 # DEPENDENCYPART_HEADBIGRAM
(4,3),(0,2),-0.0632949 # DEPENDENCYPART_HEADBIGRAM
(4,3),(1,2),-0.0718778 # DEPENDENCYPART_HEADBIGRAM
(4,3),(7,2),0.085586 # DEPENDENCYPART_HEADBIGRAM
(4,5),(0,4),-0.0500274 # DEPENDENCYPART_HEADBIGRAM
(4,5),(1,4),-0.0110105 # DEPENDENCYPART_HEADBIGRAM
(4,5),(2,4),0.0129369 # DEPENDENCYPART_HEADBIGRAM
(4,5),(5,4),0.0186975 # DEPENDENCYPART_HEADBIGRAM
(4,5),(7,4),0.0716473 # DEPENDENCYPART_HEADBIGRAM
(4,5),(8,4),0.0732512 # DEPENDENCYPART_HEADBIGRAM
(4,6),(1,5),-0.0578325 # DEPENDENCYPART_HEADBIGRAM
(4,6),(2,5),-0.0609911 # DEPENDENCYPART_HEADBIGRAM
(4,6),(4,5),0.0887339 # DEPENDENCYPART_HEADBIGRAM
(4,6),(6,5),0.0793791 # DEPENDENCYPART_HEADBIGRAM
(4,6),(7,5),0.081186 # DEPENDENCYPART_HEADBIGRAM
(4,6),(8,5),0.077859 # DEPENDENCYPART_HEADBIGRAM
(4,6),(9,5),0.0811871 # DEPENDENCYPART_HEADBIGRAM
(4,6),(12,5),0.0809246 # DEPENDENCYPART_HEADBIGRAM
(4,7),(4,6),0.0937302 # DEPENDENCYPART_HEADBIGRAM
(4,7),(7,6),0.0808931 # DEPENDENCYPART_HEADBIGRAM
(4,7),(8,6),0.0789822 # DEPENDENCYPART_HEADBIGRAM
(4,8),(0,7),-0.0600574 # DEPENDENCYPART_HEADBIGRAM
(4,8),(1,7),-0.059982 # DEPENDENCYPART_HEADBIGRAM
(4,8),(2,7),-0.0591046 # DEPENDENCYPART_HEADBIGRAM
(4,8),(4,7),0.0839563 # DEPENDENCYPART_HEADBIGRAM
(4,8),(8,7),0.0585624 # DEPENDENCYPART_HEADBIGRAM
(4,9),(0,8),-0.0488493 # DEPENDENCYPART_HEADBIGRAM
(4,9),(2,8),-0.0492419 # DEPENDENCYPART_HEADBIGRAM
(4,9),(4,8),0.0889718 # DEPENDENCYPART_HEADBIGRAM
(4,9),(6,8),0.0906645 # DEPENDENCYPART_HEADBIGRAM
(4,9),(7,8),0.112997 # DEPENDENCYPART_HEADBIGRAM
(4,9),(9,8),0.0783848 # DEPENDENCYPART_HEADBIGRAM
(4,9),(12,8),0.0747837 # DEPENDENCYPART_HEADBIGRAM
(4,10),(2,9),-0.0574837 # DEPENDENCYPART_HEADBIGRAM
(4,10),(4,9),0.0836772 # DEPENDENCYPART_HEADBIGRAM
(4,10),(7,9),0.092295 # DEPENDENCYPART_HEADBIGRAM
(4,10),(8,9),0.0922948 # DEPENDENCYPART_HEADBIGRAM
(4,10),(10,9),0.0949201 # DEPENDENCYPART_HEADBIGRAM
(4,10),(12,9),0.0810999 # DEPENDENCYPART_HEADBIGRAM
(4,10),(14,9),0.0811871 # DEPENDENCYPART_HEADBIGRAM
(4,11),(4,10),0.141472 # DEPENDENCYPART_HEADBIGRAM
(4,11),(8,10),0.0923508 # DEPENDENCYPART_HEADBIGRAM
(4,11),(9,10),0.0919985 # DEPENDENCYPART_HEADBIGRAM
(4,11),(11,10),0.0846453 # DEPENDENCYPART_HEADBIGRAM
(4,11),(12,10),0.0811094 # DEPENDENCYPART_HEADBIGRAM
(5,4),(1,3),-0.128648 # DEPENDENCYPART_HEADBIGRAM
(5,4),(2,3),-0.121809 # DEPENDENCYPART_HEADBIGRAM
(5,4),(4,3),-0.145973 # DEPENDENCYPART_HEADBIGRAM
(5,4),(7,3),0.084586 # DEPENDENCYPART_HEADBIGRAM
(5,4),(8,3),0.0813107 # DEPENDENCYPART_HEADBIGRAM
(5,4),(9,3),0.0897546 # DEPENDENCYPART_HEADBIGRAM
(5,4),(12,3),0.0832436 # DEPENDENCYPART_HEADBIGRAM
(6,5),(0,4),-0.0904576 # DEPENDENCYPART_HEADBIGRAM
(6,5),(1,4),-0.0884608 # DEPENDENCYPART_HEADBIGRAM
(6,5),(2,4),-0.0595191 # DEPENDENCYPART_HEADBIGRAM
(6,5),(5,4),-0.116271 # DEPENDENCYPART_HEADBIGRAM
(6,5),(7,4),0.0842426 # DEPENDENCYPART_HEADBIGRAM
(6,5),(8,4),0.0827279 # DEPENDENCYPART_HEADBIGRAM
(6,8),(0,7),-0.0584844 # DEPENDENCYPART_HEADBIGRAM
(6,8),(1,7),-0.0584844 # DEPENDENCYPART_HEADBIGRAM
(6,8),(2,7),-0.0587688 # DEPENDENCYPART_HEADBIGRAM
(6,8),(4,7),-0.0587688 # DEPENDENCYPART_HEADBIGRAM
(6,8),(8,7),0.0805608 # DEPENDENCYPART_HEADBIGRAM
(7,2),(0,1),-0.118071 # DEPENDENCYPART_HEADBIGRAM
(7,2),(2,1),-0.0516467 # DEPENDENCYPART_HEADBIGRAM
(7,2),(4,1),-0.110039 # DEPENDENCYPART_HEADBIGRAM
(7,2),(7,1),0.0194042 # DEPENDENCYPART_HEADBIGRAM
(7,2),(8,1),0.0676121 # DEPENDENCYPART_HEADBIGRAM
(7,2),(9,1),0.0831024 # DEPENDENCYPART_HEADBIGRAM
(7,3),(0,2),-0.27066 # DEPENDENCYPART_HEADBIGRAM
(7,3),(1,2),-0.118162 # DEPENDENCYPART_HEADBIGRAM
(7,3),(7,2),0.137185 # DEPENDENCYPART_HEADBIGRAM
(7,4),(1,3),-0.118317 # DEPENDENCYPART_HEADBIGRAM
(7,4),(2,3),-0.0770676 # DEPENDENCYPART_HEADBIGRAM
(7,4),(4,3),-0.107106 # DEPENDENCYPART_HEADBIGRAM
(7,4),(7,3),0.138312 # DEPENDENCYPART_HEADBIGRAM
(7,4),(8,3),0.110056 # DEPENDENCYPART_HEADBIGRAM
(7,4),(9,3),0.0944072 # DEPENDENCYPART_HEADBIGRAM
(7,4),(12,3),0.0915405 # DEPENDENCYPART_HEADBIGRAM
(7,5),(0,4),-0.0885733 # DEPENDENCYPART_HEADBIGRAM
(7,5),(1,4),-0.0882777 # DEPENDENCYPART_HEADBIGRAM
(7,5),(2,4),-0.0016356 # DEPENDENCYPART_HEADBIGRAM
(7,5),(5,4),-0.125089 # DEPENDENCYPART_HEADBIGRAM
(7,5),(7,4),0.016964 # DEPENDENCYPART_HEADBIGRAM
(7,5),(8,4),0.109979 # DEPENDENCYPART_HEADBIGRAM
(7,6),(1,5),-0.130631 # DEPENDENCYPART_HEADBIGRAM
(7,6),(2,5),-0.136789 # DEPENDENCYPART_HEADBIGRAM
(7,6),(4,5),-0.136198 # DEPENDENCYPART_HEADBIGRAM
(7,6),(6,5),-0.124162 # DEPENDENCYPART_HEADBIGRAM
(7,6),(7,5),0.18691 # DEPENDENCYPART_HEADBIGRAM
(7,6),(8,5),0.0893892 # DEPENDENCYPART_HEADBIGRAM
(7,6),(9,5),0.114034 # DEPENDENCYPART_HEADBIGRAM
(7,6),(12,5),0.0806383 # DEPENDENCYPART_HEADBIGRAM
(7,8),(0,7),0.0574632 # DEPENDENCYPART_HEADBIGRAM
(7,8),(1,7),0.056314 # DEPENDENCYPART_HEADBIGRAM
(7,8),(2,7),0.0181833 # DEPENDENCYPART_HEADBIGRAM
(7,8),(4,7),-0.0196238 # DEPENDENCYPART_HEADBIGRAM
(7,8),(8,7),0.0247297 # DEPENDENCYPART_HEADBIGRAM
(7,9),(0,8),-0.064979 # DEPENDENCYPART_HEADBIGRAM
(7,9),(2,8),-0.059991 # DEPENDENCYPART_HEADBIGRAM
(7,9),(4,8),-0.0584208 # DEPENDENCYPART_HEADBIGRAM
(7,9),(6,8),-0.0579256 # DEPENDENCYPART_HEADBIGRAM
(7,9),(7,8),0.0531323 # DEPENDENCYPART_HEADBIGRAM
(7,9),(9,8),0.0839853 # DEPENDENCYPART_HEADBIGRAM
(7,9),(12,8),0.0754759 # DEPENDENCYPART_HEADBIGRAM
(7,17),(9,16),0.093835 # DEPENDENCYPART_HEADBIGRAM
(7,17),(10,16),0.0938185 # DEPENDENCYPART_HEADBIGRAM
(7,17),(12,16),0.0942393 # DEPENDENCYPART_HEADBIGRAM
(7,17),(14,16),0.0866737 # DEPENDENCYPART_HEADBIGRAM
(7,17),(15,16),0.0902272 # DEPENDENCYPART_HEADBIGRAM
(7,17),(18,16),0.0793811 # DEPENDENCYPART_HEADBIGRAM
(7,17),(21,16),0.0809981 # DEPENDENCYPART_HEADBIGRAM
(7,18),(2,17),-0.0575399 # DEPENDENCYPART_HEADBIGRAM
(7,18),(7,17),0.0945541 # DEPENDENCYPART_HEADBIGRAM
(7,18),(8,17),0.0949286 # DEPENDENCYPART_HEADBIGRAM
(7,18),(10,17),0.0949573 # DEPENDENCYPART_HEADBIGRAM
(7,18),(11,17),0.0949573 # DEPENDENCYPART_HEADBIGRAM
(7,18),(12,17),0.0855354 # DEPENDENCYPART_HEADBIGRAM
(7,18),(14,17),0.0856038 # DEPENDENCYPART_HEADBIGRAM
(7,18),(15,17),0.0929424 # DEPENDENCYPART_HEADBIGRAM
(7,18),(16,17),0.0929424 # DEPENDENCYPART_HEADBIGRAM
(7,22),(8,21),0.108875 # DEPENDENCYPART_HEADBIGRAM
(7,22),(12,21),0.0602085 # DEPENDENCYPART_HEADBIGRAM
(7,22),(14,21),0.129337 # DEPENDENCYPART_HEADBIGRAM
(7,22),(15,21),0.0839228 # DEPENDENCYPART_HEADBIGRAM
(7,22),(16,21),0.0680595 # DEPENDENCYPART_HEADBIGRAM
(7,22),(18,21),0.270666 # DEPENDENCYPART_HEADBIGRAM
(7,22),(22,21),0.054957 # DEPENDENCYPART_HEADBIGRAM
(8,3),(0,2),-0.405106 # DEPENDENCYPART_HEADBIGRAM
(8,3),(1,2),-0.117715 # DEPENDENCYPART_HEADBIGRAM
(8,3),(7,2),-0.0669004 # DEPENDENCYPART_HEADBIGRAM
(8,4),(1,3),-0.0705582 # DEPENDENCYPART_HEADBIGRAM
(8,4),(2,3),-0.0291249 # DEPENDENCYPART_HEADBIGRAM
(8,4),(4,3),-0.139454 # DEPENDENCYPART_HEADBIGRAM
(8,4),(7,3),-0.10065 # DEPENDENCYPART_HEADBIGRAM
(8,4),(8,3),0.12527 # DEPENDENCYPART_HEADBIGRAM
(8,4),(9,3),0.0910932 # DEPENDENCYPART_HEADBIGRAM
(8,4),(12,3),0.123552 # DEPENDENCYPART_HEADBIGRAM
(8,5),(0,4),-0.114222 # DEPENDENCYPART_HEADBIGRAM
(8,5),(1,4),-0.084687 # DEPENDENCYPART_HEADBIGRAM
(8,5),(2,4),-0.104368 # DEPENDENCYPART_HEADBIGRAM
(8,5),(5,4),-0.139951 # DEPENDENCYPART_HEADBIGRAM
(8,5),(7,4),-0.112409 # DEPENDENCYPART_HEADBIGRAM
(8,5),(8,4),0.170092 # DEPENDENCYPART_HEADBIGRAM
(8,6),(1,5),-0.18239 # DEPENDENCYPART_HEADBIGRAM
(8,6),(2,5),-0.14316 # DEPENDENCYPART_HEADBIGRAM
(8,6),(4,5),-0.144848 # DEPENDENCYPART_HEADBIGRAM
(8,6),(6,5),-0.101523 # DEPENDENCYPART_HEADBIGRAM
(8,6),(7,5),-0.112288 # DEPENDENCYPART_HEADBIGRAM
(8,6),(8,5),0.237707 # DEPENDENCYPART_HEADBIGRAM
(8,6),(9,5),0.112235 # DEPENDENCYPART_HEADBIGRAM
(8,6),(12,5),0.0604413 # DEPENDENCYPART_HEADBIGRAM
(8,7),(4,6),-0.100765 # DEPENDENCYPART_HEADBIGRAM
(8,7),(7,6),-0.0193395 # DEPENDENCYPART_HEADBIGRAM
(8,7),(8,6),0.0464611 # DEPENDENCYPART_HEADBIGRAM
(8,9),(0,8),-0.0357879 # DEPENDENCYPART_HEADBIGRAM
(8,9),(2,8),-0.0246952 # DEPENDENCYPART_HEADBIGRAM
(8,9),(4,8),-0.0510972 # DEPENDENCYPART_HEADBIGRAM
(8,9),(6,8),-0.0318521 # DEPENDENCYPART_HEADBIGRAM
(8,9),(7,8),-0.0658943 # DEPENDENCYPART_HEADBIGRAM
(8,9),(9,8),0.0364269 # DEPENDENCYPART_HEADBIGRAM
(8,9),(12,8),0.0771379 # DEPENDENCYPART_HEADBIGRAM
(8,10),(2,9),-0.0581519 # DEPENDENCYPART_HEADBIGRAM
(8,10),(4,9),-0.0601209 # DEPENDENCYPART_HEADBIGRAM
(8,10),(7,9),-0.057485 # DEPENDENCYPART_HEADBIGRAM
(8,10),(8,9),0.0845349 # DEPENDENCYPART_HEADBIGRAM
(8,10),(10,9),0.110974 # DEPENDENCYPART_HEADBIGRAM
(8,10),(12,9),0.0811731 # DEPENDENCYPART_HEADBIGRAM
(8,10),(14,9),0.0811822 # DEPENDENCYPART_HEADBIGRAM
(8,11),(4,10),-0.057737 # DEPENDENCYPART_HEADBIGRAM
(8,11),(8,10),0.0383337 # DEPENDENCYPART_HEADBIGRAM
(8,11),(9,10),0.0723392 # DEPENDENCYPART_HEADBIGRAM
(8,11),(11,10),0.124092 # DEPENDENCYPART_HEADBIGRAM
(8,11),(12,10),0.0793041 # DEPENDENCYPART_HEADBIGRAM
(8,12),(4,11),-0.058345 # DEPENDENCYPART_HEADBIGRAM
(8,12),(8,11),0.0988635 # DEPENDENCYPART_HEADBIGRAM
(8,12),(9,11),0.234229 # DEPENDENCYPART_HEADBIGRAM
(8,12),(10,11),0.167663 # DEPENDENCYPART_HEADBIGRAM
(8,12),(12,11),0.129814 # DEPENDENCYPART_HEADBIGRAM
(8,12),(14,11),0.0873194 # DEPENDENCYPART_HEADBIGRAM
(8,12),(15,11),0.0747558 # DEPENDENCYPART_HEADBIGRAM
(8,14),(12,13),0.0945669 # DEPENDENCYPART_HEADBIGRAM
(8,14),(14,13),0.0510979 # DEPENDENCYPART_HEADBIGRAM
(8,14),(15,13),0.0756518 # DEPENDENCYPART_HEADBIGRAM
(8,14),(16,13),0.075838 # DEPENDENCYPART_HEADBIGRAM
(8,14),(21,13),0.0808792 # DEPENDENCYPART_HEADBIGRAM
(8,17),(9,16),0.093699 # DEPENDENCYPART_HEADBIGRAM
(8,17),(10,16),0.0937381 # DEPENDENCYPART_HEADBIGRAM
(8,17),(12,16),0.0982214 # DEPENDENCYPART_HEADBIGRAM
(8,17),(14,16),0.0558246 # DEPENDENCYPART_HEADBIGRAM
(8,17),(15,16),0.0901505 # DEPENDENCYPART_HEADBIGRAM
(8,17),(18,16),0.0785694 # DEPENDENCYPART_HEADBIGRAM
(8,17),(21,16),0.0829097 # DEPENDENCYPART_HEADBIGRAM
(8,18),(2,17),-0.0618291 # DEPENDENCYPART_HEADBIGRAM
(8,18),(7,17),-0.060637 # DEPENDENCYPART_HEADBIGRAM
(8,18),(8,17),0.0879733 # DEPENDENCYPART_HEADBIGRAM
(8,18),(10,17),0.0768743 # DEPENDENCYPART_HEADBIGRAM
(8,18),(11,17),0.0743099 # DEPENDENCYPART_HEADBIGRAM
(8,18),(12,17),0.180068 # DEPENDENCYPART_HEADBIGRAM
(8,18),(14,17),0.0512479 # DEPENDENCYPART_HEADBIGRAM
(8,18),(15,17),0.0861201 # DEPENDENCYPART_HEADBIGRAM
(8,18),(16,17),0.0777795 # DEPENDENCYPART_HEADBIGRAM
(8,20),(18,19),0.0909227 # DEPENDENCYPART_HEADBIGRAM
(8,20),(20,19),0.100044 # DEPENDENCYPART_HEADBIGRAM
(8,20),(21,19),0.0692941 # DEPENDENCYPART_HEADBIGRAM
(8,21),(8,20),0.0682693 # DEPENDENCYPART_HEADBIGRAM
(8,21),(12,20),0.0739671 # DEPENDENCYPART_HEADBIGRAM
(8,21),(14,20),0.135831 # DEPENDENCYPART_HEADBIGRAM
(8,21),(18,20),0.0390677 # DEPENDENCYPART_HEADBIGRAM
(8,21),(19,20),0.0773457 # DEPENDENCYPART_HEADBIGRAM
(8,21),(21,20),0.138497 # DEPENDENCYPART_HEADBIGRAM
(8,22),(8,21),0.0783576 # DEPENDENCYPART_HEADBIGRAM
(8,22),(12,21),0.0865751 # DEPENDENCYPART_HEADBIGRAM
(8,22),(14,21),0.041304 # DEPENDENCYPART_HEADBIGRAM
(8,22),(15,21),0.143963 # DEPENDENCYPART_HEADBIGRAM
(8,22),(16,21),0.156376 # DEPENDENCYPART_HEADBIGRAM
(8,22),(18,21),0.292343 # DEPENDENCYPART_HEADBIGRAM
(8,22),(22,21),0.00425235 # DEPENDENCYPART_HEADBIGRAM
(9,3),(0,2),-0.105413 # DEPENDENCYPART_HEADBIGRAM
(9,3),(1,2),-0.107848 # DEPENDENCYPART_HEADBIGRAM
(9,3),(7,2),-0.107889 # DEPENDENCYPART_HEADBIGRAM
(9,5),(0,4),-0.107223 # DEPENDENCYPART_HEADBIGRAM
(9,5),(1,4),-0.109805 # DEPENDENCYPART_HEADBIGRAM
(9,5),(2,4),-0.103411 # DEPENDENCYPART_HEADBIGRAM
(9,5),(5,4),-0.111977 # DEPENDENCYPART_HEADBIGRAM
(9,5),(7,4),-0.1095 # DEPENDENCYPART_HEADBIGRAM
(9,5),(8,4),-0.103215 # DEPENDENCYPART_HEADBIGRAM
(9,8),(0,7),-0.111609 # DEPENDENCYPART_HEADBIGRAM
(9,8),(1,7),-0.111459 # DEPENDENCYPART_HEADBIGRAM
(9,8),(2,7),-0.080887 # DEPENDENCYPART_HEADBIGRAM
(9,8),(4,7),-0.0805506 # DEPENDENCYPART_HEADBIGRAM
(9,8),(8,7),-0.10903 # DEPENDENCYPART_HEADBIGRAM
(9,10),(2,9),-0.072976 # DEPENDENCYPART_HEADBIGRAM
(9,10),(4,9),-0.081748 # DEPENDENCYPART_HEADBIGRAM
(9,10),(7,9),-0.0729352 # DEPENDENCYPART_HEADBIGRAM
(9,10),(8,9),-0.0819686 # DEPENDENCYPART_HEADBIGRAM
(9,10),(10,9),0.0222909 # DEPENDENCYPART_HEADBIGRAM
(9,10),(12,9),0.271167 # DEPENDENCYPART_HEADBIGRAM
(9,10),(14,9),0.1074 # DEPENDENCYPART_HEADBIGRAM
(9,11),(4,10),-0.0574836 # DEPENDENCYPART_HEADBIGRAM
(9,11),(8,10),-0.0575028 # DEPENDENCYPART_HEADBIGRAM
(9,11),(9,10),0.252725 # DEPENDENCYPART_HEADBIGRAM
(9,11),(11,10),0.161191 # DEPENDENCYPART_HEADBIGRAM
(9,11),(12,10),0.078198 # DEPENDENCYPART_HEADBIGRAM
(9,12),(4,11),-0.046089 # DEPENDENCYPART_HEADBIGRAM
(9,12),(8,11),-0.059785 # DEPENDENCYPART_HEADBIGRAM
(9,12),(9,11),0.0754818 # DEPENDENCYPART_HEADBIGRAM
(9,12),(10,11),0.170638 # DEPENDENCYPART_HEADBIGRAM
(9,12),(12,11),0.0244629 # DEPENDENCYPART_HEADBIGRAM
(9,12),(14,11),0.0755665 # DEPENDENCYPART_HEADBIGRAM
(9,12),(15,11),0.0768217 # DEPENDENCYPART_HEADBIGRAM
(9,14),(12,13),0.0937977 # DEPENDENCYPART_HEADBIGRAM
(9,14),(14,13),0.125142 # DEPENDENCYPART_HEADBIGRAM
(9,14),(15,13),0.0805723 # DEPENDENCYPART_HEADBIGRAM
(9,14),(16,13),0.0799892 # DEPENDENCYPART_HEADBIGRAM
(9,14),(21,13),0.0809479 # DEPENDENCYPART_HEADBIGRAM
(9,15),(8,14),-0.0575386 # DEPENDENCYPART_HEADBIGRAM
(9,15),(9,14),0.0719848 # DEPENDENCYPART_HEADBIGRAM
(9,15),(10,14),0.0932601 # DEPENDENCYPART_HEADBIGRAM
(9,15),(11,14),0.0932601 # DEPENDENCYPART_HEADBIGRAM
(9,15),(12,14),0.0913136 # DEPENDENCYPART_HEADBIGRAM
(9,15),(15,14),0.0138664 # DEPENDENCYPART_HEADBIGRAM
(9,15),(16,14),0.0803342 # DEPENDENCYPART_HEADBIGRAM
(9,15),(21,14),0.0808845 # DEPENDENCYPART_HEADBIGRAM
(9,16),(9,15),0.171481 # DEPENDENCYPART_HEADBIGRAM
(9,16),(10,15),0.0946876 # DEPENDENCYPART_HEADBIGRAM
(9,16),(11,15),0.0946932 # DEPENDENCYPART_HEADBIGRAM
(9,16),(12,15),0.0945239 # DEPENDENCYPART_HEADBIGRAM
(9,16),(14,15),0.0923625 # DEPENDENCYPART_HEADBIGRAM
(9,16),(16,15),0.0752647 # DEPENDENCYPART_HEADBIGRAM
(9,16),(21,15),0.0810929 # DEPENDENCYPART_HEADBIGRAM
(9,18),(2,17),-0.0576472 # DEPENDENCYPART_HEADBIGRAM
(9,18),(7,17),-0.0578177 # DEPENDENCYPART_HEADBIGRAM
(9,18),(8,17),-0.0578037 # DEPENDENCYPART_HEADBIGRAM
(9,18),(10,17),0.0933219 # DEPENDENCYPART_HEADBIGRAM
(9,18),(11,17),0.0932646 # DEPENDENCYPART_HEADBIGRAM
(9,18),(12,17),0.112564 # DEPENDENCYPART_HEADBIGRAM
(9,18),(14,17),0.121531 # DEPENDENCYPART_HEADBIGRAM
(9,18),(15,17),0.102565 # DEPENDENCYPART_HEADBIGRAM
(9,18),(16,17),0.102565 # DEPENDENCYPART_HEADBIGRAM
(10,9),(0,8),-0.0691218 # DEPENDENCYPART_HEADBIGRAM
(10,9),(2,8),-0.054101 # DEPENDENCYPART_HEADBIGRAM
(10,9),(4,8),-0.0874131 # DEPENDENCYPART_HEADBIGRAM
(10,9),(6,8),-0.105655 # DEPENDENCYPART_HEADBIGRAM
(10,9),(7,8),-0.107161 # DEPENDENCYPART_HEADBIGRAM
(10,9),(9,8),-0.108433 # DEPENDENCYPART_HEADBIGRAM
(10,9),(12,8),0.101048 # DEPENDENCYPART_HEADBIGRAM
(10,11),(4,10),-0.0575152 # DEPENDENCYPART_HEADBIGRAM
(10,11),(8,10),-0.103632 # DEPENDENCYPART_HEADBIGRAM
(10,11),(9,10),-0.0852383 # DEPENDENCYPART_HEADBIGRAM
(10,11),(11,10),0.0369675 # DEPENDENCYPART_HEADBIGRAM
(10,11),(12,10),0.0590239 # DEPENDENCYPART_HEADBIGRAM
(10,12),(4,11),-0.058038 # DEPENDENCYPART_HEADBIGRAM
(10,12),(8,11),-0.0598646 # DEPENDENCYPART_HEADBIGRAM
(10,12),(9,11),-0.0591131 # DEPENDENCYPART_HEADBIGRAM
(10,12),(10,11),0.0637106 # DEPENDENCYPART_HEADBIGRAM
(10,12),(12,11),0.142101 # DEPENDENCYPART_HEADBIGRAM
(10,12),(14,11),0.0771762 # DEPENDENCYPART_HEADBIGRAM
(10,12),(15,11),0.0777591 # DEPENDENCYPART_HEADBIGRAM
(10,14),(12,13),0.0861179 # DEPENDENCYPART_HEADBIGRAM
(10,14),(14,13),0.133708 # DEPENDENCYPART_HEADBIGRAM
(10,14),(15,13),0.0793377 # DEPENDENCYPART_HEADBIGRAM
(10,14),(16,13),0.0787533 # DEPENDENCYPART_HEADBIGRAM
(10,14),(21,13),0.0775657 # DEPENDENCYPART_HEADBIGRAM
(10,15),(8,14),-0.0689207 # DEPENDENCYPART_HEADBIGRAM
(10,15),(9,14),-0.0610204 # DEPENDENCYPART_HEADBIGRAM
(10,15),(10,14),0.0873877 # DEPENDENCYPART_HEADBIGRAM
(10,15),(11,14),0.0938978 # DEPENDENCYPART_HEADBIGRAM
(10,15),(12,14),0.0874564 # DEPENDENCYPART_HEADBIGRAM
(10,15),(15,14),0.125823 # DEPENDENCYPART_HEADBIGRAM
(10,15),(16,14),0.0805384 # DEPENDENCYPART_HEADBIGRAM
(10,15),(21,14),0.0769905 # DEPENDENCYPART_HEADBIGRAM
(10,16),(9,15),-0.0575349 # DEPENDENCYPART_HEADBIGRAM
(10,16),(10,15),0.0955808 # DEPENDENCYPART_HEADBIGRAM
(10,16),(11,15),0.0946399 # DEPENDENCYPART_HEADBIGRAM
(10,16),(12,15),0.0935514 # DEPENDENCYPART_HEADBIGRAM
(10,16),(14,15),0.0923625 # DEPENDENCYPART_HEADBIGRAM
(10,16),(16,15),0.0734585 # DEPENDENCYPART_HEADBIGRAM
(10,16),(21,15),0.0800734 # DEPENDENCYPART_HEADBIGRAM
(10,17),(9,16),-0.0588653 # DEPENDENCYPART_HEADBIGRAM
(10,17),(10,16),0.0893487 # DEPENDENCYPART_HEADBIGRAM
(10,17),(12,16),0.0933127 # DEPENDENCYPART_HEADBIGRAM
(10,17),(14,16),0.0695493 # DEPENDENCYPART_HEADBIGRAM
(10,17),(15,16),0.0902181 # DEPENDENCYPART_HEADBIGRAM
(10,17),(18,16),0.0880525 # DEPENDENCYPART_HEADBIGRAM
(10,17),(21,16),0.0805873 # DEPENDENCYPART_HEADBIGRAM
(10,18),(2,17),-0.0576472 # DEPENDENCYPART_HEADBIGRAM
(10,18),(7,17),-0.0578037 # DEPENDENCYPART_HEADBIGRAM
(10,18),(8,17),-0.0578037 # DEPENDENCYPART_HEADBIGRAM
(10,18),(10,17),0.090969 # DEPENDENCYPART_HEADBIGRAM
(10,18),(11,17),0.0932711 # DEPENDENCYPART_HEADBIGRAM
(10,18),(12,17),0.116085 # DEPENDENCYPART_HEADBIGRAM
(10,18),(14,17),0.112427 # DEPENDENCYPART_HEADBIGRAM
(10,18),(15,17),0.102639 # DEPENDENCYPART_HEADBIGRAM
