# _root_ Most Wall Street firms , in pulling back , have merely stopped such trading for their own accounts .
#goldHeads=4,4,4,10,10,10,6,7,10,0,12,10,12,13,12,18,18,15,10,
#predictedHeads=4,4,4,10,10,10,6,7,10,0,10,10,12,13,14,18,18,15,10,
(6,8),(8,7),0.107437 # DEPENDENCYPART_HEADBIGRAM
(6,8),(10,7),0.103265 # DEPENDENCYPART_HEADBIGRAM
(6,8),(12,7),0.109865 # DEPENDENCYPART_HEADBIGRAM
(6,9),(2,8),-0.0595024 # DEPENDENCYPART_HEADBIGRAM
(6,9),(4,8),-0.0585524 # DEPENDENCYPART_HEADBIGRAM
(6,9),(6,8),0.114494 # DEPENDENCYPART_HEADBIGRAM
(6,9),(7,8),0.130717 # DEPENDENCYPART_HEADBIGRAM
(6,9),(9,8),0.0882135 # DEPENDENCYPART_HEADBIGRAM
(6,9),(10,8),0.0970303 # DEPENDENCYPART_HEADBIGRAM
(6,9),(12,8),0.0997262 # DEPENDENCYPART_HEADBIGRAM
(6,9),(13,8),0.0973733 # DEPENDENCYPART_HEADBIGRAM
(6,9),(18,8),0.0969662 # DEPENDENCYPART_HEADBIGRAM
(6,10),(2,9),-0.0591128 # DEPENDENCYPART_HEADBIGRAM
(6,10),(3,9),-0.059117 # DEPENDENCYPART_HEADBIGRAM
(6,10),(4,9),-0.0474331 # DEPENDENCYPART_HEADBIGRAM
(6,10),(6,9),0.0228474 # DEPENDENCYPART_HEADBIGRAM
(6,10),(7,9),0.0739854 # DEPENDENCYPART_HEADBIGRAM
(6,10),(8,9),0.0841761 # DEPENDENCYPART_HEADBIGRAM
(6,10),(10,9),0.00287958 # DEPENDENCYPART_HEADBIGRAM
(6,10),(11,9),0.095401 # DEPENDENCYPART_HEADBIGRAM
(6,10),(12,9),0.079778 # DEPENDENCYPART_HEADBIGRAM
(6,10),(13,9),0.0964441 # DEPENDENCYPART_HEADBIGRAM
(6,11),(0,10),-0.0653114 # DEPENDENCYPART_HEADBIGRAM
(6,11),(4,10),-0.0434193 # DEPENDENCYPART_HEADBIGRAM
(6,11),(6,10),0.098161 # DEPENDENCYPART_HEADBIGRAM
(6,11),(7,10),0.119374 # DEPENDENCYPART_HEADBIGRAM
(6,11),(8,10),0.110287 # DEPENDENCYPART_HEADBIGRAM
(6,11),(11,10),0.0934614 # DEPENDENCYPART_HEADBIGRAM
(6,11),(14,10),0.109372 # DEPENDENCYPART_HEADBIGRAM
(6,14),(4,13),-0.0563122 # DEPENDENCYPART_HEADBIGRAM
(6,14),(7,13),0.10909 # DEPENDENCYPART_HEADBIGRAM
(6,14),(8,13),0.10547 # DEPENDENCYPART_HEADBIGRAM
(6,14),(10,13),0.105159 # DEPENDENCYPART_HEADBIGRAM
(6,14),(11,13),0.110614 # DEPENDENCYPART_HEADBIGRAM
(6,14),(12,13),0.110302 # DEPENDENCYPART_HEADBIGRAM
(6,14),(14,13),0.0699531 # DEPENDENCYPART_HEADBIGRAM
(6,14),(15,13),0.0966576 # DEPENDENCYPART_HEADBIGRAM
(6,14),(17,13),0.097677 # DEPENDENCYPART_HEADBIGRAM
(6,14),(18,13),0.0971686 # DEPENDENCYPART_HEADBIGRAM
(6,15),(0,14),-0.0695515 # DEPENDENCYPART_HEADBIGRAM
(6,15),(4,14),-0.0639631 # DEPENDENCYPART_HEADBIGRAM
(6,15),(6,14),0.0879801 # DEPENDENCYPART_HEADBIGRAM
(6,15),(7,14),0.108701 # DEPENDENCYPART_HEADBIGRAM
(6,15),(10,14),0.11507 # DEPENDENCYPART_HEADBIGRAM
(6,15),(11,14),0.114357 # DEPENDENCYPART_HEADBIGRAM
(6,15),(12,14),0.102307 # DEPENDENCYPART_HEADBIGRAM
(6,15),(13,14),0.0985333 # DEPENDENCYPART_HEADBIGRAM
(6,15),(15,14),0.0934362 # DEPENDENCYPART_HEADBIGRAM
(6,15),(18,14),0.0913353 # DEPENDENCYPART_HEADBIGRAM
(6,19),(7,18),0.0801235 # DEPENDENCYPART_HEADBIGRAM
(6,19),(10,18),0.173554 # DEPENDENCYPART_HEADBIGRAM
(6,19),(11,18),0.169171 # DEPENDENCYPART_HEADBIGRAM
(6,19),(12,18),0.174766 # DEPENDENCYPART_HEADBIGRAM
(6,19),(13,18),0.107282 # DEPENDENCYPART_HEADBIGRAM
(6,19),(14,18),0.117427 # DEPENDENCYPART_HEADBIGRAM
(6,19),(15,18),0.115206 # DEPENDENCYPART_HEADBIGRAM
(7,4),(2,3),-0.136915 # DEPENDENCYPART_HEADBIGRAM
(7,4),(4,3),0.0265526 # DEPENDENCYPART_HEADBIGRAM
(7,4),(10,3),0.0820328 # DEPENDENCYPART_HEADBIGRAM
(7,5),(0,4),-0.0934376 # DEPENDENCYPART_HEADBIGRAM
(7,5),(2,4),-0.144306 # DEPENDENCYPART_HEADBIGRAM
(7,5),(3,4),-0.153159 # DEPENDENCYPART_HEADBIGRAM
(7,5),(6,4),-0.0868647 # DEPENDENCYPART_HEADBIGRAM
(7,5),(7,4),0.177314 # DEPENDENCYPART_HEADBIGRAM
(7,5),(8,4),0.0662991 # DEPENDENCYPART_HEADBIGRAM
(7,5),(10,4),0.17844 # DEPENDENCYPART_HEADBIGRAM
(7,5),(11,4),0.065588 # DEPENDENCYPART_HEADBIGRAM
(7,5),(12,4),0.160512 # DEPENDENCYPART_HEADBIGRAM
(7,5),(14,4),0.186851 # DEPENDENCYPART_HEADBIGRAM
(7,6),(1,5),-0.124774 # DEPENDENCYPART_HEADBIGRAM
(7,6),(2,5),-0.142624 # DEPENDENCYPART_HEADBIGRAM
(7,6),(3,5),-0.192537 # DEPENDENCYPART_HEADBIGRAM
(7,6),(4,5),-0.191611 # DEPENDENCYPART_HEADBIGRAM
(7,6),(6,5),-0.0661162 # DEPENDENCYPART_HEADBIGRAM
(7,6),(7,5),0.210101 # DEPENDENCYPART_HEADBIGRAM
(7,6),(8,5),0.141976 # DEPENDENCYPART_HEADBIGRAM
(7,6),(10,5),0.236439 # DEPENDENCYPART_HEADBIGRAM
(7,6),(11,5),0.148533 # DEPENDENCYPART_HEADBIGRAM
(7,6),(12,5),0.241607 # DEPENDENCYPART_HEADBIGRAM
(7,8),(0,7),-0.0454561 # DEPENDENCYPART_HEADBIGRAM
(7,8),(1,7),-0.0624111 # DEPENDENCYPART_HEADBIGRAM
(7,8),(2,7),-0.0825926 # DEPENDENCYPART_HEADBIGRAM
(7,8),(3,7),-0.0847046 # DEPENDENCYPART_HEADBIGRAM
(7,8),(4,7),-0.0872567 # DEPENDENCYPART_HEADBIGRAM
(7,8),(5,7),-0.0305007 # DEPENDENCYPART_HEADBIGRAM
(7,8),(6,7),-0.0446506 # DEPENDENCYPART_HEADBIGRAM
(7,8),(8,7),0.0448592 # DEPENDENCYPART_HEADBIGRAM
(7,8),(10,7),0.15528 # DEPENDENCYPART_HEADBIGRAM
(7,8),(12,7),0.140895 # DEPENDENCYPART_HEADBIGRAM
(7,9),(2,8),-0.0270693 # DEPENDENCYPART_HEADBIGRAM
(7,9),(4,8),-0.0225441 # DEPENDENCYPART_HEADBIGRAM
(7,9),(6,8),-0.0612001 # DEPENDENCYPART_HEADBIGRAM
(7,9),(7,8),0.135876 # DEPENDENCYPART_HEADBIGRAM
(7,9),(9,8),0.111681 # DEPENDENCYPART_HEADBIGRAM
(7,9),(10,8),0.0995645 # DEPENDENCYPART_HEADBIGRAM
(7,9),(12,8),0.0935399 # DEPENDENCYPART_HEADBIGRAM
(7,9),(13,8),0.0991086 # DEPENDENCYPART_HEADBIGRAM
(7,9),(18,8),0.152614 # DEPENDENCYPART_HEADBIGRAM
(7,10),(2,9),-0.0970405 # DEPENDENCYPART_HEADBIGRAM
(7,10),(3,9),-0.0951362 # DEPENDENCYPART_HEADBIGRAM
(7,10),(4,9),-0.0853906 # DEPENDENCYPART_HEADBIGRAM
(7,10),(6,9),-0.0795656 # DEPENDENCYPART_HEADBIGRAM
(7,10),(7,9),0.334056 # DEPENDENCYPART_HEADBIGRAM
(7,10),(8,9),0.105469 # DEPENDENCYPART_HEADBIGRAM
(7,10),(10,9),0.0452447 # DEPENDENCYPART_HEADBIGRAM
(7,10),(11,9),0.103328 # DEPENDENCYPART_HEADBIGRAM
(7,10),(12,9),0.0945686 # DEPENDENCYPART_HEADBIGRAM
(7,10),(13,9),0.10057 # DEPENDENCYPART_HEADBIGRAM
(7,11),(0,10),-0.0440977 # DEPENDENCYPART_HEADBIGRAM
(7,11),(4,10),-0.0771917 # DEPENDENCYPART_HEADBIGRAM
(7,11),(6,10),-0.0675796 # DEPENDENCYPART_HEADBIGRAM
(7,11),(7,10),0.0391438 # DEPENDENCYPART_HEADBIGRAM
(7,11),(8,10),0.109322 # DEPENDENCYPART_HEADBIGRAM
(7,11),(11,10),0.102466 # DEPENDENCYPART_HEADBIGRAM
(7,11),(14,10),0.067007 # DEPENDENCYPART_HEADBIGRAM
(7,12),(4,11),-0.0501495 # DEPENDENCYPART_HEADBIGRAM
(7,12),(6,11),-0.0697343 # DEPENDENCYPART_HEADBIGRAM
(7,12),(7,11),0.111058 # DEPENDENCYPART_HEADBIGRAM
(7,12),(8,11),0.153042 # DEPENDENCYPART_HEADBIGRAM
(7,12),(10,11),0.163212 # DEPENDENCYPART_HEADBIGRAM
(7,12),(12,11),0.187479 # DEPENDENCYPART_HEADBIGRAM
(7,12),(13,11),0.0942687 # DEPENDENCYPART_HEADBIGRAM
(7,12),(17,11),0.0953243 # DEPENDENCYPART_HEADBIGRAM
(7,12),(18,11),0.104845 # DEPENDENCYPART_HEADBIGRAM
(7,13),(0,12),-0.0703445 # DEPENDENCYPART_HEADBIGRAM
(7,13),(4,12),-0.07064 # DEPENDENCYPART_HEADBIGRAM
(7,13),(7,12),0.0713253 # DEPENDENCYPART_HEADBIGRAM
(7,13),(10,12),0.0871807 # DEPENDENCYPART_HEADBIGRAM
(7,13),(11,12),0.102115 # DEPENDENCYPART_HEADBIGRAM
(7,13),(14,12),0.0813402 # DEPENDENCYPART_HEADBIGRAM
(7,13),(18,12),0.0837367 # DEPENDENCYPART_HEADBIGRAM
(7,14),(4,13),-0.0540318 # DEPENDENCYPART_HEADBIGRAM
(7,14),(7,13),0.10075 # DEPENDENCYPART_HEADBIGRAM
(7,14),(8,13),0.108441 # DEPENDENCYPART_HEADBIGRAM
(7,14),(10,13),0.0970259 # DEPENDENCYPART_HEADBIGRAM
(7,14),(11,13),0.113584 # DEPENDENCYPART_HEADBIGRAM
(7,14),(12,13),0.102169 # DEPENDENCYPART_HEADBIGRAM
(7,14),(14,13),0.0379438 # DEPENDENCYPART_HEADBIGRAM
(7,14),(15,13),0.0942887 # DEPENDENCYPART_HEADBIGRAM
(7,14),(17,13),0.111705 # DEPENDENCYPART_HEADBIGRAM
(7,14),(18,13),0.0968306 # DEPENDENCYPART_HEADBIGRAM
(7,15),(0,14),-0.0768365 # DEPENDENCYPART_HEADBIGRAM
(7,15),(4,14),-0.0826149 # DEPENDENCYPART_HEADBIGRAM
(7,15),(6,14),-0.0496973 # DEPENDENCYPART_HEADBIGRAM
(7,15),(7,14),0.00961962 # DEPENDENCYPART_HEADBIGRAM
(7,15),(10,14),0.0629126 # DEPENDENCYPART_HEADBIGRAM
(7,15),(11,14),0.103959 # DEPENDENCYPART_HEADBIGRAM
(7,15),(12,14),0.0606103 # DEPENDENCYPART_HEADBIGRAM
(7,15),(13,14),0.104869 # DEPENDENCYPART_HEADBIGRAM
(7,15),(15,14),0.0884801 # DEPENDENCYPART_HEADBIGRAM
(7,15),(18,14),0.0689651 # DEPENDENCYPART_HEADBIGRAM
(7,18),(13,17),0.132665 # DEPENDENCYPART_HEADBIGRAM
(7,18),(14,17),0.0738346 # DEPENDENCYPART_HEADBIGRAM
(7,18),(15,17),0.0742187 # DEPENDENCYPART_HEADBIGRAM
(7,18),(18,17),0.152162 # DEPENDENCYPART_HEADBIGRAM
(7,19),(7,18),0.115498 # DEPENDENCYPART_HEADBIGRAM
(7,19),(10,18),0.221186 # DEPENDENCYPART_HEADBIGRAM
(7,19),(11,18),0.132308 # DEPENDENCYPART_HEADBIGRAM
(7,19),(12,18),0.148636 # DEPENDENCYPART_HEADBIGRAM
(7,19),(13,18),0.144783 # DEPENDENCYPART_HEADBIGRAM
(7,19),(14,18),0.0643977 # DEPENDENCYPART_HEADBIGRAM
(7,19),(15,18),0.214969 # DEPENDENCYPART_HEADBIGRAM
(8,4),(2,3),-0.138125 # DEPENDENCYPART_HEADBIGRAM
(8,4),(4,3),-0.102475 # DEPENDENCYPART_HEADBIGRAM
(8,4),(10,3),0.067047 # DEPENDENCYPART_HEADBIGRAM
(8,5),(0,4),-0.207328 # DEPENDENCYPART_HEADBIGRAM
(8,5),(2,4),-0.145077 # DEPENDENCYPART_HEADBIGRAM
(8,5),(3,4),-0.145045 # DEPENDENCYPART_HEADBIGRAM
(8,5),(6,4),-0.111163 # DEPENDENCYPART_HEADBIGRAM
(8,5),(7,4),-0.149191 # DEPENDENCYPART_HEADBIGRAM
(8,5),(8,4),0.228304 # DEPENDENCYPART_HEADBIGRAM
(8,5),(10,4),0.0906201 # DEPENDENCYPART_HEADBIGRAM
(8,5),(11,4),0.115238 # DEPENDENCYPART_HEADBIGRAM
(8,5),(12,4),0.0948014 # DEPENDENCYPART_HEADBIGRAM
(8,5),(14,4),0.0939984 # DEPENDENCYPART_HEADBIGRAM
(8,6),(1,5),-0.0840853 # DEPENDENCYPART_HEADBIGRAM
(8,6),(2,5),-0.0851553 # DEPENDENCYPART_HEADBIGRAM
(8,6),(3,5),-0.132135 # DEPENDENCYPART_HEADBIGRAM
(8,6),(4,5),-0.132135 # DEPENDENCYPART_HEADBIGRAM
(8,6),(6,5),-0.139495 # DEPENDENCYPART_HEADBIGRAM
(8,6),(7,5),-0.11425 # DEPENDENCYPART_HEADBIGRAM
(8,6),(8,5),0.0505993 # DEPENDENCYPART_HEADBIGRAM
(8,6),(10,5),0.124801 # DEPENDENCYPART_HEADBIGRAM
(8,6),(11,5),0.112032 # DEPENDENCYPART_HEADBIGRAM
(8,6),(12,5),0.131487 # DEPENDENCYPART_HEADBIGRAM
(8,7),(1,6),-0.132882 # DEPENDENCYPART_HEADBIGRAM
(8,7),(2,6),-0.121953 # DEPENDENCYPART_HEADBIGRAM
(8,7),(4,6),-0.0857843 # DEPENDENCYPART_HEADBIGRAM
(8,7),(5,6),-0.0967489 # DEPENDENCYPART_HEADBIGRAM
(8,7),(7,6),-0.105556 # DEPENDENCYPART_HEADBIGRAM
(8,7),(8,6),0.0970558 # DEPENDENCYPART_HEADBIGRAM
(8,7),(10,6),0.108919 # DEPENDENCYPART_HEADBIGRAM
(8,7),(12,6),0.110602 # DEPENDENCYPART_HEADBIGRAM
(8,7),(13,6),0.0932077 # DEPENDENCYPART_HEADBIGRAM
(8,7),(14,6),0.110602 # DEPENDENCYPART_HEADBIGRAM
(8,9),(2,8),-0.0404467 # DEPENDENCYPART_HEADBIGRAM
(8,9),(4,8),-0.036925 # DEPENDENCYPART_HEADBIGRAM
(8,9),(6,8),0.0125639 # DEPENDENCYPART_HEADBIGRAM
(8,9),(7,8),-0.0332149 # DEPENDENCYPART_HEADBIGRAM
(8,9),(9,8),0.042233 # DEPENDENCYPART_HEADBIGRAM
(8,9),(10,8),0.0641388 # DEPENDENCYPART_HEADBIGRAM
(8,9),(12,8),0.0746521 # DEPENDENCYPART_HEADBIGRAM
(8,9),(13,8),0.0941513 # DEPENDENCYPART_HEADBIGRAM
(8,9),(18,8),0.0862258 # DEPENDENCYPART_HEADBIGRAM
(8,10),(2,9),-0.0719394 # DEPENDENCYPART_HEADBIGRAM
(8,10),(3,9),-0.0719394 # DEPENDENCYPART_HEADBIGRAM
(8,10),(4,9),-0.0649411 # DEPENDENCYPART_HEADBIGRAM
(8,10),(6,9),-0.0617361 # DEPENDENCYPART_HEADBIGRAM
(8,10),(7,9),-0.0512352 # DEPENDENCYPART_HEADBIGRAM
(8,10),(8,9),0.0985337 # DEPENDENCYPART_HEADBIGRAM
(8,10),(10,9),0.0641361 # DEPENDENCYPART_HEADBIGRAM
(8,10),(11,9),0.0975433 # DEPENDENCYPART_HEADBIGRAM
(8,10),(12,9),0.102271 # DEPENDENCYPART_HEADBIGRAM
(8,10),(13,9),0.0958369 # DEPENDENCYPART_HEADBIGRAM
(8,11),(0,10),-0.0349978 # DEPENDENCYPART_HEADBIGRAM
(8,11),(4,10),-0.0625711 # DEPENDENCYPART_HEADBIGRAM
(8,11),(6,10),-0.0566898 # DEPENDENCYPART_HEADBIGRAM
(8,11),(7,10),-0.061136 # DEPENDENCYPART_HEADBIGRAM
(8,11),(8,10),0.0906614 # DEPENDENCYPART_HEADBIGRAM
(8,11),(11,10),0.0960494 # DEPENDENCYPART_HEADBIGRAM
(8,11),(14,10),0.0932175 # DEPENDENCYPART_HEADBIGRAM
(8,13),(0,12),-0.0508622 # DEPENDENCYPART_HEADBIGRAM
(8,13),(4,12),-0.0418232 # DEPENDENCYPART_HEADBIGRAM
(8,13),(7,12),-0.066981 # DEPENDENCYPART_HEADBIGRAM
(8,13),(10,12),0.0901399 # DEPENDENCYPART_HEADBIGRAM
(8,13),(11,12),0.100118 # DEPENDENCYPART_HEADBIGRAM
(8,13),(14,12),0.0880363 # DEPENDENCYPART_HEADBIGRAM
(8,13),(18,12),0.112051 # DEPENDENCYPART_HEADBIGRAM
(8,15),(0,14),-0.0608155 # DEPENDENCYPART_HEADBIGRAM
(8,15),(4,14),-0.0474623 # DEPENDENCYPART_HEADBIGRAM
(8,15),(6,14),-0.0596557 # DEPENDENCYPART_HEADBIGRAM
(8,15),(7,14),-0.0633278 # DEPENDENCYPART_HEADBIGRAM
(8,15),(10,14),0.110471 # DEPENDENCYPART_HEADBIGRAM
(8,15),(11,14),0.11222 # DEPENDENCYPART_HEADBIGRAM
(8,15),(12,14),0.0962959 # DEPENDENCYPART_HEADBIGRAM
(8,15),(13,14),0.0972521 # DEPENDENCYPART_HEADBIGRAM
(8,15),(15,14),0.095137 # DEPENDENCYPART_HEADBIGRAM
(8,15),(18,14),0.108075 # DEPENDENCYPART_HEADBIGRAM
(9,8),(0,7),-0.100344 # DEPENDENCYPART_HEADBIGRAM
(9,8),(1,7),-0.0973117 # DEPENDENCYPART_HEADBIGRAM
(9,8),(2,7),-0.131265 # DEPENDENCYPART_HEADBIGRAM
(9,8),(3,7),-0.131265 # DEPENDENCYPART_HEADBIGRAM
(9,8),(4,7),-0.131265 # DEPENDENCYPART_HEADBIGRAM
(9,8),(5,7),-0.147466 # DEPENDENCYPART_HEADBIGRAM
(9,8),(6,7),-0.147727 # DEPENDENCYPART_HEADBIGRAM
(9,8),(8,7),-0.128187 # DEPENDENCYPART_HEADBIGRAM
(9,8),(10,7),0.110957 # DEPENDENCYPART_HEADBIGRAM
(9,8),(12,7),0.110957 # DEPENDENCYPART_HEADBIGRAM
(10,2),(4,1),-0.162809 # DEPENDENCYPART_HEADBIGRAM
(10,2),(10,1),0.0272283 # DEPENDENCYPART_HEADBIGRAM
(10,3),(3,2),0.0750519 # DEPENDENCYPART_HEADBIGRAM
(10,3),(4,2),-0.135673 # DEPENDENCYPART_HEADBIGRAM
(10,3),(10,2),-0.0458691 # DEPENDENCYPART_HEADBIGRAM
(10,3),(12,2),0.0939809 # DEPENDENCYPART_HEADBIGRAM
(10,4),(2,3),-0.159077 # DEPENDENCYPART_HEADBIGRAM
(10,4),(4,3),0.0525825 # DEPENDENCYPART_HEADBIGRAM
(10,4),(10,3),-0.046363 # DEPENDENCYPART_HEADBIGRAM
(10,5),(0,4),-0.232097 # DEPENDENCYPART_HEADBIGRAM
(10,5),(2,4),-0.213186 # DEPENDENCYPART_HEADBIGRAM
(10,5),(3,4),-0.222038 # DEPENDENCYPART_HEADBIGRAM
(10,5),(6,4),-0.0927499 # DEPENDENCYPART_HEADBIGRAM
(10,5),(7,4),-0.0840995 # DEPENDENCYPART_HEADBIGRAM
(10,5),(8,4),-0.171278 # DEPENDENCYPART_HEADBIGRAM
(10,5),(10,4),0.110673 # DEPENDENCYPART_HEADBIGRAM
(10,5),(11,4),0.0751032 # DEPENDENCYPART_HEADBIGRAM
(10,5),(12,4),0.173765 # DEPENDENCYPART_HEADBIGRAM
(10,5),(14,4),0.200104 # DEPENDENCYPART_HEADBIGRAM
(10,6),(1,5),-0.155371 # DEPENDENCYPART_HEADBIGRAM
(10,6),(2,5),-0.182072 # DEPENDENCYPART_HEADBIGRAM
(10,6),(3,5),-0.173624 # DEPENDENCYPART_HEADBIGRAM
(10,6),(4,5),-0.172698 # DEPENDENCYPART_HEADBIGRAM
(10,6),(6,5),-0.0497624 # DEPENDENCYPART_HEADBIGRAM
(10,6),(7,5),-0.0714037 # DEPENDENCYPART_HEADBIGRAM
(10,6),(8,5),-0.0968098 # DEPENDENCYPART_HEADBIGRAM
(10,6),(10,5),0.18487 # DEPENDENCYPART_HEADBIGRAM
(10,6),(11,5),0.121997 # DEPENDENCYPART_HEADBIGRAM
(10,6),(12,5),0.2145 # DEPENDENCYPART_HEADBIGRAM
(10,7),(1,6),-0.134743 # DEPENDENCYPART_HEADBIGRAM
(10,7),(2,6),-0.156393 # DEPENDENCYPART_HEADBIGRAM
(10,7),(4,6),-0.140104 # DEPENDENCYPART_HEADBIGRAM
(10,7),(5,6),-0.11498 # DEPENDENCYPART_HEADBIGRAM
(10,7),(7,6),-0.070633 # DEPENDENCYPART_HEADBIGRAM
(10,7),(8,6),-0.131123 # DEPENDENCYPART_HEADBIGRAM
(10,7),(10,6),0.126009 # DEPENDENCYPART_HEADBIGRAM
(10,7),(12,6),0.0841328 # DEPENDENCYPART_HEADBIGRAM
(10,7),(13,6),0.0911999 # DEPENDENCYPART_HEADBIGRAM
(10,7),(14,6),0.0841328 # DEPENDENCYPART_HEADBIGRAM
(10,8),(0,7),-0.0548996 # DEPENDENCYPART_HEADBIGRAM
(10,8),(1,7),-0.102982 # DEPENDENCYPART_HEADBIGRAM
(10,8),(2,7),-0.165853 # DEPENDENCYPART_HEADBIGRAM
(10,8),(3,7),-0.166616 # DEPENDENCYPART_HEADBIGRAM
(10,8),(4,7),-0.165864 # DEPENDENCYPART_HEADBIGRAM
(10,8),(5,7),-0.148111 # DEPENDENCYPART_HEADBIGRAM
(10,8),(6,7),-0.169208 # DEPENDENCYPART_HEADBIGRAM
(10,8),(8,7),-0.131071 # DEPENDENCYPART_HEADBIGRAM
(10,8),(10,7),0.0499663 # DEPENDENCYPART_HEADBIGRAM
(10,8),(12,7),0.0605949 # DEPENDENCYPART_HEADBIGRAM
(10,9),(2,8),-0.0666996 # DEPENDENCYPART_HEADBIGRAM
(10,9),(4,8),-0.0301799 # DEPENDENCYPART_HEADBIGRAM
(10,9),(6,8),-0.0829871 # DEPENDENCYPART_HEADBIGRAM
(10,9),(7,8),-0.0762076 # DEPENDENCYPART_HEADBIGRAM
(10,9),(9,8),-0.157897 # DEPENDENCYPART_HEADBIGRAM
(10,9),(10,8),0.0876411 # DEPENDENCYPART_HEADBIGRAM
(10,9),(12,8),0.0861732 # DEPENDENCYPART_HEADBIGRAM
(10,9),(13,8),0.0952193 # DEPENDENCYPART_HEADBIGRAM
(10,9),(18,8),0.179623 # DEPENDENCYPART_HEADBIGRAM
(10,11),(0,10),-0.0403441 # DEPENDENCYPART_HEADBIGRAM
(10,11),(4,10),0.00445709 # DEPENDENCYPART_HEADBIGRAM
(10,11),(6,10),-0.111216 # DEPENDENCYPART_HEADBIGRAM
(10,11),(7,10),-0.0935956 # DEPENDENCYPART_HEADBIGRAM
(10,11),(8,10),0.00359538 # DEPENDENCYPART_HEADBIGRAM
(10,11),(11,10),0.0459406 # DEPENDENCYPART_HEADBIGRAM
(10,11),(14,10),0.100847 # DEPENDENCYPART_HEADBIGRAM
(10,12),(4,11),-0.0512313 # DEPENDENCYPART_HEADBIGRAM
(10,12),(6,11),-0.0701592 # DEPENDENCYPART_HEADBIGRAM
(10,12),(7,11),-0.0736253 # DEPENDENCYPART_HEADBIGRAM
(10,12),(8,11),-0.00513397 # DEPENDENCYPART_HEADBIGRAM
(10,12),(10,11),0.251645 # DEPENDENCYPART_HEADBIGRAM
(10,12),(12,11),0.197723 # DEPENDENCYPART_HEADBIGRAM
(10,12),(13,11),0.0948388 # DEPENDENCYPART_HEADBIGRAM
(10,12),(17,11),0.0924035 # DEPENDENCYPART_HEADBIGRAM
(10,12),(18,11),0.101089 # DEPENDENCYPART_HEADBIGRAM
(10,13),(0,12),-0.0705068 # DEPENDENCYPART_HEADBIGRAM
(10,13),(4,12),-0.0710465 # DEPENDENCYPART_HEADBIGRAM
(10,13),(7,12),-0.0729821 # DEPENDENCYPART_HEADBIGRAM
(10,13),(10,12),0.0588279 # DEPENDENCYPART_HEADBIGRAM
(10,13),(11,12),0.0968225 # DEPENDENCYPART_HEADBIGRAM
(10,13),(14,12),0.0813221 # DEPENDENCYPART_HEADBIGRAM
(10,13),(18,12),0.0828421 # DEPENDENCYPART_HEADBIGRAM
(10,14),(4,13),-0.0540428 # DEPENDENCYPART_HEADBIGRAM
(10,14),(7,13),-0.0611845 # DEPENDENCYPART_HEADBIGRAM
(10,14),(8,13),-0.0552621 # DEPENDENCYPART_HEADBIGRAM
(10,14),(10,13),0.0970999 # DEPENDENCYPART_HEADBIGRAM
(10,14),(11,13),0.119518 # DEPENDENCYPART_HEADBIGRAM
(10,14),(12,13),0.108078 # DEPENDENCYPART_HEADBIGRAM
(10,14),(14,13),0.0793915 # DEPENDENCYPART_HEADBIGRAM
(10,14),(15,13),0.0946644 # DEPENDENCYPART_HEADBIGRAM
(10,14),(17,13),0.119967 # DEPENDENCYPART_HEADBIGRAM
(10,14),(18,13),0.105108 # DEPENDENCYPART_HEADBIGRAM
(10,15),(0,14),-0.0634254 # DEPENDENCYPART_HEADBIGRAM
(10,15),(4,14),-0.0826877 # DEPENDENCYPART_HEADBIGRAM
(10,15),(6,14),-0.0490438 # DEPENDENCYPART_HEADBIGRAM
(10,15),(7,14),-0.0830877 # DEPENDENCYPART_HEADBIGRAM
(10,15),(10,14),0.00391569 # DEPENDENCYPART_HEADBIGRAM
(10,15),(11,14),0.091762 # DEPENDENCYPART_HEADBIGRAM
(10,15),(12,14),0.152163 # DEPENDENCYPART_HEADBIGRAM
(10,15),(13,14),0.181588 # DEPENDENCYPART_HEADBIGRAM
(10,15),(15,14),0.0891075 # DEPENDENCYPART_HEADBIGRAM
(10,15),(18,14),0.0713338 # DEPENDENCYPART_HEADBIGRAM
(10,18),(13,17),0.118113 # DEPENDENCYPART_HEADBIGRAM
(10,18),(14,17),0.0620465 # DEPENDENCYPART_HEADBIGRAM
(10,18),(15,17),0.0563465 # DEPENDENCYPART_HEADBIGRAM
(10,18),(18,17),0.240124 # DEPENDENCYPART_HEADBIGRAM
(10,19),(7,18),-0.0744119 # DEPENDENCYPART_HEADBIGRAM
(10,19),(10,18),0.102766 # DEPENDENCYPART_HEADBIGRAM
(10,19),(11,18),0.0718551 # DEPENDENCYPART_HEADBIGRAM
(10,19),(12,18),0.0389186 # DEPENDENCYPART_HEADBIGRAM
(10,19),(13,18),0.137 # DEPENDENCYPART_HEADBIGRAM
(10,19),(14,18),0.00422197 # DEPENDENCYPART_HEADBIGRAM
(10,19),(15,18),0.258005 # DEPENDENCYPART_HEADBIGRAM
(11,4),(2,3),-0.158847 # DEPENDENCYPART_HEADBIGRAM
(11,4),(4,3),-0.0116244 # DEPENDENCYPART_HEADBIGRAM
(11,4),(10,3),-0.13302 # DEPENDENCYPART_HEADBIGRAM
(11,5),(0,4),-0.131247 # DEPENDENCYPART_HEADBIGRAM
(11,5),(2,4),-0.117981 # DEPENDENCYPART_HEADBIGRAM
