# _root_ And some carriers are facing other unexpected headaches : USAir , for example , blamed some of its loss on merger expenses and on disruptions caused by Hurricane Hugo last month .
#goldHeads=4,3,4,0,4,8,8,5,4,15,15,15,12,15,4,15,16,19,17,23,22,20,15,23,24,25,26,29,27,31,26,4,
#predictedHeads=4,3,4,0,4,8,8,5,4,15,15,15,12,15,4,15,16,19,17,23,22,20,15,23,24,25,26,29,27,31,26,4,
(8,32),(29,31),0.129575 # DEPENDENCYPART_HEADBIGRAM
(8,32),(30,31),0.113501 # DEPENDENCYPART_HEADBIGRAM
(8,32),(32,31),0.0768941 # DEPENDENCYPART_HEADBIGRAM
(9,13),(4,12),-0.0647048 # DEPENDENCYPART_HEADBIGRAM
(9,13),(5,12),-0.0647048 # DEPENDENCYPART_HEADBIGRAM
(9,13),(6,12),-0.0647118 # DEPENDENCYPART_HEADBIGRAM
(9,13),(8,12),-0.0666393 # DEPENDENCYPART_HEADBIGRAM
(9,13),(10,12),0.0749234 # DEPENDENCYPART_HEADBIGRAM
(9,13),(11,12),0.074066 # DEPENDENCYPART_HEADBIGRAM
(9,13),(13,12),0.0531155 # DEPENDENCYPART_HEADBIGRAM
(9,13),(15,12),0.0727856 # DEPENDENCYPART_HEADBIGRAM
(9,13),(23,12),0.0793943 # DEPENDENCYPART_HEADBIGRAM
(9,13),(26,12),0.0793957 # DEPENDENCYPART_HEADBIGRAM
(10,2),(0,1),0.00798558 # DEPENDENCYPART_HEADBIGRAM
(10,2),(3,1),-0.149564 # DEPENDENCYPART_HEADBIGRAM
(10,2),(4,1),-0.0954304 # DEPENDENCYPART_HEADBIGRAM
(10,2),(5,1),-0.0780433 # DEPENDENCYPART_HEADBIGRAM
(10,2),(6,1),-0.112918 # DEPENDENCYPART_HEADBIGRAM
(10,2),(7,1),-0.11203 # DEPENDENCYPART_HEADBIGRAM
(10,2),(8,1),-0.149568 # DEPENDENCYPART_HEADBIGRAM
(10,2),(15,1),0.146397 # DEPENDENCYPART_HEADBIGRAM
(10,2),(23,1),0.0551888 # DEPENDENCYPART_HEADBIGRAM
(10,6),(0,5),-0.079166 # DEPENDENCYPART_HEADBIGRAM
(10,6),(1,5),-0.0350554 # DEPENDENCYPART_HEADBIGRAM
(10,6),(2,5),-0.117864 # DEPENDENCYPART_HEADBIGRAM
(10,6),(3,5),-0.126284 # DEPENDENCYPART_HEADBIGRAM
(10,6),(4,5),-0.0741896 # DEPENDENCYPART_HEADBIGRAM
(10,6),(8,5),-0.119042 # DEPENDENCYPART_HEADBIGRAM
(10,6),(15,5),0.08062 # DEPENDENCYPART_HEADBIGRAM
(10,6),(23,5),0.132838 # DEPENDENCYPART_HEADBIGRAM
(10,7),(1,6),-0.105584 # DEPENDENCYPART_HEADBIGRAM
(10,7),(3,6),-0.104557 # DEPENDENCYPART_HEADBIGRAM
(10,7),(4,6),-0.158726 # DEPENDENCYPART_HEADBIGRAM
(10,7),(5,6),-0.151527 # DEPENDENCYPART_HEADBIGRAM
(10,7),(7,6),-0.0535944 # DEPENDENCYPART_HEADBIGRAM
(10,7),(8,6),-0.114069 # DEPENDENCYPART_HEADBIGRAM
(10,7),(10,6),0.156206 # DEPENDENCYPART_HEADBIGRAM
(10,7),(13,6),0.0854041 # DEPENDENCYPART_HEADBIGRAM
(10,7),(15,6),0.0678445 # DEPENDENCYPART_HEADBIGRAM
(10,7),(23,6),0.0874856 # DEPENDENCYPART_HEADBIGRAM
(10,8),(4,7),-0.16322 # DEPENDENCYPART_HEADBIGRAM
(10,8),(5,7),-0.214919 # DEPENDENCYPART_HEADBIGRAM
(10,8),(6,7),-0.150773 # DEPENDENCYPART_HEADBIGRAM
(10,8),(8,7),-0.143735 # DEPENDENCYPART_HEADBIGRAM
(10,8),(10,7),0.0886449 # DEPENDENCYPART_HEADBIGRAM
(10,8),(15,7),0.0541877 # DEPENDENCYPART_HEADBIGRAM
(10,8),(23,7),0.0985719 # DEPENDENCYPART_HEADBIGRAM
(10,9),(1,8),-0.0973519 # DEPENDENCYPART_HEADBIGRAM
(10,9),(3,8),-0.0937613 # DEPENDENCYPART_HEADBIGRAM
(10,9),(4,8),-0.0993764 # DEPENDENCYPART_HEADBIGRAM
(10,9),(5,8),-0.100069 # DEPENDENCYPART_HEADBIGRAM
(10,9),(6,8),-0.077852 # DEPENDENCYPART_HEADBIGRAM
(10,9),(7,8),-0.0783431 # DEPENDENCYPART_HEADBIGRAM
(10,9),(10,8),0.0132458 # DEPENDENCYPART_HEADBIGRAM
(10,9),(13,8),0.0777475 # DEPENDENCYPART_HEADBIGRAM
(10,9),(15,8),0.0880708 # DEPENDENCYPART_HEADBIGRAM
(10,9),(23,8),0.0869032 # DEPENDENCYPART_HEADBIGRAM
(10,11),(1,10),-0.0287545 # DEPENDENCYPART_HEADBIGRAM
(10,11),(3,10),-0.084399 # DEPENDENCYPART_HEADBIGRAM
(10,11),(5,10),0.00461097 # DEPENDENCYPART_HEADBIGRAM
(10,11),(6,10),-0.0582441 # DEPENDENCYPART_HEADBIGRAM
(10,11),(7,10),-0.057047 # DEPENDENCYPART_HEADBIGRAM
(10,11),(8,10),-0.0637336 # DEPENDENCYPART_HEADBIGRAM
(10,11),(13,10),0.106661 # DEPENDENCYPART_HEADBIGRAM
(10,11),(15,10),0.134844 # DEPENDENCYPART_HEADBIGRAM
(10,11),(23,10),0.317963 # DEPENDENCYPART_HEADBIGRAM
(10,12),(1,11),-0.0987803 # DEPENDENCYPART_HEADBIGRAM
(10,12),(4,11),-0.0963078 # DEPENDENCYPART_HEADBIGRAM
(10,12),(5,11),-0.100713 # DEPENDENCYPART_HEADBIGRAM
(10,12),(6,11),-0.0673207 # DEPENDENCYPART_HEADBIGRAM
(10,12),(8,11),-0.0849788 # DEPENDENCYPART_HEADBIGRAM
(10,12),(10,11),0.0736128 # DEPENDENCYPART_HEADBIGRAM
(10,12),(12,11),0.0631535 # DEPENDENCYPART_HEADBIGRAM
(10,12),(13,11),0.0754362 # DEPENDENCYPART_HEADBIGRAM
(10,12),(15,11),0.0480368 # DEPENDENCYPART_HEADBIGRAM
(10,12),(23,11),0.0317794 # DEPENDENCYPART_HEADBIGRAM
(10,13),(4,12),-0.0849463 # DEPENDENCYPART_HEADBIGRAM
(10,13),(5,12),-0.064153 # DEPENDENCYPART_HEADBIGRAM
(10,13),(6,12),-0.0759378 # DEPENDENCYPART_HEADBIGRAM
(10,13),(8,12),0.0111323 # DEPENDENCYPART_HEADBIGRAM
(10,13),(10,12),0.0539818 # DEPENDENCYPART_HEADBIGRAM
(10,13),(11,12),0.0677095 # DEPENDENCYPART_HEADBIGRAM
(10,13),(13,12),0.0746186 # DEPENDENCYPART_HEADBIGRAM
(10,13),(15,12),0.0738916 # DEPENDENCYPART_HEADBIGRAM
(10,13),(23,12),0.13498 # DEPENDENCYPART_HEADBIGRAM
(10,13),(26,12),0.0816176 # DEPENDENCYPART_HEADBIGRAM
(10,14),(5,13),-0.105046 # DEPENDENCYPART_HEADBIGRAM
(10,14),(6,13),-0.0719325 # DEPENDENCYPART_HEADBIGRAM
(10,14),(7,13),-0.0713552 # DEPENDENCYPART_HEADBIGRAM
(10,14),(8,13),-0.0724751 # DEPENDENCYPART_HEADBIGRAM
(10,14),(9,13),-0.0578146 # DEPENDENCYPART_HEADBIGRAM
(10,14),(10,13),0.13127 # DEPENDENCYPART_HEADBIGRAM
(10,14),(12,13),0.159962 # DEPENDENCYPART_HEADBIGRAM
(10,14),(15,13),0.0144409 # DEPENDENCYPART_HEADBIGRAM
(10,14),(23,13),0.065145 # DEPENDENCYPART_HEADBIGRAM
(10,14),(26,13),0.0319783 # DEPENDENCYPART_HEADBIGRAM
(10,15),(3,14),-0.088621 # DEPENDENCYPART_HEADBIGRAM
(10,15),(4,14),0.00531443 # DEPENDENCYPART_HEADBIGRAM
(10,15),(5,14),0.00543472 # DEPENDENCYPART_HEADBIGRAM
(10,15),(8,14),-0.0821807 # DEPENDENCYPART_HEADBIGRAM
(10,15),(10,14),0.0922813 # DEPENDENCYPART_HEADBIGRAM
(10,15),(12,14),0.0584599 # DEPENDENCYPART_HEADBIGRAM
(10,15),(13,14),0.046294 # DEPENDENCYPART_HEADBIGRAM
(10,15),(15,14),-0.0371712 # DEPENDENCYPART_HEADBIGRAM
(10,15),(23,14),0.0555833 # DEPENDENCYPART_HEADBIGRAM
(10,15),(26,14),0.10062 # DEPENDENCYPART_HEADBIGRAM
(10,17),(3,16),-0.0607051 # DEPENDENCYPART_HEADBIGRAM
(10,17),(8,16),-0.0607044 # DEPENDENCYPART_HEADBIGRAM
(10,17),(13,16),0.0964336 # DEPENDENCYPART_HEADBIGRAM
(10,17),(15,16),0.0895874 # DEPENDENCYPART_HEADBIGRAM
(10,17),(17,16),0.0662395 # DEPENDENCYPART_HEADBIGRAM
(10,17),(19,16),0.0716177 # DEPENDENCYPART_HEADBIGRAM
(10,17),(21,16),0.0716177 # DEPENDENCYPART_HEADBIGRAM
(10,17),(22,16),0.0733134 # DEPENDENCYPART_HEADBIGRAM
(10,17),(23,16),0.0800603 # DEPENDENCYPART_HEADBIGRAM
(10,17),(25,16),0.0733134 # DEPENDENCYPART_HEADBIGRAM
(10,19),(19,18),0.0958399 # DEPENDENCYPART_HEADBIGRAM
(10,19),(21,18),0.0812793 # DEPENDENCYPART_HEADBIGRAM
(10,19),(22,18),0.0812793 # DEPENDENCYPART_HEADBIGRAM
(10,19),(23,18),0.075555 # DEPENDENCYPART_HEADBIGRAM
(10,19),(25,18),0.0816308 # DEPENDENCYPART_HEADBIGRAM
(10,20),(5,19),-0.0150394 # DEPENDENCYPART_HEADBIGRAM
(10,20),(8,19),-0.062873 # DEPENDENCYPART_HEADBIGRAM
(10,20),(10,19),0.0171758 # DEPENDENCYPART_HEADBIGRAM
(10,20),(13,19),0.0742747 # DEPENDENCYPART_HEADBIGRAM
(10,20),(15,19),0.0898085 # DEPENDENCYPART_HEADBIGRAM
(10,20),(17,19),0.179777 # DEPENDENCYPART_HEADBIGRAM
(10,20),(20,19),0.075096 # DEPENDENCYPART_HEADBIGRAM
(10,20),(22,19),0.0332734 # DEPENDENCYPART_HEADBIGRAM
(10,20),(23,19),0.0741391 # DEPENDENCYPART_HEADBIGRAM
(10,20),(26,19),0.0819936 # DEPENDENCYPART_HEADBIGRAM
(10,23),(8,22),-0.0663664 # DEPENDENCYPART_HEADBIGRAM
(10,23),(13,22),0.0771839 # DEPENDENCYPART_HEADBIGRAM
(10,23),(15,22),0.0666476 # DEPENDENCYPART_HEADBIGRAM
(10,23),(17,22),0.327606 # DEPENDENCYPART_HEADBIGRAM
(10,23),(19,22),0.0984003 # DEPENDENCYPART_HEADBIGRAM
(10,23),(20,22),0.175202 # DEPENDENCYPART_HEADBIGRAM
(10,23),(21,22),0.0996621 # DEPENDENCYPART_HEADBIGRAM
(10,23),(23,22),0.0118448 # DEPENDENCYPART_HEADBIGRAM
(10,23),(25,22),0.047968 # DEPENDENCYPART_HEADBIGRAM
(10,23),(26,22),0.0379517 # DEPENDENCYPART_HEADBIGRAM
(10,32),(15,31),0.0678219 # DEPENDENCYPART_HEADBIGRAM
(10,32),(23,31),0.0637876 # DEPENDENCYPART_HEADBIGRAM
(10,32),(24,31),0.0710978 # DEPENDENCYPART_HEADBIGRAM
(10,32),(25,31),0.105313 # DEPENDENCYPART_HEADBIGRAM
(10,32),(26,31),0.068575 # DEPENDENCYPART_HEADBIGRAM
(10,32),(27,31),0.0690814 # DEPENDENCYPART_HEADBIGRAM
(10,32),(28,31),0.0907755 # DEPENDENCYPART_HEADBIGRAM
(10,32),(29,31),0.129575 # DEPENDENCYPART_HEADBIGRAM
(10,32),(30,31),0.113501 # DEPENDENCYPART_HEADBIGRAM
(10,32),(32,31),0.0768941 # DEPENDENCYPART_HEADBIGRAM
(11,12),(1,11),-0.074793 # DEPENDENCYPART_HEADBIGRAM
(11,12),(4,11),-0.109375 # DEPENDENCYPART_HEADBIGRAM
(11,12),(5,11),-0.10776 # DEPENDENCYPART_HEADBIGRAM
(11,12),(6,11),-0.0625353 # DEPENDENCYPART_HEADBIGRAM
(11,12),(8,11),-0.0982588 # DEPENDENCYPART_HEADBIGRAM
(11,12),(10,11),-0.100723 # DEPENDENCYPART_HEADBIGRAM
(11,12),(12,11),0.0495556 # DEPENDENCYPART_HEADBIGRAM
(11,12),(13,11),0.0622956 # DEPENDENCYPART_HEADBIGRAM
(11,12),(15,11),0.0524552 # DEPENDENCYPART_HEADBIGRAM
(11,12),(23,11),0.0587237 # DEPENDENCYPART_HEADBIGRAM
(12,11),(1,10),-0.0770381 # DEPENDENCYPART_HEADBIGRAM
(12,11),(3,10),-0.146448 # DEPENDENCYPART_HEADBIGRAM
(12,11),(5,10),-0.0294111 # DEPENDENCYPART_HEADBIGRAM
(12,11),(6,10),-0.0318706 # DEPENDENCYPART_HEADBIGRAM
(12,11),(7,10),-0.0352478 # DEPENDENCYPART_HEADBIGRAM
(12,11),(8,10),-0.0612116 # DEPENDENCYPART_HEADBIGRAM
(12,11),(13,10),0.0823415 # DEPENDENCYPART_HEADBIGRAM
(12,11),(15,10),0.111013 # DEPENDENCYPART_HEADBIGRAM
(12,11),(23,10),0.149023 # DEPENDENCYPART_HEADBIGRAM
(12,13),(4,12),0.0225974 # DEPENDENCYPART_HEADBIGRAM
(12,13),(5,12),-0.0226276 # DEPENDENCYPART_HEADBIGRAM
(12,13),(6,12),-0.0233537 # DEPENDENCYPART_HEADBIGRAM
(12,13),(8,12),-0.0326946 # DEPENDENCYPART_HEADBIGRAM
(12,13),(10,12),0.00464619 # DEPENDENCYPART_HEADBIGRAM
(12,13),(11,12),-0.0164562 # DEPENDENCYPART_HEADBIGRAM
(12,13),(13,12),-0.040135 # DEPENDENCYPART_HEADBIGRAM
(12,13),(15,12),0.112827 # DEPENDENCYPART_HEADBIGRAM
(12,13),(23,12),0.0803764 # DEPENDENCYPART_HEADBIGRAM
(12,13),(26,12),0.158351 # DEPENDENCYPART_HEADBIGRAM
(12,14),(5,13),-0.053502 # DEPENDENCYPART_HEADBIGRAM
(12,14),(6,13),-0.0559964 # DEPENDENCYPART_HEADBIGRAM
(12,14),(7,13),-0.0593715 # DEPENDENCYPART_HEADBIGRAM
(12,14),(8,13),-0.0747109 # DEPENDENCYPART_HEADBIGRAM
(12,14),(9,13),-0.0646137 # DEPENDENCYPART_HEADBIGRAM
(12,14),(10,13),-0.0746698 # DEPENDENCYPART_HEADBIGRAM
(12,14),(12,13),0.139432 # DEPENDENCYPART_HEADBIGRAM
(12,14),(15,13),0.0807941 # DEPENDENCYPART_HEADBIGRAM
(12,14),(23,13),0.116495 # DEPENDENCYPART_HEADBIGRAM
(12,14),(26,13),0.0846643 # DEPENDENCYPART_HEADBIGRAM
(12,15),(3,14),-0.0670059 # DEPENDENCYPART_HEADBIGRAM
(12,15),(4,14),-0.0654833 # DEPENDENCYPART_HEADBIGRAM
(12,15),(5,14),-0.0654815 # DEPENDENCYPART_HEADBIGRAM
(12,15),(8,14),-0.0605655 # DEPENDENCYPART_HEADBIGRAM
(12,15),(10,14),-0.0628204 # DEPENDENCYPART_HEADBIGRAM
(12,15),(12,14),0.036782 # DEPENDENCYPART_HEADBIGRAM
(12,15),(13,14),0.0730491 # DEPENDENCYPART_HEADBIGRAM
(12,15),(15,14),-0.0108019 # DEPENDENCYPART_HEADBIGRAM
(12,15),(23,14),0.0739015 # DEPENDENCYPART_HEADBIGRAM
(12,15),(26,14),0.0719335 # DEPENDENCYPART_HEADBIGRAM
(13,4),(0,3),-0.0822175 # DEPENDENCYPART_HEADBIGRAM
(13,4),(1,3),-0.105149 # DEPENDENCYPART_HEADBIGRAM
(13,4),(2,3),-0.102241 # DEPENDENCYPART_HEADBIGRAM
(13,4),(4,3),-0.0489897 # DEPENDENCYPART_HEADBIGRAM
(13,4),(5,3),-0.14364 # DEPENDENCYPART_HEADBIGRAM
(13,4),(6,3),-0.109127 # DEPENDENCYPART_HEADBIGRAM
(13,4),(7,3),-0.109127 # DEPENDENCYPART_HEADBIGRAM
(13,4),(8,3),-0.10772 # DEPENDENCYPART_HEADBIGRAM
(13,4),(15,3),0.0397776 # DEPENDENCYPART_HEADBIGRAM
(13,4),(23,3),0.0944957 # DEPENDENCYPART_HEADBIGRAM
(13,6),(0,5),-0.0543631 # DEPENDENCYPART_HEADBIGRAM
(13,6),(1,5),-0.0102301 # DEPENDENCYPART_HEADBIGRAM
(13,6),(2,5),-0.0930388 # DEPENDENCYPART_HEADBIGRAM
(13,6),(3,5),-0.124508 # DEPENDENCYPART_HEADBIGRAM
(13,6),(4,5),-0.0724145 # DEPENDENCYPART_HEADBIGRAM
(13,6),(8,5),-0.119293 # DEPENDENCYPART_HEADBIGRAM
(13,6),(15,5),0.0788687 # DEPENDENCYPART_HEADBIGRAM
(13,6),(23,5),0.137096 # DEPENDENCYPART_HEADBIGRAM
(13,8),(4,7),-0.165652 # DEPENDENCYPART_HEADBIGRAM
(13,8),(5,7),-0.17437 # DEPENDENCYPART_HEADBIGRAM
(13,8),(6,7),-0.110224 # DEPENDENCYPART_HEADBIGRAM
(13,8),(8,7),-0.0908443 # DEPENDENCYPART_HEADBIGRAM
(13,8),(10,7),-0.125453 # DEPENDENCYPART_HEADBIGRAM
(13,8),(15,7),0.0452817 # DEPENDENCYPART_HEADBIGRAM
(13,8),(23,7),0.100076 # DEPENDENCYPART_HEADBIGRAM
(13,10),(1,9),-0.0904937 # DEPENDENCYPART_HEADBIGRAM
(13,10),(3,9),-0.0801919 # DEPENDENCYPART_HEADBIGRAM
(13,10),(4,9),-0.13585 # DEPENDENCYPART_HEADBIGRAM
(13,10),(5,9),-0.129783 # DEPENDENCYPART_HEADBIGRAM
(13,10),(6,9),-0.10189 # DEPENDENCYPART_HEADBIGRAM
(13,10),(7,9),-0.0983474 # DEPENDENCYPART_HEADBIGRAM
(13,10),(8,9),-0.0826849 # DEPENDENCYPART_HEADBIGRAM
(13,10),(10,9),-0.107569 # DEPENDENCYPART_HEADBIGRAM
(13,10),(15,9),0.0787238 # DEPENDENCYPART_HEADBIGRAM
(13,10),(23,9),0.0945962 # DEPENDENCYPART_HEADBIGRAM
(13,11),(1,10),-0.102782 # DEPENDENCYPART_HEADBIGRAM
(13,11),(3,10),-0.163197 # DEPENDENCYPART_HEADBIGRAM
(13,11),(5,10),-0.0827453 # DEPENDENCYPART_HEADBIGRAM
(13,11),(6,10),-0.0392727 # DEPENDENCYPART_HEADBIGRAM
(13,11),(7,10),-0.0386584 # DEPENDENCYPART_HEADBIGRAM
(13,11),(8,10),-0.0725614 # DEPENDENCYPART_HEADBIGRAM
(13,11),(13,10),0.18181 # DEPENDENCYPART_HEADBIGRAM
(13,11),(15,10),0.0605945 # DEPENDENCYPART_HEADBIGRAM
(13,11),(23,10),0.104247 # DEPENDENCYPART_HEADBIGRAM
(13,12),(1,11),-0.124398 # DEPENDENCYPART_HEADBIGRAM
(13,12),(4,11),-0.106219 # DEPENDENCYPART_HEADBIGRAM
(13,12),(5,11),-0.113428 # DEPENDENCYPART_HEADBIGRAM
(13,12),(6,11),-0.0741678 # DEPENDENCYPART_HEADBIGRAM
(13,12),(8,11),-0.0519395 # DEPENDENCYPART_HEADBIGRAM
(13,12),(10,11),-0.088543 # DEPENDENCYPART_HEADBIGRAM
(13,12),(12,11),-0.141292 # DEPENDENCYPART_HEADBIGRAM
(13,12),(13,11),0.140807 # DEPENDENCYPART_HEADBIGRAM
(13,12),(15,11),0.0695643 # DEPENDENCYPART_HEADBIGRAM
(13,12),(23,11),0.0581605 # DEPENDENCYPART_HEADBIGRAM
(13,14),(5,13),-0.0350487 # DEPENDENCYPART_HEADBIGRAM
(13,14),(6,13),-0.0964475 # DEPENDENCYPART_HEADBIGRAM
(13,14),(7,13),-0.0952504 # DEPENDENCYPART_HEADBIGRAM
(13,14),(8,13),-0.0605642 # DEPENDENCYPART_HEADBIGRAM
(13,14),(9,13),-0.059469 # DEPENDENCYPART_HEADBIGRAM
(13,14),(10,13),-0.0324419 # DEPENDENCYPART_HEADBIGRAM
(13,14),(12,13),-0.11509 # DEPENDENCYPART_HEADBIGRAM
(13,14),(15,13),0.0544714 # DEPENDENCYPART_HEADBIGRAM
(13,14),(23,13),0.321846 # DEPENDENCYPART_HEADBIGRAM
(13,14),(26,13),0.234718 # DEPENDENCYPART_HEADBIGRAM
(13,15),(3,14),-0.0893071 # DEPENDENCYPART_HEADBIGRAM
(13,15),(4,14),-0.0043835 # DEPENDENCYPART_HEADBIGRAM
(13,15),(5,14),-0.00426321 # DEPENDENCYPART_HEADBIGRAM
(13,15),(8,14),-0.0918565 # DEPENDENCYPART_HEADBIGRAM
(13,15),(10,14),-0.0894514 # DEPENDENCYPART_HEADBIGRAM
(13,15),(12,14),-0.0711515 # DEPENDENCYPART_HEADBIGRAM
(13,15),(13,14),0.0896562 # DEPENDENCYPART_HEADBIGRAM
(13,15),(15,14),0.00250873 # DEPENDENCYPART_HEADBIGRAM
(13,15),(23,14),0.055317 # DEPENDENCYPART_HEADBIGRAM
(13,15),(26,14),0.101173 # DEPENDENCYPART_HEADBIGRAM
(13,16),(0,15),-0.0368265 # DEPENDENCYPART_HEADBIGRAM
(13,16),(1,15),-0.00295342 # DEPENDENCYPART_HEADBIGRAM
(13,16),(4,15),-0.0531759 # DEPENDENCYPART_HEADBIGRAM
(13,16),(5,15),-0.0667847 # DEPENDENCYPART_HEADBIGRAM
(13,16),(6,15),-0.0633955 # DEPENDENCYPART_HEADBIGRAM
(13,16),(8,15),-0.0829386 # DEPENDENCYPART_HEADBIGRAM
(13,16),(10,15),-0.0826519 # DEPENDENCYPART_HEADBIGRAM
(13,16),(12,15),-0.03037 # DEPENDENCYPART_HEADBIGRAM
(13,16),(13,15),0.0769873 # DEPENDENCYPART_HEADBIGRAM
(13,16),(23,15),0.135746 # DEPENDENCYPART_HEADBIGRAM
(13,17),(3,16),-0.0610344 # DEPENDENCYPART_HEADBIGRAM
(13,17),(8,16),-0.061037 # DEPENDENCYPART_HEADBIGRAM
(13,17),(13,16),0.0681703 # DEPENDENCYPART_HEADBIGRAM
(13,17),(15,16),0.103728 # DEPENDENCYPART_HEADBIGRAM
(13,17),(17,16),0.056598 # DEPENDENCYPART_HEADBIGRAM
(13,17),(19,16),0.0686981 # DEPENDENCYPART_HEADBIGRAM
(13,17),(21,16),0.0686981 # DEPENDENCYPART_HEADBIGRAM
(13,17),(22,16),0.0732716 # DEPENDENCYPART_HEADBIGRAM
(13,17),(23,16),0.0800185 # DEPENDENCYPART_HEADBIGRAM
(13,17),(25,16),0.0732716 # DEPENDENCYPART_HEADBIGRAM
(13,19),(19,18),0.0958399 # DEPENDENCYPART_HEADBIGRAM
(13,19),(21,18),0.0812793 # DEPENDENCYPART_HEADBIGRAM
(13,19),(22,18),0.0812793 # DEPENDENCYPART_HEADBIGRAM
(13,19),(23,18),0.075555 # DEPENDENCYPART_HEADBIGRAM
(13,19),(25,18),0.0816308 # DEPENDENCYPART_HEADBIGRAM
(13,22),(15,21),0.0488708 # DEPENDENCYPART_HEADBIGRAM
(13,22),(17,21),0.105081 # DEPENDENCYPART_HEADBIGRAM
(13,22),(19,21),0.0563875 # DEPENDENCYPART_HEADBIGRAM
(13,22),(20,21),0.0373544 # DEPENDENCYPART_HEADBIGRAM
(13,22),(22,21),0.167386 # DEPENDENCYPART_HEADBIGRAM
(13,22),(23,21),0.0423782 # DEPENDENCYPART_HEADBIGRAM
(13,22),(25,21),0.0836067 # DEPENDENCYPART_HEADBIGRAM
(13,22),(26,21),0.0426544 # DEPENDENCYPART_HEADBIGRAM
(15,2),(0,1),-0.0720511 # DEPENDENCYPART_HEADBIGRAM
(15,2),(3,1),-0.102288 # DEPENDENCYPART_HEADBIGRAM
(15,2),(4,1),-0.127202 # DEPENDENCYPART_HEADBIGRAM
(15,2),(5,1),-0.122983 # DEPENDENCYPART_HEADBIGRAM
(15,2),(6,1),-0.106954 # DEPENDENCYPART_HEADBIGRAM
(15,2),(7,1),-0.106949 # DEPENDENCYPART_HEADBIGRAM
(15,2),(8,1),-0.102289 # DEPENDENCYPART_HEADBIGRAM
(15,2),(15,1),0.0656415 # DEPENDENCYPART_HEADBIGRAM
(15,2),(23,1),0.0913042 # DEPENDENCYPART_HEADBIGRAM
(15,3),(1,2),-0.0811148 # DEPENDENCYPART_HEADBIGRAM
(15,3),(3,2),-0.0778544 # DEPENDENCYPART_HEADBIGRAM
(15,3),(4,2),-0.105835 # DEPENDENCYPART_HEADBIGRAM
(15,3),(6,2),-0.109446 # DEPENDENCYPART_HEADBIGRAM
(15,3),(8,2),-0.157638 # DEPENDENCYPART_HEADBIGRAM
(15,3),(10,2),-0.157638 # DEPENDENCYPART_HEADBIGRAM
(15,3),(15,2),0.0712678 # DEPENDENCYPART_HEADBIGRAM
(15,3),(23,2),0.0921987 # DEPENDENCYPART_HEADBIGRAM
(15,4),(0,3),-0.102021 # DEPENDENCYPART_HEADBIGRAM
(15,4),(1,3),-0.0620938 # DEPENDENCYPART_HEADBIGRAM
(15,4),(2,3),-0.0804886 # DEPENDENCYPART_HEADBIGRAM
(15,4),(4,3),-0.0899679 # DEPENDENCYPART_HEADBIGRAM
(15,4),(5,3),-0.119647 # DEPENDENCYPART_HEADBIGRAM
(15,4),(6,3),-0.111383 # DEPENDENCYPART_HEADBIGRAM
(15,4),(7,3),-0.111367 # DEPENDENCYPART_HEADBIGRAM
(15,4),(8,3),-0.105648 # DEPENDENCYPART_HEADBIGRAM
(15,4),(15,3),-0.0168534 # DEPENDENCYPART_HEADBIGRAM
(15,4),(23,3),0.0772085 # DEPENDENCYPART_HEADBIGRAM
(15,5),(0,4),-0.0723312 # DEPENDENCYPART_HEADBIGRAM
(15,5),(1,4),-0.107365 # DEPENDENCYPART_HEADBIGRAM
(15,5),(2,4),-0.0860836 # DEPENDENCYPART_HEADBIGRAM
(15,5),(3,4),-0.0875409 # DEPENDENCYPART_HEADBIGRAM
(15,5),(5,4),-0.149507 # DEPENDENCYPART_HEADBIGRAM
(15,5),(13,4),-0.109436 # DEPENDENCYPART_HEADBIGRAM
(15,5),(15,4),0.0314497 # DEPENDENCYPART_HEADBIGRAM
(15,5),(19,4),0.0846511 # DEPENDENCYPART_HEADBIGRAM
(15,5),(23,4),0.0752265 # DEPENDENCYPART_HEADBIGRAM
(15,6),(0,5),-0.119613 # DEPENDENCYPART_HEADBIGRAM
(15,6),(1,5),-0.0846064 # DEPENDENCYPART_HEADBIGRAM
(15,6),(2,5),-0.0911761 # DEPENDENCYPART_HEADBIGRAM
(15,6),(3,5),-0.12499 # DEPENDENCYPART_HEADBIGRAM
(15,6),(4,5),-0.132914 # DEPENDENCYPART_HEADBIGRAM
(15,6),(8,5),-0.117705 # DEPENDENCYPART_HEADBIGRAM
(15,6),(15,5),0.0636997 # DEPENDENCYPART_HEADBIGRAM
(15,6),(23,5),0.0867961 # DEPENDENCYPART_HEADBIGRAM
(15,7),(1,6),-0.103448 # DEPENDENCYPART_HEADBIGRAM
(15,7),(3,6),-0.0999284 # DEPENDENCYPART_HEADBIGRAM
(15,7),(4,6),-0.102956 # DEPENDENCYPART_HEADBIGRAM
(15,7),(5,6),-0.102618 # DEPENDENCYPART_HEADBIGRAM
(15,7),(7,6),-0.101909 # DEPENDENCYPART_HEADBIGRAM
(15,7),(8,6),-0.107526 # DEPENDENCYPART_HEADBIGRAM
(15,7),(10,6),-0.108444 # DEPENDENCYPART_HEADBIGRAM
(15,7),(13,6),-0.106965 # DEPENDENCYPART_HEADBIGRAM
(15,7),(15,6),0.0754198 # DEPENDENCYPART_HEADBIGRAM
(15,7),(23,6),0.0841692 # DEPENDENCYPART_HEADBIGRAM
