# _root_ Directors of Bergen Bank and Den Norske Creditbank , two of Norway 's leading banks , announced they had agreed to the formal merger of the banks .
#goldHeads=17,1,4,5,2,8,8,5,5,5,10,15,12,15,11,5,0,19,17,19,20,24,24,21,24,27,25,17,
#predictedHeads=17,1,4,5,2,8,8,5,8,8,10,15,12,15,11,8,0,19,17,19,20,24,24,21,24,27,25,17,
(8,12),(8,17),(8,28),-0.0929387 # DEPENDENCYPART_TRISIBL
(8,12),(8,17),(8,29),-0.131145 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,12),(8,19),(8,20),-0.0933627 # DEPENDENCYPART_TRISIBL
(8,12),(8,19),(8,24),-0.0692202 # DEPENDENCYPART_TRISIBL
(8,12),(8,19),(8,28),-0.091173 # DEPENDENCYPART_TRISIBL
(8,12),(8,19),(8,29),-0.129152 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,12),(8,20),(8,24),-0.069215 # DEPENDENCYPART_TRISIBL
(8,12),(8,20),(8,28),-0.0921038 # DEPENDENCYPART_TRISIBL
(8,12),(8,20),(8,29),-0.126664 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,12),(8,24),(8,28),-0.0869641 # DEPENDENCYPART_TRISIBL
(8,12),(8,24),(8,29),-0.129298 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,12),(8,28),(8,29),-0.0376949 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,13),(8,15),(8,16),-0.119421 # DEPENDENCYPART_TRISIBL
(8,13),(8,15),(8,17),-0.0609839 # DEPENDENCYPART_TRISIBL
(8,13),(8,15),(8,19),-0.0609839 # DEPENDENCYPART_TRISIBL
(8,13),(8,15),(8,20),-0.0609839 # DEPENDENCYPART_TRISIBL
(8,13),(8,15),(8,24),-0.0378007 # DEPENDENCYPART_TRISIBL
(8,13),(8,15),(8,28),-0.0805289 # DEPENDENCYPART_TRISIBL
(8,13),(8,15),(8,29),-0.0851108 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,13),(8,16),(8,17),-0.0736786 # DEPENDENCYPART_TRISIBL
(8,13),(8,16),(8,19),-0.0736787 # DEPENDENCYPART_TRISIBL
(8,13),(8,16),(8,20),-0.0736786 # DEPENDENCYPART_TRISIBL
(8,13),(8,16),(8,24),0.0352573 # DEPENDENCYPART_TRISIBL
(8,13),(8,16),(8,28),-0.0798034 # DEPENDENCYPART_TRISIBL
(8,13),(8,16),(8,29),-0.116507 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,13),(8,17),(8,19),-0.0607273 # DEPENDENCYPART_TRISIBL
(8,13),(8,17),(8,20),-0.0607273 # DEPENDENCYPART_TRISIBL
(8,13),(8,17),(8,24),-0.035692 # DEPENDENCYPART_TRISIBL
(8,13),(8,17),(8,28),-0.0829619 # DEPENDENCYPART_TRISIBL
(8,13),(8,17),(8,29),-0.126925 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,13),(8,19),(8,20),-0.0607273 # DEPENDENCYPART_TRISIBL
(8,13),(8,19),(8,24),-0.0356974 # DEPENDENCYPART_TRISIBL
(8,13),(8,19),(8,28),-0.0829619 # DEPENDENCYPART_TRISIBL
(8,13),(8,19),(8,29),-0.126925 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,13),(8,20),(8,24),-0.035692 # DEPENDENCYPART_TRISIBL
(8,13),(8,20),(8,28),-0.0829619 # DEPENDENCYPART_TRISIBL
(8,13),(8,20),(8,29),-0.126925 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,13),(8,24),(8,28),-0.0805289 # DEPENDENCYPART_TRISIBL
(8,13),(8,24),(8,29),-0.0851108 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,13),(8,28),(8,29),-0.105211 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,15),(8,16),(8,17),-0.100875 # DEPENDENCYPART_TRISIBL
(8,15),(8,16),(8,19),-0.0820314 # DEPENDENCYPART_TRISIBL
(8,15),(8,16),(8,20),-0.0967188 # DEPENDENCYPART_TRISIBL
(8,15),(8,16),(8,24),-0.0826955 # DEPENDENCYPART_TRISIBL
(8,15),(8,16),(8,28),-0.123684 # DEPENDENCYPART_TRISIBL
(8,15),(8,16),(8,29),-0.0428316 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,15),(8,17),(8,19),-0.082192 # DEPENDENCYPART_TRISIBL
(8,15),(8,17),(8,20),-0.0911936 # DEPENDENCYPART_TRISIBL
(8,15),(8,17),(8,24),-0.0692274 # DEPENDENCYPART_TRISIBL
(8,15),(8,17),(8,28),-0.0930852 # DEPENDENCYPART_TRISIBL
(8,15),(8,17),(8,29),-0.139539 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,15),(8,19),(8,20),-0.0913605 # DEPENDENCYPART_TRISIBL
(8,15),(8,19),(8,24),-0.0692289 # DEPENDENCYPART_TRISIBL
(8,15),(8,19),(8,28),-0.0913195 # DEPENDENCYPART_TRISIBL
(8,15),(8,19),(8,29),-0.137546 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,15),(8,20),(8,24),-0.0692237 # DEPENDENCYPART_TRISIBL
(8,15),(8,20),(8,28),-0.0922504 # DEPENDENCYPART_TRISIBL
(8,15),(8,20),(8,29),-0.135058 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,15),(8,24),(8,28),-0.0871106 # DEPENDENCYPART_TRISIBL
(8,15),(8,24),(8,29),-0.136951 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,15),(8,28),(8,29),-0.0462257 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,16),(8,17),(8,19),-0.0594095 # DEPENDENCYPART_TRISIBL
(8,16),(8,17),(8,20),-0.0598875 # DEPENDENCYPART_TRISIBL
(8,16),(8,17),(8,24),-0.0200688 # DEPENDENCYPART_TRISIBL
(8,16),(8,17),(8,28),-0.0845055 # DEPENDENCYPART_TRISIBL
(8,16),(8,17),(8,29),-0.0593201 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,16),(8,19),(8,20),-0.0599558 # DEPENDENCYPART_TRISIBL
(8,16),(8,19),(8,24),-0.0200467 # DEPENDENCYPART_TRISIBL
(8,16),(8,19),(8,28),-0.0949362 # DEPENDENCYPART_TRISIBL
(8,16),(8,19),(8,29),-0.0644105 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,16),(8,20),(8,24),-0.0200477 # DEPENDENCYPART_TRISIBL
(8,16),(8,20),(8,28),-0.0865639 # DEPENDENCYPART_TRISIBL
(8,16),(8,20),(8,29),-0.0664337 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,16),(8,24),(8,28),-0.240184 # DEPENDENCYPART_TRISIBL
(8,16),(8,24),(8,29),-0.0994441 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,16),(8,28),(8,29),-0.278389 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,17),(8,19),(8,20),-0.115181 # DEPENDENCYPART_TRISIBL
(8,17),(8,19),(8,24),-0.0706339 # DEPENDENCYPART_TRISIBL
(8,17),(8,19),(8,28),-0.115345 # DEPENDENCYPART_TRISIBL
(8,17),(8,19),(8,29),-0.101478 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,17),(8,20),(8,24),-0.0702661 # DEPENDENCYPART_TRISIBL
(8,17),(8,20),(8,28),-0.116129 # DEPENDENCYPART_TRISIBL
(8,17),(8,20),(8,29),-0.102493 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,17),(8,24),(8,28),-0.0430397 # DEPENDENCYPART_TRISIBL
(8,17),(8,24),(8,29),-0.111064 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,17),(8,28),(8,29),-0.0756926 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,19),(8,20),(8,24),-0.0703117 # DEPENDENCYPART_TRISIBL
(8,19),(8,20),(8,28),-0.117411 # DEPENDENCYPART_TRISIBL
(8,19),(8,20),(8,29),-0.10101 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,19),(8,24),(8,28),-0.0438177 # DEPENDENCYPART_TRISIBL
(8,19),(8,24),(8,29),-0.109413 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,19),(8,28),(8,29),-0.0636824 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,20),(8,24),(8,28),-0.0442675 # DEPENDENCYPART_TRISIBL
(8,20),(8,24),(8,29),-0.121981 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,20),(8,28),(8,29),-0.0851461 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,24),(8,28),(8,29),-0.0348232 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,7),(8,6),-0.190225 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,7),(8,5),-0.168919 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,7),(8,4),-0.148587 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,7),(8,3),-0.190225 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,7),(8,-1),-0.166734 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,6),(8,5),-0.168919 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,6),(8,4),-0.148587 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,6),(8,3),-0.190225 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,6),(8,-1),-0.166734 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,5),(8,4),-0.00937469 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,5),(8,3),-0.0504372 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,5),(8,-1),-0.155871 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,4),(8,3),-0.187934 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,4),(8,-1),-0.161373 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,3),(8,-1),-0.166734 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,6),(8,5),-0.167373 # DEPENDENCYPART_TRISIBL
(8,7),(8,6),(8,4),-0.0442672 # DEPENDENCYPART_TRISIBL
(8,7),(8,6),(8,3),-0.0392405 # DEPENDENCYPART_TRISIBL
(8,7),(8,6),(8,-1),-0.108102 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,5),(8,4),-0.0459359 # DEPENDENCYPART_TRISIBL
(8,7),(8,5),(8,3),-0.0414807 # DEPENDENCYPART_TRISIBL
(8,7),(8,5),(8,-1),-0.264201 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,4),(8,3),-0.0434858 # DEPENDENCYPART_TRISIBL
(8,7),(8,4),(8,-1),-0.107825 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,3),(8,-1),-0.108102 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,6),(8,5),(8,4),-0.0459359 # DEPENDENCYPART_TRISIBL
(8,6),(8,5),(8,3),-0.0414807 # DEPENDENCYPART_TRISIBL
(8,6),(8,5),(8,-1),-0.264201 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,6),(8,4),(8,3),-0.0434858 # DEPENDENCYPART_TRISIBL
(8,6),(8,4),(8,-1),-0.107825 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,6),(8,3),(8,-1),-0.108102 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,5),(8,4),(8,3),0.00334947 # DEPENDENCYPART_TRISIBL
(8,5),(8,4),(8,-1),-0.143019 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,5),(8,3),(8,-1),-0.142872 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,4),(8,3),(8,-1),-0.0760128 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,11),(10,12),-0.147079 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,14),-0.101452 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,16),-0.0313609 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,17),-0.110349 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,25),-0.152531 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,29),-0.139747 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,12),(10,14),-0.0723448 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,16),-0.0298947 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,17),-0.0683882 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,25),-0.0739568 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,29),-0.115099 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,14),(10,16),-0.104426 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,17),-0.0583704 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,25),-0.120809 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,29),-0.101798 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,16),(10,17),-0.0725722 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,16),(10,25),-0.265573 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,16),(10,29),-0.390571 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,17),(10,25),-0.0710476 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,17),(10,29),-0.142687 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,25),(10,29),-0.139747 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,11),(10,12),(10,14),-0.0528355 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,16),-0.0549448 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,17),-0.0716402 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,25),-0.136941 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,29),-0.083284 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,14),(10,16),-0.0521342 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,17),-0.0763253 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,25),-0.128311 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,29),-0.117639 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,16),(10,17),-0.0299687 # DEPENDENCYPART_TRISIBL
(10,11),(10,16),(10,25),-0.13669 # DEPENDENCYPART_TRISIBL
(10,11),(10,16),(10,29),-0.269443 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,17),(10,25),-0.110593 # DEPENDENCYPART_TRISIBL
(10,11),(10,17),(10,29),-0.0893594 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,25),(10,29),-0.133903 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,14),(10,16),-0.0500866 # DEPENDENCYPART_TRISIBL
(10,12),(10,14),(10,17),-0.0739487 # DEPENDENCYPART_TRISIBL
(10,12),(10,14),(10,25),-0.0601277 # DEPENDENCYPART_TRISIBL
(10,12),(10,14),(10,29),-0.0747413 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,16),(10,17),-0.053199 # DEPENDENCYPART_TRISIBL
(10,12),(10,16),(10,25),-0.0487559 # DEPENDENCYPART_TRISIBL
(10,12),(10,16),(10,29),-0.105024 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,17),(10,25),-0.0665366 # DEPENDENCYPART_TRISIBL
(10,12),(10,17),(10,29),-0.0849492 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,25),(10,29),-0.0567482 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,14),(10,16),(10,17),-0.0400825 # DEPENDENCYPART_TRISIBL
(10,14),(10,16),(10,25),-0.0272923 # DEPENDENCYPART_TRISIBL
(10,14),(10,16),(10,29),-0.086705 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,14),(10,17),(10,25),-0.0331659 # DEPENDENCYPART_TRISIBL
(10,14),(10,17),(10,29),-0.0909053 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,14),(10,25),(10,29),-0.0678722 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,16),(10,17),(10,25),-0.0368999 # DEPENDENCYPART_TRISIBL
(10,16),(10,17),(10,29),-0.0647222 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,16),(10,25),(10,29),-0.136213 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,17),(10,25),(10,29),-0.0265076 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,9),(10,8),0.131656 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,7),0.131656 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,-1),-0.438653 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,8),(10,7),-0.0813598 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,8),(10,-1),-0.333523 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,7),(10,-1),-0.333523 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,9),(10,8),(10,7),-0.0304159 # DEPENDENCYPART_TRISIBL
(10,9),(10,8),(10,-1),0.0931319 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,9),(10,7),(10,-1),0.0931319 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,8),(10,7),(10,-1),-0.1463 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,12),(11,14),-0.0404271 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,15),-0.118012 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,21),-0.00365539 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,29),0.323826 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,14),(11,15),-0.0718706 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,14),(11,21),-0.04457 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,14),(11,29),0.063785 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,15),(11,21),-0.00817952 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,15),(11,29),0.299416 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,21),(11,29),-0.0509573 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,12),(11,14),(11,15),-0.124726 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,21),-0.0449289 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,29),-0.0484907 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,15),(11,21),-0.0622952 # DEPENDENCYPART_TRISIBL
(11,12),(11,15),(11,29),-0.101779 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,21),(11,29),-0.106144 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,15),(11,21),-0.0498372 # DEPENDENCYPART_TRISIBL
(11,14),(11,15),(11,29),-0.0825632 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,21),(11,29),-0.100324 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,15),(11,21),(11,29),-0.119631 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,10),(11,9),-0.0777127 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,-1),-0.25868 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,9),(11,-1),-0.204369 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,9),(11,-1),-0.0651916 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,13),(12,14),-0.133831 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,15),-0.17208 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,16),-0.0460459 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,17),-0.146344 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,19),-0.131815 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,29),0.0418691 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,14),(12,15),-0.195209 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,16),-0.136013 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,17),-0.107644 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,19),-0.0848536 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,29),-0.0796167 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,15),(12,16),-0.116452 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,15),(12,17),-0.119117 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,15),(12,19),-0.0971068 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,15),(12,29),-0.135312 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,16),(12,17),-0.158975 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,16),(12,19),-0.143473 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,16),(12,29),-0.680489 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,17),(12,19),-0.0822058 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,17),(12,29),-0.090619 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,19),(12,29),-0.121278 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,13),(12,14),(12,15),-0.0371661 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,16),-0.0821265 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,17),-0.060186 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,19),-0.0601861 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,29),-0.123991 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,15),(12,16),-0.119421 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,17),-0.0609839 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,19),-0.0609839 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,29),-0.0851108 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,16),(12,17),-0.0736786 # DEPENDENCYPART_TRISIBL
(12,13),(12,16),(12,19),-0.0736787 # DEPENDENCYPART_TRISIBL
(12,13),(12,16),(12,29),-0.116507 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,17),(12,19),-0.0607273 # DEPENDENCYPART_TRISIBL
(12,13),(12,17),(12,29),-0.126925 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,19),(12,29),-0.126925 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,15),(12,16),-0.0660944 # DEPENDENCYPART_TRISIBL
(12,14),(12,15),(12,17),-0.0547856 # DEPENDENCYPART_TRISIBL
(12,14),(12,15),(12,19),-0.0606573 # DEPENDENCYPART_TRISIBL
(12,14),(12,15),(12,29),-0.0998982 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,16),(12,17),0.0538029 # DEPENDENCYPART_TRISIBL
(12,14),(12,16),(12,19),0.0481988 # DEPENDENCYPART_TRISIBL
(12,14),(12,16),(12,29),-0.032405 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,17),(12,19),-0.0598811 # DEPENDENCYPART_TRISIBL
(12,14),(12,17),(12,29),-0.0908234 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,19),(12,29),-0.0894234 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,16),(12,17),-0.100875 # DEPENDENCYPART_TRISIBL
(12,15),(12,16),(12,19),-0.0820314 # DEPENDENCYPART_TRISIBL
(12,15),(12,16),(12,29),-0.0428316 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,17),(12,19),-0.082192 # DEPENDENCYPART_TRISIBL
(12,15),(12,17),(12,29),-0.139539 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,19),(12,29),-0.137546 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,16),(12,17),(12,19),-0.0594095 # DEPENDENCYPART_TRISIBL
(12,16),(12,17),(12,29),-0.0593201 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,16),(12,19),(12,29),-0.0644105 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,17),(12,19),(12,29),-0.101478 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,11),(12,10),-0.150447 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,11),(12,-1),-0.0806298 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,10),(12,-1),-0.0818725 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,11),(12,10),(12,-1),-0.16221 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,12),(14,-1),-0.113851 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,16),(15,17),-0.15561 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,16),(15,19),-0.140109 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,16),(15,20),-0.146354 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,16),(15,21),-0.24832 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,16),(15,24),-0.0422618 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,16),(15,29),-0.694219 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,15),(15,17),(15,19),-0.0791912 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,17),(15,20),-0.0893791 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,17),(15,21),-0.0881309 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,17),(15,24),-0.134207 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,17),(15,29),-0.108474 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,15),(15,19),(15,20),-0.0906555 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,19),(15,21),-0.0881625 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,19),(15,24),-0.135188 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,19),(15,29),-0.139132 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,15),(15,20),(15,21),-0.0883402 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
