# _root_ `` With the decline in stock prices and continued low or stable interest rates , stocks are representing a better value all the time , '' Renaissance President Frank W. Terrizzi said yesterday .
#goldHeads=32,17,4,8,4,7,5,2,14,11,14,11,14,8,17,17,32,17,21,21,18,24,24,18,32,32,31,31,31,31,32,0,32,32,
#predictedHeads=32,8,4,2,4,7,5,17,8,11,14,11,14,9,17,17,32,17,21,21,18,24,24,21,32,32,31,31,31,31,32,0,32,32,
(11,11),(11,12),(11,17),-0.0164272 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,18),-0.017381 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,21),-0.0173874 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,25),-0.0399972 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,26),-0.0918336 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,27),-0.0201581 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,32),-0.0174865 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,35),-0.00291604 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,13),(11,14),-0.108349 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,15),0.0679889 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,16),-0.100408 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,17),-0.0248133 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,18),-0.027946 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,21),-0.115363 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,25),0.0679889 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,26),-0.0781838 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,27),-0.115249 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,32),-0.0326662 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,35),0.0107339 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,14),(11,15),0.062149 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,14),(11,16),-0.0980459 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,14),(11,17),-0.0498543 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,14),(11,18),-0.0529871 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,14),(11,21),-0.113001 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,14),(11,25),0.062149 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,14),(11,26),-0.0785852 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,14),(11,27),-0.112887 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,14),(11,32),-0.0577073 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,14),(11,35),-0.000373938 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,15),(11,16),-0.153265 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,15),(11,17),0.0139944 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,15),(11,18),0.0057907 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,15),(11,21),-0.16287 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,15),(11,25),-0.0530046 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,15),(11,26),-0.113297 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,15),(11,27),-0.157847 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,15),(11,32),-0.00512764 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,15),(11,35),-0.284525 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,16),(11,17),-0.0390079 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,16),(11,18),-0.0421406 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,16),(11,21),-0.108317 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,16),(11,25),0.0663169 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,16),(11,26),-0.0781697 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,16),(11,27),-0.108202 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,16),(11,32),-0.0468609 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,16),(11,35),-0.00179706 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,17),(11,18),-0.102582 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,17),(11,21),0.0569099 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,17),(11,25),0.087743 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,17),(11,26),-0.11354 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,17),(11,27),0.0583564 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,17),(11,32),-0.116275 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,17),(11,35),0.00737081 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,18),(11,21),0.0627363 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,18),(11,25),0.0865644 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,18),(11,26),-0.113454 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,18),(11,27),0.0641828 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,18),(11,32),-0.106236 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,18),(11,35),0.0138862 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,21),(11,25),0.0669908 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,21),(11,26),-0.0781723 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,21),(11,27),-0.11146 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,21),(11,32),-0.052577 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,21),(11,35),0.0246037 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,25),(11,26),-0.113297 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,25),(11,27),-0.157847 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,25),(11,32),-0.00512764 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,25),(11,35),-0.284525 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,26),(11,27),-0.0693058 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,26),(11,32),-0.0842936 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,26),(11,35),-0.132584 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,27),(11,32),-0.0527752 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,27),(11,35),0.00744061 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,32),(11,35),-0.00469957 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,12),(11,13),(11,14),0.033777 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,15),-0.0699489 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,16),0.0277373 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,17),-0.0185829 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,18),-0.0134537 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,21),0.0291682 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,25),-0.0699489 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,26),-0.093179 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,27),0.0291682 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,32),-0.0141749 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,35),-0.0791055 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,14),(11,15),-0.0699785 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,16),0.0230983 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,17),-0.0186318 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,18),-0.0135026 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,21),0.0245292 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,25),-0.0699785 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,26),-0.093251 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,27),0.0245292 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,32),-0.0142238 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,35),-0.0796525 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,15),(11,16),-0.0439581 # DEPENDENCYPART_TRISIBL
(11,12),(11,15),(11,17),-0.0549154 # DEPENDENCYPART_TRISIBL
(11,12),(11,15),(11,18),-0.0462314 # DEPENDENCYPART_TRISIBL
(11,12),(11,15),(11,21),-0.042024 # DEPENDENCYPART_TRISIBL
(11,12),(11,15),(11,25),-0.0701156 # DEPENDENCYPART_TRISIBL
(11,12),(11,15),(11,26),-0.0777661 # DEPENDENCYPART_TRISIBL
(11,12),(11,15),(11,27),-0.042024 # DEPENDENCYPART_TRISIBL
(11,12),(11,15),(11,32),-0.0501717 # DEPENDENCYPART_TRISIBL
(11,12),(11,15),(11,35),-0.0683212 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,16),(11,17),-0.0186308 # DEPENDENCYPART_TRISIBL
(11,12),(11,16),(11,18),-0.0135016 # DEPENDENCYPART_TRISIBL
(11,12),(11,16),(11,21),0.0247679 # DEPENDENCYPART_TRISIBL
(11,12),(11,16),(11,25),-0.0699489 # DEPENDENCYPART_TRISIBL
(11,12),(11,16),(11,26),-0.093179 # DEPENDENCYPART_TRISIBL
(11,12),(11,16),(11,27),0.0247679 # DEPENDENCYPART_TRISIBL
(11,12),(11,16),(11,32),-0.0142228 # DEPENDENCYPART_TRISIBL
(11,12),(11,16),(11,35),-0.0788464 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,17),(11,18),-0.0623052 # DEPENDENCYPART_TRISIBL
(11,12),(11,17),(11,21),-0.0496265 # DEPENDENCYPART_TRISIBL
(11,12),(11,17),(11,25),-0.0411673 # DEPENDENCYPART_TRISIBL
(11,12),(11,17),(11,26),-0.0900489 # DEPENDENCYPART_TRISIBL
(11,12),(11,17),(11,27),-0.0496265 # DEPENDENCYPART_TRISIBL
(11,12),(11,17),(11,32),-0.0593452 # DEPENDENCYPART_TRISIBL
(11,12),(11,17),(11,35),-0.0625624 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,18),(11,21),-0.0497531 # DEPENDENCYPART_TRISIBL
(11,12),(11,18),(11,25),-0.0409183 # DEPENDENCYPART_TRISIBL
(11,12),(11,18),(11,26),-0.0900489 # DEPENDENCYPART_TRISIBL
(11,12),(11,18),(11,27),-0.0497531 # DEPENDENCYPART_TRISIBL
(11,12),(11,18),(11,32),-0.0587643 # DEPENDENCYPART_TRISIBL
(11,12),(11,18),(11,35),-0.0619462 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,21),(11,25),-0.0699489 # DEPENDENCYPART_TRISIBL
(11,12),(11,21),(11,26),-0.093179 # DEPENDENCYPART_TRISIBL
(11,12),(11,21),(11,27),0.0248006 # DEPENDENCYPART_TRISIBL
(11,12),(11,21),(11,32),-0.0141732 # DEPENDENCYPART_TRISIBL
(11,12),(11,21),(11,35),-0.0768706 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,25),(11,26),-0.0777661 # DEPENDENCYPART_TRISIBL
(11,12),(11,25),(11,27),-0.042024 # DEPENDENCYPART_TRISIBL
(11,12),(11,25),(11,32),-0.0501717 # DEPENDENCYPART_TRISIBL
(11,12),(11,25),(11,35),-0.0683212 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,26),(11,27),-0.0605826 # DEPENDENCYPART_TRISIBL
(11,12),(11,26),(11,32),-0.0504152 # DEPENDENCYPART_TRISIBL
(11,12),(11,26),(11,35),-0.000130449 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,27),(11,32),-0.0141732 # DEPENDENCYPART_TRISIBL
(11,12),(11,27),(11,35),-0.0786963 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,32),(11,35),-0.0635653 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,14),(11,15),-0.0393259 # DEPENDENCYPART_TRISIBL
(11,13),(11,14),(11,16),-0.119924 # DEPENDENCYPART_TRISIBL
(11,13),(11,14),(11,17),-0.0346128 # DEPENDENCYPART_TRISIBL
(11,13),(11,14),(11,18),-0.0578484 # DEPENDENCYPART_TRISIBL
(11,13),(11,14),(11,21),-0.117335 # DEPENDENCYPART_TRISIBL
(11,13),(11,14),(11,25),-0.0393259 # DEPENDENCYPART_TRISIBL
(11,13),(11,14),(11,26),-0.0697825 # DEPENDENCYPART_TRISIBL
(11,13),(11,14),(11,27),-0.116869 # DEPENDENCYPART_TRISIBL
(11,13),(11,14),(11,32),-0.0599266 # DEPENDENCYPART_TRISIBL
(11,13),(11,14),(11,35),-0.0820404 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,15),(11,16),-0.16282 # DEPENDENCYPART_TRISIBL
(11,13),(11,15),(11,17),0.000841556 # DEPENDENCYPART_TRISIBL
(11,13),(11,15),(11,18),-0.0334901 # DEPENDENCYPART_TRISIBL
(11,13),(11,15),(11,21),-0.157795 # DEPENDENCYPART_TRISIBL
(11,13),(11,15),(11,25),-0.0299742 # DEPENDENCYPART_TRISIBL
(11,13),(11,15),(11,26),-0.00648114 # DEPENDENCYPART_TRISIBL
(11,13),(11,15),(11,27),-0.157351 # DEPENDENCYPART_TRISIBL
(11,13),(11,15),(11,32),-0.0339614 # DEPENDENCYPART_TRISIBL
(11,13),(11,15),(11,35),-0.0981685 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,16),(11,17),-0.0347731 # DEPENDENCYPART_TRISIBL
(11,13),(11,16),(11,18),-0.0580086 # DEPENDENCYPART_TRISIBL
(11,13),(11,16),(11,21),-0.116694 # DEPENDENCYPART_TRISIBL
(11,13),(11,16),(11,25),-0.0393141 # DEPENDENCYPART_TRISIBL
(11,13),(11,16),(11,26),-0.0697825 # DEPENDENCYPART_TRISIBL
(11,13),(11,16),(11,27),-0.116227 # DEPENDENCYPART_TRISIBL
(11,13),(11,16),(11,32),-0.0600869 # DEPENDENCYPART_TRISIBL
(11,13),(11,16),(11,35),-0.0814388 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,17),(11,18),-0.0775179 # DEPENDENCYPART_TRISIBL
(11,13),(11,17),(11,21),-0.097278 # DEPENDENCYPART_TRISIBL
(11,13),(11,17),(11,25),-0.0371796 # DEPENDENCYPART_TRISIBL
(11,13),(11,17),(11,26),-0.0651121 # DEPENDENCYPART_TRISIBL
(11,13),(11,17),(11,27),-0.0967091 # DEPENDENCYPART_TRISIBL
(11,13),(11,17),(11,32),-0.0794541 # DEPENDENCYPART_TRISIBL
(11,13),(11,17),(11,35),-0.0640528 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,18),(11,21),-0.0968634 # DEPENDENCYPART_TRISIBL
(11,13),(11,18),(11,25),-0.0333764 # DEPENDENCYPART_TRISIBL
(11,13),(11,18),(11,26),-0.0650811 # DEPENDENCYPART_TRISIBL
(11,13),(11,18),(11,27),-0.0962945 # DEPENDENCYPART_TRISIBL
(11,13),(11,18),(11,32),-0.0782314 # DEPENDENCYPART_TRISIBL
(11,13),(11,18),(11,35),-0.0703199 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,21),(11,25),-0.0393143 # DEPENDENCYPART_TRISIBL
(11,13),(11,21),(11,26),-0.0697825 # DEPENDENCYPART_TRISIBL
(11,13),(11,21),(11,27),-0.116227 # DEPENDENCYPART_TRISIBL
(11,13),(11,21),(11,32),-0.0599115 # DEPENDENCYPART_TRISIBL
(11,13),(11,21),(11,35),-0.0870627 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,25),(11,26),-0.00648114 # DEPENDENCYPART_TRISIBL
(11,13),(11,25),(11,27),-0.157351 # DEPENDENCYPART_TRISIBL
(11,13),(11,25),(11,32),-0.0339614 # DEPENDENCYPART_TRISIBL
(11,13),(11,25),(11,35),-0.0981685 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,26),(11,27),-0.0940555 # DEPENDENCYPART_TRISIBL
(11,13),(11,26),(11,32),-0.066085 # DEPENDENCYPART_TRISIBL
(11,13),(11,26),(11,35),-0.0705959 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,27),(11,32),-0.0599115 # DEPENDENCYPART_TRISIBL
(11,13),(11,27),(11,35),-0.0885487 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,32),(11,35),-0.0697077 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,15),(11,16),-0.154457 # DEPENDENCYPART_TRISIBL
(11,14),(11,15),(11,17),-0.00587766 # DEPENDENCYPART_TRISIBL
(11,14),(11,15),(11,18),-0.0402093 # DEPENDENCYPART_TRISIBL
(11,14),(11,15),(11,21),-0.149431 # DEPENDENCYPART_TRISIBL
(11,14),(11,15),(11,25),-0.0375614 # DEPENDENCYPART_TRISIBL
(11,14),(11,15),(11,26),-0.00722786 # DEPENDENCYPART_TRISIBL
(11,14),(11,15),(11,27),-0.148988 # DEPENDENCYPART_TRISIBL
(11,14),(11,15),(11,32),-0.0406806 # DEPENDENCYPART_TRISIBL
(11,14),(11,15),(11,35),-0.0948325 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,16),(11,17),-0.0378195 # DEPENDENCYPART_TRISIBL
(11,14),(11,16),(11,18),-0.061055 # DEPENDENCYPART_TRISIBL
(11,14),(11,16),(11,21),-0.107116 # DEPENDENCYPART_TRISIBL
(11,14),(11,16),(11,25),-0.04685 # DEPENDENCYPART_TRISIBL
(11,14),(11,16),(11,26),-0.0702508 # DEPENDENCYPART_TRISIBL
(11,14),(11,16),(11,27),-0.106649 # DEPENDENCYPART_TRISIBL
(11,14),(11,16),(11,32),-0.0631333 # DEPENDENCYPART_TRISIBL
(11,14),(11,16),(11,35),-0.0746467 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,17),(11,18),-0.0809214 # DEPENDENCYPART_TRISIBL
(11,14),(11,17),(11,21),-0.0889141 # DEPENDENCYPART_TRISIBL
(11,14),(11,17),(11,25),-0.0446986 # DEPENDENCYPART_TRISIBL
(11,14),(11,17),(11,26),-0.0656384 # DEPENDENCYPART_TRISIBL
(11,14),(11,17),(11,27),-0.0883452 # DEPENDENCYPART_TRISIBL
(11,14),(11,17),(11,32),-0.0828576 # DEPENDENCYPART_TRISIBL
(11,14),(11,17),(11,35),-0.07288 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,18),(11,21),-0.0884996 # DEPENDENCYPART_TRISIBL
(11,14),(11,18),(11,25),-0.0408954 # DEPENDENCYPART_TRISIBL
(11,14),(11,18),(11,26),-0.0656074 # DEPENDENCYPART_TRISIBL
(11,14),(11,18),(11,27),-0.0879307 # DEPENDENCYPART_TRISIBL
(11,14),(11,18),(11,32),-0.0816348 # DEPENDENCYPART_TRISIBL
(11,14),(11,18),(11,35),-0.0791471 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,21),(11,25),-0.0468502 # DEPENDENCYPART_TRISIBL
(11,14),(11,21),(11,26),-0.0702508 # DEPENDENCYPART_TRISIBL
(11,14),(11,21),(11,27),-0.106649 # DEPENDENCYPART_TRISIBL
(11,14),(11,21),(11,32),-0.0629579 # DEPENDENCYPART_TRISIBL
(11,14),(11,21),(11,35),-0.0802705 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,25),(11,26),-0.00722786 # DEPENDENCYPART_TRISIBL
(11,14),(11,25),(11,27),-0.148988 # DEPENDENCYPART_TRISIBL
(11,14),(11,25),(11,32),-0.0406806 # DEPENDENCYPART_TRISIBL
(11,14),(11,25),(11,35),-0.0948325 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,26),(11,27),-0.0856941 # DEPENDENCYPART_TRISIBL
(11,14),(11,26),(11,32),-0.069437 # DEPENDENCYPART_TRISIBL
(11,14),(11,26),(11,35),-0.0678863 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,27),(11,32),-0.0629579 # DEPENDENCYPART_TRISIBL
(11,14),(11,27),(11,35),-0.0817566 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,32),(11,35),-0.078535 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,15),(11,16),(11,17),-0.0755927 # DEPENDENCYPART_TRISIBL
(11,15),(11,16),(11,18),-0.0743817 # DEPENDENCYPART_TRISIBL
(11,15),(11,16),(11,21),-0.0999209 # DEPENDENCYPART_TRISIBL
(11,15),(11,16),(11,25),0.272521 # DEPENDENCYPART_TRISIBL
(11,15),(11,16),(11,26),-0.0998813 # DEPENDENCYPART_TRISIBL
(11,15),(11,16),(11,27),-0.0999181 # DEPENDENCYPART_TRISIBL
(11,15),(11,16),(11,32),-0.0824204 # DEPENDENCYPART_TRISIBL
(11,15),(11,16),(11,35),-0.0394993 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,15),(11,17),(11,18),-0.0695704 # DEPENDENCYPART_TRISIBL
(11,15),(11,17),(11,21),-0.0721933 # DEPENDENCYPART_TRISIBL
(11,15),(11,17),(11,25),0.327702 # DEPENDENCYPART_TRISIBL
(11,15),(11,17),(11,26),-0.101382 # DEPENDENCYPART_TRISIBL
(11,15),(11,17),(11,27),-0.0721896 # DEPENDENCYPART_TRISIBL
(11,15),(11,17),(11,32),-0.07658 # DEPENDENCYPART_TRISIBL
(11,15),(11,17),(11,35),-0.0649567 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,15),(11,18),(11,21),-0.0721147 # DEPENDENCYPART_TRISIBL
(11,15),(11,18),(11,25),0.306562 # DEPENDENCYPART_TRISIBL
(11,15),(11,18),(11,26),-0.101382 # DEPENDENCYPART_TRISIBL
(11,15),(11,18),(11,27),-0.0721111 # DEPENDENCYPART_TRISIBL
(11,15),(11,18),(11,32),-0.0760848 # DEPENDENCYPART_TRISIBL
(11,15),(11,18),(11,35),-0.0590564 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,15),(11,21),(11,25),0.27282 # DEPENDENCYPART_TRISIBL
(11,15),(11,21),(11,26),-0.0998813 # DEPENDENCYPART_TRISIBL
(11,15),(11,21),(11,27),-0.0999181 # DEPENDENCYPART_TRISIBL
(11,15),(11,21),(11,32),-0.081449 # DEPENDENCYPART_TRISIBL
(11,15),(11,21),(11,35),-0.0439286 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,15),(11,25),(11,26),-0.0985528 # DEPENDENCYPART_TRISIBL
(11,15),(11,25),(11,27),-0.0618171 # DEPENDENCYPART_TRISIBL
(11,15),(11,25),(11,32),-0.075531 # DEPENDENCYPART_TRISIBL
(11,15),(11,25),(11,35),-0.115376 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,15),(11,26),(11,27),0.015153 # DEPENDENCYPART_TRISIBL
(11,15),(11,26),(11,32),-0.0111749 # DEPENDENCYPART_TRISIBL
(11,15),(11,26),(11,35),-0.0599911 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,15),(11,27),(11,32),-0.081449 # DEPENDENCYPART_TRISIBL
(11,15),(11,27),(11,35),-0.038457 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,15),(11,32),(11,35),-0.0725432 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,16),(11,17),(11,18),-0.0769046 # DEPENDENCYPART_TRISIBL
(11,16),(11,17),(11,21),-0.0953692 # DEPENDENCYPART_TRISIBL
(11,16),(11,17),(11,25),-0.0422938 # DEPENDENCYPART_TRISIBL
(11,16),(11,17),(11,26),-0.0644794 # DEPENDENCYPART_TRISIBL
(11,16),(11,17),(11,27),-0.0948003 # DEPENDENCYPART_TRISIBL
(11,16),(11,17),(11,32),-0.0788407 # DEPENDENCYPART_TRISIBL
(11,16),(11,17),(11,35),-0.0393474 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,16),(11,18),(11,21),-0.0949547 # DEPENDENCYPART_TRISIBL
(11,16),(11,18),(11,25),-0.0384906 # DEPENDENCYPART_TRISIBL
(11,16),(11,18),(11,26),-0.0644484 # DEPENDENCYPART_TRISIBL
(11,16),(11,18),(11,27),-0.0943858 # DEPENDENCYPART_TRISIBL
(11,16),(11,18),(11,32),-0.077618 # DEPENDENCYPART_TRISIBL
(11,16),(11,18),(11,35),-0.0456144 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,16),(11,21),(11,25),-0.0443843 # DEPENDENCYPART_TRISIBL
(11,16),(11,21),(11,26),-0.0691437 # DEPENDENCYPART_TRISIBL
(11,16),(11,21),(11,27),-0.113101 # DEPENDENCYPART_TRISIBL
(11,16),(11,21),(11,32),-0.059007 # DEPENDENCYPART_TRISIBL
(11,16),(11,21),(11,35),-0.0522572 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,16),(11,25),(11,26),-0.00584127 # DEPENDENCYPART_TRISIBL
(11,16),(11,25),(11,27),-0.155443 # DEPENDENCYPART_TRISIBL
(11,16),(11,25),(11,32),-0.0346815 # DEPENDENCYPART_TRISIBL
(11,16),(11,25),(11,35),-0.0722081 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,16),(11,26),(11,27),-0.0921468 # DEPENDENCYPART_TRISIBL
(11,16),(11,26),(11,32),-0.0654861 # DEPENDENCYPART_TRISIBL
(11,16),(11,26),(11,35),-0.0440518 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,16),(11,27),(11,32),-0.059007 # DEPENDENCYPART_TRISIBL
(11,16),(11,27),(11,35),-0.0537432 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,16),(11,32),(11,35),-0.0450023 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,17),(11,18),(11,21),-0.0663244 # DEPENDENCYPART_TRISIBL
(11,17),(11,18),(11,25),-0.0932988 # DEPENDENCYPART_TRISIBL
(11,17),(11,18),(11,26),-0.0542201 # DEPENDENCYPART_TRISIBL
(11,17),(11,18),(11,27),-0.0663085 # DEPENDENCYPART_TRISIBL
(11,17),(11,18),(11,32),-0.132663 # DEPENDENCYPART_TRISIBL
(11,17),(11,18),(11,35),-0.0415844 # DEPENDENCYPART_TRISIBL_LAST_SIBS
