# _root_ Kemper Financial Services Inc. , charging that program trading is ruining the stock market , cut off four big Wall Street firms from doing any of its stock-trading business .
#goldHeads=4,4,4,16,16,16,10,9,10,6,10,14,14,11,16,0,16,22,22,22,22,16,16,23,24,25,29,29,26,16,
#predictedHeads=4,4,4,16,4,4,10,9,10,6,10,14,14,11,4,0,16,22,22,22,22,16,16,23,24,25,29,29,26,16,
(9,9),(9,8),(9,4),-0.205322 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,3),-0.207691 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,2),-0.256484 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,1),-0.214405 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,-1),-0.107164 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,7),(9,6),-0.185406 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,5),-0.039122 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,4),-0.249098 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,3),-0.247845 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,2),-0.288586 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,1),-0.254602 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,-1),-0.131075 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,6),(9,5),-0.112575 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,6),(9,4),-0.0784387 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,6),(9,3),-0.0774521 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,6),(9,2),-0.120012 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,6),(9,1),-0.0869095 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,6),(9,-1),-0.216527 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,5),(9,4),-0.14025 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,5),(9,3),-0.134535 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,5),(9,2),-0.178747 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,5),(9,1),-0.142414 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,5),(9,-1),-0.455284 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,4),(9,3),-0.20664 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,4),(9,2),-0.255434 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,4),(9,1),-0.213354 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,4),(9,-1),-0.152791 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,3),(9,2),-0.274067 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,3),(9,1),-0.231988 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,3),(9,-1),-0.147183 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,2),(9,1),-0.2059 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,2),(9,-1),-0.149656 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,1),(9,-1),-0.13514 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,7),(9,6),-0.125462 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,5),-0.155431 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,4),-0.182261 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,3),-0.186276 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,2),-0.147248 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,1),-0.17782 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,-1),-0.088708 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,6),(9,5),-0.0716206 # DEPENDENCYPART_TRISIBL
(9,8),(9,6),(9,4),-0.125473 # DEPENDENCYPART_TRISIBL
(9,8),(9,6),(9,3),-0.132425 # DEPENDENCYPART_TRISIBL
(9,8),(9,6),(9,2),-0.0933926 # DEPENDENCYPART_TRISIBL
(9,8),(9,6),(9,1),-0.123962 # DEPENDENCYPART_TRISIBL
(9,8),(9,6),(9,-1),-0.251724 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,5),(9,4),-0.142191 # DEPENDENCYPART_TRISIBL
(9,8),(9,5),(9,3),-0.136039 # DEPENDENCYPART_TRISIBL
(9,8),(9,5),(9,2),-0.0882268 # DEPENDENCYPART_TRISIBL
(9,8),(9,5),(9,1),-0.127545 # DEPENDENCYPART_TRISIBL
(9,8),(9,5),(9,-1),-0.220173 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,4),(9,3),-0.0724877 # DEPENDENCYPART_TRISIBL
(9,8),(9,4),(9,2),-0.0252561 # DEPENDENCYPART_TRISIBL
(9,8),(9,4),(9,1),-0.0605822 # DEPENDENCYPART_TRISIBL
(9,8),(9,4),(9,-1),-0.13114 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,3),(9,2),-0.0258289 # DEPENDENCYPART_TRISIBL
(9,8),(9,3),(9,1),-0.061155 # DEPENDENCYPART_TRISIBL
(9,8),(9,3),(9,-1),-0.144693 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,2),(9,1),-0.0624037 # DEPENDENCYPART_TRISIBL
(9,8),(9,2),(9,-1),-0.143662 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,1),(9,-1),-0.139797 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,7),(9,6),(9,5),-0.0783809 # DEPENDENCYPART_TRISIBL
(9,7),(9,6),(9,4),-0.186656 # DEPENDENCYPART_TRISIBL
(9,7),(9,6),(9,3),-0.186647 # DEPENDENCYPART_TRISIBL
(9,7),(9,6),(9,2),-0.186647 # DEPENDENCYPART_TRISIBL
(9,7),(9,6),(9,1),-0.186647 # DEPENDENCYPART_TRISIBL
(9,7),(9,6),(9,-1),-0.196889 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,7),(9,5),(9,4),-0.250137 # DEPENDENCYPART_TRISIBL
(9,7),(9,5),(9,3),-0.25012 # DEPENDENCYPART_TRISIBL
(9,7),(9,5),(9,2),-0.25012 # DEPENDENCYPART_TRISIBL
(9,7),(9,5),(9,1),-0.25012 # DEPENDENCYPART_TRISIBL
(9,7),(9,5),(9,-1),-0.174851 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,7),(9,4),(9,3),-0.198329 # DEPENDENCYPART_TRISIBL
(9,7),(9,4),(9,2),-0.198329 # DEPENDENCYPART_TRISIBL
(9,7),(9,4),(9,1),-0.198329 # DEPENDENCYPART_TRISIBL
(9,7),(9,4),(9,-1),-0.133576 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,7),(9,3),(9,2),-0.198329 # DEPENDENCYPART_TRISIBL
(9,7),(9,3),(9,1),-0.198329 # DEPENDENCYPART_TRISIBL
(9,7),(9,3),(9,-1),-0.133422 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,7),(9,2),(9,1),-0.198329 # DEPENDENCYPART_TRISIBL
(9,7),(9,2),(9,-1),-0.133198 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,7),(9,1),(9,-1),-0.133198 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,6),(9,5),(9,4),-0.0168699 # DEPENDENCYPART_TRISIBL
(9,6),(9,5),(9,3),-0.0327979 # DEPENDENCYPART_TRISIBL
(9,6),(9,5),(9,2),-0.0361487 # DEPENDENCYPART_TRISIBL
(9,6),(9,5),(9,1),-0.0327548 # DEPENDENCYPART_TRISIBL
(9,6),(9,5),(9,-1),-0.277134 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,6),(9,4),(9,3),-0.051726 # DEPENDENCYPART_TRISIBL
(9,6),(9,4),(9,2),-0.0564711 # DEPENDENCYPART_TRISIBL
(9,6),(9,4),(9,1),-0.0516936 # DEPENDENCYPART_TRISIBL
(9,6),(9,4),(9,-1),-0.167392 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,6),(9,3),(9,2),-0.0506628 # DEPENDENCYPART_TRISIBL
(9,6),(9,3),(9,1),-0.0458853 # DEPENDENCYPART_TRISIBL
(9,6),(9,3),(9,-1),-0.171559 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,6),(9,2),(9,1),-0.0514757 # DEPENDENCYPART_TRISIBL
(9,6),(9,2),(9,-1),-0.172872 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,6),(9,1),(9,-1),-0.174623 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,5),(9,4),(9,3),-0.0484367 # DEPENDENCYPART_TRISIBL
(9,5),(9,4),(9,2),-0.0488647 # DEPENDENCYPART_TRISIBL
(9,5),(9,4),(9,1),-0.0482875 # DEPENDENCYPART_TRISIBL
(9,5),(9,4),(9,-1),-0.149712 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,5),(9,3),(9,2),-0.0476846 # DEPENDENCYPART_TRISIBL
(9,5),(9,3),(9,1),-0.0471074 # DEPENDENCYPART_TRISIBL
(9,5),(9,3),(9,-1),-0.150485 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,5),(9,2),(9,1),-0.046745 # DEPENDENCYPART_TRISIBL
(9,5),(9,2),(9,-1),-0.138914 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,5),(9,1),(9,-1),-0.145266 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,4),(9,3),(9,2),-0.00470595 # DEPENDENCYPART_TRISIBL
(9,4),(9,3),(9,1),-0.040032 # DEPENDENCYPART_TRISIBL
(9,4),(9,3),(9,-1),-0.156292 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,4),(9,2),(9,1),-0.0412807 # DEPENDENCYPART_TRISIBL
(9,4),(9,2),(9,-1),-0.15526 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,4),(9,1),(9,-1),-0.151396 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,3),(9,2),(9,1),-0.0631502 # DEPENDENCYPART_TRISIBL
(9,3),(9,2),(9,-1),-0.175066 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,3),(9,1),(9,-1),-0.171202 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,2),(9,1),(9,-1),-0.147366 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,11),(10,13),-0.0373325 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,14),-0.0538045 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,15),0.0344528 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,16),0.00336878 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,19),-0.0793534 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,23),-0.0867352 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,30),0.0670427 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,31),0.0899778 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,13),(10,14),-0.0469013 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,15),0.0760939 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,16),0.0104478 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,19),-0.0344034 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,23),-0.0159995 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,30),0.0595588 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,31),0.063045 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,14),(10,15),0.0619069 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,16),0.00498525 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,19),-0.0362247 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,23),-0.00500705 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,30),0.0467613 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,31),0.0665148 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,15),(10,16),-0.136613 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,15),(10,19),-0.103834 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,15),(10,23),-0.260111 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,15),(10,30),-0.028047 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,15),(10,31),-0.147269 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,16),(10,19),-0.0793534 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,16),(10,23),-0.105613 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,16),(10,30),0.0632383 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,16),(10,31),0.0879619 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,19),(10,23),-0.0753166 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,19),(10,30),0.0254707 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,19),(10,31),0.062591 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,23),(10,30),-0.0342639 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,23),(10,31),-0.000133367 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,30),(10,31),-0.127554 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,11),(10,13),(10,14),-0.0815638 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,15),-0.0474488 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,16),-0.116551 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,19),-0.0667048 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,23),-0.00534077 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,30),-0.0133883 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,31),-0.0715831 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,14),(10,15),-0.0474674 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,16),-0.116554 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,19),-0.0667047 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,23),-0.00548148 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,30),-0.0134965 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,31),-0.0685156 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,15),(10,16),-0.092623 # DEPENDENCYPART_TRISIBL
(10,11),(10,15),(10,19),-0.0625979 # DEPENDENCYPART_TRISIBL
(10,11),(10,15),(10,23),0.0141698 # DEPENDENCYPART_TRISIBL
(10,11),(10,15),(10,30),-0.0652827 # DEPENDENCYPART_TRISIBL
(10,11),(10,15),(10,31),-0.0846254 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,16),(10,19),-0.0670384 # DEPENDENCYPART_TRISIBL
(10,11),(10,16),(10,23),-0.0482385 # DEPENDENCYPART_TRISIBL
(10,11),(10,16),(10,30),-0.0914291 # DEPENDENCYPART_TRISIBL
(10,11),(10,16),(10,31),-0.0669895 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,19),(10,23),-0.0472037 # DEPENDENCYPART_TRISIBL
(10,11),(10,19),(10,30),-0.0439631 # DEPENDENCYPART_TRISIBL
(10,11),(10,19),(10,31),-0.102144 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,23),(10,30),-0.0105166 # DEPENDENCYPART_TRISIBL
(10,11),(10,23),(10,31),-0.0565056 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,30),(10,31),0.0193312 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,14),(10,15),0.000438958 # DEPENDENCYPART_TRISIBL
(10,13),(10,14),(10,16),-0.04167 # DEPENDENCYPART_TRISIBL
(10,13),(10,14),(10,19),-0.12537 # DEPENDENCYPART_TRISIBL
(10,13),(10,14),(10,23),-0.0182328 # DEPENDENCYPART_TRISIBL
(10,13),(10,14),(10,30),-0.070612 # DEPENDENCYPART_TRISIBL
(10,13),(10,14),(10,31),-0.123102 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,15),(10,16),-0.0399688 # DEPENDENCYPART_TRISIBL
(10,13),(10,15),(10,19),-0.132269 # DEPENDENCYPART_TRISIBL
(10,13),(10,15),(10,23),0.0723559 # DEPENDENCYPART_TRISIBL
(10,13),(10,15),(10,30),-0.0758617 # DEPENDENCYPART_TRISIBL
(10,13),(10,15),(10,31),-0.138879 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,16),(10,19),-0.119585 # DEPENDENCYPART_TRISIBL
(10,13),(10,16),(10,23),0.0234913 # DEPENDENCYPART_TRISIBL
(10,13),(10,16),(10,30),-0.0748323 # DEPENDENCYPART_TRISIBL
(10,13),(10,16),(10,31),-0.127629 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,19),(10,23),0.0496478 # DEPENDENCYPART_TRISIBL
(10,13),(10,19),(10,30),-0.0426114 # DEPENDENCYPART_TRISIBL
(10,13),(10,19),(10,31),-0.127842 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,23),(10,30),-0.0736395 # DEPENDENCYPART_TRISIBL
(10,13),(10,23),(10,31),-0.116955 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,30),(10,31),-0.0508195 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,14),(10,15),(10,16),-0.0587468 # DEPENDENCYPART_TRISIBL
(10,14),(10,15),(10,19),-0.132406 # DEPENDENCYPART_TRISIBL
(10,14),(10,15),(10,23),0.0682617 # DEPENDENCYPART_TRISIBL
(10,14),(10,15),(10,30),-0.081503 # DEPENDENCYPART_TRISIBL
(10,14),(10,15),(10,31),-0.105814 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,14),(10,16),(10,19),-0.119691 # DEPENDENCYPART_TRISIBL
(10,14),(10,16),(10,23),0.0298423 # DEPENDENCYPART_TRISIBL
(10,14),(10,16),(10,30),-0.0839877 # DEPENDENCYPART_TRISIBL
(10,14),(10,16),(10,31),-0.0899606 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,14),(10,19),(10,23),0.0548285 # DEPENDENCYPART_TRISIBL
(10,14),(10,19),(10,30),-0.0486003 # DEPENDENCYPART_TRISIBL
(10,14),(10,19),(10,31),-0.0908069 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,14),(10,23),(10,30),-0.0803299 # DEPENDENCYPART_TRISIBL
(10,14),(10,23),(10,31),-0.0530923 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,14),(10,30),(10,31),-0.00676342 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,15),(10,16),(10,19),-0.0974538 # DEPENDENCYPART_TRISIBL
(10,15),(10,16),(10,23),0.00115275 # DEPENDENCYPART_TRISIBL
(10,15),(10,16),(10,30),0.0536016 # DEPENDENCYPART_TRISIBL
(10,15),(10,16),(10,31),0.0641103 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,15),(10,19),(10,23),-0.0183323 # DEPENDENCYPART_TRISIBL
(10,15),(10,19),(10,30),-0.0624728 # DEPENDENCYPART_TRISIBL
(10,15),(10,19),(10,31),-0.0462417 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,15),(10,23),(10,30),0.0100679 # DEPENDENCYPART_TRISIBL
(10,15),(10,23),(10,31),-0.019318 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,15),(10,30),(10,31),-0.0663329 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,16),(10,19),(10,23),-0.0452202 # DEPENDENCYPART_TRISIBL
(10,16),(10,19),(10,30),-0.0395176 # DEPENDENCYPART_TRISIBL
(10,16),(10,19),(10,31),-0.101006 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,16),(10,23),(10,30),-0.011222 # DEPENDENCYPART_TRISIBL
(10,16),(10,23),(10,31),-0.0540423 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,16),(10,30),(10,31),0.020871 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,19),(10,23),(10,30),0.0417233 # DEPENDENCYPART_TRISIBL
(10,19),(10,23),(10,31),-0.0101417 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,19),(10,30),(10,31),-0.00977789 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,23),(10,30),(10,31),-0.0258406 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,9),(10,8),-0.0698712 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,7),0.0431203 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,6),-0.0446836 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,5),0.146896 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,4),-0.0687649 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,3),-0.0823586 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,-1),0.112169 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,8),(10,7),0.0464325 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,8),(10,6),-0.0485191 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,8),(10,5),0.137023 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,8),(10,4),-0.0699605 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,8),(10,3),-0.0835542 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,8),(10,-1),0.100932 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,7),(10,6),-0.196994 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,7),(10,5),0.0553334 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,7),(10,4),-0.092118 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,7),(10,3),-0.10209 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,7),(10,-1),0.0117854 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,6),(10,5),0.042448 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,6),(10,4),0.0202113 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,6),(10,3),0.00997307 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,6),(10,-1),-0.00825662 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,5),(10,4),-0.251603 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,5),(10,3),-0.257112 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,5),(10,-1),-0.328944 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,4),(10,3),-0.0767051 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,4),(10,-1),0.0643023 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,3),(10,-1),0.0861561 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,9),(10,8),(10,7),-0.109567 # DEPENDENCYPART_TRISIBL
(10,9),(10,8),(10,6),-0.133416 # DEPENDENCYPART_TRISIBL
(10,9),(10,8),(10,5),-0.0799048 # DEPENDENCYPART_TRISIBL
(10,9),(10,8),(10,4),-0.304172 # DEPENDENCYPART_TRISIBL
(10,9),(10,8),(10,3),-0.301978 # DEPENDENCYPART_TRISIBL
(10,9),(10,8),(10,-1),-0.1769 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,9),(10,7),(10,6),-0.144467 # DEPENDENCYPART_TRISIBL
(10,9),(10,7),(10,5),-0.0729242 # DEPENDENCYPART_TRISIBL
(10,9),(10,7),(10,4),-0.257384 # DEPENDENCYPART_TRISIBL
(10,9),(10,7),(10,3),-0.24966 # DEPENDENCYPART_TRISIBL
(10,9),(10,7),(10,-1),-0.00608656 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,9),(10,6),(10,5),-0.0379811 # DEPENDENCYPART_TRISIBL
(10,9),(10,6),(10,4),-0.27086 # DEPENDENCYPART_TRISIBL
(10,9),(10,6),(10,3),-0.266073 # DEPENDENCYPART_TRISIBL
(10,9),(10,6),(10,-1),-0.119964 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,9),(10,5),(10,4),-0.270057 # DEPENDENCYPART_TRISIBL
(10,9),(10,5),(10,3),-0.252166 # DEPENDENCYPART_TRISIBL
(10,9),(10,5),(10,-1),-0.217193 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,9),(10,4),(10,3),-0.30116 # DEPENDENCYPART_TRISIBL
(10,9),(10,4),(10,-1),-0.169813 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,9),(10,3),(10,-1),-0.182056 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,8),(10,7),(10,6),-0.146873 # DEPENDENCYPART_TRISIBL
(10,8),(10,7),(10,5),-0.0729094 # DEPENDENCYPART_TRISIBL
(10,8),(10,7),(10,4),-0.251636 # DEPENDENCYPART_TRISIBL
(10,8),(10,7),(10,3),-0.243911 # DEPENDENCYPART_TRISIBL
(10,8),(10,7),(10,-1),0.00768769 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,8),(10,6),(10,5),-0.0381999 # DEPENDENCYPART_TRISIBL
(10,8),(10,6),(10,4),-0.266065 # DEPENDENCYPART_TRISIBL
(10,8),(10,6),(10,3),-0.261278 # DEPENDENCYPART_TRISIBL
(10,8),(10,6),(10,-1),-0.105058 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,8),(10,5),(10,4),-0.253997 # DEPENDENCYPART_TRISIBL
(10,8),(10,5),(10,3),-0.236106 # DEPENDENCYPART_TRISIBL
(10,8),(10,5),(10,-1),-0.200012 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,8),(10,4),(10,3),-0.296556 # DEPENDENCYPART_TRISIBL
(10,8),(10,4),(10,-1),-0.149787 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,8),(10,3),(10,-1),-0.16203 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,7),(10,6),(10,5),-0.093648 # DEPENDENCYPART_TRISIBL
