# _root_ In the diversifed businesses segment , which includes herbicides , profit grew to $ 64 million from $ 27 million .
#goldHeads=12,5,5,5,1,5,8,5,8,5,12,0,12,13,14,14,12,17,18,18,12,
#predictedHeads=12,5,5,5,1,5,8,5,8,12,12,0,12,13,14,14,12,17,18,18,12,
(11,10),(11,6),(11,-1),-0.25704 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,5),(11,2),-0.0531623 # DEPENDENCYPART_TRISIBL
(11,10),(11,5),(11,1),-0.0799151 # DEPENDENCYPART_TRISIBL
(11,10),(11,5),(11,-1),-0.135791 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,2),(11,1),-0.113301 # DEPENDENCYPART_TRISIBL
(11,10),(11,2),(11,-1),-0.277559 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,1),(11,-1),-0.26033 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,8),(11,7),-0.140444 # DEPENDENCYPART_TRISIBL
(11,9),(11,8),(11,6),-0.0712462 # DEPENDENCYPART_TRISIBL
(11,9),(11,8),(11,5),-0.117185 # DEPENDENCYPART_TRISIBL
(11,9),(11,8),(11,2),0.100293 # DEPENDENCYPART_TRISIBL
(11,9),(11,8),(11,1),-0.0860738 # DEPENDENCYPART_TRISIBL
(11,9),(11,8),(11,-1),-0.236348 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,7),(11,6),-0.0921496 # DEPENDENCYPART_TRISIBL
(11,9),(11,7),(11,5),-0.106621 # DEPENDENCYPART_TRISIBL
(11,9),(11,7),(11,2),0.0242194 # DEPENDENCYPART_TRISIBL
(11,9),(11,7),(11,1),-0.0872243 # DEPENDENCYPART_TRISIBL
(11,9),(11,7),(11,-1),-0.145827 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,6),(11,5),-0.117602 # DEPENDENCYPART_TRISIBL
(11,9),(11,6),(11,2),-0.0143344 # DEPENDENCYPART_TRISIBL
(11,9),(11,6),(11,1),-0.0190297 # DEPENDENCYPART_TRISIBL
(11,9),(11,6),(11,-1),-0.213534 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,5),(11,2),0.0389089 # DEPENDENCYPART_TRISIBL
(11,9),(11,5),(11,1),-0.0900221 # DEPENDENCYPART_TRISIBL
(11,9),(11,5),(11,-1),-0.138721 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,2),(11,1),-0.0772843 # DEPENDENCYPART_TRISIBL
(11,9),(11,2),(11,-1),-0.0753917 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,1),(11,-1),-0.130642 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,8),(11,7),(11,6),-0.0636953 # DEPENDENCYPART_TRISIBL
(11,8),(11,7),(11,5),-0.0836547 # DEPENDENCYPART_TRISIBL
(11,8),(11,7),(11,2),-0.00751538 # DEPENDENCYPART_TRISIBL
(11,8),(11,7),(11,1),-0.0823242 # DEPENDENCYPART_TRISIBL
(11,8),(11,7),(11,-1),-0.186962 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,8),(11,6),(11,5),-0.0316488 # DEPENDENCYPART_TRISIBL
(11,8),(11,6),(11,2),0.00610652 # DEPENDENCYPART_TRISIBL
(11,8),(11,6),(11,1),-0.00637167 # DEPENDENCYPART_TRISIBL
(11,8),(11,6),(11,-1),-0.297651 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,8),(11,5),(11,2),-0.0173153 # DEPENDENCYPART_TRISIBL
(11,8),(11,5),(11,1),-0.0746141 # DEPENDENCYPART_TRISIBL
(11,8),(11,5),(11,-1),-0.196485 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,8),(11,2),(11,1),-0.0757973 # DEPENDENCYPART_TRISIBL
(11,8),(11,2),(11,-1),-0.0701171 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,8),(11,1),(11,-1),-0.209471 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,7),(11,6),(11,5),-0.144629 # DEPENDENCYPART_TRISIBL
(11,7),(11,6),(11,2),-0.101139 # DEPENDENCYPART_TRISIBL
(11,7),(11,6),(11,1),-0.106126 # DEPENDENCYPART_TRISIBL
(11,7),(11,6),(11,-1),-0.186345 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,7),(11,5),(11,2),-0.106205 # DEPENDENCYPART_TRISIBL
(11,7),(11,5),(11,1),-0.106508 # DEPENDENCYPART_TRISIBL
(11,7),(11,5),(11,-1),-0.180262 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,7),(11,2),(11,1),-0.103535 # DEPENDENCYPART_TRISIBL
(11,7),(11,2),(11,-1),-0.169038 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,7),(11,1),(11,-1),-0.176428 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,6),(11,5),(11,2),-0.0531623 # DEPENDENCYPART_TRISIBL
(11,6),(11,5),(11,1),-0.0799151 # DEPENDENCYPART_TRISIBL
(11,6),(11,5),(11,-1),-0.135791 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,6),(11,2),(11,1),-0.113301 # DEPENDENCYPART_TRISIBL
(11,6),(11,2),(11,-1),-0.277559 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,6),(11,1),(11,-1),-0.26033 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,5),(11,2),(11,1),-0.0772852 # DEPENDENCYPART_TRISIBL
(11,5),(11,2),(11,-1),-0.074966 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,5),(11,1),(11,-1),-0.130675 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,2),(11,1),(11,-1),-0.109718 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,13),(12,14),-0.0858487 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,15),-0.0468464 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,16),-0.029112 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,17),-0.0215202 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,18),-0.0858487 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,21),-0.120418 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,22),-0.0455497 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,14),(12,15),-0.138236 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,16),-0.122247 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,17),-0.0261666 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,18),-0.0913196 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,21),-0.0902403 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,22),-0.0779436 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,15),(12,16),-0.0395471 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,15),(12,17),-0.0363844 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,15),(12,18),-0.0933065 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,15),(12,21),-0.0271516 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,15),(12,22),-0.00867873 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,16),(12,17),-0.035222 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,16),(12,18),-0.0953626 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,16),(12,21),-0.0288827 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,16),(12,22),-0.024244 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,17),(12,18),-0.131411 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,17),(12,21),-0.0815308 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,17),(12,22),-0.0649739 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,18),(12,21),-0.0902403 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,18),(12,22),-0.0779436 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,21),(12,22),-0.160182 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,13),(12,14),(12,15),-0.0562158 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,16),-0.0521831 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,17),-0.0438452 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,18),-0.063271 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,21),-0.0819048 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,22),-0.0762871 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,15),(12,16),-0.0376541 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,17),-0.0373805 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,18),-0.0631349 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,21),-0.0850099 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,22),-0.0474731 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,16),(12,17),-0.0374484 # DEPENDENCYPART_TRISIBL
(12,13),(12,16),(12,18),-0.0631349 # DEPENDENCYPART_TRISIBL
(12,13),(12,16),(12,21),-0.0850099 # DEPENDENCYPART_TRISIBL
(12,13),(12,16),(12,22),-0.0486091 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,17),(12,18),-0.0636938 # DEPENDENCYPART_TRISIBL
(12,13),(12,17),(12,21),-0.0132673 # DEPENDENCYPART_TRISIBL
(12,13),(12,17),(12,22),0.0133846 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,18),(12,21),-0.0819048 # DEPENDENCYPART_TRISIBL
(12,13),(12,18),(12,22),-0.0762871 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,21),(12,22),-0.00243151 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,15),(12,16),-0.0515402 # DEPENDENCYPART_TRISIBL
(12,14),(12,15),(12,17),-0.0753426 # DEPENDENCYPART_TRISIBL
(12,14),(12,15),(12,18),-0.0853009 # DEPENDENCYPART_TRISIBL
(12,14),(12,15),(12,21),-0.127024 # DEPENDENCYPART_TRISIBL
(12,14),(12,15),(12,22),-0.129466 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,16),(12,17),-0.0761912 # DEPENDENCYPART_TRISIBL
(12,14),(12,16),(12,18),-0.0853084 # DEPENDENCYPART_TRISIBL
(12,14),(12,16),(12,21),-0.127024 # DEPENDENCYPART_TRISIBL
(12,14),(12,16),(12,22),-0.130047 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,17),(12,18),-0.0872163 # DEPENDENCYPART_TRISIBL
(12,14),(12,17),(12,21),-0.121178 # DEPENDENCYPART_TRISIBL
(12,14),(12,17),(12,22),-0.0680526 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,18),(12,21),-0.124244 # DEPENDENCYPART_TRISIBL
(12,14),(12,18),(12,22),-0.0971991 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,21),(12,22),-0.0756476 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,16),(12,17),-0.0638106 # DEPENDENCYPART_TRISIBL
(12,15),(12,16),(12,18),-0.0479847 # DEPENDENCYPART_TRISIBL
(12,15),(12,16),(12,21),-0.0401873 # DEPENDENCYPART_TRISIBL
(12,15),(12,16),(12,22),-0.0347007 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,17),(12,18),-0.0596264 # DEPENDENCYPART_TRISIBL
(12,15),(12,17),(12,21),0.0106998 # DEPENDENCYPART_TRISIBL
(12,15),(12,17),(12,22),-0.0425853 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,18),(12,21),-0.027463 # DEPENDENCYPART_TRISIBL
(12,15),(12,18),(12,22),-0.0346049 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,21),(12,22),-0.0285406 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,16),(12,17),(12,18),-0.0570814 # DEPENDENCYPART_TRISIBL
(12,16),(12,17),(12,21),0.0126538 # DEPENDENCYPART_TRISIBL
(12,16),(12,17),(12,22),-0.0207038 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,16),(12,18),(12,21),-0.0286482 # DEPENDENCYPART_TRISIBL
(12,16),(12,18),(12,22),-0.0179938 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,16),(12,21),(12,22),-0.0177741 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,17),(12,18),(12,21),-0.0704909 # DEPENDENCYPART_TRISIBL
(12,17),(12,18),(12,22),-0.0796599 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,17),(12,21),(12,22),-0.0186376 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,18),(12,21),(12,22),-0.0756476 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,11),(12,10),0.136717 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,11),(12,9),-0.076602 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,11),(12,8),-0.0196794 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,11),(12,7),-0.0984221 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,11),(12,6),0.136717 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,11),(12,5),-0.0763246 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,11),(12,4),-0.0795015 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,11),(12,3),-0.0181041 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,11),(12,2),-0.0742225 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,11),(12,1),-0.156205 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,11),(12,-1),0.03153 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,10),(12,9),-0.278164 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,10),(12,8),-0.210283 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,10),(12,7),-0.136964 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,10),(12,6),-0.205977 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,10),(12,5),-0.278054 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,10),(12,4),-0.277852 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,10),(12,3),-0.207772 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,10),(12,2),-0.190732 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,10),(12,1),-0.311889 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,10),(12,-1),-0.359053 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,9),(12,8),-0.0174726 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,9),(12,7),-0.0984133 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,9),(12,6),0.132264 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,9),(12,5),-0.0711767 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,9),(12,4),-0.0743536 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,9),(12,3),-0.0158973 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,9),(12,2),-0.071708 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,9),(12,1),-0.160922 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,9),(12,-1),0.00535762 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,8),(12,7),0.0234227 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,8),(12,6),0.0343618 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,8),(12,5),0.00567644 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,8),(12,4),-0.00268213 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,8),(12,3),-0.142259 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,8),(12,2),-0.187498 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,8),(12,1),-0.184937 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,8),(12,-1),-0.0603155 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,7),(12,6),-0.0373137 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,7),(12,5),-0.124956 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,7),(12,4),-0.127975 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,7),(12,3),-0.12491 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,7),(12,2),-0.153716 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,7),(12,1),-0.261768 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,7),(12,-1),0.00561605 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,6),(12,5),-0.278054 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,6),(12,4),-0.277852 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,6),(12,3),-0.207772 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,6),(12,2),-0.190732 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,6),(12,1),-0.311889 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,6),(12,-1),-0.359053 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,5),(12,4),-0.0743554 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,5),(12,3),-0.0158973 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,5),(12,2),-0.071708 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,5),(12,1),-0.161883 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,5),(12,-1),0.00325527 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,4),(12,3),-0.0159099 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,4),(12,2),-0.0705949 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,4),(12,1),-0.163127 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,4),(12,-1),0.00840881 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,3),(12,2),-0.180165 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,3),(12,1),-0.184937 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,3),(12,-1),-0.059501 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,2),(12,1),-0.193657 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,2),(12,-1),-0.0634389 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,1),(12,-1),-0.182372 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,11),(12,10),(12,9),-0.231499 # DEPENDENCYPART_TRISIBL
(12,11),(12,10),(12,8),0.0587296 # DEPENDENCYPART_TRISIBL
(12,11),(12,10),(12,7),-0.132394 # DEPENDENCYPART_TRISIBL
(12,11),(12,10),(12,6),-0.114319 # DEPENDENCYPART_TRISIBL
(12,11),(12,10),(12,5),-0.225741 # DEPENDENCYPART_TRISIBL
(12,11),(12,10),(12,4),-0.243143 # DEPENDENCYPART_TRISIBL
(12,11),(12,10),(12,3),0.0560976 # DEPENDENCYPART_TRISIBL
(12,11),(12,10),(12,2),-0.0760605 # DEPENDENCYPART_TRISIBL
(12,11),(12,10),(12,1),0.12036 # DEPENDENCYPART_TRISIBL
(12,11),(12,10),(12,-1),-0.175712 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,11),(12,9),(12,8),-0.125577 # DEPENDENCYPART_TRISIBL
(12,11),(12,9),(12,7),-0.132798 # DEPENDENCYPART_TRISIBL
(12,11),(12,9),(12,6),-0.0714521 # DEPENDENCYPART_TRISIBL
(12,11),(12,9),(12,5),-0.271042 # DEPENDENCYPART_TRISIBL
(12,11),(12,9),(12,4),-0.279838 # DEPENDENCYPART_TRISIBL
(12,11),(12,9),(12,3),-0.127324 # DEPENDENCYPART_TRISIBL
(12,11),(12,9),(12,2),-0.00756869 # DEPENDENCYPART_TRISIBL
(12,11),(12,9),(12,1),0.0138888 # DEPENDENCYPART_TRISIBL
(12,11),(12,9),(12,-1),-0.129933 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,11),(12,8),(12,7),-0.142698 # DEPENDENCYPART_TRISIBL
(12,11),(12,8),(12,6),-0.0302262 # DEPENDENCYPART_TRISIBL
(12,11),(12,8),(12,5),-0.242574 # DEPENDENCYPART_TRISIBL
(12,11),(12,8),(12,4),-0.25137 # DEPENDENCYPART_TRISIBL
(12,11),(12,8),(12,3),-0.132407 # DEPENDENCYPART_TRISIBL
(12,11),(12,8),(12,2),-0.0225557 # DEPENDENCYPART_TRISIBL
(12,11),(12,8),(12,1),0.0541541 # DEPENDENCYPART_TRISIBL
(12,11),(12,8),(12,-1),-0.0790066 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,11),(12,7),(12,6),-0.0497178 # DEPENDENCYPART_TRISIBL
(12,11),(12,7),(12,5),-0.202545 # DEPENDENCYPART_TRISIBL
(12,11),(12,7),(12,4),-0.211339 # DEPENDENCYPART_TRISIBL
(12,11),(12,7),(12,3),-0.118868 # DEPENDENCYPART_TRISIBL
(12,11),(12,7),(12,2),-0.0347552 # DEPENDENCYPART_TRISIBL
(12,11),(12,7),(12,1),-0.00759936 # DEPENDENCYPART_TRISIBL
(12,11),(12,7),(12,-1),-0.066159 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,11),(12,6),(12,5),-0.225741 # DEPENDENCYPART_TRISIBL
(12,11),(12,6),(12,4),-0.243143 # DEPENDENCYPART_TRISIBL
(12,11),(12,6),(12,3),0.0560976 # DEPENDENCYPART_TRISIBL
(12,11),(12,6),(12,2),-0.0760605 # DEPENDENCYPART_TRISIBL
(12,11),(12,6),(12,1),0.12036 # DEPENDENCYPART_TRISIBL
(12,11),(12,6),(12,-1),-0.175712 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,11),(12,5),(12,4),-0.279838 # DEPENDENCYPART_TRISIBL
(12,11),(12,5),(12,3),-0.127324 # DEPENDENCYPART_TRISIBL
(12,11),(12,5),(12,2),-0.00756869 # DEPENDENCYPART_TRISIBL
(12,11),(12,5),(12,1),0.0138888 # DEPENDENCYPART_TRISIBL
(12,11),(12,5),(12,-1),-0.129779 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,11),(12,4),(12,3),-0.127324 # DEPENDENCYPART_TRISIBL
(12,11),(12,4),(12,2),-0.00756869 # DEPENDENCYPART_TRISIBL
(12,11),(12,4),(12,1),0.0138875 # DEPENDENCYPART_TRISIBL
(12,11),(12,4),(12,-1),-0.130072 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,11),(12,3),(12,2),-0.0225546 # DEPENDENCYPART_TRISIBL
(12,11),(12,3),(12,1),0.0541541 # DEPENDENCYPART_TRISIBL
(12,11),(12,3),(12,-1),-0.0788633 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,11),(12,2),(12,1),-0.0150936 # DEPENDENCYPART_TRISIBL
(12,11),(12,2),(12,-1),0.0205339 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,11),(12,1),(12,-1),0.0296168 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,10),(12,9),(12,8),-0.117241 # DEPENDENCYPART_TRISIBL
(12,10),(12,9),(12,7),-0.118582 # DEPENDENCYPART_TRISIBL
(12,10),(12,9),(12,6),0.0758405 # DEPENDENCYPART_TRISIBL
(12,10),(12,9),(12,5),-0.163471 # DEPENDENCYPART_TRISIBL
(12,10),(12,9),(12,4),-0.16351 # DEPENDENCYPART_TRISIBL
(12,10),(12,9),(12,3),-0.115995 # DEPENDENCYPART_TRISIBL
(12,10),(12,9),(12,2),-0.106671 # DEPENDENCYPART_TRISIBL
(12,10),(12,9),(12,1),0.107588 # DEPENDENCYPART_TRISIBL
(12,10),(12,9),(12,-1),-0.0139316 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,10),(12,8),(12,7),-0.137298 # DEPENDENCYPART_TRISIBL
(12,10),(12,8),(12,6),0.305424 # DEPENDENCYPART_TRISIBL
(12,10),(12,8),(12,5),-0.217377 # DEPENDENCYPART_TRISIBL
(12,10),(12,8),(12,4),-0.217414 # DEPENDENCYPART_TRISIBL
(12,10),(12,8),(12,3),-0.108357 # DEPENDENCYPART_TRISIBL
(12,10),(12,8),(12,2),-0.0906849 # DEPENDENCYPART_TRISIBL
(12,10),(12,8),(12,1),-0.0951185 # DEPENDENCYPART_TRISIBL
(12,10),(12,8),(12,-1),-0.0207556 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,10),(12,7),(12,6),0.195964 # DEPENDENCYPART_TRISIBL
(12,10),(12,7),(12,5),-0.16473 # DEPENDENCYPART_TRISIBL
(12,10),(12,7),(12,4),-0.164769 # DEPENDENCYPART_TRISIBL
(12,10),(12,7),(12,3),-0.126947 # DEPENDENCYPART_TRISIBL
(12,10),(12,7),(12,2),-0.0747573 # DEPENDENCYPART_TRISIBL
(12,10),(12,7),(12,1),-0.0329166 # DEPENDENCYPART_TRISIBL
(12,10),(12,7),(12,-1),0.00831335 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,10),(12,6),(12,5),-0.236882 # DEPENDENCYPART_TRISIBL
(12,10),(12,6),(12,4),-0.236921 # DEPENDENCYPART_TRISIBL
(12,10),(12,6),(12,3),-0.137814 # DEPENDENCYPART_TRISIBL
(12,10),(12,6),(12,2),-0.0756939 # DEPENDENCYPART_TRISIBL
(12,10),(12,6),(12,1),-0.0815249 # DEPENDENCYPART_TRISIBL
(12,10),(12,6),(12,-1),-0.170281 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,10),(12,5),(12,4),-0.16351 # DEPENDENCYPART_TRISIBL
(12,10),(12,5),(12,3),-0.115995 # DEPENDENCYPART_TRISIBL
(12,10),(12,5),(12,2),-0.106671 # DEPENDENCYPART_TRISIBL
(12,10),(12,5),(12,1),0.107556 # DEPENDENCYPART_TRISIBL
(12,10),(12,5),(12,-1),-0.0110619 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,10),(12,4),(12,3),-0.116061 # DEPENDENCYPART_TRISIBL
(12,10),(12,4),(12,2),-0.107803 # DEPENDENCYPART_TRISIBL
