# _root_ Abby Joseph Cohen , a market strategist at Drexel Burnham Lambert , is n't nearly so sanguine about the market 's chances of surging to new highs anytime soon .
#goldHeads=3,3,13,3,7,7,3,7,11,11,8,3,0,13,17,17,13,17,20,22,20,18,22,23,24,27,25,24,28,13,
#predictedHeads=3,3,13,3,7,7,3,7,11,11,8,3,0,13,17,17,13,17,20,22,20,18,22,23,24,27,25,24,28,13,
(15,17),(15,18),(15,20),-0.0947672 # DEPENDENCYPART_TRISIBL
(15,17),(15,18),(15,22),-0.0947406 # DEPENDENCYPART_TRISIBL
(15,17),(15,18),(15,23),-0.0134633 # DEPENDENCYPART_TRISIBL
(15,17),(15,18),(15,31),-0.0935733 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,17),(15,20),(15,22),-0.0675873 # DEPENDENCYPART_TRISIBL
(15,17),(15,20),(15,23),-0.0283078 # DEPENDENCYPART_TRISIBL
(15,17),(15,20),(15,31),-0.118798 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,17),(15,22),(15,23),-0.0283079 # DEPENDENCYPART_TRISIBL
(15,17),(15,22),(15,31),-0.118374 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,17),(15,23),(15,31),-0.0794225 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,18),(15,20),(15,22),-0.0671041 # DEPENDENCYPART_TRISIBL
(15,18),(15,20),(15,23),-0.139252 # DEPENDENCYPART_TRISIBL
(15,18),(15,20),(15,31),-0.0736735 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,18),(15,22),(15,23),-0.138736 # DEPENDENCYPART_TRISIBL
(15,18),(15,22),(15,31),-0.0713319 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,18),(15,23),(15,31),-0.12573 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,20),(15,22),(15,23),-0.0448186 # DEPENDENCYPART_TRISIBL
(15,20),(15,22),(15,31),-0.127979 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,20),(15,23),(15,31),-0.134874 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,22),(15,23),(15,31),-0.124529 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,14),(15,11),-0.106076 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,14),(15,8),-0.185798 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,14),(15,7),-0.106043 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,14),(15,4),-0.117003 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,14),(15,-1),-0.32062 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,11),(15,8),-0.228398 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,11),(15,7),-0.16144 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,11),(15,4),-0.0962665 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,11),(15,-1),-0.0803302 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,8),(15,7),-0.0578231 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,8),(15,4),-0.115481 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,8),(15,-1),-0.0441762 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,7),(15,4),-0.100985 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,7),(15,-1),-0.0812647 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,4),(15,-1),-0.220894 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,14),(15,11),(15,8),-0.0563383 # DEPENDENCYPART_TRISIBL
(15,14),(15,11),(15,7),-0.0589564 # DEPENDENCYPART_TRISIBL
(15,14),(15,11),(15,4),0.0324087 # DEPENDENCYPART_TRISIBL
(15,14),(15,11),(15,-1),-0.154692 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,14),(15,8),(15,7),-0.0468665 # DEPENDENCYPART_TRISIBL
(15,14),(15,8),(15,4),0.0288203 # DEPENDENCYPART_TRISIBL
(15,14),(15,8),(15,-1),-0.147009 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,14),(15,7),(15,4),0.0324087 # DEPENDENCYPART_TRISIBL
(15,14),(15,7),(15,-1),-0.154692 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,14),(15,4),(15,-1),-0.247972 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,11),(15,8),(15,7),-0.115228 # DEPENDENCYPART_TRISIBL
(15,11),(15,8),(15,4),-0.0884206 # DEPENDENCYPART_TRISIBL
(15,11),(15,8),(15,-1),-0.119609 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,11),(15,7),(15,4),-0.0957457 # DEPENDENCYPART_TRISIBL
(15,11),(15,7),(15,-1),-0.131183 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,11),(15,4),(15,-1),-0.222622 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,8),(15,7),(15,4),-0.081337 # DEPENDENCYPART_TRISIBL
(15,8),(15,7),(15,-1),-0.0493589 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,8),(15,4),(15,-1),-0.0949098 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,7),(15,4),(15,-1),-0.218114 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,17),(16,18),-0.162059 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,20),-0.162776 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,22),-0.152505 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,23),-0.134719 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,31),-0.237328 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,18),(16,20),-0.186377 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,18),(16,22),-0.170426 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,18),(16,23),-0.182877 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,18),(16,31),-0.239846 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,20),(16,22),-0.168859 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,20),(16,23),-0.0757294 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,20),(16,31),-0.199554 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,22),(16,23),-0.0749771 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,22),(16,31),-0.183268 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,23),(16,31),-0.172284 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,17),(16,18),(16,20),-0.0947688 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,22),-0.0947422 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,23),-0.0134488 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,31),-0.09289 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,20),(16,22),-0.0675881 # DEPENDENCYPART_TRISIBL
(16,17),(16,20),(16,23),-0.0282752 # DEPENDENCYPART_TRISIBL
(16,17),(16,20),(16,31),-0.117821 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,22),(16,23),-0.0282753 # DEPENDENCYPART_TRISIBL
(16,17),(16,22),(16,31),-0.117398 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,23),(16,31),-0.0787392 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,20),(16,22),-0.0672054 # DEPENDENCYPART_TRISIBL
(16,18),(16,20),(16,23),-0.136622 # DEPENDENCYPART_TRISIBL
(16,18),(16,20),(16,31),-0.0758132 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,22),(16,23),-0.136106 # DEPENDENCYPART_TRISIBL
(16,18),(16,22),(16,31),-0.0734716 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,23),(16,31),-0.127862 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,20),(16,22),(16,23),-0.0440107 # DEPENDENCYPART_TRISIBL
(16,20),(16,22),(16,31),-0.12281 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,20),(16,23),(16,31),-0.125033 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,22),(16,23),(16,31),-0.114689 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,15),(16,14),-0.0441454 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,8),-0.184382 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,7),-0.100264 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,-1),-0.23504 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,14),(16,8),-0.186016 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,7),-0.108991 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,-1),-0.320777 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,8),(16,7),-0.0603108 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,8),(16,-1),-0.0315526 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,7),(16,-1),-0.0691115 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,14),(16,8),-0.0318872 # DEPENDENCYPART_TRISIBL
(16,15),(16,14),(16,7),-0.0410396 # DEPENDENCYPART_TRISIBL
(16,15),(16,14),(16,-1),-0.141921 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,8),(16,7),-0.0529277 # DEPENDENCYPART_TRISIBL
(16,15),(16,8),(16,-1),-0.129432 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,7),(16,-1),-0.129391 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,14),(16,8),(16,7),-0.046867 # DEPENDENCYPART_TRISIBL
(16,14),(16,8),(16,-1),-0.150969 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,14),(16,7),(16,-1),-0.159115 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,8),(16,7),(16,-1),-0.0448177 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,18),(17,20),-0.153602 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,22),-0.137664 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,23),-0.106527 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,24),-0.0727296 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,30),-0.16965 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,31),-0.107759 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,20),(17,22),-0.149787 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,20),(17,23),-0.052637 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,20),(17,24),-0.0655307 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,20),(17,30),-0.141329 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,20),(17,31),-0.154916 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,22),(17,23),-0.0518883 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,22),(17,24),-0.0614614 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,22),(17,30),-0.135349 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,22),(17,31),-0.138602 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,23),(17,24),-0.0605077 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,23),(17,30),-0.165284 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,23),(17,31),-0.0730338 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,24),(17,30),-0.0327725 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,24),(17,31),-0.0886661 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,30),(17,31),-0.205132 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,18),(17,20),(17,22),-0.062118 # DEPENDENCYPART_TRISIBL
(17,18),(17,20),(17,23),-0.130659 # DEPENDENCYPART_TRISIBL
(17,18),(17,20),(17,24),-0.0831281 # DEPENDENCYPART_TRISIBL
(17,18),(17,20),(17,30),-0.0588911 # DEPENDENCYPART_TRISIBL
(17,18),(17,20),(17,31),-0.10235 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,18),(17,22),(17,23),-0.130143 # DEPENDENCYPART_TRISIBL
(17,18),(17,22),(17,24),-0.0831172 # DEPENDENCYPART_TRISIBL
(17,18),(17,22),(17,30),-0.0588909 # DEPENDENCYPART_TRISIBL
(17,18),(17,22),(17,31),-0.100022 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,18),(17,23),(17,24),-0.0982091 # DEPENDENCYPART_TRISIBL
(17,18),(17,23),(17,30),-0.0345457 # DEPENDENCYPART_TRISIBL
(17,18),(17,23),(17,31),-0.126644 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,18),(17,24),(17,30),-0.0547569 # DEPENDENCYPART_TRISIBL
(17,18),(17,24),(17,31),-0.105906 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,18),(17,30),(17,31),-0.125547 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,20),(17,22),(17,23),-0.0499178 # DEPENDENCYPART_TRISIBL
(17,20),(17,22),(17,24),-0.0759135 # DEPENDENCYPART_TRISIBL
(17,20),(17,22),(17,30),-0.091002 # DEPENDENCYPART_TRISIBL
(17,20),(17,22),(17,31),-0.10566 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,20),(17,23),(17,24),-0.0654315 # DEPENDENCYPART_TRISIBL
(17,20),(17,23),(17,30),-0.0854494 # DEPENDENCYPART_TRISIBL
(17,20),(17,23),(17,31),-0.0562471 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,20),(17,24),(17,30),-0.0818633 # DEPENDENCYPART_TRISIBL
(17,20),(17,24),(17,31),-0.0924413 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,20),(17,30),(17,31),-0.101699 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,22),(17,23),(17,24),-0.0642987 # DEPENDENCYPART_TRISIBL
(17,22),(17,23),(17,30),-0.0845262 # DEPENDENCYPART_TRISIBL
(17,22),(17,23),(17,31),-0.0458568 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,22),(17,24),(17,30),-0.0781567 # DEPENDENCYPART_TRISIBL
(17,22),(17,24),(17,31),-0.0811329 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,22),(17,30),(17,31),-0.0922949 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,23),(17,24),(17,30),-0.0533928 # DEPENDENCYPART_TRISIBL
(17,23),(17,24),(17,31),-0.0550417 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,23),(17,30),(17,31),-0.0902642 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,24),(17,30),(17,31),-0.0222457 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,16),(17,15),-0.176623 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,14),-0.162786 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,-1),-0.160897 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,15),(17,14),-0.165001 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,15),(17,-1),-0.133377 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,14),(17,-1),-0.220753 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,15),(17,14),-0.0738241 # DEPENDENCYPART_TRISIBL
(17,16),(17,15),(17,-1),-0.0928825 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,14),(17,-1),-0.0822044 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,15),(17,14),(17,-1),-0.065686 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,19),(18,20),-0.0354758 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,19),(18,22),-0.0200847 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,19),(18,23),-0.171799 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,19),(18,24),-0.131038 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,19),(18,25),-0.0553482 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,19),(18,27),-0.0200673 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,19),(18,28),-0.112382 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,19),(18,29),-0.111141 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,19),(18,31),-0.153306 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,20),(18,22),-0.0960598 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,20),(18,23),-0.0207608 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,20),(18,24),-0.133503 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,20),(18,25),0.0112346 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,20),(18,27),-0.0960429 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,20),(18,28),-0.101841 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,20),(18,29),-0.101505 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,20),(18,31),0.113516 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,22),(18,23),-0.0177902 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,22),(18,24),-0.129434 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,22),(18,25),0.011625 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,22),(18,27),-0.0909024 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,22),(18,28),-0.0996368 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,22),(18,29),-0.0993007 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,22),(18,31),0.12041 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,23),(18,24),-0.160582 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,23),(18,25),-0.0484085 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,23),(18,27),0.0995839 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,23),(18,28),-0.124605 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,23),(18,29),-0.121946 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,23),(18,31),-0.153165 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,24),(18,25),-0.056476 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,24),(18,27),-0.0487181 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,24),(18,28),-0.100574 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,24),(18,29),-0.100152 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,24),(18,31),0.0392537 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,25),(18,27),-0.0489333 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,25),(18,28),-0.0894192 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,25),(18,29),-0.0920086 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,25),(18,31),-0.160489 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,27),(18,28),-0.0996368 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,27),(18,29),-0.0993007 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,27),(18,31),0.121619 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,28),(18,29),-0.0933262 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,28),(18,31),0.0106495 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,29),(18,31),0.0086486 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,19),(18,20),(18,22),-0.0830893 # DEPENDENCYPART_TRISIBL
(18,19),(18,20),(18,23),-0.0074576 # DEPENDENCYPART_TRISIBL
(18,19),(18,20),(18,24),-0.0813823 # DEPENDENCYPART_TRISIBL
(18,19),(18,20),(18,25),-0.0751447 # DEPENDENCYPART_TRISIBL
(18,19),(18,20),(18,27),-0.0830893 # DEPENDENCYPART_TRISIBL
(18,19),(18,20),(18,28),-0.0748038 # DEPENDENCYPART_TRISIBL
(18,19),(18,20),(18,29),-0.0748038 # DEPENDENCYPART_TRISIBL
(18,19),(18,20),(18,31),-0.0454234 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,19),(18,22),(18,23),-0.00745501 # DEPENDENCYPART_TRISIBL
(18,19),(18,22),(18,24),-0.0813823 # DEPENDENCYPART_TRISIBL
(18,19),(18,22),(18,25),-0.0751447 # DEPENDENCYPART_TRISIBL
(18,19),(18,22),(18,27),-0.0830817 # DEPENDENCYPART_TRISIBL
(18,19),(18,22),(18,28),-0.0748025 # DEPENDENCYPART_TRISIBL
(18,19),(18,22),(18,29),-0.0748025 # DEPENDENCYPART_TRISIBL
(18,19),(18,22),(18,31),-0.0454219 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,19),(18,23),(18,24),-0.0806275 # DEPENDENCYPART_TRISIBL
(18,19),(18,23),(18,25),-0.0736304 # DEPENDENCYPART_TRISIBL
(18,19),(18,23),(18,27),-0.080133 # DEPENDENCYPART_TRISIBL
(18,19),(18,23),(18,28),-0.0716504 # DEPENDENCYPART_TRISIBL
(18,19),(18,23),(18,29),-0.0716504 # DEPENDENCYPART_TRISIBL
(18,19),(18,23),(18,31),-0.0807908 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,19),(18,24),(18,25),-0.0736525 # DEPENDENCYPART_TRISIBL
(18,19),(18,24),(18,27),-0.0786625 # DEPENDENCYPART_TRISIBL
(18,19),(18,24),(18,28),-0.071577 # DEPENDENCYPART_TRISIBL
(18,19),(18,24),(18,29),-0.071577 # DEPENDENCYPART_TRISIBL
(18,19),(18,24),(18,31),-0.0848304 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,19),(18,25),(18,27),-0.077248 # DEPENDENCYPART_TRISIBL
(18,19),(18,25),(18,28),-0.0727033 # DEPENDENCYPART_TRISIBL
(18,19),(18,25),(18,29),-0.0727033 # DEPENDENCYPART_TRISIBL
(18,19),(18,25),(18,31),-0.0707138 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,19),(18,27),(18,28),-0.0748025 # DEPENDENCYPART_TRISIBL
(18,19),(18,27),(18,29),-0.0748025 # DEPENDENCYPART_TRISIBL
(18,19),(18,27),(18,31),-0.0454219 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,19),(18,28),(18,29),-0.0719693 # DEPENDENCYPART_TRISIBL
(18,19),(18,28),(18,31),-0.0776681 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,19),(18,29),(18,31),-0.0776688 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,20),(18,22),(18,23),-0.0654815 # DEPENDENCYPART_TRISIBL
(18,20),(18,22),(18,24),-0.0571822 # DEPENDENCYPART_TRISIBL
(18,20),(18,22),(18,25),-0.061571 # DEPENDENCYPART_TRISIBL
(18,20),(18,22),(18,27),-0.134974 # DEPENDENCYPART_TRISIBL
(18,20),(18,22),(18,28),-0.0795948 # DEPENDENCYPART_TRISIBL
(18,20),(18,22),(18,29),-0.0799391 # DEPENDENCYPART_TRISIBL
(18,20),(18,22),(18,31),-0.109622 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,20),(18,23),(18,24),-0.0239391 # DEPENDENCYPART_TRISIBL
(18,20),(18,23),(18,25),-0.0184105 # DEPENDENCYPART_TRISIBL
(18,20),(18,23),(18,27),-0.1307 # DEPENDENCYPART_TRISIBL
(18,20),(18,23),(18,28),-0.0666676 # DEPENDENCYPART_TRISIBL
(18,20),(18,23),(18,29),-0.066985 # DEPENDENCYPART_TRISIBL
(18,20),(18,23),(18,31),0.00207076 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,20),(18,24),(18,25),-0.0463078 # DEPENDENCYPART_TRISIBL
(18,20),(18,24),(18,27),-0.11402 # DEPENDENCYPART_TRISIBL
(18,20),(18,24),(18,28),-0.0684837 # DEPENDENCYPART_TRISIBL
(18,20),(18,24),(18,29),-0.0687998 # DEPENDENCYPART_TRISIBL
(18,20),(18,24),(18,31),-0.124469 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,20),(18,25),(18,27),-0.0465958 # DEPENDENCYPART_TRISIBL
(18,20),(18,25),(18,28),-0.0737796 # DEPENDENCYPART_TRISIBL
(18,20),(18,25),(18,29),-0.0742755 # DEPENDENCYPART_TRISIBL
(18,20),(18,25),(18,31),-0.11054 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,20),(18,27),(18,28),-0.0795948 # DEPENDENCYPART_TRISIBL
(18,20),(18,27),(18,29),-0.0799391 # DEPENDENCYPART_TRISIBL
(18,20),(18,27),(18,31),-0.109622 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,20),(18,28),(18,29),-0.0716539 # DEPENDENCYPART_TRISIBL
(18,20),(18,28),(18,31),-0.0982743 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,20),(18,29),(18,31),-0.0980541 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,22),(18,23),(18,24),-0.0232201 # DEPENDENCYPART_TRISIBL
(18,22),(18,23),(18,25),-0.0184103 # DEPENDENCYPART_TRISIBL
(18,22),(18,23),(18,27),-0.129583 # DEPENDENCYPART_TRISIBL
(18,22),(18,23),(18,28),-0.0635239 # DEPENDENCYPART_TRISIBL
(18,22),(18,23),(18,29),-0.0638413 # DEPENDENCYPART_TRISIBL
(18,22),(18,23),(18,31),0.0200157 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,22),(18,24),(18,25),-0.0463077 # DEPENDENCYPART_TRISIBL
(18,22),(18,24),(18,27),-0.113032 # DEPENDENCYPART_TRISIBL
(18,22),(18,24),(18,28),-0.0657773 # DEPENDENCYPART_TRISIBL
(18,22),(18,24),(18,29),-0.0660935 # DEPENDENCYPART_TRISIBL
(18,22),(18,24),(18,31),-0.107829 # DEPENDENCYPART_TRISIBL_LAST_SIBS
