# _root_ Like others , Mr. Gabelli says that if futures cause investors to lose confidence in stocks , they will move away from stocks -- as many have already done .
#goldHeads=6,1,6,5,6,0,19,10,10,19,13,13,10,13,14,15,19,19,6,19,20,21,22,20,27,27,20,27,27,6,
#predictedHeads=6,1,6,5,6,0,19,10,10,19,13,13,10,13,14,15,19,19,6,19,20,21,22,20,27,27,20,27,27,6,
(16,21),(16,20),0.0837408 # DEPENDENCYPART_HEADBIGRAM
(16,21),(18,20),0.0907045 # DEPENDENCYPART_HEADBIGRAM
(16,21),(19,20),0.0810306 # DEPENDENCYPART_HEADBIGRAM
(16,21),(21,20),0.0775782 # DEPENDENCYPART_HEADBIGRAM
(16,21),(27,20),0.0763431 # DEPENDENCYPART_HEADBIGRAM
(16,23),(13,22),-0.0517779 # DEPENDENCYPART_HEADBIGRAM
(16,23),(19,22),0.075343 # DEPENDENCYPART_HEADBIGRAM
(16,23),(20,22),0.0972273 # DEPENDENCYPART_HEADBIGRAM
(16,23),(21,22),0.0930248 # DEPENDENCYPART_HEADBIGRAM
(16,23),(23,22),0.128352 # DEPENDENCYPART_HEADBIGRAM
(16,23),(24,22),0.0794083 # DEPENDENCYPART_HEADBIGRAM
(16,23),(25,22),0.0839485 # DEPENDENCYPART_HEADBIGRAM
(16,23),(26,22),0.0772461 # DEPENDENCYPART_HEADBIGRAM
(16,23),(27,22),0.0889751 # DEPENDENCYPART_HEADBIGRAM
(16,23),(29,22),0.0893565 # DEPENDENCYPART_HEADBIGRAM
(16,26),(13,25),-0.0785523 # DEPENDENCYPART_HEADBIGRAM
(16,26),(19,25),0.0901396 # DEPENDENCYPART_HEADBIGRAM
(16,26),(20,25),0.0731058 # DEPENDENCYPART_HEADBIGRAM
(16,26),(21,25),0.0824632 # DEPENDENCYPART_HEADBIGRAM
(16,26),(22,25),0.0834426 # DEPENDENCYPART_HEADBIGRAM
(16,26),(23,25),0.12677 # DEPENDENCYPART_HEADBIGRAM
(16,26),(26,25),0.107871 # DEPENDENCYPART_HEADBIGRAM
(16,26),(27,25),0.060018 # DEPENDENCYPART_HEADBIGRAM
(16,26),(28,25),0.0637628 # DEPENDENCYPART_HEADBIGRAM
(16,26),(29,25),0.0568473 # DEPENDENCYPART_HEADBIGRAM
(16,29),(13,28),-0.0753072 # DEPENDENCYPART_HEADBIGRAM
(16,29),(19,28),0.0861176 # DEPENDENCYPART_HEADBIGRAM
(16,29),(20,28),0.0716376 # DEPENDENCYPART_HEADBIGRAM
(16,29),(21,28),0.101684 # DEPENDENCYPART_HEADBIGRAM
(16,29),(22,28),0.0959233 # DEPENDENCYPART_HEADBIGRAM
(16,29),(23,28),0.0873354 # DEPENDENCYPART_HEADBIGRAM
(16,29),(25,28),0.105073 # DEPENDENCYPART_HEADBIGRAM
(16,29),(26,28),0.0842623 # DEPENDENCYPART_HEADBIGRAM
(16,29),(27,28),0.0614245 # DEPENDENCYPART_HEADBIGRAM
(16,29),(29,28),0.176923 # DEPENDENCYPART_HEADBIGRAM
(18,17),(10,16),-0.129416 # DEPENDENCYPART_HEADBIGRAM
(18,17),(11,16),-0.0342098 # DEPENDENCYPART_HEADBIGRAM
(18,17),(12,16),-0.0359581 # DEPENDENCYPART_HEADBIGRAM
(18,17),(13,16),-0.0342636 # DEPENDENCYPART_HEADBIGRAM
(18,17),(14,16),-0.0442927 # DEPENDENCYPART_HEADBIGRAM
(18,17),(15,16),-0.0276545 # DEPENDENCYPART_HEADBIGRAM
(18,17),(19,16),0.0926571 # DEPENDENCYPART_HEADBIGRAM
(18,17),(20,16),0.092308 # DEPENDENCYPART_HEADBIGRAM
(18,17),(21,16),0.0904953 # DEPENDENCYPART_HEADBIGRAM
(18,17),(27,16),0.0792818 # DEPENDENCYPART_HEADBIGRAM
(18,20),(0,19),-0.0578713 # DEPENDENCYPART_HEADBIGRAM
(18,20),(2,19),-0.0578713 # DEPENDENCYPART_HEADBIGRAM
(18,20),(6,19),-0.0578715 # DEPENDENCYPART_HEADBIGRAM
(18,20),(10,19),-0.0584845 # DEPENDENCYPART_HEADBIGRAM
(18,20),(11,19),-0.0584844 # DEPENDENCYPART_HEADBIGRAM
(18,20),(13,19),-0.0584845 # DEPENDENCYPART_HEADBIGRAM
(18,20),(14,19),-0.0587687 # DEPENDENCYPART_HEADBIGRAM
(18,20),(15,19),-0.0587687 # DEPENDENCYPART_HEADBIGRAM
(18,20),(16,19),-0.0587687 # DEPENDENCYPART_HEADBIGRAM
(18,20),(27,19),0.0811423 # DEPENDENCYPART_HEADBIGRAM
(19,2),(0,1),-0.11492 # DEPENDENCYPART_HEADBIGRAM
(19,2),(2,1),-0.111942 # DEPENDENCYPART_HEADBIGRAM
(19,2),(6,1),-0.115419 # DEPENDENCYPART_HEADBIGRAM
(19,2),(9,1),-0.121515 # DEPENDENCYPART_HEADBIGRAM
(19,2),(10,1),-0.115868 # DEPENDENCYPART_HEADBIGRAM
(19,2),(11,1),-0.121515 # DEPENDENCYPART_HEADBIGRAM
(19,2),(13,1),-0.116128 # DEPENDENCYPART_HEADBIGRAM
(19,2),(19,1),0.118393 # DEPENDENCYPART_HEADBIGRAM
(19,2),(27,1),0.0714846 # DEPENDENCYPART_HEADBIGRAM
(19,3),(0,2),-0.13415 # DEPENDENCYPART_HEADBIGRAM
(19,3),(1,2),-0.0382144 # DEPENDENCYPART_HEADBIGRAM
(19,3),(4,2),-0.133792 # DEPENDENCYPART_HEADBIGRAM
(19,3),(5,2),-0.128582 # DEPENDENCYPART_HEADBIGRAM
(19,3),(6,2),-0.129212 # DEPENDENCYPART_HEADBIGRAM
(19,3),(10,2),-0.120729 # DEPENDENCYPART_HEADBIGRAM
(19,3),(13,2),-0.117295 # DEPENDENCYPART_HEADBIGRAM
(19,3),(19,2),0.013487 # DEPENDENCYPART_HEADBIGRAM
(19,3),(20,2),0.0783153 # DEPENDENCYPART_HEADBIGRAM
(19,3),(27,2),0.10016 # DEPENDENCYPART_HEADBIGRAM
(19,4),(1,3),-0.108933 # DEPENDENCYPART_HEADBIGRAM
(19,4),(2,3),-0.150708 # DEPENDENCYPART_HEADBIGRAM
(19,4),(4,3),-0.11898 # DEPENDENCYPART_HEADBIGRAM
(19,4),(5,3),-0.129629 # DEPENDENCYPART_HEADBIGRAM
(19,4),(6,3),-0.105037 # DEPENDENCYPART_HEADBIGRAM
(19,4),(10,3),-0.104768 # DEPENDENCYPART_HEADBIGRAM
(19,4),(13,3),-0.104768 # DEPENDENCYPART_HEADBIGRAM
(19,4),(19,3),0.252138 # DEPENDENCYPART_HEADBIGRAM
(19,4),(27,3),0.0837948 # DEPENDENCYPART_HEADBIGRAM
(19,5),(1,4),-0.133872 # DEPENDENCYPART_HEADBIGRAM
(19,5),(2,4),-0.106564 # DEPENDENCYPART_HEADBIGRAM
(19,5),(5,4),0.0358181 # DEPENDENCYPART_HEADBIGRAM
(19,5),(6,4),-0.100582 # DEPENDENCYPART_HEADBIGRAM
(19,5),(10,4),-0.10017 # DEPENDENCYPART_HEADBIGRAM
(19,5),(13,4),-0.100169 # DEPENDENCYPART_HEADBIGRAM
(19,5),(19,4),0.0345821 # DEPENDENCYPART_HEADBIGRAM
(19,6),(0,5),-0.094477 # DEPENDENCYPART_HEADBIGRAM
(19,6),(1,5),-0.0800577 # DEPENDENCYPART_HEADBIGRAM
(19,6),(2,5),-0.101453 # DEPENDENCYPART_HEADBIGRAM
(19,6),(4,5),-0.0875248 # DEPENDENCYPART_HEADBIGRAM
(19,6),(6,5),-0.0686325 # DEPENDENCYPART_HEADBIGRAM
(19,6),(9,5),-0.113637 # DEPENDENCYPART_HEADBIGRAM
(19,6),(10,5),-0.125695 # DEPENDENCYPART_HEADBIGRAM
(19,6),(13,5),-0.12472 # DEPENDENCYPART_HEADBIGRAM
(19,6),(19,5),0.0414208 # DEPENDENCYPART_HEADBIGRAM
(19,6),(24,5),0.0864359 # DEPENDENCYPART_HEADBIGRAM
(19,7),(0,6),0.197896 # DEPENDENCYPART_HEADBIGRAM
(19,7),(1,6),-0.0498605 # DEPENDENCYPART_HEADBIGRAM
(19,7),(2,6),-0.0928102 # DEPENDENCYPART_HEADBIGRAM
(19,7),(4,6),-0.123569 # DEPENDENCYPART_HEADBIGRAM
(19,7),(5,6),-0.123481 # DEPENDENCYPART_HEADBIGRAM
(19,7),(9,6),-0.125097 # DEPENDENCYPART_HEADBIGRAM
(19,7),(10,6),-0.122119 # DEPENDENCYPART_HEADBIGRAM
(19,7),(13,6),-0.119691 # DEPENDENCYPART_HEADBIGRAM
(19,7),(19,6),0.0232652 # DEPENDENCYPART_HEADBIGRAM
(19,7),(27,6),0.0787817 # DEPENDENCYPART_HEADBIGRAM
(19,8),(5,7),-0.105259 # DEPENDENCYPART_HEADBIGRAM
(19,8),(6,7),-0.106465 # DEPENDENCYPART_HEADBIGRAM
(19,8),(8,7),-0.108832 # DEPENDENCYPART_HEADBIGRAM
(19,8),(9,7),-0.110069 # DEPENDENCYPART_HEADBIGRAM
(19,8),(10,7),-0.106948 # DEPENDENCYPART_HEADBIGRAM
(19,8),(11,7),-0.111223 # DEPENDENCYPART_HEADBIGRAM
(19,8),(13,7),-0.10738 # DEPENDENCYPART_HEADBIGRAM
(19,8),(19,7),0.14431 # DEPENDENCYPART_HEADBIGRAM
(19,8),(20,7),0.0991076 # DEPENDENCYPART_HEADBIGRAM
(19,8),(27,7),0.0991075 # DEPENDENCYPART_HEADBIGRAM
(19,9),(5,8),-0.13506 # DEPENDENCYPART_HEADBIGRAM
(19,9),(6,8),-0.0839689 # DEPENDENCYPART_HEADBIGRAM
(19,9),(7,8),-0.0721434 # DEPENDENCYPART_HEADBIGRAM
(19,9),(9,8),-0.104612 # DEPENDENCYPART_HEADBIGRAM
(19,9),(10,8),-0.116476 # DEPENDENCYPART_HEADBIGRAM
(19,9),(11,8),-0.121949 # DEPENDENCYPART_HEADBIGRAM
(19,9),(13,8),-0.117543 # DEPENDENCYPART_HEADBIGRAM
(19,9),(19,8),0.128841 # DEPENDENCYPART_HEADBIGRAM
(19,9),(20,8),0.085788 # DEPENDENCYPART_HEADBIGRAM
(19,9),(27,8),0.0846113 # DEPENDENCYPART_HEADBIGRAM
(19,10),(5,9),-0.127474 # DEPENDENCYPART_HEADBIGRAM
(19,10),(6,9),-0.145149 # DEPENDENCYPART_HEADBIGRAM
(19,10),(7,9),-0.0887364 # DEPENDENCYPART_HEADBIGRAM
(19,10),(8,9),-0.0888145 # DEPENDENCYPART_HEADBIGRAM
(19,10),(10,9),-0.113445 # DEPENDENCYPART_HEADBIGRAM
(19,10),(11,9),-0.112661 # DEPENDENCYPART_HEADBIGRAM
(19,10),(13,9),-0.12545 # DEPENDENCYPART_HEADBIGRAM
(19,10),(14,9),-0.113393 # DEPENDENCYPART_HEADBIGRAM
(19,10),(19,9),0.0834705 # DEPENDENCYPART_HEADBIGRAM
(19,10),(27,9),0.0669947 # DEPENDENCYPART_HEADBIGRAM
(19,11),(0,10),-0.142173 # DEPENDENCYPART_HEADBIGRAM
(19,11),(2,10),-0.120004 # DEPENDENCYPART_HEADBIGRAM
(19,11),(5,10),-0.115245 # DEPENDENCYPART_HEADBIGRAM
(19,11),(6,10),-0.1205 # DEPENDENCYPART_HEADBIGRAM
(19,11),(8,10),-0.119191 # DEPENDENCYPART_HEADBIGRAM
(19,11),(9,10),-0.129994 # DEPENDENCYPART_HEADBIGRAM
(19,11),(13,10),-0.113501 # DEPENDENCYPART_HEADBIGRAM
(19,11),(14,10),-0.113699 # DEPENDENCYPART_HEADBIGRAM
(19,11),(19,10),0.0424889 # DEPENDENCYPART_HEADBIGRAM
(19,11),(27,10),0.0811955 # DEPENDENCYPART_HEADBIGRAM
(19,13),(2,12),-0.102751 # DEPENDENCYPART_HEADBIGRAM
(19,13),(6,12),-0.125801 # DEPENDENCYPART_HEADBIGRAM
(19,13),(8,12),-0.101163 # DEPENDENCYPART_HEADBIGRAM
(19,13),(9,12),-0.103139 # DEPENDENCYPART_HEADBIGRAM
(19,13),(10,12),-0.124784 # DEPENDENCYPART_HEADBIGRAM
(19,13),(11,12),-0.101738 # DEPENDENCYPART_HEADBIGRAM
(19,13),(13,12),-0.102621 # DEPENDENCYPART_HEADBIGRAM
(19,13),(14,12),-0.108657 # DEPENDENCYPART_HEADBIGRAM
(19,13),(15,12),-0.107567 # DEPENDENCYPART_HEADBIGRAM
(19,13),(21,12),0.0870373 # DEPENDENCYPART_HEADBIGRAM
(19,14),(0,13),-0.137715 # DEPENDENCYPART_HEADBIGRAM
(19,14),(6,13),-0.110055 # DEPENDENCYPART_HEADBIGRAM
(19,14),(9,13),-0.105952 # DEPENDENCYPART_HEADBIGRAM
(19,14),(10,13),-0.109763 # DEPENDENCYPART_HEADBIGRAM
(19,14),(11,13),-0.119339 # DEPENDENCYPART_HEADBIGRAM
(19,14),(12,13),-0.106276 # DEPENDENCYPART_HEADBIGRAM
(19,14),(14,13),-0.0833063 # DEPENDENCYPART_HEADBIGRAM
(19,14),(19,13),0.053997 # DEPENDENCYPART_HEADBIGRAM
(19,14),(20,13),0.0878846 # DEPENDENCYPART_HEADBIGRAM
(19,14),(27,13),0.0993855 # DEPENDENCYPART_HEADBIGRAM
(19,15),(8,14),-0.0799575 # DEPENDENCYPART_HEADBIGRAM
(19,15),(10,14),-0.148887 # DEPENDENCYPART_HEADBIGRAM
(19,15),(11,14),-0.144782 # DEPENDENCYPART_HEADBIGRAM
(19,15),(12,14),-0.0646629 # DEPENDENCYPART_HEADBIGRAM
(19,15),(13,14),-0.0861282 # DEPENDENCYPART_HEADBIGRAM
(19,15),(15,14),-0.129362 # DEPENDENCYPART_HEADBIGRAM
(19,15),(16,14),-0.137443 # DEPENDENCYPART_HEADBIGRAM
(19,15),(19,14),0.0541826 # DEPENDENCYPART_HEADBIGRAM
(19,15),(21,14),0.0990092 # DEPENDENCYPART_HEADBIGRAM
(19,15),(27,14),0.0579349 # DEPENDENCYPART_HEADBIGRAM
(19,16),(6,15),-0.0964524 # DEPENDENCYPART_HEADBIGRAM
(19,16),(10,15),-0.122989 # DEPENDENCYPART_HEADBIGRAM
(19,16),(11,15),-0.138969 # DEPENDENCYPART_HEADBIGRAM
(19,16),(12,15),-0.109415 # DEPENDENCYPART_HEADBIGRAM
(19,16),(13,15),-0.0607539 # DEPENDENCYPART_HEADBIGRAM
(19,16),(14,15),-0.0759929 # DEPENDENCYPART_HEADBIGRAM
(19,16),(16,15),-0.115905 # DEPENDENCYPART_HEADBIGRAM
(19,16),(19,15),0.0945035 # DEPENDENCYPART_HEADBIGRAM
(19,16),(20,15),0.0810329 # DEPENDENCYPART_HEADBIGRAM
(19,16),(27,15),0.0679343 # DEPENDENCYPART_HEADBIGRAM
(19,17),(10,16),-0.143336 # DEPENDENCYPART_HEADBIGRAM
(19,17),(11,16),-0.040154 # DEPENDENCYPART_HEADBIGRAM
(19,17),(12,16),-0.0638799 # DEPENDENCYPART_HEADBIGRAM
(19,17),(13,16),-0.0485082 # DEPENDENCYPART_HEADBIGRAM
(19,17),(14,16),-0.0586954 # DEPENDENCYPART_HEADBIGRAM
(19,17),(15,16),0.0118065 # DEPENDENCYPART_HEADBIGRAM
(19,17),(19,16),0.100801 # DEPENDENCYPART_HEADBIGRAM
(19,17),(20,16),0.079484 # DEPENDENCYPART_HEADBIGRAM
(19,17),(21,16),0.0875772 # DEPENDENCYPART_HEADBIGRAM
(19,17),(27,16),0.0896787 # DEPENDENCYPART_HEADBIGRAM
(19,18),(2,17),-0.126133 # DEPENDENCYPART_HEADBIGRAM
(19,18),(6,17),-0.133626 # DEPENDENCYPART_HEADBIGRAM
(19,18),(10,17),-0.162799 # DEPENDENCYPART_HEADBIGRAM
(19,18),(13,17),-0.136002 # DEPENDENCYPART_HEADBIGRAM
(19,18),(14,17),-0.129705 # DEPENDENCYPART_HEADBIGRAM
(19,18),(16,17),-0.164247 # DEPENDENCYPART_HEADBIGRAM
(19,18),(18,17),-0.119846 # DEPENDENCYPART_HEADBIGRAM
(19,18),(19,17),0.192165 # DEPENDENCYPART_HEADBIGRAM
(19,18),(20,17),0.0913928 # DEPENDENCYPART_HEADBIGRAM
(19,18),(27,17),0.0709118 # DEPENDENCYPART_HEADBIGRAM
(19,20),(0,19),0.0665255 # DEPENDENCYPART_HEADBIGRAM
(19,20),(2,19),0.0681638 # DEPENDENCYPART_HEADBIGRAM
(19,20),(6,19),-0.00783368 # DEPENDENCYPART_HEADBIGRAM
(19,20),(10,19),-0.0244123 # DEPENDENCYPART_HEADBIGRAM
(19,20),(11,19),0.0552972 # DEPENDENCYPART_HEADBIGRAM
(19,20),(13,19),-0.0244123 # DEPENDENCYPART_HEADBIGRAM
(19,20),(14,19),0.0900649 # DEPENDENCYPART_HEADBIGRAM
(19,20),(15,19),-0.0325913 # DEPENDENCYPART_HEADBIGRAM
(19,20),(16,19),0.0858869 # DEPENDENCYPART_HEADBIGRAM
(19,20),(27,19),0.15068 # DEPENDENCYPART_HEADBIGRAM
(19,21),(0,20),-0.0649546 # DEPENDENCYPART_HEADBIGRAM
(19,21),(6,20),-0.0631969 # DEPENDENCYPART_HEADBIGRAM
(19,21),(10,20),-0.0630048 # DEPENDENCYPART_HEADBIGRAM
(19,21),(13,20),-0.0630048 # DEPENDENCYPART_HEADBIGRAM
(19,21),(14,20),-0.0630736 # DEPENDENCYPART_HEADBIGRAM
(19,21),(16,20),-0.0639651 # DEPENDENCYPART_HEADBIGRAM
(19,21),(18,20),-0.0577821 # DEPENDENCYPART_HEADBIGRAM
(19,21),(19,20),0.0531256 # DEPENDENCYPART_HEADBIGRAM
(19,21),(21,20),0.083817 # DEPENDENCYPART_HEADBIGRAM
(19,21),(27,20),0.0746065 # DEPENDENCYPART_HEADBIGRAM
(19,22),(6,21),-0.0520073 # DEPENDENCYPART_HEADBIGRAM
(19,22),(10,21),-0.0519175 # DEPENDENCYPART_HEADBIGRAM
(19,22),(13,21),-0.0536094 # DEPENDENCYPART_HEADBIGRAM
(19,22),(16,21),-0.0598383 # DEPENDENCYPART_HEADBIGRAM
(19,22),(19,21),0.0939324 # DEPENDENCYPART_HEADBIGRAM
(19,22),(20,21),0.109045 # DEPENDENCYPART_HEADBIGRAM
(19,22),(22,21),0.0746127 # DEPENDENCYPART_HEADBIGRAM
(19,22),(23,21),0.0794791 # DEPENDENCYPART_HEADBIGRAM
(19,22),(26,21),0.0794757 # DEPENDENCYPART_HEADBIGRAM
(19,22),(27,21),0.0857542 # DEPENDENCYPART_HEADBIGRAM
(19,24),(16,23),-0.0615254 # DEPENDENCYPART_HEADBIGRAM
(19,24),(20,23),0.0809779 # DEPENDENCYPART_HEADBIGRAM
(19,24),(21,23),0.0968213 # DEPENDENCYPART_HEADBIGRAM
(19,24),(22,23),0.100808 # DEPENDENCYPART_HEADBIGRAM
(19,24),(25,23),0.0726107 # DEPENDENCYPART_HEADBIGRAM
(19,24),(26,23),0.0748355 # DEPENDENCYPART_HEADBIGRAM
(19,24),(27,23),0.0732828 # DEPENDENCYPART_HEADBIGRAM
(19,24),(28,23),0.0745936 # DEPENDENCYPART_HEADBIGRAM
(19,24),(29,23),0.07919 # DEPENDENCYPART_HEADBIGRAM
(19,25),(2,24),-0.0536237 # DEPENDENCYPART_HEADBIGRAM
(19,25),(6,24),-0.0679382 # DEPENDENCYPART_HEADBIGRAM
(19,25),(10,24),-0.0678249 # DEPENDENCYPART_HEADBIGRAM
(19,25),(19,24),0.101094 # DEPENDENCYPART_HEADBIGRAM
(19,25),(20,24),0.100273 # DEPENDENCYPART_HEADBIGRAM
(19,25),(21,24),0.106897 # DEPENDENCYPART_HEADBIGRAM
(19,25),(22,24),0.0995208 # DEPENDENCYPART_HEADBIGRAM
(19,25),(23,24),0.103669 # DEPENDENCYPART_HEADBIGRAM
(19,25),(25,24),0.0808769 # DEPENDENCYPART_HEADBIGRAM
(19,25),(27,24),0.074666 # DEPENDENCYPART_HEADBIGRAM
(19,27),(13,26),-0.058625 # DEPENDENCYPART_HEADBIGRAM
(19,27),(16,26),-0.0577498 # DEPENDENCYPART_HEADBIGRAM
(19,27),(20,26),0.0933087 # DEPENDENCYPART_HEADBIGRAM
(19,27),(21,26),0.0916906 # DEPENDENCYPART_HEADBIGRAM
(19,27),(22,26),0.0875881 # DEPENDENCYPART_HEADBIGRAM
(19,27),(23,26),0.0920835 # DEPENDENCYPART_HEADBIGRAM
(19,27),(25,26),0.0979742 # DEPENDENCYPART_HEADBIGRAM
(19,27),(27,26),0.0760604 # DEPENDENCYPART_HEADBIGRAM
(19,27),(28,26),0.0804563 # DEPENDENCYPART_HEADBIGRAM
(19,27),(29,26),0.0796539 # DEPENDENCYPART_HEADBIGRAM
(19,28),(6,27),-0.0631541 # DEPENDENCYPART_HEADBIGRAM
(19,28),(10,27),-0.0630883 # DEPENDENCYPART_HEADBIGRAM
(19,28),(13,27),-0.0630883 # DEPENDENCYPART_HEADBIGRAM
(19,28),(19,27),0.0625544 # DEPENDENCYPART_HEADBIGRAM
(19,28),(20,27),0.0880072 # DEPENDENCYPART_HEADBIGRAM
(19,28),(21,27),0.0943008 # DEPENDENCYPART_HEADBIGRAM
(19,28),(22,27),0.0914844 # DEPENDENCYPART_HEADBIGRAM
(19,28),(23,27),0.0866756 # DEPENDENCYPART_HEADBIGRAM
(19,28),(25,27),0.0901484 # DEPENDENCYPART_HEADBIGRAM
(19,28),(26,27),0.0906325 # DEPENDENCYPART_HEADBIGRAM
(19,30),(0,29),-0.0584795 # DEPENDENCYPART_HEADBIGRAM
(19,30),(11,29),-0.0632606 # DEPENDENCYPART_HEADBIGRAM
(19,30),(14,29),-0.0639333 # DEPENDENCYPART_HEADBIGRAM
(19,30),(16,29),-0.0620094 # DEPENDENCYPART_HEADBIGRAM
(19,30),(20,29),0.0946387 # DEPENDENCYPART_HEADBIGRAM
(19,30),(23,29),0.0634069 # DEPENDENCYPART_HEADBIGRAM
(19,30),(26,29),0.123342 # DEPENDENCYPART_HEADBIGRAM
(19,30),(27,29),0.155602 # DEPENDENCYPART_HEADBIGRAM
(19,30),(28,29),0.123169 # DEPENDENCYPART_HEADBIGRAM
(19,30),(30,29),0.0778485 # DEPENDENCYPART_HEADBIGRAM
(20,2),(0,1),-0.115425 # DEPENDENCYPART_HEADBIGRAM
(20,2),(2,1),-0.102164 # DEPENDENCYPART_HEADBIGRAM
(20,2),(6,1),-0.101472 # DEPENDENCYPART_HEADBIGRAM
(20,2),(9,1),-0.140242 # DEPENDENCYPART_HEADBIGRAM
(20,2),(10,1),-0.101191 # DEPENDENCYPART_HEADBIGRAM
(20,2),(11,1),-0.140242 # DEPENDENCYPART_HEADBIGRAM
(20,2),(13,1),-0.100693 # DEPENDENCYPART_HEADBIGRAM
(20,2),(19,1),-0.105336 # DEPENDENCYPART_HEADBIGRAM
(20,2),(27,1),0.0996457 # DEPENDENCYPART_HEADBIGRAM
(20,7),(0,6),0.122871 # DEPENDENCYPART_HEADBIGRAM
(20,7),(1,6),-0.0814903 # DEPENDENCYPART_HEADBIGRAM
(20,7),(2,6),-0.108217 # DEPENDENCYPART_HEADBIGRAM
(20,7),(4,6),-0.138834 # DEPENDENCYPART_HEADBIGRAM
(20,7),(5,6),-0.140673 # DEPENDENCYPART_HEADBIGRAM
(20,7),(9,6),-0.14183 # DEPENDENCYPART_HEADBIGRAM
(20,7),(10,6),-0.133721 # DEPENDENCYPART_HEADBIGRAM
(20,7),(13,6),-0.135146 # DEPENDENCYPART_HEADBIGRAM
(20,7),(19,6),-0.152406 # DEPENDENCYPART_HEADBIGRAM
(20,7),(27,6),0.0807277 # DEPENDENCYPART_HEADBIGRAM
(20,8),(5,7),-0.0922184 # DEPENDENCYPART_HEADBIGRAM
(20,8),(6,7),-0.125259 # DEPENDENCYPART_HEADBIGRAM
(20,8),(8,7),-0.130667 # DEPENDENCYPART_HEADBIGRAM
(20,8),(9,7),-0.111544 # DEPENDENCYPART_HEADBIGRAM
(20,8),(10,7),-0.123735 # DEPENDENCYPART_HEADBIGRAM
(20,8),(11,7),-0.11182 # DEPENDENCYPART_HEADBIGRAM
(20,8),(13,7),-0.124168 # DEPENDENCYPART_HEADBIGRAM
(20,8),(19,7),-0.0925112 # DEPENDENCYPART_HEADBIGRAM
(20,8),(20,7),0.0873483 # DEPENDENCYPART_HEADBIGRAM
(20,8),(27,7),0.0972867 # DEPENDENCYPART_HEADBIGRAM
(20,13),(2,12),-0.110738 # DEPENDENCYPART_HEADBIGRAM
(20,13),(6,12),-0.13736 # DEPENDENCYPART_HEADBIGRAM
(20,13),(8,12),-0.10227 # DEPENDENCYPART_HEADBIGRAM
(20,13),(9,12),-0.111102 # DEPENDENCYPART_HEADBIGRAM
(20,13),(10,12),-0.136348 # DEPENDENCYPART_HEADBIGRAM
(20,13),(11,12),-0.109725 # DEPENDENCYPART_HEADBIGRAM
(20,13),(13,12),0.0502068 # DEPENDENCYPART_HEADBIGRAM
(20,13),(14,12),-0.118331 # DEPENDENCYPART_HEADBIGRAM
(20,13),(15,12),-0.109403 # DEPENDENCYPART_HEADBIGRAM
(20,13),(21,12),0.0851889 # DEPENDENCYPART_HEADBIGRAM
(20,15),(8,14),-0.0534034 # DEPENDENCYPART_HEADBIGRAM
(20,15),(10,14),-0.0429066 # DEPENDENCYPART_HEADBIGRAM
(20,15),(11,14),-0.197656 # DEPENDENCYPART_HEADBIGRAM
(20,15),(12,14),-0.0386856 # DEPENDENCYPART_HEADBIGRAM
(20,15),(13,14),0.0274013 # DEPENDENCYPART_HEADBIGRAM
(20,15),(15,14),-0.138321 # DEPENDENCYPART_HEADBIGRAM
(20,15),(16,14),-0.182613 # DEPENDENCYPART_HEADBIGRAM
(20,15),(19,14),-0.123815 # DEPENDENCYPART_HEADBIGRAM
(20,15),(21,14),0.112937 # DEPENDENCYPART_HEADBIGRAM
(20,15),(27,14),0.105477 # DEPENDENCYPART_HEADBIGRAM
(20,16),(6,15),-0.0756653 # DEPENDENCYPART_HEADBIGRAM
(20,16),(10,15),-0.101174 # DEPENDENCYPART_HEADBIGRAM
(20,16),(11,15),-0.176687 # DEPENDENCYPART_HEADBIGRAM
(20,16),(12,15),-0.109438 # DEPENDENCYPART_HEADBIGRAM
(20,16),(13,15),-0.0381818 # DEPENDENCYPART_HEADBIGRAM
(20,16),(14,15),-0.113735 # DEPENDENCYPART_HEADBIGRAM
(20,16),(16,15),-0.0944758 # DEPENDENCYPART_HEADBIGRAM
(20,16),(19,15),-0.106021 # DEPENDENCYPART_HEADBIGRAM
(20,16),(20,15),0.0959418 # DEPENDENCYPART_HEADBIGRAM
(20,16),(27,15),0.0983042 # DEPENDENCYPART_HEADBIGRAM
(20,17),(10,16),-0.0401631 # DEPENDENCYPART_HEADBIGRAM
(20,17),(11,16),-0.215262 # DEPENDENCYPART_HEADBIGRAM
(20,17),(12,16),-0.0795919 # DEPENDENCYPART_HEADBIGRAM
(20,17),(13,16),-0.055991 # DEPENDENCYPART_HEADBIGRAM
(20,17),(14,16),-0.240216 # DEPENDENCYPART_HEADBIGRAM
(20,17),(15,16),-0.0986964 # DEPENDENCYPART_HEADBIGRAM
(20,17),(19,16),-0.153413 # DEPENDENCYPART_HEADBIGRAM
(20,17),(20,16),0.22813 # DEPENDENCYPART_HEADBIGRAM
(20,17),(21,16),0.0796889 # DEPENDENCYPART_HEADBIGRAM
(20,17),(27,16),0.14176 # DEPENDENCYPART_HEADBIGRAM
(20,18),(2,17),-0.1782 # DEPENDENCYPART_HEADBIGRAM
(20,18),(6,17),-0.14031 # DEPENDENCYPART_HEADBIGRAM
(20,18),(10,17),-0.170649 # DEPENDENCYPART_HEADBIGRAM
(20,18),(13,17),-0.143955 # DEPENDENCYPART_HEADBIGRAM
