# _root_ This program , combined with cash grants to needy students , would reduce program costs and much more effectively target the intended beneficiaries .
#goldHeads=2,12,2,2,4,7,5,7,10,8,2,0,16,15,13,12,20,17,17,16,23,23,20,12,
#predictedHeads=2,12,2,2,4,7,5,7,10,8,2,0,12,15,16,13,16,17,20,16,23,23,20,12,
(9,7),(9,6),(9,5),-0.0868521 # DEPENDENCYPART_TRISIBL
(9,7),(9,6),(9,2),-0.153434 # DEPENDENCYPART_TRISIBL
(9,7),(9,6),(9,-1),-0.0772274 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,7),(9,5),(9,2),-0.150904 # DEPENDENCYPART_TRISIBL
(9,7),(9,5),(9,-1),-0.105491 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,7),(9,2),(9,-1),-0.0758174 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,6),(9,5),(9,2),-0.149128 # DEPENDENCYPART_TRISIBL
(9,6),(9,5),(9,-1),-0.110924 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,6),(9,2),(9,-1),-0.0808846 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,5),(9,2),(9,-1),-0.143102 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,11),(10,12),-0.204215 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,13),-0.175285 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,15),-0.0844985 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,16),-0.0506216 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,19),-0.128402 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,23),-0.0745546 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,25),-0.720168 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,12),(10,13),-0.114648 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,15),-0.123978 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,16),-0.10709 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,19),-0.0830879 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,23),-0.118941 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,25),-0.0473665 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,13),(10,15),-0.148692 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,16),-0.112459 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,19),-0.0514667 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,23),-0.142731 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,25),-0.0760331 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,15),(10,16),-0.124101 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,15),(10,19),-0.0588651 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,15),(10,23),-0.0948711 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,15),(10,25),-0.0926479 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,16),(10,19),-0.0841929 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,16),(10,23),-0.117792 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,16),(10,25),-0.0712485 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,19),(10,23),-0.13543 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,19),(10,25),-0.0980263 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,23),(10,25),-0.101442 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,11),(10,12),(10,13),-0.0299595 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,15),-0.00174241 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,16),-0.0503787 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,19),-0.0615781 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,23),0.00135683 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,25),-0.183386 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,13),(10,15),-0.0277413 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,16),-0.0600183 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,19),-0.0643808 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,23),-0.0246421 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,25),-0.0528306 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,15),(10,16),-0.075872 # DEPENDENCYPART_TRISIBL
(10,11),(10,15),(10,19),-0.08828 # DEPENDENCYPART_TRISIBL
(10,11),(10,15),(10,23),-0.0679046 # DEPENDENCYPART_TRISIBL
(10,11),(10,15),(10,25),-0.0883863 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,16),(10,19),-0.0529912 # DEPENDENCYPART_TRISIBL
(10,11),(10,16),(10,23),-0.0218928 # DEPENDENCYPART_TRISIBL
(10,11),(10,16),(10,25),-0.0761149 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,19),(10,23),0.170046 # DEPENDENCYPART_TRISIBL
(10,11),(10,19),(10,25),-0.214016 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,23),(10,25),-0.0794701 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,13),(10,15),-0.0530896 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,16),-0.0844938 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,19),-0.0570848 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,23),-0.0530896 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,25),-0.0819377 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,15),(10,16),-0.0834252 # DEPENDENCYPART_TRISIBL
(10,12),(10,15),(10,19),-0.0569787 # DEPENDENCYPART_TRISIBL
(10,12),(10,15),(10,23),-0.0530365 # DEPENDENCYPART_TRISIBL
(10,12),(10,15),(10,25),-0.0606191 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,16),(10,19),-0.0569644 # DEPENDENCYPART_TRISIBL
(10,12),(10,16),(10,23),-0.0529478 # DEPENDENCYPART_TRISIBL
(10,12),(10,16),(10,25),-0.0789934 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,19),(10,23),-0.0529535 # DEPENDENCYPART_TRISIBL
(10,12),(10,19),(10,25),-0.0415771 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,23),(10,25),-0.0606191 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,15),(10,16),-0.106588 # DEPENDENCYPART_TRISIBL
(10,13),(10,15),(10,19),-0.0628961 # DEPENDENCYPART_TRISIBL
(10,13),(10,15),(10,23),-0.0727139 # DEPENDENCYPART_TRISIBL
(10,13),(10,15),(10,25),-0.113717 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,16),(10,19),-0.0583057 # DEPENDENCYPART_TRISIBL
(10,13),(10,16),(10,23),-0.0692128 # DEPENDENCYPART_TRISIBL
(10,13),(10,16),(10,25),-0.150338 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,19),(10,23),-0.0608936 # DEPENDENCYPART_TRISIBL
(10,13),(10,19),(10,25),-0.0723887 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,23),(10,25),-0.112957 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,15),(10,16),(10,19),-0.0549046 # DEPENDENCYPART_TRISIBL
(10,15),(10,16),(10,23),-0.0902782 # DEPENDENCYPART_TRISIBL
(10,15),(10,16),(10,25),-0.197657 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,15),(10,19),(10,23),-0.0838762 # DEPENDENCYPART_TRISIBL
(10,15),(10,19),(10,25),-0.0885031 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,15),(10,23),(10,25),-0.127734 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,16),(10,19),(10,23),-0.0985014 # DEPENDENCYPART_TRISIBL
(10,16),(10,19),(10,25),-0.0962415 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,16),(10,23),(10,25),-0.13203 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,19),(10,23),(10,25),-0.0766477 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,9),(10,8),-0.26922 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,7),-0.141496 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,6),-0.150806 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,5),-0.174061 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,4),-0.103766 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,3),-0.187411 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,-1),-0.169751 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,8),(10,7),-0.200609 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,8),(10,6),-0.217196 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,8),(10,5),-0.18484 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,8),(10,4),-0.118577 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,8),(10,3),-0.189368 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,8),(10,-1),-0.18017 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,7),(10,6),-0.229487 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,7),(10,5),-0.13758 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,7),(10,4),-0.153953 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,7),(10,3),-0.237243 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,7),(10,-1),-0.188507 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,6),(10,5),-0.135709 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,6),(10,4),-0.156514 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,6),(10,3),-0.238987 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,6),(10,-1),-0.173773 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,5),(10,4),-0.15664 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,5),(10,3),-0.144199 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,5),(10,-1),-0.159437 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,4),(10,3),-0.105695 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,4),(10,-1),-0.230362 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,3),(10,-1),-0.471975 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,9),(10,8),(10,7),-0.0682094 # DEPENDENCYPART_TRISIBL
(10,9),(10,8),(10,6),-0.0683362 # DEPENDENCYPART_TRISIBL
(10,9),(10,8),(10,5),-0.107027 # DEPENDENCYPART_TRISIBL
(10,9),(10,8),(10,4),-0.0915762 # DEPENDENCYPART_TRISIBL
(10,9),(10,8),(10,3),-0.0598741 # DEPENDENCYPART_TRISIBL
(10,9),(10,8),(10,-1),-0.0952268 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,9),(10,7),(10,6),-0.0212183 # DEPENDENCYPART_TRISIBL
(10,9),(10,7),(10,5),-0.128445 # DEPENDENCYPART_TRISIBL
(10,9),(10,7),(10,4),-0.0649251 # DEPENDENCYPART_TRISIBL
(10,9),(10,7),(10,3),-0.100153 # DEPENDENCYPART_TRISIBL
(10,9),(10,7),(10,-1),-0.154284 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,9),(10,6),(10,5),-0.128445 # DEPENDENCYPART_TRISIBL
(10,9),(10,6),(10,4),-0.0649251 # DEPENDENCYPART_TRISIBL
(10,9),(10,6),(10,3),-0.100153 # DEPENDENCYPART_TRISIBL
(10,9),(10,6),(10,-1),-0.154579 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,9),(10,5),(10,4),-0.0917573 # DEPENDENCYPART_TRISIBL
(10,9),(10,5),(10,3),-0.0683165 # DEPENDENCYPART_TRISIBL
(10,9),(10,5),(10,-1),-0.127896 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,9),(10,4),(10,3),-0.0552594 # DEPENDENCYPART_TRISIBL
(10,9),(10,4),(10,-1),-0.164744 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,9),(10,3),(10,-1),-0.375178 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,8),(10,7),(10,6),-0.18084 # DEPENDENCYPART_TRISIBL
(10,8),(10,7),(10,5),-0.111031 # DEPENDENCYPART_TRISIBL
(10,8),(10,7),(10,4),-0.148369 # DEPENDENCYPART_TRISIBL
(10,8),(10,7),(10,3),-0.138592 # DEPENDENCYPART_TRISIBL
(10,8),(10,7),(10,-1),-0.161873 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,8),(10,6),(10,5),-0.114018 # DEPENDENCYPART_TRISIBL
(10,8),(10,6),(10,4),-0.148369 # DEPENDENCYPART_TRISIBL
(10,8),(10,6),(10,3),-0.138592 # DEPENDENCYPART_TRISIBL
(10,8),(10,6),(10,-1),-0.166481 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,8),(10,5),(10,4),-0.137501 # DEPENDENCYPART_TRISIBL
(10,8),(10,5),(10,3),-0.123702 # DEPENDENCYPART_TRISIBL
(10,8),(10,5),(10,-1),-0.197663 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,8),(10,4),(10,3),-0.126847 # DEPENDENCYPART_TRISIBL
(10,8),(10,4),(10,-1),-0.168818 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,8),(10,3),(10,-1),-0.216401 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,7),(10,6),(10,5),-0.104209 # DEPENDENCYPART_TRISIBL
(10,7),(10,6),(10,4),-0.0355755 # DEPENDENCYPART_TRISIBL
(10,7),(10,6),(10,3),-0.162518 # DEPENDENCYPART_TRISIBL
(10,7),(10,6),(10,-1),-0.135491 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,7),(10,5),(10,4),-0.126306 # DEPENDENCYPART_TRISIBL
(10,7),(10,5),(10,3),-0.113365 # DEPENDENCYPART_TRISIBL
(10,7),(10,5),(10,-1),-0.130474 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,7),(10,4),(10,3),-0.0712344 # DEPENDENCYPART_TRISIBL
(10,7),(10,4),(10,-1),-0.233399 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,7),(10,3),(10,-1),-0.210732 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,6),(10,5),(10,4),-0.126561 # DEPENDENCYPART_TRISIBL
(10,6),(10,5),(10,3),-0.11626 # DEPENDENCYPART_TRISIBL
(10,6),(10,5),(10,-1),-0.135247 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,6),(10,4),(10,3),-0.0741485 # DEPENDENCYPART_TRISIBL
(10,6),(10,4),(10,-1),-0.242407 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,6),(10,3),(10,-1),-0.214449 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,5),(10,4),(10,3),-0.117683 # DEPENDENCYPART_TRISIBL
(10,5),(10,4),(10,-1),-0.188893 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,5),(10,3),(10,-1),-0.185835 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,4),(10,3),(10,-1),-0.274929 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,13),(12,14),-0.0316079 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,15),-0.0226255 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,16),-0.0958264 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,17),-0.14563 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,19),-0.14084 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,20),-0.160519 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,24),0.105074 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,25),0.145451 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,14),(12,15),-0.0820906 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,16),-0.0809829 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,17),-0.0464033 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,19),-0.0506262 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,20),0.196157 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,24),-0.0112514 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,25),-0.0914841 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,15),(12,16),-0.0799867 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,15),(12,17),-0.0497108 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,15),(12,19),-0.0539337 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,15),(12,20),0.194588 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,15),(12,24),-0.0134932 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,15),(12,25),-0.0697333 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,16),(12,17),-0.0733779 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,16),(12,19),-0.0707146 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,16),(12,20),0.0155606 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,16),(12,24),0.198594 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,16),(12,25),0.121069 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,17),(12,19),-0.0539358 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,17),(12,20),0.0267157 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,17),(12,24),-0.0809938 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,17),(12,25),-0.0209761 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,19),(12,20),0.0167052 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,19),(12,24),-0.075727 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,19),(12,25),-0.00796546 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,20),(12,24),0.1066 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,20),(12,25),0.134073 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,24),(12,25),-0.146248 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,13),(12,14),(12,15),-0.0739549 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,16),-0.157035 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,17),-0.0730465 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,19),-0.0715147 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,20),-0.106614 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,24),0.0235689 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,25),-0.0675057 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,15),(12,16),-0.157035 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,17),-0.0733986 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,19),-0.0718669 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,20),-0.106439 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,24),0.0237639 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,25),-0.0671585 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,16),(12,17),-0.0642813 # DEPENDENCYPART_TRISIBL
(12,13),(12,16),(12,19),-0.0627582 # DEPENDENCYPART_TRISIBL
(12,13),(12,16),(12,20),-0.0902393 # DEPENDENCYPART_TRISIBL
(12,13),(12,16),(12,24),-0.118855 # DEPENDENCYPART_TRISIBL
(12,13),(12,16),(12,25),-0.16524 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,17),(12,19),-0.0733423 # DEPENDENCYPART_TRISIBL
(12,13),(12,17),(12,20),-0.128099 # DEPENDENCYPART_TRISIBL
(12,13),(12,17),(12,24),-0.0330861 # DEPENDENCYPART_TRISIBL
(12,13),(12,17),(12,25),-0.10417 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,19),(12,20),-0.127916 # DEPENDENCYPART_TRISIBL
(12,13),(12,19),(12,24),-0.0330829 # DEPENDENCYPART_TRISIBL
(12,13),(12,19),(12,25),-0.103122 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,20),(12,24),-0.139321 # DEPENDENCYPART_TRISIBL
(12,13),(12,20),(12,25),-0.143391 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,24),(12,25),0.146669 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,15),(12,16),-0.14194 # DEPENDENCYPART_TRISIBL
(12,14),(12,15),(12,17),-0.0625142 # DEPENDENCYPART_TRISIBL
(12,14),(12,15),(12,19),-0.0606859 # DEPENDENCYPART_TRISIBL
(12,14),(12,15),(12,20),-0.0677047 # DEPENDENCYPART_TRISIBL
(12,14),(12,15),(12,24),-0.0743595 # DEPENDENCYPART_TRISIBL
(12,14),(12,15),(12,25),-0.0333556 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,16),(12,17),-0.0572404 # DEPENDENCYPART_TRISIBL
(12,14),(12,16),(12,19),-0.0554104 # DEPENDENCYPART_TRISIBL
(12,14),(12,16),(12,20),-0.0772133 # DEPENDENCYPART_TRISIBL
(12,14),(12,16),(12,24),-0.0652403 # DEPENDENCYPART_TRISIBL
(12,14),(12,16),(12,25),-0.0928531 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,17),(12,19),-0.0581625 # DEPENDENCYPART_TRISIBL
(12,14),(12,17),(12,20),-0.0616951 # DEPENDENCYPART_TRISIBL
(12,14),(12,17),(12,24),-0.0647106 # DEPENDENCYPART_TRISIBL
(12,14),(12,17),(12,25),-0.0163576 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,19),(12,20),-0.0613813 # DEPENDENCYPART_TRISIBL
(12,14),(12,19),(12,24),-0.064669 # DEPENDENCYPART_TRISIBL
(12,14),(12,19),(12,25),-0.0172227 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,20),(12,24),0.00596601 # DEPENDENCYPART_TRISIBL
(12,14),(12,20),(12,25),0.0888833 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,24),(12,25),0.0384463 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,16),(12,17),-0.0572618 # DEPENDENCYPART_TRISIBL
(12,15),(12,16),(12,19),-0.0554317 # DEPENDENCYPART_TRISIBL
(12,15),(12,16),(12,20),-0.0786477 # DEPENDENCYPART_TRISIBL
(12,15),(12,16),(12,24),-0.069549 # DEPENDENCYPART_TRISIBL
(12,15),(12,16),(12,25),-0.111843 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,17),(12,19),-0.0581796 # DEPENDENCYPART_TRISIBL
(12,15),(12,17),(12,20),-0.0633489 # DEPENDENCYPART_TRISIBL
(12,15),(12,17),(12,24),-0.0690661 # DEPENDENCYPART_TRISIBL
(12,15),(12,17),(12,25),-0.0355091 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,19),(12,20),-0.0630351 # DEPENDENCYPART_TRISIBL
(12,15),(12,19),(12,24),-0.0690245 # DEPENDENCYPART_TRISIBL
(12,15),(12,19),(12,25),-0.0363742 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,20),(12,24),0.000835261 # DEPENDENCYPART_TRISIBL
(12,15),(12,20),(12,25),0.0699399 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,24),(12,25),0.0178102 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,16),(12,17),(12,19),-0.0465253 # DEPENDENCYPART_TRISIBL
(12,16),(12,17),(12,20),-0.0691436 # DEPENDENCYPART_TRISIBL
(12,16),(12,17),(12,24),-0.0490711 # DEPENDENCYPART_TRISIBL
(12,16),(12,17),(12,25),-0.0485219 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,16),(12,19),(12,20),-0.0699288 # DEPENDENCYPART_TRISIBL
(12,16),(12,19),(12,24),-0.0489674 # DEPENDENCYPART_TRISIBL
(12,16),(12,19),(12,25),-0.0482755 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,16),(12,20),(12,24),-0.0685924 # DEPENDENCYPART_TRISIBL
(12,16),(12,20),(12,25),-0.0664402 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,16),(12,24),(12,25),0.0357941 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,17),(12,19),(12,20),0.0333507 # DEPENDENCYPART_TRISIBL
(12,17),(12,19),(12,24),-0.0407391 # DEPENDENCYPART_TRISIBL
(12,17),(12,19),(12,25),-0.0952795 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,17),(12,20),(12,24),-0.0243086 # DEPENDENCYPART_TRISIBL
(12,17),(12,20),(12,25),0.145039 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,17),(12,24),(12,25),-0.135819 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,19),(12,20),(12,24),-0.0144469 # DEPENDENCYPART_TRISIBL
(12,19),(12,20),(12,25),0.126947 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,19),(12,24),(12,25),-0.14001 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,20),(12,24),(12,25),0.146015 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,11),(12,10),-0.096113 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,11),(12,9),-0.223078 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,11),(12,7),-0.105869 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
