# _root_ He added : `` Every paper company management has to be saying to itself , ` Before someone comes after me , I 'm going to go after somebody . ' ''
#goldHeads=2,0,2,2,8,8,8,9,2,11,9,11,12,13,12,12,19,19,24,19,20,24,24,12,24,27,25,27,28,2,2,2,
#predictedHeads=2,0,2,2,8,8,8,9,2,11,9,11,12,13,12,12,19,19,24,19,20,24,24,12,24,27,25,27,28,2,12,2,
(12,14),(12,24),(12,25),-0.0832048 # DEPENDENCYPART_TRISIBL
(12,14),(12,24),(12,27),-0.0832884 # DEPENDENCYPART_TRISIBL
(12,14),(12,24),(12,28),-0.0705707 # DEPENDENCYPART_TRISIBL
(12,14),(12,24),(12,30),-0.0422112 # DEPENDENCYPART_TRISIBL
(12,14),(12,24),(12,31),-0.0824334 # DEPENDENCYPART_TRISIBL
(12,14),(12,24),(12,32),-0.0936438 # DEPENDENCYPART_TRISIBL
(12,14),(12,24),(12,33),-0.0559678 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,25),(12,27),-0.0832552 # DEPENDENCYPART_TRISIBL
(12,14),(12,25),(12,28),-0.0705707 # DEPENDENCYPART_TRISIBL
(12,14),(12,25),(12,30),-0.0444615 # DEPENDENCYPART_TRISIBL
(12,14),(12,25),(12,31),-0.0824205 # DEPENDENCYPART_TRISIBL
(12,14),(12,25),(12,32),-0.0936308 # DEPENDENCYPART_TRISIBL
(12,14),(12,25),(12,33),-0.0450393 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,27),(12,28),-0.0705707 # DEPENDENCYPART_TRISIBL
(12,14),(12,27),(12,30),-0.0422162 # DEPENDENCYPART_TRISIBL
(12,14),(12,27),(12,31),-0.0824205 # DEPENDENCYPART_TRISIBL
(12,14),(12,27),(12,32),-0.0936308 # DEPENDENCYPART_TRISIBL
(12,14),(12,27),(12,33),-0.0565936 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,28),(12,30),-0.0767082 # DEPENDENCYPART_TRISIBL
(12,14),(12,28),(12,31),-0.0682111 # DEPENDENCYPART_TRISIBL
(12,14),(12,28),(12,32),-0.0765505 # DEPENDENCYPART_TRISIBL
(12,14),(12,28),(12,33),-0.0617719 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,30),(12,31),-0.095669 # DEPENDENCYPART_TRISIBL
(12,14),(12,30),(12,32),-0.109234 # DEPENDENCYPART_TRISIBL
(12,14),(12,30),(12,33),-0.0754962 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,31),(12,32),-0.0926567 # DEPENDENCYPART_TRISIBL
(12,14),(12,31),(12,33),-0.0605115 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,32),(12,33),-0.0613473 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,16),(12,17),0.0017284 # DEPENDENCYPART_TRISIBL
(12,15),(12,16),(12,18),-0.0410863 # DEPENDENCYPART_TRISIBL
(12,15),(12,16),(12,19),0.0747374 # DEPENDENCYPART_TRISIBL
(12,15),(12,16),(12,20),0.00444039 # DEPENDENCYPART_TRISIBL
(12,15),(12,16),(12,22),0.119223 # DEPENDENCYPART_TRISIBL
(12,15),(12,16),(12,24),0.0700635 # DEPENDENCYPART_TRISIBL
(12,15),(12,16),(12,25),0.0746218 # DEPENDENCYPART_TRISIBL
(12,15),(12,16),(12,27),0.0745977 # DEPENDENCYPART_TRISIBL
(12,15),(12,16),(12,28),0.00444039 # DEPENDENCYPART_TRISIBL
(12,15),(12,16),(12,30),-0.0356605 # DEPENDENCYPART_TRISIBL
(12,15),(12,16),(12,31),-0.0987023 # DEPENDENCYPART_TRISIBL
(12,15),(12,16),(12,32),-0.112623 # DEPENDENCYPART_TRISIBL
(12,15),(12,16),(12,33),-0.0371266 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,17),(12,18),-0.0681252 # DEPENDENCYPART_TRISIBL
(12,15),(12,17),(12,19),0.00172474 # DEPENDENCYPART_TRISIBL
(12,15),(12,17),(12,20),-0.115172 # DEPENDENCYPART_TRISIBL
(12,15),(12,17),(12,22),0.191687 # DEPENDENCYPART_TRISIBL
(12,15),(12,17),(12,24),0.00217305 # DEPENDENCYPART_TRISIBL
(12,15),(12,17),(12,25),0.00160185 # DEPENDENCYPART_TRISIBL
(12,15),(12,17),(12,27),0.00159206 # DEPENDENCYPART_TRISIBL
(12,15),(12,17),(12,28),-0.115172 # DEPENDENCYPART_TRISIBL
(12,15),(12,17),(12,30),0.0155492 # DEPENDENCYPART_TRISIBL
(12,15),(12,17),(12,31),-0.101671 # DEPENDENCYPART_TRISIBL
(12,15),(12,17),(12,32),-0.116164 # DEPENDENCYPART_TRISIBL
(12,15),(12,17),(12,33),-0.0159136 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,18),(12,19),-0.0376267 # DEPENDENCYPART_TRISIBL
(12,15),(12,18),(12,20),-0.0685596 # DEPENDENCYPART_TRISIBL
(12,15),(12,18),(12,22),0.196368 # DEPENDENCYPART_TRISIBL
(12,15),(12,18),(12,24),-0.0393156 # DEPENDENCYPART_TRISIBL
(12,15),(12,18),(12,25),-0.0377179 # DEPENDENCYPART_TRISIBL
(12,15),(12,18),(12,27),-0.0377836 # DEPENDENCYPART_TRISIBL
(12,15),(12,18),(12,28),-0.0685596 # DEPENDENCYPART_TRISIBL
(12,15),(12,18),(12,30),-0.0740638 # DEPENDENCYPART_TRISIBL
(12,15),(12,18),(12,31),-0.0959521 # DEPENDENCYPART_TRISIBL
(12,15),(12,18),(12,32),-0.109625 # DEPENDENCYPART_TRISIBL
(12,15),(12,18),(12,33),-0.0173552 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,19),(12,20),-0.0134078 # DEPENDENCYPART_TRISIBL
(12,15),(12,19),(12,22),0.234349 # DEPENDENCYPART_TRISIBL
(12,15),(12,19),(12,24),-0.0249057 # DEPENDENCYPART_TRISIBL
(12,15),(12,19),(12,25),-0.0233075 # DEPENDENCYPART_TRISIBL
(12,15),(12,19),(12,27),-0.0234505 # DEPENDENCYPART_TRISIBL
(12,15),(12,19),(12,28),-0.0134078 # DEPENDENCYPART_TRISIBL
(12,15),(12,19),(12,30),0.0466295 # DEPENDENCYPART_TRISIBL
(12,15),(12,19),(12,31),-0.0978658 # DEPENDENCYPART_TRISIBL
(12,15),(12,19),(12,32),-0.111845 # DEPENDENCYPART_TRISIBL
(12,15),(12,19),(12,33),0.0198471 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,20),(12,22),0.198938 # DEPENDENCYPART_TRISIBL
(12,15),(12,20),(12,24),0.00165589 # DEPENDENCYPART_TRISIBL
(12,15),(12,20),(12,25),0.00108469 # DEPENDENCYPART_TRISIBL
(12,15),(12,20),(12,27),0.0010749 # DEPENDENCYPART_TRISIBL
(12,15),(12,20),(12,28),-0.115198 # DEPENDENCYPART_TRISIBL
(12,15),(12,20),(12,30),0.0149588 # DEPENDENCYPART_TRISIBL
(12,15),(12,20),(12,31),-0.101671 # DEPENDENCYPART_TRISIBL
(12,15),(12,20),(12,32),-0.116164 # DEPENDENCYPART_TRISIBL
(12,15),(12,20),(12,33),-0.0112486 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,22),(12,24),-0.0587224 # DEPENDENCYPART_TRISIBL
(12,15),(12,22),(12,25),-0.0571269 # DEPENDENCYPART_TRISIBL
(12,15),(12,22),(12,27),-0.0571662 # DEPENDENCYPART_TRISIBL
(12,15),(12,22),(12,28),-0.0578137 # DEPENDENCYPART_TRISIBL
(12,15),(12,22),(12,30),-0.0475818 # DEPENDENCYPART_TRISIBL
(12,15),(12,22),(12,31),-0.0959652 # DEPENDENCYPART_TRISIBL
(12,15),(12,22),(12,32),-0.109369 # DEPENDENCYPART_TRISIBL
(12,15),(12,22),(12,33),-0.0727906 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,24),(12,25),-0.0233075 # DEPENDENCYPART_TRISIBL
(12,15),(12,24),(12,27),-0.0234505 # DEPENDENCYPART_TRISIBL
(12,15),(12,24),(12,28),-0.0134078 # DEPENDENCYPART_TRISIBL
(12,15),(12,24),(12,30),0.0468776 # DEPENDENCYPART_TRISIBL
(12,15),(12,24),(12,31),-0.0978658 # DEPENDENCYPART_TRISIBL
(12,15),(12,24),(12,32),-0.111845 # DEPENDENCYPART_TRISIBL
(12,15),(12,24),(12,33),0.0183472 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,25),(12,27),-0.0234505 # DEPENDENCYPART_TRISIBL
(12,15),(12,25),(12,28),-0.0134078 # DEPENDENCYPART_TRISIBL
(12,15),(12,25),(12,30),0.0465616 # DEPENDENCYPART_TRISIBL
(12,15),(12,25),(12,31),-0.0978658 # DEPENDENCYPART_TRISIBL
(12,15),(12,25),(12,32),-0.111845 # DEPENDENCYPART_TRISIBL
(12,15),(12,25),(12,33),0.0282784 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,27),(12,28),-0.0134078 # DEPENDENCYPART_TRISIBL
(12,15),(12,27),(12,30),0.0409208 # DEPENDENCYPART_TRISIBL
(12,15),(12,27),(12,31),-0.0978658 # DEPENDENCYPART_TRISIBL
(12,15),(12,27),(12,32),-0.111845 # DEPENDENCYPART_TRISIBL
(12,15),(12,27),(12,33),0.0173882 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,28),(12,30),0.0149588 # DEPENDENCYPART_TRISIBL
(12,15),(12,28),(12,31),-0.101671 # DEPENDENCYPART_TRISIBL
(12,15),(12,28),(12,32),-0.116164 # DEPENDENCYPART_TRISIBL
(12,15),(12,28),(12,33),-0.0112486 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,30),(12,31),-0.115564 # DEPENDENCYPART_TRISIBL
(12,15),(12,30),(12,32),-0.131627 # DEPENDENCYPART_TRISIBL
(12,15),(12,30),(12,33),-0.139194 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,31),(12,32),-0.115943 # DEPENDENCYPART_TRISIBL
(12,15),(12,31),(12,33),0.00472044 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,32),(12,33),0.0200533 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,16),(12,17),(12,18),-0.080311 # DEPENDENCYPART_TRISIBL
(12,16),(12,17),(12,19),-0.0850215 # DEPENDENCYPART_TRISIBL
(12,16),(12,17),(12,20),-0.0696929 # DEPENDENCYPART_TRISIBL
(12,16),(12,17),(12,22),0.0588457 # DEPENDENCYPART_TRISIBL
(12,16),(12,17),(12,24),-0.0848145 # DEPENDENCYPART_TRISIBL
(12,16),(12,17),(12,25),-0.0844855 # DEPENDENCYPART_TRISIBL
(12,16),(12,17),(12,27),-0.084465 # DEPENDENCYPART_TRISIBL
(12,16),(12,17),(12,28),-0.0696929 # DEPENDENCYPART_TRISIBL
(12,16),(12,17),(12,30),-0.018786 # DEPENDENCYPART_TRISIBL
(12,16),(12,17),(12,31),0.040773 # DEPENDENCYPART_TRISIBL
(12,16),(12,17),(12,32),0.0748783 # DEPENDENCYPART_TRISIBL
(12,16),(12,17),(12,33),-0.056326 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,16),(12,18),(12,19),-0.0828515 # DEPENDENCYPART_TRISIBL
(12,16),(12,18),(12,20),-0.0842905 # DEPENDENCYPART_TRISIBL
(12,16),(12,18),(12,22),0.00380915 # DEPENDENCYPART_TRISIBL
(12,16),(12,18),(12,24),-0.0826445 # DEPENDENCYPART_TRISIBL
(12,16),(12,18),(12,25),-0.0823155 # DEPENDENCYPART_TRISIBL
(12,16),(12,18),(12,27),-0.0822949 # DEPENDENCYPART_TRISIBL
(12,16),(12,18),(12,28),-0.0842905 # DEPENDENCYPART_TRISIBL
(12,16),(12,18),(12,30),-0.0194333 # DEPENDENCYPART_TRISIBL
(12,16),(12,18),(12,31),0.0584256 # DEPENDENCYPART_TRISIBL
(12,16),(12,18),(12,32),0.100606 # DEPENDENCYPART_TRISIBL
(12,16),(12,18),(12,33),-0.0423051 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,16),(12,19),(12,20),-0.0717978 # DEPENDENCYPART_TRISIBL
(12,16),(12,19),(12,22),-0.0372084 # DEPENDENCYPART_TRISIBL
(12,16),(12,19),(12,24),-0.0860426 # DEPENDENCYPART_TRISIBL
(12,16),(12,19),(12,25),-0.0857239 # DEPENDENCYPART_TRISIBL
(12,16),(12,19),(12,27),-0.085693 # DEPENDENCYPART_TRISIBL
(12,16),(12,19),(12,28),-0.0717978 # DEPENDENCYPART_TRISIBL
(12,16),(12,19),(12,30),0.0110291 # DEPENDENCYPART_TRISIBL
(12,16),(12,19),(12,31),0.121394 # DEPENDENCYPART_TRISIBL
(12,16),(12,19),(12,32),0.156153 # DEPENDENCYPART_TRISIBL
(12,16),(12,19),(12,33),-0.00705064 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,16),(12,20),(12,22),0.0649774 # DEPENDENCYPART_TRISIBL
(12,16),(12,20),(12,24),-0.0848139 # DEPENDENCYPART_TRISIBL
(12,16),(12,20),(12,25),-0.084485 # DEPENDENCYPART_TRISIBL
(12,16),(12,20),(12,27),-0.0844644 # DEPENDENCYPART_TRISIBL
(12,16),(12,20),(12,28),-0.0696929 # DEPENDENCYPART_TRISIBL
(12,16),(12,20),(12,30),-0.0187955 # DEPENDENCYPART_TRISIBL
(12,16),(12,20),(12,31),0.0404225 # DEPENDENCYPART_TRISIBL
(12,16),(12,20),(12,32),0.0745279 # DEPENDENCYPART_TRISIBL
(12,16),(12,20),(12,33),-0.056281 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,16),(12,22),(12,24),-0.0806117 # DEPENDENCYPART_TRISIBL
(12,16),(12,22),(12,25),-0.0802827 # DEPENDENCYPART_TRISIBL
(12,16),(12,22),(12,27),-0.0802621 # DEPENDENCYPART_TRISIBL
(12,16),(12,22),(12,28),-0.0729124 # DEPENDENCYPART_TRISIBL
(12,16),(12,22),(12,30),-0.0230903 # DEPENDENCYPART_TRISIBL
(12,16),(12,22),(12,31),-0.0216423 # DEPENDENCYPART_TRISIBL
(12,16),(12,22),(12,32),-0.00396611 # DEPENDENCYPART_TRISIBL
(12,16),(12,22),(12,33),-0.0849172 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,16),(12,24),(12,25),-0.0857239 # DEPENDENCYPART_TRISIBL
(12,16),(12,24),(12,27),-0.085693 # DEPENDENCYPART_TRISIBL
(12,16),(12,24),(12,28),-0.0717978 # DEPENDENCYPART_TRISIBL
(12,16),(12,24),(12,30),0.00613566 # DEPENDENCYPART_TRISIBL
(12,16),(12,24),(12,31),0.112659 # DEPENDENCYPART_TRISIBL
(12,16),(12,24),(12,32),0.147418 # DEPENDENCYPART_TRISIBL
(12,16),(12,24),(12,33),-0.00766524 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,16),(12,25),(12,27),-0.085693 # DEPENDENCYPART_TRISIBL
(12,16),(12,25),(12,28),-0.0717978 # DEPENDENCYPART_TRISIBL
(12,16),(12,25),(12,30),0.0108821 # DEPENDENCYPART_TRISIBL
(12,16),(12,25),(12,31),0.114049 # DEPENDENCYPART_TRISIBL
(12,16),(12,25),(12,32),0.148808 # DEPENDENCYPART_TRISIBL
(12,16),(12,25),(12,33),-0.00718822 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,16),(12,27),(12,28),-0.0717978 # DEPENDENCYPART_TRISIBL
(12,16),(12,27),(12,30),0.0110177 # DEPENDENCYPART_TRISIBL
(12,16),(12,27),(12,31),0.114278 # DEPENDENCYPART_TRISIBL
(12,16),(12,27),(12,32),0.149037 # DEPENDENCYPART_TRISIBL
(12,16),(12,27),(12,33),-0.00682162 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,16),(12,28),(12,30),-0.0187955 # DEPENDENCYPART_TRISIBL
(12,16),(12,28),(12,31),0.0404225 # DEPENDENCYPART_TRISIBL
(12,16),(12,28),(12,32),0.0745279 # DEPENDENCYPART_TRISIBL
(12,16),(12,28),(12,33),-0.056281 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,16),(12,30),(12,31),-0.0396694 # DEPENDENCYPART_TRISIBL
(12,16),(12,30),(12,32),-0.0273838 # DEPENDENCYPART_TRISIBL
(12,16),(12,30),(12,33),-0.0630317 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,16),(12,31),(12,32),0.0272116 # DEPENDENCYPART_TRISIBL
(12,16),(12,31),(12,33),-0.0808392 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,16),(12,32),(12,33),-0.0889897 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,17),(12,18),(12,19),-0.06419 # DEPENDENCYPART_TRISIBL
(12,17),(12,18),(12,20),-0.0678567 # DEPENDENCYPART_TRISIBL
(12,17),(12,18),(12,22),-0.054988 # DEPENDENCYPART_TRISIBL
(12,17),(12,18),(12,24),-0.0664742 # DEPENDENCYPART_TRISIBL
(12,17),(12,18),(12,25),-0.0646862 # DEPENDENCYPART_TRISIBL
(12,17),(12,18),(12,27),-0.0679234 # DEPENDENCYPART_TRISIBL
(12,17),(12,18),(12,28),-0.0678567 # DEPENDENCYPART_TRISIBL
(12,17),(12,18),(12,30),-0.086922 # DEPENDENCYPART_TRISIBL
(12,17),(12,18),(12,31),-0.083311 # DEPENDENCYPART_TRISIBL
(12,17),(12,18),(12,32),-0.102773 # DEPENDENCYPART_TRISIBL
(12,17),(12,18),(12,33),-0.0431795 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,17),(12,19),(12,20),-0.0864534 # DEPENDENCYPART_TRISIBL
(12,17),(12,19),(12,22),-0.0460502 # DEPENDENCYPART_TRISIBL
(12,17),(12,19),(12,24),-0.082438 # DEPENDENCYPART_TRISIBL
(12,17),(12,19),(12,25),-0.0810157 # DEPENDENCYPART_TRISIBL
(12,17),(12,19),(12,27),-0.0838601 # DEPENDENCYPART_TRISIBL
(12,17),(12,19),(12,28),-0.0864534 # DEPENDENCYPART_TRISIBL
(12,17),(12,19),(12,30),-0.0923419 # DEPENDENCYPART_TRISIBL
(12,17),(12,19),(12,31),-0.0789963 # DEPENDENCYPART_TRISIBL
(12,17),(12,19),(12,32),-0.0972712 # DEPENDENCYPART_TRISIBL
(12,17),(12,19),(12,33),-0.0439095 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,17),(12,20),(12,22),-0.0432405 # DEPENDENCYPART_TRISIBL
(12,17),(12,20),(12,24),-0.116008 # DEPENDENCYPART_TRISIBL
(12,17),(12,20),(12,25),-0.11422 # DEPENDENCYPART_TRISIBL
(12,17),(12,20),(12,27),-0.117835 # DEPENDENCYPART_TRISIBL
(12,17),(12,20),(12,28),-0.0559233 # DEPENDENCYPART_TRISIBL
(12,17),(12,20),(12,30),-0.0756497 # DEPENDENCYPART_TRISIBL
(12,17),(12,20),(12,31),-0.0738392 # DEPENDENCYPART_TRISIBL
(12,17),(12,20),(12,32),-0.087879 # DEPENDENCYPART_TRISIBL
(12,17),(12,20),(12,33),-0.0958272 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,17),(12,22),(12,24),-0.0778788 # DEPENDENCYPART_TRISIBL
(12,17),(12,22),(12,25),-0.0748323 # DEPENDENCYPART_TRISIBL
(12,17),(12,22),(12,27),-0.0784868 # DEPENDENCYPART_TRISIBL
(12,17),(12,22),(12,28),-0.0600916 # DEPENDENCYPART_TRISIBL
(12,17),(12,22),(12,30),-0.0321878 # DEPENDENCYPART_TRISIBL
(12,17),(12,22),(12,31),-0.0646797 # DEPENDENCYPART_TRISIBL
(12,17),(12,22),(12,32),-0.0916014 # DEPENDENCYPART_TRISIBL
(12,17),(12,22),(12,33),-0.166431 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,17),(12,24),(12,25),-0.0810144 # DEPENDENCYPART_TRISIBL
(12,17),(12,24),(12,27),-0.0838588 # DEPENDENCYPART_TRISIBL
(12,17),(12,24),(12,28),-0.0864299 # DEPENDENCYPART_TRISIBL
(12,17),(12,24),(12,30),-0.0879293 # DEPENDENCYPART_TRISIBL
(12,17),(12,24),(12,31),-0.0789963 # DEPENDENCYPART_TRISIBL
(12,17),(12,24),(12,32),-0.0972712 # DEPENDENCYPART_TRISIBL
(12,17),(12,24),(12,33),-0.0459383 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,17),(12,25),(12,27),-0.0838588 # DEPENDENCYPART_TRISIBL
(12,17),(12,25),(12,28),-0.0864299 # DEPENDENCYPART_TRISIBL
(12,17),(12,25),(12,30),-0.0938353 # DEPENDENCYPART_TRISIBL
(12,17),(12,25),(12,31),-0.0789963 # DEPENDENCYPART_TRISIBL
(12,17),(12,25),(12,32),-0.0972713 # DEPENDENCYPART_TRISIBL
(12,17),(12,25),(12,33),-0.0498143 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,17),(12,27),(12,28),-0.0864299 # DEPENDENCYPART_TRISIBL
(12,17),(12,27),(12,30),-0.092263 # DEPENDENCYPART_TRISIBL
(12,17),(12,27),(12,31),-0.0789963 # DEPENDENCYPART_TRISIBL
(12,17),(12,27),(12,32),-0.0972712 # DEPENDENCYPART_TRISIBL
(12,17),(12,27),(12,33),-0.0510128 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,17),(12,28),(12,30),-0.0756497 # DEPENDENCYPART_TRISIBL
(12,17),(12,28),(12,31),-0.0738392 # DEPENDENCYPART_TRISIBL
(12,17),(12,28),(12,32),-0.087879 # DEPENDENCYPART_TRISIBL
(12,17),(12,28),(12,33),-0.0958272 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,17),(12,30),(12,31),-0.00660448 # DEPENDENCYPART_TRISIBL
(12,17),(12,30),(12,32),-0.0104819 # DEPENDENCYPART_TRISIBL
(12,17),(12,30),(12,33),-0.0425491 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,17),(12,31),(12,32),-0.0895472 # DEPENDENCYPART_TRISIBL
(12,17),(12,31),(12,33),-0.0993432 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,17),(12,32),(12,33),-0.102344 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,18),(12,19),(12,20),-0.049609 # DEPENDENCYPART_TRISIBL
(12,18),(12,19),(12,22),-0.0125844 # DEPENDENCYPART_TRISIBL
(12,18),(12,19),(12,24),-0.100415 # DEPENDENCYPART_TRISIBL
(12,18),(12,19),(12,25),-0.101783 # DEPENDENCYPART_TRISIBL
(12,18),(12,19),(12,27),-0.104262 # DEPENDENCYPART_TRISIBL
(12,18),(12,19),(12,28),-0.049609 # DEPENDENCYPART_TRISIBL
(12,18),(12,19),(12,30),-0.0583516 # DEPENDENCYPART_TRISIBL
(12,18),(12,19),(12,31),-0.074151 # DEPENDENCYPART_TRISIBL
(12,18),(12,19),(12,32),-0.0613044 # DEPENDENCYPART_TRISIBL
(12,18),(12,19),(12,33),-0.0517708 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,18),(12,20),(12,22),-0.0179626 # DEPENDENCYPART_TRISIBL
(12,18),(12,20),(12,24),-0.0954615 # DEPENDENCYPART_TRISIBL
(12,18),(12,20),(12,25),-0.0968296 # DEPENDENCYPART_TRISIBL
(12,18),(12,20),(12,27),-0.100806 # DEPENDENCYPART_TRISIBL
(12,18),(12,20),(12,28),-0.054771 # DEPENDENCYPART_TRISIBL
(12,18),(12,20),(12,30),-0.0228632 # DEPENDENCYPART_TRISIBL
(12,18),(12,20),(12,31),-0.0837773 # DEPENDENCYPART_TRISIBL
(12,18),(12,20),(12,32),-0.0719346 # DEPENDENCYPART_TRISIBL
(12,18),(12,20),(12,33),-0.0754174 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,18),(12,22),(12,24),-0.046101 # DEPENDENCYPART_TRISIBL
(12,18),(12,22),(12,25),-0.0476309 # DEPENDENCYPART_TRISIBL
(12,18),(12,22),(12,27),-0.0500493 # DEPENDENCYPART_TRISIBL
(12,18),(12,22),(12,28),0.0194392 # DEPENDENCYPART_TRISIBL
(12,18),(12,22),(12,30),-0.121901 # DEPENDENCYPART_TRISIBL
(12,18),(12,22),(12,31),-0.0149142 # DEPENDENCYPART_TRISIBL
(12,18),(12,22),(12,32),0.0141754 # DEPENDENCYPART_TRISIBL
(12,18),(12,22),(12,33),-0.0821602 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,18),(12,24),(12,25),-0.101783 # DEPENDENCYPART_TRISIBL
(12,18),(12,24),(12,27),-0.104262 # DEPENDENCYPART_TRISIBL
(12,18),(12,24),(12,28),-0.049609 # DEPENDENCYPART_TRISIBL
(12,18),(12,24),(12,30),-0.0578684 # DEPENDENCYPART_TRISIBL
(12,18),(12,24),(12,31),-0.0741481 # DEPENDENCYPART_TRISIBL
(12,18),(12,24),(12,32),-0.0613015 # DEPENDENCYPART_TRISIBL
(12,18),(12,24),(12,33),-0.0502861 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,18),(12,25),(12,27),-0.104262 # DEPENDENCYPART_TRISIBL
(12,18),(12,25),(12,28),-0.049609 # DEPENDENCYPART_TRISIBL
(12,18),(12,25),(12,30),-0.0535192 # DEPENDENCYPART_TRISIBL
(12,18),(12,25),(12,31),-0.0741481 # DEPENDENCYPART_TRISIBL
(12,18),(12,25),(12,32),-0.0613015 # DEPENDENCYPART_TRISIBL
(12,18),(12,25),(12,33),-0.0474288 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,18),(12,27),(12,28),-0.049609 # DEPENDENCYPART_TRISIBL
(12,18),(12,27),(12,30),-0.0466623 # DEPENDENCYPART_TRISIBL
(12,18),(12,27),(12,31),-0.0741481 # DEPENDENCYPART_TRISIBL
(12,18),(12,27),(12,32),-0.0613015 # DEPENDENCYPART_TRISIBL
(12,18),(12,27),(12,33),-0.0495229 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,18),(12,28),(12,30),-0.0228632 # DEPENDENCYPART_TRISIBL
(12,18),(12,28),(12,31),-0.0837773 # DEPENDENCYPART_TRISIBL
(12,18),(12,28),(12,32),-0.0719346 # DEPENDENCYPART_TRISIBL
(12,18),(12,28),(12,33),-0.0754174 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,18),(12,30),(12,31),-0.0349222 # DEPENDENCYPART_TRISIBL
(12,18),(12,30),(12,32),-0.00947164 # DEPENDENCYPART_TRISIBL
(12,18),(12,30),(12,33),0.00376388 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,18),(12,31),(12,32),-0.0634204 # DEPENDENCYPART_TRISIBL
(12,18),(12,31),(12,33),-0.0765594 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,18),(12,32),(12,33),-0.0732198 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,19),(12,20),(12,22),-0.106317 # DEPENDENCYPART_TRISIBL
(12,19),(12,20),(12,24),-0.0764817 # DEPENDENCYPART_TRISIBL
(12,19),(12,20),(12,25),-0.0802098 # DEPENDENCYPART_TRISIBL
(12,19),(12,20),(12,27),-0.0732696 # DEPENDENCYPART_TRISIBL
(12,19),(12,20),(12,28),-0.0356744 # DEPENDENCYPART_TRISIBL
(12,19),(12,20),(12,30),0.0348225 # DEPENDENCYPART_TRISIBL
(12,19),(12,20),(12,31),-0.0584386 # DEPENDENCYPART_TRISIBL
(12,19),(12,20),(12,32),-0.037853 # DEPENDENCYPART_TRISIBL
(12,19),(12,20),(12,33),-0.0316116 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,19),(12,22),(12,24),-0.0462987 # DEPENDENCYPART_TRISIBL
