# _root_ Now the Journal , flush with ads and hugely profitable , is even with La Presse in weekend circulation and outsells it 3 to 2 every weekday .
#goldHeads=20,3,20,20,8,5,6,20,10,8,20,20,12,13,16,14,12,19,17,0,20,21,21,23,24,27,21,20,
#predictedHeads=20,3,12,3,8,5,6,3,10,8,3,20,12,12,16,14,16,19,17,0,20,23,21,21,24,27,25,20,
(20,28),(28,28),(28,27),0.0905956 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,28),(28,28),(28,-1),-0.0746485 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,28),(28,27),(28,-1),-0.149052 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,1),(1,1),(1,2),0.144936 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,1),(1,1),(1,3),0.109313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,1),(1,1),(1,4),0.0565857 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,1),(1,1),(1,5),0.108488 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,1),(1,1),(1,6),0.171677 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,1),(1,1),(1,7),0.109313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,1),(1,1),(1,8),0.11782 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,1),(1,1),(1,9),0.120922 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,1),(1,1),(1,12),0.124543 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,1),(1,1),(1,29),-0.0419944 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,1),(1,2),(1,3),0.116299 # DEPENDENCYPART_GRANDSIBL
(21,1),(1,2),(1,4),0.118372 # DEPENDENCYPART_GRANDSIBL
(21,1),(1,2),(1,5),0.118845 # DEPENDENCYPART_GRANDSIBL
(21,1),(1,2),(1,6),0.127428 # DEPENDENCYPART_GRANDSIBL
(21,1),(1,2),(1,7),0.116299 # DEPENDENCYPART_GRANDSIBL
(21,1),(1,2),(1,8),0.119158 # DEPENDENCYPART_GRANDSIBL
(21,1),(1,2),(1,9),0.119157 # DEPENDENCYPART_GRANDSIBL
(21,1),(1,2),(1,12),0.124689 # DEPENDENCYPART_GRANDSIBL
(21,1),(1,2),(1,29),-0.135145 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,1),(1,3),(1,4),0.138167 # DEPENDENCYPART_GRANDSIBL
(21,1),(1,3),(1,5),0.11826 # DEPENDENCYPART_GRANDSIBL
(21,1),(1,3),(1,6),0.103564 # DEPENDENCYPART_GRANDSIBL
(21,1),(1,3),(1,7),0.124694 # DEPENDENCYPART_GRANDSIBL
(21,1),(1,3),(1,8),0.126598 # DEPENDENCYPART_GRANDSIBL
(21,1),(1,3),(1,9),0.121479 # DEPENDENCYPART_GRANDSIBL
(21,1),(1,3),(1,12),0.117581 # DEPENDENCYPART_GRANDSIBL
(21,1),(1,3),(1,29),-0.114003 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,1),(1,4),(1,5),0.137675 # DEPENDENCYPART_GRANDSIBL
(21,1),(1,4),(1,6),0.106506 # DEPENDENCYPART_GRANDSIBL
(21,1),(1,4),(1,7),0.137611 # DEPENDENCYPART_GRANDSIBL
(21,1),(1,4),(1,8),0.107774 # DEPENDENCYPART_GRANDSIBL
(21,1),(1,4),(1,9),0.123159 # DEPENDENCYPART_GRANDSIBL
(21,1),(1,4),(1,12),0.0977487 # DEPENDENCYPART_GRANDSIBL
(21,1),(1,4),(1,29),-0.173789 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,1),(1,5),(1,6),0.115892 # DEPENDENCYPART_GRANDSIBL
(21,1),(1,5),(1,7),0.117258 # DEPENDENCYPART_GRANDSIBL
(21,1),(1,5),(1,8),0.119133 # DEPENDENCYPART_GRANDSIBL
(21,1),(1,5),(1,9),0.119098 # DEPENDENCYPART_GRANDSIBL
(21,1),(1,5),(1,12),0.118704 # DEPENDENCYPART_GRANDSIBL
(21,1),(1,5),(1,29),-0.114395 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,1),(1,6),(1,7),0.127639 # DEPENDENCYPART_GRANDSIBL
(21,1),(1,6),(1,8),0.115055 # DEPENDENCYPART_GRANDSIBL
(21,1),(1,6),(1,9),0.127715 # DEPENDENCYPART_GRANDSIBL
(21,1),(1,6),(1,12),0.107496 # DEPENDENCYPART_GRANDSIBL
(21,1),(1,6),(1,29),-0.0910176 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,1),(1,7),(1,8),0.126598 # DEPENDENCYPART_GRANDSIBL
(21,1),(1,7),(1,9),0.121479 # DEPENDENCYPART_GRANDSIBL
(21,1),(1,7),(1,12),0.117581 # DEPENDENCYPART_GRANDSIBL
(21,1),(1,7),(1,29),-0.114003 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,1),(1,8),(1,9),0.104979 # DEPENDENCYPART_GRANDSIBL
(21,1),(1,8),(1,12),0.0936137 # DEPENDENCYPART_GRANDSIBL
(21,1),(1,8),(1,29),-0.158186 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,1),(1,9),(1,12),0.116154 # DEPENDENCYPART_GRANDSIBL
(21,1),(1,9),(1,29),-0.0825385 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,1),(1,12),(1,29),-0.146014 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,1),(1,1),(1,-1),0.103248 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,3),(3,3),(3,4),0.0388655 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,3),(3,3),(3,5),0.137661 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,3),(3,3),(3,6),0.125829 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,3),(3,3),(3,7),0.0386287 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,3),(3,3),(3,8),0.0837648 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,3),(3,3),(3,9),0.139033 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,3),(3,3),(3,11),0.0388655 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,3),(3,3),(3,12),0.171448 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,3),(3,3),(3,13),0.132123 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,3),(3,3),(3,14),0.125829 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,3),(3,3),(3,20),0.0837648 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,3),(3,3),(3,28),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,3),(3,3),(3,29),-0.161623 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,3),(3,4),(3,5),0.147626 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,4),(3,6),0.0658551 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,4),(3,7),0.202179 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,4),(3,8),0.227893 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,4),(3,9),0.0976277 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,4),(3,11),0.085871 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,4),(3,12),0.145773 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,4),(3,13),0.0975963 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,4),(3,14),0.0658551 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,4),(3,20),0.227893 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,4),(3,28),-0.125335 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,4),(3,29),-0.124283 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,3),(3,5),(3,6),0.124098 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,5),(3,7),0.0612127 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,5),(3,8),0.125181 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,5),(3,9),0.123777 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,5),(3,11),0.155941 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,5),(3,12),0.096267 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,5),(3,13),0.118484 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,5),(3,14),0.124098 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,5),(3,20),0.125181 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,5),(3,28),-0.130349 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,5),(3,29),-0.0570581 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,3),(3,6),(3,7),0.121893 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,6),(3,8),0.118971 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,6),(3,9),0.131987 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,6),(3,11),0.106712 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,6),(3,12),0.12794 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,6),(3,13),0.135827 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,6),(3,14),0.076861 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,6),(3,20),0.118971 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,6),(3,28),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,6),(3,29),-0.0408736 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,3),(3,7),(3,8),0.1687 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,7),(3,9),0.127254 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,7),(3,11),0.160752 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,7),(3,12),0.125829 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,7),(3,13),0.124968 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,7),(3,14),0.122911 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,7),(3,20),0.1687 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,7),(3,28),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,7),(3,29),-0.106875 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,3),(3,8),(3,9),0.112936 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,8),(3,11),0.319977 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,8),(3,12),0.097409 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,8),(3,13),0.165618 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,8),(3,14),0.0968379 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,8),(3,20),0.275531 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,8),(3,28),-0.0901457 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,8),(3,29),-0.0929993 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,3),(3,9),(3,11),0.0714103 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,9),(3,12),0.114333 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,9),(3,13),0.112837 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,9),(3,14),0.119968 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,9),(3,20),0.115129 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,9),(3,28),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,9),(3,29),-0.0575142 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,3),(3,11),(3,12),0.145773 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,11),(3,13),0.0975963 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,11),(3,14),0.0658551 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,11),(3,20),0.227893 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,11),(3,28),-0.125335 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,11),(3,29),-0.124283 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,3),(3,12),(3,13),0.117247 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,12),(3,14),0.104812 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,12),(3,20),0.102222 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,12),(3,28),-0.124895 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,12),(3,29),-0.086023 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,3),(3,13),(3,14),0.119903 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,13),(3,20),0.115123 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,13),(3,28),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,13),(3,29),-0.0657032 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,3),(3,14),(3,20),0.118971 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,14),(3,28),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,14),(3,29),-0.0408736 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,3),(3,20),(3,28),-0.0901457 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,20),(3,29),-0.0929993 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,3),(3,28),(3,29),-0.139005 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,3),(3,3),(3,2),-0.135706 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,3),(3,3),(3,1),-0.0653407 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,3),(3,3),(3,-1),0.0588452 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,3),(3,2),(3,1),-0.0406902 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,2),(3,-1),0.0620388 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,3),(3,1),(3,-1),-0.0765327 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,4),(4,4),(4,29),-0.0759368 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,4),(4,4),(4,-1),0.0119431 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,9),(9,9),(9,10),0.106418 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,9),(9,9),(9,11),0.0583658 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,9),(9,9),(9,12),0.114597 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,9),(9,9),(9,29),-0.0804705 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,9),(9,10),(9,11),0.123731 # DEPENDENCYPART_GRANDSIBL
(21,9),(9,10),(9,12),0.118704 # DEPENDENCYPART_GRANDSIBL
(21,9),(9,10),(9,29),-0.114877 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,9),(9,11),(9,12),0.0977504 # DEPENDENCYPART_GRANDSIBL
(21,9),(9,11),(9,29),-0.171758 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,9),(9,12),(9,29),-0.155911 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,9),(9,9),(9,8),-0.0694008 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,9),(9,9),(9,7),-0.0118774 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,9),(9,9),(9,3),-0.0112911 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,9),(9,9),(9,-1),0.0625067 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,9),(9,8),(9,7),-0.0419524 # DEPENDENCYPART_GRANDSIBL
(21,9),(9,8),(9,3),-0.0508404 # DEPENDENCYPART_GRANDSIBL
(21,9),(9,8),(9,-1),-0.0502688 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,9),(9,7),(9,3),-0.0433839 # DEPENDENCYPART_GRANDSIBL
(21,9),(9,7),(9,-1),0.0578192 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,9),(9,3),(9,-1),0.0584055 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,13),(13,13),(13,14),0.171538 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,13),(13,13),(13,15),0.112343 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,13),(13,13),(13,16),0.112343 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,13),(13,13),(13,17),0.159701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,13),(13,13),(13,19),0.112343 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,13),(13,13),(13,20),0.123481 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,13),(13,13),(13,21),-0.103119 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,13),(13,13),(13,29),-0.0949836 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,13),(13,14),(13,15),0.127228 # DEPENDENCYPART_GRANDSIBL
(21,13),(13,14),(13,16),0.127228 # DEPENDENCYPART_GRANDSIBL
(21,13),(13,14),(13,17),0.123522 # DEPENDENCYPART_GRANDSIBL
(21,13),(13,14),(13,19),0.127228 # DEPENDENCYPART_GRANDSIBL
(21,13),(13,14),(13,20),0.115055 # DEPENDENCYPART_GRANDSIBL
(21,13),(13,14),(13,21),-0.121904 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,13),(13,14),(13,29),-0.0888187 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,13),(13,15),(13,16),0.124646 # DEPENDENCYPART_GRANDSIBL
(21,13),(13,15),(13,17),0.104145 # DEPENDENCYPART_GRANDSIBL
(21,13),(13,15),(13,19),0.124646 # DEPENDENCYPART_GRANDSIBL
(21,13),(13,15),(13,20),0.126598 # DEPENDENCYPART_GRANDSIBL
(21,13),(13,15),(13,21),-0.124888 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,13),(13,15),(13,29),-0.107891 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,13),(13,16),(13,17),0.104145 # DEPENDENCYPART_GRANDSIBL
(21,13),(13,16),(13,19),0.124646 # DEPENDENCYPART_GRANDSIBL
(21,13),(13,16),(13,20),0.126598 # DEPENDENCYPART_GRANDSIBL
(21,13),(13,16),(13,21),-0.124888 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,13),(13,16),(13,29),-0.107891 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,13),(13,17),(13,19),0.125684 # DEPENDENCYPART_GRANDSIBL
(21,13),(13,17),(13,20),0.115054 # DEPENDENCYPART_GRANDSIBL
(21,13),(13,17),(13,21),-0.121904 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,13),(13,17),(13,29),-0.0984049 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,13),(13,19),(13,20),0.126598 # DEPENDENCYPART_GRANDSIBL
(21,13),(13,19),(13,21),-0.124888 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,13),(13,19),(13,29),-0.107891 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,13),(13,20),(13,21),0.0560286 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,13),(13,20),(13,29),-0.152526 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,13),(13,21),(13,29),-0.159342 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,13),(13,13),(13,12),-0.0806699 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,13),(13,13),(13,11),-0.055253 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,13),(13,13),(13,10),-0.0962459 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,13),(13,13),(13,7),-0.0229249 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,13),(13,13),(13,6),-0.0586588 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,13),(13,13),(13,3),-0.0223386 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,13),(13,13),(13,-1),0.0544797 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,13),(13,12),(13,11),-0.0400907 # DEPENDENCYPART_GRANDSIBL
(21,13),(13,12),(13,10),-0.0422683 # DEPENDENCYPART_GRANDSIBL
(21,13),(13,12),(13,7),-0.0316422 # DEPENDENCYPART_GRANDSIBL
(21,13),(13,12),(13,6),-0.0348101 # DEPENDENCYPART_GRANDSIBL
(21,13),(13,12),(13,3),-0.0316422 # DEPENDENCYPART_GRANDSIBL
(21,13),(13,12),(13,-1),-0.0772024 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,13),(13,11),(13,10),-0.0544171 # DEPENDENCYPART_GRANDSIBL
(21,13),(13,11),(13,7),-0.0488797 # DEPENDENCYPART_GRANDSIBL
(21,13),(13,11),(13,6),-0.0573365 # DEPENDENCYPART_GRANDSIBL
(21,13),(13,11),(13,3),-0.0488797 # DEPENDENCYPART_GRANDSIBL
(21,13),(13,11),(13,-1),-0.0780645 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,13),(13,10),(13,7),-0.0469387 # DEPENDENCYPART_GRANDSIBL
(21,13),(13,10),(13,6),-0.0127509 # DEPENDENCYPART_GRANDSIBL
(21,13),(13,10),(13,3),-0.0469387 # DEPENDENCYPART_GRANDSIBL
(21,13),(13,10),(13,-1),-0.136547 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,13),(13,7),(13,6),-0.0719972 # DEPENDENCYPART_GRANDSIBL
(21,13),(13,7),(13,3),-0.0485487 # DEPENDENCYPART_GRANDSIBL
(21,13),(13,7),(13,-1),0.0491496 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,13),(13,6),(13,3),-0.0487172 # DEPENDENCYPART_GRANDSIBL
(21,13),(13,6),(13,-1),-0.0490956 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,13),(13,3),(13,-1),0.0497359 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,14),(14,14),(14,15),0.0767397 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,14),(14,14),(14,16),0.0767398 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,14),(14,14),(14,17),0.0762221 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,14),(14,14),(14,18),0.069319 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,14),(14,14),(14,19),0.0767398 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,14),(14,14),(14,20),0.0782337 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,14),(14,14),(14,21),-0.1211 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,14),(14,14),(14,24),-0.126616 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,14),(14,14),(14,29),0.071624 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,14),(14,15),(14,16),0.115262 # DEPENDENCYPART_GRANDSIBL
(21,14),(14,15),(14,17),0.130971 # DEPENDENCYPART_GRANDSIBL
(21,14),(14,15),(14,18),0.115262 # DEPENDENCYPART_GRANDSIBL
(21,14),(14,15),(14,19),0.115262 # DEPENDENCYPART_GRANDSIBL
(21,14),(14,15),(14,20),0.118874 # DEPENDENCYPART_GRANDSIBL
(21,14),(14,15),(14,21),-0.124887 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,14),(14,15),(14,24),-0.124891 # DEPENDENCYPART_GRANDSIBL
(21,14),(14,15),(14,29),-0.214183 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,14),(14,16),(14,17),0.130971 # DEPENDENCYPART_GRANDSIBL
(21,14),(14,16),(14,18),0.115262 # DEPENDENCYPART_GRANDSIBL
(21,14),(14,16),(14,19),0.115262 # DEPENDENCYPART_GRANDSIBL
(21,14),(14,16),(14,20),0.118874 # DEPENDENCYPART_GRANDSIBL
(21,14),(14,16),(14,21),-0.124887 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,14),(14,16),(14,24),-0.124891 # DEPENDENCYPART_GRANDSIBL
(21,14),(14,16),(14,29),-0.214183 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,14),(14,17),(14,18),0.12165 # DEPENDENCYPART_GRANDSIBL
(21,14),(14,17),(14,19),0.121655 # DEPENDENCYPART_GRANDSIBL
(21,14),(14,17),(14,20),0.122012 # DEPENDENCYPART_GRANDSIBL
(21,14),(14,17),(14,21),-0.124887 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,14),(14,17),(14,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,14),(14,17),(14,29),-0.0938984 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,14),(14,18),(14,19),0.115262 # DEPENDENCYPART_GRANDSIBL
(21,14),(14,18),(14,20),0.118874 # DEPENDENCYPART_GRANDSIBL
(21,14),(14,18),(14,21),-0.124887 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,14),(14,18),(14,24),-0.124891 # DEPENDENCYPART_GRANDSIBL
(21,14),(14,18),(14,29),-0.221604 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,14),(14,19),(14,20),0.118874 # DEPENDENCYPART_GRANDSIBL
(21,14),(14,19),(14,21),-0.124887 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,14),(14,19),(14,24),-0.124891 # DEPENDENCYPART_GRANDSIBL
(21,14),(14,19),(14,29),-0.214183 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,14),(14,20),(14,21),0.0560163 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,14),(14,20),(14,24),-0.0517854 # DEPENDENCYPART_GRANDSIBL
(21,14),(14,20),(14,29),-0.182971 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,14),(14,21),(14,24),-0.124887 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,14),(14,21),(14,29),-0.0357831 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,14),(14,24),(14,29),-0.12665 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,14),(14,14),(14,13),0.00599802 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,14),(14,14),(14,-1),-0.160795 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,14),(14,13),(14,-1),-0.00230077 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,15),(15,15),(15,16),0.0376503 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,15),(15,15),(15,17),0.177748 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,15),(15,15),(15,19),0.0376503 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,15),(15,15),(15,29),-0.159145 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,15),(15,16),(15,17),0.122499 # DEPENDENCYPART_GRANDSIBL
(21,15),(15,16),(15,19),0.118455 # DEPENDENCYPART_GRANDSIBL
(21,15),(15,16),(15,29),-0.110427 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,15),(15,17),(15,19),0.132535 # DEPENDENCYPART_GRANDSIBL
(21,15),(15,17),(15,29),-0.0214869 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,15),(15,19),(15,29),-0.110427 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,15),(15,15),(15,13),-0.057853 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
