# _root_ While some assets have been written down , others are undervalued in the accounts , Mr. Bond maintained .
#goldHeads=4,3,4,10,4,5,6,10,10,18,10,11,14,12,18,17,18,0,18,
#predictedHeads=4,3,4,10,4,5,6,10,10,18,10,11,14,12,18,17,18,0,18,
(10,13),(10,18),(10,20),-0.106515 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,19),(10,20),-0.107678 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,14),(10,15),(10,18),-0.0462539 # DEPENDENCYPART_TRISIBL
(10,14),(10,15),(10,19),-0.126793 # DEPENDENCYPART_TRISIBL
(10,14),(10,15),(10,20),-0.0935861 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,14),(10,18),(10,19),-0.0552662 # DEPENDENCYPART_TRISIBL
(10,14),(10,18),(10,20),-0.0630864 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,14),(10,19),(10,20),0.00237966 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,15),(10,18),(10,19),0.0288469 # DEPENDENCYPART_TRISIBL
(10,15),(10,18),(10,20),0.025756 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,15),(10,19),(10,20),-0.128759 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,18),(10,19),(10,20),0.00750958 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,9),(10,8),0.0938834 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,6),-0.0309515 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,5),-0.0349765 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,4),-0.0305618 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,3),-0.0682782 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,2),-0.0522658 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,1),0.166157 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,-1),0.0578069 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,8),(10,6),-0.171684 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,8),(10,5),-0.176194 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,8),(10,4),-0.168797 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,8),(10,3),-0.206878 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,8),(10,2),-0.180152 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,8),(10,1),-0.0620488 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,8),(10,-1),-0.287564 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,6),(10,5),-0.158733 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,6),(10,4),-0.156838 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,6),(10,3),0.0222322 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,6),(10,2),-0.117424 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,6),(10,1),0.0227824 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,6),(10,-1),-0.029017 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,5),(10,4),-0.158706 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,5),(10,3),0.0224503 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,5),(10,2),-0.118161 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,5),(10,1),0.0230621 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,5),(10,-1),-0.0309742 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,4),(10,3),0.0216367 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,4),(10,2),-0.118416 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,4),(10,1),0.0217303 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,4),(10,-1),-0.0186123 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,3),(10,2),-0.0523291 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,3),(10,1),0.171787 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,3),(10,-1),0.0605768 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,2),(10,1),0.0983505 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,2),(10,-1),-0.0502378 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,1),(10,-1),-0.0480966 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,9),(10,8),(10,6),0.0595255 # DEPENDENCYPART_TRISIBL
(10,9),(10,8),(10,5),0.0592377 # DEPENDENCYPART_TRISIBL
(10,9),(10,8),(10,4),0.0723416 # DEPENDENCYPART_TRISIBL
(10,9),(10,8),(10,3),-0.262802 # DEPENDENCYPART_TRISIBL
(10,9),(10,8),(10,2),-0.0707575 # DEPENDENCYPART_TRISIBL
(10,9),(10,8),(10,1),-0.0319464 # DEPENDENCYPART_TRISIBL
(10,9),(10,8),(10,-1),-0.127383 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,9),(10,6),(10,5),-0.0972922 # DEPENDENCYPART_TRISIBL
(10,9),(10,6),(10,4),-0.090537 # DEPENDENCYPART_TRISIBL
(10,9),(10,6),(10,3),-0.211558 # DEPENDENCYPART_TRISIBL
(10,9),(10,6),(10,2),-0.0410921 # DEPENDENCYPART_TRISIBL
(10,9),(10,6),(10,1),-0.0376972 # DEPENDENCYPART_TRISIBL
(10,9),(10,6),(10,-1),-0.0730529 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,9),(10,5),(10,4),-0.090858 # DEPENDENCYPART_TRISIBL
(10,9),(10,5),(10,3),-0.211558 # DEPENDENCYPART_TRISIBL
(10,9),(10,5),(10,2),-0.0411038 # DEPENDENCYPART_TRISIBL
(10,9),(10,5),(10,1),-0.0377165 # DEPENDENCYPART_TRISIBL
(10,9),(10,5),(10,-1),-0.0731702 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,9),(10,4),(10,3),-0.211825 # DEPENDENCYPART_TRISIBL
(10,9),(10,4),(10,2),-0.0411069 # DEPENDENCYPART_TRISIBL
(10,9),(10,4),(10,1),-0.0393692 # DEPENDENCYPART_TRISIBL
(10,9),(10,4),(10,-1),-0.0658941 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,9),(10,3),(10,2),-0.0552941 # DEPENDENCYPART_TRISIBL
(10,9),(10,3),(10,1),-0.0725061 # DEPENDENCYPART_TRISIBL
(10,9),(10,3),(10,-1),-0.0874336 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,9),(10,2),(10,1),-0.0721182 # DEPENDENCYPART_TRISIBL
(10,9),(10,2),(10,-1),0.0280454 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,9),(10,1),(10,-1),0.125866 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,8),(10,6),(10,5),-0.135578 # DEPENDENCYPART_TRISIBL
(10,8),(10,6),(10,4),-0.137293 # DEPENDENCYPART_TRISIBL
(10,8),(10,6),(10,3),-0.173531 # DEPENDENCYPART_TRISIBL
(10,8),(10,6),(10,2),-0.101122 # DEPENDENCYPART_TRISIBL
(10,8),(10,6),(10,1),-0.0185982 # DEPENDENCYPART_TRISIBL
(10,8),(10,6),(10,-1),0.00386486 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,8),(10,5),(10,4),-0.137496 # DEPENDENCYPART_TRISIBL
(10,8),(10,5),(10,3),-0.173724 # DEPENDENCYPART_TRISIBL
(10,8),(10,5),(10,2),-0.101123 # DEPENDENCYPART_TRISIBL
(10,8),(10,5),(10,1),-0.0186408 # DEPENDENCYPART_TRISIBL
(10,8),(10,5),(10,-1),-0.00118914 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,8),(10,4),(10,3),-0.171932 # DEPENDENCYPART_TRISIBL
(10,8),(10,4),(10,2),-0.101126 # DEPENDENCYPART_TRISIBL
(10,8),(10,4),(10,1),-0.0122045 # DEPENDENCYPART_TRISIBL
(10,8),(10,4),(10,-1),0.0201032 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,8),(10,3),(10,2),-0.083417 # DEPENDENCYPART_TRISIBL
(10,8),(10,3),(10,1),0.0712967 # DEPENDENCYPART_TRISIBL
(10,8),(10,3),(10,-1),0.022807 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,8),(10,2),(10,1),-0.0317486 # DEPENDENCYPART_TRISIBL
(10,8),(10,2),(10,-1),-0.0507386 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,8),(10,1),(10,-1),-0.0627416 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,6),(10,5),(10,4),-0.146924 # DEPENDENCYPART_TRISIBL
(10,6),(10,5),(10,3),-0.0809708 # DEPENDENCYPART_TRISIBL
(10,6),(10,5),(10,2),-0.0454153 # DEPENDENCYPART_TRISIBL
(10,6),(10,5),(10,1),-0.0638413 # DEPENDENCYPART_TRISIBL
(10,6),(10,5),(10,-1),-0.138367 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,6),(10,4),(10,3),-0.0810758 # DEPENDENCYPART_TRISIBL
(10,6),(10,4),(10,2),-0.0453741 # DEPENDENCYPART_TRISIBL
(10,6),(10,4),(10,1),-0.0640623 # DEPENDENCYPART_TRISIBL
(10,6),(10,4),(10,-1),-0.141368 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,6),(10,3),(10,2),-0.0506584 # DEPENDENCYPART_TRISIBL
(10,6),(10,3),(10,1),-0.0564188 # DEPENDENCYPART_TRISIBL
(10,6),(10,3),(10,-1),-0.0640328 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,6),(10,2),(10,1),-0.0415193 # DEPENDENCYPART_TRISIBL
(10,6),(10,2),(10,-1),-0.0622752 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,6),(10,1),(10,-1),0.00772154 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,5),(10,4),(10,3),-0.0813829 # DEPENDENCYPART_TRISIBL
(10,5),(10,4),(10,2),-0.0485531 # DEPENDENCYPART_TRISIBL
(10,5),(10,4),(10,1),-0.0656587 # DEPENDENCYPART_TRISIBL
(10,5),(10,4),(10,-1),-0.149369 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,5),(10,3),(10,2),-0.0522521 # DEPENDENCYPART_TRISIBL
(10,5),(10,3),(10,1),-0.0577499 # DEPENDENCYPART_TRISIBL
(10,5),(10,3),(10,-1),-0.0719992 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,5),(10,2),(10,1),-0.04287 # DEPENDENCYPART_TRISIBL
(10,5),(10,2),(10,-1),-0.070001 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,5),(10,1),(10,-1),0.000489515 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,4),(10,3),(10,2),-0.0523852 # DEPENDENCYPART_TRISIBL
(10,4),(10,3),(10,1),-0.0633729 # DEPENDENCYPART_TRISIBL
(10,4),(10,3),(10,-1),-0.0548872 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,4),(10,2),(10,1),-0.0456276 # DEPENDENCYPART_TRISIBL
(10,4),(10,2),(10,-1),-0.0600632 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,4),(10,1),(10,-1),0.0146085 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,3),(10,2),(10,1),-0.0654981 # DEPENDENCYPART_TRISIBL
(10,3),(10,2),(10,-1),0.0205704 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,3),(10,1),(10,-1),0.1208 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,2),(10,1),(10,-1),-0.015231 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,12),(11,13),-0.108536 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,14),-0.053188 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,15),-0.106098 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,17),-0.0517196 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,18),-0.0818374 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,19),-0.117127 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,20),-0.0716825 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,13),(11,14),-0.144191 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,15),-0.107312 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,17),-0.142821 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,18),-0.0637239 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,19),-0.0798205 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,20),-0.122268 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,14),(11,15),-0.00477539 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,14),(11,17),-0.0404725 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,14),(11,18),-0.00721668 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,14),(11,19),-0.0303605 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,14),(11,20),0.00903097 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,15),(11,17),-0.2504 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,15),(11,18),-0.143546 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,15),(11,19),-0.0724008 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,15),(11,20),-0.152398 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,17),(11,18),-0.00621451 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,17),(11,19),-0.0275487 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,17),(11,20),-0.00169972 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,18),(11,19),0.0166221 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,18),(11,20),0.0116973 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,19),(11,20),-0.155688 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,12),(11,13),(11,14),-0.0522371 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,15),-0.0503403 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,17),-0.0522292 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,18),-0.0900504 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,19),-0.0677825 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,20),-0.0677044 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,14),(11,15),-0.0304814 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,17),-0.0805791 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,18),-0.0315306 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,19),-0.0896302 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,20),-0.0136468 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,15),(11,17),0.0639075 # DEPENDENCYPART_TRISIBL
(11,12),(11,15),(11,18),-0.0958736 # DEPENDENCYPART_TRISIBL
(11,12),(11,15),(11,19),-0.0239473 # DEPENDENCYPART_TRISIBL
(11,12),(11,15),(11,20),-0.141573 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,17),(11,18),-0.0315219 # DEPENDENCYPART_TRISIBL
(11,12),(11,17),(11,19),-0.0896302 # DEPENDENCYPART_TRISIBL
(11,12),(11,17),(11,20),-0.0135472 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,18),(11,19),-0.0907338 # DEPENDENCYPART_TRISIBL
(11,12),(11,18),(11,20),-0.0432985 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,19),(11,20),-0.0399458 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,14),(11,15),-0.0984508 # DEPENDENCYPART_TRISIBL
(11,13),(11,14),(11,17),-0.0858789 # DEPENDENCYPART_TRISIBL
(11,13),(11,14),(11,18),-0.0933178 # DEPENDENCYPART_TRISIBL
(11,13),(11,14),(11,19),0.00682011 # DEPENDENCYPART_TRISIBL
(11,13),(11,14),(11,20),-0.103711 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,15),(11,17),-0.0789354 # DEPENDENCYPART_TRISIBL
(11,13),(11,15),(11,18),-0.10033 # DEPENDENCYPART_TRISIBL
(11,13),(11,15),(11,19),-0.0409696 # DEPENDENCYPART_TRISIBL
(11,13),(11,15),(11,20),-0.0934949 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,17),(11,18),-0.0933178 # DEPENDENCYPART_TRISIBL
(11,13),(11,17),(11,19),0.00682011 # DEPENDENCYPART_TRISIBL
(11,13),(11,17),(11,20),-0.103711 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,18),(11,19),0.00536905 # DEPENDENCYPART_TRISIBL
(11,13),(11,18),(11,20),-0.117946 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,19),(11,20),-0.121358 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,15),(11,17),-0.208036 # DEPENDENCYPART_TRISIBL
(11,14),(11,15),(11,18),-0.0430091 # DEPENDENCYPART_TRISIBL
(11,14),(11,15),(11,19),-0.121395 # DEPENDENCYPART_TRISIBL
(11,14),(11,15),(11,20),-0.0866073 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,17),(11,18),-0.0670817 # DEPENDENCYPART_TRISIBL
(11,14),(11,17),(11,19),-0.0509469 # DEPENDENCYPART_TRISIBL
(11,14),(11,17),(11,20),-0.0314401 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,18),(11,19),-0.0572155 # DEPENDENCYPART_TRISIBL
(11,14),(11,18),(11,20),-0.0561721 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,19),(11,20),-0.00763157 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,15),(11,17),(11,18),-0.0445862 # DEPENDENCYPART_TRISIBL
(11,15),(11,17),(11,19),-0.0740637 # DEPENDENCYPART_TRISIBL
(11,15),(11,17),(11,20),-0.0165304 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,15),(11,18),(11,19),0.0468915 # DEPENDENCYPART_TRISIBL
(11,15),(11,18),(11,20),0.0238556 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,15),(11,19),(11,20),-0.138374 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,17),(11,18),(11,19),-0.0563357 # DEPENDENCYPART_TRISIBL
(11,17),(11,18),(11,20),-0.0529071 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,17),(11,19),(11,20),-0.00257574 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,18),(11,19),(11,20),0.00660021 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,10),(11,9),0.0234938 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,8),0.0752512 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,3),0.0139231 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,1),0.0203047 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,-1),-0.0686653 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,9),(11,8),0.123218 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,3),-0.0752715 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,1),0.165478 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,-1),-0.0131965 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,8),(11,3),-0.224264 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,8),(11,1),-0.0663349 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,8),(11,-1),-0.316292 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,3),(11,1),0.171109 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,3),(11,-1),-0.0104266 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,1),(11,-1),-0.0945166 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,9),(11,8),-0.0201299 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,3),-0.111837 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,1),-0.0476886 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,-1),-0.0564721 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,8),(11,3),0.119583 # DEPENDENCYPART_TRISIBL
(11,10),(11,8),(11,1),-0.00370757 # DEPENDENCYPART_TRISIBL
(11,10),(11,8),(11,-1),-0.197705 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,3),(11,1),-0.0476555 # DEPENDENCYPART_TRISIBL
(11,10),(11,3),(11,-1),-0.0543895 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,1),(11,-1),0.00759551 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,8),(11,3),-0.249542 # DEPENDENCYPART_TRISIBL
(11,9),(11,8),(11,1),-0.0111822 # DEPENDENCYPART_TRISIBL
(11,9),(11,8),(11,-1),-0.116573 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,3),(11,1),-0.0565198 # DEPENDENCYPART_TRISIBL
(11,9),(11,3),(11,-1),-0.0765497 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,1),(11,-1),0.138981 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,8),(11,3),(11,1),0.0761945 # DEPENDENCYPART_TRISIBL
(11,8),(11,3),(11,-1),0.010634 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,8),(11,1),(11,-1),-0.050979 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,3),(11,1),(11,-1),0.133915 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,13),(12,14),-0.0615145 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,15),-0.0365528 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,16),-0.0608274 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,17),-0.0592977 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,18),-0.133678 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,20),-0.0522687 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,14),(12,15),0.0869835 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,16),-0.127741 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,17),-0.126227 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,18),-0.135798 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,20),0.316556 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,15),(12,16),-0.14614 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,15),(12,17),-0.14258 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,15),(12,18),-0.128847 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,15),(12,20),-0.222675 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,16),(12,17),-0.127674 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,16),(12,18),-0.135056 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,16),(12,20),0.261096 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,17),(12,18),-0.134797 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,17),(12,20),0.301535 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,18),(12,20),0.141855 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,13),(12,14),(12,15),-0.0897764 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,16),-0.0840104 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,17),-0.0840064 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,18),-0.081586 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,20),-0.0556026 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,15),(12,16),-0.0788045 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,17),-0.0787965 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,18),-0.0847043 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,20),-0.0741679 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,16),(12,17),-0.0840064 # DEPENDENCYPART_TRISIBL
(12,13),(12,16),(12,18),-0.0815861 # DEPENDENCYPART_TRISIBL
(12,13),(12,16),(12,20),-0.0556046 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,17),(12,18),-0.081586 # DEPENDENCYPART_TRISIBL
(12,13),(12,17),(12,20),-0.0556026 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,18),(12,20),-0.0903972 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,15),(12,16),-0.172504 # DEPENDENCYPART_TRISIBL
(12,14),(12,15),(12,17),-0.172501 # DEPENDENCYPART_TRISIBL
(12,14),(12,15),(12,18),-0.008964 # DEPENDENCYPART_TRISIBL
(12,14),(12,15),(12,20),-6.21167e-05 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,16),(12,17),-0.134373 # DEPENDENCYPART_TRISIBL
(12,14),(12,16),(12,18),-0.0591712 # DEPENDENCYPART_TRISIBL
(12,14),(12,16),(12,20),-0.0897433 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,17),(12,18),-0.0591718 # DEPENDENCYPART_TRISIBL
(12,14),(12,17),(12,20),-0.0897605 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,18),(12,20),-0.103375 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,16),(12,17),-0.0920032 # DEPENDENCYPART_TRISIBL
(12,15),(12,16),(12,18),-0.0566138 # DEPENDENCYPART_TRISIBL
