# _root_ Burmah , which owns the Castrol brand of lubricant oils , reported a 17 % rise in net income to # 43.5 million ( $ 68.3 million ) in the first half .
#goldHeads=12,1,4,1,7,7,4,7,10,8,1,0,16,15,16,12,16,19,17,16,20,21,21,25,21,25,25,25,16,32,32,29,12,
#predictedHeads=12,1,4,1,7,7,4,7,10,8,1,0,16,15,16,12,16,19,17,16,20,21,21,25,21,25,25,25,16,32,32,29,12,
(20,1),(1,8),-0.323487 # DEPENDENCYPART_GRANDPAR
(20,1),(1,9),-0.00835476 # DEPENDENCYPART_GRANDPAR
(20,1),(1,10),-0.297618 # DEPENDENCYPART_GRANDPAR
(20,1),(1,11),-0.489366 # DEPENDENCYPART_GRANDPAR
(20,1),(1,12),-0.349782 # DEPENDENCYPART_GRANDPAR
(20,1),(1,14),-0.40051 # DEPENDENCYPART_GRANDPAR
(20,1),(1,16),-0.130175 # DEPENDENCYPART_GRANDPAR
(20,1),(1,21),-0.0347521 # DEPENDENCYPART_GRANDPAR
(20,1),(1,33),-1.01131 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),-0.315064 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),-0.201721 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),-0.0984394 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-1.16724 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,21),-0.0543827 # DEPENDENCYPART_GRANDPAR
(20,17),(17,22),-0.166255 # DEPENDENCYPART_GRANDPAR
(20,17),(17,23),-0.345808 # DEPENDENCYPART_GRANDPAR
(20,17),(17,25),-0.237895 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.10351 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,13),0.114308 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),-0.326283 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-0.163655 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.109247 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.0701109 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.00228494 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.13203 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.0895584 # DEPENDENCYPART_GRANDPAR
(20,19),(19,22),-0.217557 # DEPENDENCYPART_GRANDPAR
(20,19),(19,23),-0.396727 # DEPENDENCYPART_GRANDPAR
(20,19),(19,25),-0.295972 # DEPENDENCYPART_GRANDPAR
(20,19),(19,28),-0.143007 # DEPENDENCYPART_GRANDPAR
(20,19),(19,29),-0.269582 # DEPENDENCYPART_GRANDPAR
(20,19),(19,32),-0.203209 # DEPENDENCYPART_GRANDPAR
(20,21),(21,1),-0.755717 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-0.697996 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.716772 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.626823 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),0.650389 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),0.494302 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),0.371917 # DEPENDENCYPART_GRANDPAR
(20,21),(21,25),0.471312 # DEPENDENCYPART_GRANDPAR
(20,21),(21,26),0.109765 # DEPENDENCYPART_GRANDPAR
(20,21),(21,27),-0.0160055 # DEPENDENCYPART_GRANDPAR
(20,21),(21,28),0.383869 # DEPENDENCYPART_GRANDPAR
(20,21),(21,29),0.227197 # DEPENDENCYPART_GRANDPAR
(20,21),(21,32),0.569131 # DEPENDENCYPART_GRANDPAR
(20,21),(21,33),-0.590664 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),0.227278 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),0.237984 # DEPENDENCYPART_GRANDPAR
(20,22),(22,25),0.241047 # DEPENDENCYPART_GRANDPAR
(20,23),(23,8),-0.982281 # DEPENDENCYPART_GRANDPAR
(20,23),(23,14),-1.02391 # DEPENDENCYPART_GRANDPAR
(20,23),(23,17),-0.56818 # DEPENDENCYPART_GRANDPAR
(20,23),(23,18),-0.710065 # DEPENDENCYPART_GRANDPAR
(20,23),(23,20),-0.648031 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,23),(23,22),0.475688 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),0.250724 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),0.253212 # DEPENDENCYPART_GRANDPAR
(20,23),(23,32),0.378974 # DEPENDENCYPART_GRANDPAR
(20,24),(24,22),0.380622 # DEPENDENCYPART_GRANDPAR
(20,24),(24,23),0.234707 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),0.294607 # DEPENDENCYPART_GRANDPAR
(20,24),(24,27),-0.348766 # DEPENDENCYPART_GRANDPAR
(20,24),(24,28),0.362608 # DEPENDENCYPART_GRANDPAR
(20,24),(24,29),0.207994 # DEPENDENCYPART_GRANDPAR
(20,24),(24,32),0.463003 # DEPENDENCYPART_GRANDPAR
(20,25),(25,17),-0.556235 # DEPENDENCYPART_GRANDPAR
(20,25),(25,21),0.612254 # DEPENDENCYPART_GRANDPAR
(20,25),(25,22),0.718822 # DEPENDENCYPART_GRANDPAR
(20,25),(25,23),0.668899 # DEPENDENCYPART_GRANDPAR
(20,25),(25,24),0.447928 # DEPENDENCYPART_GRANDPAR
(20,25),(25,26),0.0627836 # DEPENDENCYPART_GRANDPAR
(20,25),(25,27),-0.0796497 # DEPENDENCYPART_GRANDPAR
(20,25),(25,28),0.341949 # DEPENDENCYPART_GRANDPAR
(20,25),(25,29),0.0612251 # DEPENDENCYPART_GRANDPAR
(20,25),(25,30),-0.751891 # DEPENDENCYPART_GRANDPAR
(20,25),(25,31),0.0826052 # DEPENDENCYPART_GRANDPAR
(20,25),(25,32),0.610753 # DEPENDENCYPART_GRANDPAR
(20,29),(29,24),0.228493 # DEPENDENCYPART_GRANDPAR
(20,29),(29,25),0.198373 # DEPENDENCYPART_GRANDPAR
(20,29),(29,28),0.458638 # DEPENDENCYPART_GRANDPAR
(20,29),(29,30),-0.8216 # DEPENDENCYPART_GRANDPAR
(20,29),(29,31),0.061674 # DEPENDENCYPART_GRANDPAR
(20,29),(29,32),0.458229 # DEPENDENCYPART_GRANDPAR
(20,32),(32,13),-0.807224 # DEPENDENCYPART_GRANDPAR
(20,32),(32,21),0.518159 # DEPENDENCYPART_GRANDPAR
(20,32),(32,24),0.320199 # DEPENDENCYPART_GRANDPAR
(20,32),(32,25),0.227109 # DEPENDENCYPART_GRANDPAR
(20,32),(32,27),-0.195988 # DEPENDENCYPART_GRANDPAR
(20,32),(32,28),0.434112 # DEPENDENCYPART_GRANDPAR
(20,32),(32,30),-0.577175 # DEPENDENCYPART_GRANDPAR
(20,32),(32,31),0.3157 # DEPENDENCYPART_GRANDPAR
(21,1),(1,2),-0.606771 # DEPENDENCYPART_GRANDPAR
(21,1),(1,3),-0.529145 # DEPENDENCYPART_GRANDPAR
(21,1),(1,4),-0.427655 # DEPENDENCYPART_GRANDPAR
(21,1),(1,6),-0.436351 # DEPENDENCYPART_GRANDPAR
(21,1),(1,7),-0.566155 # DEPENDENCYPART_GRANDPAR
(21,1),(1,8),-0.281057 # DEPENDENCYPART_GRANDPAR
(21,1),(1,9),-0.487005 # DEPENDENCYPART_GRANDPAR
(21,1),(1,10),-0.547708 # DEPENDENCYPART_GRANDPAR
(21,1),(1,11),-0.505635 # DEPENDENCYPART_GRANDPAR
(21,1),(1,12),-0.480756 # DEPENDENCYPART_GRANDPAR
(21,1),(1,14),-0.682554 # DEPENDENCYPART_GRANDPAR
(21,1),(1,16),-0.464741 # DEPENDENCYPART_GRANDPAR
(21,1),(1,21),-1.40705 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,1),(1,33),-0.7721 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),-0.435499 # DEPENDENCYPART_GRANDPAR
(21,19),(19,13),-0.497803 # DEPENDENCYPART_GRANDPAR
(21,19),(19,14),-0.53196 # DEPENDENCYPART_GRANDPAR
(21,19),(19,15),-0.524087 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),-0.46243 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),-0.411416 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-0.390253 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),-0.364444 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-1.40471 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,22),-0.485604 # DEPENDENCYPART_GRANDPAR
(21,19),(19,23),-0.54797 # DEPENDENCYPART_GRANDPAR
(21,19),(19,25),-0.491031 # DEPENDENCYPART_GRANDPAR
(21,19),(19,28),-0.445849 # DEPENDENCYPART_GRANDPAR
(21,19),(19,29),-0.464447 # DEPENDENCYPART_GRANDPAR
(21,19),(19,32),-0.735936 # DEPENDENCYPART_GRANDPAR
(21,20),(20,1),-0.549769 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),-0.439433 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.461026 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.399282 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-1.4047 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,22),-0.474532 # DEPENDENCYPART_GRANDPAR
(21,20),(20,23),-0.536527 # DEPENDENCYPART_GRANDPAR
(21,20),(20,24),-0.353714 # DEPENDENCYPART_GRANDPAR
(21,20),(20,25),-0.459353 # DEPENDENCYPART_GRANDPAR
(21,20),(20,29),-0.484765 # DEPENDENCYPART_GRANDPAR
(21,20),(20,32),-0.667018 # DEPENDENCYPART_GRANDPAR
(21,22),(22,23),0.217951 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),0.0169455 # DEPENDENCYPART_GRANDPAR
(21,22),(22,25),-0.0499711 # DEPENDENCYPART_GRANDPAR
(21,23),(23,8),-0.893308 # DEPENDENCYPART_GRANDPAR
(21,23),(23,14),-1.08628 # DEPENDENCYPART_GRANDPAR
(21,23),(23,17),-0.814508 # DEPENDENCYPART_GRANDPAR
(21,23),(23,18),-0.951095 # DEPENDENCYPART_GRANDPAR
(21,23),(23,20),-0.780684 # DEPENDENCYPART_GRANDPAR
(21,23),(23,22),-0.286448 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),-0.0114666 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),-0.0752099 # DEPENDENCYPART_GRANDPAR
(21,23),(23,32),-0.316325 # DEPENDENCYPART_GRANDPAR
(21,24),(24,22),-0.0487218 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),-0.122504 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),-0.0275535 # DEPENDENCYPART_GRANDPAR
(21,24),(24,27),-0.11905 # DEPENDENCYPART_GRANDPAR
(21,24),(24,28),0.0667465 # DEPENDENCYPART_GRANDPAR
(21,24),(24,29),-0.0364754 # DEPENDENCYPART_GRANDPAR
(21,24),(24,32),-0.230627 # DEPENDENCYPART_GRANDPAR
(21,25),(25,17),-0.791368 # DEPENDENCYPART_GRANDPAR
(21,25),(25,21),-0.901383 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,25),(25,22),0.15688 # DEPENDENCYPART_GRANDPAR
(21,25),(25,23),0.169432 # DEPENDENCYPART_GRANDPAR
(21,25),(25,24),0.363313 # DEPENDENCYPART_GRANDPAR
(21,25),(25,26),0.202125 # DEPENDENCYPART_GRANDPAR
(21,25),(25,27),0.27389 # DEPENDENCYPART_GRANDPAR
(21,25),(25,28),0.298238 # DEPENDENCYPART_GRANDPAR
(21,25),(25,29),0.114482 # DEPENDENCYPART_GRANDPAR
(21,25),(25,30),0.358347 # DEPENDENCYPART_GRANDPAR
(21,25),(25,31),-0.297299 # DEPENDENCYPART_GRANDPAR
(21,25),(25,32),-0.0917739 # DEPENDENCYPART_GRANDPAR
(21,26),(26,23),-0.316757 # DEPENDENCYPART_GRANDPAR
(21,26),(26,24),0.0922942 # DEPENDENCYPART_GRANDPAR
(21,26),(26,27),0.114375 # DEPENDENCYPART_GRANDPAR
(21,27),(27,22),-0.286448 # DEPENDENCYPART_GRANDPAR
(21,27),(27,23),-0.401607 # DEPENDENCYPART_GRANDPAR
(21,27),(27,24),0.0591812 # DEPENDENCYPART_GRANDPAR
(21,27),(27,26),-0.435138 # DEPENDENCYPART_GRANDPAR
(21,27),(27,28),0.011917 # DEPENDENCYPART_GRANDPAR
(21,28),(28,27),-0.258515 # DEPENDENCYPART_GRANDPAR
(21,28),(28,29),-0.102145 # DEPENDENCYPART_GRANDPAR
(21,28),(28,32),-0.204903 # DEPENDENCYPART_GRANDPAR
(21,29),(29,24),0.114597 # DEPENDENCYPART_GRANDPAR
(21,29),(29,25),-0.0120471 # DEPENDENCYPART_GRANDPAR
(21,29),(29,28),0.039784 # DEPENDENCYPART_GRANDPAR
(21,29),(29,30),0.225025 # DEPENDENCYPART_GRANDPAR
(21,29),(29,31),-0.366353 # DEPENDENCYPART_GRANDPAR
(21,29),(29,32),-0.102798 # DEPENDENCYPART_GRANDPAR
(21,32),(32,13),-1.1975 # DEPENDENCYPART_GRANDPAR
(21,32),(32,21),-0.90657 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,32),(32,24),0.133335 # DEPENDENCYPART_GRANDPAR
(21,32),(32,25),-0.0278398 # DEPENDENCYPART_GRANDPAR
(21,32),(32,27),-0.286838 # DEPENDENCYPART_GRANDPAR
(21,32),(32,28),-0.0846632 # DEPENDENCYPART_GRANDPAR
(21,32),(32,30),0.257916 # DEPENDENCYPART_GRANDPAR
(21,32),(32,31),-0.278454 # DEPENDENCYPART_GRANDPAR
(22,23),(23,8),-0.88492 # DEPENDENCYPART_GRANDPAR
(22,23),(23,14),-1.15654 # DEPENDENCYPART_GRANDPAR
(22,23),(23,17),-0.82766 # DEPENDENCYPART_GRANDPAR
(22,23),(23,18),-0.959904 # DEPENDENCYPART_GRANDPAR
(22,23),(23,20),-0.777829 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-1.11734 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,24),-0.00182837 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),-0.0779016 # DEPENDENCYPART_GRANDPAR
(22,23),(23,32),-0.226851 # DEPENDENCYPART_GRANDPAR
(22,24),(24,22),-1.0044 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,24),(24,23),-0.0538852 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),-0.232118 # DEPENDENCYPART_GRANDPAR
(22,24),(24,27),-0.459727 # DEPENDENCYPART_GRANDPAR
(22,24),(24,28),-0.000968437 # DEPENDENCYPART_GRANDPAR
(22,24),(24,29),-0.383285 # DEPENDENCYPART_GRANDPAR
(22,24),(24,32),-0.335682 # DEPENDENCYPART_GRANDPAR
(22,25),(25,17),-0.804307 # DEPENDENCYPART_GRANDPAR
(22,25),(25,21),-0.716752 # DEPENDENCYPART_GRANDPAR
(22,25),(25,22),-0.806671 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,25),(25,23),0.232642 # DEPENDENCYPART_GRANDPAR
(22,25),(25,24),0.0849509 # DEPENDENCYPART_GRANDPAR
(22,25),(25,26),-0.0720231 # DEPENDENCYPART_GRANDPAR
(22,25),(25,27),-0.247691 # DEPENDENCYPART_GRANDPAR
(22,25),(25,28),0.0629399 # DEPENDENCYPART_GRANDPAR
(22,25),(25,29),-0.369162 # DEPENDENCYPART_GRANDPAR
(22,25),(25,30),-0.0788489 # DEPENDENCYPART_GRANDPAR
(22,25),(25,31),-0.38206 # DEPENDENCYPART_GRANDPAR
(22,25),(25,32),-0.290708 # DEPENDENCYPART_GRANDPAR
(23,8),(8,3),-0.0389367 # DEPENDENCYPART_GRANDPAR
(23,8),(8,7),-0.56502 # DEPENDENCYPART_GRANDPAR
(23,8),(8,9),-0.521863 # DEPENDENCYPART_GRANDPAR
(23,8),(8,10),0.198658 # DEPENDENCYPART_GRANDPAR
(23,8),(8,11),-0.589783 # DEPENDENCYPART_GRANDPAR
(23,8),(8,12),-0.256155 # DEPENDENCYPART_GRANDPAR
(23,8),(8,16),-0.370314 # DEPENDENCYPART_GRANDPAR
(23,14),(14,8),-0.364488 # DEPENDENCYPART_GRANDPAR
(23,14),(14,11),-0.242269 # DEPENDENCYPART_GRANDPAR
(23,14),(14,13),-0.320168 # DEPENDENCYPART_GRANDPAR
(23,14),(14,15),-0.257259 # DEPENDENCYPART_GRANDPAR
(23,14),(14,16),-0.377733 # DEPENDENCYPART_GRANDPAR
(23,14),(14,19),-0.3425 # DEPENDENCYPART_GRANDPAR
(23,17),(17,16),-0.313544 # DEPENDENCYPART_GRANDPAR
(23,17),(17,18),-0.467095 # DEPENDENCYPART_GRANDPAR
(23,17),(17,19),-0.390706 # DEPENDENCYPART_GRANDPAR
(23,17),(17,20),-0.451075 # DEPENDENCYPART_GRANDPAR
(23,17),(17,21),-0.244369 # DEPENDENCYPART_GRANDPAR
(23,17),(17,22),-0.398951 # DEPENDENCYPART_GRANDPAR
(23,17),(17,23),-1.55374 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,17),(17,25),-0.483991 # DEPENDENCYPART_GRANDPAR
(23,18),(18,20),-0.429555 # DEPENDENCYPART_GRANDPAR
(23,20),(20,1),-0.46916 # DEPENDENCYPART_GRANDPAR
(23,20),(20,17),-0.472868 # DEPENDENCYPART_GRANDPAR
(23,20),(20,18),-0.500486 # DEPENDENCYPART_GRANDPAR
(23,20),(20,19),-0.427494 # DEPENDENCYPART_GRANDPAR
(23,20),(20,21),-0.270599 # DEPENDENCYPART_GRANDPAR
(23,20),(20,22),-0.490621 # DEPENDENCYPART_GRANDPAR
(23,20),(20,23),-1.55171 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,20),(20,24),-0.311677 # DEPENDENCYPART_GRANDPAR
(23,20),(20,25),-0.461163 # DEPENDENCYPART_GRANDPAR
(23,20),(20,29),-0.817374 # DEPENDENCYPART_GRANDPAR
(23,20),(20,32),-0.784703 # DEPENDENCYPART_GRANDPAR
(23,22),(22,23),-1.51801 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,22),(22,24),-0.291746 # DEPENDENCYPART_GRANDPAR
(23,22),(22,25),-0.443481 # DEPENDENCYPART_GRANDPAR
(23,24),(24,22),-0.801873 # DEPENDENCYPART_GRANDPAR
(23,24),(24,23),-1.08742 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,24),(24,25),-0.00758564 # DEPENDENCYPART_GRANDPAR
(23,24),(24,27),-0.22047 # DEPENDENCYPART_GRANDPAR
(23,24),(24,28),-0.0618087 # DEPENDENCYPART_GRANDPAR
(23,24),(24,29),-0.370839 # DEPENDENCYPART_GRANDPAR
(23,24),(24,32),-0.315953 # DEPENDENCYPART_GRANDPAR
(23,25),(25,17),-0.760961 # DEPENDENCYPART_GRANDPAR
(23,25),(25,21),-0.729574 # DEPENDENCYPART_GRANDPAR
(23,25),(25,22),-0.80546 # DEPENDENCYPART_GRANDPAR
(23,25),(25,23),-0.790429 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,25),(25,24),0.378425 # DEPENDENCYPART_GRANDPAR
(23,25),(25,26),0.184078 # DEPENDENCYPART_GRANDPAR
(23,25),(25,27),0.0471512 # DEPENDENCYPART_GRANDPAR
(23,25),(25,28),0.0504936 # DEPENDENCYPART_GRANDPAR
(23,25),(25,29),-0.328961 # DEPENDENCYPART_GRANDPAR
(23,25),(25,30),-0.0979698 # DEPENDENCYPART_GRANDPAR
(23,25),(25,31),-0.290655 # DEPENDENCYPART_GRANDPAR
(23,25),(25,32),-0.245664 # DEPENDENCYPART_GRANDPAR
(23,32),(32,13),-1.04824 # DEPENDENCYPART_GRANDPAR
(23,32),(32,21),-0.731749 # DEPENDENCYPART_GRANDPAR
(23,32),(32,24),0.163596 # DEPENDENCYPART_GRANDPAR
(23,32),(32,25),-0.0360894 # DEPENDENCYPART_GRANDPAR
(23,32),(32,27),-0.449248 # DEPENDENCYPART_GRANDPAR
(23,32),(32,28),-0.218984 # DEPENDENCYPART_GRANDPAR
(23,32),(32,30),-0.113707 # DEPENDENCYPART_GRANDPAR
(23,32),(32,31),-0.197581 # DEPENDENCYPART_GRANDPAR
(24,22),(22,23),-0.175936 # DEPENDENCYPART_GRANDPAR
(24,22),(22,24),-1.4041 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,22),(22,25),-0.0353919 # DEPENDENCYPART_GRANDPAR
(24,23),(23,8),-0.152959 # DEPENDENCYPART_GRANDPAR
(24,23),(23,14),-0.251532 # DEPENDENCYPART_GRANDPAR
(24,23),(23,17),-0.00659918 # DEPENDENCYPART_GRANDPAR
(24,23),(23,18),-0.217735 # DEPENDENCYPART_GRANDPAR
(24,23),(23,20),0.0467553 # DEPENDENCYPART_GRANDPAR
(24,23),(23,22),-0.113911 # DEPENDENCYPART_GRANDPAR
(24,23),(23,24),-1.4041 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,23),(23,25),-0.0354391 # DEPENDENCYPART_GRANDPAR
(24,23),(23,32),-0.808193 # DEPENDENCYPART_GRANDPAR
(24,25),(25,17),-0.499116 # DEPENDENCYPART_GRANDPAR
(24,25),(25,21),-0.50547 # DEPENDENCYPART_GRANDPAR
(24,25),(25,22),-0.652164 # DEPENDENCYPART_GRANDPAR
(24,25),(25,23),-0.561949 # DEPENDENCYPART_GRANDPAR
(24,25),(25,24),-0.876581 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,25),(25,26),-0.209857 # DEPENDENCYPART_GRANDPAR
(24,25),(25,27),-0.235827 # DEPENDENCYPART_GRANDPAR
(24,25),(25,28),-0.331336 # DEPENDENCYPART_GRANDPAR
(24,25),(25,29),-0.0235384 # DEPENDENCYPART_GRANDPAR
(24,25),(25,30),-0.485392 # DEPENDENCYPART_GRANDPAR
(24,25),(25,31),-0.424028 # DEPENDENCYPART_GRANDPAR
(24,25),(25,32),-0.40289 # DEPENDENCYPART_GRANDPAR
(24,27),(27,22),-0.664639 # DEPENDENCYPART_GRANDPAR
(24,27),(27,23),-0.575025 # DEPENDENCYPART_GRANDPAR
(24,27),(27,24),-0.92964 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,27),(27,26),-0.271172 # DEPENDENCYPART_GRANDPAR
(24,27),(27,28),-0.292244 # DEPENDENCYPART_GRANDPAR
(24,28),(28,27),-0.351387 # DEPENDENCYPART_GRANDPAR
(24,28),(28,29),-0.0454151 # DEPENDENCYPART_GRANDPAR
(24,28),(28,32),-0.359153 # DEPENDENCYPART_GRANDPAR
(24,29),(29,24),-0.946939 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,29),(29,25),0.448023 # DEPENDENCYPART_GRANDPAR
(24,29),(29,28),-0.232768 # DEPENDENCYPART_GRANDPAR
(24,29),(29,30),-0.399254 # DEPENDENCYPART_GRANDPAR
(24,29),(29,31),-0.273113 # DEPENDENCYPART_GRANDPAR
(24,29),(29,32),-0.255468 # DEPENDENCYPART_GRANDPAR
(24,32),(32,13),-0.907839 # DEPENDENCYPART_GRANDPAR
(24,32),(32,21),-0.508168 # DEPENDENCYPART_GRANDPAR
(24,32),(32,24),-0.969622 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,32),(32,25),0.400804 # DEPENDENCYPART_GRANDPAR
(24,32),(32,27),-0.34898 # DEPENDENCYPART_GRANDPAR
(24,32),(32,28),-0.387732 # DEPENDENCYPART_GRANDPAR
(24,32),(32,30),-0.497111 # DEPENDENCYPART_GRANDPAR
(24,32),(32,31),-0.20977 # DEPENDENCYPART_GRANDPAR
(25,17),(17,16),-0.300713 # DEPENDENCYPART_GRANDPAR
(25,17),(17,18),-0.363221 # DEPENDENCYPART_GRANDPAR
(25,17),(17,19),-0.35581 # DEPENDENCYPART_GRANDPAR
(25,17),(17,20),-0.508027 # DEPENDENCYPART_GRANDPAR
(25,17),(17,21),-0.342543 # DEPENDENCYPART_GRANDPAR
(25,17),(17,22),-0.375049 # DEPENDENCYPART_GRANDPAR
(25,17),(17,23),-0.397132 # DEPENDENCYPART_GRANDPAR
(25,17),(17,25),-1.25324 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,21),(21,1),-0.802075 # DEPENDENCYPART_GRANDPAR
(25,21),(21,18),-0.364687 # DEPENDENCYPART_GRANDPAR
(25,21),(21,19),-0.473781 # DEPENDENCYPART_GRANDPAR
(25,21),(21,20),-0.342469 # DEPENDENCYPART_GRANDPAR
(25,21),(21,22),-0.176377 # DEPENDENCYPART_GRANDPAR
(25,21),(21,23),-0.144546 # DEPENDENCYPART_GRANDPAR
(25,21),(21,24),-0.297835 # DEPENDENCYPART_GRANDPAR
(25,21),(21,25),-1.22991 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,21),(21,26),-0.377363 # DEPENDENCYPART_GRANDPAR
(25,21),(21,27),-0.407493 # DEPENDENCYPART_GRANDPAR
(25,21),(21,28),-0.494016 # DEPENDENCYPART_GRANDPAR
(25,21),(21,29),-0.774773 # DEPENDENCYPART_GRANDPAR
(25,21),(21,32),-0.789737 # DEPENDENCYPART_GRANDPAR
(25,21),(21,33),-0.807542 # DEPENDENCYPART_GRANDPAR
(25,22),(22,23),-0.487597 # DEPENDENCYPART_GRANDPAR
(25,22),(22,24),-0.369071 # DEPENDENCYPART_GRANDPAR
(25,22),(22,25),-1.23295 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,23),(23,8),-1.36986 # DEPENDENCYPART_GRANDPAR
(25,23),(23,14),-0.561955 # DEPENDENCYPART_GRANDPAR
(25,23),(23,17),-0.999011 # DEPENDENCYPART_GRANDPAR
(25,23),(23,18),-0.83277 # DEPENDENCYPART_GRANDPAR
(25,23),(23,20),-0.699146 # DEPENDENCYPART_GRANDPAR
(25,23),(23,22),-0.396915 # DEPENDENCYPART_GRANDPAR
(25,23),(23,24),-0.345451 # DEPENDENCYPART_GRANDPAR
(25,23),(23,25),-1.233 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,23),(23,32),-0.796016 # DEPENDENCYPART_GRANDPAR
(25,24),(24,22),-0.242045 # DEPENDENCYPART_GRANDPAR
(25,24),(24,23),-0.0481955 # DEPENDENCYPART_GRANDPAR
(25,24),(24,25),-1.22985 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,24),(24,27),-0.407438 # DEPENDENCYPART_GRANDPAR
(25,24),(24,28),-0.494697 # DEPENDENCYPART_GRANDPAR
(25,24),(24,29),-0.773752 # DEPENDENCYPART_GRANDPAR
(25,24),(24,32),-0.790482 # DEPENDENCYPART_GRANDPAR
(25,26),(26,23),-0.714194 # DEPENDENCYPART_GRANDPAR
(25,26),(26,24),-0.844782 # DEPENDENCYPART_GRANDPAR
(25,26),(26,27),0.445545 # DEPENDENCYPART_GRANDPAR
(25,27),(27,22),-0.786434 # DEPENDENCYPART_GRANDPAR
(25,27),(27,23),-0.715143 # DEPENDENCYPART_GRANDPAR
(25,27),(27,24),-0.844782 # DEPENDENCYPART_GRANDPAR
(25,27),(27,26),-0.0256866 # DEPENDENCYPART_GRANDPAR
(25,27),(27,28),-0.41684 # DEPENDENCYPART_GRANDPAR
