# _root_ `` All this may not be obvious to the public , which is concerned about advances in treatment , but I am convinced this basic research will begin showing results there soon . ''
#goldHeads=20,3,4,20,4,4,6,7,10,8,10,13,10,13,14,15,16,17,20,0,22,20,22,26,26,27,23,27,28,29,29,29,20,20,
#predictedHeads=20,3,4,20,4,4,6,7,10,8,10,13,10,13,14,15,16,17,20,0,22,20,22,26,26,27,23,27,28,29,29,31,20,20,
(25,27),(30,26),0.0977354 # DEPENDENCYPART_HEADBIGRAM
(25,27),(31,26),0.0978529 # DEPENDENCYPART_HEADBIGRAM
(25,27),(32,26),0.0983301 # DEPENDENCYPART_HEADBIGRAM
(25,28),(0,27),-0.0591188 # DEPENDENCYPART_HEADBIGRAM
(25,28),(4,27),-0.0568655 # DEPENDENCYPART_HEADBIGRAM
(25,28),(6,27),-0.0569226 # DEPENDENCYPART_HEADBIGRAM
(25,28),(7,27),-0.0602066 # DEPENDENCYPART_HEADBIGRAM
(25,28),(14,27),-0.0606109 # DEPENDENCYPART_HEADBIGRAM
(25,28),(20,27),-0.0594766 # DEPENDENCYPART_HEADBIGRAM
(25,28),(22,27),-0.0582998 # DEPENDENCYPART_HEADBIGRAM
(25,28),(23,27),-0.0582998 # DEPENDENCYPART_HEADBIGRAM
(25,28),(25,27),0.0951411 # DEPENDENCYPART_HEADBIGRAM
(25,28),(26,27),0.0954289 # DEPENDENCYPART_HEADBIGRAM
(25,29),(20,28),-0.0615683 # DEPENDENCYPART_HEADBIGRAM
(25,29),(22,28),-0.0588528 # DEPENDENCYPART_HEADBIGRAM
(25,29),(23,28),-0.0561456 # DEPENDENCYPART_HEADBIGRAM
(25,29),(24,28),-0.0575888 # DEPENDENCYPART_HEADBIGRAM
(25,29),(25,28),0.0884559 # DEPENDENCYPART_HEADBIGRAM
(25,29),(26,28),0.0821491 # DEPENDENCYPART_HEADBIGRAM
(25,29),(27,28),0.0753276 # DEPENDENCYPART_HEADBIGRAM
(25,29),(30,28),0.100824 # DEPENDENCYPART_HEADBIGRAM
(25,30),(20,29),-0.0552297 # DEPENDENCYPART_HEADBIGRAM
(25,30),(22,29),-0.0562197 # DEPENDENCYPART_HEADBIGRAM
(25,30),(23,29),-0.0562197 # DEPENDENCYPART_HEADBIGRAM
(25,30),(24,29),-0.0599874 # DEPENDENCYPART_HEADBIGRAM
(25,30),(25,29),0.0994053 # DEPENDENCYPART_HEADBIGRAM
(25,30),(26,29),0.117289 # DEPENDENCYPART_HEADBIGRAM
(25,30),(28,29),0.107937 # DEPENDENCYPART_HEADBIGRAM
(25,30),(30,29),0.194544 # DEPENDENCYPART_HEADBIGRAM
(25,30),(31,29),0.096647 # DEPENDENCYPART_HEADBIGRAM
(25,30),(32,29),0.0960539 # DEPENDENCYPART_HEADBIGRAM
(26,21),(0,20),-0.0816266 # DEPENDENCYPART_HEADBIGRAM
(26,21),(4,20),-0.118646 # DEPENDENCYPART_HEADBIGRAM
(26,21),(6,20),-0.158859 # DEPENDENCYPART_HEADBIGRAM
(26,21),(10,20),-0.175847 # DEPENDENCYPART_HEADBIGRAM
(26,21),(13,20),-0.165403 # DEPENDENCYPART_HEADBIGRAM
(26,21),(14,20),-0.149358 # DEPENDENCYPART_HEADBIGRAM
(26,21),(16,20),-0.174349 # DEPENDENCYPART_HEADBIGRAM
(26,21),(17,20),-0.0323078 # DEPENDENCYPART_HEADBIGRAM
(26,21),(22,20),-0.137243 # DEPENDENCYPART_HEADBIGRAM
(26,21),(27,20),0.130008 # DEPENDENCYPART_HEADBIGRAM
(26,22),(20,21),-0.130062 # DEPENDENCYPART_HEADBIGRAM
(26,22),(22,21),-0.0599451 # DEPENDENCYPART_HEADBIGRAM
(26,22),(23,21),-0.142669 # DEPENDENCYPART_HEADBIGRAM
(26,22),(25,21),-0.1258 # DEPENDENCYPART_HEADBIGRAM
(26,22),(26,21),0.100182 # DEPENDENCYPART_HEADBIGRAM
(26,22),(27,21),0.0851641 # DEPENDENCYPART_HEADBIGRAM
(26,22),(28,21),0.0710022 # DEPENDENCYPART_HEADBIGRAM
(26,23),(0,22),-0.172787 # DEPENDENCYPART_HEADBIGRAM
(26,23),(6,22),-0.128019 # DEPENDENCYPART_HEADBIGRAM
(26,23),(10,22),-0.0805122 # DEPENDENCYPART_HEADBIGRAM
(26,23),(13,22),-0.154414 # DEPENDENCYPART_HEADBIGRAM
(26,23),(14,22),-0.131825 # DEPENDENCYPART_HEADBIGRAM
(26,23),(16,22),-0.0828311 # DEPENDENCYPART_HEADBIGRAM
(26,23),(18,22),-0.053739 # DEPENDENCYPART_HEADBIGRAM
(26,23),(20,22),-0.0688433 # DEPENDENCYPART_HEADBIGRAM
(26,23),(26,22),0.0972637 # DEPENDENCYPART_HEADBIGRAM
(26,23),(27,22),0.0806952 # DEPENDENCYPART_HEADBIGRAM
(26,24),(0,23),-0.114434 # DEPENDENCYPART_HEADBIGRAM
(26,24),(10,23),-0.113713 # DEPENDENCYPART_HEADBIGRAM
(26,24),(13,23),-0.156967 # DEPENDENCYPART_HEADBIGRAM
(26,24),(14,23),-0.175441 # DEPENDENCYPART_HEADBIGRAM
(26,24),(20,23),-0.0642476 # DEPENDENCYPART_HEADBIGRAM
(26,24),(22,23),-0.176793 # DEPENDENCYPART_HEADBIGRAM
(26,24),(26,23),0.0422457 # DEPENDENCYPART_HEADBIGRAM
(26,24),(27,23),0.138888 # DEPENDENCYPART_HEADBIGRAM
(26,24),(30,23),0.132042 # DEPENDENCYPART_HEADBIGRAM
(26,25),(10,24),-0.12359 # DEPENDENCYPART_HEADBIGRAM
(26,25),(20,24),-0.1165 # DEPENDENCYPART_HEADBIGRAM
(26,25),(22,24),-0.154404 # DEPENDENCYPART_HEADBIGRAM
(26,25),(23,24),-0.154404 # DEPENDENCYPART_HEADBIGRAM
(26,25),(25,24),-0.0787507 # DEPENDENCYPART_HEADBIGRAM
(26,25),(26,24),0.207123 # DEPENDENCYPART_HEADBIGRAM
(26,25),(27,24),0.141659 # DEPENDENCYPART_HEADBIGRAM
(26,25),(28,24),0.160215 # DEPENDENCYPART_HEADBIGRAM
(26,25),(29,24),0.160216 # DEPENDENCYPART_HEADBIGRAM
(26,25),(30,24),0.0748571 # DEPENDENCYPART_HEADBIGRAM
(26,27),(20,26),-0.0645385 # DEPENDENCYPART_HEADBIGRAM
(26,27),(21,26),-0.0693858 # DEPENDENCYPART_HEADBIGRAM
(26,27),(22,26),-0.116909 # DEPENDENCYPART_HEADBIGRAM
(26,27),(23,26),-0.117016 # DEPENDENCYPART_HEADBIGRAM
(26,27),(27,26),-0.0419336 # DEPENDENCYPART_HEADBIGRAM
(26,27),(28,26),0.0540042 # DEPENDENCYPART_HEADBIGRAM
(26,27),(29,26),0.0529293 # DEPENDENCYPART_HEADBIGRAM
(26,27),(30,26),0.0960242 # DEPENDENCYPART_HEADBIGRAM
(26,27),(31,26),0.0933591 # DEPENDENCYPART_HEADBIGRAM
(26,27),(32,26),0.0929751 # DEPENDENCYPART_HEADBIGRAM
(26,28),(0,27),-0.0751338 # DEPENDENCYPART_HEADBIGRAM
(26,28),(4,27),-0.0585129 # DEPENDENCYPART_HEADBIGRAM
(26,28),(6,27),-0.0770189 # DEPENDENCYPART_HEADBIGRAM
(26,28),(7,27),-0.0578741 # DEPENDENCYPART_HEADBIGRAM
(26,28),(14,27),-0.076995 # DEPENDENCYPART_HEADBIGRAM
(26,28),(20,27),-0.0624415 # DEPENDENCYPART_HEADBIGRAM
(26,28),(22,27),-0.0779105 # DEPENDENCYPART_HEADBIGRAM
(26,28),(23,27),-0.0779105 # DEPENDENCYPART_HEADBIGRAM
(26,28),(25,27),-0.0583955 # DEPENDENCYPART_HEADBIGRAM
(26,28),(26,27),0.0790746 # DEPENDENCYPART_HEADBIGRAM
(26,29),(20,28),-0.0432534 # DEPENDENCYPART_HEADBIGRAM
(26,29),(22,28),-0.0518011 # DEPENDENCYPART_HEADBIGRAM
(26,29),(23,28),-0.0442466 # DEPENDENCYPART_HEADBIGRAM
(26,29),(24,28),-0.0589555 # DEPENDENCYPART_HEADBIGRAM
(26,29),(25,28),-0.0648083 # DEPENDENCYPART_HEADBIGRAM
(26,29),(26,28),0.0989913 # DEPENDENCYPART_HEADBIGRAM
(26,29),(27,28),0.0532111 # DEPENDENCYPART_HEADBIGRAM
(26,29),(30,28),0.119376 # DEPENDENCYPART_HEADBIGRAM
(26,30),(20,29),-0.0574949 # DEPENDENCYPART_HEADBIGRAM
(26,30),(22,29),-0.0756747 # DEPENDENCYPART_HEADBIGRAM
(26,30),(23,29),-0.0756747 # DEPENDENCYPART_HEADBIGRAM
(26,30),(24,29),-0.0636564 # DEPENDENCYPART_HEADBIGRAM
(26,30),(25,29),-0.0621596 # DEPENDENCYPART_HEADBIGRAM
(26,30),(26,29),0.100371 # DEPENDENCYPART_HEADBIGRAM
(26,30),(28,29),0.0892437 # DEPENDENCYPART_HEADBIGRAM
(26,30),(30,29),0.219499 # DEPENDENCYPART_HEADBIGRAM
(26,30),(31,29),0.0985949 # DEPENDENCYPART_HEADBIGRAM
(26,30),(32,29),0.0980044 # DEPENDENCYPART_HEADBIGRAM
(26,31),(20,30),-0.0701817 # DEPENDENCYPART_HEADBIGRAM
(26,31),(22,30),-0.0188552 # DEPENDENCYPART_HEADBIGRAM
(26,31),(23,30),-0.0188552 # DEPENDENCYPART_HEADBIGRAM
(26,31),(25,30),-0.0595355 # DEPENDENCYPART_HEADBIGRAM
(26,31),(26,30),0.0971499 # DEPENDENCYPART_HEADBIGRAM
(26,31),(27,30),0.123929 # DEPENDENCYPART_HEADBIGRAM
(26,31),(28,30),0.188901 # DEPENDENCYPART_HEADBIGRAM
(26,31),(29,30),0.186027 # DEPENDENCYPART_HEADBIGRAM
(26,31),(31,30),0.203172 # DEPENDENCYPART_HEADBIGRAM
(26,31),(32,30),0.10327 # DEPENDENCYPART_HEADBIGRAM
(26,32),(10,31),-0.0620351 # DEPENDENCYPART_HEADBIGRAM
(26,32),(14,31),-0.0687684 # DEPENDENCYPART_HEADBIGRAM
(26,32),(22,31),-0.0692196 # DEPENDENCYPART_HEADBIGRAM
(26,32),(23,31),-0.0692196 # DEPENDENCYPART_HEADBIGRAM
(26,32),(26,31),0.113631 # DEPENDENCYPART_HEADBIGRAM
(26,32),(27,31),0.110735 # DEPENDENCYPART_HEADBIGRAM
(26,32),(28,31),0.0953953 # DEPENDENCYPART_HEADBIGRAM
(26,32),(29,31),0.0990882 # DEPENDENCYPART_HEADBIGRAM
(26,32),(30,31),0.106063 # DEPENDENCYPART_HEADBIGRAM
(26,32),(32,31),0.136349 # DEPENDENCYPART_HEADBIGRAM
(27,4),(0,3),-0.122968 # DEPENDENCYPART_HEADBIGRAM
(27,4),(4,3),-0.118136 # DEPENDENCYPART_HEADBIGRAM
(27,4),(5,3),-0.123756 # DEPENDENCYPART_HEADBIGRAM
(27,4),(6,3),-0.124429 # DEPENDENCYPART_HEADBIGRAM
(27,4),(7,3),-0.124405 # DEPENDENCYPART_HEADBIGRAM
(27,4),(10,3),-0.12364 # DEPENDENCYPART_HEADBIGRAM
(27,4),(13,3),-0.123664 # DEPENDENCYPART_HEADBIGRAM
(27,4),(20,3),-0.12364 # DEPENDENCYPART_HEADBIGRAM
(27,4),(22,3),-0.123664 # DEPENDENCYPART_HEADBIGRAM
(27,5),(0,4),-0.123049 # DEPENDENCYPART_HEADBIGRAM
(27,5),(2,4),-0.123422 # DEPENDENCYPART_HEADBIGRAM
(27,5),(3,4),-0.123422 # DEPENDENCYPART_HEADBIGRAM
(27,5),(6,4),-0.123658 # DEPENDENCYPART_HEADBIGRAM
(27,5),(13,4),-0.123655 # DEPENDENCYPART_HEADBIGRAM
(27,5),(20,4),-0.123642 # DEPENDENCYPART_HEADBIGRAM
(27,5),(22,4),-0.123655 # DEPENDENCYPART_HEADBIGRAM
(27,5),(27,4),0.0929085 # DEPENDENCYPART_HEADBIGRAM
(27,7),(0,6),-0.106785 # DEPENDENCYPART_HEADBIGRAM
(27,7),(2,6),-0.113107 # DEPENDENCYPART_HEADBIGRAM
(27,7),(3,6),-0.113107 # DEPENDENCYPART_HEADBIGRAM
(27,7),(4,6),-0.13273 # DEPENDENCYPART_HEADBIGRAM
(27,7),(5,6),-0.124154 # DEPENDENCYPART_HEADBIGRAM
(27,7),(7,6),-0.125317 # DEPENDENCYPART_HEADBIGRAM
(27,7),(13,6),-0.119533 # DEPENDENCYPART_HEADBIGRAM
(27,7),(20,6),-0.118705 # DEPENDENCYPART_HEADBIGRAM
(27,7),(22,6),-0.119461 # DEPENDENCYPART_HEADBIGRAM
(27,10),(6,9),-0.118549 # DEPENDENCYPART_HEADBIGRAM
(27,10),(8,9),-0.126897 # DEPENDENCYPART_HEADBIGRAM
(27,10),(10,9),-0.0481864 # DEPENDENCYPART_HEADBIGRAM
(27,10),(20,9),-0.116807 # DEPENDENCYPART_HEADBIGRAM
(27,11),(4,10),-0.13365 # DEPENDENCYPART_HEADBIGRAM
(27,11),(5,10),-0.104716 # DEPENDENCYPART_HEADBIGRAM
(27,11),(6,10),-0.0646487 # DEPENDENCYPART_HEADBIGRAM
(27,11),(7,10),-0.0779029 # DEPENDENCYPART_HEADBIGRAM
(27,11),(8,10),-0.112106 # DEPENDENCYPART_HEADBIGRAM
(27,11),(13,10),-0.125236 # DEPENDENCYPART_HEADBIGRAM
(27,11),(20,10),-0.107062 # DEPENDENCYPART_HEADBIGRAM
(27,11),(22,10),-0.120876 # DEPENDENCYPART_HEADBIGRAM
(27,11),(23,10),-0.121433 # DEPENDENCYPART_HEADBIGRAM
(27,11),(27,10),0.0554248 # DEPENDENCYPART_HEADBIGRAM
(27,13),(13,12),-0.136859 # DEPENDENCYPART_HEADBIGRAM
(27,13),(14,12),-0.124773 # DEPENDENCYPART_HEADBIGRAM
(27,13),(15,12),-0.127252 # DEPENDENCYPART_HEADBIGRAM
(27,13),(17,12),-0.127252 # DEPENDENCYPART_HEADBIGRAM
(27,13),(18,12),-0.125129 # DEPENDENCYPART_HEADBIGRAM
(27,13),(20,12),-0.124005 # DEPENDENCYPART_HEADBIGRAM
(27,13),(23,12),-0.124616 # DEPENDENCYPART_HEADBIGRAM
(27,14),(0,13),-0.115691 # DEPENDENCYPART_HEADBIGRAM
(27,14),(4,13),-0.130339 # DEPENDENCYPART_HEADBIGRAM
(27,14),(6,13),-0.139232 # DEPENDENCYPART_HEADBIGRAM
(27,14),(7,13),-0.125779 # DEPENDENCYPART_HEADBIGRAM
(27,14),(10,13),-0.135619 # DEPENDENCYPART_HEADBIGRAM
(27,14),(14,13),-0.135493 # DEPENDENCYPART_HEADBIGRAM
(27,14),(20,13),-0.126182 # DEPENDENCYPART_HEADBIGRAM
(27,14),(22,13),-0.135539 # DEPENDENCYPART_HEADBIGRAM
(27,14),(23,13),-0.135539 # DEPENDENCYPART_HEADBIGRAM
(27,14),(27,13),0.051288 # DEPENDENCYPART_HEADBIGRAM
(27,15),(0,14),0.111911 # DEPENDENCYPART_HEADBIGRAM
(27,15),(6,14),-0.107088 # DEPENDENCYPART_HEADBIGRAM
(27,15),(7,14),-0.107763 # DEPENDENCYPART_HEADBIGRAM
(27,15),(10,14),-0.147487 # DEPENDENCYPART_HEADBIGRAM
(27,15),(13,14),-0.143804 # DEPENDENCYPART_HEADBIGRAM
(27,15),(15,14),-0.126789 # DEPENDENCYPART_HEADBIGRAM
(27,15),(16,14),-0.153024 # DEPENDENCYPART_HEADBIGRAM
(27,15),(20,14),-0.152783 # DEPENDENCYPART_HEADBIGRAM
(27,15),(22,14),-0.136207 # DEPENDENCYPART_HEADBIGRAM
(27,15),(27,14),0.00720896 # DEPENDENCYPART_HEADBIGRAM
(27,16),(7,15),-0.123034 # DEPENDENCYPART_HEADBIGRAM
(27,16),(10,15),-0.164366 # DEPENDENCYPART_HEADBIGRAM
(27,16),(13,15),-0.146475 # DEPENDENCYPART_HEADBIGRAM
(27,16),(14,15),-0.152436 # DEPENDENCYPART_HEADBIGRAM
(27,16),(16,15),-0.0744694 # DEPENDENCYPART_HEADBIGRAM
(27,16),(17,15),-0.124214 # DEPENDENCYPART_HEADBIGRAM
(27,16),(18,15),-0.144736 # DEPENDENCYPART_HEADBIGRAM
(27,16),(20,15),-0.116152 # DEPENDENCYPART_HEADBIGRAM
(27,16),(22,15),-0.132523 # DEPENDENCYPART_HEADBIGRAM
(27,16),(27,15),0.126513 # DEPENDENCYPART_HEADBIGRAM
(27,17),(8,16),-0.123952 # DEPENDENCYPART_HEADBIGRAM
(27,17),(10,16),-0.150358 # DEPENDENCYPART_HEADBIGRAM
(27,17),(13,16),-0.129931 # DEPENDENCYPART_HEADBIGRAM
(27,17),(14,16),-0.119265 # DEPENDENCYPART_HEADBIGRAM
(27,17),(15,16),-0.138259 # DEPENDENCYPART_HEADBIGRAM
(27,17),(17,16),-0.160099 # DEPENDENCYPART_HEADBIGRAM
(27,17),(18,16),-0.141782 # DEPENDENCYPART_HEADBIGRAM
(27,17),(20,16),-0.145564 # DEPENDENCYPART_HEADBIGRAM
(27,17),(22,16),-0.145339 # DEPENDENCYPART_HEADBIGRAM
(27,17),(27,16),0.0590961 # DEPENDENCYPART_HEADBIGRAM
(27,18),(10,17),-0.187578 # DEPENDENCYPART_HEADBIGRAM
(27,18),(13,17),-0.133637 # DEPENDENCYPART_HEADBIGRAM
(27,18),(14,17),-0.139598 # DEPENDENCYPART_HEADBIGRAM
(27,18),(15,17),-0.0937204 # DEPENDENCYPART_HEADBIGRAM
(27,18),(16,17),-0.136405 # DEPENDENCYPART_HEADBIGRAM
(27,18),(18,17),-0.0713476 # DEPENDENCYPART_HEADBIGRAM
(27,18),(20,17),-0.117781 # DEPENDENCYPART_HEADBIGRAM
(27,18),(22,17),-0.132717 # DEPENDENCYPART_HEADBIGRAM
(27,18),(23,17),-0.133441 # DEPENDENCYPART_HEADBIGRAM
(27,18),(27,17),0.137126 # DEPENDENCYPART_HEADBIGRAM
(27,19),(10,18),-0.179152 # DEPENDENCYPART_HEADBIGRAM
(27,19),(13,18),-0.0786915 # DEPENDENCYPART_HEADBIGRAM
(27,19),(14,18),-0.0835409 # DEPENDENCYPART_HEADBIGRAM
(27,19),(15,18),-0.0828541 # DEPENDENCYPART_HEADBIGRAM
(27,19),(16,18),-0.159179 # DEPENDENCYPART_HEADBIGRAM
(27,19),(17,18),-0.103873 # DEPENDENCYPART_HEADBIGRAM
(27,19),(20,18),-0.111806 # DEPENDENCYPART_HEADBIGRAM
(27,19),(22,18),-0.123733 # DEPENDENCYPART_HEADBIGRAM
(27,19),(27,18),0.0864714 # DEPENDENCYPART_HEADBIGRAM
(27,20),(4,19),-0.127452 # DEPENDENCYPART_HEADBIGRAM
(27,20),(6,19),-0.167391 # DEPENDENCYPART_HEADBIGRAM
(27,20),(10,19),-0.108474 # DEPENDENCYPART_HEADBIGRAM
(27,20),(13,19),-0.157811 # DEPENDENCYPART_HEADBIGRAM
(27,20),(14,19),-0.161133 # DEPENDENCYPART_HEADBIGRAM
(27,20),(16,19),-0.1131 # DEPENDENCYPART_HEADBIGRAM
(27,20),(18,19),-0.118512 # DEPENDENCYPART_HEADBIGRAM
(27,20),(20,19),-0.0736513 # DEPENDENCYPART_HEADBIGRAM
(27,20),(22,19),-0.151352 # DEPENDENCYPART_HEADBIGRAM
(27,20),(27,19),0.00307221 # DEPENDENCYPART_HEADBIGRAM
(27,21),(0,20),-0.047152 # DEPENDENCYPART_HEADBIGRAM
(27,21),(4,20),-0.134614 # DEPENDENCYPART_HEADBIGRAM
(27,21),(6,20),-0.111737 # DEPENDENCYPART_HEADBIGRAM
(27,21),(10,20),-0.133956 # DEPENDENCYPART_HEADBIGRAM
(27,21),(13,20),-0.112054 # DEPENDENCYPART_HEADBIGRAM
(27,21),(14,20),-0.112256 # DEPENDENCYPART_HEADBIGRAM
(27,21),(16,20),-0.127125 # DEPENDENCYPART_HEADBIGRAM
(27,21),(17,20),-0.130069 # DEPENDENCYPART_HEADBIGRAM
(27,21),(22,20),-0.117546 # DEPENDENCYPART_HEADBIGRAM
(27,21),(27,20),0.0652192 # DEPENDENCYPART_HEADBIGRAM
(27,22),(20,21),-0.138365 # DEPENDENCYPART_HEADBIGRAM
(27,22),(22,21),-0.119451 # DEPENDENCYPART_HEADBIGRAM
(27,22),(23,21),-0.13158 # DEPENDENCYPART_HEADBIGRAM
(27,22),(25,21),-0.125066 # DEPENDENCYPART_HEADBIGRAM
(27,22),(26,21),-0.127549 # DEPENDENCYPART_HEADBIGRAM
(27,22),(27,21),0.035347 # DEPENDENCYPART_HEADBIGRAM
(27,22),(28,21),0.0847039 # DEPENDENCYPART_HEADBIGRAM
(27,23),(0,22),-0.120971 # DEPENDENCYPART_HEADBIGRAM
(27,23),(6,22),-0.141605 # DEPENDENCYPART_HEADBIGRAM
(27,23),(10,22),-0.13357 # DEPENDENCYPART_HEADBIGRAM
(27,23),(13,22),-0.144126 # DEPENDENCYPART_HEADBIGRAM
(27,23),(14,22),-0.143915 # DEPENDENCYPART_HEADBIGRAM
(27,23),(16,22),-0.135889 # DEPENDENCYPART_HEADBIGRAM
(27,23),(18,22),-0.106797 # DEPENDENCYPART_HEADBIGRAM
(27,23),(20,22),-0.110198 # DEPENDENCYPART_HEADBIGRAM
(27,23),(26,22),-0.126461 # DEPENDENCYPART_HEADBIGRAM
(27,23),(27,22),0.0516949 # DEPENDENCYPART_HEADBIGRAM
(27,24),(0,23),-0.0742156 # DEPENDENCYPART_HEADBIGRAM
(27,24),(10,23),-0.0995563 # DEPENDENCYPART_HEADBIGRAM
(27,24),(13,23),-0.133599 # DEPENDENCYPART_HEADBIGRAM
(27,24),(14,23),-0.133575 # DEPENDENCYPART_HEADBIGRAM
(27,24),(20,23),-0.134457 # DEPENDENCYPART_HEADBIGRAM
(27,24),(22,23),-0.118684 # DEPENDENCYPART_HEADBIGRAM
(27,24),(26,23),-0.128701 # DEPENDENCYPART_HEADBIGRAM
(27,24),(27,23),0.0695755 # DEPENDENCYPART_HEADBIGRAM
(27,24),(30,23),0.117969 # DEPENDENCYPART_HEADBIGRAM
(27,25),(10,24),-0.123192 # DEPENDENCYPART_HEADBIGRAM
(27,25),(20,24),-0.123458 # DEPENDENCYPART_HEADBIGRAM
(27,25),(22,24),-0.150973 # DEPENDENCYPART_HEADBIGRAM
(27,25),(23,24),-0.150973 # DEPENDENCYPART_HEADBIGRAM
(27,25),(25,24),-0.0338535 # DEPENDENCYPART_HEADBIGRAM
(27,25),(26,24),-0.125788 # DEPENDENCYPART_HEADBIGRAM
(27,25),(27,24),0.110823 # DEPENDENCYPART_HEADBIGRAM
(27,25),(28,24),0.141639 # DEPENDENCYPART_HEADBIGRAM
(27,25),(29,24),0.141639 # DEPENDENCYPART_HEADBIGRAM
(27,25),(30,24),0.0928162 # DEPENDENCYPART_HEADBIGRAM
(27,26),(20,25),-0.17056 # DEPENDENCYPART_HEADBIGRAM
(27,26),(22,25),-0.123541 # DEPENDENCYPART_HEADBIGRAM
(27,26),(23,25),-0.174713 # DEPENDENCYPART_HEADBIGRAM
(27,26),(24,25),-0.18846 # DEPENDENCYPART_HEADBIGRAM
(27,26),(26,25),-0.158588 # DEPENDENCYPART_HEADBIGRAM
(27,26),(27,25),0.122785 # DEPENDENCYPART_HEADBIGRAM
(27,26),(28,25),0.11454 # DEPENDENCYPART_HEADBIGRAM
(27,26),(30,25),0.106029 # DEPENDENCYPART_HEADBIGRAM
(27,28),(0,27),0.0893386 # DEPENDENCYPART_HEADBIGRAM
(27,28),(4,27),-0.133318 # DEPENDENCYPART_HEADBIGRAM
(27,28),(6,27),-0.0478646 # DEPENDENCYPART_HEADBIGRAM
(27,28),(7,27),0.0359968 # DEPENDENCYPART_HEADBIGRAM
(27,28),(14,27),0.00703482 # DEPENDENCYPART_HEADBIGRAM
(27,28),(20,27),0.12034 # DEPENDENCYPART_HEADBIGRAM
(27,28),(22,27),0.0147158 # DEPENDENCYPART_HEADBIGRAM
(27,28),(23,27),0.0160996 # DEPENDENCYPART_HEADBIGRAM
(27,28),(25,27),0.0195007 # DEPENDENCYPART_HEADBIGRAM
(27,28),(26,27),0.0826038 # DEPENDENCYPART_HEADBIGRAM
(27,30),(20,29),-0.0750259 # DEPENDENCYPART_HEADBIGRAM
(27,30),(22,29),-0.0626557 # DEPENDENCYPART_HEADBIGRAM
(27,30),(23,29),-0.0626557 # DEPENDENCYPART_HEADBIGRAM
(27,30),(24,29),-0.0598501 # DEPENDENCYPART_HEADBIGRAM
(27,30),(25,29),-0.0640133 # DEPENDENCYPART_HEADBIGRAM
(27,30),(26,29),-0.0686996 # DEPENDENCYPART_HEADBIGRAM
(27,30),(28,29),0.101522 # DEPENDENCYPART_HEADBIGRAM
(27,30),(30,29),0.200539 # DEPENDENCYPART_HEADBIGRAM
(27,30),(31,29),0.102041 # DEPENDENCYPART_HEADBIGRAM
(27,30),(32,29),0.101447 # DEPENDENCYPART_HEADBIGRAM
(27,31),(20,30),-0.0686894 # DEPENDENCYPART_HEADBIGRAM
(27,31),(22,30),-0.0795692 # DEPENDENCYPART_HEADBIGRAM
(27,31),(23,30),-0.0795692 # DEPENDENCYPART_HEADBIGRAM
(27,31),(25,30),-0.0592186 # DEPENDENCYPART_HEADBIGRAM
(27,31),(26,30),-0.0612827 # DEPENDENCYPART_HEADBIGRAM
(27,31),(27,30),0.133801 # DEPENDENCYPART_HEADBIGRAM
(27,31),(28,30),0.11147 # DEPENDENCYPART_HEADBIGRAM
(27,31),(29,30),0.11147 # DEPENDENCYPART_HEADBIGRAM
(27,31),(31,30),0.159526 # DEPENDENCYPART_HEADBIGRAM
(27,31),(32,30),0.0968143 # DEPENDENCYPART_HEADBIGRAM
(27,32),(10,31),-0.0570552 # DEPENDENCYPART_HEADBIGRAM
(27,32),(14,31),-0.0583194 # DEPENDENCYPART_HEADBIGRAM
(27,32),(22,31),-0.0583625 # DEPENDENCYPART_HEADBIGRAM
(27,32),(23,31),-0.0583625 # DEPENDENCYPART_HEADBIGRAM
(27,32),(26,31),-0.0570539 # DEPENDENCYPART_HEADBIGRAM
(27,32),(27,31),0.121019 # DEPENDENCYPART_HEADBIGRAM
(27,32),(28,31),0.10718 # DEPENDENCYPART_HEADBIGRAM
(27,32),(29,31),0.103828 # DEPENDENCYPART_HEADBIGRAM
(27,32),(30,31),0.105571 # DEPENDENCYPART_HEADBIGRAM
(27,32),(32,31),0.0796451 # DEPENDENCYPART_HEADBIGRAM
(27,33),(10,32),-0.0496155 # DEPENDENCYPART_HEADBIGRAM
(27,33),(14,32),-0.0235784 # DEPENDENCYPART_HEADBIGRAM
(27,33),(22,32),-0.0235883 # DEPENDENCYPART_HEADBIGRAM
(27,33),(23,32),-0.0235883 # DEPENDENCYPART_HEADBIGRAM
(27,33),(26,32),-0.0480909 # DEPENDENCYPART_HEADBIGRAM
(27,33),(27,32),0.104588 # DEPENDENCYPART_HEADBIGRAM
(27,33),(28,32),0.179461 # DEPENDENCYPART_HEADBIGRAM
(27,33),(29,32),0.177809 # DEPENDENCYPART_HEADBIGRAM
(27,33),(30,32),0.115958 # DEPENDENCYPART_HEADBIGRAM
(27,33),(31,32),0.00577824 # DEPENDENCYPART_HEADBIGRAM
(27,34),(4,33),-0.0576722 # DEPENDENCYPART_HEADBIGRAM
(27,34),(6,33),-0.0584648 # DEPENDENCYPART_HEADBIGRAM
(27,34),(13,33),-0.0612608 # DEPENDENCYPART_HEADBIGRAM
(27,34),(14,33),-0.0612398 # DEPENDENCYPART_HEADBIGRAM
(27,34),(20,33),-0.0642475 # DEPENDENCYPART_HEADBIGRAM
(27,34),(22,33),-0.0612398 # DEPENDENCYPART_HEADBIGRAM
