# _root_ During the takeover , Mr. Hahn said he would put his account up for review if WPP 's bid were successful , but he did n't .
#goldHeads=7,3,1,7,6,7,23,9,7,9,12,10,10,13,14,20,19,17,20,10,20,23,0,25,23,25,23,
#predictedHeads=7,3,1,7,6,7,23,9,7,9,12,10,10,10,14,20,19,17,20,10,20,23,0,25,23,25,23,
(25,12),(12,15),(12,20),0.129715 # DEPENDENCYPART_GRANDSIBL
(25,12),(12,15),(12,21),0.115187 # DEPENDENCYPART_GRANDSIBL
(25,12),(12,15),(12,22),0.136847 # DEPENDENCYPART_GRANDSIBL
(25,12),(12,15),(12,23),0.124993 # DEPENDENCYPART_GRANDSIBL
(25,12),(12,15),(12,25),-0.145067 # DEPENDENCYPART_GRANDSIBL
(25,12),(12,15),(12,28),-0.108116 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,12),(12,16),(12,17),0.116344 # DEPENDENCYPART_GRANDSIBL
(25,12),(12,16),(12,19),0.116344 # DEPENDENCYPART_GRANDSIBL
(25,12),(12,16),(12,20),0.118156 # DEPENDENCYPART_GRANDSIBL
(25,12),(12,16),(12,21),0.0878685 # DEPENDENCYPART_GRANDSIBL
(25,12),(12,16),(12,22),0.0936221 # DEPENDENCYPART_GRANDSIBL
(25,12),(12,16),(12,23),0.115731 # DEPENDENCYPART_GRANDSIBL
(25,12),(12,16),(12,25),-0.14386 # DEPENDENCYPART_GRANDSIBL
(25,12),(12,16),(12,28),-0.0612287 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,12),(12,17),(12,19),0.101747 # DEPENDENCYPART_GRANDSIBL
(25,12),(12,17),(12,20),0.129715 # DEPENDENCYPART_GRANDSIBL
(25,12),(12,17),(12,21),0.115134 # DEPENDENCYPART_GRANDSIBL
(25,12),(12,17),(12,22),0.136847 # DEPENDENCYPART_GRANDSIBL
(25,12),(12,17),(12,23),0.124993 # DEPENDENCYPART_GRANDSIBL
(25,12),(12,17),(12,25),-0.145067 # DEPENDENCYPART_GRANDSIBL
(25,12),(12,17),(12,28),-0.108084 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,12),(12,19),(12,20),0.129715 # DEPENDENCYPART_GRANDSIBL
(25,12),(12,19),(12,21),0.115139 # DEPENDENCYPART_GRANDSIBL
(25,12),(12,19),(12,22),0.136374 # DEPENDENCYPART_GRANDSIBL
(25,12),(12,19),(12,23),0.124993 # DEPENDENCYPART_GRANDSIBL
(25,12),(12,19),(12,25),-0.145067 # DEPENDENCYPART_GRANDSIBL
(25,12),(12,19),(12,28),-0.108073 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,12),(12,20),(12,21),0.113594 # DEPENDENCYPART_GRANDSIBL
(25,12),(12,20),(12,22),0.157267 # DEPENDENCYPART_GRANDSIBL
(25,12),(12,20),(12,23),0.107625 # DEPENDENCYPART_GRANDSIBL
(25,12),(12,20),(12,25),-0.142049 # DEPENDENCYPART_GRANDSIBL
(25,12),(12,20),(12,28),-0.133147 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,12),(12,21),(12,22),0.142755 # DEPENDENCYPART_GRANDSIBL
(25,12),(12,21),(12,23),0.0978033 # DEPENDENCYPART_GRANDSIBL
(25,12),(12,21),(12,25),-0.144769 # DEPENDENCYPART_GRANDSIBL
(25,12),(12,21),(12,28),-0.0869169 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,12),(12,22),(12,23),0.174119 # DEPENDENCYPART_GRANDSIBL
(25,12),(12,22),(12,25),-0.160014 # DEPENDENCYPART_GRANDSIBL
(25,12),(12,22),(12,28),-0.141352 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,12),(12,23),(12,25),0.0452616 # DEPENDENCYPART_GRANDSIBL
(25,12),(12,23),(12,28),-0.112006 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,12),(12,25),(12,28),-0.13587 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,12),(12,12),(12,11),-0.0388643 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,12),(12,12),(12,10),-0.0334477 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,12),(12,12),(12,8),-0.0300344 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,12),(12,12),(12,7),-0.0345147 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,12),(12,12),(12,6),0.0404113 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,12),(12,12),(12,2),-0.077131 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,12),(12,12),(12,-1),0.0684127 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,12),(12,11),(12,10),-0.0207092 # DEPENDENCYPART_GRANDSIBL
(25,12),(12,11),(12,8),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(25,12),(12,11),(12,7),-0.0207092 # DEPENDENCYPART_GRANDSIBL
(25,12),(12,11),(12,6),-0.0196696 # DEPENDENCYPART_GRANDSIBL
(25,12),(12,11),(12,2),-0.0220863 # DEPENDENCYPART_GRANDSIBL
(25,12),(12,11),(12,-1),0.00874205 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,12),(12,10),(12,8),-0.0233679 # DEPENDENCYPART_GRANDSIBL
(25,12),(12,10),(12,7),-0.0067354 # DEPENDENCYPART_GRANDSIBL
(25,12),(12,10),(12,6),-0.0298479 # DEPENDENCYPART_GRANDSIBL
(25,12),(12,10),(12,2),-0.000556254 # DEPENDENCYPART_GRANDSIBL
(25,12),(12,10),(12,-1),-0.0347251 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,12),(12,8),(12,7),-0.0208139 # DEPENDENCYPART_GRANDSIBL
(25,12),(12,8),(12,6),-0.0196696 # DEPENDENCYPART_GRANDSIBL
(25,12),(12,8),(12,2),-0.0220863 # DEPENDENCYPART_GRANDSIBL
(25,12),(12,8),(12,-1),0.00697399 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,12),(12,7),(12,6),-0.0323549 # DEPENDENCYPART_GRANDSIBL
(25,12),(12,7),(12,2),-0.000650717 # DEPENDENCYPART_GRANDSIBL
(25,12),(12,7),(12,-1),-0.0292775 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,12),(12,6),(12,2),0.0142692 # DEPENDENCYPART_GRANDSIBL
(25,12),(12,6),(12,-1),-0.00382873 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,12),(12,2),(12,-1),0.0476124 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,14),(14,14),(14,15),0.0958157 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,14),(14,14),(14,16),0.0677542 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,14),(14,14),(14,17),0.0958146 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,14),(14,14),(14,19),0.0922272 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,14),(14,14),(14,28),0.0543445 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,14),(14,15),(14,16),0.112706 # DEPENDENCYPART_GRANDSIBL
(25,14),(14,15),(14,17),0.105024 # DEPENDENCYPART_GRANDSIBL
(25,14),(14,15),(14,19),0.105024 # DEPENDENCYPART_GRANDSIBL
(25,14),(14,15),(14,28),-0.177112 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,14),(14,16),(14,17),0.116186 # DEPENDENCYPART_GRANDSIBL
(25,14),(14,16),(14,19),0.116186 # DEPENDENCYPART_GRANDSIBL
(25,14),(14,16),(14,28),-0.160674 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,14),(14,17),(14,19),0.105024 # DEPENDENCYPART_GRANDSIBL
(25,14),(14,17),(14,28),-0.177114 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,14),(14,19),(14,28),-0.180701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,14),(14,14),(14,12),0.0643047 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,14),(14,14),(14,-1),-0.0514327 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,14),(14,12),(14,-1),0.103528 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,16),(16,16),(16,17),0.0839592 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,16),(16,16),(16,19),0.0803718 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,16),(16,16),(16,28),0.0441885 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,16),(16,17),(16,19),0.105198 # DEPENDENCYPART_GRANDSIBL
(25,16),(16,17),(16,28),-0.189864 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,16),(16,19),(16,28),-0.193452 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,16),(16,16),(16,15),0.0133421 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,16),(16,16),(16,-1),-0.0289634 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,16),(16,15),(16,-1),0.0724942 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,19),(19,19),(19,20),0.128094 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,19),(19,19),(19,21),0.115733 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,19),(19,19),(19,28),-0.181969 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,19),(19,20),(19,21),0.113593 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,20),(19,28),-0.136887 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,19),(19,21),(19,28),-0.0878387 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,19),(19,19),(19,18),-0.0793206 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,19),(19,19),(19,17),0.0399693 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,19),(19,19),(19,16),-0.0931325 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,19),(19,19),(19,15),0.0397959 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,19),(19,19),(19,14),-0.0646874 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,19),(19,19),(19,12),0.0395814 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,19),(19,19),(19,11),-0.0388373 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,19),(19,19),(19,-1),0.0581909 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,19),(19,18),(19,17),-0.0145359 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,18),(19,16),-0.0124707 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,18),(19,15),-0.0145359 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,18),(19,14),-0.0124707 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,18),(19,12),-0.0145359 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,18),(19,11),-0.0194536 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,18),(19,-1),-0.087709 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,19),(19,17),(19,16),-0.0295429 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,17),(19,15),-0.0221657 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,17),(19,14),-0.0275669 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,17),(19,12),-0.0221657 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,17),(19,11),-0.0209868 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,17),(19,-1),-0.00473877 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,19),(19,16),(19,15),-0.0348416 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,16),(19,14),-0.00618134 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,16),(19,12),-0.0348416 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,16),(19,11),-0.0198515 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,16),(19,-1),-0.0610365 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,19),(19,15),(19,14),-0.0275671 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,15),(19,12),-0.0221657 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,15),(19,11),-0.0209868 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,15),(19,-1),-0.00530778 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,19),(19,14),(19,12),-0.0318453 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,14),(19,11),-0.0198515 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,14),(19,-1),-0.0232657 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,19),(19,12),(19,11),-0.0209868 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,12),(19,-1),-0.00571396 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,19),(19,11),(19,-1),0.0109315 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,20),(20,20),(20,21),0.147984 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,20),(20,20),(20,22),0.113534 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,20),(20,20),(20,23),0.0314005 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,20),(20,20),(20,25),-0.13536 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,20),(20,20),(20,26),-0.148923 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,20),(20,20),(20,27),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,20),(20,20),(20,28),-0.244642 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,20),(20,21),(20,22),0.109445 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,21),(20,23),0.106464 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,21),(20,25),-0.145675 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,21),(20,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,21),(20,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,21),(20,28),-0.117767 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,20),(20,22),(20,23),0.117572 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,22),(20,25),-0.160253 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,22),(20,26),-0.145044 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,22),(20,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,22),(20,28),-0.121832 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,20),(20,23),(20,25),0.0454454 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,23),(20,26),0.0544962 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,23),(20,27),0.0282054 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,23),(20,28),-0.214097 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,20),(20,25),(20,26),-0.144838 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,20),(20,25),(20,27),-0.144704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,20),(20,25),(20,28),-0.134813 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,20),(20,26),(20,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,26),(20,28),-0.182848 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,20),(20,27),(20,28),-0.142848 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,20),(20,20),(20,19),0.0526242 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,20),(20,20),(20,17),0.0495954 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,20),(20,20),(20,16),-0.0744686 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,20),(20,20),(20,15),0.050384 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,20),(20,20),(20,14),-0.0617481 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,20),(20,20),(20,12),0.0500343 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,20),(20,20),(20,10),-0.0532846 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,20),(20,20),(20,9),-0.0608446 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,20),(20,20),(20,8),-0.0303834 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,20),(20,20),(20,7),-0.0577514 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,20),(20,20),(20,6),0.0495954 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,20),(20,20),(20,5),0.0473679 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,20),(20,20),(20,4),-0.107289 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,20),(20,20),(20,3),0.0461618 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,20),(20,20),(20,1),-0.0623241 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,20),(20,20),(20,-1),0.0782281 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,20),(20,19),(20,17),-0.0043636 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,19),(20,16),0.0100344 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,19),(20,15),-0.0043636 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,19),(20,14),-0.0478392 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,19),(20,12),-0.00535209 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,19),(20,10),-0.0529837 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,19),(20,9),-0.00522529 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,19),(20,8),-0.0207224 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,19),(20,7),-0.0516448 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,19),(20,6),-0.0043636 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,19),(20,5),-0.00451405 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,19),(20,4),-0.0450668 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,19),(20,3),-0.00436364 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,19),(20,1),-0.0103555 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,19),(20,-1),-0.00998204 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,20),(20,17),(20,16),0.0136715 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,17),(20,15),-0.0043636 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,17),(20,14),-0.0442021 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,17),(20,12),-0.00535209 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,17),(20,10),-0.0529837 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,17),(20,9),-0.00522529 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,17),(20,8),-0.0207224 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,17),(20,7),-0.0516448 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,17),(20,6),-0.0043636 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,17),(20,5),-0.00451405 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,17),(20,4),-0.0447728 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,17),(20,3),-0.00436364 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,17),(20,1),-0.00671838 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,17),(20,-1),-0.0155157 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,20),(20,16),(20,15),-0.0144248 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,16),(20,14),-0.0625162 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,16),(20,12),-0.0144248 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,16),(20,10),-0.0214901 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,16),(20,9),-0.0232504 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,16),(20,8),-0.0142484 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,16),(20,7),-0.0270395 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,16),(20,6),-0.0144248 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,16),(20,5),-0.0144248 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,16),(20,4),0.0568528 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,16),(20,3),-0.0144313 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,16),(20,1),-0.0351103 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,16),(20,-1),0.0782661 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,20),(20,15),(20,14),-0.0443158 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,15),(20,12),-0.00535539 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,15),(20,10),-0.0529837 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,15),(20,9),-0.00522529 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,15),(20,8),-0.0207224 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,15),(20,7),-0.0516448 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,15),(20,6),-0.0043669 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,15),(20,5),-0.00451735 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,15),(20,4),-0.0450043 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,15),(20,3),-0.00436694 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,15),(20,1),-0.00683211 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,15),(20,-1),-0.0143786 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,20),(20,14),(20,12),-0.0234243 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,14),(20,10),-0.0222813 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,14),(20,9),-0.0201244 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,14),(20,8),-0.0142484 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,14),(20,7),-0.0278307 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,14),(20,6),-0.0234243 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,14),(20,5),-0.0234243 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,14),(20,4),0.060227 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,14),(20,3),-0.0234308 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,14),(20,1),-0.0454051 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,14),(20,-1),0.055037 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,20),(20,12),(20,10),-0.0529837 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,12),(20,9),-0.00522529 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,12),(20,8),-0.0207224 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,12),(20,7),-0.0516448 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,12),(20,6),-0.0043636 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,12),(20,5),-0.00451405 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,12),(20,4),-0.0448541 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,12),(20,3),-0.00436364 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,12),(20,1),-0.00782425 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,12),(20,-1),-0.0148822 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,20),(20,10),(20,9),-0.021128 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,10),(20,8),-0.0241222 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,10),(20,7),0.005923 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,10),(20,6),-0.0296366 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,10),(20,5),-0.0296366 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,10),(20,4),-0.0103024 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,10),(20,3),-0.0296366 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,10),(20,1),-0.0253384 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,10),(20,-1),-0.0137039 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,20),(20,9),(20,8),-0.0199139 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,9),(20,7),-0.0160896 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,9),(20,6),-0.0203179 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,9),(20,5),-0.0203179 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,9),(20,4),-0.0319249 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,9),(20,3),-0.0203179 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,9),(20,1),-0.0229969 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,9),(20,-1),-0.0233537 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,20),(20,8),(20,7),-0.0152736 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,8),(20,6),-0.0127402 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,8),(20,5),-0.0127402 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,8),(20,4),0.0248757 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,8),(20,3),-0.0127402 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,8),(20,1),-0.00691845 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,8),(20,-1),-0.121359 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,20),(20,7),(20,6),-0.0297445 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,7),(20,5),-0.0297445 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,7),(20,4),-0.0103833 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,7),(20,3),-0.0297445 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,7),(20,1),-0.025347 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,7),(20,-1),-0.0207566 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,20),(20,6),(20,5),-0.00451405 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,6),(20,4),-0.0447728 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,6),(20,3),-0.00436364 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,6),(20,1),-0.00671838 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,6),(20,-1),-0.0155157 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,20),(20,5),(20,4),-0.0449124 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,5),(20,3),-0.004368 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,5),(20,1),-0.00674948 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,5),(20,-1),-0.0170791 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,20),(20,4),(20,3),-0.0529788 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,4),(20,1),-0.0218469 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,4),(20,-1),0.106707 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,20),(20,3),(20,1),-0.00842147 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,3),(20,-1),-0.0172557 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,20),(20,1),(20,-1),0.0445033 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
