# _root_ These procedures consume millions of man-hours of labor and produce tons of paper , and each year , their end product -- the Five Year Defense Plan -- promptly melts away .
#goldHeads=2,9,9,3,4,5,6,7,15,9,10,11,12,15,0,17,30,30,21,21,30,27,27,27,27,27,21,27,30,15,30,15,
#predictedHeads=2,9,9,3,4,5,6,7,15,9,10,11,12,15,0,17,11,11,21,21,30,27,27,27,27,27,21,27,30,15,30,15,
(3,4),(3,5),(3,6),-0.123267 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,7),-0.0638366 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,8),-0.123273 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,9),-0.193161 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,10),-0.0664259 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,14),-0.0215708 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,15),-0.193161 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,32),-0.0501649 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,33),-0.0137433 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,6),(3,7),-0.0419442 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,8),-0.130919 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,9),-0.179213 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,10),-0.0630837 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,14),-0.0103261 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,15),-0.179213 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,32),-0.0511806 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,33),-0.0151227 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,7),(3,8),-0.123273 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,9),-0.193161 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,10),-0.0664259 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,14),-0.0215708 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,15),-0.193161 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,32),-0.0501649 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,33),-0.0137433 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,8),(3,9),-0.179213 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,10),-0.0630837 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,14),-0.0103261 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,15),-0.179213 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,32),-0.0511806 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,33),-0.015127 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,9),(3,10),-0.0877897 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,14),-0.0412083 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,15),-0.153359 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,32),-0.0482368 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,33),-0.0890148 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,10),(3,14),-0.0123111 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,15),-0.15599 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,32),-0.0572388 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,33),-0.043353 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,14),(3,15),-0.129339 # DEPENDENCYPART_TRISIBL
(3,4),(3,14),(3,32),-0.121432 # DEPENDENCYPART_TRISIBL
(3,4),(3,14),(3,33),-0.0693841 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,15),(3,32),-0.0482368 # DEPENDENCYPART_TRISIBL
(3,4),(3,15),(3,33),-0.0890148 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,32),(3,33),0.0109584 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,6),(3,7),-0.126069 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,8),-0.0711846 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,9),-0.0940478 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,10),-0.0823719 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,14),-0.0624686 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,15),-0.0940478 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,32),-0.101352 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,33),-0.0189312 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,7),(3,8),-0.0179367 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,9),-0.132966 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,10),-0.145959 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,14),-0.0680869 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,15),-0.132966 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,32),-0.0831087 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,33),-0.102931 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,8),(3,9),-0.0940478 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,10),-0.0823719 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,14),-0.0624686 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,15),-0.0940478 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,32),-0.101357 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,33),-0.0189701 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,9),(3,10),-0.145112 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,14),-0.116228 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,15),-0.120776 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,32),-0.140338 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,33),-0.0981614 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,10),(3,14),-0.0557467 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,15),-0.0871195 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,32),-0.103423 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,33),-0.0597743 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,14),(3,15),-0.0697367 # DEPENDENCYPART_TRISIBL
(3,5),(3,14),(3,32),-0.045934 # DEPENDENCYPART_TRISIBL
(3,5),(3,14),(3,33),-0.199719 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,15),(3,32),-0.140338 # DEPENDENCYPART_TRISIBL
(3,5),(3,15),(3,33),-0.0981614 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,32),(3,33),-0.0358988 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,7),(3,8),-0.123273 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,9),-0.19316 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,10),-0.0729734 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,14),-0.0166989 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,15),-0.19316 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,32),-0.0483225 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,33),-0.0315601 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,8),(3,9),-0.179213 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,10),-0.0661947 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,14),-0.00786137 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,15),-0.179213 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,32),-0.0502545 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,33),-0.024602 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,9),(3,10),-0.0909007 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,14),-0.0387628 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,15),-0.153358 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,32),-0.0473107 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,33),-0.0985322 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,10),(3,14),-0.00986557 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,15),-0.15599 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,32),-0.0563028 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,33),-0.0507745 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,14),(3,15),-0.129339 # DEPENDENCYPART_TRISIBL
(3,6),(3,14),(3,32),-0.120506 # DEPENDENCYPART_TRISIBL
(3,6),(3,14),(3,33),-0.078374 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,15),(3,32),-0.0473107 # DEPENDENCYPART_TRISIBL
(3,6),(3,15),(3,33),-0.0985322 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,32),(3,33),0.00253968 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,8),(3,9),-0.0940478 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,10),-0.0823719 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,14),-0.0624686 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,15),-0.0940478 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,32),-0.101357 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,33),-0.0189701 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,9),(3,10),-0.145112 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,14),-0.116228 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,15),-0.120776 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,32),-0.140338 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,33),-0.0981614 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,10),(3,14),-0.0557467 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,15),-0.0871195 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,32),-0.103423 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,33),-0.0597743 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,14),(3,15),-0.0697367 # DEPENDENCYPART_TRISIBL
(3,7),(3,14),(3,32),-0.045934 # DEPENDENCYPART_TRISIBL
(3,7),(3,14),(3,33),-0.199719 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,15),(3,32),-0.140338 # DEPENDENCYPART_TRISIBL
(3,7),(3,15),(3,33),-0.0981614 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,32),(3,33),-0.0358988 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,9),(3,10),-0.0909007 # DEPENDENCYPART_TRISIBL
(3,8),(3,9),(3,14),-0.0387663 # DEPENDENCYPART_TRISIBL
(3,8),(3,9),(3,15),-0.153358 # DEPENDENCYPART_TRISIBL
(3,8),(3,9),(3,32),-0.0473107 # DEPENDENCYPART_TRISIBL
(3,8),(3,9),(3,33),-0.0996578 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,10),(3,14),-0.00986907 # DEPENDENCYPART_TRISIBL
(3,8),(3,10),(3,15),-0.15599 # DEPENDENCYPART_TRISIBL
(3,8),(3,10),(3,32),-0.0563028 # DEPENDENCYPART_TRISIBL
(3,8),(3,10),(3,33),-0.0519002 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,14),(3,15),-0.129339 # DEPENDENCYPART_TRISIBL
(3,8),(3,14),(3,32),-0.120506 # DEPENDENCYPART_TRISIBL
(3,8),(3,14),(3,33),-0.0794996 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,15),(3,32),-0.0473107 # DEPENDENCYPART_TRISIBL
(3,8),(3,15),(3,33),-0.0996578 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,32),(3,33),0.00100162 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,10),(3,14),-0.0786076 # DEPENDENCYPART_TRISIBL
(3,9),(3,10),(3,15),-0.154937 # DEPENDENCYPART_TRISIBL
(3,9),(3,10),(3,32),-0.0882275 # DEPENDENCYPART_TRISIBL
(3,9),(3,10),(3,33),-0.0742628 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,14),(3,15),-0.183936 # DEPENDENCYPART_TRISIBL
(3,9),(3,14),(3,32),-0.0823463 # DEPENDENCYPART_TRISIBL
(3,9),(3,14),(3,33),-0.141992 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,15),(3,32),-0.103007 # DEPENDENCYPART_TRISIBL
(3,9),(3,15),(3,33),-0.155271 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,32),(3,33),-0.0481611 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,14),(3,15),-0.192751 # DEPENDENCYPART_TRISIBL
(3,10),(3,14),(3,32),-0.105172 # DEPENDENCYPART_TRISIBL
(3,10),(3,14),(3,33),-0.0925529 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,15),(3,32),-0.109237 # DEPENDENCYPART_TRISIBL
(3,10),(3,15),(3,33),-0.137164 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,32),(3,33),0.00231326 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,14),(3,15),(3,32),0.0263012 # DEPENDENCYPART_TRISIBL
(3,14),(3,15),(3,33),-0.0783409 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,14),(3,32),(3,33),-0.138374 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,15),(3,32),(3,33),-0.0481611 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,2),(3,1),-0.0603298 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,2),(3,-1),0.000653218 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,1),(3,-1),-0.0855628 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,2),(3,1),(3,-1),0.0162497 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,4),(4,5),(4,6),-0.138943 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,7),-0.0722099 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,8),-0.140374 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,9),-0.150745 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,10),-0.14192 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,11),-0.141455 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,12),-0.0722099 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,14),-0.0454177 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,18),-0.0454177 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,22),-0.132203 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,28),-0.132203 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,30),-0.14488 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,32),-0.16952 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,33),-0.0553353 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,6),(4,7),-0.0759595 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,8),-0.114916 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,9),-0.133643 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,10),-0.107717 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,11),-0.115885 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,12),-0.0759595 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,14),-0.120027 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,18),-0.120027 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,22),-0.166192 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,28),-0.166192 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,30),-0.109663 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,32),-0.116264 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,33),-0.112804 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,7),(4,8),-0.140374 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,9),-0.150745 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,10),-0.14192 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,11),-0.141455 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,12),-0.0722099 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,14),-0.0454177 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,18),-0.0454177 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,22),-0.132203 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,28),-0.132203 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,30),-0.14488 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,32),-0.16952 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,33),-0.0553353 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,8),(4,9),-0.133643 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,10),-0.107717 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,11),-0.116613 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,12),-0.0759599 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,14),-0.120027 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,18),-0.120027 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,22),-0.166192 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,28),-0.166192 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,30),-0.109663 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,32),-0.116373 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,33),-0.100165 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,9),(4,10),-0.0718794 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,11),-0.159839 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,12),-0.0678138 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,14),-0.10635 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,18),-0.10635 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,22),-0.130164 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,28),-0.130164 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,30),-0.0752068 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,32),-0.0363192 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,33),-0.0681417 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,10),(4,11),-0.140471 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,12),-0.117961 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,14),-0.0536706 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,18),-0.0536706 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,22),-0.0485125 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,28),-0.0485125 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,30),-0.0922125 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,32),-0.0637419 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,33),-0.0888469 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,11),(4,12),-0.0702887 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,11),(4,14),-0.119521 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,11),(4,18),-0.119521 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,11),(4,22),-0.166743 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,11),(4,28),-0.166743 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,11),(4,30),-0.110109 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,11),(4,32),-0.110175 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,11),(4,33),-0.110993 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,12),(4,14),-0.0454177 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,12),(4,18),-0.0454177 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,12),(4,22),-0.132203 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,12),(4,28),-0.132203 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,12),(4,30),-0.14488 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,12),(4,32),-0.16952 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,12),(4,33),-0.0553353 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,14),(4,18),-0.207748 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,14),(4,22),-0.172657 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,14),(4,28),-0.172657 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,14),(4,30),-0.151708 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,14),(4,32),-0.200598 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,14),(4,33),-0.677634 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,18),(4,22),-0.172657 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,18),(4,28),-0.172657 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,18),(4,30),-0.151708 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,18),(4,32),-0.200598 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,18),(4,33),-0.677634 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,22),(4,28),-0.144061 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,22),(4,30),-0.174297 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,22),(4,32),-0.128578 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,22),(4,33),-0.265956 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,28),(4,30),-0.174297 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,28),(4,32),-0.128578 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,28),(4,33),-0.265956 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,30),(4,32),-0.0608838 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,30),(4,33),-0.0965592 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,32),(4,33),-0.213658 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,5),(4,6),(4,7),-0.133185 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,8),-0.0619792 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,9),-0.0741897 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,10),-0.0862208 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,11),-0.0614694 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,12),-0.133185 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,14),-0.0640028 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,18),-0.0640028 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,22),-0.0715165 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,28),-0.0715165 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,30),-0.0859095 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,32),-0.107875 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,33),-0.00200883 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,7),(4,8),-0.0419855 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,9),-0.105421 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,10),-0.170116 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,11),-0.0414749 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,12),-0.0912967 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,14),-0.001088 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,18),-0.001088 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,22),-0.046658 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,28),-0.046658 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,30),-0.169804 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,32),-0.105306 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,33),-0.0796848 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,8),(4,9),-0.0741897 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,10),-0.0862208 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,11),-0.0614694 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,12),-0.133185 # DEPENDENCYPART_TRISIBL
