# _root_ `` The question is how long it 's going to take Barry Wright to make a contribution , '' says F. John Mirek , an analyst at Blunt Ellis Loewi in Milwaukee .
#goldHeads=20,3,4,20,6,11,8,4,8,9,10,13,11,11,14,17,15,20,20,0,23,23,20,23,26,23,26,30,30,27,30,31,20,
#predictedHeads=20,3,4,20,8,5,8,4,8,9,10,13,11,11,14,17,15,20,20,0,23,23,20,23,26,23,26,30,30,27,30,31,20,
(20,10),(10,13),-0.108308 # DEPENDENCYPART_GRANDPAR
(20,10),(10,14),-0.0230978 # DEPENDENCYPART_GRANDPAR
(20,10),(10,15),0.40938 # DEPENDENCYPART_GRANDPAR
(20,10),(10,23),-0.451236 # DEPENDENCYPART_GRANDPAR
(20,11),(11,4),0.355062 # DEPENDENCYPART_GRANDPAR
(20,11),(11,5),-0.605498 # DEPENDENCYPART_GRANDPAR
(20,11),(11,6),0.133647 # DEPENDENCYPART_GRANDPAR
(20,11),(11,7),-0.141691 # DEPENDENCYPART_GRANDPAR
(20,11),(11,12),0.0193949 # DEPENDENCYPART_GRANDPAR
(20,11),(11,13),0.108156 # DEPENDENCYPART_GRANDPAR
(20,11),(11,14),0.0720323 # DEPENDENCYPART_GRANDPAR
(20,11),(11,15),0.312923 # DEPENDENCYPART_GRANDPAR
(20,11),(11,17),0.0930363 # DEPENDENCYPART_GRANDPAR
(20,11),(11,18),0.40339 # DEPENDENCYPART_GRANDPAR
(20,11),(11,19),0.0875661 # DEPENDENCYPART_GRANDPAR
(20,11),(11,20),-1.03631 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,11),(11,21),0.392609 # DEPENDENCYPART_GRANDPAR
(20,11),(11,22),0.0219192 # DEPENDENCYPART_GRANDPAR
(20,11),(11,23),-0.419088 # DEPENDENCYPART_GRANDPAR
(20,11),(11,24),-0.342387 # DEPENDENCYPART_GRANDPAR
(20,11),(11,26),-0.0271063 # DEPENDENCYPART_GRANDPAR
(20,11),(11,27),-0.581237 # DEPENDENCYPART_GRANDPAR
(20,11),(11,29),-0.813332 # DEPENDENCYPART_GRANDPAR
(20,11),(11,30),-0.836429 # DEPENDENCYPART_GRANDPAR
(20,11),(11,31),-0.711405 # DEPENDENCYPART_GRANDPAR
(20,11),(11,32),-1.12251 # DEPENDENCYPART_GRANDPAR
(20,11),(11,33),-0.268768 # DEPENDENCYPART_GRANDPAR
(20,12),(12,13),0.352865 # DEPENDENCYPART_GRANDPAR
(20,12),(12,14),0.0544053 # DEPENDENCYPART_GRANDPAR
(20,12),(12,17),0.402167 # DEPENDENCYPART_GRANDPAR
(20,12),(12,18),0.802934 # DEPENDENCYPART_GRANDPAR
(20,13),(13,1),-0.329015 # DEPENDENCYPART_GRANDPAR
(20,13),(13,2),-0.377454 # DEPENDENCYPART_GRANDPAR
(20,13),(13,3),0.131916 # DEPENDENCYPART_GRANDPAR
(20,13),(13,6),0.0330156 # DEPENDENCYPART_GRANDPAR
(20,13),(13,9),0.506337 # DEPENDENCYPART_GRANDPAR
(20,13),(13,11),0.081426 # DEPENDENCYPART_GRANDPAR
(20,13),(13,12),0.109194 # DEPENDENCYPART_GRANDPAR
(20,13),(13,14),0.0598953 # DEPENDENCYPART_GRANDPAR
(20,13),(13,15),0.411233 # DEPENDENCYPART_GRANDPAR
(20,13),(13,17),0.409867 # DEPENDENCYPART_GRANDPAR
(20,13),(13,18),0.808357 # DEPENDENCYPART_GRANDPAR
(20,13),(13,19),0.404388 # DEPENDENCYPART_GRANDPAR
(20,13),(13,20),-1.15273 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,13),(13,23),-0.608924 # DEPENDENCYPART_GRANDPAR
(20,13),(13,24),-0.658319 # DEPENDENCYPART_GRANDPAR
(20,13),(13,26),-0.245622 # DEPENDENCYPART_GRANDPAR
(20,14),(14,5),-0.726405 # DEPENDENCYPART_GRANDPAR
(20,14),(14,12),0.133768 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),0.210576 # DEPENDENCYPART_GRANDPAR
(20,14),(14,15),0.40938 # DEPENDENCYPART_GRANDPAR
(20,14),(14,17),0.0419794 # DEPENDENCYPART_GRANDPAR
(20,14),(14,18),0.425299 # DEPENDENCYPART_GRANDPAR
(20,14),(14,19),0.0932873 # DEPENDENCYPART_GRANDPAR
(20,14),(14,22),-0.0102093 # DEPENDENCYPART_GRANDPAR
(20,14),(14,23),-0.451236 # DEPENDENCYPART_GRANDPAR
(20,15),(15,5),-0.599628 # DEPENDENCYPART_GRANDPAR
(20,15),(15,12),0.14988 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),0.224531 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),-0.375601 # DEPENDENCYPART_GRANDPAR
(20,15),(15,17),0.0712338 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),0.364536 # DEPENDENCYPART_GRANDPAR
(20,15),(15,19),0.0864626 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-1.02338 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,21),0.405636 # DEPENDENCYPART_GRANDPAR
(20,15),(15,22),0.0349459 # DEPENDENCYPART_GRANDPAR
(20,15),(15,23),-0.406061 # DEPENDENCYPART_GRANDPAR
(20,15),(15,24),-0.329467 # DEPENDENCYPART_GRANDPAR
(20,15),(15,26),-0.00227413 # DEPENDENCYPART_GRANDPAR
(20,15),(15,27),-0.56313 # DEPENDENCYPART_GRANDPAR
(20,15),(15,29),-0.800305 # DEPENDENCYPART_GRANDPAR
(20,15),(15,30),-0.823402 # DEPENDENCYPART_GRANDPAR
(20,15),(15,31),-0.693178 # DEPENDENCYPART_GRANDPAR
(20,15),(15,32),-1.10949 # DEPENDENCYPART_GRANDPAR
(20,15),(15,33),-0.259352 # DEPENDENCYPART_GRANDPAR
(20,17),(17,12),0.0100007 # DEPENDENCYPART_GRANDPAR
(20,17),(17,13),0.0850305 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),-0.196849 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),0.525237 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),0.0702967 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-1.05072 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,21),0.278966 # DEPENDENCYPART_GRANDPAR
(20,17),(17,22),-0.0917426 # DEPENDENCYPART_GRANDPAR
(20,17),(17,23),-0.532731 # DEPENDENCYPART_GRANDPAR
(20,17),(17,24),-0.508686 # DEPENDENCYPART_GRANDPAR
(20,17),(17,26),-0.171486 # DEPENDENCYPART_GRANDPAR
(20,17),(17,27),-0.510757 # DEPENDENCYPART_GRANDPAR
(20,17),(17,30),-0.950072 # DEPENDENCYPART_GRANDPAR
(20,17),(17,31),-0.690298 # DEPENDENCYPART_GRANDPAR
(20,21),(21,22),0.622746 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),0.248082 # DEPENDENCYPART_GRANDPAR
(20,21),(21,26),0.601697 # DEPENDENCYPART_GRANDPAR
(20,22),(22,21),1.1259 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),0.171537 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),0.252608 # DEPENDENCYPART_GRANDPAR
(20,22),(22,26),0.608052 # DEPENDENCYPART_GRANDPAR
(20,22),(22,27),-0.370341 # DEPENDENCYPART_GRANDPAR
(20,22),(22,29),-0.222333 # DEPENDENCYPART_GRANDPAR
(20,22),(22,30),-0.245804 # DEPENDENCYPART_GRANDPAR
(20,22),(22,31),-0.569431 # DEPENDENCYPART_GRANDPAR
(20,23),(23,1),-0.471811 # DEPENDENCYPART_GRANDPAR
(20,23),(23,2),-0.992587 # DEPENDENCYPART_GRANDPAR
(20,23),(23,3),-0.62556 # DEPENDENCYPART_GRANDPAR
(20,23),(23,4),-0.238736 # DEPENDENCYPART_GRANDPAR
(20,23),(23,6),-0.606885 # DEPENDENCYPART_GRANDPAR
(20,23),(23,9),-0.0157928 # DEPENDENCYPART_GRANDPAR
(20,23),(23,12),-0.65228 # DEPENDENCYPART_GRANDPAR
(20,23),(23,13),-0.57688 # DEPENDENCYPART_GRANDPAR
(20,23),(23,16),-0.754513 # DEPENDENCYPART_GRANDPAR
(20,23),(23,17),-0.522125 # DEPENDENCYPART_GRANDPAR
(20,23),(23,19),-0.185723 # DEPENDENCYPART_GRANDPAR
(20,23),(23,21),1.15749 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),0.809105 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),0.257003 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),-0.441221 # DEPENDENCYPART_GRANDPAR
(20,23),(23,26),0.609094 # DEPENDENCYPART_GRANDPAR
(20,23),(23,27),-0.367835 # DEPENDENCYPART_GRANDPAR
(20,23),(23,28),-0.320755 # DEPENDENCYPART_GRANDPAR
(20,23),(23,29),-0.201852 # DEPENDENCYPART_GRANDPAR
(20,23),(23,30),-0.225323 # DEPENDENCYPART_GRANDPAR
(20,23),(23,31),-0.566933 # DEPENDENCYPART_GRANDPAR
(20,23),(23,32),-0.508364 # DEPENDENCYPART_GRANDPAR
(20,26),(26,16),-0.828603 # DEPENDENCYPART_GRANDPAR
(20,26),(26,21),0.920006 # DEPENDENCYPART_GRANDPAR
(20,26),(26,22),0.545212 # DEPENDENCYPART_GRANDPAR
(20,26),(26,25),-0.428519 # DEPENDENCYPART_GRANDPAR
(20,26),(26,27),-0.501189 # DEPENDENCYPART_GRANDPAR
(20,26),(26,28),-0.437492 # DEPENDENCYPART_GRANDPAR
(20,26),(26,29),-0.315249 # DEPENDENCYPART_GRANDPAR
(20,26),(26,30),-0.338367 # DEPENDENCYPART_GRANDPAR
(20,26),(26,31),-0.727998 # DEPENDENCYPART_GRANDPAR
(20,26),(26,32),-0.624451 # DEPENDENCYPART_GRANDPAR
(20,27),(27,25),-0.515339 # DEPENDENCYPART_GRANDPAR
(20,27),(27,26),0.427034 # DEPENDENCYPART_GRANDPAR
(20,27),(27,28),-0.312711 # DEPENDENCYPART_GRANDPAR
(20,27),(27,29),-0.193814 # DEPENDENCYPART_GRANDPAR
(20,27),(27,30),-0.216078 # DEPENDENCYPART_GRANDPAR
(20,27),(27,32),-0.500115 # DEPENDENCYPART_GRANDPAR
(20,29),(29,28),-0.217688 # DEPENDENCYPART_GRANDPAR
(20,29),(29,30),-0.221207 # DEPENDENCYPART_GRANDPAR
(20,29),(29,31),-0.563781 # DEPENDENCYPART_GRANDPAR
(20,29),(29,32),-0.504249 # DEPENDENCYPART_GRANDPAR
(20,30),(30,1),-0.471811 # DEPENDENCYPART_GRANDPAR
(20,30),(30,21),1.15569 # DEPENDENCYPART_GRANDPAR
(20,30),(30,22),0.807303 # DEPENDENCYPART_GRANDPAR
(20,30),(30,25),-0.275509 # DEPENDENCYPART_GRANDPAR
(20,30),(30,26),0.655369 # DEPENDENCYPART_GRANDPAR
(20,30),(30,27),-0.267045 # DEPENDENCYPART_GRANDPAR
(20,30),(30,28),-0.22238 # DEPENDENCYPART_GRANDPAR
(20,30),(30,29),-0.088017 # DEPENDENCYPART_GRANDPAR
(20,30),(30,31),-0.566933 # DEPENDENCYPART_GRANDPAR
(20,30),(30,32),-0.506567 # DEPENDENCYPART_GRANDPAR
(20,31),(31,32),-0.473894 # DEPENDENCYPART_GRANDPAR
(20,32),(32,28),-0.223795 # DEPENDENCYPART_GRANDPAR
(20,32),(32,29),-0.0894303 # DEPENDENCYPART_GRANDPAR
(20,32),(32,30),-0.119805 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-0.944278 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),-0.244906 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),-0.187021 # DEPENDENCYPART_GRANDPAR
(21,22),(22,26),-0.676295 # DEPENDENCYPART_GRANDPAR
(21,22),(22,27),-0.351631 # DEPENDENCYPART_GRANDPAR
(21,22),(22,29),-0.450797 # DEPENDENCYPART_GRANDPAR
(21,22),(22,30),-0.478388 # DEPENDENCYPART_GRANDPAR
(21,22),(22,31),-0.554076 # DEPENDENCYPART_GRANDPAR
(21,26),(26,16),-1.55569 # DEPENDENCYPART_GRANDPAR
(21,26),(26,21),-0.977949 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,26),(26,22),0.208364 # DEPENDENCYPART_GRANDPAR
(21,26),(26,25),0.619511 # DEPENDENCYPART_GRANDPAR
(21,26),(26,27),-0.0101961 # DEPENDENCYPART_GRANDPAR
(21,26),(26,28),-0.565709 # DEPENDENCYPART_GRANDPAR
(21,26),(26,29),-0.534525 # DEPENDENCYPART_GRANDPAR
(21,26),(26,30),-0.561922 # DEPENDENCYPART_GRANDPAR
(21,26),(26,31),-0.462749 # DEPENDENCYPART_GRANDPAR
(21,26),(26,32),-0.875019 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-1.47237 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,24),-1.23833 # DEPENDENCYPART_GRANDPAR
(22,21),(21,26),-0.978457 # DEPENDENCYPART_GRANDPAR
(22,23),(23,1),-1.15466 # DEPENDENCYPART_GRANDPAR
(22,23),(23,2),-1.16234 # DEPENDENCYPART_GRANDPAR
(22,23),(23,3),-1.34243 # DEPENDENCYPART_GRANDPAR
(22,23),(23,4),-0.957839 # DEPENDENCYPART_GRANDPAR
(22,23),(23,6),-1.04552 # DEPENDENCYPART_GRANDPAR
(22,23),(23,9),-0.961586 # DEPENDENCYPART_GRANDPAR
(22,23),(23,12),-1.08859 # DEPENDENCYPART_GRANDPAR
(22,23),(23,13),-1.14989 # DEPENDENCYPART_GRANDPAR
(22,23),(23,16),-1.16875 # DEPENDENCYPART_GRANDPAR
(22,23),(23,17),-1.00754 # DEPENDENCYPART_GRANDPAR
(22,23),(23,19),-0.791656 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-1.0256 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-0.586143 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,24),-0.402472 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),0.109122 # DEPENDENCYPART_GRANDPAR
(22,23),(23,26),-0.471708 # DEPENDENCYPART_GRANDPAR
(22,23),(23,27),0.0436518 # DEPENDENCYPART_GRANDPAR
(22,23),(23,28),-0.403055 # DEPENDENCYPART_GRANDPAR
(22,23),(23,29),-0.111123 # DEPENDENCYPART_GRANDPAR
(22,23),(23,30),-0.189037 # DEPENDENCYPART_GRANDPAR
(22,23),(23,31),-0.313089 # DEPENDENCYPART_GRANDPAR
(22,23),(23,32),-0.577678 # DEPENDENCYPART_GRANDPAR
(22,26),(26,16),-1.2769 # DEPENDENCYPART_GRANDPAR
(22,26),(26,21),-0.983301 # DEPENDENCYPART_GRANDPAR
(22,26),(26,22),-0.636332 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,26),(26,25),0.950195 # DEPENDENCYPART_GRANDPAR
(22,26),(26,27),0.405906 # DEPENDENCYPART_GRANDPAR
(22,26),(26,28),-0.480845 # DEPENDENCYPART_GRANDPAR
(22,26),(26,29),-0.189074 # DEPENDENCYPART_GRANDPAR
(22,26),(26,30),-0.266794 # DEPENDENCYPART_GRANDPAR
(22,26),(26,31),-0.201141 # DEPENDENCYPART_GRANDPAR
(22,26),(26,32),-0.657223 # DEPENDENCYPART_GRANDPAR
(22,27),(27,25),0.42761 # DEPENDENCYPART_GRANDPAR
(22,27),(27,26),-0.14603 # DEPENDENCYPART_GRANDPAR
(22,27),(27,28),-0.315311 # DEPENDENCYPART_GRANDPAR
(22,27),(27,29),-0.0268861 # DEPENDENCYPART_GRANDPAR
(22,27),(27,30),-0.10375 # DEPENDENCYPART_GRANDPAR
(22,27),(27,32),-0.490086 # DEPENDENCYPART_GRANDPAR
(22,29),(29,28),-0.335784 # DEPENDENCYPART_GRANDPAR
(22,29),(29,30),-0.190015 # DEPENDENCYPART_GRANDPAR
(22,29),(29,31),-0.311876 # DEPENDENCYPART_GRANDPAR
(22,29),(29,32),-0.578656 # DEPENDENCYPART_GRANDPAR
(22,30),(30,1),-1.15466 # DEPENDENCYPART_GRANDPAR
(22,30),(30,21),-1.02561 # DEPENDENCYPART_GRANDPAR
(22,30),(30,22),-0.587945 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,30),(30,25),0.337678 # DEPENDENCYPART_GRANDPAR
(22,30),(30,26),-0.3154 # DEPENDENCYPART_GRANDPAR
(22,30),(30,27),0.235884 # DEPENDENCYPART_GRANDPAR
(22,30),(30,28),-0.336823 # DEPENDENCYPART_GRANDPAR
(22,30),(30,29),-0.0260715 # DEPENDENCYPART_GRANDPAR
(22,30),(30,31),-0.313089 # DEPENDENCYPART_GRANDPAR
(22,30),(30,32),-0.575881 # DEPENDENCYPART_GRANDPAR
(22,31),(31,32),-0.450378 # DEPENDENCYPART_GRANDPAR
(23,1),(1,3),-0.580669 # DEPENDENCYPART_GRANDPAR
(23,1),(1,4),-0.375053 # DEPENDENCYPART_GRANDPAR
(23,2),(2,1),-0.573455 # DEPENDENCYPART_GRANDPAR
(23,2),(2,8),-0.175104 # DEPENDENCYPART_GRANDPAR
(23,3),(3,1),-0.512171 # DEPENDENCYPART_GRANDPAR
(23,3),(3,2),-0.638938 # DEPENDENCYPART_GRANDPAR
(23,3),(3,4),-0.129569 # DEPENDENCYPART_GRANDPAR
(23,3),(3,6),-0.205313 # DEPENDENCYPART_GRANDPAR
(23,3),(3,8),0.271305 # DEPENDENCYPART_GRANDPAR
(23,3),(3,9),-0.100132 # DEPENDENCYPART_GRANDPAR
(23,4),(4,1),-0.511295 # DEPENDENCYPART_GRANDPAR
(23,4),(4,2),-0.621396 # DEPENDENCYPART_GRANDPAR
(23,4),(4,3),-0.479183 # DEPENDENCYPART_GRANDPAR
(23,4),(4,5),-0.271457 # DEPENDENCYPART_GRANDPAR
(23,4),(4,6),-0.354532 # DEPENDENCYPART_GRANDPAR
(23,4),(4,7),-0.149963 # DEPENDENCYPART_GRANDPAR
(23,4),(4,8),-0.173148 # DEPENDENCYPART_GRANDPAR
(23,4),(4,9),-0.200294 # DEPENDENCYPART_GRANDPAR
(23,4),(4,10),-0.0673856 # DEPENDENCYPART_GRANDPAR
(23,4),(4,11),-0.152555 # DEPENDENCYPART_GRANDPAR
(23,4),(4,14),-0.050781 # DEPENDENCYPART_GRANDPAR
(23,4),(4,17),-0.250962 # DEPENDENCYPART_GRANDPAR
(23,4),(4,18),-0.343098 # DEPENDENCYPART_GRANDPAR
(23,4),(4,19),-0.296971 # DEPENDENCYPART_GRANDPAR
(23,4),(4,20),-0.119307 # DEPENDENCYPART_GRANDPAR
(23,4),(4,23),-1.03252 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,4),(4,24),-0.629161 # DEPENDENCYPART_GRANDPAR
(23,4),(4,33),-0.99997 # DEPENDENCYPART_GRANDPAR
(23,6),(6,1),-0.486163 # DEPENDENCYPART_GRANDPAR
(23,6),(6,2),-0.597397 # DEPENDENCYPART_GRANDPAR
(23,6),(6,3),-0.551491 # DEPENDENCYPART_GRANDPAR
(23,6),(6,4),-0.290746 # DEPENDENCYPART_GRANDPAR
(23,6),(6,5),-0.36558 # DEPENDENCYPART_GRANDPAR
(23,6),(6,7),-0.385588 # DEPENDENCYPART_GRANDPAR
(23,6),(6,8),-0.109935 # DEPENDENCYPART_GRANDPAR
(23,6),(6,9),-0.284314 # DEPENDENCYPART_GRANDPAR
(23,6),(6,10),-0.224477 # DEPENDENCYPART_GRANDPAR
(23,6),(6,14),-0.207873 # DEPENDENCYPART_GRANDPAR
(23,9),(9,1),-0.54735 # DEPENDENCYPART_GRANDPAR
(23,9),(9,3),-0.646327 # DEPENDENCYPART_GRANDPAR
(23,9),(9,4),-0.437386 # DEPENDENCYPART_GRANDPAR
(23,9),(9,5),-0.660105 # DEPENDENCYPART_GRANDPAR
(23,9),(9,6),-0.432387 # DEPENDENCYPART_GRANDPAR
(23,9),(9,7),-0.35462 # DEPENDENCYPART_GRANDPAR
(23,9),(9,8),-0.291354 # DEPENDENCYPART_GRANDPAR
(23,9),(9,10),-0.0529449 # DEPENDENCYPART_GRANDPAR
(23,9),(9,11),-0.173955 # DEPENDENCYPART_GRANDPAR
(23,9),(9,12),-0.396702 # DEPENDENCYPART_GRANDPAR
(23,9),(9,13),-0.470271 # DEPENDENCYPART_GRANDPAR
(23,9),(9,14),-0.0363403 # DEPENDENCYPART_GRANDPAR
(23,9),(9,15),-0.145329 # DEPENDENCYPART_GRANDPAR
(23,9),(9,17),-0.246272 # DEPENDENCYPART_GRANDPAR
(23,9),(9,18),-0.396404 # DEPENDENCYPART_GRANDPAR
(23,9),(9,19),-0.250459 # DEPENDENCYPART_GRANDPAR
(23,9),(9,23),-1.08279 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,9),(9,24),-0.669691 # DEPENDENCYPART_GRANDPAR
(23,9),(9,27),-0.0222027 # DEPENDENCYPART_GRANDPAR
(23,12),(12,13),-0.246611 # DEPENDENCYPART_GRANDPAR
(23,12),(12,14),-0.0250599 # DEPENDENCYPART_GRANDPAR
(23,12),(12,17),-0.317363 # DEPENDENCYPART_GRANDPAR
(23,12),(12,18),-0.376543 # DEPENDENCYPART_GRANDPAR
(23,13),(13,1),-0.521962 # DEPENDENCYPART_GRANDPAR
(23,13),(13,2),-0.696526 # DEPENDENCYPART_GRANDPAR
(23,13),(13,3),-0.698676 # DEPENDENCYPART_GRANDPAR
(23,13),(13,6),-0.529339 # DEPENDENCYPART_GRANDPAR
(23,13),(13,9),-0.456927 # DEPENDENCYPART_GRANDPAR
(23,13),(13,11),-0.298963 # DEPENDENCYPART_GRANDPAR
(23,13),(13,12),-0.260268 # DEPENDENCYPART_GRANDPAR
(23,13),(13,14),-0.0251349 # DEPENDENCYPART_GRANDPAR
(23,13),(13,15),-0.195285 # DEPENDENCYPART_GRANDPAR
(23,13),(13,17),-0.31637 # DEPENDENCYPART_GRANDPAR
(23,13),(13,18),-0.381748 # DEPENDENCYPART_GRANDPAR
(23,13),(13,19),-0.187709 # DEPENDENCYPART_GRANDPAR
(23,13),(13,20),-0.0916253 # DEPENDENCYPART_GRANDPAR
(23,13),(13,23),-1.21694 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,13),(13,24),-0.877843 # DEPENDENCYPART_GRANDPAR
(23,13),(13,26),-0.480748 # DEPENDENCYPART_GRANDPAR
(23,17),(17,12),-0.359939 # DEPENDENCYPART_GRANDPAR
(23,17),(17,13),-0.433256 # DEPENDENCYPART_GRANDPAR
(23,17),(17,16),-0.592409 # DEPENDENCYPART_GRANDPAR
(23,17),(17,18),-0.256294 # DEPENDENCYPART_GRANDPAR
(23,17),(17,19),-0.153258 # DEPENDENCYPART_GRANDPAR
(23,17),(17,20),0.0464472 # DEPENDENCYPART_GRANDPAR
(23,17),(17,21),-0.281681 # DEPENDENCYPART_GRANDPAR
(23,17),(17,22),-0.310496 # DEPENDENCYPART_GRANDPAR
(23,17),(17,23),-1.17588 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,17),(17,24),-0.780544 # DEPENDENCYPART_GRANDPAR
(23,17),(17,26),-0.444603 # DEPENDENCYPART_GRANDPAR
(23,17),(17,27),0.00339144 # DEPENDENCYPART_GRANDPAR
(23,17),(17,30),-0.608702 # DEPENDENCYPART_GRANDPAR
(23,17),(17,31),-0.525659 # DEPENDENCYPART_GRANDPAR
(23,21),(21,22),-0.185256 # DEPENDENCYPART_GRANDPAR
(23,21),(21,24),-0.878268 # DEPENDENCYPART_GRANDPAR
(23,21),(21,26),-0.481975 # DEPENDENCYPART_GRANDPAR
(23,22),(22,21),-0.275244 # DEPENDENCYPART_GRANDPAR
(23,22),(22,23),-1.21694 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,22),(22,24),-0.877845 # DEPENDENCYPART_GRANDPAR
(23,22),(22,26),-0.480752 # DEPENDENCYPART_GRANDPAR
(23,22),(22,27),-0.0895289 # DEPENDENCYPART_GRANDPAR
(23,22),(22,29),-0.648548 # DEPENDENCYPART_GRANDPAR
(23,22),(22,30),-0.649761 # DEPENDENCYPART_GRANDPAR
(23,22),(22,31),-0.611562 # DEPENDENCYPART_GRANDPAR
(23,25),(25,27),0.4906 # DEPENDENCYPART_GRANDPAR
(23,26),(26,16),-1.24262 # DEPENDENCYPART_GRANDPAR
(23,26),(26,21),-0.983926 # DEPENDENCYPART_GRANDPAR
(23,26),(26,22),-1.01125 # DEPENDENCYPART_GRANDPAR
(23,26),(26,25),0.969036 # DEPENDENCYPART_GRANDPAR
(23,26),(26,27),0.714585 # DEPENDENCYPART_GRANDPAR
(23,26),(26,28),-0.201939 # DEPENDENCYPART_GRANDPAR
(23,26),(26,29),0.00088104 # DEPENDENCYPART_GRANDPAR
(23,26),(26,30),0.0145082 # DEPENDENCYPART_GRANDPAR
(23,26),(26,31),-0.0106823 # DEPENDENCYPART_GRANDPAR
(23,26),(26,32),-0.469322 # DEPENDENCYPART_GRANDPAR
(23,27),(27,25),0.494421 # DEPENDENCYPART_GRANDPAR
(23,27),(27,26),0.359264 # DEPENDENCYPART_GRANDPAR
(23,27),(27,28),-0.00467346 # DEPENDENCYPART_GRANDPAR
(23,27),(27,29),0.194799 # DEPENDENCYPART_GRANDPAR
(23,27),(27,30),0.209282 # DEPENDENCYPART_GRANDPAR
(23,27),(27,32),-0.270454 # DEPENDENCYPART_GRANDPAR
(23,28),(28,29),0.114995 # DEPENDENCYPART_GRANDPAR
(23,28),(28,31),-0.108218 # DEPENDENCYPART_GRANDPAR
(23,28),(28,32),-0.354833 # DEPENDENCYPART_GRANDPAR
(23,29),(29,28),-0.0409102 # DEPENDENCYPART_GRANDPAR
(23,29),(29,30),0.12501 # DEPENDENCYPART_GRANDPAR
(23,29),(29,31),-0.0942988 # DEPENDENCYPART_GRANDPAR
(23,29),(29,32),-0.357032 # DEPENDENCYPART_GRANDPAR
(23,30),(30,1),-1.11735 # DEPENDENCYPART_GRANDPAR
(23,30),(30,21),-1.0243 # DEPENDENCYPART_GRANDPAR
(23,30),(30,22),-1.05169 # DEPENDENCYPART_GRANDPAR
(23,30),(30,25),0.405711 # DEPENDENCYPART_GRANDPAR
(23,30),(30,26),0.186237 # DEPENDENCYPART_GRANDPAR
(23,30),(30,27),0.565384 # DEPENDENCYPART_GRANDPAR
(23,30),(30,28),-0.0419496 # DEPENDENCYPART_GRANDPAR
(23,30),(30,29),0.17985 # DEPENDENCYPART_GRANDPAR
(23,30),(30,31),-0.0955123 # DEPENDENCYPART_GRANDPAR
(23,30),(30,32),-0.354256 # DEPENDENCYPART_GRANDPAR
(23,31),(31,32),-0.230785 # DEPENDENCYPART_GRANDPAR
(23,32),(32,28),-0.043367 # DEPENDENCYPART_GRANDPAR
(23,32),(32,29),0.178434 # DEPENDENCYPART_GRANDPAR
(23,32),(32,30),0.168853 # DEPENDENCYPART_GRANDPAR
(25,27),(27,25),-1.06973 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,27),(27,26),0.3302 # DEPENDENCYPART_GRANDPAR
(25,27),(27,28),-0.150426 # DEPENDENCYPART_GRANDPAR
(25,27),(27,29),-0.174434 # DEPENDENCYPART_GRANDPAR
(25,27),(27,30),-0.173393 # DEPENDENCYPART_GRANDPAR
(25,27),(27,32),-0.419242 # DEPENDENCYPART_GRANDPAR
(26,21),(21,22),-0.16656 # DEPENDENCYPART_GRANDPAR
(26,21),(21,24),-0.425648 # DEPENDENCYPART_GRANDPAR
