# _root_ The French group has an agreement giving it the right to buy all the shares outstanding , and this could be completed within a few months , a BSN spokeswoman said .
#goldHeads=3,3,4,31,6,4,6,7,10,7,10,11,15,15,12,15,4,4,20,18,20,21,22,26,26,23,4,30,30,31,0,31,
#predictedHeads=3,3,4,31,6,4,6,7,10,7,10,11,15,15,12,15,4,4,20,18,20,21,22,26,26,23,31,30,30,31,0,31,
(20,10),(10,8),-0.145316 # DEPENDENCYPART_GRANDPAR
(20,10),(10,9),-0.0579524 # DEPENDENCYPART_GRANDPAR
(20,10),(10,11),0.133963 # DEPENDENCYPART_GRANDPAR
(20,10),(10,12),-0.356607 # DEPENDENCYPART_GRANDPAR
(20,10),(10,13),-0.00290169 # DEPENDENCYPART_GRANDPAR
(20,10),(10,15),-0.132212 # DEPENDENCYPART_GRANDPAR
(20,10),(10,16),-0.199943 # DEPENDENCYPART_GRANDPAR
(20,10),(10,17),-0.235175 # DEPENDENCYPART_GRANDPAR
(20,10),(10,18),-0.121759 # DEPENDENCYPART_GRANDPAR
(20,10),(10,20),-1.14229 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,10),(10,22),-0.308817 # DEPENDENCYPART_GRANDPAR
(20,10),(10,27),-0.617555 # DEPENDENCYPART_GRANDPAR
(20,10),(10,30),-0.829239 # DEPENDENCYPART_GRANDPAR
(20,11),(11,3),-0.623757 # DEPENDENCYPART_GRANDPAR
(20,11),(11,6),-0.462198 # DEPENDENCYPART_GRANDPAR
(20,11),(11,7),-0.356066 # DEPENDENCYPART_GRANDPAR
(20,11),(11,8),-0.111267 # DEPENDENCYPART_GRANDPAR
(20,11),(11,9),-0.170334 # DEPENDENCYPART_GRANDPAR
(20,11),(11,10),-0.362041 # DEPENDENCYPART_GRANDPAR
(20,11),(11,12),-0.299444 # DEPENDENCYPART_GRANDPAR
(20,11),(11,13),-0.248476 # DEPENDENCYPART_GRANDPAR
(20,11),(11,15),-0.267026 # DEPENDENCYPART_GRANDPAR
(20,11),(11,18),-0.16945 # DEPENDENCYPART_GRANDPAR
(20,11),(11,21),-0.181 # DEPENDENCYPART_GRANDPAR
(20,13),(13,14),-0.188408 # DEPENDENCYPART_GRANDPAR
(20,13),(13,15),-0.149061 # DEPENDENCYPART_GRANDPAR
(20,13),(13,16),-0.249924 # DEPENDENCYPART_GRANDPAR
(20,13),(13,17),-0.279818 # DEPENDENCYPART_GRANDPAR
(20,13),(13,18),-0.0339996 # DEPENDENCYPART_GRANDPAR
(20,13),(13,20),-1.26627 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,13),(13,22),-0.37262 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),-0.187263 # DEPENDENCYPART_GRANDPAR
(20,15),(15,10),-0.372115 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),-0.08881 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),-0.1278 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),-0.142095 # DEPENDENCYPART_GRANDPAR
(20,15),(15,17),-0.173317 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),-0.120775 # DEPENDENCYPART_GRANDPAR
(20,15),(15,19),0.041478 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-1.17398 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,21),-0.09927 # DEPENDENCYPART_GRANDPAR
(20,15),(15,22),-0.317151 # DEPENDENCYPART_GRANDPAR
(20,15),(15,23),-0.346312 # DEPENDENCYPART_GRANDPAR
(20,15),(15,26),-0.48824 # DEPENDENCYPART_GRANDPAR
(20,15),(15,27),-0.601609 # DEPENDENCYPART_GRANDPAR
(20,15),(15,30),-0.788267 # DEPENDENCYPART_GRANDPAR
(20,16),(16,13),-0.0898318 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),-0.0580943 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-0.16218 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),-0.387723 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),0.0603344 # DEPENDENCYPART_GRANDPAR
(20,16),(16,19),-0.106992 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-1.22906 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,16),(16,21),-0.169068 # DEPENDENCYPART_GRANDPAR
(20,16),(16,23),-0.548303 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),-0.297076 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.26625 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.179661 # DEPENDENCYPART_GRANDPAR
(20,21),(21,15),-0.568138 # DEPENDENCYPART_GRANDPAR
(20,21),(21,16),-0.545125 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.36597 # DEPENDENCYPART_GRANDPAR
(20,21),(21,22),0.385431 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),0.0191517 # DEPENDENCYPART_GRANDPAR
(20,21),(21,25),0.00287286 # DEPENDENCYPART_GRANDPAR
(20,21),(21,26),-0.0383568 # DEPENDENCYPART_GRANDPAR
(20,21),(21,27),0.0886722 # DEPENDENCYPART_GRANDPAR
(20,21),(21,30),-0.255418 # DEPENDENCYPART_GRANDPAR
(20,22),(22,19),-0.456796 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),-0.23187 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),-0.565678 # DEPENDENCYPART_GRANDPAR
(20,22),(22,25),-0.267314 # DEPENDENCYPART_GRANDPAR
(20,22),(22,26),-0.112013 # DEPENDENCYPART_GRANDPAR
(20,22),(22,27),-0.10717 # DEPENDENCYPART_GRANDPAR
(20,22),(22,30),-0.497118 # DEPENDENCYPART_GRANDPAR
(20,23),(23,19),-0.48442 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),-0.515962 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),-0.232716 # DEPENDENCYPART_GRANDPAR
(20,23),(23,26),0.0255757 # DEPENDENCYPART_GRANDPAR
(20,23),(23,27),-0.0765077 # DEPENDENCYPART_GRANDPAR
(20,23),(23,30),-0.455072 # DEPENDENCYPART_GRANDPAR
(20,23),(23,31),0.526593 # DEPENDENCYPART_GRANDPAR
(20,26),(26,13),-0.645206 # DEPENDENCYPART_GRANDPAR
(20,26),(26,16),-0.700108 # DEPENDENCYPART_GRANDPAR
(20,26),(26,19),-0.510594 # DEPENDENCYPART_GRANDPAR
(20,26),(26,22),0.339724 # DEPENDENCYPART_GRANDPAR
(20,26),(26,24),-0.449284 # DEPENDENCYPART_GRANDPAR
(20,26),(26,25),-0.0809581 # DEPENDENCYPART_GRANDPAR
(20,26),(26,27),-0.132494 # DEPENDENCYPART_GRANDPAR
(20,26),(26,29),-0.0276808 # DEPENDENCYPART_GRANDPAR
(20,26),(26,30),-0.549283 # DEPENDENCYPART_GRANDPAR
(20,26),(26,31),0.588921 # DEPENDENCYPART_GRANDPAR
(20,30),(30,24),-0.213044 # DEPENDENCYPART_GRANDPAR
(20,30),(30,25),-0.131757 # DEPENDENCYPART_GRANDPAR
(20,30),(30,26),-0.0228593 # DEPENDENCYPART_GRANDPAR
(20,30),(30,28),-0.231362 # DEPENDENCYPART_GRANDPAR
(20,30),(30,29),-0.0512225 # DEPENDENCYPART_GRANDPAR
(21,15),(15,10),-0.331567 # DEPENDENCYPART_GRANDPAR
(21,15),(15,13),-0.388576 # DEPENDENCYPART_GRANDPAR
(21,15),(15,14),-0.357559 # DEPENDENCYPART_GRANDPAR
(21,15),(15,16),-0.0405002 # DEPENDENCYPART_GRANDPAR
(21,15),(15,17),-0.449822 # DEPENDENCYPART_GRANDPAR
(21,15),(15,18),-0.0614381 # DEPENDENCYPART_GRANDPAR
(21,15),(15,19),-0.355664 # DEPENDENCYPART_GRANDPAR
(21,15),(15,20),-0.371188 # DEPENDENCYPART_GRANDPAR
(21,15),(15,21),-1.38054 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,15),(15,22),-0.158964 # DEPENDENCYPART_GRANDPAR
(21,15),(15,23),-0.214112 # DEPENDENCYPART_GRANDPAR
(21,15),(15,26),-0.370137 # DEPENDENCYPART_GRANDPAR
(21,15),(15,27),-0.571496 # DEPENDENCYPART_GRANDPAR
(21,15),(15,30),-1.08635 # DEPENDENCYPART_GRANDPAR
(21,16),(16,13),-0.435383 # DEPENDENCYPART_GRANDPAR
(21,16),(16,14),-0.405728 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),-0.076454 # DEPENDENCYPART_GRANDPAR
(21,16),(16,17),-0.591824 # DEPENDENCYPART_GRANDPAR
(21,16),(16,18),0.151333 # DEPENDENCYPART_GRANDPAR
(21,16),(16,19),-0.504656 # DEPENDENCYPART_GRANDPAR
(21,16),(16,20),-0.42323 # DEPENDENCYPART_GRANDPAR
(21,16),(16,21),-1.29332 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,16),(16,23),-0.20411 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),-0.358903 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-1.35748 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,19),-0.696901 # DEPENDENCYPART_GRANDPAR
(21,22),(22,23),0.268143 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),-0.476265 # DEPENDENCYPART_GRANDPAR
(21,22),(22,25),0.0572242 # DEPENDENCYPART_GRANDPAR
(21,22),(22,26),0.295444 # DEPENDENCYPART_GRANDPAR
(21,22),(22,27),0.284353 # DEPENDENCYPART_GRANDPAR
(21,22),(22,30),-0.303562 # DEPENDENCYPART_GRANDPAR
(21,23),(23,19),-0.75648 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),-0.474425 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),0.0134387 # DEPENDENCYPART_GRANDPAR
(21,23),(23,26),0.458064 # DEPENDENCYPART_GRANDPAR
(21,23),(23,27),0.191867 # DEPENDENCYPART_GRANDPAR
(21,23),(23,30),-0.344181 # DEPENDENCYPART_GRANDPAR
(21,23),(23,31),-0.168234 # DEPENDENCYPART_GRANDPAR
(21,25),(25,24),-0.842413 # DEPENDENCYPART_GRANDPAR
(21,25),(25,30),-0.576075 # DEPENDENCYPART_GRANDPAR
(21,26),(26,13),-1.07014 # DEPENDENCYPART_GRANDPAR
(21,26),(26,16),-0.699104 # DEPENDENCYPART_GRANDPAR
(21,26),(26,19),-0.926048 # DEPENDENCYPART_GRANDPAR
(21,26),(26,22),0.501604 # DEPENDENCYPART_GRANDPAR
(21,26),(26,24),-0.72261 # DEPENDENCYPART_GRANDPAR
(21,26),(26,25),0.0207387 # DEPENDENCYPART_GRANDPAR
(21,26),(26,27),0.00657511 # DEPENDENCYPART_GRANDPAR
(21,26),(26,29),-0.633314 # DEPENDENCYPART_GRANDPAR
(21,26),(26,30),-0.510199 # DEPENDENCYPART_GRANDPAR
(21,26),(26,31),-0.23292 # DEPENDENCYPART_GRANDPAR
(21,30),(30,24),-0.429932 # DEPENDENCYPART_GRANDPAR
(21,30),(30,25),-0.042413 # DEPENDENCYPART_GRANDPAR
(21,30),(30,26),0.128808 # DEPENDENCYPART_GRANDPAR
(21,30),(30,28),-0.41428 # DEPENDENCYPART_GRANDPAR
(21,30),(30,29),-0.721885 # DEPENDENCYPART_GRANDPAR
(22,19),(19,20),-0.297864 # DEPENDENCYPART_GRANDPAR
(22,19),(19,21),-0.207146 # DEPENDENCYPART_GRANDPAR
(22,23),(23,19),-0.721629 # DEPENDENCYPART_GRANDPAR
(22,23),(23,24),-0.385281 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),0.19564 # DEPENDENCYPART_GRANDPAR
(22,23),(23,26),0.556445 # DEPENDENCYPART_GRANDPAR
(22,23),(23,27),0.219234 # DEPENDENCYPART_GRANDPAR
(22,23),(23,30),0.00140754 # DEPENDENCYPART_GRANDPAR
(22,23),(23,31),0.071012 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),-0.014035 # DEPENDENCYPART_GRANDPAR
(22,25),(25,24),-0.540347 # DEPENDENCYPART_GRANDPAR
(22,25),(25,30),-0.211542 # DEPENDENCYPART_GRANDPAR
(22,26),(26,13),-1.05239 # DEPENDENCYPART_GRANDPAR
(22,26),(26,16),-0.899491 # DEPENDENCYPART_GRANDPAR
(22,26),(26,19),-0.961956 # DEPENDENCYPART_GRANDPAR
(22,26),(26,22),-0.411393 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,26),(26,24),-0.515878 # DEPENDENCYPART_GRANDPAR
(22,26),(26,25),-0.0371541 # DEPENDENCYPART_GRANDPAR
(22,26),(26,27),-0.0369288 # DEPENDENCYPART_GRANDPAR
(22,26),(26,29),-0.449004 # DEPENDENCYPART_GRANDPAR
(22,26),(26,30),-0.202829 # DEPENDENCYPART_GRANDPAR
(22,26),(26,31),-0.013429 # DEPENDENCYPART_GRANDPAR
(22,30),(30,24),-0.125034 # DEPENDENCYPART_GRANDPAR
(22,30),(30,25),0.055106 # DEPENDENCYPART_GRANDPAR
(22,30),(30,26),0.160782 # DEPENDENCYPART_GRANDPAR
(22,30),(30,28),-0.054331 # DEPENDENCYPART_GRANDPAR
(22,30),(30,29),-0.378702 # DEPENDENCYPART_GRANDPAR
(23,19),(19,20),-0.16419 # DEPENDENCYPART_GRANDPAR
(23,19),(19,21),-0.274567 # DEPENDENCYPART_GRANDPAR
(23,24),(24,25),-0.0498649 # DEPENDENCYPART_GRANDPAR
(23,25),(25,24),0.974612 # DEPENDENCYPART_GRANDPAR
(23,25),(25,30),-0.149885 # DEPENDENCYPART_GRANDPAR
(23,26),(26,13),-1.37245 # DEPENDENCYPART_GRANDPAR
(23,26),(26,16),-1.13434 # DEPENDENCYPART_GRANDPAR
(23,26),(26,19),-1.30027 # DEPENDENCYPART_GRANDPAR
(23,26),(26,22),-0.943417 # DEPENDENCYPART_GRANDPAR
(23,26),(26,24),0.733325 # DEPENDENCYPART_GRANDPAR
(23,26),(26,25),0.329101 # DEPENDENCYPART_GRANDPAR
(23,26),(26,27),-0.49229 # DEPENDENCYPART_GRANDPAR
(23,26),(26,29),-0.490753 # DEPENDENCYPART_GRANDPAR
(23,26),(26,30),-0.262056 # DEPENDENCYPART_GRANDPAR
(23,26),(26,31),-0.192491 # DEPENDENCYPART_GRANDPAR
(23,30),(30,24),1.09929 # DEPENDENCYPART_GRANDPAR
(23,30),(30,25),0.257384 # DEPENDENCYPART_GRANDPAR
(23,30),(30,26),0.0747271 # DEPENDENCYPART_GRANDPAR
(23,30),(30,28),-0.273305 # DEPENDENCYPART_GRANDPAR
(23,30),(30,29),-0.408117 # DEPENDENCYPART_GRANDPAR
(23,31),(31,3),-1.35524 # DEPENDENCYPART_GRANDPAR
(23,31),(31,4),-0.883703 # DEPENDENCYPART_GRANDPAR
(23,31),(31,6),-1.28957 # DEPENDENCYPART_GRANDPAR
(23,31),(31,7),-0.806848 # DEPENDENCYPART_GRANDPAR
(23,31),(31,8),-0.960382 # DEPENDENCYPART_GRANDPAR
(23,31),(31,10),-1.1901 # DEPENDENCYPART_GRANDPAR
(23,31),(31,11),-0.780702 # DEPENDENCYPART_GRANDPAR
(23,31),(31,13),-1.15643 # DEPENDENCYPART_GRANDPAR
(23,31),(31,15),-1.11127 # DEPENDENCYPART_GRANDPAR
(23,31),(31,16),-0.964415 # DEPENDENCYPART_GRANDPAR
(23,31),(31,17),-1.272 # DEPENDENCYPART_GRANDPAR
(23,31),(31,18),-0.55919 # DEPENDENCYPART_GRANDPAR
(23,31),(31,19),-1.09282 # DEPENDENCYPART_GRANDPAR
(23,31),(31,20),-0.734281 # DEPENDENCYPART_GRANDPAR
(23,31),(31,21),-0.845332 # DEPENDENCYPART_GRANDPAR
(23,31),(31,22),-0.814468 # DEPENDENCYPART_GRANDPAR
(23,31),(31,23),-1.05264 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,31),(31,24),0.646049 # DEPENDENCYPART_GRANDPAR
(23,31),(31,25),0.0148033 # DEPENDENCYPART_GRANDPAR
(23,31),(31,26),-0.115034 # DEPENDENCYPART_GRANDPAR
(23,31),(31,27),-0.422403 # DEPENDENCYPART_GRANDPAR
(23,31),(31,28),-0.726542 # DEPENDENCYPART_GRANDPAR
(23,31),(31,29),-0.520134 # DEPENDENCYPART_GRANDPAR
(23,31),(31,30),-0.189786 # DEPENDENCYPART_GRANDPAR
(23,31),(31,32),-1.06324 # DEPENDENCYPART_GRANDPAR
(24,25),(25,24),-1.24191 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,25),(25,30),-0.642939 # DEPENDENCYPART_GRANDPAR
(25,24),(24,25),-1.67799 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,30),(30,24),-1.0391 # DEPENDENCYPART_GRANDPAR
(25,30),(30,25),-1.30466 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,30),(30,26),-0.0605581 # DEPENDENCYPART_GRANDPAR
(25,30),(30,28),-0.0414308 # DEPENDENCYPART_GRANDPAR
(25,30),(30,29),-0.285241 # DEPENDENCYPART_GRANDPAR
(26,13),(13,14),-0.438555 # DEPENDENCYPART_GRANDPAR
(26,13),(13,15),-0.453889 # DEPENDENCYPART_GRANDPAR
(26,13),(13,16),-0.165104 # DEPENDENCYPART_GRANDPAR
(26,13),(13,17),-0.23734 # DEPENDENCYPART_GRANDPAR
(26,13),(13,18),-0.376471 # DEPENDENCYPART_GRANDPAR
(26,13),(13,20),0.0498308 # DEPENDENCYPART_GRANDPAR
(26,13),(13,22),-0.0349634 # DEPENDENCYPART_GRANDPAR
(26,16),(16,13),-0.458877 # DEPENDENCYPART_GRANDPAR
(26,16),(16,14),-0.489856 # DEPENDENCYPART_GRANDPAR
(26,16),(16,15),-0.301418 # DEPENDENCYPART_GRANDPAR
(26,16),(16,17),-0.15611 # DEPENDENCYPART_GRANDPAR
(26,16),(16,18),-0.337623 # DEPENDENCYPART_GRANDPAR
(26,16),(16,19),-0.312839 # DEPENDENCYPART_GRANDPAR
(26,16),(16,20),0.0380839 # DEPENDENCYPART_GRANDPAR
(26,16),(16,21),-0.00263052 # DEPENDENCYPART_GRANDPAR
(26,16),(16,23),-0.0943701 # DEPENDENCYPART_GRANDPAR
(26,19),(19,20),0.0217782 # DEPENDENCYPART_GRANDPAR
(26,19),(19,21),-0.0490464 # DEPENDENCYPART_GRANDPAR
(26,22),(22,19),-0.337629 # DEPENDENCYPART_GRANDPAR
(26,22),(22,23),-0.202305 # DEPENDENCYPART_GRANDPAR
(26,22),(22,24),-0.0532839 # DEPENDENCYPART_GRANDPAR
(26,22),(22,25),-0.281938 # DEPENDENCYPART_GRANDPAR
(26,22),(22,26),-1.29657 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,22),(22,27),-0.81839 # DEPENDENCYPART_GRANDPAR
(26,22),(22,30),-0.464338 # DEPENDENCYPART_GRANDPAR
(26,24),(24,25),-0.0581292 # DEPENDENCYPART_GRANDPAR
(26,25),(25,24),0.211747 # DEPENDENCYPART_GRANDPAR
(26,25),(25,30),-0.47629 # DEPENDENCYPART_GRANDPAR
(26,29),(29,28),0.0581809 # DEPENDENCYPART_GRANDPAR
(26,30),(30,24),-0.716506 # DEPENDENCYPART_GRANDPAR
(26,30),(30,25),-0.760778 # DEPENDENCYPART_GRANDPAR
(26,30),(30,26),-0.773619 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,30),(30,28),0.395389 # DEPENDENCYPART_GRANDPAR
(26,30),(30,29),0.0403235 # DEPENDENCYPART_GRANDPAR
(26,31),(31,3),-0.73533 # DEPENDENCYPART_GRANDPAR
(26,31),(31,4),-0.761435 # DEPENDENCYPART_GRANDPAR
(26,31),(31,6),-0.652207 # DEPENDENCYPART_GRANDPAR
(26,31),(31,7),-0.5603 # DEPENDENCYPART_GRANDPAR
(26,31),(31,8),-0.576499 # DEPENDENCYPART_GRANDPAR
(26,31),(31,10),-0.631962 # DEPENDENCYPART_GRANDPAR
(26,31),(31,11),-1.15103 # DEPENDENCYPART_GRANDPAR
(26,31),(31,13),-0.817485 # DEPENDENCYPART_GRANDPAR
(26,31),(31,15),-0.880409 # DEPENDENCYPART_GRANDPAR
(26,31),(31,16),-0.710556 # DEPENDENCYPART_GRANDPAR
(26,31),(31,17),-0.713819 # DEPENDENCYPART_GRANDPAR
(26,31),(31,18),-0.996327 # DEPENDENCYPART_GRANDPAR
(26,31),(31,19),-0.730357 # DEPENDENCYPART_GRANDPAR
(26,31),(31,20),-0.38162 # DEPENDENCYPART_GRANDPAR
(26,31),(31,21),-0.532308 # DEPENDENCYPART_GRANDPAR
(26,31),(31,22),-0.502166 # DEPENDENCYPART_GRANDPAR
(26,31),(31,23),-0.746783 # DEPENDENCYPART_GRANDPAR
(26,31),(31,24),-0.443342 # DEPENDENCYPART_GRANDPAR
(26,31),(31,25),-0.61391 # DEPENDENCYPART_GRANDPAR
(26,31),(31,26),-0.895054 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,31),(31,27),-0.369246 # DEPENDENCYPART_GRANDPAR
(26,31),(31,28),0.0301165 # DEPENDENCYPART_GRANDPAR
(26,31),(31,29),-0.000617513 # DEPENDENCYPART_GRANDPAR
(26,31),(31,30),0.054081 # DEPENDENCYPART_GRANDPAR
(26,31),(31,32),-0.534019 # DEPENDENCYPART_GRANDPAR
(28,29),(29,28),-0.952143 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,28),(28,29),-1.4177 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(30,24),(24,25),-0.411493 # DEPENDENCYPART_GRANDPAR
(30,25),(25,24),-0.384155 # DEPENDENCYPART_GRANDPAR
(30,25),(25,30),-1.36223 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(30,26),(26,13),-1.30528 # DEPENDENCYPART_GRANDPAR
(30,26),(26,16),-0.487273 # DEPENDENCYPART_GRANDPAR
(30,26),(26,19),-0.692056 # DEPENDENCYPART_GRANDPAR
(30,26),(26,22),-0.17167 # DEPENDENCYPART_GRANDPAR
(30,26),(26,24),-0.426291 # DEPENDENCYPART_GRANDPAR
(30,26),(26,25),-0.258708 # DEPENDENCYPART_GRANDPAR
(30,26),(26,27),-0.703909 # DEPENDENCYPART_GRANDPAR
(30,26),(26,29),-0.051452 # DEPENDENCYPART_GRANDPAR
(30,26),(26,30),-1.38452 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(30,26),(26,31),-0.704952 # DEPENDENCYPART_GRANDPAR
(30,28),(28,29),-0.124693 # DEPENDENCYPART_GRANDPAR
(30,29),(29,28),-0.0227775 # DEPENDENCYPART_GRANDPAR
(31,3),(3,1),-0.265 # DEPENDENCYPART_GRANDPAR
(31,3),(3,2),-0.144477 # DEPENDENCYPART_GRANDPAR
(31,3),(3,4),0.20132 # DEPENDENCYPART_GRANDPAR
(31,3),(3,6),-0.0328263 # DEPENDENCYPART_GRANDPAR
(31,3),(3,7),-0.204654 # DEPENDENCYPART_GRANDPAR
(31,3),(3,11),0.153837 # DEPENDENCYPART_GRANDPAR
(31,4),(4,1),-0.318292 # DEPENDENCYPART_GRANDPAR
(31,4),(4,2),0.0184962 # DEPENDENCYPART_GRANDPAR
(31,4),(4,3),0.167377 # DEPENDENCYPART_GRANDPAR
(31,4),(4,5),0.130751 # DEPENDENCYPART_GRANDPAR
(31,4),(4,6),0.230459 # DEPENDENCYPART_GRANDPAR
(31,4),(4,7),-0.106289 # DEPENDENCYPART_GRANDPAR
(31,4),(4,8),0.777846 # DEPENDENCYPART_GRANDPAR
(31,4),(4,10),0.131819 # DEPENDENCYPART_GRANDPAR
(31,4),(4,11),0.353396 # DEPENDENCYPART_GRANDPAR
(31,4),(4,12),0.54385 # DEPENDENCYPART_GRANDPAR
(31,4),(4,15),-0.0228825 # DEPENDENCYPART_GRANDPAR
(31,4),(4,17),0.0948945 # DEPENDENCYPART_GRANDPAR
(31,4),(4,18),0.360093 # DEPENDENCYPART_GRANDPAR
(31,4),(4,20),0.3163 # DEPENDENCYPART_GRANDPAR
(31,4),(4,23),0.320955 # DEPENDENCYPART_GRANDPAR
(31,4),(4,32),-0.7537 # DEPENDENCYPART_GRANDPAR
(31,6),(6,1),-0.269071 # DEPENDENCYPART_GRANDPAR
(31,6),(6,2),-0.152511 # DEPENDENCYPART_GRANDPAR
(31,6),(6,3),-0.0684418 # DEPENDENCYPART_GRANDPAR
(31,6),(6,4),0.0162359 # DEPENDENCYPART_GRANDPAR
(31,6),(6,5),0.190532 # DEPENDENCYPART_GRANDPAR
(31,6),(6,7),-0.229253 # DEPENDENCYPART_GRANDPAR
(31,6),(6,8),0.295098 # DEPENDENCYPART_GRANDPAR
(31,6),(6,10),-0.178656 # DEPENDENCYPART_GRANDPAR
(31,6),(6,11),0.125237 # DEPENDENCYPART_GRANDPAR
(31,6),(6,17),0.293117 # DEPENDENCYPART_GRANDPAR
(31,6),(6,18),0.3241 # DEPENDENCYPART_GRANDPAR
(31,7),(7,3),0.149367 # DEPENDENCYPART_GRANDPAR
(31,7),(7,4),0.0105276 # DEPENDENCYPART_GRANDPAR
(31,7),(7,5),0.105146 # DEPENDENCYPART_GRANDPAR
(31,7),(7,6),0.173506 # DEPENDENCYPART_GRANDPAR
(31,7),(7,8),0.426703 # DEPENDENCYPART_GRANDPAR
(31,7),(7,9),-0.938055 # DEPENDENCYPART_GRANDPAR
(31,7),(7,10),-0.115466 # DEPENDENCYPART_GRANDPAR
(31,7),(7,11),0.308938 # DEPENDENCYPART_GRANDPAR
(31,7),(7,12),0.391538 # DEPENDENCYPART_GRANDPAR
(31,7),(7,13),-0.114998 # DEPENDENCYPART_GRANDPAR
(31,7),(7,15),-0.0528932 # DEPENDENCYPART_GRANDPAR
(31,7),(7,16),-0.362719 # DEPENDENCYPART_GRANDPAR
(31,7),(7,17),0.0299639 # DEPENDENCYPART_GRANDPAR
(31,7),(7,18),0.2202 # DEPENDENCYPART_GRANDPAR
(31,7),(7,20),0.110285 # DEPENDENCYPART_GRANDPAR
(31,7),(7,21),0.461449 # DEPENDENCYPART_GRANDPAR
(31,7),(7,22),-0.0941904 # DEPENDENCYPART_GRANDPAR
(31,7),(7,23),0.201382 # DEPENDENCYPART_GRANDPAR
(31,7),(7,26),0.441845 # DEPENDENCYPART_GRANDPAR
(31,7),(7,27),0.0347816 # DEPENDENCYPART_GRANDPAR
(31,8),(8,7),-0.479415 # DEPENDENCYPART_GRANDPAR
(31,8),(8,9),-0.762294 # DEPENDENCYPART_GRANDPAR
(31,8),(8,10),-0.041369 # DEPENDENCYPART_GRANDPAR
(31,8),(8,11),0.182907 # DEPENDENCYPART_GRANDPAR
(31,10),(10,5),0.100271 # DEPENDENCYPART_GRANDPAR
(31,10),(10,6),-0.0705607 # DEPENDENCYPART_GRANDPAR
(31,10),(10,7),-0.303206 # DEPENDENCYPART_GRANDPAR
(31,10),(10,8),0.442693 # DEPENDENCYPART_GRANDPAR
(31,10),(10,9),-0.418889 # DEPENDENCYPART_GRANDPAR
(31,10),(10,11),0.192383 # DEPENDENCYPART_GRANDPAR
(31,10),(10,12),0.303886 # DEPENDENCYPART_GRANDPAR
(31,10),(10,13),-0.0933512 # DEPENDENCYPART_GRANDPAR
(31,10),(10,15),-0.25413 # DEPENDENCYPART_GRANDPAR
(31,10),(10,16),-0.281929 # DEPENDENCYPART_GRANDPAR
(31,10),(10,17),0.264824 # DEPENDENCYPART_GRANDPAR
(31,10),(10,18),0.315094 # DEPENDENCYPART_GRANDPAR
