# _root_ But yesterday , Manhattan Cable announced it will launch Showtime on Nov. 1 to over 230,000 subscribers .
#goldHeads=6,6,6,5,6,0,8,6,8,9,9,11,12,9,17,15,14,6,
#predictedHeads=6,6,6,5,6,0,8,6,8,9,9,11,12,9,17,15,14,6,
(9,10),(9,11),(9,13),-0.0638197 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,14),0.0179703 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,15),-0.0994542 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,16),-0.0637583 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,17),-0.181844 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,18),-0.0307313 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,19),-0.0271583 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,12),(9,13),-0.0648924 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,14),-0.0560536 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,15),-0.108183 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,16),-0.0647767 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,17),-0.151711 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,18),-0.0652951 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,19),-0.0135282 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,13),(9,14),-0.0186677 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,15),-0.0351237 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,16),-0.0599103 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,17),-0.109724 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,18),-0.0406226 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,19),-0.0721544 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,14),(9,15),-0.0296189 # DEPENDENCYPART_TRISIBL
(9,10),(9,14),(9,16),-0.0606168 # DEPENDENCYPART_TRISIBL
(9,10),(9,14),(9,17),-0.113838 # DEPENDENCYPART_TRISIBL
(9,10),(9,14),(9,18),-0.0438793 # DEPENDENCYPART_TRISIBL
(9,10),(9,14),(9,19),-0.0246868 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,15),(9,16),-0.0637567 # DEPENDENCYPART_TRISIBL
(9,10),(9,15),(9,17),-0.172673 # DEPENDENCYPART_TRISIBL
(9,10),(9,15),(9,18),-0.0198402 # DEPENDENCYPART_TRISIBL
(9,10),(9,15),(9,19),-0.0381103 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,16),(9,17),-0.10972 # DEPENDENCYPART_TRISIBL
(9,10),(9,16),(9,18),-0.0406201 # DEPENDENCYPART_TRISIBL
(9,10),(9,16),(9,19),-0.071273 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,17),(9,18),-0.064093 # DEPENDENCYPART_TRISIBL
(9,10),(9,17),(9,19),-0.0233472 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,18),(9,19),0.0115557 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,12),(9,13),-0.0658108 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,14),-0.0707437 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,15),-0.110109 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,16),-0.0658052 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,17),-0.0791508 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,18),-0.0342686 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,19),8.11568e-05 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,13),(9,14),-0.0361023 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,15),-0.0950613 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,16),-0.0685193 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,17),-0.0305266 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,18),-0.0726076 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,19),-0.07151 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,14),(9,15),-0.0792598 # DEPENDENCYPART_TRISIBL
(9,11),(9,14),(9,16),-0.073149 # DEPENDENCYPART_TRISIBL
(9,11),(9,14),(9,17),-0.011359 # DEPENDENCYPART_TRISIBL
(9,11),(9,14),(9,18),-0.103403 # DEPENDENCYPART_TRISIBL
(9,11),(9,14),(9,19),-0.0612802 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,15),(9,16),-0.0635659 # DEPENDENCYPART_TRISIBL
(9,11),(9,15),(9,17),0.0159336 # DEPENDENCYPART_TRISIBL
(9,11),(9,15),(9,18),-0.0730362 # DEPENDENCYPART_TRISIBL
(9,11),(9,15),(9,19),-0.00612017 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,16),(9,17),-0.0305261 # DEPENDENCYPART_TRISIBL
(9,11),(9,16),(9,18),-0.0726076 # DEPENDENCYPART_TRISIBL
(9,11),(9,16),(9,19),-0.0709546 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,17),(9,18),-0.0342395 # DEPENDENCYPART_TRISIBL
(9,11),(9,17),(9,19),0.00922898 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,18),(9,19),-0.0299092 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,13),(9,14),-0.0187605 # DEPENDENCYPART_TRISIBL
(9,12),(9,13),(9,15),-0.0344475 # DEPENDENCYPART_TRISIBL
(9,12),(9,13),(9,16),-0.0611035 # DEPENDENCYPART_TRISIBL
(9,12),(9,13),(9,17),-0.104097 # DEPENDENCYPART_TRISIBL
(9,12),(9,13),(9,18),-0.0382056 # DEPENDENCYPART_TRISIBL
(9,12),(9,13),(9,19),-0.0947552 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,14),(9,15),-0.028661 # DEPENDENCYPART_TRISIBL
(9,12),(9,14),(9,16),-0.0617793 # DEPENDENCYPART_TRISIBL
(9,12),(9,14),(9,17),-0.108194 # DEPENDENCYPART_TRISIBL
(9,12),(9,14),(9,18),-0.0413516 # DEPENDENCYPART_TRISIBL
(9,12),(9,14),(9,19),-0.0368905 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,15),(9,16),-0.0649192 # DEPENDENCYPART_TRISIBL
(9,12),(9,15),(9,17),-0.167034 # DEPENDENCYPART_TRISIBL
(9,12),(9,15),(9,18),-0.0144505 # DEPENDENCYPART_TRISIBL
(9,12),(9,15),(9,19),-0.0676604 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,16),(9,17),-0.104093 # DEPENDENCYPART_TRISIBL
(9,12),(9,16),(9,18),-0.0382031 # DEPENDENCYPART_TRISIBL
(9,12),(9,16),(9,19),-0.0938738 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,17),(9,18),-0.0615655 # DEPENDENCYPART_TRISIBL
(9,12),(9,17),(9,19),-0.0465693 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,18),(9,19),-0.0143445 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,13),(9,14),(9,15),-0.0211664 # DEPENDENCYPART_TRISIBL
(9,13),(9,14),(9,16),-0.0854431 # DEPENDENCYPART_TRISIBL
(9,13),(9,14),(9,17),-0.108747 # DEPENDENCYPART_TRISIBL
(9,13),(9,14),(9,18),0.0101285 # DEPENDENCYPART_TRISIBL
(9,13),(9,14),(9,19),-0.0361081 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,13),(9,15),(9,16),-0.0748554 # DEPENDENCYPART_TRISIBL
(9,13),(9,15),(9,17),-0.0862681 # DEPENDENCYPART_TRISIBL
(9,13),(9,15),(9,18),0.00966842 # DEPENDENCYPART_TRISIBL
(9,13),(9,15),(9,19),-0.0439867 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,13),(9,16),(9,17),-0.101699 # DEPENDENCYPART_TRISIBL
(9,13),(9,16),(9,18),-0.0375318 # DEPENDENCYPART_TRISIBL
(9,13),(9,16),(9,19),-0.0545209 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,13),(9,17),(9,18),-0.00134878 # DEPENDENCYPART_TRISIBL
(9,13),(9,17),(9,19),-0.0419625 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,13),(9,18),(9,19),-0.0283841 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,14),(9,15),(9,16),-0.0549578 # DEPENDENCYPART_TRISIBL
(9,14),(9,15),(9,17),-0.0236654 # DEPENDENCYPART_TRISIBL
(9,14),(9,15),(9,18),-0.0505381 # DEPENDENCYPART_TRISIBL
(9,14),(9,15),(9,19),-0.0258259 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,14),(9,16),(9,17),-0.0268468 # DEPENDENCYPART_TRISIBL
(9,14),(9,16),(9,18),-0.0836042 # DEPENDENCYPART_TRISIBL
(9,14),(9,16),(9,19),-0.0529778 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,14),(9,17),(9,18),-0.0332085 # DEPENDENCYPART_TRISIBL
(9,14),(9,17),(9,19),-0.0246735 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,14),(9,18),(9,19),-0.0105477 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,15),(9,16),(9,17),-0.0367707 # DEPENDENCYPART_TRISIBL
(9,15),(9,16),(9,18),-0.0597162 # DEPENDENCYPART_TRISIBL
(9,15),(9,16),(9,19),-0.0831261 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,15),(9,17),(9,18),-0.035333 # DEPENDENCYPART_TRISIBL
(9,15),(9,17),(9,19),-0.0315211 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,15),(9,18),(9,19),-0.0383661 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,16),(9,17),(9,18),6.11686e-05 # DEPENDENCYPART_TRISIBL
(9,16),(9,17),(9,19),-0.0448869 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,16),(9,18),(9,19),-0.0274404 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,17),(9,18),(9,19),0.0124388 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,8),(9,7),-0.142018 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,6),-0.119423 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,5),-0.0971252 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,3),-0.0523428 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,2),-0.103333 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,1),-0.0685723 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,-1),-0.10798 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,7),(9,6),-0.0986124 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,5),-0.128145 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,3),-0.064701 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,2),-0.134129 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,1),-0.00679707 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,-1),-0.0631728 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,6),(9,5),0.00593601 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,6),(9,3),0.0303125 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,6),(9,2),0.00261043 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,6),(9,1),-0.0241898 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,6),(9,-1),-0.0556399 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,5),(9,3),0.127574 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,5),(9,2),-0.0717923 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,5),(9,1),-0.0249478 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,5),(9,-1),0.000121684 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,3),(9,2),-0.287202 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,3),(9,1),-0.189558 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,3),(9,-1),-0.359682 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,2),(9,1),-0.0289171 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,2),(9,-1),-0.0477068 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,1),(9,-1),-0.169768 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,7),(9,6),-0.127912 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,5),-0.103698 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,3),-0.0397838 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,2),-0.103897 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,1),-0.105977 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,-1),-0.143303 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,6),(9,5),-0.104984 # DEPENDENCYPART_TRISIBL
(9,8),(9,6),(9,3),-0.0687448 # DEPENDENCYPART_TRISIBL
(9,8),(9,6),(9,2),-0.105184 # DEPENDENCYPART_TRISIBL
(9,8),(9,6),(9,1),-0.102419 # DEPENDENCYPART_TRISIBL
(9,8),(9,6),(9,-1),-0.152456 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,5),(9,3),-0.0718031 # DEPENDENCYPART_TRISIBL
(9,8),(9,5),(9,2),-0.105966 # DEPENDENCYPART_TRISIBL
(9,8),(9,5),(9,1),-0.100599 # DEPENDENCYPART_TRISIBL
(9,8),(9,5),(9,-1),-0.100035 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,3),(9,2),-0.108714 # DEPENDENCYPART_TRISIBL
(9,8),(9,3),(9,1),-0.103454 # DEPENDENCYPART_TRISIBL
(9,8),(9,3),(9,-1),-0.163492 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,2),(9,1),-0.100599 # DEPENDENCYPART_TRISIBL
(9,8),(9,2),(9,-1),-0.100033 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,1),(9,-1),-0.119187 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,7),(9,6),(9,5),-0.0938473 # DEPENDENCYPART_TRISIBL
(9,7),(9,6),(9,3),-0.0346938 # DEPENDENCYPART_TRISIBL
(9,7),(9,6),(9,2),-0.0922873 # DEPENDENCYPART_TRISIBL
(9,7),(9,6),(9,1),-0.0774533 # DEPENDENCYPART_TRISIBL
(9,7),(9,6),(9,-1),-0.120934 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,7),(9,5),(9,3),-0.0470283 # DEPENDENCYPART_TRISIBL
(9,7),(9,5),(9,2),-0.0937869 # DEPENDENCYPART_TRISIBL
(9,7),(9,5),(9,1),-0.0790529 # DEPENDENCYPART_TRISIBL
(9,7),(9,5),(9,-1),-0.078591 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,7),(9,3),(9,2),-0.0382704 # DEPENDENCYPART_TRISIBL
(9,7),(9,3),(9,1),-0.0404631 # DEPENDENCYPART_TRISIBL
(9,7),(9,3),(9,-1),-0.22373 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,7),(9,2),(9,1),-0.0790857 # DEPENDENCYPART_TRISIBL
(9,7),(9,2),(9,-1),-0.0844501 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,7),(9,1),(9,-1),-0.0475004 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,6),(9,5),(9,3),-0.0372645 # DEPENDENCYPART_TRISIBL
(9,6),(9,5),(9,2),-0.0925568 # DEPENDENCYPART_TRISIBL
(9,6),(9,5),(9,1),-0.057895 # DEPENDENCYPART_TRISIBL
(9,6),(9,5),(9,-1),-0.0883702 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,6),(9,3),(9,2),0.160184 # DEPENDENCYPART_TRISIBL
(9,6),(9,3),(9,1),0.00845787 # DEPENDENCYPART_TRISIBL
(9,6),(9,3),(9,-1),-0.251872 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,6),(9,2),(9,1),-0.0592244 # DEPENDENCYPART_TRISIBL
(9,6),(9,2),(9,-1),-0.0924982 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,6),(9,1),(9,-1),-0.0766478 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,5),(9,3),(9,2),-0.126881 # DEPENDENCYPART_TRISIBL
(9,5),(9,3),(9,1),-0.123128 # DEPENDENCYPART_TRISIBL
(9,5),(9,3),(9,-1),-0.177228 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,5),(9,2),(9,1),-0.157396 # DEPENDENCYPART_TRISIBL
(9,5),(9,2),(9,-1),-0.120192 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,5),(9,1),(9,-1),-0.0237156 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,3),(9,2),(9,1),-0.0376004 # DEPENDENCYPART_TRISIBL
(9,3),(9,2),(9,-1),0.0046102 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,3),(9,1),(9,-1),-0.0823876 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,2),(9,1),(9,-1),-0.00290021 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,11),(10,12),-0.0932666 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,13),-0.213093 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,15),-0.0368892 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,16),-0.202651 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,17),-0.116534 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,18),-0.169601 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,19),-0.0871553 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,12),(10,13),-0.171115 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,15),-0.0546485 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,16),-0.160307 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,17),-0.0969134 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,18),-0.119369 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,19),-0.127986 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,13),(10,15),-0.0645066 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,16),-0.160884 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,17),-0.178489 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,18),-0.132157 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,19),-0.066884 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,15),(10,16),-0.202291 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,15),(10,17),-0.143746 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,15),(10,18),-0.144121 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,15),(10,19),-0.124169 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,16),(10,17),-0.177426 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,16),(10,18),-0.130212 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,16),(10,19),-0.111348 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,17),(10,18),-0.113387 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,17),(10,19),-0.104833 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,18),(10,19),-0.193044 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,11),(10,12),(10,13),-0.0754648 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,15),-0.0782017 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,16),-0.075459 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,17),-0.0411357 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,18),-0.084701 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,19),-0.0260075 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,13),(10,15),-0.0457448 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,16),-0.0797452 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,17),-0.0350686 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,18),-0.102821 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,19),-0.0834251 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,15),(10,16),-0.0631819 # DEPENDENCYPART_TRISIBL
(10,11),(10,15),(10,17),-0.0366476 # DEPENDENCYPART_TRISIBL
(10,11),(10,15),(10,18),-0.0964447 # DEPENDENCYPART_TRISIBL
(10,11),(10,15),(10,19),-0.0313256 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,16),(10,17),-0.0350683 # DEPENDENCYPART_TRISIBL
(10,11),(10,16),(10,18),-0.102821 # DEPENDENCYPART_TRISIBL
(10,11),(10,16),(10,19),-0.0826934 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,17),(10,18),-0.0846718 # DEPENDENCYPART_TRISIBL
(10,11),(10,17),(10,19),-0.0357774 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,18),(10,19),-0.0585484 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,13),(10,15),-0.0765297 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,16),-0.0423512 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,17),-0.0591964 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,18),-0.0790431 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,19),-0.165757 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,15),(10,16),-0.0420732 # DEPENDENCYPART_TRISIBL
(10,12),(10,15),(10,17),-0.0908043 # DEPENDENCYPART_TRISIBL
(10,12),(10,15),(10,18),-0.072262 # DEPENDENCYPART_TRISIBL
(10,12),(10,15),(10,19),-0.129578 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,16),(10,17),-0.0591909 # DEPENDENCYPART_TRISIBL
(10,12),(10,16),(10,18),-0.0790417 # DEPENDENCYPART_TRISIBL
(10,12),(10,16),(10,19),-0.165247 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,17),(10,18),-0.0750383 # DEPENDENCYPART_TRISIBL
(10,12),(10,17),(10,19),-0.132661 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,18),(10,19),-0.0356366 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,15),(10,16),-0.0234532 # DEPENDENCYPART_TRISIBL
(10,13),(10,15),(10,17),-0.0777389 # DEPENDENCYPART_TRISIBL
(10,13),(10,15),(10,18),-0.0177207 # DEPENDENCYPART_TRISIBL
(10,13),(10,15),(10,19),-0.139387 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,16),(10,17),-0.074708 # DEPENDENCYPART_TRISIBL
(10,13),(10,16),(10,18),-0.0423231 # DEPENDENCYPART_TRISIBL
(10,13),(10,16),(10,19),-0.170439 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,17),(10,18),-0.0385388 # DEPENDENCYPART_TRISIBL
(10,13),(10,17),(10,19),-0.12017 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,18),(10,19),-0.11774 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,15),(10,16),(10,17),-0.0510939 # DEPENDENCYPART_TRISIBL
(10,15),(10,16),(10,18),-0.0935127 # DEPENDENCYPART_TRISIBL
(10,15),(10,16),(10,19),-0.0695275 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,15),(10,17),(10,18),-0.0820586 # DEPENDENCYPART_TRISIBL
(10,15),(10,17),(10,19),-0.058857 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,15),(10,18),(10,19),-0.0487092 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,16),(10,17),(10,18),-0.0384572 # DEPENDENCYPART_TRISIBL
(10,16),(10,17),(10,19),-0.116204 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,16),(10,18),(10,19),-0.11225 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,17),(10,18),(10,19),-0.0162334 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,9),(10,7),-0.189246 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,6),-0.125663 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,5),-0.093868 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,4),-0.0805946 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,2),-0.0946453 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,-1),-0.227572 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,7),(10,6),-0.131752 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,7),(10,5),-0.168771 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,7),(10,4),-0.1555 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,7),(10,2),-0.172207 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,7),(10,-1),-0.138125 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,6),(10,5),-0.094744 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,6),(10,4),-0.0814706 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,6),(10,2),-0.0955213 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,6),(10,-1),-0.23119 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,5),(10,4),-0.201983 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,5),(10,2),-0.217117 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,5),(10,-1),-0.198043 # DEPENDENCYPART_TRISIBL_LAST_SIBS
