# _root_ The sales are being dragged down by a glut of 1989 vehicles , said Joel Pitcoff , a Ford analyst .
#goldHeads=2,3,14,3,4,5,5,9,7,9,12,10,14,0,16,14,16,20,20,16,14,
#predictedHeads=2,3,14,3,4,5,5,9,7,9,12,10,14,0,16,14,16,20,20,16,14,
(20,20),(20,16),(20,8),-0.0432968 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,16),(20,-1),-0.166744 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,20),(20,15),(20,11),-0.0865048 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,15),(20,10),-0.187866 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,15),(20,8),-0.0432968 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,15),(20,-1),-0.166744 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,20),(20,11),(20,10),-0.154538 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,11),(20,8),-0.145473 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,11),(20,-1),-0.142327 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,20),(20,10),(20,8),-0.110624 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,10),(20,-1),-0.0776894 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,20),(20,8),(20,-1),-0.166602 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,19),(20,18),(20,17),-0.152994 # DEPENDENCYPART_TRISIBL
(20,19),(20,18),(20,16),-0.143974 # DEPENDENCYPART_TRISIBL
(20,19),(20,18),(20,15),-0.143974 # DEPENDENCYPART_TRISIBL
(20,19),(20,18),(20,11),-0.0614391 # DEPENDENCYPART_TRISIBL
(20,19),(20,18),(20,10),-0.0657126 # DEPENDENCYPART_TRISIBL
(20,19),(20,18),(20,8),-0.012257 # DEPENDENCYPART_TRISIBL
(20,19),(20,18),(20,-1),-0.0187615 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,19),(20,17),(20,16),-0.155447 # DEPENDENCYPART_TRISIBL
(20,19),(20,17),(20,15),-0.155447 # DEPENDENCYPART_TRISIBL
(20,19),(20,17),(20,11),-0.0862543 # DEPENDENCYPART_TRISIBL
(20,19),(20,17),(20,10),-0.0143695 # DEPENDENCYPART_TRISIBL
(20,19),(20,17),(20,8),0.0024677 # DEPENDENCYPART_TRISIBL
(20,19),(20,17),(20,-1),-0.237993 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,19),(20,16),(20,15),-0.0410401 # DEPENDENCYPART_TRISIBL
(20,19),(20,16),(20,11),-0.0350941 # DEPENDENCYPART_TRISIBL
(20,19),(20,16),(20,10),-0.0636432 # DEPENDENCYPART_TRISIBL
(20,19),(20,16),(20,8),-0.000394146 # DEPENDENCYPART_TRISIBL
(20,19),(20,16),(20,-1),-0.112338 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,19),(20,15),(20,11),-0.0350941 # DEPENDENCYPART_TRISIBL
(20,19),(20,15),(20,10),-0.0636432 # DEPENDENCYPART_TRISIBL
(20,19),(20,15),(20,8),-0.000394146 # DEPENDENCYPART_TRISIBL
(20,19),(20,15),(20,-1),-0.112338 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,19),(20,11),(20,10),-0.0789739 # DEPENDENCYPART_TRISIBL
(20,19),(20,11),(20,8),0.0581844 # DEPENDENCYPART_TRISIBL
(20,19),(20,11),(20,-1),-0.114472 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,19),(20,10),(20,8),0.0195879 # DEPENDENCYPART_TRISIBL
(20,19),(20,10),(20,-1),-0.106328 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,19),(20,8),(20,-1),-0.0187615 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,18),(20,17),(20,16),-0.11599 # DEPENDENCYPART_TRISIBL
(20,18),(20,17),(20,15),-0.11599 # DEPENDENCYPART_TRISIBL
(20,18),(20,17),(20,11),-0.0877 # DEPENDENCYPART_TRISIBL
(20,18),(20,17),(20,10),-0.00454089 # DEPENDENCYPART_TRISIBL
(20,18),(20,17),(20,8),-0.175854 # DEPENDENCYPART_TRISIBL
(20,18),(20,17),(20,-1),-0.144687 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,18),(20,16),(20,15),-0.123604 # DEPENDENCYPART_TRISIBL
(20,18),(20,16),(20,11),-0.0934793 # DEPENDENCYPART_TRISIBL
(20,18),(20,16),(20,10),-0.0234889 # DEPENDENCYPART_TRISIBL
(20,18),(20,16),(20,8),-0.213036 # DEPENDENCYPART_TRISIBL
(20,18),(20,16),(20,-1),-0.0818909 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,18),(20,15),(20,11),-0.0934793 # DEPENDENCYPART_TRISIBL
(20,18),(20,15),(20,10),-0.0234889 # DEPENDENCYPART_TRISIBL
(20,18),(20,15),(20,8),-0.213036 # DEPENDENCYPART_TRISIBL
(20,18),(20,15),(20,-1),-0.0818909 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,18),(20,11),(20,10),-0.0606032 # DEPENDENCYPART_TRISIBL
(20,18),(20,11),(20,8),-0.178274 # DEPENDENCYPART_TRISIBL
(20,18),(20,11),(20,-1),-0.161066 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,18),(20,10),(20,8),-0.195682 # DEPENDENCYPART_TRISIBL
(20,18),(20,10),(20,-1),-0.0752114 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,18),(20,8),(20,-1),-0.163935 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,17),(20,16),(20,15),0.00313925 # DEPENDENCYPART_TRISIBL
(20,17),(20,16),(20,11),-0.0867445 # DEPENDENCYPART_TRISIBL
(20,17),(20,16),(20,10),-0.0816357 # DEPENDENCYPART_TRISIBL
(20,17),(20,16),(20,8),0.00607271 # DEPENDENCYPART_TRISIBL
(20,17),(20,16),(20,-1),-0.124133 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,17),(20,15),(20,11),-0.0867445 # DEPENDENCYPART_TRISIBL
(20,17),(20,15),(20,10),-0.0816357 # DEPENDENCYPART_TRISIBL
(20,17),(20,15),(20,8),0.00607271 # DEPENDENCYPART_TRISIBL
(20,17),(20,15),(20,-1),-0.124133 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,17),(20,11),(20,10),-0.0692518 # DEPENDENCYPART_TRISIBL
(20,17),(20,11),(20,8),0.0486634 # DEPENDENCYPART_TRISIBL
(20,17),(20,11),(20,-1),-0.201281 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,17),(20,10),(20,8),0.0559447 # DEPENDENCYPART_TRISIBL
(20,17),(20,10),(20,-1),-0.195018 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,17),(20,8),(20,-1),-0.227493 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,16),(20,15),(20,11),-0.0350941 # DEPENDENCYPART_TRISIBL
(20,16),(20,15),(20,10),-0.0641924 # DEPENDENCYPART_TRISIBL
(20,16),(20,15),(20,8),-0.000389033 # DEPENDENCYPART_TRISIBL
(20,16),(20,15),(20,-1),-0.109673 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,16),(20,11),(20,10),-0.0795238 # DEPENDENCYPART_TRISIBL
(20,16),(20,11),(20,8),0.0581869 # DEPENDENCYPART_TRISIBL
(20,16),(20,11),(20,-1),-0.113425 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,16),(20,10),(20,8),0.0195905 # DEPENDENCYPART_TRISIBL
(20,16),(20,10),(20,-1),-0.10583 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,16),(20,8),(20,-1),-0.0177324 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,15),(20,11),(20,10),-0.0795238 # DEPENDENCYPART_TRISIBL
(20,15),(20,11),(20,8),0.0581869 # DEPENDENCYPART_TRISIBL
(20,15),(20,11),(20,-1),-0.113425 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,15),(20,10),(20,8),0.0195905 # DEPENDENCYPART_TRISIBL
(20,15),(20,10),(20,-1),-0.10583 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,15),(20,8),(20,-1),-0.0177324 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,11),(20,10),(20,8),-0.035642 # DEPENDENCYPART_TRISIBL
(20,11),(20,10),(20,-1),-0.0835836 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,11),(20,8),(20,-1),0.0133467 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,10),(20,8),(20,-1),-0.160309 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,20),(21,-1),-0.523999 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,2),(2,1),0.290933 # DEPENDENCYPART_HEADBIGRAM
(0,2),(3,1),0.0762119 # DEPENDENCYPART_HEADBIGRAM
(0,2),(5,1),0.0725188 # DEPENDENCYPART_HEADBIGRAM
(0,3),(0,2),0.118468 # DEPENDENCYPART_HEADBIGRAM
(0,3),(3,2),0.309713 # DEPENDENCYPART_HEADBIGRAM
(0,3),(4,2),-0.00363861 # DEPENDENCYPART_HEADBIGRAM
(0,3),(5,2),-0.00870481 # DEPENDENCYPART_HEADBIGRAM
(0,3),(14,2),-0.0195354 # DEPENDENCYPART_HEADBIGRAM
(0,4),(0,3),-0.00215382 # DEPENDENCYPART_HEADBIGRAM
(0,4),(1,3),0.0639659 # DEPENDENCYPART_HEADBIGRAM
(0,4),(2,3),0.0760911 # DEPENDENCYPART_HEADBIGRAM
(0,4),(4,3),0.00738237 # DEPENDENCYPART_HEADBIGRAM
(0,4),(5,3),0.115334 # DEPENDENCYPART_HEADBIGRAM
(0,4),(9,3),0.0820859 # DEPENDENCYPART_HEADBIGRAM
(0,4),(14,3),0.114321 # DEPENDENCYPART_HEADBIGRAM
(0,5),(0,4),-0.000116233 # DEPENDENCYPART_HEADBIGRAM
(0,5),(1,4),0.0866066 # DEPENDENCYPART_HEADBIGRAM
(0,5),(2,4),0.0677389 # DEPENDENCYPART_HEADBIGRAM
(0,5),(3,4),0.144181 # DEPENDENCYPART_HEADBIGRAM
(0,5),(5,4),0.00789371 # DEPENDENCYPART_HEADBIGRAM
(0,5),(10,4),0.0712381 # DEPENDENCYPART_HEADBIGRAM
(0,5),(12,4),0.0779098 # DEPENDENCYPART_HEADBIGRAM
(0,5),(14,4),0.112853 # DEPENDENCYPART_HEADBIGRAM
(0,14),(3,13),0.191582 # DEPENDENCYPART_HEADBIGRAM
(0,14),(4,13),0.192835 # DEPENDENCYPART_HEADBIGRAM
(0,14),(5,13),0.194146 # DEPENDENCYPART_HEADBIGRAM
(0,14),(7,13),0.160837 # DEPENDENCYPART_HEADBIGRAM
(0,14),(9,13),0.231874 # DEPENDENCYPART_HEADBIGRAM
(0,14),(10,13),0.133485 # DEPENDENCYPART_HEADBIGRAM
(0,14),(11,13),0.0804859 # DEPENDENCYPART_HEADBIGRAM
(0,14),(12,13),0.199637 # DEPENDENCYPART_HEADBIGRAM
(0,14),(14,13),0.178279 # DEPENDENCYPART_HEADBIGRAM
(0,14),(16,13),0.154541 # DEPENDENCYPART_HEADBIGRAM
(1,3),(0,2),-0.0590241 # DEPENDENCYPART_HEADBIGRAM
(1,3),(3,2),0.0711829 # DEPENDENCYPART_HEADBIGRAM
(1,3),(4,2),0.0788635 # DEPENDENCYPART_HEADBIGRAM
(1,3),(5,2),0.0765996 # DEPENDENCYPART_HEADBIGRAM
(1,3),(14,2),0.0796945 # DEPENDENCYPART_HEADBIGRAM
(1,4),(0,3),-0.0614146 # DEPENDENCYPART_HEADBIGRAM
(1,4),(1,3),0.0839992 # DEPENDENCYPART_HEADBIGRAM
(1,4),(2,3),0.0704473 # DEPENDENCYPART_HEADBIGRAM
(1,4),(4,3),0.0685457 # DEPENDENCYPART_HEADBIGRAM
(1,4),(5,3),0.0809103 # DEPENDENCYPART_HEADBIGRAM
(1,4),(9,3),0.080403 # DEPENDENCYPART_HEADBIGRAM
(1,4),(14,3),0.0805507 # DEPENDENCYPART_HEADBIGRAM
(2,3),(0,2),-0.206018 # DEPENDENCYPART_HEADBIGRAM
(2,3),(3,2),-0.142549 # DEPENDENCYPART_HEADBIGRAM
(2,3),(4,2),0.0456545 # DEPENDENCYPART_HEADBIGRAM
(2,3),(5,2),0.122438 # DEPENDENCYPART_HEADBIGRAM
(2,3),(14,2),0.00441268 # DEPENDENCYPART_HEADBIGRAM
(2,4),(0,3),-0.11411 # DEPENDENCYPART_HEADBIGRAM
(2,4),(1,3),-0.0585923 # DEPENDENCYPART_HEADBIGRAM
(2,4),(2,3),0.0612654 # DEPENDENCYPART_HEADBIGRAM
(2,4),(4,3),0.0874066 # DEPENDENCYPART_HEADBIGRAM
(2,4),(5,3),0.0832926 # DEPENDENCYPART_HEADBIGRAM
(2,4),(9,3),0.0990897 # DEPENDENCYPART_HEADBIGRAM
(2,4),(14,3),0.0775868 # DEPENDENCYPART_HEADBIGRAM
(2,5),(0,4),-0.108563 # DEPENDENCYPART_HEADBIGRAM
(2,5),(1,4),-0.0616343 # DEPENDENCYPART_HEADBIGRAM
(2,5),(2,4),0.0833481 # DEPENDENCYPART_HEADBIGRAM
(2,5),(3,4),0.0802682 # DEPENDENCYPART_HEADBIGRAM
(2,5),(5,4),0.120984 # DEPENDENCYPART_HEADBIGRAM
(2,5),(10,4),0.0879017 # DEPENDENCYPART_HEADBIGRAM
(2,5),(12,4),0.100574 # DEPENDENCYPART_HEADBIGRAM
(2,5),(14,4),0.0763451 # DEPENDENCYPART_HEADBIGRAM
(2,7),(3,6),0.0938356 # DEPENDENCYPART_HEADBIGRAM
(2,7),(4,6),0.0963399 # DEPENDENCYPART_HEADBIGRAM
(2,7),(5,6),0.0963399 # DEPENDENCYPART_HEADBIGRAM
(2,10),(3,9),0.0764047 # DEPENDENCYPART_HEADBIGRAM
(2,10),(4,9),0.0953171 # DEPENDENCYPART_HEADBIGRAM
(2,10),(5,9),0.0952975 # DEPENDENCYPART_HEADBIGRAM
(2,10),(6,9),0.105776 # DEPENDENCYPART_HEADBIGRAM
(2,10),(7,9),0.145797 # DEPENDENCYPART_HEADBIGRAM
(2,10),(10,9),0.0852962 # DEPENDENCYPART_HEADBIGRAM
(2,10),(11,9),0.0771282 # DEPENDENCYPART_HEADBIGRAM
(2,10),(12,9),0.0333969 # DEPENDENCYPART_HEADBIGRAM
(2,10),(14,9),0.0698906 # DEPENDENCYPART_HEADBIGRAM
(2,17),(5,16),0.0564181 # DEPENDENCYPART_HEADBIGRAM
(2,17),(7,16),0.075865 # DEPENDENCYPART_HEADBIGRAM
(2,17),(9,16),0.105919 # DEPENDENCYPART_HEADBIGRAM
(2,17),(10,16),0.0348196 # DEPENDENCYPART_HEADBIGRAM
(2,17),(11,16),0.118681 # DEPENDENCYPART_HEADBIGRAM
(2,17),(12,16),0.110983 # DEPENDENCYPART_HEADBIGRAM
(2,17),(14,16),0.100324 # DEPENDENCYPART_HEADBIGRAM
(2,17),(15,16),0.169692 # DEPENDENCYPART_HEADBIGRAM
(2,17),(20,16),0.0389159 # DEPENDENCYPART_HEADBIGRAM
(2,21),(5,20),0.0571667 # DEPENDENCYPART_HEADBIGRAM
(2,21),(7,20),0.0573888 # DEPENDENCYPART_HEADBIGRAM
(2,21),(9,20),0.0791464 # DEPENDENCYPART_HEADBIGRAM
(2,21),(10,20),0.0649084 # DEPENDENCYPART_HEADBIGRAM
(2,21),(11,20),0.113718 # DEPENDENCYPART_HEADBIGRAM
(2,21),(12,20),0.130337 # DEPENDENCYPART_HEADBIGRAM
(2,21),(14,20),0.109199 # DEPENDENCYPART_HEADBIGRAM
(2,21),(15,20),0.114626 # DEPENDENCYPART_HEADBIGRAM
(2,21),(16,20),0.114616 # DEPENDENCYPART_HEADBIGRAM
(2,21),(21,20),0.0717146 # DEPENDENCYPART_HEADBIGRAM
(3,2),(2,1),-0.0126251 # DEPENDENCYPART_HEADBIGRAM
(3,2),(3,1),0.0704871 # DEPENDENCYPART_HEADBIGRAM
(3,2),(5,1),0.114096 # DEPENDENCYPART_HEADBIGRAM
(3,4),(0,3),0.0566725 # DEPENDENCYPART_HEADBIGRAM
(3,4),(1,3),-0.0570552 # DEPENDENCYPART_HEADBIGRAM
(3,4),(2,3),0.0936555 # DEPENDENCYPART_HEADBIGRAM
(3,4),(4,3),-0.00692346 # DEPENDENCYPART_HEADBIGRAM
(3,4),(5,3),0.237038 # DEPENDENCYPART_HEADBIGRAM
(3,4),(9,3),0.185392 # DEPENDENCYPART_HEADBIGRAM
(3,4),(14,3),0.243197 # DEPENDENCYPART_HEADBIGRAM
(3,5),(0,4),-0.0601435 # DEPENDENCYPART_HEADBIGRAM
(3,5),(1,4),-0.0667992 # DEPENDENCYPART_HEADBIGRAM
(3,5),(2,4),-0.0657848 # DEPENDENCYPART_HEADBIGRAM
(3,5),(3,4),-0.0255179 # DEPENDENCYPART_HEADBIGRAM
(3,5),(5,4),0.0108545 # DEPENDENCYPART_HEADBIGRAM
(3,5),(10,4),0.0685802 # DEPENDENCYPART_HEADBIGRAM
(3,5),(12,4),0.0764907 # DEPENDENCYPART_HEADBIGRAM
(3,5),(14,4),0.0920487 # DEPENDENCYPART_HEADBIGRAM
(3,6),(0,5),-0.0670631 # DEPENDENCYPART_HEADBIGRAM
(3,6),(2,5),-0.0634875 # DEPENDENCYPART_HEADBIGRAM
(3,6),(3,5),0.0522319 # DEPENDENCYPART_HEADBIGRAM
(3,6),(4,5),0.0870865 # DEPENDENCYPART_HEADBIGRAM
(3,6),(14,5),0.0801825 # DEPENDENCYPART_HEADBIGRAM
(3,7),(3,6),0.127168 # DEPENDENCYPART_HEADBIGRAM
(3,7),(4,6),0.0879016 # DEPENDENCYPART_HEADBIGRAM
(3,7),(5,6),0.0879392 # DEPENDENCYPART_HEADBIGRAM
(3,9),(7,8),0.064843 # DEPENDENCYPART_HEADBIGRAM
(3,9),(9,8),0.11802 # DEPENDENCYPART_HEADBIGRAM
(3,9),(10,8),0.0624146 # DEPENDENCYPART_HEADBIGRAM
(3,9),(11,8),0.0731986 # DEPENDENCYPART_HEADBIGRAM
(3,9),(12,8),-0.00507094 # DEPENDENCYPART_HEADBIGRAM
(3,9),(14,8),0.0767659 # DEPENDENCYPART_HEADBIGRAM
(3,9),(16,8),0.000586431 # DEPENDENCYPART_HEADBIGRAM
(3,9),(20,8),0.00200153 # DEPENDENCYPART_HEADBIGRAM
(3,12),(7,11),0.0977182 # DEPENDENCYPART_HEADBIGRAM
(3,12),(9,11),0.0236988 # DEPENDENCYPART_HEADBIGRAM
(3,12),(10,11),0.116737 # DEPENDENCYPART_HEADBIGRAM
(3,12),(12,11),0.100594 # DEPENDENCYPART_HEADBIGRAM
(3,12),(14,11),0.0686124 # DEPENDENCYPART_HEADBIGRAM
(3,12),(20,11),0.0590637 # DEPENDENCYPART_HEADBIGRAM
(3,13),(3,12),0.0660732 # DEPENDENCYPART_HEADBIGRAM
(3,13),(4,12),0.173822 # DEPENDENCYPART_HEADBIGRAM
(3,13),(5,12),0.176994 # DEPENDENCYPART_HEADBIGRAM
(3,13),(7,12),0.180983 # DEPENDENCYPART_HEADBIGRAM
(3,13),(9,12),0.027738 # DEPENDENCYPART_HEADBIGRAM
(3,13),(10,12),0.129034 # DEPENDENCYPART_HEADBIGRAM
(3,13),(14,12),0.0782029 # DEPENDENCYPART_HEADBIGRAM
(3,13),(16,12),0.00247393 # DEPENDENCYPART_HEADBIGRAM
(3,14),(3,13),0.312733 # DEPENDENCYPART_HEADBIGRAM
(3,14),(4,13),0.0727353 # DEPENDENCYPART_HEADBIGRAM
(3,14),(5,13),0.0734044 # DEPENDENCYPART_HEADBIGRAM
(3,14),(7,13),0.0812732 # DEPENDENCYPART_HEADBIGRAM
(3,14),(9,13),0.122877 # DEPENDENCYPART_HEADBIGRAM
(3,14),(10,13),0.038821 # DEPENDENCYPART_HEADBIGRAM
(3,14),(11,13),0.0517407 # DEPENDENCYPART_HEADBIGRAM
(3,14),(12,13),0.0872823 # DEPENDENCYPART_HEADBIGRAM
(3,14),(14,13),0.0879055 # DEPENDENCYPART_HEADBIGRAM
(3,14),(16,13),0.0776265 # DEPENDENCYPART_HEADBIGRAM
(3,17),(5,16),0.175896 # DEPENDENCYPART_HEADBIGRAM
(3,17),(7,16),0.191059 # DEPENDENCYPART_HEADBIGRAM
(3,17),(9,16),0.0378138 # DEPENDENCYPART_HEADBIGRAM
(3,17),(10,16),0.099777 # DEPENDENCYPART_HEADBIGRAM
(3,17),(11,16),0.0784072 # DEPENDENCYPART_HEADBIGRAM
(3,17),(12,16),0.0411393 # DEPENDENCYPART_HEADBIGRAM
(3,17),(14,16),0.228905 # DEPENDENCYPART_HEADBIGRAM
(3,17),(15,16),0.0884475 # DEPENDENCYPART_HEADBIGRAM
(3,17),(20,16),0.00836536 # DEPENDENCYPART_HEADBIGRAM
(3,21),(5,20),0.120443 # DEPENDENCYPART_HEADBIGRAM
(3,21),(7,20),0.123165 # DEPENDENCYPART_HEADBIGRAM
(3,21),(9,20),0.0362432 # DEPENDENCYPART_HEADBIGRAM
(3,21),(10,20),0.1681 # DEPENDENCYPART_HEADBIGRAM
(3,21),(11,20),0.162535 # DEPENDENCYPART_HEADBIGRAM
(3,21),(12,20),0.0689742 # DEPENDENCYPART_HEADBIGRAM
(3,21),(14,20),0.144071 # DEPENDENCYPART_HEADBIGRAM
(3,21),(15,20),0.079987 # DEPENDENCYPART_HEADBIGRAM
(3,21),(16,20),0.102704 # DEPENDENCYPART_HEADBIGRAM
(3,21),(21,20),0.00393801 # DEPENDENCYPART_HEADBIGRAM
(4,2),(2,1),0.00659868 # DEPENDENCYPART_HEADBIGRAM
(4,2),(3,1),-0.108851 # DEPENDENCYPART_HEADBIGRAM
(4,2),(5,1),0.114518 # DEPENDENCYPART_HEADBIGRAM
(4,3),(0,2),-0.142866 # DEPENDENCYPART_HEADBIGRAM
(4,3),(3,2),-0.0970973 # DEPENDENCYPART_HEADBIGRAM
(4,3),(4,2),0.00475153 # DEPENDENCYPART_HEADBIGRAM
(4,3),(5,2),0.0662641 # DEPENDENCYPART_HEADBIGRAM
(4,3),(14,2),0.0688775 # DEPENDENCYPART_HEADBIGRAM
(4,5),(0,4),0.0570603 # DEPENDENCYPART_HEADBIGRAM
(4,5),(1,4),-0.00445824 # DEPENDENCYPART_HEADBIGRAM
(4,5),(2,4),0.0449318 # DEPENDENCYPART_HEADBIGRAM
(4,5),(3,4),0.0352807 # DEPENDENCYPART_HEADBIGRAM
(4,5),(5,4),-0.006979 # DEPENDENCYPART_HEADBIGRAM
(4,5),(10,4),0.110133 # DEPENDENCYPART_HEADBIGRAM
(4,5),(12,4),0.162284 # DEPENDENCYPART_HEADBIGRAM
(4,5),(14,4),0.254734 # DEPENDENCYPART_HEADBIGRAM
(4,6),(0,5),-0.0665268 # DEPENDENCYPART_HEADBIGRAM
(4,6),(2,5),-0.0629625 # DEPENDENCYPART_HEADBIGRAM
(4,6),(3,5),-0.0591094 # DEPENDENCYPART_HEADBIGRAM
(4,6),(4,5),0.0537301 # DEPENDENCYPART_HEADBIGRAM
(4,6),(14,5),0.0791676 # DEPENDENCYPART_HEADBIGRAM
(4,7),(3,6),-0.0618204 # DEPENDENCYPART_HEADBIGRAM
(4,7),(4,6),0.132749 # DEPENDENCYPART_HEADBIGRAM
(4,7),(5,6),0.0883516 # DEPENDENCYPART_HEADBIGRAM
(4,9),(7,8),0.054296 # DEPENDENCYPART_HEADBIGRAM
(4,9),(9,8),0.0319552 # DEPENDENCYPART_HEADBIGRAM
(4,9),(10,8),0.0592114 # DEPENDENCYPART_HEADBIGRAM
(4,9),(11,8),0.0601451 # DEPENDENCYPART_HEADBIGRAM
(4,9),(12,8),-0.0172354 # DEPENDENCYPART_HEADBIGRAM
(4,9),(14,8),0.0716177 # DEPENDENCYPART_HEADBIGRAM
(4,9),(16,8),-0.00408759 # DEPENDENCYPART_HEADBIGRAM
(4,9),(20,8),0.00235662 # DEPENDENCYPART_HEADBIGRAM
(4,10),(3,9),-0.00242621 # DEPENDENCYPART_HEADBIGRAM
(4,10),(4,9),0.1961 # DEPENDENCYPART_HEADBIGRAM
(4,10),(5,9),0.123352 # DEPENDENCYPART_HEADBIGRAM
(4,10),(6,9),0.0941466 # DEPENDENCYPART_HEADBIGRAM
(4,10),(7,9),0.269588 # DEPENDENCYPART_HEADBIGRAM
(4,10),(10,9),0.174429 # DEPENDENCYPART_HEADBIGRAM
(4,10),(11,9),0.0816426 # DEPENDENCYPART_HEADBIGRAM
(4,10),(12,9),-0.0369345 # DEPENDENCYPART_HEADBIGRAM
(4,10),(14,9),0.0698325 # DEPENDENCYPART_HEADBIGRAM
(4,12),(7,11),0.0984218 # DEPENDENCYPART_HEADBIGRAM
(4,12),(9,11),0.0241054 # DEPENDENCYPART_HEADBIGRAM
(4,12),(10,11),0.117441 # DEPENDENCYPART_HEADBIGRAM
(4,12),(12,11),0.0914489 # DEPENDENCYPART_HEADBIGRAM
(4,12),(14,11),0.0686135 # DEPENDENCYPART_HEADBIGRAM
(4,12),(20,11),0.0594692 # DEPENDENCYPART_HEADBIGRAM
(4,13),(3,12),-0.00911777 # DEPENDENCYPART_HEADBIGRAM
(4,13),(4,12),0.092832 # DEPENDENCYPART_HEADBIGRAM
(4,13),(5,12),0.155399 # DEPENDENCYPART_HEADBIGRAM
(4,13),(7,12),0.175883 # DEPENDENCYPART_HEADBIGRAM
(4,13),(9,12),0.0253187 # DEPENDENCYPART_HEADBIGRAM
(4,13),(10,12),0.123935 # DEPENDENCYPART_HEADBIGRAM
(4,13),(14,12),0.0655352 # DEPENDENCYPART_HEADBIGRAM
(4,13),(16,12),6.83374e-05 # DEPENDENCYPART_HEADBIGRAM
(4,14),(3,13),-0.0726941 # DEPENDENCYPART_HEADBIGRAM
(4,14),(4,13),0.391317 # DEPENDENCYPART_HEADBIGRAM
(4,14),(5,13),0.0631241 # DEPENDENCYPART_HEADBIGRAM
(4,14),(7,13),0.0694278 # DEPENDENCYPART_HEADBIGRAM
(4,14),(9,13),0.129195 # DEPENDENCYPART_HEADBIGRAM
(4,14),(10,13),0.0463685 # DEPENDENCYPART_HEADBIGRAM
(4,14),(11,13),0.103909 # DEPENDENCYPART_HEADBIGRAM
(4,14),(12,13),0.138369 # DEPENDENCYPART_HEADBIGRAM
(4,14),(14,13),0.10293 # DEPENDENCYPART_HEADBIGRAM
(4,14),(16,13),0.0774808 # DEPENDENCYPART_HEADBIGRAM
(4,17),(5,16),0.1543 # DEPENDENCYPART_HEADBIGRAM
(4,17),(7,16),0.185959 # DEPENDENCYPART_HEADBIGRAM
(4,17),(9,16),0.0353946 # DEPENDENCYPART_HEADBIGRAM
(4,17),(10,16),0.0946773 # DEPENDENCYPART_HEADBIGRAM
(4,17),(11,16),0.0806238 # DEPENDENCYPART_HEADBIGRAM
(4,17),(12,16),0.0387201 # DEPENDENCYPART_HEADBIGRAM
(4,17),(14,16),0.20731 # DEPENDENCYPART_HEADBIGRAM
(4,17),(15,16),0.0860283 # DEPENDENCYPART_HEADBIGRAM
(4,17),(20,16),0.00595976 # DEPENDENCYPART_HEADBIGRAM
(4,21),(5,20),0.0846168 # DEPENDENCYPART_HEADBIGRAM
(4,21),(7,20),0.100583 # DEPENDENCYPART_HEADBIGRAM
(4,21),(9,20),0.0397906 # DEPENDENCYPART_HEADBIGRAM
(4,21),(10,20),0.145518 # DEPENDENCYPART_HEADBIGRAM
