# _root_ James Alexander , a Burmah spokesman , said SHV had previously owned `` a little under 5 % '' of Burmah for about two years .
#goldHeads=2,8,2,6,6,2,2,0,10,8,10,10,15,15,18,15,15,12,18,18,20,12,25,23,22,8,
#predictedHeads=2,8,2,6,6,2,2,0,10,8,10,10,18,15,18,15,18,12,18,18,20,12,25,23,22,8,
(14,15),(15,13),-0.761816 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-1.20267 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.156967 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.29328 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.338876 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.449169 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.516453 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),-0.220826 # DEPENDENCYPART_GRANDPAR
(14,15),(15,23),-0.484783 # DEPENDENCYPART_GRANDPAR
(14,15),(15,24),-0.65245 # DEPENDENCYPART_GRANDPAR
(14,15),(15,25),-0.639594 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.650587 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.775302 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-1.21954 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.0863401 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.236061 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.330067 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.413637 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.512289 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.369321 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.36898 # DEPENDENCYPART_GRANDPAR
(14,16),(16,23),-0.736907 # DEPENDENCYPART_GRANDPAR
(14,16),(16,25),-0.567339 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),-0.433098 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),-0.547505 # DEPENDENCYPART_GRANDPAR
(15,2),(2,4),-0.468578 # DEPENDENCYPART_GRANDPAR
(15,2),(2,5),-0.346001 # DEPENDENCYPART_GRANDPAR
(15,2),(2,6),-0.42699 # DEPENDENCYPART_GRANDPAR
(15,2),(2,7),-0.469046 # DEPENDENCYPART_GRANDPAR
(15,2),(2,8),-0.36483 # DEPENDENCYPART_GRANDPAR
(15,2),(2,9),-0.293643 # DEPENDENCYPART_GRANDPAR
(15,2),(2,10),-0.285867 # DEPENDENCYPART_GRANDPAR
(15,2),(2,11),-0.21049 # DEPENDENCYPART_GRANDPAR
(15,2),(2,12),-0.169152 # DEPENDENCYPART_GRANDPAR
(15,2),(2,13),-0.591192 # DEPENDENCYPART_GRANDPAR
(15,2),(2,14),-0.161979 # DEPENDENCYPART_GRANDPAR
(15,2),(2,15),-1.41962 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,2),(2,18),-0.775818 # DEPENDENCYPART_GRANDPAR
(15,2),(2,19),-0.715609 # DEPENDENCYPART_GRANDPAR
(15,9),(9,2),-0.35016 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),-0.594619 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.421258 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.457011 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.371428 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.444391 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.282203 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),-0.21049 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),-0.169152 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.401317 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.14567 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.597163 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),-0.241717 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-1.44409 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),-0.404299 # DEPENDENCYPART_GRANDPAR
(15,11),(11,17),-0.750803 # DEPENDENCYPART_GRANDPAR
(15,11),(11,18),-0.758739 # DEPENDENCYPART_GRANDPAR
(15,12),(12,2),-0.373601 # DEPENDENCYPART_GRANDPAR
(15,12),(12,3),-0.472377 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),-0.437232 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.393918 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.486787 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.386958 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.403297 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.176712 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.512628 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.31586 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-1.38515 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.422757 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.714373 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.707469 # DEPENDENCYPART_GRANDPAR
(15,12),(12,19),-0.700301 # DEPENDENCYPART_GRANDPAR
(15,12),(12,20),-0.65047 # DEPENDENCYPART_GRANDPAR
(15,12),(12,21),-1.04508 # DEPENDENCYPART_GRANDPAR
(15,12),(12,22),-0.448304 # DEPENDENCYPART_GRANDPAR
(15,12),(12,23),-0.8239 # DEPENDENCYPART_GRANDPAR
(15,12),(12,25),-1.11394 # DEPENDENCYPART_GRANDPAR
(15,12),(12,26),-0.962693 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.445857 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.259449 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.204433 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.499214 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.40985 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.436807 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.702904 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.938058 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.70592 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-1.0952 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.18004 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.128008 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.142631 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.102154 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.532688 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),-0.098458 # DEPENDENCYPART_GRANDPAR
(15,16),(16,23),-0.445532 # DEPENDENCYPART_GRANDPAR
(15,16),(16,25),-0.614276 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.737132 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.896858 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.0714025 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.436299 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.177246 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.641374 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-0.749965 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-0.682202 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.986818 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.911658 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.958733 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),0.12877 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.254996 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.192155 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.0217538 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.575426 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),0.00645795 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),-0.19685 # DEPENDENCYPART_GRANDPAR
(15,18),(18,25),-0.569884 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.336779 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.207288 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.622801 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.358086 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.540193 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),-0.0321848 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),-0.284768 # DEPENDENCYPART_GRANDPAR
(15,20),(20,24),-0.513512 # DEPENDENCYPART_GRANDPAR
(15,20),(20,25),-0.470129 # DEPENDENCYPART_GRANDPAR
(15,22),(22,18),-0.31886 # DEPENDENCYPART_GRANDPAR
(15,22),(22,20),-0.100378 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),-0.680312 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),-0.432951 # DEPENDENCYPART_GRANDPAR
(15,22),(22,24),-0.646777 # DEPENDENCYPART_GRANDPAR
(15,22),(22,25),-0.571023 # DEPENDENCYPART_GRANDPAR
(15,23),(23,22),0.0947618 # DEPENDENCYPART_GRANDPAR
(15,23),(23,24),-0.79378 # DEPENDENCYPART_GRANDPAR
(15,23),(23,25),-0.489351 # DEPENDENCYPART_GRANDPAR
(15,24),(24,14),-0.737129 # DEPENDENCYPART_GRANDPAR
(15,24),(24,16),0.0690266 # DEPENDENCYPART_GRANDPAR
(15,24),(24,17),-0.239035 # DEPENDENCYPART_GRANDPAR
(15,24),(24,20),0.067862 # DEPENDENCYPART_GRANDPAR
(15,24),(24,21),-0.600443 # DEPENDENCYPART_GRANDPAR
(15,24),(24,22),0.0205034 # DEPENDENCYPART_GRANDPAR
(15,24),(24,23),-0.176464 # DEPENDENCYPART_GRANDPAR
(15,25),(25,15),-1.06217 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,25),(25,16),0.0599589 # DEPENDENCYPART_GRANDPAR
(15,25),(25,17),-0.260688 # DEPENDENCYPART_GRANDPAR
(15,25),(25,20),-0.0506569 # DEPENDENCYPART_GRANDPAR
(15,25),(25,21),-0.702532 # DEPENDENCYPART_GRANDPAR
(15,25),(25,23),-0.331522 # DEPENDENCYPART_GRANDPAR
(15,25),(25,24),-0.750392 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.693368 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.258921 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.642526 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-0.55969 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),-0.214911 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-1.91495 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,17),-0.592522 # DEPENDENCYPART_GRANDPAR
(16,11),(11,18),-0.765565 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.527473 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.293118 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.231025 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.682224 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.276093 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.84499 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,2),-0.60503 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.546026 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.318113 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.332808 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.530427 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.0397937 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.88415 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.509501 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.686062 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.922035 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-1.07119 # DEPENDENCYPART_GRANDPAR
(16,15),(15,22),-1.02735 # DEPENDENCYPART_GRANDPAR
(16,15),(15,23),-1.3395 # DEPENDENCYPART_GRANDPAR
(16,15),(15,24),-1.29284 # DEPENDENCYPART_GRANDPAR
(16,15),(15,25),-1.34375 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-1.0095 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.855497 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-1.23017 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.226738 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.228996 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),-0.239536 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-1.09494 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.963173 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-1.15745 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-1.29095 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-1.0156 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-1.28677 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.0145372 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.449397 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.191272 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.252989 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.47128 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),-0.758691 # DEPENDENCYPART_GRANDPAR
(16,18),(18,25),-0.731422 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.114578 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.281178 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.278294 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.555353 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.347745 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.640327 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),-0.9388 # DEPENDENCYPART_GRANDPAR
(16,20),(20,24),-0.709208 # DEPENDENCYPART_GRANDPAR
(16,20),(20,25),-0.934732 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.353611 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),-0.826036 # DEPENDENCYPART_GRANDPAR
(16,21),(21,24),-0.5072 # DEPENDENCYPART_GRANDPAR
(16,21),(21,25),-0.717289 # DEPENDENCYPART_GRANDPAR
(16,22),(22,18),-0.0137277 # DEPENDENCYPART_GRANDPAR
(16,22),(22,20),-0.733448 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),-0.28287 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),-0.848515 # DEPENDENCYPART_GRANDPAR
(16,22),(22,24),-0.627965 # DEPENDENCYPART_GRANDPAR
(16,22),(22,25),-0.560107 # DEPENDENCYPART_GRANDPAR
(16,23),(23,22),-0.496131 # DEPENDENCYPART_GRANDPAR
(16,23),(23,24),-1.07934 # DEPENDENCYPART_GRANDPAR
(16,23),(23,25),-1.00147 # DEPENDENCYPART_GRANDPAR
(16,25),(25,15),-1.07151 # DEPENDENCYPART_GRANDPAR
(16,25),(25,16),-1.2323 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,25),(25,17),0.169176 # DEPENDENCYPART_GRANDPAR
(16,25),(25,20),-0.539173 # DEPENDENCYPART_GRANDPAR
(16,25),(25,21),-0.135529 # DEPENDENCYPART_GRANDPAR
(16,25),(25,23),-0.696235 # DEPENDENCYPART_GRANDPAR
(16,25),(25,24),-0.639631 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.748945 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.596039 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),-0.389774 # DEPENDENCYPART_GRANDPAR
(17,15),(15,2),-0.524565 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-0.554599 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.524165 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.589409 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.694388 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.369786 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.420289 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.74474 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.645067 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-1.05182 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-1.07754 # DEPENDENCYPART_GRANDPAR
(17,15),(15,22),-1.05013 # DEPENDENCYPART_GRANDPAR
(17,15),(15,23),-0.983338 # DEPENDENCYPART_GRANDPAR
(17,15),(15,24),-1.05942 # DEPENDENCYPART_GRANDPAR
(17,15),(15,25),-1.2154 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.65937 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.682891 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.614704 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.611987 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.77493 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.750872 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-1.08016 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-1.06241 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-1.06593 # DEPENDENCYPART_GRANDPAR
(17,16),(16,22),-1.03311 # DEPENDENCYPART_GRANDPAR
(17,16),(16,23),-1.02728 # DEPENDENCYPART_GRANDPAR
(17,16),(16,25),-1.31877 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-1.13874 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-1.0592 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-1.18824 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-1.27953 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-1.13408 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.852523 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-1.39452 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.628394 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.601527 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.608902 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),-0.661202 # DEPENDENCYPART_GRANDPAR
(17,18),(18,23),-0.484016 # DEPENDENCYPART_GRANDPAR
(17,18),(18,25),-0.72205 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),-0.569792 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.553205 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),-0.654957 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),-0.508725 # DEPENDENCYPART_GRANDPAR
(17,20),(20,24),-0.330914 # DEPENDENCYPART_GRANDPAR
(17,20),(20,25),-0.519504 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),-0.627471 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),-0.614738 # DEPENDENCYPART_GRANDPAR
(17,21),(21,24),-0.349148 # DEPENDENCYPART_GRANDPAR
(17,21),(21,25),-0.717963 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),-0.782603 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),0.191824 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),-0.275336 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),0.113254 # DEPENDENCYPART_GRANDPAR
(18,11),(11,15),-0.0487687 # DEPENDENCYPART_GRANDPAR
(18,11),(11,16),0.425575 # DEPENDENCYPART_GRANDPAR
(18,11),(11,17),0.830032 # DEPENDENCYPART_GRANDPAR
(18,11),(11,18),-1.63195 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,12),(12,2),-0.84595 # DEPENDENCYPART_GRANDPAR
(18,12),(12,3),-1.45463 # DEPENDENCYPART_GRANDPAR
(18,12),(12,6),-0.724877 # DEPENDENCYPART_GRANDPAR
(18,12),(12,7),-1.40544 # DEPENDENCYPART_GRANDPAR
(18,12),(12,8),-0.687999 # DEPENDENCYPART_GRANDPAR
(18,12),(12,9),-0.81029 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),-0.602097 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.158736 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),-0.419021 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),-0.279835 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),-0.394305 # DEPENDENCYPART_GRANDPAR
(18,12),(12,16),0.0950001 # DEPENDENCYPART_GRANDPAR
(18,12),(12,17),0.257749 # DEPENDENCYPART_GRANDPAR
(18,12),(12,18),-1.6296 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,12),(12,19),-0.74087 # DEPENDENCYPART_GRANDPAR
(18,12),(12,20),-1.24729 # DEPENDENCYPART_GRANDPAR
(18,12),(12,21),-1.02572 # DEPENDENCYPART_GRANDPAR
(18,12),(12,22),-1.00273 # DEPENDENCYPART_GRANDPAR
(18,12),(12,23),-0.821654 # DEPENDENCYPART_GRANDPAR
(18,12),(12,25),-0.863992 # DEPENDENCYPART_GRANDPAR
(18,12),(12,26),-1.12647 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),-0.90167 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.244802 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.21361 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.412849 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.330069 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),0.157151 # DEPENDENCYPART_GRANDPAR
(18,15),(15,2),-0.72018 # DEPENDENCYPART_GRANDPAR
(18,15),(15,9),-0.68452 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.129212 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.169464 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.346416 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.206285 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),0.378232 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),0.803886 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-1.65099 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-0.733336 # DEPENDENCYPART_GRANDPAR
(18,15),(15,20),-1.13583 # DEPENDENCYPART_GRANDPAR
(18,15),(15,22),-0.968025 # DEPENDENCYPART_GRANDPAR
(18,15),(15,23),-0.775441 # DEPENDENCYPART_GRANDPAR
(18,15),(15,24),-0.956116 # DEPENDENCYPART_GRANDPAR
(18,15),(15,25),-0.839287 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.217401 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.312348 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.276451 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.252999 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.116229 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.69913 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.709897 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-1.05038 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-1.01254 # DEPENDENCYPART_GRANDPAR
(18,16),(16,22),-0.879976 # DEPENDENCYPART_GRANDPAR
(18,16),(16,23),-0.76684 # DEPENDENCYPART_GRANDPAR
(18,16),(16,25),-0.884328 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.485452 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.395609 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),0.274368 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.60629 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,20),-1.06704 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-0.989148 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-1.19171 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.483286 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),-0.564847 # DEPENDENCYPART_GRANDPAR
(18,20),(20,19),-0.406828 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.170115 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.0628482 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),0.102483 # DEPENDENCYPART_GRANDPAR
(18,20),(20,24),0.0334672 # DEPENDENCYPART_GRANDPAR
(18,20),(20,25),0.0100929 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-0.275641 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),-0.29986 # DEPENDENCYPART_GRANDPAR
(18,21),(21,24),-0.359044 # DEPENDENCYPART_GRANDPAR
(18,21),(21,25),-0.408053 # DEPENDENCYPART_GRANDPAR
(18,22),(22,18),-1.18471 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,22),(22,20),-0.676089 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),-0.642685 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-0.182292 # DEPENDENCYPART_GRANDPAR
(18,22),(22,24),-0.243784 # DEPENDENCYPART_GRANDPAR
(18,22),(22,25),-0.203225 # DEPENDENCYPART_GRANDPAR
(18,23),(23,22),-0.0375492 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),-0.468099 # DEPENDENCYPART_GRANDPAR
(18,23),(23,25),-0.125093 # DEPENDENCYPART_GRANDPAR
(18,25),(25,15),-0.931515 # DEPENDENCYPART_GRANDPAR
(18,25),(25,16),-0.545386 # DEPENDENCYPART_GRANDPAR
(18,25),(25,17),-0.322352 # DEPENDENCYPART_GRANDPAR
(18,25),(25,20),-0.387379 # DEPENDENCYPART_GRANDPAR
(18,25),(25,21),-0.554712 # DEPENDENCYPART_GRANDPAR
(18,25),(25,23),-0.259503 # DEPENDENCYPART_GRANDPAR
(18,25),(25,24),-0.138329 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),-0.0139065 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),-0.0496876 # DEPENDENCYPART_GRANDPAR
