# _root_ Across the country , many people took yesterday 's events in stride , while remaining generally uneasy about the stock market in general .
#goldHeads=7,3,1,7,6,7,0,10,8,7,7,11,7,7,14,17,15,17,21,21,18,21,22,7,
#predictedHeads=7,3,1,7,6,7,0,10,8,7,7,11,7,7,14,17,15,17,21,21,18,21,22,7,
(18,21),(21,22),0.0956473 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),-0.292526 # DEPENDENCYPART_GRANDPAR
(18,21),(21,24),-0.865882 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),0.704087 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-0.384048 # DEPENDENCYPART_GRANDPAR
(18,23),(23,19),0.511991 # DEPENDENCYPART_GRANDPAR
(18,23),(23,20),0.465084 # DEPENDENCYPART_GRANDPAR
(18,23),(23,21),0.775521 # DEPENDENCYPART_GRANDPAR
(20,22),(22,21),-0.135546 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),-0.351842 # DEPENDENCYPART_GRANDPAR
(21,16),(16,14),-0.483014 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),-0.193298 # DEPENDENCYPART_GRANDPAR
(21,16),(16,17),0.0622646 # DEPENDENCYPART_GRANDPAR
(21,16),(16,18),0.112887 # DEPENDENCYPART_GRANDPAR
(21,16),(16,21),-1.1784 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,16),(16,22),-0.66645 # DEPENDENCYPART_GRANDPAR
(21,17),(17,1),-0.623837 # DEPENDENCYPART_GRANDPAR
(21,17),(17,11),-0.058929 # DEPENDENCYPART_GRANDPAR
(21,17),(17,12),-0.284825 # DEPENDENCYPART_GRANDPAR
(21,17),(17,13),-0.379361 # DEPENDENCYPART_GRANDPAR
(21,17),(17,14),-0.318451 # DEPENDENCYPART_GRANDPAR
(21,17),(17,15),-0.247022 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),-0.0411261 # DEPENDENCYPART_GRANDPAR
(21,17),(17,18),-0.0223268 # DEPENDENCYPART_GRANDPAR
(21,17),(17,19),-0.179122 # DEPENDENCYPART_GRANDPAR
(21,17),(17,20),0.204152 # DEPENDENCYPART_GRANDPAR
(21,17),(17,21),-1.20492 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,17),(17,22),-0.737159 # DEPENDENCYPART_GRANDPAR
(21,17),(17,23),-0.671995 # DEPENDENCYPART_GRANDPAR
(21,17),(17,24),-0.953911 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),0.140915 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.0393065 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),-0.180092 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),0.0347708 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-1.24855 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,22),-0.609195 # DEPENDENCYPART_GRANDPAR
(21,18),(18,23),-0.71715 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.574054 # DEPENDENCYPART_GRANDPAR
(21,20),(20,22),-0.764723 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-0.554026 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),0.121807 # DEPENDENCYPART_GRANDPAR
(21,23),(23,19),-1.02414 # DEPENDENCYPART_GRANDPAR
(21,23),(23,20),-0.578623 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-0.523986 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,16),-0.409796 # DEPENDENCYPART_GRANDPAR
(22,21),(21,17),-0.127007 # DEPENDENCYPART_GRANDPAR
(22,21),(21,18),-0.214066 # DEPENDENCYPART_GRANDPAR
(22,21),(21,19),-0.162494 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),-0.216482 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-1.82525 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,23),-0.354384 # DEPENDENCYPART_GRANDPAR
(22,21),(21,24),-1.18789 # DEPENDENCYPART_GRANDPAR
(22,23),(23,19),-1.37119 # DEPENDENCYPART_GRANDPAR
(22,23),(23,20),-1.34816 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-1.15137 # DEPENDENCYPART_GRANDPAR
(23,20),(20,19),-0.652073 # DEPENDENCYPART_GRANDPAR
(23,20),(20,22),-0.346058 # DEPENDENCYPART_GRANDPAR
(23,21),(21,16),-0.809435 # DEPENDENCYPART_GRANDPAR
(23,21),(21,17),-0.797723 # DEPENDENCYPART_GRANDPAR
(23,21),(21,18),-0.471236 # DEPENDENCYPART_GRANDPAR
(23,21),(21,19),-0.53428 # DEPENDENCYPART_GRANDPAR
(23,21),(21,20),-0.358366 # DEPENDENCYPART_GRANDPAR
(23,21),(21,22),-0.301847 # DEPENDENCYPART_GRANDPAR
(23,21),(21,23),-1.72144 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,21),(21,24),-1.04607 # DEPENDENCYPART_GRANDPAR
