# _root_ The offer , which also includes common and preferred stock purchase rights , was to expire last night at midnight .
#goldHeads=2,14,2,6,6,2,12,7,8,12,12,6,2,0,14,15,18,16,16,19,14,
#predictedHeads=2,14,2,6,6,2,12,7,8,12,12,6,2,0,14,15,18,16,16,19,14,
(16,18),(18,21),-0.416045 # DEPENDENCYPART_GRANDPAR
(16,19),(19,17),0.604417 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.749931 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),0.47018 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.456513 # DEPENDENCYPART_GRANDPAR
(16,20),(20,17),0.844115 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),0.714898 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),0.420964 # DEPENDENCYPART_GRANDPAR
(17,18),(18,9),-0.826229 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-0.917341 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-1.29436 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.43853 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.448895 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.678189 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-1.39744 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),-0.0748141 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.284134 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.857431 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-1.30852 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,18),-0.155124 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),-0.360407 # DEPENDENCYPART_GRANDPAR
(18,9),(9,2),-1.00766 # DEPENDENCYPART_GRANDPAR
(18,9),(9,4),-0.878278 # DEPENDENCYPART_GRANDPAR
(18,9),(9,5),-1.05161 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.93223 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),-1.04322 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),-1.00165 # DEPENDENCYPART_GRANDPAR
(18,9),(9,12),-0.927282 # DEPENDENCYPART_GRANDPAR
(18,9),(9,13),-0.974374 # DEPENDENCYPART_GRANDPAR
(18,9),(9,14),-0.783797 # DEPENDENCYPART_GRANDPAR
(18,9),(9,15),-0.765206 # DEPENDENCYPART_GRANDPAR
(18,9),(9,18),-1.21487 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,9),(9,19),-0.760463 # DEPENDENCYPART_GRANDPAR
(18,9),(9,21),-0.986311 # DEPENDENCYPART_GRANDPAR
(18,12),(12,1),-1.33586 # DEPENDENCYPART_GRANDPAR
(18,12),(12,2),-0.943804 # DEPENDENCYPART_GRANDPAR
(18,12),(12,3),-0.734034 # DEPENDENCYPART_GRANDPAR
(18,12),(12,4),-0.86195 # DEPENDENCYPART_GRANDPAR
(18,12),(12,5),-1.1668 # DEPENDENCYPART_GRANDPAR
(18,12),(12,6),-0.830745 # DEPENDENCYPART_GRANDPAR
(18,12),(12,7),-1.0002 # DEPENDENCYPART_GRANDPAR
(18,12),(12,8),-0.668743 # DEPENDENCYPART_GRANDPAR
(18,12),(12,9),-0.806755 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),-0.909222 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.93003 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),-1.01524 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),-0.625452 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),-0.668493 # DEPENDENCYPART_GRANDPAR
(18,12),(12,17),-0.447802 # DEPENDENCYPART_GRANDPAR
(18,12),(12,18),-1.25442 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,12),(12,19),-0.625582 # DEPENDENCYPART_GRANDPAR
(18,12),(12,20),-0.652352 # DEPENDENCYPART_GRANDPAR
(18,12),(12,21),-0.975655 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.23457 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.716051 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),-0.632503 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-1.10092 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.612 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),0.0623738 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),-0.681871 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-1.20312 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.565365 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),0.0268833 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.0177573 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.6347 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),-0.0772077 # DEPENDENCYPART_GRANDPAR
(19,18),(18,9),-0.422436 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),-0.517606 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.452741 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.65355 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.218805 # DEPENDENCYPART_GRANDPAR
(19,18),(18,21),-1.13187 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-1.1518 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-1.16606 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.912743 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,18),-0.481883 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),-0.495063 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-1.50838 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,9),-0.544408 # DEPENDENCYPART_GRANDPAR
(20,18),(18,12),-0.528425 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.418272 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),-0.363429 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.62187 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-1.01093 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.345435 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.615178 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.54992 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.927151 # DEPENDENCYPART_GRANDPAR
