# _root_ Mr. Carpenter , a former consulting-firm executive who has a love for `` task forces , '' says he has done a `` complete rethink '' of Kidder in recent months .
#goldHeads=2,18,2,7,7,7,2,9,7,11,9,11,12,15,12,2,2,0,20,18,20,25,25,25,21,25,25,27,21,31,29,18,
#predictedHeads=2,18,2,7,7,7,2,9,7,11,9,11,15,15,12,18,18,0,20,18,20,25,25,25,21,25,25,27,21,31,29,18,
(18,10),(6,9),-0.107192 # DEPENDENCYPART_HEADBIGRAM
(18,10),(7,9),-0.109296 # DEPENDENCYPART_HEADBIGRAM
(18,10),(11,9),-0.118636 # DEPENDENCYPART_HEADBIGRAM
(18,10),(18,9),0.0665749 # DEPENDENCYPART_HEADBIGRAM
(18,10),(20,9),0.108223 # DEPENDENCYPART_HEADBIGRAM
(18,11),(9,10),-0.126428 # DEPENDENCYPART_HEADBIGRAM
(18,11),(11,10),-0.0977671 # DEPENDENCYPART_HEADBIGRAM
(18,11),(12,10),-0.135376 # DEPENDENCYPART_HEADBIGRAM
(18,11),(14,10),-0.218669 # DEPENDENCYPART_HEADBIGRAM
(18,11),(15,10),-0.218669 # DEPENDENCYPART_HEADBIGRAM
(18,11),(18,10),0.0634431 # DEPENDENCYPART_HEADBIGRAM
(18,12),(1,11),-0.234682 # DEPENDENCYPART_HEADBIGRAM
(18,12),(2,11),-0.23692 # DEPENDENCYPART_HEADBIGRAM
(18,12),(6,11),-0.198524 # DEPENDENCYPART_HEADBIGRAM
(18,12),(7,11),-0.205472 # DEPENDENCYPART_HEADBIGRAM
(18,12),(9,11),-0.0183969 # DEPENDENCYPART_HEADBIGRAM
(18,12),(12,11),-0.177113 # DEPENDENCYPART_HEADBIGRAM
(18,12),(14,11),-0.258323 # DEPENDENCYPART_HEADBIGRAM
(18,12),(15,11),-0.258261 # DEPENDENCYPART_HEADBIGRAM
(18,12),(18,11),0.0983436 # DEPENDENCYPART_HEADBIGRAM
(18,12),(20,11),0.145455 # DEPENDENCYPART_HEADBIGRAM
(18,13),(2,12),-0.128051 # DEPENDENCYPART_HEADBIGRAM
(18,13),(6,12),-0.128036 # DEPENDENCYPART_HEADBIGRAM
(18,13),(7,12),-0.136287 # DEPENDENCYPART_HEADBIGRAM
(18,13),(9,12),-0.144147 # DEPENDENCYPART_HEADBIGRAM
(18,13),(10,12),-0.104024 # DEPENDENCYPART_HEADBIGRAM
(18,13),(11,12),-0.10738 # DEPENDENCYPART_HEADBIGRAM
(18,13),(15,12),-0.12661 # DEPENDENCYPART_HEADBIGRAM
(18,13),(18,12),0.124102 # DEPENDENCYPART_HEADBIGRAM
(18,13),(20,12),0.0834645 # DEPENDENCYPART_HEADBIGRAM
(18,13),(21,12),0.0834647 # DEPENDENCYPART_HEADBIGRAM
(18,14),(2,13),-0.0994902 # DEPENDENCYPART_HEADBIGRAM
(18,14),(6,13),-0.0990518 # DEPENDENCYPART_HEADBIGRAM
(18,14),(7,13),-0.0990518 # DEPENDENCYPART_HEADBIGRAM
(18,14),(9,13),-0.0901553 # DEPENDENCYPART_HEADBIGRAM
(18,14),(11,13),-0.104 # DEPENDENCYPART_HEADBIGRAM
(18,14),(12,13),-0.124374 # DEPENDENCYPART_HEADBIGRAM
(18,14),(14,13),-0.128236 # DEPENDENCYPART_HEADBIGRAM
(18,14),(15,13),-0.1092 # DEPENDENCYPART_HEADBIGRAM
(18,14),(18,13),0.0958079 # DEPENDENCYPART_HEADBIGRAM
(18,14),(20,13),0.179929 # DEPENDENCYPART_HEADBIGRAM
(18,15),(9,14),-0.157784 # DEPENDENCYPART_HEADBIGRAM
(18,15),(11,14),-0.141971 # DEPENDENCYPART_HEADBIGRAM
(18,15),(12,14),-0.154177 # DEPENDENCYPART_HEADBIGRAM
(18,15),(15,14),0.0465502 # DEPENDENCYPART_HEADBIGRAM
(18,15),(18,14),-0.0242086 # DEPENDENCYPART_HEADBIGRAM
(18,16),(2,15),-0.200472 # DEPENDENCYPART_HEADBIGRAM
(18,16),(6,15),-0.208011 # DEPENDENCYPART_HEADBIGRAM
(18,16),(7,15),-0.223697 # DEPENDENCYPART_HEADBIGRAM
(18,16),(9,15),-0.135166 # DEPENDENCYPART_HEADBIGRAM
(18,16),(11,15),-0.123816 # DEPENDENCYPART_HEADBIGRAM
(18,16),(12,15),0.332859 # DEPENDENCYPART_HEADBIGRAM
(18,16),(14,15),-0.144605 # DEPENDENCYPART_HEADBIGRAM
(18,16),(18,15),0.127115 # DEPENDENCYPART_HEADBIGRAM
(18,16),(20,15),0.174361 # DEPENDENCYPART_HEADBIGRAM
(18,17),(1,16),-0.192735 # DEPENDENCYPART_HEADBIGRAM
(18,17),(2,16),-0.192406 # DEPENDENCYPART_HEADBIGRAM
(18,17),(7,16),-0.195729 # DEPENDENCYPART_HEADBIGRAM
(18,17),(9,16),-0.152441 # DEPENDENCYPART_HEADBIGRAM
(18,17),(11,16),-0.186159 # DEPENDENCYPART_HEADBIGRAM
(18,17),(12,16),-0.106776 # DEPENDENCYPART_HEADBIGRAM
(18,17),(15,16),-0.203548 # DEPENDENCYPART_HEADBIGRAM
(18,17),(18,16),0.265389 # DEPENDENCYPART_HEADBIGRAM
(18,17),(20,16),0.067936 # DEPENDENCYPART_HEADBIGRAM
(18,17),(21,16),0.0660041 # DEPENDENCYPART_HEADBIGRAM
(18,19),(0,18),-0.06124 # DEPENDENCYPART_HEADBIGRAM
(18,19),(2,18),-0.102823 # DEPENDENCYPART_HEADBIGRAM
(18,19),(7,18),-0.102821 # DEPENDENCYPART_HEADBIGRAM
(18,19),(9,18),-0.0433612 # DEPENDENCYPART_HEADBIGRAM
(18,19),(11,18),-0.0874455 # DEPENDENCYPART_HEADBIGRAM
(18,19),(12,18),-0.0669904 # DEPENDENCYPART_HEADBIGRAM
(18,19),(14,18),-0.0715563 # DEPENDENCYPART_HEADBIGRAM
(18,19),(15,18),-0.0745772 # DEPENDENCYPART_HEADBIGRAM
(18,19),(20,18),0.0954699 # DEPENDENCYPART_HEADBIGRAM
(18,19),(21,18),0.13332 # DEPENDENCYPART_HEADBIGRAM
(18,20),(18,19),0.102553 # DEPENDENCYPART_HEADBIGRAM
(18,20),(20,19),0.250855 # DEPENDENCYPART_HEADBIGRAM
(18,20),(21,19),0.0678109 # DEPENDENCYPART_HEADBIGRAM
(18,20),(24,19),0.0932004 # DEPENDENCYPART_HEADBIGRAM
(18,21),(0,20),-0.051531 # DEPENDENCYPART_HEADBIGRAM
(18,21),(2,20),-0.06378 # DEPENDENCYPART_HEADBIGRAM
(18,21),(7,20),-0.06378 # DEPENDENCYPART_HEADBIGRAM
(18,21),(9,20),-0.040318 # DEPENDENCYPART_HEADBIGRAM
(18,21),(11,20),-0.062832 # DEPENDENCYPART_HEADBIGRAM
(18,21),(12,20),-0.075041 # DEPENDENCYPART_HEADBIGRAM
(18,21),(15,20),-0.0611302 # DEPENDENCYPART_HEADBIGRAM
(18,21),(18,20),-0.0123674 # DEPENDENCYPART_HEADBIGRAM
(18,21),(19,20),0.0746163 # DEPENDENCYPART_HEADBIGRAM
(18,21),(21,20),0.0165431 # DEPENDENCYPART_HEADBIGRAM
(18,23),(20,22),0.107485 # DEPENDENCYPART_HEADBIGRAM
(18,23),(21,22),0.107519 # DEPENDENCYPART_HEADBIGRAM
(18,23),(24,22),0.0958039 # DEPENDENCYPART_HEADBIGRAM
(18,23),(25,22),0.0757152 # DEPENDENCYPART_HEADBIGRAM
(18,23),(28,22),0.0765558 # DEPENDENCYPART_HEADBIGRAM
(18,23),(31,22),0.0767581 # DEPENDENCYPART_HEADBIGRAM
(18,24),(2,23),-0.0572278 # DEPENDENCYPART_HEADBIGRAM
(18,24),(9,23),-0.0592071 # DEPENDENCYPART_HEADBIGRAM
(18,24),(15,23),-0.0572144 # DEPENDENCYPART_HEADBIGRAM
(18,24),(18,23),0.0955376 # DEPENDENCYPART_HEADBIGRAM
(18,24),(20,23),0.105314 # DEPENDENCYPART_HEADBIGRAM
(18,24),(21,23),0.102931 # DEPENDENCYPART_HEADBIGRAM
(18,24),(22,23),0.107766 # DEPENDENCYPART_HEADBIGRAM
(18,24),(24,23),0.127766 # DEPENDENCYPART_HEADBIGRAM
(18,24),(25,23),0.0970824 # DEPENDENCYPART_HEADBIGRAM
(18,24),(28,23),0.0970759 # DEPENDENCYPART_HEADBIGRAM
(18,25),(18,24),0.0557945 # DEPENDENCYPART_HEADBIGRAM
(18,25),(20,24),0.0622067 # DEPENDENCYPART_HEADBIGRAM
(18,25),(21,24),0.0628829 # DEPENDENCYPART_HEADBIGRAM
(18,25),(22,24),0.0721624 # DEPENDENCYPART_HEADBIGRAM
(18,25),(23,24),0.0753841 # DEPENDENCYPART_HEADBIGRAM
(18,25),(25,24),0.102253 # DEPENDENCYPART_HEADBIGRAM
(18,25),(28,24),0.0500041 # DEPENDENCYPART_HEADBIGRAM
(18,25),(31,24),0.0559256 # DEPENDENCYPART_HEADBIGRAM
(18,26),(2,25),-0.0632277 # DEPENDENCYPART_HEADBIGRAM
(18,26),(7,25),-0.0638443 # DEPENDENCYPART_HEADBIGRAM
(18,26),(15,25),-0.0605695 # DEPENDENCYPART_HEADBIGRAM
(18,26),(18,25),0.0995209 # DEPENDENCYPART_HEADBIGRAM
(18,26),(19,25),0.107789 # DEPENDENCYPART_HEADBIGRAM
(18,26),(20,25),0.0887048 # DEPENDENCYPART_HEADBIGRAM
(18,26),(21,25),0.0886673 # DEPENDENCYPART_HEADBIGRAM
(18,26),(27,25),0.0864 # DEPENDENCYPART_HEADBIGRAM
(18,26),(29,25),0.0872827 # DEPENDENCYPART_HEADBIGRAM
(18,26),(31,25),0.0885482 # DEPENDENCYPART_HEADBIGRAM
(18,27),(2,26),-0.0185788 # DEPENDENCYPART_HEADBIGRAM
(18,27),(7,26),-0.0218926 # DEPENDENCYPART_HEADBIGRAM
(18,27),(9,26),-0.0560193 # DEPENDENCYPART_HEADBIGRAM
(18,27),(15,26),-0.0218926 # DEPENDENCYPART_HEADBIGRAM
(18,27),(18,26),0.138803 # DEPENDENCYPART_HEADBIGRAM
(18,27),(20,26),0.136114 # DEPENDENCYPART_HEADBIGRAM
(18,27),(21,26),0.15129 # DEPENDENCYPART_HEADBIGRAM
(18,27),(24,26),0.101909 # DEPENDENCYPART_HEADBIGRAM
(18,27),(25,26),0.188922 # DEPENDENCYPART_HEADBIGRAM
(18,27),(27,26),0.0875428 # DEPENDENCYPART_HEADBIGRAM
(18,29),(21,28),0.102063 # DEPENDENCYPART_HEADBIGRAM
(18,29),(24,28),0.106231 # DEPENDENCYPART_HEADBIGRAM
(18,29),(25,28),-0.0184807 # DEPENDENCYPART_HEADBIGRAM
(18,29),(27,28),0.189671 # DEPENDENCYPART_HEADBIGRAM
(18,29),(30,28),0.106387 # DEPENDENCYPART_HEADBIGRAM
(18,29),(31,28),-0.0294919 # DEPENDENCYPART_HEADBIGRAM
(18,32),(21,31),0.188128 # DEPENDENCYPART_HEADBIGRAM
(18,32),(25,31),0.099106 # DEPENDENCYPART_HEADBIGRAM
(18,32),(27,31),0.255631 # DEPENDENCYPART_HEADBIGRAM
(18,32),(28,31),0.0952192 # DEPENDENCYPART_HEADBIGRAM
(18,32),(29,31),0.404516 # DEPENDENCYPART_HEADBIGRAM
(19,20),(18,19),-0.0474929 # DEPENDENCYPART_HEADBIGRAM
(19,20),(20,19),0.010822 # DEPENDENCYPART_HEADBIGRAM
(19,20),(21,19),0.135787 # DEPENDENCYPART_HEADBIGRAM
(19,20),(24,19),0.0972961 # DEPENDENCYPART_HEADBIGRAM
(19,25),(18,24),-0.0561389 # DEPENDENCYPART_HEADBIGRAM
(19,25),(20,24),0.0980502 # DEPENDENCYPART_HEADBIGRAM
(19,25),(21,24),0.0980542 # DEPENDENCYPART_HEADBIGRAM
(19,25),(22,24),0.0756552 # DEPENDENCYPART_HEADBIGRAM
(19,25),(23,24),0.0756711 # DEPENDENCYPART_HEADBIGRAM
(19,25),(25,24),0.0870785 # DEPENDENCYPART_HEADBIGRAM
(19,25),(28,24),0.0916036 # DEPENDENCYPART_HEADBIGRAM
(19,25),(31,24),0.0975251 # DEPENDENCYPART_HEADBIGRAM
(20,2),(2,1),0.128487 # DEPENDENCYPART_HEADBIGRAM
(20,2),(7,1),-0.137241 # DEPENDENCYPART_HEADBIGRAM
(20,2),(18,1),-0.127927 # DEPENDENCYPART_HEADBIGRAM
(20,2),(20,1),-0.0297783 # DEPENDENCYPART_HEADBIGRAM
(20,3),(0,2),-0.169022 # DEPENDENCYPART_HEADBIGRAM
(20,3),(1,2),-0.246098 # DEPENDENCYPART_HEADBIGRAM
(20,3),(5,2),-0.140289 # DEPENDENCYPART_HEADBIGRAM
(20,3),(6,2),-0.234446 # DEPENDENCYPART_HEADBIGRAM
(20,3),(7,2),-0.243845 # DEPENDENCYPART_HEADBIGRAM
(20,3),(9,2),-0.0954675 # DEPENDENCYPART_HEADBIGRAM
(20,3),(18,2),-0.116612 # DEPENDENCYPART_HEADBIGRAM
(20,3),(20,2),0.0766885 # DEPENDENCYPART_HEADBIGRAM
(20,7),(1,6),-0.129479 # DEPENDENCYPART_HEADBIGRAM
(20,7),(2,6),-0.129475 # DEPENDENCYPART_HEADBIGRAM
(20,7),(4,6),-0.13169 # DEPENDENCYPART_HEADBIGRAM
(20,7),(5,6),-0.13026 # DEPENDENCYPART_HEADBIGRAM
(20,7),(7,6),-0.000813553 # DEPENDENCYPART_HEADBIGRAM
(20,7),(9,6),-0.133929 # DEPENDENCYPART_HEADBIGRAM
(20,7),(11,6),-0.134448 # DEPENDENCYPART_HEADBIGRAM
(20,7),(15,6),-0.134319 # DEPENDENCYPART_HEADBIGRAM
(20,9),(9,8),-0.134157 # DEPENDENCYPART_HEADBIGRAM
(20,9),(11,8),-0.1298 # DEPENDENCYPART_HEADBIGRAM
(20,9),(12,8),-0.133661 # DEPENDENCYPART_HEADBIGRAM
(20,9),(14,8),-0.127873 # DEPENDENCYPART_HEADBIGRAM
(20,9),(15,8),-0.127873 # DEPENDENCYPART_HEADBIGRAM
(20,11),(9,10),-0.121229 # DEPENDENCYPART_HEADBIGRAM
(20,11),(11,10),-0.0578247 # DEPENDENCYPART_HEADBIGRAM
(20,11),(12,10),-0.136121 # DEPENDENCYPART_HEADBIGRAM
(20,11),(14,10),-0.218985 # DEPENDENCYPART_HEADBIGRAM
(20,11),(15,10),-0.218986 # DEPENDENCYPART_HEADBIGRAM
(20,11),(18,10),-0.122106 # DEPENDENCYPART_HEADBIGRAM
(20,12),(1,11),-0.237759 # DEPENDENCYPART_HEADBIGRAM
(20,12),(2,11),-0.239996 # DEPENDENCYPART_HEADBIGRAM
(20,12),(6,11),-0.2016 # DEPENDENCYPART_HEADBIGRAM
(20,12),(7,11),-0.208548 # DEPENDENCYPART_HEADBIGRAM
(20,12),(9,11),-0.0313067 # DEPENDENCYPART_HEADBIGRAM
(20,12),(12,11),-0.175727 # DEPENDENCYPART_HEADBIGRAM
(20,12),(14,11),-0.258776 # DEPENDENCYPART_HEADBIGRAM
(20,12),(15,11),-0.258714 # DEPENDENCYPART_HEADBIGRAM
(20,12),(18,11),-0.146707 # DEPENDENCYPART_HEADBIGRAM
(20,12),(20,11),0.0795401 # DEPENDENCYPART_HEADBIGRAM
(20,13),(2,12),-0.126052 # DEPENDENCYPART_HEADBIGRAM
(20,13),(6,12),-0.126037 # DEPENDENCYPART_HEADBIGRAM
(20,13),(7,12),-0.126972 # DEPENDENCYPART_HEADBIGRAM
(20,13),(9,12),-0.132837 # DEPENDENCYPART_HEADBIGRAM
(20,13),(10,12),-0.117573 # DEPENDENCYPART_HEADBIGRAM
(20,13),(11,12),-0.120393 # DEPENDENCYPART_HEADBIGRAM
(20,13),(15,12),-0.126152 # DEPENDENCYPART_HEADBIGRAM
(20,13),(18,12),-0.133922 # DEPENDENCYPART_HEADBIGRAM
(20,13),(20,12),0.16571 # DEPENDENCYPART_HEADBIGRAM
(20,13),(21,12),0.0839063 # DEPENDENCYPART_HEADBIGRAM
(20,15),(9,14),-0.153117 # DEPENDENCYPART_HEADBIGRAM
(20,15),(11,14),-0.142308 # DEPENDENCYPART_HEADBIGRAM
(20,15),(12,14),-0.160465 # DEPENDENCYPART_HEADBIGRAM
(20,15),(15,14),-0.0297809 # DEPENDENCYPART_HEADBIGRAM
(20,15),(18,14),-0.128504 # DEPENDENCYPART_HEADBIGRAM
(20,16),(2,15),-0.239204 # DEPENDENCYPART_HEADBIGRAM
(20,16),(6,15),-0.234127 # DEPENDENCYPART_HEADBIGRAM
(20,16),(7,15),-0.249813 # DEPENDENCYPART_HEADBIGRAM
(20,16),(9,15),-0.095103 # DEPENDENCYPART_HEADBIGRAM
(20,16),(11,15),-0.31155 # DEPENDENCYPART_HEADBIGRAM
(20,16),(12,15),0.129514 # DEPENDENCYPART_HEADBIGRAM
(20,16),(14,15),-0.275984 # DEPENDENCYPART_HEADBIGRAM
(20,16),(18,15),-0.125407 # DEPENDENCYPART_HEADBIGRAM
(20,16),(20,15),0.184364 # DEPENDENCYPART_HEADBIGRAM
(20,17),(1,16),-0.185408 # DEPENDENCYPART_HEADBIGRAM
(20,17),(2,16),-0.18508 # DEPENDENCYPART_HEADBIGRAM
(20,17),(7,16),-0.187332 # DEPENDENCYPART_HEADBIGRAM
(20,17),(9,16),-0.15087 # DEPENDENCYPART_HEADBIGRAM
(20,17),(11,16),-0.177322 # DEPENDENCYPART_HEADBIGRAM
(20,17),(12,16),-0.101995 # DEPENDENCYPART_HEADBIGRAM
(20,17),(15,16),-0.187369 # DEPENDENCYPART_HEADBIGRAM
(20,17),(18,16),-0.149416 # DEPENDENCYPART_HEADBIGRAM
(20,17),(20,16),0.32185 # DEPENDENCYPART_HEADBIGRAM
(20,17),(21,16),0.0663596 # DEPENDENCYPART_HEADBIGRAM
(20,18),(2,17),-0.10988 # DEPENDENCYPART_HEADBIGRAM
(20,18),(7,17),-0.109046 # DEPENDENCYPART_HEADBIGRAM
(20,18),(9,17),-0.128486 # DEPENDENCYPART_HEADBIGRAM
(20,18),(11,17),-0.109084 # DEPENDENCYPART_HEADBIGRAM
(20,18),(12,17),-0.12948 # DEPENDENCYPART_HEADBIGRAM
(20,18),(14,17),-0.109461 # DEPENDENCYPART_HEADBIGRAM
(20,18),(15,17),-0.110303 # DEPENDENCYPART_HEADBIGRAM
(20,18),(18,17),-0.102719 # DEPENDENCYPART_HEADBIGRAM
(20,18),(20,17),0.0754356 # DEPENDENCYPART_HEADBIGRAM
(20,18),(25,17),0.104764 # DEPENDENCYPART_HEADBIGRAM
(20,19),(0,18),-0.0244082 # DEPENDENCYPART_HEADBIGRAM
(20,19),(2,18),-0.155853 # DEPENDENCYPART_HEADBIGRAM
(20,19),(7,18),-0.155869 # DEPENDENCYPART_HEADBIGRAM
(20,19),(9,18),-0.04966 # DEPENDENCYPART_HEADBIGRAM
(20,19),(11,18),-0.125536 # DEPENDENCYPART_HEADBIGRAM
(20,19),(12,18),-0.0931534 # DEPENDENCYPART_HEADBIGRAM
(20,19),(14,18),-0.117809 # DEPENDENCYPART_HEADBIGRAM
(20,19),(15,18),-0.117807 # DEPENDENCYPART_HEADBIGRAM
(20,19),(20,18),-0.00464795 # DEPENDENCYPART_HEADBIGRAM
(20,19),(21,18),0.0685292 # DEPENDENCYPART_HEADBIGRAM
(20,21),(0,20),0.203822 # DEPENDENCYPART_HEADBIGRAM
(20,21),(2,20),0.136012 # DEPENDENCYPART_HEADBIGRAM
(20,21),(7,20),0.126678 # DEPENDENCYPART_HEADBIGRAM
(20,21),(9,20),0.0325908 # DEPENDENCYPART_HEADBIGRAM
(20,21),(11,20),0.199228 # DEPENDENCYPART_HEADBIGRAM
(20,21),(12,20),0.0229186 # DEPENDENCYPART_HEADBIGRAM
(20,21),(15,20),0.197138 # DEPENDENCYPART_HEADBIGRAM
(20,21),(18,20),-0.00398448 # DEPENDENCYPART_HEADBIGRAM
(20,21),(19,20),-0.0752931 # DEPENDENCYPART_HEADBIGRAM
(20,21),(21,20),-0.00863571 # DEPENDENCYPART_HEADBIGRAM
(20,22),(0,21),-0.00903601 # DEPENDENCYPART_HEADBIGRAM
(20,22),(7,21),-0.0501508 # DEPENDENCYPART_HEADBIGRAM
(20,22),(9,21),-0.0402202 # DEPENDENCYPART_HEADBIGRAM
(20,22),(11,21),-0.0501649 # DEPENDENCYPART_HEADBIGRAM
(20,22),(15,21),-0.0502818 # DEPENDENCYPART_HEADBIGRAM
(20,22),(18,21),-0.043579 # DEPENDENCYPART_HEADBIGRAM
(20,22),(20,21),0.0907104 # DEPENDENCYPART_HEADBIGRAM
(20,22),(25,21),0.104209 # DEPENDENCYPART_HEADBIGRAM
(20,23),(20,22),0.0853267 # DEPENDENCYPART_HEADBIGRAM
(20,23),(21,22),0.108042 # DEPENDENCYPART_HEADBIGRAM
(20,23),(24,22),0.0958383 # DEPENDENCYPART_HEADBIGRAM
(20,23),(25,22),0.0761202 # DEPENDENCYPART_HEADBIGRAM
(20,23),(28,22),0.0769609 # DEPENDENCYPART_HEADBIGRAM
(20,23),(31,22),0.0771632 # DEPENDENCYPART_HEADBIGRAM
(20,24),(2,23),-0.0572389 # DEPENDENCYPART_HEADBIGRAM
(20,24),(9,23),-0.0591213 # DEPENDENCYPART_HEADBIGRAM
(20,24),(15,23),-0.0572531 # DEPENDENCYPART_HEADBIGRAM
(20,24),(18,23),-0.0577989 # DEPENDENCYPART_HEADBIGRAM
(20,24),(20,23),0.098165 # DEPENDENCYPART_HEADBIGRAM
(20,24),(21,23),0.101752 # DEPENDENCYPART_HEADBIGRAM
(20,24),(22,23),0.106392 # DEPENDENCYPART_HEADBIGRAM
(20,24),(24,23),0.135067 # DEPENDENCYPART_HEADBIGRAM
(20,24),(25,23),0.0970611 # DEPENDENCYPART_HEADBIGRAM
(20,24),(28,23),0.0969557 # DEPENDENCYPART_HEADBIGRAM
(20,25),(18,24),-0.0854077 # DEPENDENCYPART_HEADBIGRAM
(20,25),(20,24),0.0581012 # DEPENDENCYPART_HEADBIGRAM
(20,25),(21,24),0.0667088 # DEPENDENCYPART_HEADBIGRAM
(20,25),(22,24),0.208298 # DEPENDENCYPART_HEADBIGRAM
(20,25),(23,24),0.211523 # DEPENDENCYPART_HEADBIGRAM
(20,25),(25,24),0.203085 # DEPENDENCYPART_HEADBIGRAM
(20,25),(28,24),0.0497317 # DEPENDENCYPART_HEADBIGRAM
(20,25),(31,24),0.0530889 # DEPENDENCYPART_HEADBIGRAM
(20,26),(2,25),-0.0639663 # DEPENDENCYPART_HEADBIGRAM
(20,26),(7,25),-0.0645829 # DEPENDENCYPART_HEADBIGRAM
(20,26),(15,25),-0.0613081 # DEPENDENCYPART_HEADBIGRAM
(20,26),(18,25),-0.0694786 # DEPENDENCYPART_HEADBIGRAM
(20,26),(19,25),-0.0563556 # DEPENDENCYPART_HEADBIGRAM
(20,26),(20,25),0.103007 # DEPENDENCYPART_HEADBIGRAM
(20,26),(21,25),0.0873111 # DEPENDENCYPART_HEADBIGRAM
(20,26),(27,25),0.0875153 # DEPENDENCYPART_HEADBIGRAM
(20,26),(29,25),0.088398 # DEPENDENCYPART_HEADBIGRAM
(20,26),(31,25),0.0879418 # DEPENDENCYPART_HEADBIGRAM
(20,27),(2,26),-0.0214566 # DEPENDENCYPART_HEADBIGRAM
(20,27),(7,26),-0.0247704 # DEPENDENCYPART_HEADBIGRAM
(20,27),(9,26),-0.0535708 # DEPENDENCYPART_HEADBIGRAM
(20,27),(15,26),-0.0247704 # DEPENDENCYPART_HEADBIGRAM
(20,27),(18,26),-0.0518151 # DEPENDENCYPART_HEADBIGRAM
(20,27),(20,26),0.147528 # DEPENDENCYPART_HEADBIGRAM
(20,27),(21,26),0.153696 # DEPENDENCYPART_HEADBIGRAM
(20,27),(24,26),0.101908 # DEPENDENCYPART_HEADBIGRAM
(20,27),(25,26),0.184577 # DEPENDENCYPART_HEADBIGRAM
(20,27),(27,26),0.0883686 # DEPENDENCYPART_HEADBIGRAM
(20,29),(21,28),0.105347 # DEPENDENCYPART_HEADBIGRAM
(20,29),(24,28),0.124595 # DEPENDENCYPART_HEADBIGRAM
(20,29),(25,28),-0.000134163 # DEPENDENCYPART_HEADBIGRAM
(20,29),(27,28),0.279736 # DEPENDENCYPART_HEADBIGRAM
(20,29),(30,28),0.104842 # DEPENDENCYPART_HEADBIGRAM
(20,29),(31,28),-0.0364711 # DEPENDENCYPART_HEADBIGRAM
(20,32),(21,31),0.16686 # DEPENDENCYPART_HEADBIGRAM
(20,32),(25,31),0.0922717 # DEPENDENCYPART_HEADBIGRAM
(20,32),(27,31),0.271969 # DEPENDENCYPART_HEADBIGRAM
(20,32),(28,31),0.0883849 # DEPENDENCYPART_HEADBIGRAM
(20,32),(29,31),0.420854 # DEPENDENCYPART_HEADBIGRAM
(21,7),(1,6),-0.128799 # DEPENDENCYPART_HEADBIGRAM
(21,7),(2,6),-0.128794 # DEPENDENCYPART_HEADBIGRAM
(21,7),(4,6),-0.131683 # DEPENDENCYPART_HEADBIGRAM
(21,7),(5,6),-0.130251 # DEPENDENCYPART_HEADBIGRAM
(21,7),(7,6),0.00537062 # DEPENDENCYPART_HEADBIGRAM
(21,7),(9,6),-0.140315 # DEPENDENCYPART_HEADBIGRAM
(21,7),(11,6),-0.134055 # DEPENDENCYPART_HEADBIGRAM
(21,7),(15,6),-0.133925 # DEPENDENCYPART_HEADBIGRAM
(21,12),(1,11),-0.229682 # DEPENDENCYPART_HEADBIGRAM
(21,12),(2,11),-0.23192 # DEPENDENCYPART_HEADBIGRAM
(21,12),(6,11),-0.193524 # DEPENDENCYPART_HEADBIGRAM
(21,12),(7,11),-0.200472 # DEPENDENCYPART_HEADBIGRAM
(21,12),(9,11),0.00373419 # DEPENDENCYPART_HEADBIGRAM
(21,12),(12,11),-0.173795 # DEPENDENCYPART_HEADBIGRAM
(21,12),(14,11),-0.253291 # DEPENDENCYPART_HEADBIGRAM
(21,12),(15,11),-0.253229 # DEPENDENCYPART_HEADBIGRAM
(21,12),(18,11),-0.1248 # DEPENDENCYPART_HEADBIGRAM
(21,12),(20,11),-0.106452 # DEPENDENCYPART_HEADBIGRAM
(21,16),(2,15),-0.215231 # DEPENDENCYPART_HEADBIGRAM
(21,16),(6,15),-0.210154 # DEPENDENCYPART_HEADBIGRAM
(21,16),(7,15),-0.22584 # DEPENDENCYPART_HEADBIGRAM
(21,16),(9,15),-0.0986251 # DEPENDENCYPART_HEADBIGRAM
(21,16),(11,15),-0.287577 # DEPENDENCYPART_HEADBIGRAM
(21,16),(12,15),0.0929827 # DEPENDENCYPART_HEADBIGRAM
(21,16),(14,15),-0.252011 # DEPENDENCYPART_HEADBIGRAM
(21,16),(18,15),-0.128353 # DEPENDENCYPART_HEADBIGRAM
(21,16),(20,15),-0.104873 # DEPENDENCYPART_HEADBIGRAM
(21,18),(2,17),-0.113139 # DEPENDENCYPART_HEADBIGRAM
(21,18),(7,17),-0.106273 # DEPENDENCYPART_HEADBIGRAM
(21,18),(9,17),-0.121202 # DEPENDENCYPART_HEADBIGRAM
(21,18),(11,17),-0.106311 # DEPENDENCYPART_HEADBIGRAM
(21,18),(12,17),-0.121814 # DEPENDENCYPART_HEADBIGRAM
(21,18),(14,17),-0.106151 # DEPENDENCYPART_HEADBIGRAM
(21,18),(15,17),-0.118192 # DEPENDENCYPART_HEADBIGRAM
(21,18),(18,17),-0.11779 # DEPENDENCYPART_HEADBIGRAM
(21,18),(20,17),-0.133629 # DEPENDENCYPART_HEADBIGRAM
(21,18),(25,17),0.104216 # DEPENDENCYPART_HEADBIGRAM
(21,19),(0,18),-0.0365784 # DEPENDENCYPART_HEADBIGRAM
(21,19),(2,18),-0.152539 # DEPENDENCYPART_HEADBIGRAM
