# _root_ Great Northern Nekoosa reacted coolly to Georgia-Pacific 's takeover bid of $ 58 a share , or $ 3.19 billion , though the suitor said all terms are negotiable .
#goldHeads=3,3,4,0,4,4,10,7,10,6,10,13,17,15,13,17,11,17,18,18,17,25,24,25,4,27,28,25,28,4,
#predictedHeads=3,3,4,0,4,4,10,7,10,6,10,13,17,15,13,17,11,17,18,18,4,25,24,25,4,27,28,25,28,4,
(9,12),(17,11),0.0964883 # DEPENDENCYPART_HEADBIGRAM
(9,13),(4,12),-0.0681739 # DEPENDENCYPART_HEADBIGRAM
(9,13),(7,12),-0.0662244 # DEPENDENCYPART_HEADBIGRAM
(9,13),(9,12),0.0576486 # DEPENDENCYPART_HEADBIGRAM
(9,13),(10,12),0.0887164 # DEPENDENCYPART_HEADBIGRAM
(9,13),(11,12),0.0874579 # DEPENDENCYPART_HEADBIGRAM
(9,13),(13,12),0.0957006 # DEPENDENCYPART_HEADBIGRAM
(9,13),(15,12),0.0883331 # DEPENDENCYPART_HEADBIGRAM
(9,13),(17,12),0.0853257 # DEPENDENCYPART_HEADBIGRAM
(9,13),(25,12),0.0861322 # DEPENDENCYPART_HEADBIGRAM
(10,2),(2,1),-0.0168698 # DEPENDENCYPART_HEADBIGRAM
(10,2),(3,1),-0.124743 # DEPENDENCYPART_HEADBIGRAM
(10,2),(4,1),-0.158692 # DEPENDENCYPART_HEADBIGRAM
(10,2),(5,1),-0.123556 # DEPENDENCYPART_HEADBIGRAM
(10,2),(7,1),-0.123706 # DEPENDENCYPART_HEADBIGRAM
(10,2),(10,1),0.150702 # DEPENDENCYPART_HEADBIGRAM
(10,2),(17,1),0.0697816 # DEPENDENCYPART_HEADBIGRAM
(10,2),(25,1),0.0796984 # DEPENDENCYPART_HEADBIGRAM
(10,3),(1,2),-0.126731 # DEPENDENCYPART_HEADBIGRAM
(10,3),(3,2),-0.0201145 # DEPENDENCYPART_HEADBIGRAM
(10,3),(4,2),-0.157814 # DEPENDENCYPART_HEADBIGRAM
(10,3),(5,2),-0.123556 # DEPENDENCYPART_HEADBIGRAM
(10,3),(7,2),-0.125116 # DEPENDENCYPART_HEADBIGRAM
(10,3),(10,2),0.147526 # DEPENDENCYPART_HEADBIGRAM
(10,3),(17,2),0.0699026 # DEPENDENCYPART_HEADBIGRAM
(10,3),(25,2),0.0797045 # DEPENDENCYPART_HEADBIGRAM
(10,4),(0,3),-0.119598 # DEPENDENCYPART_HEADBIGRAM
(10,4),(1,3),-0.0943384 # DEPENDENCYPART_HEADBIGRAM
(10,4),(2,3),-0.0943384 # DEPENDENCYPART_HEADBIGRAM
(10,4),(4,3),-0.11405 # DEPENDENCYPART_HEADBIGRAM
(10,4),(5,3),-0.12686 # DEPENDENCYPART_HEADBIGRAM
(10,4),(7,3),-0.122855 # DEPENDENCYPART_HEADBIGRAM
(10,4),(9,3),-0.122157 # DEPENDENCYPART_HEADBIGRAM
(10,4),(10,3),0.144498 # DEPENDENCYPART_HEADBIGRAM
(10,4),(17,3),0.0941433 # DEPENDENCYPART_HEADBIGRAM
(10,4),(25,3),0.0442229 # DEPENDENCYPART_HEADBIGRAM
(10,5),(0,4),-0.206016 # DEPENDENCYPART_HEADBIGRAM
(10,5),(1,4),-0.140424 # DEPENDENCYPART_HEADBIGRAM
(10,5),(2,4),-0.0658109 # DEPENDENCYPART_HEADBIGRAM
(10,5),(3,4),-0.0658109 # DEPENDENCYPART_HEADBIGRAM
(10,5),(7,4),-0.114643 # DEPENDENCYPART_HEADBIGRAM
(10,5),(9,4),-0.114643 # DEPENDENCYPART_HEADBIGRAM
(10,5),(10,4),0.0781242 # DEPENDENCYPART_HEADBIGRAM
(10,5),(17,4),0.114367 # DEPENDENCYPART_HEADBIGRAM
(10,5),(25,4),0.105964 # DEPENDENCYPART_HEADBIGRAM
(10,5),(28,4),0.105739 # DEPENDENCYPART_HEADBIGRAM
(10,6),(2,5),-0.121164 # DEPENDENCYPART_HEADBIGRAM
(10,6),(3,5),-0.134296 # DEPENDENCYPART_HEADBIGRAM
(10,6),(4,5),-0.127017 # DEPENDENCYPART_HEADBIGRAM
(10,6),(6,5),-0.111789 # DEPENDENCYPART_HEADBIGRAM
(10,6),(7,5),-0.125308 # DEPENDENCYPART_HEADBIGRAM
(10,6),(9,5),-0.124178 # DEPENDENCYPART_HEADBIGRAM
(10,6),(10,5),0.0788173 # DEPENDENCYPART_HEADBIGRAM
(10,6),(17,5),0.0900661 # DEPENDENCYPART_HEADBIGRAM
(10,6),(25,5),0.0960281 # DEPENDENCYPART_HEADBIGRAM
(10,6),(28,5),0.0950316 # DEPENDENCYPART_HEADBIGRAM
(10,7),(0,6),-0.1284 # DEPENDENCYPART_HEADBIGRAM
(10,7),(4,6),-0.0518681 # DEPENDENCYPART_HEADBIGRAM
(10,7),(5,6),-0.154155 # DEPENDENCYPART_HEADBIGRAM
(10,7),(9,6),-0.0911681 # DEPENDENCYPART_HEADBIGRAM
(10,7),(10,6),0.0792294 # DEPENDENCYPART_HEADBIGRAM
(10,7),(11,6),0.0812169 # DEPENDENCYPART_HEADBIGRAM
(10,7),(17,6),0.0491379 # DEPENDENCYPART_HEADBIGRAM
(10,7),(25,6),0.100402 # DEPENDENCYPART_HEADBIGRAM
(10,8),(4,7),-0.191848 # DEPENDENCYPART_HEADBIGRAM
(10,8),(5,7),-0.181843 # DEPENDENCYPART_HEADBIGRAM
(10,8),(6,7),-0.234438 # DEPENDENCYPART_HEADBIGRAM
(10,8),(9,7),-0.134418 # DEPENDENCYPART_HEADBIGRAM
(10,8),(10,7),0.157743 # DEPENDENCYPART_HEADBIGRAM
(10,8),(15,7),0.0762751 # DEPENDENCYPART_HEADBIGRAM
(10,8),(17,7),0.069373 # DEPENDENCYPART_HEADBIGRAM
(10,8),(25,7),0.0357825 # DEPENDENCYPART_HEADBIGRAM
(10,9),(2,8),-0.126343 # DEPENDENCYPART_HEADBIGRAM
(10,9),(3,8),-0.154389 # DEPENDENCYPART_HEADBIGRAM
(10,9),(7,8),-0.142564 # DEPENDENCYPART_HEADBIGRAM
(10,9),(9,8),-0.179263 # DEPENDENCYPART_HEADBIGRAM
(10,9),(10,8),0.0475211 # DEPENDENCYPART_HEADBIGRAM
(10,11),(4,10),0.0194889 # DEPENDENCYPART_HEADBIGRAM
(10,11),(5,10),-0.0330037 # DEPENDENCYPART_HEADBIGRAM
(10,11),(6,10),0.00161396 # DEPENDENCYPART_HEADBIGRAM
(10,11),(7,10),-0.0153541 # DEPENDENCYPART_HEADBIGRAM
(10,11),(9,10),-0.0379018 # DEPENDENCYPART_HEADBIGRAM
(10,11),(12,10),0.0865773 # DEPENDENCYPART_HEADBIGRAM
(10,11),(13,10),0.155681 # DEPENDENCYPART_HEADBIGRAM
(10,11),(17,10),0.198171 # DEPENDENCYPART_HEADBIGRAM
(10,11),(25,10),0.23033 # DEPENDENCYPART_HEADBIGRAM
(10,11),(28,10),0.35261 # DEPENDENCYPART_HEADBIGRAM
(10,12),(4,11),-0.0894745 # DEPENDENCYPART_HEADBIGRAM
(10,12),(5,11),-0.0573294 # DEPENDENCYPART_HEADBIGRAM
(10,12),(6,11),-0.0572714 # DEPENDENCYPART_HEADBIGRAM
(10,12),(7,11),-0.0512807 # DEPENDENCYPART_HEADBIGRAM
(10,12),(9,11),-0.0560907 # DEPENDENCYPART_HEADBIGRAM
(10,12),(10,11),0.0724712 # DEPENDENCYPART_HEADBIGRAM
(10,12),(12,11),0.131983 # DEPENDENCYPART_HEADBIGRAM
(10,12),(13,11),0.10371 # DEPENDENCYPART_HEADBIGRAM
(10,12),(15,11),0.103612 # DEPENDENCYPART_HEADBIGRAM
(10,12),(17,11),0.0960715 # DEPENDENCYPART_HEADBIGRAM
(10,13),(4,12),-0.068178 # DEPENDENCYPART_HEADBIGRAM
(10,13),(7,12),-0.0662244 # DEPENDENCYPART_HEADBIGRAM
(10,13),(9,12),-0.0662211 # DEPENDENCYPART_HEADBIGRAM
(10,13),(10,12),0.0488487 # DEPENDENCYPART_HEADBIGRAM
(10,13),(11,12),0.0874566 # DEPENDENCYPART_HEADBIGRAM
(10,13),(13,12),0.0847672 # DEPENDENCYPART_HEADBIGRAM
(10,13),(15,12),0.0883331 # DEPENDENCYPART_HEADBIGRAM
(10,13),(17,12),0.0836318 # DEPENDENCYPART_HEADBIGRAM
(10,13),(25,12),0.0861282 # DEPENDENCYPART_HEADBIGRAM
(10,14),(7,13),-0.0527295 # DEPENDENCYPART_HEADBIGRAM
(10,14),(9,13),-0.0499688 # DEPENDENCYPART_HEADBIGRAM
(10,14),(10,13),0.0959791 # DEPENDENCYPART_HEADBIGRAM
(10,14),(11,13),0.1302 # DEPENDENCYPART_HEADBIGRAM
(10,14),(12,13),0.0656014 # DEPENDENCYPART_HEADBIGRAM
(10,14),(15,13),0.101608 # DEPENDENCYPART_HEADBIGRAM
(10,14),(17,13),0.187467 # DEPENDENCYPART_HEADBIGRAM
(10,14),(25,13),0.102329 # DEPENDENCYPART_HEADBIGRAM
(10,14),(28,13),0.10397 # DEPENDENCYPART_HEADBIGRAM
(10,15),(10,14),0.0815886 # DEPENDENCYPART_HEADBIGRAM
(10,15),(12,14),0.0671814 # DEPENDENCYPART_HEADBIGRAM
(10,15),(13,14),0.067205 # DEPENDENCYPART_HEADBIGRAM
(10,15),(15,14),0.155114 # DEPENDENCYPART_HEADBIGRAM
(10,15),(17,14),0.110013 # DEPENDENCYPART_HEADBIGRAM
(10,15),(18,14),0.0744722 # DEPENDENCYPART_HEADBIGRAM
(10,15),(19,14),0.074464 # DEPENDENCYPART_HEADBIGRAM
(10,15),(24,14),0.0671457 # DEPENDENCYPART_HEADBIGRAM
(10,15),(25,14),0.0953012 # DEPENDENCYPART_HEADBIGRAM
(10,16),(4,15),-0.0960421 # DEPENDENCYPART_HEADBIGRAM
(10,16),(6,15),-0.0379396 # DEPENDENCYPART_HEADBIGRAM
(10,16),(10,15),0.177328 # DEPENDENCYPART_HEADBIGRAM
(10,16),(11,15),0.103431 # DEPENDENCYPART_HEADBIGRAM
(10,16),(12,15),0.060022 # DEPENDENCYPART_HEADBIGRAM
(10,16),(13,15),0.181767 # DEPENDENCYPART_HEADBIGRAM
(10,16),(17,15),0.0605562 # DEPENDENCYPART_HEADBIGRAM
(10,16),(20,15),0.0987665 # DEPENDENCYPART_HEADBIGRAM
(10,16),(25,15),0.00499701 # DEPENDENCYPART_HEADBIGRAM
(10,16),(28,15),0.0757098 # DEPENDENCYPART_HEADBIGRAM
(10,17),(4,16),-0.0817245 # DEPENDENCYPART_HEADBIGRAM
(10,17),(7,16),-0.0753887 # DEPENDENCYPART_HEADBIGRAM
(10,17),(10,16),0.0449085 # DEPENDENCYPART_HEADBIGRAM
(10,17),(11,16),0.119749 # DEPENDENCYPART_HEADBIGRAM
(10,17),(12,16),0.12049 # DEPENDENCYPART_HEADBIGRAM
(10,17),(13,16),0.1189 # DEPENDENCYPART_HEADBIGRAM
(10,17),(15,16),0.096767 # DEPENDENCYPART_HEADBIGRAM
(10,17),(17,16),0.174876 # DEPENDENCYPART_HEADBIGRAM
(10,17),(25,16),0.0676481 # DEPENDENCYPART_HEADBIGRAM
(10,17),(28,16),0.0727245 # DEPENDENCYPART_HEADBIGRAM
(10,19),(11,18),0.0992925 # DEPENDENCYPART_HEADBIGRAM
(10,19),(12,18),0.103025 # DEPENDENCYPART_HEADBIGRAM
(10,19),(15,18),0.100141 # DEPENDENCYPART_HEADBIGRAM
(10,19),(17,18),0.090285 # DEPENDENCYPART_HEADBIGRAM
(10,19),(19,18),0.10698 # DEPENDENCYPART_HEADBIGRAM
(10,19),(20,18),0.0950024 # DEPENDENCYPART_HEADBIGRAM
(10,19),(24,18),0.0882677 # DEPENDENCYPART_HEADBIGRAM
(10,19),(25,18),0.0859677 # DEPENDENCYPART_HEADBIGRAM
(10,20),(10,19),0.0517532 # DEPENDENCYPART_HEADBIGRAM
(10,20),(12,19),0.112541 # DEPENDENCYPART_HEADBIGRAM
(10,20),(13,19),0.110401 # DEPENDENCYPART_HEADBIGRAM
(10,20),(15,19),0.0921352 # DEPENDENCYPART_HEADBIGRAM
(10,20),(17,19),0.0976826 # DEPENDENCYPART_HEADBIGRAM
(10,20),(18,19),0.100773 # DEPENDENCYPART_HEADBIGRAM
(10,20),(20,19),0.192947 # DEPENDENCYPART_HEADBIGRAM
(10,20),(24,19),0.0800675 # DEPENDENCYPART_HEADBIGRAM
(10,20),(25,19),0.0905065 # DEPENDENCYPART_HEADBIGRAM
(10,20),(28,19),0.0905076 # DEPENDENCYPART_HEADBIGRAM
(10,21),(10,20),0.13308 # DEPENDENCYPART_HEADBIGRAM
(10,21),(12,20),0.267392 # DEPENDENCYPART_HEADBIGRAM
(10,21),(15,20),0.110381 # DEPENDENCYPART_HEADBIGRAM
(10,21),(17,20),0.10517 # DEPENDENCYPART_HEADBIGRAM
(10,21),(18,20),0.292485 # DEPENDENCYPART_HEADBIGRAM
(10,21),(19,20),0.120911 # DEPENDENCYPART_HEADBIGRAM
(10,21),(22,20),0.108378 # DEPENDENCYPART_HEADBIGRAM
(10,21),(24,20),0.0902946 # DEPENDENCYPART_HEADBIGRAM
(10,21),(25,20),0.0924137 # DEPENDENCYPART_HEADBIGRAM
(10,21),(28,20),0.0943791 # DEPENDENCYPART_HEADBIGRAM
(10,22),(4,21),-0.0843923 # DEPENDENCYPART_HEADBIGRAM
(10,22),(7,21),-0.093036 # DEPENDENCYPART_HEADBIGRAM
(10,22),(10,21),0.161992 # DEPENDENCYPART_HEADBIGRAM
(10,22),(15,21),0.120088 # DEPENDENCYPART_HEADBIGRAM
(10,22),(17,21),0.100277 # DEPENDENCYPART_HEADBIGRAM
(10,22),(18,21),0.112246 # DEPENDENCYPART_HEADBIGRAM
(10,22),(19,21),0.102221 # DEPENDENCYPART_HEADBIGRAM
(10,22),(20,21),0.102221 # DEPENDENCYPART_HEADBIGRAM
(10,22),(25,21),0.0801137 # DEPENDENCYPART_HEADBIGRAM
(10,22),(28,21),0.0853268 # DEPENDENCYPART_HEADBIGRAM
(10,25),(13,24),0.112231 # DEPENDENCYPART_HEADBIGRAM
(10,25),(17,24),0.136245 # DEPENDENCYPART_HEADBIGRAM
(10,25),(18,24),0.102732 # DEPENDENCYPART_HEADBIGRAM
(10,25),(19,24),0.0867213 # DEPENDENCYPART_HEADBIGRAM
(10,25),(20,24),0.0867201 # DEPENDENCYPART_HEADBIGRAM
(10,25),(22,24),0.106867 # DEPENDENCYPART_HEADBIGRAM
(10,25),(25,24),0.210995 # DEPENDENCYPART_HEADBIGRAM
(10,25),(27,24),0.091739 # DEPENDENCYPART_HEADBIGRAM
(10,25),(28,24),0.0448725 # DEPENDENCYPART_HEADBIGRAM
(10,25),(29,24),0.0895184 # DEPENDENCYPART_HEADBIGRAM
(10,27),(17,26),0.135982 # DEPENDENCYPART_HEADBIGRAM
(10,27),(25,26),0.10791 # DEPENDENCYPART_HEADBIGRAM
(10,27),(27,26),0.156123 # DEPENDENCYPART_HEADBIGRAM
(10,27),(28,26),0.0971203 # DEPENDENCYPART_HEADBIGRAM
(10,27),(29,26),0.0969501 # DEPENDENCYPART_HEADBIGRAM
(10,28),(10,27),0.0965411 # DEPENDENCYPART_HEADBIGRAM
(10,28),(13,27),0.112232 # DEPENDENCYPART_HEADBIGRAM
(10,28),(17,27),0.136105 # DEPENDENCYPART_HEADBIGRAM
(10,28),(18,27),0.102692 # DEPENDENCYPART_HEADBIGRAM
(10,28),(19,27),0.111303 # DEPENDENCYPART_HEADBIGRAM
(10,28),(22,27),0.0798933 # DEPENDENCYPART_HEADBIGRAM
(10,28),(24,27),0.0892273 # DEPENDENCYPART_HEADBIGRAM
(10,28),(25,27),0.0642251 # DEPENDENCYPART_HEADBIGRAM
(10,28),(28,27),0.327954 # DEPENDENCYPART_HEADBIGRAM
(10,28),(29,27),0.0916929 # DEPENDENCYPART_HEADBIGRAM
(10,29),(0,28),-0.0432354 # DEPENDENCYPART_HEADBIGRAM
(10,29),(4,28),-0.0877376 # DEPENDENCYPART_HEADBIGRAM
(10,29),(10,28),0.107731 # DEPENDENCYPART_HEADBIGRAM
(10,29),(17,28),0.150966 # DEPENDENCYPART_HEADBIGRAM
(10,29),(22,28),0.104241 # DEPENDENCYPART_HEADBIGRAM
(10,29),(23,28),0.107293 # DEPENDENCYPART_HEADBIGRAM
(10,29),(24,28),0.0908303 # DEPENDENCYPART_HEADBIGRAM
(10,29),(25,28),0.0720764 # DEPENDENCYPART_HEADBIGRAM
(10,29),(26,28),0.107602 # DEPENDENCYPART_HEADBIGRAM
(10,29),(27,28),0.090333 # DEPENDENCYPART_HEADBIGRAM
(10,30),(10,29),0.103538 # DEPENDENCYPART_HEADBIGRAM
(10,30),(12,29),0.109313 # DEPENDENCYPART_HEADBIGRAM
(10,30),(15,29),0.111603 # DEPENDENCYPART_HEADBIGRAM
(10,30),(18,29),0.109313 # DEPENDENCYPART_HEADBIGRAM
(10,30),(22,29),0.113305 # DEPENDENCYPART_HEADBIGRAM
(10,30),(24,29),0.101825 # DEPENDENCYPART_HEADBIGRAM
(10,30),(25,29),0.0851153 # DEPENDENCYPART_HEADBIGRAM
(10,30),(27,29),0.125403 # DEPENDENCYPART_HEADBIGRAM
(10,30),(28,29),0.102872 # DEPENDENCYPART_HEADBIGRAM
(10,30),(30,29),0.0897201 # DEPENDENCYPART_HEADBIGRAM
(11,6),(2,5),-0.120314 # DEPENDENCYPART_HEADBIGRAM
(11,6),(3,5),-0.133446 # DEPENDENCYPART_HEADBIGRAM
(11,6),(4,5),-0.134945 # DEPENDENCYPART_HEADBIGRAM
(11,6),(6,5),-0.13112 # DEPENDENCYPART_HEADBIGRAM
(11,6),(7,5),-0.124821 # DEPENDENCYPART_HEADBIGRAM
(11,6),(9,5),-0.12369 # DEPENDENCYPART_HEADBIGRAM
(11,6),(10,5),-0.12369 # DEPENDENCYPART_HEADBIGRAM
(11,6),(17,5),0.090176 # DEPENDENCYPART_HEADBIGRAM
(11,6),(25,5),0.092193 # DEPENDENCYPART_HEADBIGRAM
(11,6),(28,5),0.0921757 # DEPENDENCYPART_HEADBIGRAM
(11,12),(4,11),-0.123694 # DEPENDENCYPART_HEADBIGRAM
(11,12),(5,11),-0.0130924 # DEPENDENCYPART_HEADBIGRAM
(11,12),(6,11),-0.0600435 # DEPENDENCYPART_HEADBIGRAM
(11,12),(7,11),0.00214584 # DEPENDENCYPART_HEADBIGRAM
(11,12),(9,11),-0.0360357 # DEPENDENCYPART_HEADBIGRAM
(11,12),(10,11),-0.038676 # DEPENDENCYPART_HEADBIGRAM
(11,12),(12,11),-0.091343 # DEPENDENCYPART_HEADBIGRAM
(11,12),(13,11),0.085165 # DEPENDENCYPART_HEADBIGRAM
(11,12),(15,11),0.110447 # DEPENDENCYPART_HEADBIGRAM
(11,12),(17,11),0.0595682 # DEPENDENCYPART_HEADBIGRAM
(11,13),(4,12),-0.0584795 # DEPENDENCYPART_HEADBIGRAM
(11,13),(7,12),-0.0566059 # DEPENDENCYPART_HEADBIGRAM
(11,13),(9,12),-0.0566059 # DEPENDENCYPART_HEADBIGRAM
(11,13),(10,12),-0.0561987 # DEPENDENCYPART_HEADBIGRAM
(11,13),(11,12),0.118248 # DEPENDENCYPART_HEADBIGRAM
(11,13),(13,12),0.239508 # DEPENDENCYPART_HEADBIGRAM
(11,13),(15,12),0.0980998 # DEPENDENCYPART_HEADBIGRAM
(11,13),(17,12),0.0916743 # DEPENDENCYPART_HEADBIGRAM
(11,13),(25,12),0.0969216 # DEPENDENCYPART_HEADBIGRAM
(11,15),(10,14),-0.105619 # DEPENDENCYPART_HEADBIGRAM
(11,15),(12,14),0.0603864 # DEPENDENCYPART_HEADBIGRAM
(11,15),(13,14),0.0538387 # DEPENDENCYPART_HEADBIGRAM
(11,15),(15,14),0.0185603 # DEPENDENCYPART_HEADBIGRAM
(11,15),(17,14),0.0673666 # DEPENDENCYPART_HEADBIGRAM
(11,15),(18,14),0.071137 # DEPENDENCYPART_HEADBIGRAM
(11,15),(19,14),0.0653994 # DEPENDENCYPART_HEADBIGRAM
(11,15),(24,14),0.0132421 # DEPENDENCYPART_HEADBIGRAM
(11,15),(25,14),0.0910606 # DEPENDENCYPART_HEADBIGRAM
(11,16),(4,15),-0.0517216 # DEPENDENCYPART_HEADBIGRAM
(11,16),(6,15),-0.0887043 # DEPENDENCYPART_HEADBIGRAM
(11,16),(10,15),-0.068464 # DEPENDENCYPART_HEADBIGRAM
(11,16),(11,15),0.157662 # DEPENDENCYPART_HEADBIGRAM
(11,16),(12,15),0.102378 # DEPENDENCYPART_HEADBIGRAM
(11,16),(13,15),0.178455 # DEPENDENCYPART_HEADBIGRAM
(11,16),(17,15),0.0846856 # DEPENDENCYPART_HEADBIGRAM
(11,16),(20,15),0.09207 # DEPENDENCYPART_HEADBIGRAM
(11,16),(25,15),0.0969015 # DEPENDENCYPART_HEADBIGRAM
(11,16),(28,15),0.108875 # DEPENDENCYPART_HEADBIGRAM
(11,17),(4,16),-0.0717207 # DEPENDENCYPART_HEADBIGRAM
(11,17),(7,16),-0.103729 # DEPENDENCYPART_HEADBIGRAM
(11,17),(10,16),-0.103989 # DEPENDENCYPART_HEADBIGRAM
(11,17),(11,16),0.10417 # DEPENDENCYPART_HEADBIGRAM
(11,17),(12,16),0.120483 # DEPENDENCYPART_HEADBIGRAM
(11,17),(13,16),0.120388 # DEPENDENCYPART_HEADBIGRAM
(11,17),(15,16),0.0661481 # DEPENDENCYPART_HEADBIGRAM
(11,17),(17,16),0.266488 # DEPENDENCYPART_HEADBIGRAM
(11,17),(25,16),0.0814996 # DEPENDENCYPART_HEADBIGRAM
(11,17),(28,16),0.0826704 # DEPENDENCYPART_HEADBIGRAM
(11,18),(4,17),-0.0541996 # DEPENDENCYPART_HEADBIGRAM
(11,18),(6,17),-0.0537829 # DEPENDENCYPART_HEADBIGRAM
(11,18),(10,17),-0.0501308 # DEPENDENCYPART_HEADBIGRAM
(11,18),(11,17),0.105422 # DEPENDENCYPART_HEADBIGRAM
(11,18),(13,17),0.108901 # DEPENDENCYPART_HEADBIGRAM
(11,18),(15,17),0.10974 # DEPENDENCYPART_HEADBIGRAM
(11,18),(19,17),0.098349 # DEPENDENCYPART_HEADBIGRAM
(11,18),(20,17),0.098349 # DEPENDENCYPART_HEADBIGRAM
(11,18),(25,17),0.0980993 # DEPENDENCYPART_HEADBIGRAM
(11,18),(28,17),0.0980993 # DEPENDENCYPART_HEADBIGRAM
(12,9),(2,8),-0.118493 # DEPENDENCYPART_HEADBIGRAM
(12,9),(3,8),-0.121334 # DEPENDENCYPART_HEADBIGRAM
(12,9),(7,8),-0.109558 # DEPENDENCYPART_HEADBIGRAM
(12,9),(9,8),-0.124857 # DEPENDENCYPART_HEADBIGRAM
(12,9),(10,8),-0.118122 # DEPENDENCYPART_HEADBIGRAM
(12,10),(4,9),-0.173677 # DEPENDENCYPART_HEADBIGRAM
(12,10),(5,9),-0.172918 # DEPENDENCYPART_HEADBIGRAM
(12,10),(6,9),-0.173003 # DEPENDENCYPART_HEADBIGRAM
(12,10),(7,9),-0.250606 # DEPENDENCYPART_HEADBIGRAM
(12,10),(10,9),-0.178981 # DEPENDENCYPART_HEADBIGRAM
(12,10),(12,9),0.24458 # DEPENDENCYPART_HEADBIGRAM
(12,10),(13,9),0.157528 # DEPENDENCYPART_HEADBIGRAM
(12,10),(17,9),0.0524977 # DEPENDENCYPART_HEADBIGRAM
(12,10),(25,9),0.0833477 # DEPENDENCYPART_HEADBIGRAM
(12,10),(28,9),0.0833476 # DEPENDENCYPART_HEADBIGRAM
(12,11),(4,10),-0.178871 # DEPENDENCYPART_HEADBIGRAM
(12,11),(5,10),-0.157356 # DEPENDENCYPART_HEADBIGRAM
(12,11),(6,10),-0.170978 # DEPENDENCYPART_HEADBIGRAM
(12,11),(7,10),-0.171807 # DEPENDENCYPART_HEADBIGRAM
(12,11),(9,10),-0.155485 # DEPENDENCYPART_HEADBIGRAM
(12,11),(12,10),0.192797 # DEPENDENCYPART_HEADBIGRAM
(12,11),(13,10),0.0771958 # DEPENDENCYPART_HEADBIGRAM
(12,11),(17,10),0.0765639 # DEPENDENCYPART_HEADBIGRAM
(12,11),(25,10),0.0614423 # DEPENDENCYPART_HEADBIGRAM
(12,11),(28,10),0.0622999 # DEPENDENCYPART_HEADBIGRAM
(12,13),(4,12),-0.0449401 # DEPENDENCYPART_HEADBIGRAM
(12,13),(7,12),0.0587794 # DEPENDENCYPART_HEADBIGRAM
(12,13),(9,12),0.0627724 # DEPENDENCYPART_HEADBIGRAM
(12,13),(10,12),-0.0457448 # DEPENDENCYPART_HEADBIGRAM
(12,13),(11,12),-0.0689972 # DEPENDENCYPART_HEADBIGRAM
(12,13),(13,12),-0.162163 # DEPENDENCYPART_HEADBIGRAM
(12,13),(15,12),0.310774 # DEPENDENCYPART_HEADBIGRAM
(12,13),(17,12),0.201006 # DEPENDENCYPART_HEADBIGRAM
(12,13),(25,12),0.0997413 # DEPENDENCYPART_HEADBIGRAM
(12,14),(7,13),-0.0590632 # DEPENDENCYPART_HEADBIGRAM
(12,14),(9,13),-0.0591604 # DEPENDENCYPART_HEADBIGRAM
(12,14),(10,13),-0.0591604 # DEPENDENCYPART_HEADBIGRAM
(12,14),(11,13),-0.0560299 # DEPENDENCYPART_HEADBIGRAM
(12,14),(12,13),0.0820888 # DEPENDENCYPART_HEADBIGRAM
(12,14),(15,13),0.0951589 # DEPENDENCYPART_HEADBIGRAM
(12,14),(17,13),0.098349 # DEPENDENCYPART_HEADBIGRAM
(12,14),(25,13),0.098145 # DEPENDENCYPART_HEADBIGRAM
(12,14),(28,13),0.0982451 # DEPENDENCYPART_HEADBIGRAM
(12,15),(10,14),-0.0602758 # DEPENDENCYPART_HEADBIGRAM
(12,15),(12,14),0.131943 # DEPENDENCYPART_HEADBIGRAM
(12,15),(13,14),0.0657573 # DEPENDENCYPART_HEADBIGRAM
(12,15),(15,14),0.157725 # DEPENDENCYPART_HEADBIGRAM
(12,15),(17,14),0.0752959 # DEPENDENCYPART_HEADBIGRAM
(12,15),(18,14),0.0754254 # DEPENDENCYPART_HEADBIGRAM
(12,15),(19,14),0.074192 # DEPENDENCYPART_HEADBIGRAM
(12,15),(24,14),0.0866273 # DEPENDENCYPART_HEADBIGRAM
(12,15),(25,14),0.0972665 # DEPENDENCYPART_HEADBIGRAM
(12,16),(4,15),-0.0561516 # DEPENDENCYPART_HEADBIGRAM
(12,16),(6,15),-0.0713841 # DEPENDENCYPART_HEADBIGRAM
(12,16),(10,15),-0.0799088 # DEPENDENCYPART_HEADBIGRAM
(12,16),(11,15),-0.0145031 # DEPENDENCYPART_HEADBIGRAM
(12,16),(12,15),0.197748 # DEPENDENCYPART_HEADBIGRAM
(12,16),(13,15),0.186332 # DEPENDENCYPART_HEADBIGRAM
(12,16),(17,15),0.053403 # DEPENDENCYPART_HEADBIGRAM
(12,16),(20,15),0.0962386 # DEPENDENCYPART_HEADBIGRAM
(12,16),(25,15),0.096114 # DEPENDENCYPART_HEADBIGRAM
(12,16),(28,15),0.0980019 # DEPENDENCYPART_HEADBIGRAM
(12,18),(4,17),-0.0258582 # DEPENDENCYPART_HEADBIGRAM
(12,18),(6,17),-0.053826 # DEPENDENCYPART_HEADBIGRAM
(12,18),(10,17),-0.0501611 # DEPENDENCYPART_HEADBIGRAM
(12,18),(11,17),-0.0510964 # DEPENDENCYPART_HEADBIGRAM
(12,18),(13,17),0.108796 # DEPENDENCYPART_HEADBIGRAM
(12,18),(15,17),0.109749 # DEPENDENCYPART_HEADBIGRAM
(12,18),(19,17),0.0982452 # DEPENDENCYPART_HEADBIGRAM
