# _root_ But the Oct. 17 temblor put a halt to much nonessential building , and heavy rains last week slowed the rest , freeing construction workers for earthquake repairs .
#goldHeads=14,5,5,3,6,14,8,6,6,12,12,9,14,0,16,19,18,16,14,21,19,14,14,25,23,23,28,26,14,
#predictedHeads=14,5,5,3,6,14,8,6,6,12,12,9,14,0,16,19,18,19,14,21,19,19,19,25,23,23,28,26,14,
(19,10),(19,6),(19,-1),-0.145405 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,10),(19,5),(19,4),-0.0964861 # DEPENDENCYPART_TRISIBL
(19,10),(19,5),(19,3),-0.102603 # DEPENDENCYPART_TRISIBL
(19,10),(19,5),(19,2),-0.0256601 # DEPENDENCYPART_TRISIBL
(19,10),(19,5),(19,1),-0.136923 # DEPENDENCYPART_TRISIBL
(19,10),(19,5),(19,-1),-0.0921696 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,10),(19,4),(19,3),-0.0902409 # DEPENDENCYPART_TRISIBL
(19,10),(19,4),(19,2),-0.039204 # DEPENDENCYPART_TRISIBL
(19,10),(19,4),(19,1),-0.12685 # DEPENDENCYPART_TRISIBL
(19,10),(19,4),(19,-1),-0.0742899 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,10),(19,3),(19,2),-0.0256601 # DEPENDENCYPART_TRISIBL
(19,10),(19,3),(19,1),-0.136923 # DEPENDENCYPART_TRISIBL
(19,10),(19,3),(19,-1),-0.0932173 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,10),(19,2),(19,1),-0.138566 # DEPENDENCYPART_TRISIBL
(19,10),(19,2),(19,-1),-0.0720071 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,10),(19,1),(19,-1),-0.122181 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,9),(19,8),(19,6),-0.159024 # DEPENDENCYPART_TRISIBL
(19,9),(19,8),(19,5),-0.135224 # DEPENDENCYPART_TRISIBL
(19,9),(19,8),(19,4),0.0446824 # DEPENDENCYPART_TRISIBL
(19,9),(19,8),(19,3),-0.135224 # DEPENDENCYPART_TRISIBL
(19,9),(19,8),(19,2),-0.153236 # DEPENDENCYPART_TRISIBL
(19,9),(19,8),(19,1),-0.129288 # DEPENDENCYPART_TRISIBL
(19,9),(19,8),(19,-1),-0.0126384 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,9),(19,6),(19,5),-0.133439 # DEPENDENCYPART_TRISIBL
(19,9),(19,6),(19,4),-0.0145284 # DEPENDENCYPART_TRISIBL
(19,9),(19,6),(19,3),-0.133439 # DEPENDENCYPART_TRISIBL
(19,9),(19,6),(19,2),-0.133732 # DEPENDENCYPART_TRISIBL
(19,9),(19,6),(19,1),-0.120147 # DEPENDENCYPART_TRISIBL
(19,9),(19,6),(19,-1),-0.0362108 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,9),(19,5),(19,4),0.0446824 # DEPENDENCYPART_TRISIBL
(19,9),(19,5),(19,3),-0.135224 # DEPENDENCYPART_TRISIBL
(19,9),(19,5),(19,2),-0.153236 # DEPENDENCYPART_TRISIBL
(19,9),(19,5),(19,1),-0.129288 # DEPENDENCYPART_TRISIBL
(19,9),(19,5),(19,-1),-0.0126384 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,9),(19,4),(19,3),-0.129465 # DEPENDENCYPART_TRISIBL
(19,9),(19,4),(19,2),-0.134065 # DEPENDENCYPART_TRISIBL
(19,9),(19,4),(19,1),-0.11462 # DEPENDENCYPART_TRISIBL
(19,9),(19,4),(19,-1),-0.089546 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,9),(19,3),(19,2),-0.153236 # DEPENDENCYPART_TRISIBL
(19,9),(19,3),(19,1),-0.129288 # DEPENDENCYPART_TRISIBL
(19,9),(19,3),(19,-1),-0.0126385 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,9),(19,2),(19,1),-0.114625 # DEPENDENCYPART_TRISIBL
(19,9),(19,2),(19,-1),-0.0714655 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,9),(19,1),(19,-1),-0.0832267 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,8),(19,6),(19,5),-0.240631 # DEPENDENCYPART_TRISIBL
(19,8),(19,6),(19,4),-0.105922 # DEPENDENCYPART_TRISIBL
(19,8),(19,6),(19,3),-0.238957 # DEPENDENCYPART_TRISIBL
(19,8),(19,6),(19,2),-0.0243906 # DEPENDENCYPART_TRISIBL
(19,8),(19,6),(19,1),-0.0973067 # DEPENDENCYPART_TRISIBL
(19,8),(19,6),(19,-1),-0.0833326 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,8),(19,5),(19,4),-0.106309 # DEPENDENCYPART_TRISIBL
(19,8),(19,5),(19,3),-0.267639 # DEPENDENCYPART_TRISIBL
(19,8),(19,5),(19,2),-0.0127287 # DEPENDENCYPART_TRISIBL
(19,8),(19,5),(19,1),-0.156435 # DEPENDENCYPART_TRISIBL
(19,8),(19,5),(19,-1),-0.130241 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,8),(19,4),(19,3),-0.193769 # DEPENDENCYPART_TRISIBL
(19,8),(19,4),(19,2),-0.0309026 # DEPENDENCYPART_TRISIBL
(19,8),(19,4),(19,1),-0.109772 # DEPENDENCYPART_TRISIBL
(19,8),(19,4),(19,-1),-0.131957 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,8),(19,3),(19,2),-0.0103433 # DEPENDENCYPART_TRISIBL
(19,8),(19,3),(19,1),-0.156435 # DEPENDENCYPART_TRISIBL
(19,8),(19,3),(19,-1),-0.135098 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,8),(19,2),(19,1),-0.122801 # DEPENDENCYPART_TRISIBL
(19,8),(19,2),(19,-1),0.0165288 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,8),(19,1),(19,-1),-0.0276229 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,6),(19,5),(19,4),-0.101371 # DEPENDENCYPART_TRISIBL
(19,6),(19,5),(19,3),-0.112978 # DEPENDENCYPART_TRISIBL
(19,6),(19,5),(19,2),-0.0918207 # DEPENDENCYPART_TRISIBL
(19,6),(19,5),(19,1),-0.0510653 # DEPENDENCYPART_TRISIBL
(19,6),(19,5),(19,-1),-0.0862171 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,6),(19,4),(19,3),-0.0884198 # DEPENDENCYPART_TRISIBL
(19,6),(19,4),(19,2),-0.0495823 # DEPENDENCYPART_TRISIBL
(19,6),(19,4),(19,1),-0.0663255 # DEPENDENCYPART_TRISIBL
(19,6),(19,4),(19,-1),-0.0912615 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,6),(19,3),(19,2),-0.0918207 # DEPENDENCYPART_TRISIBL
(19,6),(19,3),(19,1),-0.0510653 # DEPENDENCYPART_TRISIBL
(19,6),(19,3),(19,-1),-0.0873043 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,6),(19,2),(19,1),-0.0692008 # DEPENDENCYPART_TRISIBL
(19,6),(19,2),(19,-1),-0.0861634 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,6),(19,1),(19,-1),-0.070615 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,5),(19,4),(19,3),-0.193769 # DEPENDENCYPART_TRISIBL
(19,5),(19,4),(19,2),-0.0301108 # DEPENDENCYPART_TRISIBL
(19,5),(19,4),(19,1),-0.109772 # DEPENDENCYPART_TRISIBL
(19,5),(19,4),(19,-1),-0.129988 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,5),(19,3),(19,2),-0.00875956 # DEPENDENCYPART_TRISIBL
(19,5),(19,3),(19,1),-0.156435 # DEPENDENCYPART_TRISIBL
(19,5),(19,3),(19,-1),-0.132133 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,5),(19,2),(19,1),-0.122801 # DEPENDENCYPART_TRISIBL
(19,5),(19,2),(19,-1),0.0189222 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,5),(19,1),(19,-1),-0.0256541 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,4),(19,3),(19,2),-0.0626953 # DEPENDENCYPART_TRISIBL
(19,4),(19,3),(19,1),-0.112447 # DEPENDENCYPART_TRISIBL
(19,4),(19,3),(19,-1),-0.13374 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,4),(19,2),(19,1),-0.112193 # DEPENDENCYPART_TRISIBL
(19,4),(19,2),(19,-1),-0.0688667 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,4),(19,1),(19,-1),-0.1297 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,3),(19,2),(19,1),-0.12312 # DEPENDENCYPART_TRISIBL
(19,3),(19,2),(19,-1),0.0516686 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,3),(19,1),(19,-1),0.00466485 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,2),(19,1),(19,-1),-0.110821 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,22),(21,23),-0.165745 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,22),(21,25),-0.0773256 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,22),(21,26),-0.261016 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,22),(21,28),-0.0746973 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,22),(21,30),-0.725413 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(21,21),(21,23),(21,25),-0.147832 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,23),(21,26),-0.13151 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,23),(21,28),-0.144425 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,23),(21,30),-0.0971233 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(21,21),(21,25),(21,26),-0.0704016 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,25),(21,28),-0.0951062 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,25),(21,30),-0.112116 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(21,21),(21,26),(21,28),-0.12172 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,26),(21,30),-0.0969809 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(21,21),(21,28),(21,30),-0.106814 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(21,22),(21,23),(21,25),-0.0246508 # DEPENDENCYPART_TRISIBL
(21,22),(21,23),(21,26),0.0264391 # DEPENDENCYPART_TRISIBL
(21,22),(21,23),(21,28),-0.0246418 # DEPENDENCYPART_TRISIBL
(21,22),(21,23),(21,30),-0.050867 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,22),(21,25),(21,26),-0.0304223 # DEPENDENCYPART_TRISIBL
(21,22),(21,25),(21,28),-0.0679044 # DEPENDENCYPART_TRISIBL
(21,22),(21,25),(21,30),-0.0797511 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,22),(21,26),(21,28),0.00834223 # DEPENDENCYPART_TRISIBL
(21,22),(21,26),(21,30),-0.0818005 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,22),(21,28),(21,30),-0.0794834 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,23),(21,25),(21,26),-0.0121685 # DEPENDENCYPART_TRISIBL
(21,23),(21,25),(21,28),-0.0727024 # DEPENDENCYPART_TRISIBL
(21,23),(21,25),(21,30),-0.121752 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,23),(21,26),(21,28),-0.0769242 # DEPENDENCYPART_TRISIBL
(21,23),(21,26),(21,30),-0.0581993 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,23),(21,28),(21,30),-0.120778 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,25),(21,26),(21,28),-0.0998375 # DEPENDENCYPART_TRISIBL
(21,25),(21,26),(21,30),-0.0908996 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,25),(21,28),(21,30),-0.116915 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,26),(21,28),(21,30),-0.0448606 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,20),(21,18),-0.316929 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,20),(21,17),-0.150989 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,20),(21,16),-0.27422 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,20),(21,15),-0.141192 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,20),(21,-1),-0.160161 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,18),(21,17),-0.116994 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,18),(21,16),-0.202953 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,18),(21,15),-0.100654 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,18),(21,-1),-0.219172 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,17),(21,16),-0.25302 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,17),(21,15),-0.208132 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,17),(21,-1),-0.00520618 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,16),(21,15),-0.0986844 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,16),(21,-1),-0.193933 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,15),(21,-1),-0.16547 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,20),(21,18),(21,17),-0.211725 # DEPENDENCYPART_TRISIBL
(21,20),(21,18),(21,16),-0.229696 # DEPENDENCYPART_TRISIBL
(21,20),(21,18),(21,15),-0.211725 # DEPENDENCYPART_TRISIBL
(21,20),(21,18),(21,-1),-0.164755 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,20),(21,17),(21,16),-0.238649 # DEPENDENCYPART_TRISIBL
(21,20),(21,17),(21,15),-0.149042 # DEPENDENCYPART_TRISIBL
(21,20),(21,17),(21,-1),-0.14529 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,20),(21,16),(21,15),-0.211725 # DEPENDENCYPART_TRISIBL
(21,20),(21,16),(21,-1),-0.164324 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,20),(21,15),(21,-1),-0.14529 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,18),(21,17),(21,16),-0.0655744 # DEPENDENCYPART_TRISIBL
(21,18),(21,17),(21,15),0.0666146 # DEPENDENCYPART_TRISIBL
(21,18),(21,17),(21,-1),-0.212997 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,18),(21,16),(21,15),0.0294994 # DEPENDENCYPART_TRISIBL
(21,18),(21,16),(21,-1),-0.142596 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,18),(21,15),(21,-1),-0.171883 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,17),(21,16),(21,15),-0.0790236 # DEPENDENCYPART_TRISIBL
(21,17),(21,16),(21,-1),-0.158713 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,17),(21,15),(21,-1),-0.076273 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,16),(21,15),(21,-1),-0.128168 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,23),(22,30),-0.351863 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(23,23),(23,24),(23,25),-0.00816957 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,24),(23,26),0.0810694 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,24),(23,27),-0.00441494 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,24),(23,28),-0.00634186 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,24),(23,29),-0.0134226 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,24),(23,30),0.0299495 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(23,23),(23,25),(23,26),0.0867333 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,25),(23,27),-0.00445985 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,25),(23,28),-0.00638676 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,25),(23,29),-0.00993902 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,25),(23,30),0.0135069 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(23,23),(23,26),(23,27),-0.0454338 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,26),(23,28),-0.0473674 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,26),(23,29),-0.13071 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,26),(23,30),-0.0757452 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(23,23),(23,27),(23,28),-0.00719843 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,27),(23,29),-0.0121293 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,27),(23,30),0.0320835 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(23,23),(23,28),(23,29),-0.0121343 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,28),(23,30),0.022164 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(23,23),(23,29),(23,30),-0.158256 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(23,24),(23,25),(23,26),-0.0616142 # DEPENDENCYPART_TRISIBL
(23,24),(23,25),(23,27),-0.153072 # DEPENDENCYPART_TRISIBL
(23,24),(23,25),(23,28),-0.150023 # DEPENDENCYPART_TRISIBL
(23,24),(23,25),(23,29),-0.0656826 # DEPENDENCYPART_TRISIBL
(23,24),(23,25),(23,30),-0.0311975 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,24),(23,26),(23,27),-0.168861 # DEPENDENCYPART_TRISIBL
(23,24),(23,26),(23,28),-0.165812 # DEPENDENCYPART_TRISIBL
(23,24),(23,26),(23,29),-0.0221137 # DEPENDENCYPART_TRISIBL
(23,24),(23,26),(23,30),-0.0418163 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,24),(23,27),(23,28),-0.150022 # DEPENDENCYPART_TRISIBL
(23,24),(23,27),(23,29),-0.0645387 # DEPENDENCYPART_TRISIBL
(23,24),(23,27),(23,30),-0.0353776 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,24),(23,28),(23,29),-0.0645387 # DEPENDENCYPART_TRISIBL
(23,24),(23,28),(23,30),-0.0353305 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,24),(23,29),(23,30),0.00428404 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,25),(23,26),(23,27),-0.170364 # DEPENDENCYPART_TRISIBL
(23,25),(23,26),(23,28),-0.167314 # DEPENDENCYPART_TRISIBL
(23,25),(23,26),(23,29),-0.0284229 # DEPENDENCYPART_TRISIBL
(23,25),(23,26),(23,30),-0.0226433 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,25),(23,27),(23,28),-0.151522 # DEPENDENCYPART_TRISIBL
(23,25),(23,27),(23,29),-0.070679 # DEPENDENCYPART_TRISIBL
(23,25),(23,27),(23,30),-0.0260611 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,25),(23,28),(23,29),-0.070679 # DEPENDENCYPART_TRISIBL
(23,25),(23,28),(23,30),-0.026014 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,25),(23,29),(23,30),0.0131105 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,26),(23,27),(23,28),-0.0738364 # DEPENDENCYPART_TRISIBL
(23,26),(23,27),(23,29),-0.0514759 # DEPENDENCYPART_TRISIBL
(23,26),(23,27),(23,30),0.0127696 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,26),(23,28),(23,29),-0.0514758 # DEPENDENCYPART_TRISIBL
(23,26),(23,28),(23,30),0.0128075 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,26),(23,29),(23,30),-0.0229575 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,27),(23,28),(23,29),-0.0634401 # DEPENDENCYPART_TRISIBL
(23,27),(23,28),(23,30),-0.0342706 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,27),(23,29),(23,30),0.0046873 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,28),(23,29),(23,30),0.0080088 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,23),(23,22),(23,21),-0.276189 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,22),(23,19),-0.207914 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,22),(23,6),-0.21382 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,22),(23,-1),-0.362789 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,23),(23,21),(23,19),-0.0159319 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,21),(23,6),-0.0214825 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,21),(23,-1),-0.00854043 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,23),(23,19),(23,6),-0.149009 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,19),(23,-1),-0.0633181 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,23),(23,6),(23,-1),-0.0593472 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,22),(23,21),(23,19),-0.115995 # DEPENDENCYPART_TRISIBL
(23,22),(23,21),(23,6),-0.116029 # DEPENDENCYPART_TRISIBL
(23,22),(23,21),(23,-1),-0.0178901 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,22),(23,19),(23,6),-0.108394 # DEPENDENCYPART_TRISIBL
(23,22),(23,19),(23,-1),-0.0248962 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,22),(23,6),(23,-1),-0.0158644 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,21),(23,19),(23,6),-0.125967 # DEPENDENCYPART_TRISIBL
(23,21),(23,19),(23,-1),-0.0706893 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,21),(23,6),(23,-1),-0.0707632 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,19),(23,6),(23,-1),-0.145093 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,24),(24,26),(24,28),-0.119808 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,26),(24,30),-0.119891 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(24,24),(24,28),(24,30),-0.110956 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(24,26),(24,28),(24,30),-0.0371905 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,24),(24,23),(24,20),-0.102443 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,23),(24,-1),-0.249181 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,24),(24,20),(24,-1),-0.169951 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,23),(24,20),(24,-1),-0.0340969 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,25),(25,26),(25,27),-0.119319 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,26),(25,28),-0.124837 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,26),(25,29),-0.145973 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,26),(25,30),-0.116867 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(25,25),(25,27),(25,28),-0.0986173 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,27),(25,29),-0.113231 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,27),(25,30),-0.0922145 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(25,25),(25,28),(25,29),-0.113233 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,28),(25,30),-0.10199 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(25,25),(25,29),(25,30),-0.202183 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(25,26),(25,27),(25,28),-0.0133391 # DEPENDENCYPART_TRISIBL
(25,26),(25,27),(25,29),-0.0939303 # DEPENDENCYPART_TRISIBL
(25,26),(25,27),(25,30),-0.0426584 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,26),(25,28),(25,29),-0.0939303 # DEPENDENCYPART_TRISIBL
(25,26),(25,28),(25,30),-0.0426315 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,26),(25,29),(25,30),-0.0564073 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,27),(25,28),(25,29),-0.0756398 # DEPENDENCYPART_TRISIBL
(25,27),(25,28),(25,30),-0.1095 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,27),(25,29),(25,30),-0.0129359 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,28),(25,29),(25,30),-0.0132937 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,25),(25,24),(25,23),-0.162078 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,24),(25,22),-0.238266 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,24),(25,21),-0.217422 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,24),(25,20),-0.0712258 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,24),(25,17),-0.112058 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,24),(25,-1),-0.193054 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,25),(25,23),(25,22),-0.105694 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,23),(25,21),-0.0951619 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,23),(25,20),-0.0971338 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,23),(25,17),-0.115881 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,23),(25,-1),-0.237648 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,25),(25,22),(25,21),-0.150438 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,22),(25,20),-0.140967 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,22),(25,17),-0.352001 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,22),(25,-1),-0.478197 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,25),(25,21),(25,20),-0.0740855 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,21),(25,17),-0.113443 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,21),(25,-1),-0.200445 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,25),(25,20),(25,17),-0.149494 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,20),(25,-1),-0.162283 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,25),(25,17),(25,-1),0.000404837 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,24),(25,23),(25,22),-0.0712414 # DEPENDENCYPART_TRISIBL
