# _root_ John Fitzsimmons , chief executive officer of Data Systems , said the company was profitable and expected sales of nearly $ 100 million this year .
#goldHeads=2,11,2,6,6,2,6,9,7,2,0,13,16,16,14,11,16,17,18,21,19,21,21,25,17,11,
#predictedHeads=2,11,2,6,6,2,6,9,7,2,0,13,16,16,14,11,16,17,18,21,19,21,21,25,21,11,
(11,11),(11,19),(11,25),-0.00248233 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,19),(11,26),-0.0619383 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,19),(11,27),-0.0204057 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,20),(11,25),-0.0207277 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,20),(11,26),0.0336962 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,20),(11,27),-0.0254131 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,25),(11,26),0.0407961 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,25),(11,27),-0.0275784 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,26),(11,27),-0.0873728 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,12),(11,13),(11,14),-0.0940366 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,15),-0.0736987 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,16),-0.0897725 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,17),-0.0938362 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,18),-0.0860909 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,19),-0.0767393 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,20),-0.0814474 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,25),-0.0872204 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,26),0.00671467 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,27),-0.104517 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,14),(11,15),-0.0730817 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,16),-0.0927924 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,17),-0.086812 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,18),-0.0823751 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,19),-0.0761541 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,20),-0.0745067 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,25),-0.0832134 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,26),0.00513042 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,27),-0.119263 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,15),(11,16),-0.0870672 # DEPENDENCYPART_TRISIBL
(11,12),(11,15),(11,17),-0.0882941 # DEPENDENCYPART_TRISIBL
(11,12),(11,15),(11,18),-0.0799207 # DEPENDENCYPART_TRISIBL
(11,12),(11,15),(11,19),-0.0772614 # DEPENDENCYPART_TRISIBL
(11,12),(11,15),(11,20),-0.0794429 # DEPENDENCYPART_TRISIBL
(11,12),(11,15),(11,25),-0.080759 # DEPENDENCYPART_TRISIBL
(11,12),(11,15),(11,26),-0.0510641 # DEPENDENCYPART_TRISIBL
(11,12),(11,15),(11,27),-0.0948679 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,16),(11,17),-0.0854924 # DEPENDENCYPART_TRISIBL
(11,12),(11,16),(11,18),-0.0818151 # DEPENDENCYPART_TRISIBL
(11,12),(11,16),(11,19),-0.0723438 # DEPENDENCYPART_TRISIBL
(11,12),(11,16),(11,20),-0.0743936 # DEPENDENCYPART_TRISIBL
(11,12),(11,16),(11,25),-0.0826534 # DEPENDENCYPART_TRISIBL
(11,12),(11,16),(11,26),-0.0425127 # DEPENDENCYPART_TRISIBL
(11,12),(11,16),(11,27),-0.106491 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,17),(11,18),-0.0824115 # DEPENDENCYPART_TRISIBL
(11,12),(11,17),(11,19),-0.0761541 # DEPENDENCYPART_TRISIBL
(11,12),(11,17),(11,20),-0.0745027 # DEPENDENCYPART_TRISIBL
(11,12),(11,17),(11,25),-0.0832498 # DEPENDENCYPART_TRISIBL
(11,12),(11,17),(11,26),0.00455713 # DEPENDENCYPART_TRISIBL
(11,12),(11,17),(11,27),-0.118774 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,18),(11,19),-0.0767392 # DEPENDENCYPART_TRISIBL
(11,12),(11,18),(11,20),-0.0814474 # DEPENDENCYPART_TRISIBL
(11,12),(11,18),(11,25),-0.0872063 # DEPENDENCYPART_TRISIBL
(11,12),(11,18),(11,26),0.00671629 # DEPENDENCYPART_TRISIBL
(11,12),(11,18),(11,27),-0.104514 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,19),(11,20),-0.0747158 # DEPENDENCYPART_TRISIBL
(11,12),(11,19),(11,25),-0.0839314 # DEPENDENCYPART_TRISIBL
(11,12),(11,19),(11,26),-0.0404045 # DEPENDENCYPART_TRISIBL
(11,12),(11,19),(11,27),-0.0792525 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,20),(11,25),-0.0545719 # DEPENDENCYPART_TRISIBL
(11,12),(11,20),(11,26),-0.0528996 # DEPENDENCYPART_TRISIBL
(11,12),(11,20),(11,27),-0.0853645 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,25),(11,26),0.00669449 # DEPENDENCYPART_TRISIBL
(11,12),(11,25),(11,27),-0.100024 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,26),(11,27),-0.122919 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,14),(11,15),-0.10245 # DEPENDENCYPART_TRISIBL
(11,13),(11,14),(11,16),-0.158961 # DEPENDENCYPART_TRISIBL
(11,13),(11,14),(11,17),-0.118922 # DEPENDENCYPART_TRISIBL
(11,13),(11,14),(11,18),-0.120416 # DEPENDENCYPART_TRISIBL
(11,13),(11,14),(11,19),-0.0623839 # DEPENDENCYPART_TRISIBL
(11,13),(11,14),(11,20),-0.0533376 # DEPENDENCYPART_TRISIBL
(11,13),(11,14),(11,25),-0.128372 # DEPENDENCYPART_TRISIBL
(11,13),(11,14),(11,26),-0.0660047 # DEPENDENCYPART_TRISIBL
(11,13),(11,14),(11,27),-0.0742987 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,15),(11,16),-0.142286 # DEPENDENCYPART_TRISIBL
(11,13),(11,15),(11,17),-0.0971368 # DEPENDENCYPART_TRISIBL
(11,13),(11,15),(11,18),-0.12949 # DEPENDENCYPART_TRISIBL
(11,13),(11,15),(11,19),-0.0473853 # DEPENDENCYPART_TRISIBL
(11,13),(11,15),(11,20),-0.0716869 # DEPENDENCYPART_TRISIBL
(11,13),(11,15),(11,25),-0.137342 # DEPENDENCYPART_TRISIBL
(11,13),(11,15),(11,26),-0.0738802 # DEPENDENCYPART_TRISIBL
(11,13),(11,15),(11,27),-0.0358019 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,16),(11,17),-0.110587 # DEPENDENCYPART_TRISIBL
(11,13),(11,16),(11,18),-0.141142 # DEPENDENCYPART_TRISIBL
(11,13),(11,16),(11,19),-0.00265055 # DEPENDENCYPART_TRISIBL
(11,13),(11,16),(11,20),-0.0718245 # DEPENDENCYPART_TRISIBL
(11,13),(11,16),(11,25),-0.149011 # DEPENDENCYPART_TRISIBL
(11,13),(11,16),(11,26),-0.0566669 # DEPENDENCYPART_TRISIBL
(11,13),(11,16),(11,27),-0.0902459 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,17),(11,18),-0.12476 # DEPENDENCYPART_TRISIBL
(11,13),(11,17),(11,19),-0.0589189 # DEPENDENCYPART_TRISIBL
(11,13),(11,17),(11,20),-0.0529974 # DEPENDENCYPART_TRISIBL
(11,13),(11,17),(11,25),-0.132716 # DEPENDENCYPART_TRISIBL
(11,13),(11,17),(11,26),-0.0672394 # DEPENDENCYPART_TRISIBL
(11,13),(11,17),(11,27),-0.0644771 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,18),(11,19),-0.0390756 # DEPENDENCYPART_TRISIBL
(11,13),(11,18),(11,20),-0.0923044 # DEPENDENCYPART_TRISIBL
(11,13),(11,18),(11,25),-0.144519 # DEPENDENCYPART_TRISIBL
(11,13),(11,18),(11,26),-0.0616985 # DEPENDENCYPART_TRISIBL
(11,13),(11,18),(11,27),-0.0118973 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,19),(11,20),-0.0421751 # DEPENDENCYPART_TRISIBL
(11,13),(11,19),(11,25),-0.140657 # DEPENDENCYPART_TRISIBL
(11,13),(11,19),(11,26),-0.0658072 # DEPENDENCYPART_TRISIBL
(11,13),(11,19),(11,27),-0.0144886 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,20),(11,25),-0.156046 # DEPENDENCYPART_TRISIBL
(11,13),(11,20),(11,26),-0.107529 # DEPENDENCYPART_TRISIBL
(11,13),(11,20),(11,27),-0.0589875 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,25),(11,26),-0.0639768 # DEPENDENCYPART_TRISIBL
(11,13),(11,25),(11,27),-0.00381354 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,26),(11,27),-8.34826e-05 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,15),(11,16),-0.159994 # DEPENDENCYPART_TRISIBL
(11,14),(11,15),(11,17),-0.104983 # DEPENDENCYPART_TRISIBL
(11,14),(11,15),(11,18),-0.0721358 # DEPENDENCYPART_TRISIBL
(11,14),(11,15),(11,19),-0.0269214 # DEPENDENCYPART_TRISIBL
(11,14),(11,15),(11,20),-0.0792217 # DEPENDENCYPART_TRISIBL
(11,14),(11,15),(11,25),-0.0757103 # DEPENDENCYPART_TRISIBL
(11,14),(11,15),(11,26),-0.0668629 # DEPENDENCYPART_TRISIBL
(11,14),(11,15),(11,27),-0.0727751 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,16),(11,17),-0.0922935 # DEPENDENCYPART_TRISIBL
(11,14),(11,16),(11,18),-0.0751698 # DEPENDENCYPART_TRISIBL
(11,14),(11,16),(11,19),-0.0273681 # DEPENDENCYPART_TRISIBL
(11,14),(11,16),(11,20),-0.0805196 # DEPENDENCYPART_TRISIBL
(11,14),(11,16),(11,25),-0.0787467 # DEPENDENCYPART_TRISIBL
(11,14),(11,16),(11,26),-0.129102 # DEPENDENCYPART_TRISIBL
(11,14),(11,16),(11,27),-0.123893 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,17),(11,18),-0.0780165 # DEPENDENCYPART_TRISIBL
(11,14),(11,17),(11,19),-0.032883 # DEPENDENCYPART_TRISIBL
(11,14),(11,17),(11,20),-0.081074 # DEPENDENCYPART_TRISIBL
(11,14),(11,17),(11,25),-0.0816237 # DEPENDENCYPART_TRISIBL
(11,14),(11,17),(11,26),-0.122983 # DEPENDENCYPART_TRISIBL
(11,14),(11,17),(11,27),-0.0513597 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,18),(11,19),-0.0205325 # DEPENDENCYPART_TRISIBL
(11,14),(11,18),(11,20),-0.0910264 # DEPENDENCYPART_TRISIBL
(11,14),(11,18),(11,25),-0.0899149 # DEPENDENCYPART_TRISIBL
(11,14),(11,18),(11,26),-0.029096 # DEPENDENCYPART_TRISIBL
(11,14),(11,18),(11,27),-0.0540668 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,19),(11,20),-0.0913238 # DEPENDENCYPART_TRISIBL
(11,14),(11,19),(11,25),-0.0714318 # DEPENDENCYPART_TRISIBL
(11,14),(11,19),(11,26),0.0206568 # DEPENDENCYPART_TRISIBL
(11,14),(11,19),(11,27),-0.0442162 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,20),(11,25),-0.0752609 # DEPENDENCYPART_TRISIBL
(11,14),(11,20),(11,26),-0.0418605 # DEPENDENCYPART_TRISIBL
(11,14),(11,20),(11,27),-0.109006 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,25),(11,26),-0.0324829 # DEPENDENCYPART_TRISIBL
(11,14),(11,25),(11,27),-0.0630175 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,26),(11,27),0.0303879 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,15),(11,16),(11,17),-0.0799752 # DEPENDENCYPART_TRISIBL
(11,15),(11,16),(11,18),-0.0918657 # DEPENDENCYPART_TRISIBL
(11,15),(11,16),(11,19),-0.0259664 # DEPENDENCYPART_TRISIBL
(11,15),(11,16),(11,20),-0.094421 # DEPENDENCYPART_TRISIBL
(11,15),(11,16),(11,25),-0.0940484 # DEPENDENCYPART_TRISIBL
(11,15),(11,16),(11,26),-0.0406555 # DEPENDENCYPART_TRISIBL
(11,15),(11,16),(11,27),-0.0820864 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,15),(11,17),(11,18),-0.0676534 # DEPENDENCYPART_TRISIBL
(11,15),(11,17),(11,19),-0.0273269 # DEPENDENCYPART_TRISIBL
(11,15),(11,17),(11,20),-0.0863729 # DEPENDENCYPART_TRISIBL
(11,15),(11,17),(11,25),-0.0698743 # DEPENDENCYPART_TRISIBL
(11,15),(11,17),(11,26),-0.112863 # DEPENDENCYPART_TRISIBL
(11,15),(11,17),(11,27),-0.0708934 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,15),(11,18),(11,19),-0.0496005 # DEPENDENCYPART_TRISIBL
(11,15),(11,18),(11,20),-0.0862569 # DEPENDENCYPART_TRISIBL
(11,15),(11,18),(11,25),-0.105415 # DEPENDENCYPART_TRISIBL
(11,15),(11,18),(11,26),-0.0833105 # DEPENDENCYPART_TRISIBL
(11,15),(11,18),(11,27),-0.036463 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,15),(11,19),(11,20),-0.0894969 # DEPENDENCYPART_TRISIBL
(11,15),(11,19),(11,25),-0.113071 # DEPENDENCYPART_TRISIBL
(11,15),(11,19),(11,26),0.0298202 # DEPENDENCYPART_TRISIBL
(11,15),(11,19),(11,27),0.0256151 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,15),(11,20),(11,25),-0.0938369 # DEPENDENCYPART_TRISIBL
(11,15),(11,20),(11,26),-0.0331888 # DEPENDENCYPART_TRISIBL
(11,15),(11,20),(11,27),-0.00463281 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,15),(11,25),(11,26),-0.0839542 # DEPENDENCYPART_TRISIBL
(11,15),(11,25),(11,27),-0.0174302 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,15),(11,26),(11,27),-0.0202002 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,16),(11,17),(11,18),-0.0905224 # DEPENDENCYPART_TRISIBL
(11,16),(11,17),(11,19),0.0123439 # DEPENDENCYPART_TRISIBL
(11,16),(11,17),(11,20),-0.0442305 # DEPENDENCYPART_TRISIBL
(11,16),(11,17),(11,25),-0.0872347 # DEPENDENCYPART_TRISIBL
(11,16),(11,17),(11,26),-0.0941615 # DEPENDENCYPART_TRISIBL
(11,16),(11,17),(11,27),-0.0636025 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,16),(11,18),(11,19),-0.00943925 # DEPENDENCYPART_TRISIBL
(11,16),(11,18),(11,20),-0.0466613 # DEPENDENCYPART_TRISIBL
(11,16),(11,18),(11,25),-0.0900135 # DEPENDENCYPART_TRISIBL
(11,16),(11,18),(11,26),-0.096822 # DEPENDENCYPART_TRISIBL
(11,16),(11,18),(11,27),-0.0555664 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,16),(11,19),(11,20),-0.0107179 # DEPENDENCYPART_TRISIBL
(11,16),(11,19),(11,25),-0.0562268 # DEPENDENCYPART_TRISIBL
(11,16),(11,19),(11,26),-0.0690157 # DEPENDENCYPART_TRISIBL
(11,16),(11,19),(11,27),-0.0325699 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,16),(11,20),(11,25),-0.0853598 # DEPENDENCYPART_TRISIBL
(11,16),(11,20),(11,26),-0.0674424 # DEPENDENCYPART_TRISIBL
(11,16),(11,20),(11,27),-0.0515105 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,16),(11,25),(11,26),-0.096902 # DEPENDENCYPART_TRISIBL
(11,16),(11,25),(11,27),-0.0480559 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,16),(11,26),(11,27),-0.0216588 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,17),(11,18),(11,19),-0.0170568 # DEPENDENCYPART_TRISIBL
(11,17),(11,18),(11,20),-0.0933723 # DEPENDENCYPART_TRISIBL
(11,17),(11,18),(11,25),-0.0913592 # DEPENDENCYPART_TRISIBL
(11,17),(11,18),(11,26),-0.0287798 # DEPENDENCYPART_TRISIBL
(11,17),(11,18),(11,27),-0.0376568 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,17),(11,19),(11,20),-0.0945584 # DEPENDENCYPART_TRISIBL
(11,17),(11,19),(11,25),-0.072653 # DEPENDENCYPART_TRISIBL
(11,17),(11,19),(11,26),0.0241711 # DEPENDENCYPART_TRISIBL
(11,17),(11,19),(11,27),-0.0222463 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,17),(11,20),(11,25),-0.0766689 # DEPENDENCYPART_TRISIBL
(11,17),(11,20),(11,26),-0.0396444 # DEPENDENCYPART_TRISIBL
(11,17),(11,20),(11,27),-0.0911987 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,17),(11,25),(11,26),-0.0321667 # DEPENDENCYPART_TRISIBL
(11,17),(11,25),(11,27),-0.0466075 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,17),(11,26),(11,27),0.0703574 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,18),(11,19),(11,20),-0.043872 # DEPENDENCYPART_TRISIBL
(11,18),(11,19),(11,25),-0.140059 # DEPENDENCYPART_TRISIBL
(11,18),(11,19),(11,26),-0.0682571 # DEPENDENCYPART_TRISIBL
(11,18),(11,19),(11,27),-0.0546223 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,18),(11,20),(11,25),-0.154843 # DEPENDENCYPART_TRISIBL
(11,18),(11,20),(11,26),-0.111227 # DEPENDENCYPART_TRISIBL
(11,18),(11,20),(11,27),-0.0578387 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,18),(11,25),(11,26),-0.0694587 # DEPENDENCYPART_TRISIBL
(11,18),(11,25),(11,27),-0.0239957 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,18),(11,26),(11,27),0.00155616 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,19),(11,20),(11,25),-0.0731316 # DEPENDENCYPART_TRISIBL
(11,19),(11,20),(11,26),-0.0237776 # DEPENDENCYPART_TRISIBL
(11,19),(11,20),(11,27),-0.120722 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,19),(11,25),(11,26),-0.0911722 # DEPENDENCYPART_TRISIBL
(11,19),(11,25),(11,27),-0.0387702 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,19),(11,26),(11,27),-0.0657744 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,20),(11,25),(11,26),-0.0809768 # DEPENDENCYPART_TRISIBL
(11,20),(11,25),(11,27),-0.0458947 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,20),(11,26),(11,27),-0.074418 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,25),(11,26),(11,27),0.0102943 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,10),(11,9),-0.252858 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,8),-0.248221 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,7),-0.273949 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,6),-0.254036 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,5),-0.242601 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,4),-0.166546 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,3),-0.147327 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,2),-0.248201 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,1),-0.252237 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,-1),-0.287831 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,9),(11,8),-0.0651696 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,7),-0.123769 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,6),-0.0765783 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,5),-0.0572342 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,4),-0.139819 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,3),0.151604 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,2),-0.0680232 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,1),-0.0791732 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,-1),0.0414179 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,8),(11,7),-0.116684 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,8),(11,6),-0.0812377 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,8),(11,5),-0.0618937 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,8),(11,4),-0.137319 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,8),(11,3),0.149508 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,8),(11,2),-0.0726826 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,8),(11,1),-0.0838327 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,8),(11,-1),0.047515 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,7),(11,6),-0.0582437 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,7),(11,5),-0.0467015 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,7),(11,4),-0.119549 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,7),(11,3),-0.0850027 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,7),(11,2),-0.0532386 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,7),(11,1),-0.0571114 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,7),(11,-1),-0.0881387 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,6),(11,5),-0.0620094 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,6),(11,4),-0.141038 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,6),(11,3),0.150474 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,6),(11,2),-0.0727983 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,6),(11,1),-0.0839484 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,6),(11,-1),0.0466951 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,5),(11,4),-0.137936 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,5),(11,3),0.15654 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,5),(11,2),-0.0754012 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,5),(11,1),-0.0865512 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,5),(11,-1),0.0311432 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,4),(11,3),0.0221716 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,4),(11,2),-0.127603 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,4),(11,1),-0.13147 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,4),(11,-1),-0.0332908 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,3),(11,2),-0.248201 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,3),(11,1),-0.252237 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,3),(11,-1),-0.287831 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,2),(11,1),-0.0857282 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,2),(11,-1),0.0456492 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,1),(11,-1),0.0543226 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,9),(11,8),-0.145795 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,7),0.080536 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,6),-0.14453 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,5),-0.144603 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,4),-0.00690279 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,3),0.0502694 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,2),-0.144491 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,1),-0.144967 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,-1),-0.00291412 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,8),(11,7),0.0804397 # DEPENDENCYPART_TRISIBL
(11,10),(11,8),(11,6),-0.144287 # DEPENDENCYPART_TRISIBL
(11,10),(11,8),(11,5),-0.144359 # DEPENDENCYPART_TRISIBL
(11,10),(11,8),(11,4),-0.00688829 # DEPENDENCYPART_TRISIBL
(11,10),(11,8),(11,3),0.0481735 # DEPENDENCYPART_TRISIBL
(11,10),(11,8),(11,2),-0.144247 # DEPENDENCYPART_TRISIBL
(11,10),(11,8),(11,1),-0.144724 # DEPENDENCYPART_TRISIBL
(11,10),(11,8),(11,-1),-0.00564612 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,7),(11,6),-0.0962133 # DEPENDENCYPART_TRISIBL
(11,10),(11,7),(11,5),-0.0962793 # DEPENDENCYPART_TRISIBL
(11,10),(11,7),(11,4),-0.0472469 # DEPENDENCYPART_TRISIBL
(11,10),(11,7),(11,3),0.485592 # DEPENDENCYPART_TRISIBL
(11,10),(11,7),(11,2),-0.0961845 # DEPENDENCYPART_TRISIBL
(11,10),(11,7),(11,1),-0.0965009 # DEPENDENCYPART_TRISIBL
(11,10),(11,7),(11,-1),-0.0335589 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,6),(11,5),-0.144669 # DEPENDENCYPART_TRISIBL
(11,10),(11,6),(11,4),-0.00688928 # DEPENDENCYPART_TRISIBL
(11,10),(11,6),(11,3),0.0476642 # DEPENDENCYPART_TRISIBL
