# _root_ Spiegel also opposes the beeper bill , saying the noise it requires would interfere with customer orders , causing irritation and even errors .
#goldHeads=3,3,0,6,6,3,3,3,10,13,12,10,8,13,14,17,15,14,14,21,19,21,21,3,
#predictedHeads=3,3,0,6,6,3,3,3,10,8,12,10,12,13,14,17,21,21,20,21,15,23,21,3,
(13,9),(4,8),-0.090722 # DEPENDENCYPART_HEADBIGRAM
(13,9),(6,8),-0.101503 # DEPENDENCYPART_HEADBIGRAM
(13,9),(7,8),-0.101151 # DEPENDENCYPART_HEADBIGRAM
(13,9),(10,8),-0.108991 # DEPENDENCYPART_HEADBIGRAM
(13,9),(12,8),-0.103139 # DEPENDENCYPART_HEADBIGRAM
(13,9),(13,8),0.0779418 # DEPENDENCYPART_HEADBIGRAM
(13,9),(21,8),0.0813501 # DEPENDENCYPART_HEADBIGRAM
(13,10),(8,9),-0.0857182 # DEPENDENCYPART_HEADBIGRAM
(13,10),(10,9),0.0170471 # DEPENDENCYPART_HEADBIGRAM
(13,10),(12,9),-0.107503 # DEPENDENCYPART_HEADBIGRAM
(13,10),(13,9),0.0376615 # DEPENDENCYPART_HEADBIGRAM
(13,10),(17,9),0.120276 # DEPENDENCYPART_HEADBIGRAM
(13,10),(21,9),0.116115 # DEPENDENCYPART_HEADBIGRAM
(13,11),(1,10),-0.111096 # DEPENDENCYPART_HEADBIGRAM
(13,11),(3,10),-0.0946674 # DEPENDENCYPART_HEADBIGRAM
(13,11),(5,10),-0.120595 # DEPENDENCYPART_HEADBIGRAM
(13,11),(6,10),-0.123172 # DEPENDENCYPART_HEADBIGRAM
(13,11),(8,10),-0.0665784 # DEPENDENCYPART_HEADBIGRAM
(13,11),(12,10),-0.105297 # DEPENDENCYPART_HEADBIGRAM
(13,11),(13,10),0.0629443 # DEPENDENCYPART_HEADBIGRAM
(13,11),(14,10),0.110106 # DEPENDENCYPART_HEADBIGRAM
(13,11),(17,10),0.109203 # DEPENDENCYPART_HEADBIGRAM
(13,11),(21,10),0.112883 # DEPENDENCYPART_HEADBIGRAM
(13,12),(8,11),-0.105358 # DEPENDENCYPART_HEADBIGRAM
(13,12),(10,11),-0.107565 # DEPENDENCYPART_HEADBIGRAM
(13,12),(12,11),-0.107116 # DEPENDENCYPART_HEADBIGRAM
(13,12),(13,11),0.0244876 # DEPENDENCYPART_HEADBIGRAM
(13,12),(14,11),0.0785482 # DEPENDENCYPART_HEADBIGRAM
(13,12),(21,11),0.0828329 # DEPENDENCYPART_HEADBIGRAM
(13,14),(0,13),0.0663366 # DEPENDENCYPART_HEADBIGRAM
(13,14),(1,13),0.0207351 # DEPENDENCYPART_HEADBIGRAM
(13,14),(3,13),0.0445312 # DEPENDENCYPART_HEADBIGRAM
(13,14),(6,13),0.0029019 # DEPENDENCYPART_HEADBIGRAM
(13,14),(8,13),0.0894473 # DEPENDENCYPART_HEADBIGRAM
(13,14),(10,13),0.0390042 # DEPENDENCYPART_HEADBIGRAM
(13,14),(12,13),0.0557117 # DEPENDENCYPART_HEADBIGRAM
(13,14),(14,13),0.0413982 # DEPENDENCYPART_HEADBIGRAM
(13,14),(21,13),0.234165 # DEPENDENCYPART_HEADBIGRAM
(13,15),(0,14),0.00840835 # DEPENDENCYPART_HEADBIGRAM
(13,15),(3,14),-0.0476526 # DEPENDENCYPART_HEADBIGRAM
(13,15),(6,14),-0.090515 # DEPENDENCYPART_HEADBIGRAM
(13,15),(8,14),-0.0565347 # DEPENDENCYPART_HEADBIGRAM
(13,15),(10,14),-0.0889774 # DEPENDENCYPART_HEADBIGRAM
(13,15),(11,14),-0.0668674 # DEPENDENCYPART_HEADBIGRAM
(13,15),(12,14),-0.0468856 # DEPENDENCYPART_HEADBIGRAM
(13,15),(13,14),0.0336687 # DEPENDENCYPART_HEADBIGRAM
(13,15),(17,14),0.0531403 # DEPENDENCYPART_HEADBIGRAM
(13,15),(21,14),0.0709468 # DEPENDENCYPART_HEADBIGRAM
(13,16),(3,15),-0.0685296 # DEPENDENCYPART_HEADBIGRAM
(13,16),(6,15),-0.0754627 # DEPENDENCYPART_HEADBIGRAM
(13,16),(8,15),-0.0740155 # DEPENDENCYPART_HEADBIGRAM
(13,16),(10,15),-0.0771077 # DEPENDENCYPART_HEADBIGRAM
(13,16),(12,15),-0.0756737 # DEPENDENCYPART_HEADBIGRAM
(13,16),(13,15),0.0853575 # DEPENDENCYPART_HEADBIGRAM
(13,16),(14,15),0.065884 # DEPENDENCYPART_HEADBIGRAM
(13,16),(17,15),0.0674325 # DEPENDENCYPART_HEADBIGRAM
(13,16),(19,15),0.0634429 # DEPENDENCYPART_HEADBIGRAM
(13,16),(21,15),0.0816241 # DEPENDENCYPART_HEADBIGRAM
(13,18),(6,17),-0.0714937 # DEPENDENCYPART_HEADBIGRAM
(13,18),(8,17),-0.0860262 # DEPENDENCYPART_HEADBIGRAM
(13,18),(10,17),-0.0776832 # DEPENDENCYPART_HEADBIGRAM
(13,18),(12,17),-0.0766961 # DEPENDENCYPART_HEADBIGRAM
(13,18),(14,17),0.0735638 # DEPENDENCYPART_HEADBIGRAM
(13,18),(15,17),0.16115 # DEPENDENCYPART_HEADBIGRAM
(13,18),(16,17),0.0987466 # DEPENDENCYPART_HEADBIGRAM
(13,18),(19,17),0.0357074 # DEPENDENCYPART_HEADBIGRAM
(13,18),(20,17),0.0631873 # DEPENDENCYPART_HEADBIGRAM
(13,18),(21,17),0.112385 # DEPENDENCYPART_HEADBIGRAM
(13,21),(8,20),-0.0516271 # DEPENDENCYPART_HEADBIGRAM
(13,21),(10,20),-0.0622111 # DEPENDENCYPART_HEADBIGRAM
(13,21),(14,20),0.110512 # DEPENDENCYPART_HEADBIGRAM
(13,21),(15,20),0.131693 # DEPENDENCYPART_HEADBIGRAM
(13,21),(17,20),0.113759 # DEPENDENCYPART_HEADBIGRAM
(13,21),(19,20),0.212379 # DEPENDENCYPART_HEADBIGRAM
(13,21),(21,20),0.12271 # DEPENDENCYPART_HEADBIGRAM
(13,21),(22,20),0.0803905 # DEPENDENCYPART_HEADBIGRAM
(13,21),(23,20),0.0626128 # DEPENDENCYPART_HEADBIGRAM
(13,24),(6,23),-0.0769963 # DEPENDENCYPART_HEADBIGRAM
(13,24),(10,23),-0.0808554 # DEPENDENCYPART_HEADBIGRAM
(13,24),(14,23),0.178208 # DEPENDENCYPART_HEADBIGRAM
(13,24),(15,23),0.268517 # DEPENDENCYPART_HEADBIGRAM
(13,24),(16,23),0.0874651 # DEPENDENCYPART_HEADBIGRAM
(13,24),(17,23),0.0839838 # DEPENDENCYPART_HEADBIGRAM
(13,24),(19,23),0.164301 # DEPENDENCYPART_HEADBIGRAM
(13,24),(20,23),0.0666792 # DEPENDENCYPART_HEADBIGRAM
(13,24),(21,23),0.130232 # DEPENDENCYPART_HEADBIGRAM
(13,24),(22,23),0.171288 # DEPENDENCYPART_HEADBIGRAM
(14,7),(1,6),-0.204884 # DEPENDENCYPART_HEADBIGRAM
(14,7),(2,6),-0.158535 # DEPENDENCYPART_HEADBIGRAM
(14,7),(3,6),-0.045717 # DEPENDENCYPART_HEADBIGRAM
(14,7),(8,6),-0.085734 # DEPENDENCYPART_HEADBIGRAM
(14,7),(12,6),-0.0792988 # DEPENDENCYPART_HEADBIGRAM
(14,7),(13,6),-0.118412 # DEPENDENCYPART_HEADBIGRAM
(14,7),(21,6),0.00334627 # DEPENDENCYPART_HEADBIGRAM
(14,10),(8,9),-0.0948656 # DEPENDENCYPART_HEADBIGRAM
(14,10),(10,9),0.0220475 # DEPENDENCYPART_HEADBIGRAM
(14,10),(12,9),-0.114091 # DEPENDENCYPART_HEADBIGRAM
(14,10),(13,9),-0.117792 # DEPENDENCYPART_HEADBIGRAM
(14,10),(17,9),0.0243317 # DEPENDENCYPART_HEADBIGRAM
(14,10),(21,9),0.0859287 # DEPENDENCYPART_HEADBIGRAM
(14,11),(1,10),-0.121842 # DEPENDENCYPART_HEADBIGRAM
(14,11),(3,10),-0.0759505 # DEPENDENCYPART_HEADBIGRAM
(14,11),(5,10),-0.0899946 # DEPENDENCYPART_HEADBIGRAM
(14,11),(6,10),-0.122007 # DEPENDENCYPART_HEADBIGRAM
(14,11),(8,10),-0.0815819 # DEPENDENCYPART_HEADBIGRAM
(14,11),(12,10),-0.0872952 # DEPENDENCYPART_HEADBIGRAM
(14,11),(13,10),-0.110985 # DEPENDENCYPART_HEADBIGRAM
(14,11),(14,10),0.077163 # DEPENDENCYPART_HEADBIGRAM
(14,11),(17,10),0.0738466 # DEPENDENCYPART_HEADBIGRAM
(14,11),(21,10),0.135002 # DEPENDENCYPART_HEADBIGRAM
(14,12),(8,11),-0.129786 # DEPENDENCYPART_HEADBIGRAM
(14,12),(10,11),-0.107236 # DEPENDENCYPART_HEADBIGRAM
(14,12),(12,11),0.00427364 # DEPENDENCYPART_HEADBIGRAM
(14,12),(13,11),-0.108264 # DEPENDENCYPART_HEADBIGRAM
(14,12),(14,11),0.0203272 # DEPENDENCYPART_HEADBIGRAM
(14,12),(21,11),0.0697904 # DEPENDENCYPART_HEADBIGRAM
(14,13),(0,12),-0.0998532 # DEPENDENCYPART_HEADBIGRAM
(14,13),(1,12),-0.0989397 # DEPENDENCYPART_HEADBIGRAM
(14,13),(3,12),-0.0934102 # DEPENDENCYPART_HEADBIGRAM
(14,13),(6,12),-0.0989379 # DEPENDENCYPART_HEADBIGRAM
(14,13),(8,12),-0.0934102 # DEPENDENCYPART_HEADBIGRAM
(14,13),(9,12),-0.0996745 # DEPENDENCYPART_HEADBIGRAM
(14,13),(10,12),-0.0989408 # DEPENDENCYPART_HEADBIGRAM
(14,13),(13,12),-0.100052 # DEPENDENCYPART_HEADBIGRAM
(14,13),(14,12),0.0850616 # DEPENDENCYPART_HEADBIGRAM
(14,13),(21,12),0.0876626 # DEPENDENCYPART_HEADBIGRAM
(14,15),(0,14),-0.094408 # DEPENDENCYPART_HEADBIGRAM
(14,15),(3,14),-0.052333 # DEPENDENCYPART_HEADBIGRAM
(14,15),(6,14),0.0280956 # DEPENDENCYPART_HEADBIGRAM
(14,15),(8,14),-0.0494035 # DEPENDENCYPART_HEADBIGRAM
(14,15),(10,14),0.0442093 # DEPENDENCYPART_HEADBIGRAM
(14,15),(11,14),-0.0531632 # DEPENDENCYPART_HEADBIGRAM
(14,15),(12,14),-0.0044607 # DEPENDENCYPART_HEADBIGRAM
(14,15),(13,14),0.00583874 # DEPENDENCYPART_HEADBIGRAM
(14,15),(17,14),0.128522 # DEPENDENCYPART_HEADBIGRAM
(14,15),(21,14),0.112262 # DEPENDENCYPART_HEADBIGRAM
(14,16),(3,15),-0.0342829 # DEPENDENCYPART_HEADBIGRAM
(14,16),(6,15),-0.101502 # DEPENDENCYPART_HEADBIGRAM
(14,16),(8,15),-0.0397468 # DEPENDENCYPART_HEADBIGRAM
(14,16),(10,15),-0.0992809 # DEPENDENCYPART_HEADBIGRAM
(14,16),(12,15),-0.0374759 # DEPENDENCYPART_HEADBIGRAM
(14,16),(13,15),-0.0613243 # DEPENDENCYPART_HEADBIGRAM
(14,16),(14,15),0.0103381 # DEPENDENCYPART_HEADBIGRAM
(14,16),(17,15),0.0415739 # DEPENDENCYPART_HEADBIGRAM
(14,16),(19,15),0.0991366 # DEPENDENCYPART_HEADBIGRAM
(14,16),(21,15),0.104194 # DEPENDENCYPART_HEADBIGRAM
(14,17),(13,16),-0.0566842 # DEPENDENCYPART_HEADBIGRAM
(14,17),(14,16),0.155238 # DEPENDENCYPART_HEADBIGRAM
(14,17),(15,16),0.172534 # DEPENDENCYPART_HEADBIGRAM
(14,17),(17,16),0.284727 # DEPENDENCYPART_HEADBIGRAM
(14,17),(20,16),0.0755168 # DEPENDENCYPART_HEADBIGRAM
(14,17),(21,16),0.0119823 # DEPENDENCYPART_HEADBIGRAM
(14,18),(6,17),-0.124986 # DEPENDENCYPART_HEADBIGRAM
(14,18),(8,17),-0.0298342 # DEPENDENCYPART_HEADBIGRAM
(14,18),(10,17),-0.127035 # DEPENDENCYPART_HEADBIGRAM
(14,18),(12,17),-0.017681 # DEPENDENCYPART_HEADBIGRAM
(14,18),(14,17),0.0915904 # DEPENDENCYPART_HEADBIGRAM
(14,18),(15,17),0.185718 # DEPENDENCYPART_HEADBIGRAM
(14,18),(16,17),0.0451786 # DEPENDENCYPART_HEADBIGRAM
(14,18),(19,17),0.0752701 # DEPENDENCYPART_HEADBIGRAM
(14,18),(20,17),0.00841815 # DEPENDENCYPART_HEADBIGRAM
(14,18),(21,17),0.0172443 # DEPENDENCYPART_HEADBIGRAM
(14,19),(1,18),-0.0809861 # DEPENDENCYPART_HEADBIGRAM
(14,19),(3,18),-0.0904841 # DEPENDENCYPART_HEADBIGRAM
(14,19),(6,18),-0.0796518 # DEPENDENCYPART_HEADBIGRAM
(14,19),(8,18),-0.0840447 # DEPENDENCYPART_HEADBIGRAM
(14,19),(12,18),-0.0840438 # DEPENDENCYPART_HEADBIGRAM
(14,19),(13,18),-0.0593356 # DEPENDENCYPART_HEADBIGRAM
(14,19),(14,18),0.364998 # DEPENDENCYPART_HEADBIGRAM
(14,19),(17,18),0.120336 # DEPENDENCYPART_HEADBIGRAM
(14,19),(19,18),0.00570606 # DEPENDENCYPART_HEADBIGRAM
(14,19),(21,18),0.061191 # DEPENDENCYPART_HEADBIGRAM
(14,20),(0,19),-0.0474664 # DEPENDENCYPART_HEADBIGRAM
(14,20),(3,19),-0.0782203 # DEPENDENCYPART_HEADBIGRAM
(14,20),(8,19),-0.0794265 # DEPENDENCYPART_HEADBIGRAM
(14,20),(14,19),0.0514246 # DEPENDENCYPART_HEADBIGRAM
(14,20),(15,19),0.0765977 # DEPENDENCYPART_HEADBIGRAM
(14,20),(17,19),0.0662399 # DEPENDENCYPART_HEADBIGRAM
(14,20),(18,19),0.0892501 # DEPENDENCYPART_HEADBIGRAM
(14,20),(20,19),0.11538 # DEPENDENCYPART_HEADBIGRAM
(14,20),(21,19),0.0594154 # DEPENDENCYPART_HEADBIGRAM
(14,20),(23,19),0.0645031 # DEPENDENCYPART_HEADBIGRAM
(14,21),(8,20),-0.0353611 # DEPENDENCYPART_HEADBIGRAM
(14,21),(10,20),-0.0711169 # DEPENDENCYPART_HEADBIGRAM
(14,21),(14,20),0.0313861 # DEPENDENCYPART_HEADBIGRAM
(14,21),(15,20),0.163558 # DEPENDENCYPART_HEADBIGRAM
(14,21),(17,20),0.0938907 # DEPENDENCYPART_HEADBIGRAM
(14,21),(19,20),0.222433 # DEPENDENCYPART_HEADBIGRAM
(14,21),(21,20),0.161018 # DEPENDENCYPART_HEADBIGRAM
(14,21),(22,20),0.0812976 # DEPENDENCYPART_HEADBIGRAM
(14,21),(23,20),0.0399725 # DEPENDENCYPART_HEADBIGRAM
(14,23),(6,22),-0.0847621 # DEPENDENCYPART_HEADBIGRAM
(14,23),(17,22),0.0603703 # DEPENDENCYPART_HEADBIGRAM
(14,23),(19,22),0.046998 # DEPENDENCYPART_HEADBIGRAM
(14,23),(20,22),0.0528661 # DEPENDENCYPART_HEADBIGRAM
(14,23),(21,22),0.136273 # DEPENDENCYPART_HEADBIGRAM
(14,23),(23,22),0.161433 # DEPENDENCYPART_HEADBIGRAM
(14,23),(24,22),0.0806218 # DEPENDENCYPART_HEADBIGRAM
(14,24),(6,23),-0.0813405 # DEPENDENCYPART_HEADBIGRAM
(14,24),(10,23),-0.0923385 # DEPENDENCYPART_HEADBIGRAM
(14,24),(14,23),0.108905 # DEPENDENCYPART_HEADBIGRAM
(14,24),(15,23),0.0989186 # DEPENDENCYPART_HEADBIGRAM
(14,24),(16,23),0.0415953 # DEPENDENCYPART_HEADBIGRAM
(14,24),(17,23),0.0676639 # DEPENDENCYPART_HEADBIGRAM
(14,24),(19,23),0.107556 # DEPENDENCYPART_HEADBIGRAM
(14,24),(20,23),0.0682772 # DEPENDENCYPART_HEADBIGRAM
(14,24),(21,23),0.277542 # DEPENDENCYPART_HEADBIGRAM
(14,24),(22,23),0.0717263 # DEPENDENCYPART_HEADBIGRAM
(15,16),(3,15),-0.00866098 # DEPENDENCYPART_HEADBIGRAM
(15,16),(6,15),-0.0429823 # DEPENDENCYPART_HEADBIGRAM
(15,16),(8,15),-0.0443634 # DEPENDENCYPART_HEADBIGRAM
(15,16),(10,15),0.0202449 # DEPENDENCYPART_HEADBIGRAM
(15,16),(12,15),0.0148442 # DEPENDENCYPART_HEADBIGRAM
(15,16),(13,15),0.051437 # DEPENDENCYPART_HEADBIGRAM
(15,16),(14,15),0.0508611 # DEPENDENCYPART_HEADBIGRAM
(15,16),(17,15),0.0801247 # DEPENDENCYPART_HEADBIGRAM
(15,16),(19,15),-0.00793681 # DEPENDENCYPART_HEADBIGRAM
(15,16),(21,15),0.145879 # DEPENDENCYPART_HEADBIGRAM
(15,17),(13,16),-0.0630289 # DEPENDENCYPART_HEADBIGRAM
(15,17),(14,16),-0.0751336 # DEPENDENCYPART_HEADBIGRAM
(15,17),(15,16),-0.0120965 # DEPENDENCYPART_HEADBIGRAM
(15,17),(17,16),0.316009 # DEPENDENCYPART_HEADBIGRAM
(15,17),(20,16),0.0738531 # DEPENDENCYPART_HEADBIGRAM
(15,17),(21,16),0.0983176 # DEPENDENCYPART_HEADBIGRAM
(15,19),(1,18),-0.0688665 # DEPENDENCYPART_HEADBIGRAM
(15,19),(3,18),-0.075867 # DEPENDENCYPART_HEADBIGRAM
(15,19),(6,18),-0.0688665 # DEPENDENCYPART_HEADBIGRAM
(15,19),(8,18),-0.0694267 # DEPENDENCYPART_HEADBIGRAM
(15,19),(12,18),-0.0694267 # DEPENDENCYPART_HEADBIGRAM
(15,19),(13,18),-0.0599984 # DEPENDENCYPART_HEADBIGRAM
(15,19),(14,18),-0.0716816 # DEPENDENCYPART_HEADBIGRAM
(15,19),(17,18),0.0705937 # DEPENDENCYPART_HEADBIGRAM
(15,19),(19,18),-0.0128974 # DEPENDENCYPART_HEADBIGRAM
(15,19),(21,18),0.0731665 # DEPENDENCYPART_HEADBIGRAM
(15,20),(0,19),-0.0824036 # DEPENDENCYPART_HEADBIGRAM
(15,20),(3,19),-0.0792896 # DEPENDENCYPART_HEADBIGRAM
(15,20),(8,19),-0.0792896 # DEPENDENCYPART_HEADBIGRAM
(15,20),(14,19),-0.0788497 # DEPENDENCYPART_HEADBIGRAM
(15,20),(15,19),0.0794558 # DEPENDENCYPART_HEADBIGRAM
(15,20),(17,19),0.0928502 # DEPENDENCYPART_HEADBIGRAM
(15,20),(18,19),0.0884927 # DEPENDENCYPART_HEADBIGRAM
(15,20),(20,19),0.265714 # DEPENDENCYPART_HEADBIGRAM
(15,20),(21,19),0.0768227 # DEPENDENCYPART_HEADBIGRAM
(15,20),(23,19),0.0820201 # DEPENDENCYPART_HEADBIGRAM
(15,21),(8,20),-0.0513773 # DEPENDENCYPART_HEADBIGRAM
(15,21),(10,20),-0.0665939 # DEPENDENCYPART_HEADBIGRAM
(15,21),(14,20),-0.0514573 # DEPENDENCYPART_HEADBIGRAM
(15,21),(15,20),0.0308104 # DEPENDENCYPART_HEADBIGRAM
(15,21),(17,20),0.108695 # DEPENDENCYPART_HEADBIGRAM
(15,21),(19,20),0.191999 # DEPENDENCYPART_HEADBIGRAM
(15,21),(21,20),0.215228 # DEPENDENCYPART_HEADBIGRAM
(15,21),(22,20),0.0804696 # DEPENDENCYPART_HEADBIGRAM
(15,21),(23,20),0.0582274 # DEPENDENCYPART_HEADBIGRAM
(15,23),(6,22),-0.0731855 # DEPENDENCYPART_HEADBIGRAM
(15,23),(17,22),0.0622654 # DEPENDENCYPART_HEADBIGRAM
(15,23),(19,22),0.0559508 # DEPENDENCYPART_HEADBIGRAM
(15,23),(20,22),0.0547597 # DEPENDENCYPART_HEADBIGRAM
(15,23),(21,22),0.175669 # DEPENDENCYPART_HEADBIGRAM
(15,23),(23,22),0.128214 # DEPENDENCYPART_HEADBIGRAM
(15,23),(24,22),0.0744367 # DEPENDENCYPART_HEADBIGRAM
(16,17),(13,16),-0.028015 # DEPENDENCYPART_HEADBIGRAM
(16,17),(14,16),-0.123558 # DEPENDENCYPART_HEADBIGRAM
(16,17),(15,16),-0.0855088 # DEPENDENCYPART_HEADBIGRAM
(16,17),(17,16),-0.0786902 # DEPENDENCYPART_HEADBIGRAM
(16,17),(20,16),0.160053 # DEPENDENCYPART_HEADBIGRAM
(16,17),(21,16),0.0395192 # DEPENDENCYPART_HEADBIGRAM
(16,23),(6,22),-0.0749868 # DEPENDENCYPART_HEADBIGRAM
(16,23),(17,22),0.064928 # DEPENDENCYPART_HEADBIGRAM
(16,23),(19,22),0.0389976 # DEPENDENCYPART_HEADBIGRAM
(16,23),(20,22),0.0574244 # DEPENDENCYPART_HEADBIGRAM
(16,23),(21,22),0.0467138 # DEPENDENCYPART_HEADBIGRAM
(16,23),(23,22),0.110736 # DEPENDENCYPART_HEADBIGRAM
(16,23),(24,22),0.0806151 # DEPENDENCYPART_HEADBIGRAM
(17,9),(0,8),-0.0138647 # DEPENDENCYPART_HEADBIGRAM
(17,9),(3,8),-0.0877499 # DEPENDENCYPART_HEADBIGRAM
(17,9),(4,8),-0.0928464 # DEPENDENCYPART_HEADBIGRAM
(17,9),(6,8),-0.152131 # DEPENDENCYPART_HEADBIGRAM
(17,9),(7,8),-0.102237 # DEPENDENCYPART_HEADBIGRAM
(17,9),(10,8),-0.142693 # DEPENDENCYPART_HEADBIGRAM
(17,9),(12,8),-0.115623 # DEPENDENCYPART_HEADBIGRAM
(17,9),(13,8),-0.0843709 # DEPENDENCYPART_HEADBIGRAM
(17,9),(21,8),0.161784 # DEPENDENCYPART_HEADBIGRAM
(17,10),(8,9),-0.10449 # DEPENDENCYPART_HEADBIGRAM
(17,10),(10,9),0.0194293 # DEPENDENCYPART_HEADBIGRAM
(17,10),(12,9),-0.114765 # DEPENDENCYPART_HEADBIGRAM
(17,10),(13,9),-0.103698 # DEPENDENCYPART_HEADBIGRAM
(17,10),(17,9),0.037734 # DEPENDENCYPART_HEADBIGRAM
(17,10),(21,9),0.121712 # DEPENDENCYPART_HEADBIGRAM
(17,14),(0,13),-0.0960482 # DEPENDENCYPART_HEADBIGRAM
(17,14),(1,13),-0.105915 # DEPENDENCYPART_HEADBIGRAM
(17,14),(3,13),-0.106312 # DEPENDENCYPART_HEADBIGRAM
(17,14),(6,13),-0.0976187 # DEPENDENCYPART_HEADBIGRAM
(17,14),(8,13),-0.120864 # DEPENDENCYPART_HEADBIGRAM
(17,14),(10,13),-0.11202 # DEPENDENCYPART_HEADBIGRAM
(17,14),(12,13),-0.119658 # DEPENDENCYPART_HEADBIGRAM
(17,14),(14,13),-0.110443 # DEPENDENCYPART_HEADBIGRAM
(17,14),(21,13),0.0835611 # DEPENDENCYPART_HEADBIGRAM
(17,15),(0,14),-0.0512287 # DEPENDENCYPART_HEADBIGRAM
(17,15),(3,14),-0.0681368 # DEPENDENCYPART_HEADBIGRAM
(17,15),(6,14),-0.0622628 # DEPENDENCYPART_HEADBIGRAM
(17,15),(8,14),-0.0808942 # DEPENDENCYPART_HEADBIGRAM
(17,15),(10,14),-0.050281 # DEPENDENCYPART_HEADBIGRAM
(17,15),(11,14),-0.0906099 # DEPENDENCYPART_HEADBIGRAM
(17,15),(12,14),-0.121604 # DEPENDENCYPART_HEADBIGRAM
(17,15),(13,14),-0.124874 # DEPENDENCYPART_HEADBIGRAM
(17,15),(17,14),0.0717379 # DEPENDENCYPART_HEADBIGRAM
(17,15),(21,14),0.0405087 # DEPENDENCYPART_HEADBIGRAM
(17,16),(3,15),-0.0978703 # DEPENDENCYPART_HEADBIGRAM
(17,16),(6,15),-0.0253226 # DEPENDENCYPART_HEADBIGRAM
(17,16),(8,15),-0.121033 # DEPENDENCYPART_HEADBIGRAM
(17,16),(10,15),-0.00544982 # DEPENDENCYPART_HEADBIGRAM
(17,16),(12,15),-0.101986 # DEPENDENCYPART_HEADBIGRAM
(17,16),(13,15),-0.0749548 # DEPENDENCYPART_HEADBIGRAM
(17,16),(14,15),-0.0612293 # DEPENDENCYPART_HEADBIGRAM
(17,16),(17,15),-0.00823725 # DEPENDENCYPART_HEADBIGRAM
(17,16),(19,15),0.112825 # DEPENDENCYPART_HEADBIGRAM
(17,16),(21,15),0.127012 # DEPENDENCYPART_HEADBIGRAM
(17,18),(6,17),-0.0710537 # DEPENDENCYPART_HEADBIGRAM
(17,18),(8,17),-0.0256841 # DEPENDENCYPART_HEADBIGRAM
(17,18),(10,17),-0.0783326 # DEPENDENCYPART_HEADBIGRAM
(17,18),(12,17),0.0315112 # DEPENDENCYPART_HEADBIGRAM
(17,18),(14,17),0.0267219 # DEPENDENCYPART_HEADBIGRAM
(17,18),(15,17),-0.02614 # DEPENDENCYPART_HEADBIGRAM
(17,18),(16,17),-0.0500582 # DEPENDENCYPART_HEADBIGRAM
(17,18),(19,17),0.0524826 # DEPENDENCYPART_HEADBIGRAM
(17,18),(20,17),0.0853217 # DEPENDENCYPART_HEADBIGRAM
(17,18),(21,17),0.211587 # DEPENDENCYPART_HEADBIGRAM
(17,19),(1,18),-0.0893053 # DEPENDENCYPART_HEADBIGRAM
(17,19),(3,18),-0.00169448 # DEPENDENCYPART_HEADBIGRAM
(17,19),(6,18),-0.0893474 # DEPENDENCYPART_HEADBIGRAM
(17,19),(8,18),-0.00432086 # DEPENDENCYPART_HEADBIGRAM
(17,19),(12,18),-0.00424388 # DEPENDENCYPART_HEADBIGRAM
(17,19),(13,18),-0.0793339 # DEPENDENCYPART_HEADBIGRAM
(17,19),(14,18),-0.00183879 # DEPENDENCYPART_HEADBIGRAM
(17,19),(17,18),0.0903663 # DEPENDENCYPART_HEADBIGRAM
(17,19),(19,18),0.00251858 # DEPENDENCYPART_HEADBIGRAM
(17,19),(21,18),0.0566775 # DEPENDENCYPART_HEADBIGRAM
(17,20),(0,19),-0.00745731 # DEPENDENCYPART_HEADBIGRAM
(17,20),(3,19),-0.0844079 # DEPENDENCYPART_HEADBIGRAM
(17,20),(8,19),-0.0844252 # DEPENDENCYPART_HEADBIGRAM
(17,20),(14,19),-0.083968 # DEPENDENCYPART_HEADBIGRAM
(17,20),(15,19),-0.0701806 # DEPENDENCYPART_HEADBIGRAM
(17,20),(17,19),0.100858 # DEPENDENCYPART_HEADBIGRAM
(17,20),(18,19),0.0855276 # DEPENDENCYPART_HEADBIGRAM
(17,20),(20,19),0.166383 # DEPENDENCYPART_HEADBIGRAM
(17,20),(21,19),0.121278 # DEPENDENCYPART_HEADBIGRAM
(17,20),(23,19),0.0977486 # DEPENDENCYPART_HEADBIGRAM
(17,21),(8,20),-0.0795122 # DEPENDENCYPART_HEADBIGRAM
(17,21),(10,20),-0.0671437 # DEPENDENCYPART_HEADBIGRAM
(17,21),(14,20),-0.0769324 # DEPENDENCYPART_HEADBIGRAM
(17,21),(15,20),-0.0410111 # DEPENDENCYPART_HEADBIGRAM
(17,21),(17,20),0.0297857 # DEPENDENCYPART_HEADBIGRAM
(17,21),(19,20),0.116988 # DEPENDENCYPART_HEADBIGRAM
(17,21),(21,20),0.233255 # DEPENDENCYPART_HEADBIGRAM
(17,21),(22,20),0.0770249 # DEPENDENCYPART_HEADBIGRAM
(17,21),(23,20),0.0649259 # DEPENDENCYPART_HEADBIGRAM
(17,22),(3,21),-0.0976934 # DEPENDENCYPART_HEADBIGRAM
(17,22),(6,21),-0.0599554 # DEPENDENCYPART_HEADBIGRAM
(17,22),(8,21),-0.0976371 # DEPENDENCYPART_HEADBIGRAM
(17,22),(12,21),-0.079525 # DEPENDENCYPART_HEADBIGRAM
(17,22),(13,21),-0.0463121 # DEPENDENCYPART_HEADBIGRAM
(17,22),(14,21),-0.0790929 # DEPENDENCYPART_HEADBIGRAM
