# _root_ Lawrence B. Seidman , 41 years old , was named chairman of this savings and loan institution .
#goldHeads=3,3,9,3,6,3,6,3,0,9,10,11,15,15,12,15,15,9,
#predictedHeads=3,3,9,3,6,7,3,3,0,9,10,11,15,15,12,15,15,9,
(7,6),(3,5),-0.135425 # DEPENDENCYPART_HEADBIGRAM
(7,6),(6,5),-0.0982155 # DEPENDENCYPART_HEADBIGRAM
(7,6),(7,5),0.0766117 # DEPENDENCYPART_HEADBIGRAM
(7,6),(9,5),0.0823566 # DEPENDENCYPART_HEADBIGRAM
(7,6),(11,5),0.0827738 # DEPENDENCYPART_HEADBIGRAM
(7,6),(15,5),0.0862209 # DEPENDENCYPART_HEADBIGRAM
(7,8),(0,7),-0.0455723 # DEPENDENCYPART_HEADBIGRAM
(7,8),(2,7),-0.0550252 # DEPENDENCYPART_HEADBIGRAM
(7,8),(3,7),-0.057289 # DEPENDENCYPART_HEADBIGRAM
(7,8),(5,7),-0.0680329 # DEPENDENCYPART_HEADBIGRAM
(7,8),(6,7),-0.0815264 # DEPENDENCYPART_HEADBIGRAM
(7,8),(9,7),0.137344 # DEPENDENCYPART_HEADBIGRAM
(7,8),(10,7),0.0923293 # DEPENDENCYPART_HEADBIGRAM
(7,8),(11,7),0.0927142 # DEPENDENCYPART_HEADBIGRAM
(7,8),(15,7),0.107547 # DEPENDENCYPART_HEADBIGRAM
(7,8),(17,7),0.0996101 # DEPENDENCYPART_HEADBIGRAM
(7,9),(1,8),-0.0476949 # DEPENDENCYPART_HEADBIGRAM
(7,9),(2,8),-0.0476949 # DEPENDENCYPART_HEADBIGRAM
(7,9),(3,8),-0.0406966 # DEPENDENCYPART_HEADBIGRAM
(7,9),(5,8),-0.0622172 # DEPENDENCYPART_HEADBIGRAM
(7,9),(6,8),-0.0359028 # DEPENDENCYPART_HEADBIGRAM
(7,9),(7,8),0.097086 # DEPENDENCYPART_HEADBIGRAM
(7,9),(9,8),0.0511934 # DEPENDENCYPART_HEADBIGRAM
(7,9),(11,8),0.117607 # DEPENDENCYPART_HEADBIGRAM
(7,9),(15,8),0.0856427 # DEPENDENCYPART_HEADBIGRAM
(7,9),(17,8),0.114651 # DEPENDENCYPART_HEADBIGRAM
(7,10),(0,9),-0.0618234 # DEPENDENCYPART_HEADBIGRAM
(7,10),(1,9),-0.0571224 # DEPENDENCYPART_HEADBIGRAM
(7,10),(2,9),-0.0571224 # DEPENDENCYPART_HEADBIGRAM
(7,10),(3,9),-0.0571224 # DEPENDENCYPART_HEADBIGRAM
(7,10),(6,9),-0.0544152 # DEPENDENCYPART_HEADBIGRAM
(7,10),(7,9),0.0961057 # DEPENDENCYPART_HEADBIGRAM
(7,10),(10,9),0.0922736 # DEPENDENCYPART_HEADBIGRAM
(7,10),(11,9),0.100819 # DEPENDENCYPART_HEADBIGRAM
(7,10),(15,9),0.095176 # DEPENDENCYPART_HEADBIGRAM
(7,10),(17,9),0.10089 # DEPENDENCYPART_HEADBIGRAM
(7,11),(0,10),-0.052064 # DEPENDENCYPART_HEADBIGRAM
(7,11),(3,10),-0.0514985 # DEPENDENCYPART_HEADBIGRAM
(7,11),(6,10),-0.0522766 # DEPENDENCYPART_HEADBIGRAM
(7,11),(7,10),0.0994053 # DEPENDENCYPART_HEADBIGRAM
(7,11),(9,10),0.104679 # DEPENDENCYPART_HEADBIGRAM
(7,11),(11,10),0.194541 # DEPENDENCYPART_HEADBIGRAM
(7,11),(15,10),0.106654 # DEPENDENCYPART_HEADBIGRAM
(7,12),(0,11),-0.0562869 # DEPENDENCYPART_HEADBIGRAM
(7,12),(2,11),-0.0628271 # DEPENDENCYPART_HEADBIGRAM
(7,12),(3,11),-0.0637437 # DEPENDENCYPART_HEADBIGRAM
(7,12),(6,11),-0.0265403 # DEPENDENCYPART_HEADBIGRAM
(7,12),(7,11),0.137147 # DEPENDENCYPART_HEADBIGRAM
(7,12),(9,11),0.166202 # DEPENDENCYPART_HEADBIGRAM
(7,12),(10,11),0.166446 # DEPENDENCYPART_HEADBIGRAM
(7,12),(12,11),0.135257 # DEPENDENCYPART_HEADBIGRAM
(7,12),(15,11),0.0394464 # DEPENDENCYPART_HEADBIGRAM
(7,12),(17,11),0.074776 # DEPENDENCYPART_HEADBIGRAM
(7,15),(9,14),0.188655 # DEPENDENCYPART_HEADBIGRAM
(7,15),(10,14),0.189668 # DEPENDENCYPART_HEADBIGRAM
(7,15),(11,14),0.161959 # DEPENDENCYPART_HEADBIGRAM
(7,15),(12,14),0.19408 # DEPENDENCYPART_HEADBIGRAM
(7,15),(13,14),0.21115 # DEPENDENCYPART_HEADBIGRAM
(7,15),(15,14),0.122341 # DEPENDENCYPART_HEADBIGRAM
(7,15),(17,14),0.0795324 # DEPENDENCYPART_HEADBIGRAM
(7,17),(10,16),0.0910204 # DEPENDENCYPART_HEADBIGRAM
(7,17),(11,16),0.112968 # DEPENDENCYPART_HEADBIGRAM
(7,17),(12,16),0.100509 # DEPENDENCYPART_HEADBIGRAM
(7,17),(15,16),0.0665353 # DEPENDENCYPART_HEADBIGRAM
(7,17),(17,16),0.108141 # DEPENDENCYPART_HEADBIGRAM
(7,18),(3,17),-0.0610517 # DEPENDENCYPART_HEADBIGRAM
(7,18),(7,17),0.101665 # DEPENDENCYPART_HEADBIGRAM
(7,18),(9,17),0.183935 # DEPENDENCYPART_HEADBIGRAM
(7,18),(10,17),0.183936 # DEPENDENCYPART_HEADBIGRAM
(7,18),(11,17),0.165157 # DEPENDENCYPART_HEADBIGRAM
(7,18),(12,17),0.079921 # DEPENDENCYPART_HEADBIGRAM
(7,18),(14,17),0.107838 # DEPENDENCYPART_HEADBIGRAM
(7,18),(15,17),0.183717 # DEPENDENCYPART_HEADBIGRAM
(7,18),(16,17),0.183057 # DEPENDENCYPART_HEADBIGRAM
(7,18),(18,17),0.0909482 # DEPENDENCYPART_HEADBIGRAM
(9,2),(2,1),0.055834 # DEPENDENCYPART_HEADBIGRAM
(9,2),(3,1),-0.13495 # DEPENDENCYPART_HEADBIGRAM
(9,2),(6,1),-0.136034 # DEPENDENCYPART_HEADBIGRAM
(9,2),(9,1),-0.0840915 # DEPENDENCYPART_HEADBIGRAM
(9,2),(11,1),0.0790201 # DEPENDENCYPART_HEADBIGRAM
(9,2),(15,1),-0.027451 # DEPENDENCYPART_HEADBIGRAM
(9,3),(1,2),-0.158342 # DEPENDENCYPART_HEADBIGRAM
(9,3),(3,2),0.0527332 # DEPENDENCYPART_HEADBIGRAM
(9,3),(5,2),-0.119605 # DEPENDENCYPART_HEADBIGRAM
(9,3),(6,2),-0.135994 # DEPENDENCYPART_HEADBIGRAM
(9,3),(9,2),-0.0840034 # DEPENDENCYPART_HEADBIGRAM
(9,3),(10,2),0.0949694 # DEPENDENCYPART_HEADBIGRAM
(9,3),(11,2),0.0791001 # DEPENDENCYPART_HEADBIGRAM
(9,3),(15,2),-0.027451 # DEPENDENCYPART_HEADBIGRAM
(9,4),(0,3),-0.232333 # DEPENDENCYPART_HEADBIGRAM
(9,4),(1,3),-0.250967 # DEPENDENCYPART_HEADBIGRAM
(9,4),(2,3),-0.251105 # DEPENDENCYPART_HEADBIGRAM
(9,4),(5,3),-0.138314 # DEPENDENCYPART_HEADBIGRAM
(9,4),(6,3),-0.241997 # DEPENDENCYPART_HEADBIGRAM
(9,4),(7,3),-0.13963 # DEPENDENCYPART_HEADBIGRAM
(9,4),(9,3),0.163323 # DEPENDENCYPART_HEADBIGRAM
(9,4),(10,3),0.175357 # DEPENDENCYPART_HEADBIGRAM
(9,4),(11,3),0.0365071 # DEPENDENCYPART_HEADBIGRAM
(9,4),(15,3),-0.0156101 # DEPENDENCYPART_HEADBIGRAM
(9,5),(1,4),-0.147756 # DEPENDENCYPART_HEADBIGRAM
(9,5),(2,4),-0.152068 # DEPENDENCYPART_HEADBIGRAM
(9,5),(3,4),-0.152068 # DEPENDENCYPART_HEADBIGRAM
(9,5),(5,4),-0.140975 # DEPENDENCYPART_HEADBIGRAM
(9,5),(6,4),-0.132642 # DEPENDENCYPART_HEADBIGRAM
(9,5),(7,4),-0.123818 # DEPENDENCYPART_HEADBIGRAM
(9,5),(9,4),0.18872 # DEPENDENCYPART_HEADBIGRAM
(9,5),(10,4),0.0861158 # DEPENDENCYPART_HEADBIGRAM
(9,5),(11,4),0.0832364 # DEPENDENCYPART_HEADBIGRAM
(9,5),(15,4),0.118398 # DEPENDENCYPART_HEADBIGRAM
(9,6),(1,5),-0.146943 # DEPENDENCYPART_HEADBIGRAM
(9,6),(2,5),-0.146943 # DEPENDENCYPART_HEADBIGRAM
(9,6),(3,5),-0.127089 # DEPENDENCYPART_HEADBIGRAM
(9,6),(6,5),-0.0100649 # DEPENDENCYPART_HEADBIGRAM
(9,6),(7,5),-0.139542 # DEPENDENCYPART_HEADBIGRAM
(9,6),(9,5),0.126505 # DEPENDENCYPART_HEADBIGRAM
(9,6),(11,5),0.0726466 # DEPENDENCYPART_HEADBIGRAM
(9,6),(15,5),0.0962139 # DEPENDENCYPART_HEADBIGRAM
(9,7),(1,6),-0.159838 # DEPENDENCYPART_HEADBIGRAM
(9,7),(2,6),-0.159838 # DEPENDENCYPART_HEADBIGRAM
(9,7),(3,6),-0.159838 # DEPENDENCYPART_HEADBIGRAM
(9,7),(5,6),-0.125323 # DEPENDENCYPART_HEADBIGRAM
(9,7),(7,6),-0.136516 # DEPENDENCYPART_HEADBIGRAM
(9,7),(9,6),0.112712 # DEPENDENCYPART_HEADBIGRAM
(9,7),(10,6),0.0776593 # DEPENDENCYPART_HEADBIGRAM
(9,7),(11,6),0.0866584 # DEPENDENCYPART_HEADBIGRAM
(9,7),(15,6),0.0973414 # DEPENDENCYPART_HEADBIGRAM
(9,8),(0,7),-0.131504 # DEPENDENCYPART_HEADBIGRAM
(9,8),(2,7),-0.188793 # DEPENDENCYPART_HEADBIGRAM
(9,8),(3,7),-0.189025 # DEPENDENCYPART_HEADBIGRAM
(9,8),(5,7),-0.0817574 # DEPENDENCYPART_HEADBIGRAM
(9,8),(6,7),-0.146857 # DEPENDENCYPART_HEADBIGRAM
(9,8),(9,7),-0.00406053 # DEPENDENCYPART_HEADBIGRAM
(9,8),(10,7),0.129028 # DEPENDENCYPART_HEADBIGRAM
(9,8),(11,7),0.0542886 # DEPENDENCYPART_HEADBIGRAM
(9,8),(15,7),0.0919331 # DEPENDENCYPART_HEADBIGRAM
(9,8),(17,7),0.0431833 # DEPENDENCYPART_HEADBIGRAM
(9,10),(0,9),0.229837 # DEPENDENCYPART_HEADBIGRAM
(9,10),(1,9),0.138662 # DEPENDENCYPART_HEADBIGRAM
(9,10),(2,9),0.138592 # DEPENDENCYPART_HEADBIGRAM
(9,10),(3,9),0.138005 # DEPENDENCYPART_HEADBIGRAM
(9,10),(6,9),0.136222 # DEPENDENCYPART_HEADBIGRAM
(9,10),(7,9),-0.0180254 # DEPENDENCYPART_HEADBIGRAM
(9,10),(10,9),-0.00716741 # DEPENDENCYPART_HEADBIGRAM
(9,10),(11,9),0.155268 # DEPENDENCYPART_HEADBIGRAM
(9,10),(15,9),0.276696 # DEPENDENCYPART_HEADBIGRAM
(9,10),(17,9),0.176155 # DEPENDENCYPART_HEADBIGRAM
(9,11),(0,10),-0.0709183 # DEPENDENCYPART_HEADBIGRAM
(9,11),(3,10),-0.0777714 # DEPENDENCYPART_HEADBIGRAM
(9,11),(6,10),-0.0832504 # DEPENDENCYPART_HEADBIGRAM
(9,11),(7,10),-0.070958 # DEPENDENCYPART_HEADBIGRAM
(9,11),(9,10),0.029692 # DEPENDENCYPART_HEADBIGRAM
(9,11),(11,10),0.194059 # DEPENDENCYPART_HEADBIGRAM
(9,11),(15,10),0.0737888 # DEPENDENCYPART_HEADBIGRAM
(9,12),(0,11),-0.0888862 # DEPENDENCYPART_HEADBIGRAM
(9,12),(2,11),-0.140978 # DEPENDENCYPART_HEADBIGRAM
(9,12),(3,11),-0.140978 # DEPENDENCYPART_HEADBIGRAM
(9,12),(6,11),-0.104903 # DEPENDENCYPART_HEADBIGRAM
(9,12),(7,11),-0.0110979 # DEPENDENCYPART_HEADBIGRAM
(9,12),(9,11),0.123863 # DEPENDENCYPART_HEADBIGRAM
(9,12),(10,11),0.124496 # DEPENDENCYPART_HEADBIGRAM
(9,12),(12,11),0.26943 # DEPENDENCYPART_HEADBIGRAM
(9,12),(15,11),-0.0645904 # DEPENDENCYPART_HEADBIGRAM
(9,12),(17,11),-0.0322939 # DEPENDENCYPART_HEADBIGRAM
(9,13),(3,12),-0.0743284 # DEPENDENCYPART_HEADBIGRAM
(9,13),(6,12),-0.0743284 # DEPENDENCYPART_HEADBIGRAM
(9,13),(7,12),-0.059235 # DEPENDENCYPART_HEADBIGRAM
(9,13),(9,12),0.101825 # DEPENDENCYPART_HEADBIGRAM
(9,13),(10,12),0.0877758 # DEPENDENCYPART_HEADBIGRAM
(9,13),(11,12),0.0870581 # DEPENDENCYPART_HEADBIGRAM
(9,13),(14,12),0.077988 # DEPENDENCYPART_HEADBIGRAM
(9,13),(15,12),0.0962978 # DEPENDENCYPART_HEADBIGRAM
(9,13),(17,12),0.0776233 # DEPENDENCYPART_HEADBIGRAM
(9,14),(9,13),0.14868 # DEPENDENCYPART_HEADBIGRAM
(9,14),(11,13),0.00890289 # DEPENDENCYPART_HEADBIGRAM
(9,14),(12,13),0.069609 # DEPENDENCYPART_HEADBIGRAM
(9,14),(14,13),0.232878 # DEPENDENCYPART_HEADBIGRAM
(9,14),(15,13),0.116457 # DEPENDENCYPART_HEADBIGRAM
(9,14),(16,13),0.00406575 # DEPENDENCYPART_HEADBIGRAM
(9,14),(17,13),0.00406575 # DEPENDENCYPART_HEADBIGRAM
(9,15),(9,14),0.0272317 # DEPENDENCYPART_HEADBIGRAM
(9,15),(10,14),0.15856 # DEPENDENCYPART_HEADBIGRAM
(9,15),(11,14),0.136141 # DEPENDENCYPART_HEADBIGRAM
(9,15),(12,14),0.397644 # DEPENDENCYPART_HEADBIGRAM
(9,15),(13,14),0.202501 # DEPENDENCYPART_HEADBIGRAM
(9,15),(15,14),0.244234 # DEPENDENCYPART_HEADBIGRAM
(9,15),(17,14),0.0583876 # DEPENDENCYPART_HEADBIGRAM
(9,17),(10,16),0.0760378 # DEPENDENCYPART_HEADBIGRAM
(9,17),(11,16),0.1039 # DEPENDENCYPART_HEADBIGRAM
(9,17),(12,16),0.225022 # DEPENDENCYPART_HEADBIGRAM
(9,17),(15,16),-0.0350285 # DEPENDENCYPART_HEADBIGRAM
(9,17),(17,16),0.151443 # DEPENDENCYPART_HEADBIGRAM
(9,18),(3,17),-0.0942208 # DEPENDENCYPART_HEADBIGRAM
(9,18),(7,17),-0.0347425 # DEPENDENCYPART_HEADBIGRAM
(9,18),(9,17),0.146915 # DEPENDENCYPART_HEADBIGRAM
(9,18),(10,17),0.121577 # DEPENDENCYPART_HEADBIGRAM
(9,18),(11,17),0.100977 # DEPENDENCYPART_HEADBIGRAM
(9,18),(12,17),0.249908 # DEPENDENCYPART_HEADBIGRAM
(9,18),(14,17),0.0750594 # DEPENDENCYPART_HEADBIGRAM
(9,18),(15,17),0.365083 # DEPENDENCYPART_HEADBIGRAM
(9,18),(16,17),0.110158 # DEPENDENCYPART_HEADBIGRAM
(9,18),(18,17),0.0114186 # DEPENDENCYPART_HEADBIGRAM
(10,2),(2,1),0.0912238 # DEPENDENCYPART_HEADBIGRAM
(10,2),(3,1),-0.134602 # DEPENDENCYPART_HEADBIGRAM
(10,2),(6,1),-0.135685 # DEPENDENCYPART_HEADBIGRAM
(10,2),(9,1),-0.127874 # DEPENDENCYPART_HEADBIGRAM
(10,2),(11,1),0.0793944 # DEPENDENCYPART_HEADBIGRAM
(10,2),(15,1),-0.0314449 # DEPENDENCYPART_HEADBIGRAM
(10,3),(1,2),-0.157665 # DEPENDENCYPART_HEADBIGRAM
(10,3),(3,2),0.088123 # DEPENDENCYPART_HEADBIGRAM
(10,3),(5,2),-0.117042 # DEPENDENCYPART_HEADBIGRAM
(10,3),(6,2),-0.135645 # DEPENDENCYPART_HEADBIGRAM
(10,3),(9,2),-0.127875 # DEPENDENCYPART_HEADBIGRAM
(10,3),(10,2),-0.0482068 # DEPENDENCYPART_HEADBIGRAM
(10,3),(11,2),0.0794744 # DEPENDENCYPART_HEADBIGRAM
(10,3),(15,2),-0.0314449 # DEPENDENCYPART_HEADBIGRAM
(10,4),(0,3),-0.15594 # DEPENDENCYPART_HEADBIGRAM
(10,4),(1,3),-0.213265 # DEPENDENCYPART_HEADBIGRAM
(10,4),(2,3),-0.213402 # DEPENDENCYPART_HEADBIGRAM
(10,4),(5,3),-0.13594 # DEPENDENCYPART_HEADBIGRAM
(10,4),(6,3),-0.228841 # DEPENDENCYPART_HEADBIGRAM
(10,4),(7,3),-0.133427 # DEPENDENCYPART_HEADBIGRAM
(10,4),(9,3),-0.103393 # DEPENDENCYPART_HEADBIGRAM
(10,4),(10,3),0.144897 # DEPENDENCYPART_HEADBIGRAM
(10,4),(11,3),0.0144349 # DEPENDENCYPART_HEADBIGRAM
(10,4),(15,3),-0.00591501 # DEPENDENCYPART_HEADBIGRAM
(10,6),(1,5),-0.15333 # DEPENDENCYPART_HEADBIGRAM
(10,6),(2,5),-0.15333 # DEPENDENCYPART_HEADBIGRAM
(10,6),(3,5),-0.133476 # DEPENDENCYPART_HEADBIGRAM
(10,6),(6,5),0.0128526 # DEPENDENCYPART_HEADBIGRAM
(10,6),(7,5),-0.136557 # DEPENDENCYPART_HEADBIGRAM
(10,6),(9,5),-0.138482 # DEPENDENCYPART_HEADBIGRAM
(10,6),(11,5),0.06952 # DEPENDENCYPART_HEADBIGRAM
(10,6),(15,5),0.0969777 # DEPENDENCYPART_HEADBIGRAM
(10,7),(1,6),-0.141642 # DEPENDENCYPART_HEADBIGRAM
(10,7),(2,6),-0.141642 # DEPENDENCYPART_HEADBIGRAM
(10,7),(3,6),-0.141642 # DEPENDENCYPART_HEADBIGRAM
(10,7),(5,6),-0.139413 # DEPENDENCYPART_HEADBIGRAM
(10,7),(7,6),-0.109493 # DEPENDENCYPART_HEADBIGRAM
(10,7),(9,6),-0.131384 # DEPENDENCYPART_HEADBIGRAM
(10,7),(10,6),0.072895 # DEPENDENCYPART_HEADBIGRAM
(10,7),(11,6),0.0913433 # DEPENDENCYPART_HEADBIGRAM
(10,7),(15,6),0.0890703 # DEPENDENCYPART_HEADBIGRAM
(10,9),(1,8),-0.17713 # DEPENDENCYPART_HEADBIGRAM
(10,9),(2,8),-0.177138 # DEPENDENCYPART_HEADBIGRAM
(10,9),(3,8),-0.175788 # DEPENDENCYPART_HEADBIGRAM
(10,9),(5,8),-0.122635 # DEPENDENCYPART_HEADBIGRAM
(10,9),(6,8),-0.161295 # DEPENDENCYPART_HEADBIGRAM
(10,9),(7,8),-0.119404 # DEPENDENCYPART_HEADBIGRAM
(10,9),(9,8),-0.141529 # DEPENDENCYPART_HEADBIGRAM
(10,9),(11,8),0.0852671 # DEPENDENCYPART_HEADBIGRAM
(10,9),(15,8),0.0417028 # DEPENDENCYPART_HEADBIGRAM
(10,9),(17,8),0.089056 # DEPENDENCYPART_HEADBIGRAM
(10,11),(0,10),0.0179558 # DEPENDENCYPART_HEADBIGRAM
(10,11),(3,10),0.032076 # DEPENDENCYPART_HEADBIGRAM
(10,11),(6,10),-0.0308556 # DEPENDENCYPART_HEADBIGRAM
(10,11),(7,10),-0.0836155 # DEPENDENCYPART_HEADBIGRAM
(10,11),(9,10),-0.0744196 # DEPENDENCYPART_HEADBIGRAM
(10,11),(11,10),-0.0924444 # DEPENDENCYPART_HEADBIGRAM
(10,11),(15,10),0.116546 # DEPENDENCYPART_HEADBIGRAM
(10,12),(0,11),-0.0919218 # DEPENDENCYPART_HEADBIGRAM
(10,12),(2,11),-0.14684 # DEPENDENCYPART_HEADBIGRAM
(10,12),(3,11),-0.14684 # DEPENDENCYPART_HEADBIGRAM
(10,12),(6,11),-0.150396 # DEPENDENCYPART_HEADBIGRAM
(10,12),(7,11),-0.05977 # DEPENDENCYPART_HEADBIGRAM
(10,12),(9,11),-0.0587001 # DEPENDENCYPART_HEADBIGRAM
(10,12),(10,11),0.0935146 # DEPENDENCYPART_HEADBIGRAM
(10,12),(12,11),0.193108 # DEPENDENCYPART_HEADBIGRAM
(10,12),(15,11),-0.0353335 # DEPENDENCYPART_HEADBIGRAM
(10,12),(17,11),-0.0174808 # DEPENDENCYPART_HEADBIGRAM
(10,14),(9,13),-0.0591877 # DEPENDENCYPART_HEADBIGRAM
(10,14),(11,13),0.00778754 # DEPENDENCYPART_HEADBIGRAM
(10,14),(12,13),0.0700339 # DEPENDENCYPART_HEADBIGRAM
(10,14),(14,13),0.232611 # DEPENDENCYPART_HEADBIGRAM
(10,14),(15,13),0.110028 # DEPENDENCYPART_HEADBIGRAM
(10,14),(16,13),0.00304458 # DEPENDENCYPART_HEADBIGRAM
(10,14),(17,13),0.00304458 # DEPENDENCYPART_HEADBIGRAM
(10,15),(9,14),-0.0548486 # DEPENDENCYPART_HEADBIGRAM
(10,15),(10,14),0.0203313 # DEPENDENCYPART_HEADBIGRAM
(10,15),(11,14),0.130362 # DEPENDENCYPART_HEADBIGRAM
(10,15),(12,14),0.328268 # DEPENDENCYPART_HEADBIGRAM
(10,15),(13,14),0.153222 # DEPENDENCYPART_HEADBIGRAM
(10,15),(15,14),0.313052 # DEPENDENCYPART_HEADBIGRAM
(10,15),(17,14),0.0659586 # DEPENDENCYPART_HEADBIGRAM
(10,16),(0,15),-0.0138046 # DEPENDENCYPART_HEADBIGRAM
(10,16),(3,15),-0.06008 # DEPENDENCYPART_HEADBIGRAM
(10,16),(6,15),-0.0525918 # DEPENDENCYPART_HEADBIGRAM
(10,16),(7,15),-0.0457224 # DEPENDENCYPART_HEADBIGRAM
(10,16),(9,15),-0.08488 # DEPENDENCYPART_HEADBIGRAM
(10,16),(10,15),0.0958728 # DEPENDENCYPART_HEADBIGRAM
(10,16),(11,15),0.105896 # DEPENDENCYPART_HEADBIGRAM
(10,16),(12,15),0.103006 # DEPENDENCYPART_HEADBIGRAM
(10,16),(14,15),0.10685 # DEPENDENCYPART_HEADBIGRAM
(10,16),(17,15),0.0966284 # DEPENDENCYPART_HEADBIGRAM
(10,17),(10,16),0.100675 # DEPENDENCYPART_HEADBIGRAM
(10,17),(11,16),0.104239 # DEPENDENCYPART_HEADBIGRAM
(10,17),(12,16),0.210174 # DEPENDENCYPART_HEADBIGRAM
(10,17),(15,16),-0.0446169 # DEPENDENCYPART_HEADBIGRAM
(10,17),(17,16),0.198243 # DEPENDENCYPART_HEADBIGRAM
(10,18),(3,17),-0.0931924 # DEPENDENCYPART_HEADBIGRAM
(10,18),(7,17),-0.0435786 # DEPENDENCYPART_HEADBIGRAM
(10,18),(9,17),-0.0578657 # DEPENDENCYPART_HEADBIGRAM
(10,18),(10,17),0.120987 # DEPENDENCYPART_HEADBIGRAM
(10,18),(11,17),0.102807 # DEPENDENCYPART_HEADBIGRAM
(10,18),(12,17),0.204342 # DEPENDENCYPART_HEADBIGRAM
(10,18),(14,17),0.0768886 # DEPENDENCYPART_HEADBIGRAM
(10,18),(15,17),0.346781 # DEPENDENCYPART_HEADBIGRAM
(10,18),(16,17),0.111987 # DEPENDENCYPART_HEADBIGRAM
(10,18),(18,17),0.0116195 # DEPENDENCYPART_HEADBIGRAM
(11,2),(2,1),0.0026347 # DEPENDENCYPART_HEADBIGRAM
(11,2),(3,1),-0.124683 # DEPENDENCYPART_HEADBIGRAM
(11,2),(6,1),-0.125562 # DEPENDENCYPART_HEADBIGRAM
(11,2),(9,1),-0.163488 # DEPENDENCYPART_HEADBIGRAM
(11,2),(11,1),0.131493 # DEPENDENCYPART_HEADBIGRAM
(11,2),(15,1),0.0286238 # DEPENDENCYPART_HEADBIGRAM
(11,3),(1,2),-0.127178 # DEPENDENCYPART_HEADBIGRAM
(11,3),(3,2),0.00260709 # DEPENDENCYPART_HEADBIGRAM
(11,3),(5,2),-0.122251 # DEPENDENCYPART_HEADBIGRAM
(11,3),(6,2),-0.125562 # DEPENDENCYPART_HEADBIGRAM
(11,3),(9,2),-0.162428 # DEPENDENCYPART_HEADBIGRAM
(11,3),(10,2),-0.158513 # DEPENDENCYPART_HEADBIGRAM
(11,3),(11,2),0.122139 # DEPENDENCYPART_HEADBIGRAM
(11,3),(15,2),0.0290977 # DEPENDENCYPART_HEADBIGRAM
(11,4),(0,3),-0.149153 # DEPENDENCYPART_HEADBIGRAM
(11,4),(1,3),-0.150305 # DEPENDENCYPART_HEADBIGRAM
(11,4),(2,3),-0.157577 # DEPENDENCYPART_HEADBIGRAM
(11,4),(5,3),-0.131242 # DEPENDENCYPART_HEADBIGRAM
(11,4),(6,3),-0.14153 # DEPENDENCYPART_HEADBIGRAM
(11,4),(7,3),-0.128231 # DEPENDENCYPART_HEADBIGRAM
(11,4),(9,3),-0.166918 # DEPENDENCYPART_HEADBIGRAM
(11,4),(10,3),-0.129388 # DEPENDENCYPART_HEADBIGRAM
(11,4),(11,3),0.222098 # DEPENDENCYPART_HEADBIGRAM
(11,4),(15,3),0.0571271 # DEPENDENCYPART_HEADBIGRAM
(11,5),(1,4),-0.134804 # DEPENDENCYPART_HEADBIGRAM
(11,5),(2,4),-0.12812 # DEPENDENCYPART_HEADBIGRAM
(11,5),(3,4),-0.12812 # DEPENDENCYPART_HEADBIGRAM
(11,5),(5,4),-0.170232 # DEPENDENCYPART_HEADBIGRAM
(11,5),(6,4),-0.13695 # DEPENDENCYPART_HEADBIGRAM
(11,5),(7,4),-0.141024 # DEPENDENCYPART_HEADBIGRAM
(11,5),(9,4),-0.122616 # DEPENDENCYPART_HEADBIGRAM
(11,5),(10,4),-0.121075 # DEPENDENCYPART_HEADBIGRAM
(11,5),(11,4),0.110083 # DEPENDENCYPART_HEADBIGRAM
(11,5),(15,4),0.158347 # DEPENDENCYPART_HEADBIGRAM
(11,6),(1,5),-0.173149 # DEPENDENCYPART_HEADBIGRAM
(11,6),(2,5),-0.173149 # DEPENDENCYPART_HEADBIGRAM
(11,6),(3,5),-0.153295 # DEPENDENCYPART_HEADBIGRAM
(11,6),(6,5),-0.1332 # DEPENDENCYPART_HEADBIGRAM
(11,6),(7,5),-0.123689 # DEPENDENCYPART_HEADBIGRAM
(11,6),(9,5),-0.140259 # DEPENDENCYPART_HEADBIGRAM
(11,6),(11,5),0.118737 # DEPENDENCYPART_HEADBIGRAM
(11,6),(15,5),0.0701524 # DEPENDENCYPART_HEADBIGRAM
(11,7),(1,6),-0.193426 # DEPENDENCYPART_HEADBIGRAM
(11,7),(2,6),-0.193426 # DEPENDENCYPART_HEADBIGRAM
(11,7),(3,6),-0.193426 # DEPENDENCYPART_HEADBIGRAM
(11,7),(5,6),-0.118819 # DEPENDENCYPART_HEADBIGRAM
(11,7),(7,6),-0.0550096 # DEPENDENCYPART_HEADBIGRAM
(11,7),(9,6),-0.111844 # DEPENDENCYPART_HEADBIGRAM
(11,7),(10,6),-0.111224 # DEPENDENCYPART_HEADBIGRAM
(11,7),(11,6),0.0971802 # DEPENDENCYPART_HEADBIGRAM
(11,7),(15,6),0.0520775 # DEPENDENCYPART_HEADBIGRAM
(11,8),(0,7),-0.120719 # DEPENDENCYPART_HEADBIGRAM
(11,8),(2,7),-0.115158 # DEPENDENCYPART_HEADBIGRAM
(11,8),(3,7),-0.115291 # DEPENDENCYPART_HEADBIGRAM
(11,8),(5,7),-0.110478 # DEPENDENCYPART_HEADBIGRAM
(11,8),(6,7),-0.108073 # DEPENDENCYPART_HEADBIGRAM
(11,8),(9,7),-0.12661 # DEPENDENCYPART_HEADBIGRAM
(11,8),(10,7),-0.127765 # DEPENDENCYPART_HEADBIGRAM
