# _root_ Computers that once were the state of the art , The marvels bought three years ago , Are now obsolete .
#goldHeads=18,4,4,1,6,4,6,9,7,1,12,1,12,15,16,13,1,0,18,18,18,
#predictedHeads=18,4,4,1,6,4,6,9,7,1,12,1,12,15,16,13,1,0,18,18,18,
(20,6),(6,9),(6,18),0.118436 # DEPENDENCYPART_GRANDSIBL
(20,6),(6,9),(6,19),0.119132 # DEPENDENCYPART_GRANDSIBL
(20,6),(6,9),(6,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,6),(6,9),(6,21),-0.124966 # DEPENDENCYPART_GRANDSIBL
(20,6),(6,9),(6,22),-0.154398 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,6),(6,10),(6,12),0.113409 # DEPENDENCYPART_GRANDSIBL
(20,6),(6,10),(6,13),0.118065 # DEPENDENCYPART_GRANDSIBL
(20,6),(6,10),(6,15),0.113409 # DEPENDENCYPART_GRANDSIBL
(20,6),(6,10),(6,16),0.118943 # DEPENDENCYPART_GRANDSIBL
(20,6),(6,10),(6,17),0.119163 # DEPENDENCYPART_GRANDSIBL
(20,6),(6,10),(6,18),0.118064 # DEPENDENCYPART_GRANDSIBL
(20,6),(6,10),(6,19),0.119 # DEPENDENCYPART_GRANDSIBL
(20,6),(6,10),(6,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,6),(6,10),(6,21),-0.125117 # DEPENDENCYPART_GRANDSIBL
(20,6),(6,10),(6,22),-0.130106 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,6),(6,12),(6,13),0.118436 # DEPENDENCYPART_GRANDSIBL
(20,6),(6,12),(6,15),0.115791 # DEPENDENCYPART_GRANDSIBL
(20,6),(6,12),(6,16),0.117667 # DEPENDENCYPART_GRANDSIBL
(20,6),(6,12),(6,17),0.117147 # DEPENDENCYPART_GRANDSIBL
(20,6),(6,12),(6,18),0.118436 # DEPENDENCYPART_GRANDSIBL
(20,6),(6,12),(6,19),0.119132 # DEPENDENCYPART_GRANDSIBL
(20,6),(6,12),(6,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,6),(6,12),(6,21),-0.124966 # DEPENDENCYPART_GRANDSIBL
(20,6),(6,12),(6,22),-0.154398 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,6),(6,13),(6,15),0.118865 # DEPENDENCYPART_GRANDSIBL
(20,6),(6,13),(6,16),0.118976 # DEPENDENCYPART_GRANDSIBL
(20,6),(6,13),(6,17),0.118754 # DEPENDENCYPART_GRANDSIBL
(20,6),(6,13),(6,18),0.119092 # DEPENDENCYPART_GRANDSIBL
(20,6),(6,13),(6,19),0.119084 # DEPENDENCYPART_GRANDSIBL
(20,6),(6,13),(6,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,6),(6,13),(6,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,6),(6,13),(6,22),-0.139862 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,6),(6,15),(6,16),0.117666 # DEPENDENCYPART_GRANDSIBL
(20,6),(6,15),(6,17),0.117147 # DEPENDENCYPART_GRANDSIBL
(20,6),(6,15),(6,18),0.118436 # DEPENDENCYPART_GRANDSIBL
(20,6),(6,15),(6,19),0.119132 # DEPENDENCYPART_GRANDSIBL
(20,6),(6,15),(6,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,6),(6,15),(6,21),-0.124966 # DEPENDENCYPART_GRANDSIBL
(20,6),(6,15),(6,22),-0.154398 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,6),(6,16),(6,17),0.118627 # DEPENDENCYPART_GRANDSIBL
(20,6),(6,16),(6,18),0.122607 # DEPENDENCYPART_GRANDSIBL
(20,6),(6,16),(6,19),0.119122 # DEPENDENCYPART_GRANDSIBL
(20,6),(6,16),(6,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,6),(6,16),(6,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,6),(6,16),(6,22),-0.134241 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,6),(6,17),(6,18),0.118064 # DEPENDENCYPART_GRANDSIBL
(20,6),(6,17),(6,19),0.119 # DEPENDENCYPART_GRANDSIBL
(20,6),(6,17),(6,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,6),(6,17),(6,21),-0.125117 # DEPENDENCYPART_GRANDSIBL
(20,6),(6,17),(6,22),-0.130106 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,6),(6,18),(6,19),0.119078 # DEPENDENCYPART_GRANDSIBL
(20,6),(6,18),(6,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,6),(6,18),(6,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,6),(6,18),(6,22),-0.140124 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,6),(6,19),(6,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,6),(6,19),(6,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,6),(6,19),(6,22),-0.122385 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,6),(6,20),(6,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,6),(6,20),(6,22),-0.150874 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,6),(6,21),(6,22),-0.125244 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,6),(6,6),(6,5),-0.0340328 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,6),(6,6),(6,4),-0.0588544 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,6),(6,6),(6,3),-0.0496282 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,6),(6,6),(6,2),-0.0469012 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,6),(6,6),(6,1),-0.0271101 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,6),(6,6),(6,-1),-0.0806699 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,6),(6,5),(6,4),-0.0420105 # DEPENDENCYPART_GRANDSIBL
(20,6),(6,5),(6,3),-0.0426858 # DEPENDENCYPART_GRANDSIBL
(20,6),(6,5),(6,2),-0.0438207 # DEPENDENCYPART_GRANDSIBL
(20,6),(6,5),(6,1),-0.0425794 # DEPENDENCYPART_GRANDSIBL
(20,6),(6,5),(6,-1),-0.0193464 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,6),(6,4),(6,3),-0.0420989 # DEPENDENCYPART_GRANDSIBL
(20,6),(6,4),(6,2),-0.0420254 # DEPENDENCYPART_GRANDSIBL
(20,6),(6,4),(6,1),-0.0430076 # DEPENDENCYPART_GRANDSIBL
(20,6),(6,4),(6,-1),-0.0419898 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,6),(6,3),(6,2),-0.0419989 # DEPENDENCYPART_GRANDSIBL
(20,6),(6,3),(6,1),-0.0422938 # DEPENDENCYPART_GRANDSIBL
(20,6),(6,3),(6,-1),-0.0375175 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,6),(6,2),(6,1),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(20,6),(6,2),(6,-1),-0.0455886 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,6),(6,1),(6,-1),-0.0482808 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,9),(9,9),(9,10),0.103442 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,9),(9,9),(9,11),0.0811484 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,9),(9,9),(9,12),0.112542 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,9),(9,9),(9,13),0.106226 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,9),(9,9),(9,14),0.0967445 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,9),(9,9),(9,15),0.112541 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,9),(9,9),(9,16),0.117216 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,9),(9,9),(9,17),0.103442 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,9),(9,9),(9,18),0.10592 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,9),(9,9),(9,19),0.12439 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,9),(9,9),(9,20),-0.125033 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,9),(9,9),(9,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,9),(9,9),(9,22),-0.0645728 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,9),(9,10),(9,11),0.118751 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,10),(9,12),0.113409 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,10),(9,13),0.118065 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,10),(9,14),0.118242 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,10),(9,15),0.113409 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,10),(9,16),0.118943 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,10),(9,17),0.119163 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,10),(9,18),0.118064 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,10),(9,19),0.119 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,10),(9,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,9),(9,10),(9,21),-0.125117 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,10),(9,22),-0.130106 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,9),(9,11),(9,12),0.118907 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,11),(9,13),0.119163 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,11),(9,14),0.119164 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,11),(9,15),0.118907 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,11),(9,16),0.128328 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,11),(9,17),0.119154 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,11),(9,18),0.119163 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,11),(9,19),0.118757 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,11),(9,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,9),(9,11),(9,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,11),(9,22),-0.140577 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,9),(9,12),(9,13),0.118436 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,12),(9,14),0.122868 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,12),(9,15),0.115791 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,12),(9,16),0.117667 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,12),(9,17),0.117147 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,12),(9,18),0.118436 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,12),(9,19),0.119132 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,12),(9,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,9),(9,12),(9,21),-0.124966 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,12),(9,22),-0.154398 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,9),(9,13),(9,14),0.119136 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,13),(9,15),0.118865 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,13),(9,16),0.118976 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,13),(9,17),0.118754 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,13),(9,18),0.119092 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,13),(9,19),0.119084 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,13),(9,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,9),(9,13),(9,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,13),(9,22),-0.139862 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,9),(9,14),(9,15),0.118635 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,14),(9,16),0.118522 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,14),(9,17),0.119142 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,14),(9,18),0.119099 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,14),(9,19),0.117958 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,14),(9,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,9),(9,14),(9,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,14),(9,22),-0.150819 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,9),(9,15),(9,16),0.117666 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,15),(9,17),0.117147 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,15),(9,18),0.118436 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,15),(9,19),0.119132 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,15),(9,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,9),(9,15),(9,21),-0.124966 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,15),(9,22),-0.154398 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,9),(9,16),(9,17),0.118627 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,16),(9,18),0.122607 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,16),(9,19),0.119122 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,16),(9,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,9),(9,16),(9,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,16),(9,22),-0.13249 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,9),(9,17),(9,18),0.118064 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,17),(9,19),0.119 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,17),(9,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,9),(9,17),(9,21),-0.125117 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,17),(9,22),-0.130106 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,9),(9,18),(9,19),0.119078 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,18),(9,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,9),(9,18),(9,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,18),(9,22),-0.140124 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,9),(9,19),(9,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,9),(9,19),(9,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,19),(9,22),-0.122364 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,9),(9,20),(9,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,9),(9,20),(9,22),-0.150874 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,9),(9,21),(9,22),-0.125244 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,9),(9,9),(9,8),-0.0316842 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,9),(9,9),(9,7),-0.0371333 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,9),(9,9),(9,6),-0.0259375 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,9),(9,9),(9,5),-0.0316842 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,9),(9,9),(9,4),-0.0588544 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,9),(9,9),(9,3),-0.0495635 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,9),(9,9),(9,1),-0.0271101 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,9),(9,9),(9,-1),-0.0799168 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,9),(9,8),(9,7),-0.042742 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,8),(9,6),-0.0425794 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,8),(9,5),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,8),(9,4),-0.0420105 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,8),(9,3),-0.0426858 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,8),(9,1),-0.0425794 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,8),(9,-1),-0.0169978 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,9),(9,7),(9,6),-0.0426918 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,7),(9,5),-0.0420037 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,7),(9,4),-0.0348217 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,7),(9,3),-0.0427367 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,7),(9,1),-0.0426918 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,7),(9,-1),-0.0485829 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,9),(9,6),(9,5),-0.0508106 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,6),(9,4),-0.0359764 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,6),(9,3),-0.0326674 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,6),(9,1),-0.0417642 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,6),(9,-1),-0.047093 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,9),(9,5),(9,4),-0.0420105 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,5),(9,3),-0.0426858 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,5),(9,1),-0.0425794 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,5),(9,-1),-0.0169978 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,9),(9,4),(9,3),-0.0420989 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,4),(9,1),-0.0430076 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,4),(9,-1),-0.0419898 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,9),(9,3),(9,1),-0.0422938 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,3),(9,-1),-0.0374866 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,9),(9,1),(9,-1),-0.0482808 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,15),(15,16),0.116872 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,15),(15,17),0.103376 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,15),(15,18),0.105907 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,15),(15,19),0.12439 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,15),(15,20),-0.125033 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,15),(15,15),(15,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,15),(15,22),-0.0555525 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,15),(15,16),(15,17),0.118627 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,16),(15,18),0.122607 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,16),(15,19),0.119122 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,16),(15,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,16),(15,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,16),(15,22),-0.133355 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,17),(15,18),0.118064 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,17),(15,19),0.119 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,17),(15,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,17),(15,21),-0.125117 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,17),(15,22),-0.130106 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,18),(15,19),0.119078 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,18),(15,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,18),(15,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,18),(15,22),-0.140137 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,19),(15,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,19),(15,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,19),(15,22),-0.122364 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,20),(15,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,20),(15,22),-0.150874 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,15),(15,21),(15,22),-0.125244 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,15),(15,14),-0.0125829 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,15),(15,13),-0.0588255 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,15),(15,12),-0.0271101 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,15),(15,11),-0.0317803 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,15),(15,10),-0.0681906 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,15),(15,8),-0.0317803 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,15),(15,-1),-0.0823166 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,15),(15,14),(15,13),-0.042956 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,14),(15,12),-0.0445618 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,14),(15,11),-0.0442545 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,14),(15,10),-0.0440194 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,14),(15,8),-0.0442545 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,14),(15,-1),-0.00160847 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,13),(15,12),-0.0430076 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,13),(15,11),-0.042592 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,13),(15,10),-0.0473098 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,13),(15,8),-0.042592 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,13),(15,-1),-0.0418148 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,12),(15,11),-0.0508106 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,12),(15,10),-0.0432312 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,12),(15,8),-0.0508106 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,12),(15,-1),-0.0482814 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,11),(15,10),-0.0425478 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,11),(15,8),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,11),(15,-1),-0.0171406 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,10),(15,8),-0.0424048 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,10),(15,-1),-0.0675487 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,8),(15,-1),-0.0171406 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,16),(16,16),(16,17),0.120728 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,16),(16,16),(16,18),0.112767 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,16),(16,16),(16,19),0.111899 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,16),(16,16),(16,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,16),(16,16),(16,22),-0.0363137 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,16),(16,17),(16,18),0.119163 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,17),(16,19),0.11903 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,17),(16,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,16),(16,17),(16,22),-0.12211 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,16),(16,18),(16,19),0.119146 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,18),(16,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,16),(16,18),(16,22),-0.129741 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,16),(16,19),(16,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,16),(16,19),(16,22),-0.135883 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,16),(16,20),(16,22),-0.131917 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,16),(16,16),(16,15),-0.0143297 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,16),(16,16),(16,14),-0.0526615 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,16),(16,16),(16,12),-0.018112 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,16),(16,16),(16,-1),-0.155689 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,16),(16,15),(16,14),-0.042176 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,15),(16,12),-0.0426318 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,15),(16,-1),0.028507 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,16),(16,14),(16,12),-0.0459972 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,14),(16,-1),-0.0491704 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,16),(16,12),(16,-1),0.023411 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,17),(17,17),(17,22),-0.172863 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,17),(17,17),(17,16),-0.0424658 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,17),(17,17),(17,-1),-0.0871971 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,17),(17,16),(17,-1),-0.0427093 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,19),(19,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,19),(19,19),(19,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,22),-0.0603552 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,19),(19,20),(19,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,20),(19,22),-0.127697 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,19),(19,21),(19,22),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,19),(19,15),-0.0538153 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
