# _root_ `` The way the world is shaping up , the strategic buyer is going to be the rule and the financial buyer is going to be the exception , '' said one trader .
#goldHeads=31,3,19,5,6,3,6,7,19,12,12,13,19,13,16,14,18,16,31,22,22,23,19,23,26,24,28,26,31,31,0,33,31,31,
#predictedHeads=31,3,13,5,6,3,6,7,13,12,12,13,19,13,16,14,18,16,31,22,22,23,19,23,26,24,28,26,31,31,0,33,31,31,
(19,13),(8,12),-0.156827 # DEPENDENCYPART_HEADBIGRAM
(19,13),(13,12),0.0640081 # DEPENDENCYPART_HEADBIGRAM
(19,13),(14,12),-0.189007 # DEPENDENCYPART_HEADBIGRAM
(19,13),(16,12),-0.189658 # DEPENDENCYPART_HEADBIGRAM
(19,13),(19,12),0.432979 # DEPENDENCYPART_HEADBIGRAM
(19,13),(23,12),0.029413 # DEPENDENCYPART_HEADBIGRAM
(19,13),(26,12),0.022704 # DEPENDENCYPART_HEADBIGRAM
(19,13),(31,12),0.0203595 # DEPENDENCYPART_HEADBIGRAM
(19,14),(0,13),-0.211306 # DEPENDENCYPART_HEADBIGRAM
(19,14),(3,13),-0.0941328 # DEPENDENCYPART_HEADBIGRAM
(19,14),(6,13),-0.265278 # DEPENDENCYPART_HEADBIGRAM
(19,14),(7,13),-0.251015 # DEPENDENCYPART_HEADBIGRAM
(19,14),(12,13),-0.0690268 # DEPENDENCYPART_HEADBIGRAM
(19,14),(16,13),-0.18464 # DEPENDENCYPART_HEADBIGRAM
(19,14),(19,13),-0.111249 # DEPENDENCYPART_HEADBIGRAM
(19,14),(23,13),0.0311241 # DEPENDENCYPART_HEADBIGRAM
(19,14),(26,13),0.0497348 # DEPENDENCYPART_HEADBIGRAM
(19,14),(31,13),0.0412913 # DEPENDENCYPART_HEADBIGRAM
(19,15),(6,14),-0.0643963 # DEPENDENCYPART_HEADBIGRAM
(19,15),(7,14),-0.0869829 # DEPENDENCYPART_HEADBIGRAM
(19,15),(10,14),-0.12152 # DEPENDENCYPART_HEADBIGRAM
(19,15),(11,14),-0.126142 # DEPENDENCYPART_HEADBIGRAM
(19,15),(12,14),-0.116859 # DEPENDENCYPART_HEADBIGRAM
(19,15),(13,14),-0.0819857 # DEPENDENCYPART_HEADBIGRAM
(19,15),(16,14),-0.106312 # DEPENDENCYPART_HEADBIGRAM
(19,15),(19,14),-0.0734938 # DEPENDENCYPART_HEADBIGRAM
(19,15),(23,14),0.1213 # DEPENDENCYPART_HEADBIGRAM
(19,15),(31,14),0.0930569 # DEPENDENCYPART_HEADBIGRAM
(19,16),(13,15),-0.280947 # DEPENDENCYPART_HEADBIGRAM
(19,16),(14,15),-0.279787 # DEPENDENCYPART_HEADBIGRAM
(19,16),(16,15),-0.0618315 # DEPENDENCYPART_HEADBIGRAM
(19,16),(19,15),0.275766 # DEPENDENCYPART_HEADBIGRAM
(19,16),(23,15),0.00338343 # DEPENDENCYPART_HEADBIGRAM
(19,17),(7,16),-0.142963 # DEPENDENCYPART_HEADBIGRAM
(19,17),(12,16),-0.15074 # DEPENDENCYPART_HEADBIGRAM
(19,17),(13,16),-0.119756 # DEPENDENCYPART_HEADBIGRAM
(19,17),(14,16),-0.146 # DEPENDENCYPART_HEADBIGRAM
(19,17),(15,16),-0.107172 # DEPENDENCYPART_HEADBIGRAM
(19,17),(17,16),-0.12412 # DEPENDENCYPART_HEADBIGRAM
(19,17),(18,16),-0.137957 # DEPENDENCYPART_HEADBIGRAM
(19,17),(19,16),0.0122842 # DEPENDENCYPART_HEADBIGRAM
(19,17),(23,16),0.118577 # DEPENDENCYPART_HEADBIGRAM
(19,17),(31,16),0.072126 # DEPENDENCYPART_HEADBIGRAM
(19,18),(16,17),-0.149013 # DEPENDENCYPART_HEADBIGRAM
(19,18),(18,17),0.0116529 # DEPENDENCYPART_HEADBIGRAM
(19,18),(19,17),0.147057 # DEPENDENCYPART_HEADBIGRAM
(19,18),(21,17),0.105608 # DEPENDENCYPART_HEADBIGRAM
(19,18),(22,17),0.0101135 # DEPENDENCYPART_HEADBIGRAM
(19,18),(23,17),0.094723 # DEPENDENCYPART_HEADBIGRAM
(19,20),(3,19),-0.0408167 # DEPENDENCYPART_HEADBIGRAM
(19,20),(6,19),-0.0848977 # DEPENDENCYPART_HEADBIGRAM
(19,20),(7,19),-0.0793601 # DEPENDENCYPART_HEADBIGRAM
(19,20),(13,19),-0.0840099 # DEPENDENCYPART_HEADBIGRAM
(19,20),(14,19),-0.0820443 # DEPENDENCYPART_HEADBIGRAM
(19,20),(15,19),-0.0645835 # DEPENDENCYPART_HEADBIGRAM
(19,20),(16,19),-0.0820857 # DEPENDENCYPART_HEADBIGRAM
(19,20),(22,19),0.133508 # DEPENDENCYPART_HEADBIGRAM
(19,20),(23,19),0.0897212 # DEPENDENCYPART_HEADBIGRAM
(19,20),(31,19),0.0935535 # DEPENDENCYPART_HEADBIGRAM
(19,21),(16,20),-0.0604932 # DEPENDENCYPART_HEADBIGRAM
(19,21),(19,20),0.075159 # DEPENDENCYPART_HEADBIGRAM
(19,21),(21,20),0.191272 # DEPENDENCYPART_HEADBIGRAM
(19,21),(22,20),0.0914079 # DEPENDENCYPART_HEADBIGRAM
(19,21),(23,20),0.0898877 # DEPENDENCYPART_HEADBIGRAM
(19,21),(26,20),0.0924182 # DEPENDENCYPART_HEADBIGRAM
(19,22),(16,21),-0.110181 # DEPENDENCYPART_HEADBIGRAM
(19,22),(19,21),0.15879 # DEPENDENCYPART_HEADBIGRAM
(19,22),(20,21),0.211522 # DEPENDENCYPART_HEADBIGRAM
(19,22),(22,21),0.237079 # DEPENDENCYPART_HEADBIGRAM
(19,22),(23,21),0.0394075 # DEPENDENCYPART_HEADBIGRAM
(19,22),(26,21),0.0390111 # DEPENDENCYPART_HEADBIGRAM
(19,23),(13,22),-0.120673 # DEPENDENCYPART_HEADBIGRAM
(19,23),(14,22),-0.124841 # DEPENDENCYPART_HEADBIGRAM
(19,23),(15,22),-0.050962 # DEPENDENCYPART_HEADBIGRAM
(19,23),(16,22),-0.125117 # DEPENDENCYPART_HEADBIGRAM
(19,23),(18,22),-0.0533778 # DEPENDENCYPART_HEADBIGRAM
(19,23),(19,22),0.128203 # DEPENDENCYPART_HEADBIGRAM
(19,23),(23,22),0.376628 # DEPENDENCYPART_HEADBIGRAM
(19,23),(24,22),0.0284863 # DEPENDENCYPART_HEADBIGRAM
(19,23),(26,22),0.0275474 # DEPENDENCYPART_HEADBIGRAM
(19,23),(31,22),0.0257166 # DEPENDENCYPART_HEADBIGRAM
(19,24),(0,23),-0.10106 # DEPENDENCYPART_HEADBIGRAM
(19,24),(7,23),-0.12317 # DEPENDENCYPART_HEADBIGRAM
(19,24),(13,23),-0.131777 # DEPENDENCYPART_HEADBIGRAM
(19,24),(14,23),-0.124482 # DEPENDENCYPART_HEADBIGRAM
(19,24),(16,23),-0.124071 # DEPENDENCYPART_HEADBIGRAM
(19,24),(18,23),-0.0427643 # DEPENDENCYPART_HEADBIGRAM
(19,24),(19,23),-0.0738766 # DEPENDENCYPART_HEADBIGRAM
(19,24),(21,23),0.0778285 # DEPENDENCYPART_HEADBIGRAM
(19,24),(22,23),0.0829437 # DEPENDENCYPART_HEADBIGRAM
(19,24),(31,23),0.0339769 # DEPENDENCYPART_HEADBIGRAM
(19,25),(7,24),-0.0372961 # DEPENDENCYPART_HEADBIGRAM
(19,25),(13,24),-0.0277975 # DEPENDENCYPART_HEADBIGRAM
(19,25),(14,24),-0.0367057 # DEPENDENCYPART_HEADBIGRAM
(19,25),(16,24),-0.0386789 # DEPENDENCYPART_HEADBIGRAM
(19,25),(19,24),0.0326513 # DEPENDENCYPART_HEADBIGRAM
(19,25),(20,24),0.106296 # DEPENDENCYPART_HEADBIGRAM
(19,25),(21,24),0.104212 # DEPENDENCYPART_HEADBIGRAM
(19,25),(22,24),0.122854 # DEPENDENCYPART_HEADBIGRAM
(19,25),(23,24),0.139239 # DEPENDENCYPART_HEADBIGRAM
(19,25),(31,24),0.102993 # DEPENDENCYPART_HEADBIGRAM
(19,26),(19,25),0.133641 # DEPENDENCYPART_HEADBIGRAM
(19,26),(23,25),-0.0365225 # DEPENDENCYPART_HEADBIGRAM
(19,26),(24,25),-0.0357502 # DEPENDENCYPART_HEADBIGRAM
(19,26),(26,25),0.146875 # DEPENDENCYPART_HEADBIGRAM
(19,26),(28,25),0.117526 # DEPENDENCYPART_HEADBIGRAM
(19,26),(31,25),0.00997144 # DEPENDENCYPART_HEADBIGRAM
(19,28),(26,27),0.104454 # DEPENDENCYPART_HEADBIGRAM
(19,28),(28,27),0.133408 # DEPENDENCYPART_HEADBIGRAM
(19,28),(31,27),0.0946013 # DEPENDENCYPART_HEADBIGRAM
(19,28),(33,27),0.021526 # DEPENDENCYPART_HEADBIGRAM
(19,29),(14,28),-0.0565948 # DEPENDENCYPART_HEADBIGRAM
(19,29),(16,28),-0.0617231 # DEPENDENCYPART_HEADBIGRAM
(19,29),(19,28),0.13533 # DEPENDENCYPART_HEADBIGRAM
(19,29),(23,28),0.107679 # DEPENDENCYPART_HEADBIGRAM
(19,29),(24,28),0.107878 # DEPENDENCYPART_HEADBIGRAM
(19,29),(25,28),0.145869 # DEPENDENCYPART_HEADBIGRAM
(19,29),(26,28),0.166156 # DEPENDENCYPART_HEADBIGRAM
(19,29),(31,28),0.0792289 # DEPENDENCYPART_HEADBIGRAM
(19,29),(32,28),0.101809 # DEPENDENCYPART_HEADBIGRAM
(19,29),(33,28),0.0729311 # DEPENDENCYPART_HEADBIGRAM
(19,30),(7,29),-0.0610843 # DEPENDENCYPART_HEADBIGRAM
(19,30),(13,29),-0.0619387 # DEPENDENCYPART_HEADBIGRAM
(19,30),(14,29),-0.0619131 # DEPENDENCYPART_HEADBIGRAM
(19,30),(16,29),-0.0619012 # DEPENDENCYPART_HEADBIGRAM
(19,30),(19,29),0.196312 # DEPENDENCYPART_HEADBIGRAM
(19,30),(23,29),0.101319 # DEPENDENCYPART_HEADBIGRAM
(19,30),(24,29),0.0990852 # DEPENDENCYPART_HEADBIGRAM
(19,30),(26,29),0.099109 # DEPENDENCYPART_HEADBIGRAM
(19,30),(28,29),0.093624 # DEPENDENCYPART_HEADBIGRAM
(19,30),(31,29),0.0925635 # DEPENDENCYPART_HEADBIGRAM
(19,31),(6,30),-0.0582344 # DEPENDENCYPART_HEADBIGRAM
(19,31),(7,30),-0.0581601 # DEPENDENCYPART_HEADBIGRAM
(19,31),(13,30),-0.0580031 # DEPENDENCYPART_HEADBIGRAM
(19,31),(14,30),-0.0579613 # DEPENDENCYPART_HEADBIGRAM
(19,31),(19,30),0.129332 # DEPENDENCYPART_HEADBIGRAM
(19,31),(23,30),0.137146 # DEPENDENCYPART_HEADBIGRAM
(19,31),(26,30),0.0959203 # DEPENDENCYPART_HEADBIGRAM
(19,31),(28,30),0.117221 # DEPENDENCYPART_HEADBIGRAM
(19,31),(31,30),0.0460973 # DEPENDENCYPART_HEADBIGRAM
(19,31),(33,30),0.0933542 # DEPENDENCYPART_HEADBIGRAM
(19,33),(26,32),0.0837662 # DEPENDENCYPART_HEADBIGRAM
(19,33),(28,32),0.0775843 # DEPENDENCYPART_HEADBIGRAM
(19,33),(31,32),0.0772986 # DEPENDENCYPART_HEADBIGRAM
(19,33),(33,32),0.0603532 # DEPENDENCYPART_HEADBIGRAM
(19,34),(16,33),-0.0859728 # DEPENDENCYPART_HEADBIGRAM
(19,34),(19,33),0.0443904 # DEPENDENCYPART_HEADBIGRAM
(19,34),(23,33),0.156124 # DEPENDENCYPART_HEADBIGRAM
(19,34),(24,33),0.153315 # DEPENDENCYPART_HEADBIGRAM
(19,34),(25,33),0.367662 # DEPENDENCYPART_HEADBIGRAM
(19,34),(26,33),0.141819 # DEPENDENCYPART_HEADBIGRAM
(19,34),(28,33),0.0114633 # DEPENDENCYPART_HEADBIGRAM
(19,34),(31,33),0.157419 # DEPENDENCYPART_HEADBIGRAM
(19,34),(32,33),0.236042 # DEPENDENCYPART_HEADBIGRAM
(19,34),(34,33),0.0411387 # DEPENDENCYPART_HEADBIGRAM
(20,21),(16,20),-0.061535 # DEPENDENCYPART_HEADBIGRAM
(20,21),(19,20),-0.0612865 # DEPENDENCYPART_HEADBIGRAM
(20,21),(21,20),0.0391085 # DEPENDENCYPART_HEADBIGRAM
(20,21),(22,20),0.0805998 # DEPENDENCYPART_HEADBIGRAM
(20,21),(23,20),0.100718 # DEPENDENCYPART_HEADBIGRAM
(20,21),(26,20),0.106897 # DEPENDENCYPART_HEADBIGRAM
(20,24),(0,23),-0.0584344 # DEPENDENCYPART_HEADBIGRAM
(20,24),(7,23),-0.0611732 # DEPENDENCYPART_HEADBIGRAM
(20,24),(13,23),-0.0614327 # DEPENDENCYPART_HEADBIGRAM
(20,24),(14,23),-0.0612306 # DEPENDENCYPART_HEADBIGRAM
(20,24),(16,23),-0.0612352 # DEPENDENCYPART_HEADBIGRAM
(20,24),(18,23),-0.0576624 # DEPENDENCYPART_HEADBIGRAM
(20,24),(19,23),-0.057606 # DEPENDENCYPART_HEADBIGRAM
(20,24),(21,23),0.0753891 # DEPENDENCYPART_HEADBIGRAM
(20,24),(22,23),0.0752733 # DEPENDENCYPART_HEADBIGRAM
(20,24),(31,23),0.0967853 # DEPENDENCYPART_HEADBIGRAM
(21,17),(7,16),-0.140417 # DEPENDENCYPART_HEADBIGRAM
(21,17),(12,16),-0.149455 # DEPENDENCYPART_HEADBIGRAM
(21,17),(13,16),-0.17025 # DEPENDENCYPART_HEADBIGRAM
(21,17),(14,16),-0.125603 # DEPENDENCYPART_HEADBIGRAM
(21,17),(15,16),-0.092398 # DEPENDENCYPART_HEADBIGRAM
(21,17),(17,16),-0.123904 # DEPENDENCYPART_HEADBIGRAM
(21,17),(18,16),-0.128948 # DEPENDENCYPART_HEADBIGRAM
(21,17),(19,16),-0.114116 # DEPENDENCYPART_HEADBIGRAM
(21,17),(23,16),0.112566 # DEPENDENCYPART_HEADBIGRAM
(21,17),(31,16),0.0650942 # DEPENDENCYPART_HEADBIGRAM
(21,18),(16,17),-0.11725 # DEPENDENCYPART_HEADBIGRAM
(21,18),(18,17),-0.0555066 # DEPENDENCYPART_HEADBIGRAM
(21,18),(19,17),-0.129328 # DEPENDENCYPART_HEADBIGRAM
(21,18),(21,17),0.0364516 # DEPENDENCYPART_HEADBIGRAM
(21,18),(22,17),0.150159 # DEPENDENCYPART_HEADBIGRAM
(21,18),(23,17),0.138581 # DEPENDENCYPART_HEADBIGRAM
(21,20),(3,19),-0.0541347 # DEPENDENCYPART_HEADBIGRAM
(21,20),(6,19),-0.0995376 # DEPENDENCYPART_HEADBIGRAM
(21,20),(7,19),-0.105276 # DEPENDENCYPART_HEADBIGRAM
(21,20),(13,19),-0.0863227 # DEPENDENCYPART_HEADBIGRAM
(21,20),(14,19),-0.227688 # DEPENDENCYPART_HEADBIGRAM
(21,20),(15,19),-0.198715 # DEPENDENCYPART_HEADBIGRAM
(21,20),(16,19),-0.230154 # DEPENDENCYPART_HEADBIGRAM
(21,20),(22,19),0.127985 # DEPENDENCYPART_HEADBIGRAM
(21,20),(23,19),0.0783604 # DEPENDENCYPART_HEADBIGRAM
(21,20),(31,19),0.0502798 # DEPENDENCYPART_HEADBIGRAM
(21,23),(13,22),-0.0623676 # DEPENDENCYPART_HEADBIGRAM
(21,23),(14,22),-0.0620646 # DEPENDENCYPART_HEADBIGRAM
(21,23),(15,22),-0.0572818 # DEPENDENCYPART_HEADBIGRAM
(21,23),(16,22),-0.0624599 # DEPENDENCYPART_HEADBIGRAM
(21,23),(18,22),-0.0623344 # DEPENDENCYPART_HEADBIGRAM
(21,23),(19,22),-0.0504392 # DEPENDENCYPART_HEADBIGRAM
(21,23),(23,22),0.146305 # DEPENDENCYPART_HEADBIGRAM
(21,23),(24,22),0.0939023 # DEPENDENCYPART_HEADBIGRAM
(21,23),(26,22),0.0916917 # DEPENDENCYPART_HEADBIGRAM
(21,23),(31,22),0.0936336 # DEPENDENCYPART_HEADBIGRAM
(21,24),(0,23),-0.0588961 # DEPENDENCYPART_HEADBIGRAM
(21,24),(7,23),-0.0587954 # DEPENDENCYPART_HEADBIGRAM
(21,24),(13,23),-0.0588532 # DEPENDENCYPART_HEADBIGRAM
(21,24),(14,23),-0.0588528 # DEPENDENCYPART_HEADBIGRAM
(21,24),(16,23),-0.0588537 # DEPENDENCYPART_HEADBIGRAM
(21,24),(18,23),-0.0544936 # DEPENDENCYPART_HEADBIGRAM
(21,24),(19,23),-0.0613917 # DEPENDENCYPART_HEADBIGRAM
(21,24),(21,23),0.0961194 # DEPENDENCYPART_HEADBIGRAM
(21,24),(22,23),0.0820658 # DEPENDENCYPART_HEADBIGRAM
(21,24),(31,23),0.0991582 # DEPENDENCYPART_HEADBIGRAM
(21,26),(19,25),-0.058106 # DEPENDENCYPART_HEADBIGRAM
(21,26),(23,25),0.0847143 # DEPENDENCYPART_HEADBIGRAM
(21,26),(24,25),0.0847472 # DEPENDENCYPART_HEADBIGRAM
(21,26),(26,25),0.383793 # DEPENDENCYPART_HEADBIGRAM
(21,26),(28,25),0.0950707 # DEPENDENCYPART_HEADBIGRAM
(21,26),(31,25),0.113082 # DEPENDENCYPART_HEADBIGRAM
(22,11),(7,10),-0.125981 # DEPENDENCYPART_HEADBIGRAM
(22,11),(11,10),-0.128771 # DEPENDENCYPART_HEADBIGRAM
(22,11),(12,10),-0.148696 # DEPENDENCYPART_HEADBIGRAM
(22,11),(13,10),-0.123234 # DEPENDENCYPART_HEADBIGRAM
(22,11),(19,10),-0.112678 # DEPENDENCYPART_HEADBIGRAM
(22,11),(23,10),0.109163 # DEPENDENCYPART_HEADBIGRAM
(22,17),(7,16),-0.158026 # DEPENDENCYPART_HEADBIGRAM
(22,17),(12,16),-0.162504 # DEPENDENCYPART_HEADBIGRAM
(22,17),(13,16),-0.18234 # DEPENDENCYPART_HEADBIGRAM
(22,17),(14,16),-0.14296 # DEPENDENCYPART_HEADBIGRAM
(22,17),(15,16),-0.122859 # DEPENDENCYPART_HEADBIGRAM
(22,17),(17,16),-0.115083 # DEPENDENCYPART_HEADBIGRAM
(22,17),(18,16),-0.132903 # DEPENDENCYPART_HEADBIGRAM
(22,17),(19,16),-0.124689 # DEPENDENCYPART_HEADBIGRAM
(22,17),(23,16),0.063335 # DEPENDENCYPART_HEADBIGRAM
(22,17),(31,16),-0.0144647 # DEPENDENCYPART_HEADBIGRAM
(22,18),(16,17),-0.120562 # DEPENDENCYPART_HEADBIGRAM
(22,18),(18,17),-0.031058 # DEPENDENCYPART_HEADBIGRAM
(22,18),(19,17),-0.110815 # DEPENDENCYPART_HEADBIGRAM
(22,18),(21,17),-0.13455 # DEPENDENCYPART_HEADBIGRAM
(22,18),(22,17),0.0395436 # DEPENDENCYPART_HEADBIGRAM
(22,18),(23,17),0.140532 # DEPENDENCYPART_HEADBIGRAM
(22,19),(13,18),-0.182041 # DEPENDENCYPART_HEADBIGRAM
(22,19),(14,18),-0.176634 # DEPENDENCYPART_HEADBIGRAM
(22,19),(15,18),-0.126192 # DEPENDENCYPART_HEADBIGRAM
(22,19),(16,18),-0.191224 # DEPENDENCYPART_HEADBIGRAM
(22,19),(19,18),0.0660993 # DEPENDENCYPART_HEADBIGRAM
(22,19),(21,18),-0.118704 # DEPENDENCYPART_HEADBIGRAM
(22,19),(22,18),-0.0532476 # DEPENDENCYPART_HEADBIGRAM
(22,19),(23,18),0.0747317 # DEPENDENCYPART_HEADBIGRAM
(22,19),(24,18),0.0774758 # DEPENDENCYPART_HEADBIGRAM
(22,19),(26,18),0.0741718 # DEPENDENCYPART_HEADBIGRAM
(22,20),(3,19),-0.104115 # DEPENDENCYPART_HEADBIGRAM
(22,20),(6,19),-0.0815241 # DEPENDENCYPART_HEADBIGRAM
(22,20),(7,19),-0.0450338 # DEPENDENCYPART_HEADBIGRAM
(22,20),(13,19),-0.0683092 # DEPENDENCYPART_HEADBIGRAM
(22,20),(14,19),-0.168883 # DEPENDENCYPART_HEADBIGRAM
(22,20),(15,19),-0.0848904 # DEPENDENCYPART_HEADBIGRAM
(22,20),(16,19),-0.220198 # DEPENDENCYPART_HEADBIGRAM
(22,20),(22,19),0.0466452 # DEPENDENCYPART_HEADBIGRAM
(22,20),(23,19),0.111425 # DEPENDENCYPART_HEADBIGRAM
(22,20),(31,19),0.0530961 # DEPENDENCYPART_HEADBIGRAM
(22,21),(16,20),-0.126432 # DEPENDENCYPART_HEADBIGRAM
(22,21),(19,20),-0.140606 # DEPENDENCYPART_HEADBIGRAM
(22,21),(21,20),-0.0689231 # DEPENDENCYPART_HEADBIGRAM
(22,21),(22,20),0.200359 # DEPENDENCYPART_HEADBIGRAM
(22,21),(23,20),0.157 # DEPENDENCYPART_HEADBIGRAM
(22,21),(26,20),0.110181 # DEPENDENCYPART_HEADBIGRAM
(22,23),(13,22),-0.0726853 # DEPENDENCYPART_HEADBIGRAM
(22,23),(14,22),-0.0706359 # DEPENDENCYPART_HEADBIGRAM
(22,23),(15,22),-0.111245 # DEPENDENCYPART_HEADBIGRAM
(22,23),(16,22),-0.0609461 # DEPENDENCYPART_HEADBIGRAM
(22,23),(18,22),-0.091245 # DEPENDENCYPART_HEADBIGRAM
(22,23),(19,22),-0.249353 # DEPENDENCYPART_HEADBIGRAM
(22,23),(23,22),-0.18448 # DEPENDENCYPART_HEADBIGRAM
(22,23),(24,22),0.0852532 # DEPENDENCYPART_HEADBIGRAM
(22,23),(26,22),0.18863 # DEPENDENCYPART_HEADBIGRAM
(22,23),(31,22),0.0546489 # DEPENDENCYPART_HEADBIGRAM
(22,24),(0,23),-0.112193 # DEPENDENCYPART_HEADBIGRAM
(22,24),(7,23),-0.0607962 # DEPENDENCYPART_HEADBIGRAM
(22,24),(13,23),-0.0710933 # DEPENDENCYPART_HEADBIGRAM
(22,24),(14,23),-0.0582633 # DEPENDENCYPART_HEADBIGRAM
(22,24),(16,23),-0.0576332 # DEPENDENCYPART_HEADBIGRAM
(22,24),(18,23),-0.046019 # DEPENDENCYPART_HEADBIGRAM
(22,24),(19,23),-0.050403 # DEPENDENCYPART_HEADBIGRAM
(22,24),(21,23),-0.064585 # DEPENDENCYPART_HEADBIGRAM
(22,24),(22,23),0.0638298 # DEPENDENCYPART_HEADBIGRAM
(22,24),(31,23),0.081266 # DEPENDENCYPART_HEADBIGRAM
(22,26),(19,25),-0.058553 # DEPENDENCYPART_HEADBIGRAM
(22,26),(23,25),0.0359085 # DEPENDENCYPART_HEADBIGRAM
(22,26),(24,25),0.0366682 # DEPENDENCYPART_HEADBIGRAM
(22,26),(26,25),0.379112 # DEPENDENCYPART_HEADBIGRAM
(22,26),(28,25),0.0935171 # DEPENDENCYPART_HEADBIGRAM
(22,26),(31,25),0.0740433 # DEPENDENCYPART_HEADBIGRAM
(23,3),(3,2),-0.0497359 # DEPENDENCYPART_HEADBIGRAM
(23,3),(5,2),-0.231582 # DEPENDENCYPART_HEADBIGRAM
(23,3),(6,2),-0.129902 # DEPENDENCYPART_HEADBIGRAM
(23,5),(3,4),-0.216457 # DEPENDENCYPART_HEADBIGRAM
(23,5),(5,4),-0.0860088 # DEPENDENCYPART_HEADBIGRAM
(23,5),(6,4),-0.127034 # DEPENDENCYPART_HEADBIGRAM
(23,6),(2,5),-0.118002 # DEPENDENCYPART_HEADBIGRAM
(23,6),(3,5),-0.101471 # DEPENDENCYPART_HEADBIGRAM
(23,6),(6,5),-0.112644 # DEPENDENCYPART_HEADBIGRAM
(23,6),(7,5),-0.155295 # DEPENDENCYPART_HEADBIGRAM
(23,6),(13,5),-0.167297 # DEPENDENCYPART_HEADBIGRAM
(23,6),(16,5),-0.156369 # DEPENDENCYPART_HEADBIGRAM
(23,6),(19,5),-0.151687 # DEPENDENCYPART_HEADBIGRAM
(23,6),(23,5),-0.0956997 # DEPENDENCYPART_HEADBIGRAM
(23,6),(31,5),0.0619694 # DEPENDENCYPART_HEADBIGRAM
(23,7),(0,6),-0.141067 # DEPENDENCYPART_HEADBIGRAM
(23,7),(3,6),-0.139342 # DEPENDENCYPART_HEADBIGRAM
(23,7),(4,6),-0.115407 # DEPENDENCYPART_HEADBIGRAM
(23,7),(5,6),-0.122888 # DEPENDENCYPART_HEADBIGRAM
(23,7),(7,6),-0.172905 # DEPENDENCYPART_HEADBIGRAM
(23,7),(13,6),-0.115545 # DEPENDENCYPART_HEADBIGRAM
(23,7),(16,6),-0.106039 # DEPENDENCYPART_HEADBIGRAM
(23,7),(19,6),-0.137129 # DEPENDENCYPART_HEADBIGRAM
(23,7),(23,6),0.0054508 # DEPENDENCYPART_HEADBIGRAM
(23,7),(31,6),0.0956483 # DEPENDENCYPART_HEADBIGRAM
(23,9),(6,8),-0.0992163 # DEPENDENCYPART_HEADBIGRAM
(23,9),(7,8),-0.108292 # DEPENDENCYPART_HEADBIGRAM
(23,10),(3,9),-0.212859 # DEPENDENCYPART_HEADBIGRAM
(23,10),(6,9),-0.151793 # DEPENDENCYPART_HEADBIGRAM
(23,10),(7,9),-0.148399 # DEPENDENCYPART_HEADBIGRAM
(23,10),(10,9),-0.131565 # DEPENDENCYPART_HEADBIGRAM
(23,10),(12,9),-0.166576 # DEPENDENCYPART_HEADBIGRAM
(23,10),(13,9),-0.145551 # DEPENDENCYPART_HEADBIGRAM
(23,10),(16,9),-0.141939 # DEPENDENCYPART_HEADBIGRAM
(23,10),(19,9),-0.120256 # DEPENDENCYPART_HEADBIGRAM
(23,10),(23,9),0.13434 # DEPENDENCYPART_HEADBIGRAM
(23,10),(31,9),0.0621189 # DEPENDENCYPART_HEADBIGRAM
(23,11),(7,10),-0.129516 # DEPENDENCYPART_HEADBIGRAM
(23,11),(11,10),-0.0400475 # DEPENDENCYPART_HEADBIGRAM
(23,11),(12,10),-0.121767 # DEPENDENCYPART_HEADBIGRAM
(23,11),(13,10),-0.12902 # DEPENDENCYPART_HEADBIGRAM
(23,11),(19,10),-0.129621 # DEPENDENCYPART_HEADBIGRAM
(23,11),(23,10),0.0481485 # DEPENDENCYPART_HEADBIGRAM
(23,12),(7,11),-0.153001 # DEPENDENCYPART_HEADBIGRAM
(23,12),(10,11),-0.132026 # DEPENDENCYPART_HEADBIGRAM
(23,12),(12,11),0.0157201 # DEPENDENCYPART_HEADBIGRAM
(23,12),(13,11),-0.149465 # DEPENDENCYPART_HEADBIGRAM
(23,12),(16,11),-0.149241 # DEPENDENCYPART_HEADBIGRAM
(23,12),(19,11),-0.0798669 # DEPENDENCYPART_HEADBIGRAM
(23,12),(22,11),-0.163294 # DEPENDENCYPART_HEADBIGRAM
(23,12),(23,11),0.00414032 # DEPENDENCYPART_HEADBIGRAM
(23,13),(3,12),-0.135052 # DEPENDENCYPART_HEADBIGRAM
(23,13),(7,12),-0.165337 # DEPENDENCYPART_HEADBIGRAM
(23,13),(8,12),-0.158026 # DEPENDENCYPART_HEADBIGRAM
(23,13),(13,12),-0.132219 # DEPENDENCYPART_HEADBIGRAM
(23,13),(14,12),-0.154905 # DEPENDENCYPART_HEADBIGRAM
(23,13),(16,12),-0.157155 # DEPENDENCYPART_HEADBIGRAM
(23,13),(19,12),-0.15168 # DEPENDENCYPART_HEADBIGRAM
(23,13),(23,12),-0.073548 # DEPENDENCYPART_HEADBIGRAM
(23,13),(26,12),0.0571038 # DEPENDENCYPART_HEADBIGRAM
(23,13),(31,12),0.0579867 # DEPENDENCYPART_HEADBIGRAM
(23,14),(0,13),-0.156187 # DEPENDENCYPART_HEADBIGRAM
(23,14),(3,13),-0.146595 # DEPENDENCYPART_HEADBIGRAM
(23,14),(6,13),-0.124308 # DEPENDENCYPART_HEADBIGRAM
(23,14),(7,13),-0.120892 # DEPENDENCYPART_HEADBIGRAM
