# _root_ `` It 's pure psychology , '' said William Au Yeung , an account executive for Drexel Burnham Lambert ( HK ) Ltd. in Hong Kong .
#goldHeads=8,3,8,5,3,8,8,0,11,11,8,11,15,15,11,15,19,19,16,21,19,21,19,19,26,24,8,
#predictedHeads=8,3,8,5,3,8,8,0,11,11,8,11,15,15,11,15,19,19,16,21,19,21,19,19,26,24,8,
(16,21),(21,18),1.20183 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),0.81296 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.293374 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.202421 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),0.367135 # DEPENDENCYPART_GRANDPAR
(16,21),(21,24),0.215175 # DEPENDENCYPART_GRANDPAR
(16,21),(21,25),-0.703586 # DEPENDENCYPART_GRANDPAR
(16,21),(21,26),-0.489599 # DEPENDENCYPART_GRANDPAR
(16,22),(22,20),-0.60386 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),-0.0909941 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),-0.0159333 # DEPENDENCYPART_GRANDPAR
(16,22),(22,24),0.0815631 # DEPENDENCYPART_GRANDPAR
(16,22),(22,25),-0.87297 # DEPENDENCYPART_GRANDPAR
(16,22),(22,26),-0.646119 # DEPENDENCYPART_GRANDPAR
(16,23),(23,1),-1.21053 # DEPENDENCYPART_GRANDPAR
(16,23),(23,17),0.54757 # DEPENDENCYPART_GRANDPAR
(16,23),(23,18),0.752617 # DEPENDENCYPART_GRANDPAR
(16,23),(23,19),0.363745 # DEPENDENCYPART_GRANDPAR
(16,23),(23,20),-0.402211 # DEPENDENCYPART_GRANDPAR
(16,23),(23,21),-0.125318 # DEPENDENCYPART_GRANDPAR
(16,23),(23,22),-0.0588935 # DEPENDENCYPART_GRANDPAR
(16,23),(23,24),0.127712 # DEPENDENCYPART_GRANDPAR
(16,23),(23,25),-0.815507 # DEPENDENCYPART_GRANDPAR
(16,23),(23,26),-0.601523 # DEPENDENCYPART_GRANDPAR
(16,25),(25,23),0.406214 # DEPENDENCYPART_GRANDPAR
(16,25),(25,26),-0.514413 # DEPENDENCYPART_GRANDPAR
(16,26),(26,1),-1.21054 # DEPENDENCYPART_GRANDPAR
(16,26),(26,9),-1.41569 # DEPENDENCYPART_GRANDPAR
(16,26),(26,10),-1.38203 # DEPENDENCYPART_GRANDPAR
(16,26),(26,11),-1.39732 # DEPENDENCYPART_GRANDPAR
(16,26),(26,15),-1.16913 # DEPENDENCYPART_GRANDPAR
(16,26),(26,17),1.16303 # DEPENDENCYPART_GRANDPAR
(16,26),(26,18),1.36807 # DEPENDENCYPART_GRANDPAR
(16,26),(26,19),0.979203 # DEPENDENCYPART_GRANDPAR
(16,26),(26,20),-0.280366 # DEPENDENCYPART_GRANDPAR
(16,26),(26,21),0.49014 # DEPENDENCYPART_GRANDPAR
(16,26),(26,22),0.104363 # DEPENDENCYPART_GRANDPAR
(16,26),(26,23),0.58409 # DEPENDENCYPART_GRANDPAR
(16,26),(26,25),-0.116011 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-1.0268 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.27378 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.294517 # DEPENDENCYPART_GRANDPAR
(17,18),(18,23),-0.340853 # DEPENDENCYPART_GRANDPAR
(17,18),(18,24),-0.493608 # DEPENDENCYPART_GRANDPAR
(17,18),(18,26),-0.398462 # DEPENDENCYPART_GRANDPAR
(17,21),(21,17),-1.0164 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,21),(21,18),0.155174 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),-0.204924 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),-0.0825184 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),-0.251571 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),-0.32882 # DEPENDENCYPART_GRANDPAR
(17,21),(21,24),-0.489985 # DEPENDENCYPART_GRANDPAR
(17,21),(21,25),-0.521358 # DEPENDENCYPART_GRANDPAR
(17,21),(21,26),-0.386429 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.71778 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,21),-1.14411 # DEPENDENCYPART_GRANDPAR
(18,19),(19,1),-1.20837 # DEPENDENCYPART_GRANDPAR
(18,19),(19,3),-1.13154 # DEPENDENCYPART_GRANDPAR
(18,19),(19,4),-1.21647 # DEPENDENCYPART_GRANDPAR
(18,19),(19,5),-1.36925 # DEPENDENCYPART_GRANDPAR
(18,19),(19,9),-1.34775 # DEPENDENCYPART_GRANDPAR
(18,19),(19,10),-1.34557 # DEPENDENCYPART_GRANDPAR
(18,19),(19,11),-1.18245 # DEPENDENCYPART_GRANDPAR
(18,19),(19,12),-0.970362 # DEPENDENCYPART_GRANDPAR
(18,19),(19,13),-1.32259 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-1.24553 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-1.1489 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-1.13481 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-1.11746 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.836806 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.443864 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),-0.361925 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),-0.241626 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),-0.305741 # DEPENDENCYPART_GRANDPAR
(18,19),(19,24),-0.470057 # DEPENDENCYPART_GRANDPAR
(18,19),(19,25),-0.706472 # DEPENDENCYPART_GRANDPAR
(18,19),(19,26),-0.26013 # DEPENDENCYPART_GRANDPAR
(18,21),(21,17),-1.11734 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.882964 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,19),0.0261466 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),-0.250414 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-0.245609 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),-0.322087 # DEPENDENCYPART_GRANDPAR
(18,21),(21,24),-0.470515 # DEPENDENCYPART_GRANDPAR
(18,21),(21,25),-0.722819 # DEPENDENCYPART_GRANDPAR
(18,21),(21,26),-0.276477 # DEPENDENCYPART_GRANDPAR
(18,23),(23,1),-1.20826 # DEPENDENCYPART_GRANDPAR
(18,23),(23,17),-1.1175 # DEPENDENCYPART_GRANDPAR
(18,23),(23,18),-1.20996 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,23),(23,19),-0.300849 # DEPENDENCYPART_GRANDPAR
(18,23),(23,20),-0.305751 # DEPENDENCYPART_GRANDPAR
(18,23),(23,21),-0.649108 # DEPENDENCYPART_GRANDPAR
(18,23),(23,22),-0.537751 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),-0.538593 # DEPENDENCYPART_GRANDPAR
(18,23),(23,25),-0.822112 # DEPENDENCYPART_GRANDPAR
(18,23),(23,26),-0.375773 # DEPENDENCYPART_GRANDPAR
(18,24),(24,20),-0.289296 # DEPENDENCYPART_GRANDPAR
(18,24),(24,23),-0.570596 # DEPENDENCYPART_GRANDPAR
(18,24),(24,25),-0.627473 # DEPENDENCYPART_GRANDPAR
(18,24),(24,26),-0.0875595 # DEPENDENCYPART_GRANDPAR
(18,26),(26,1),-1.20826 # DEPENDENCYPART_GRANDPAR
(18,26),(26,9),-1.34764 # DEPENDENCYPART_GRANDPAR
(18,26),(26,10),-1.34546 # DEPENDENCYPART_GRANDPAR
(18,26),(26,11),-1.18234 # DEPENDENCYPART_GRANDPAR
(18,26),(26,15),-1.14878 # DEPENDENCYPART_GRANDPAR
(18,26),(26,17),-1.11734 # DEPENDENCYPART_GRANDPAR
(18,26),(26,18),-0.819846 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,26),(26,19),0.0892646 # DEPENDENCYPART_GRANDPAR
(18,26),(26,20),-0.272879 # DEPENDENCYPART_GRANDPAR
(18,26),(26,21),-0.258995 # DEPENDENCYPART_GRANDPAR
(18,26),(26,22),-0.473431 # DEPENDENCYPART_GRANDPAR
(18,26),(26,23),-0.31604 # DEPENDENCYPART_GRANDPAR
(18,26),(26,25),-0.504801 # DEPENDENCYPART_GRANDPAR
(19,1),(1,2),-0.46471 # DEPENDENCYPART_GRANDPAR
(19,1),(1,3),-0.396717 # DEPENDENCYPART_GRANDPAR
(19,3),(3,1),-0.53585 # DEPENDENCYPART_GRANDPAR
(19,3),(3,2),-0.365096 # DEPENDENCYPART_GRANDPAR
(19,3),(3,4),-0.463831 # DEPENDENCYPART_GRANDPAR
(19,3),(3,5),-0.622145 # DEPENDENCYPART_GRANDPAR
(19,3),(3,6),-0.474069 # DEPENDENCYPART_GRANDPAR
(19,3),(3,7),-0.423221 # DEPENDENCYPART_GRANDPAR
(19,3),(3,8),-0.302728 # DEPENDENCYPART_GRANDPAR
(19,3),(3,10),-0.780483 # DEPENDENCYPART_GRANDPAR
(19,3),(3,11),-0.596536 # DEPENDENCYPART_GRANDPAR
(19,3),(3,12),-0.261586 # DEPENDENCYPART_GRANDPAR
(19,3),(3,15),-0.42411 # DEPENDENCYPART_GRANDPAR
(19,3),(3,16),-0.137121 # DEPENDENCYPART_GRANDPAR
(19,3),(3,22),-0.380074 # DEPENDENCYPART_GRANDPAR
(19,3),(3,24),-0.477596 # DEPENDENCYPART_GRANDPAR
(19,3),(3,27),-1.03275 # DEPENDENCYPART_GRANDPAR
(19,4),(4,1),-0.472388 # DEPENDENCYPART_GRANDPAR
(19,4),(4,2),-0.39175 # DEPENDENCYPART_GRANDPAR
(19,4),(4,3),-0.407731 # DEPENDENCYPART_GRANDPAR
(19,4),(4,5),-0.491548 # DEPENDENCYPART_GRANDPAR
(19,4),(4,6),-0.477552 # DEPENDENCYPART_GRANDPAR
(19,4),(4,7),-0.37653 # DEPENDENCYPART_GRANDPAR
(19,4),(4,8),-0.278737 # DEPENDENCYPART_GRANDPAR
(19,5),(5,1),-0.501702 # DEPENDENCYPART_GRANDPAR
(19,5),(5,2),-0.385444 # DEPENDENCYPART_GRANDPAR
(19,5),(5,3),-0.397323 # DEPENDENCYPART_GRANDPAR
(19,5),(5,4),-0.46828 # DEPENDENCYPART_GRANDPAR
(19,5),(5,6),-0.373729 # DEPENDENCYPART_GRANDPAR
(19,5),(5,7),-0.326989 # DEPENDENCYPART_GRANDPAR
(19,5),(5,8),-0.162192 # DEPENDENCYPART_GRANDPAR
(19,5),(5,9),-0.466057 # DEPENDENCYPART_GRANDPAR
(19,5),(5,10),-0.509794 # DEPENDENCYPART_GRANDPAR
(19,5),(5,11),-0.325847 # DEPENDENCYPART_GRANDPAR
(19,5),(5,12),-0.161246 # DEPENDENCYPART_GRANDPAR
(19,5),(5,15),-0.0959894 # DEPENDENCYPART_GRANDPAR
(19,5),(5,16),-0.271624 # DEPENDENCYPART_GRANDPAR
(19,5),(5,19),-1.25918 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,9),(9,10),-0.440996 # DEPENDENCYPART_GRANDPAR
(19,9),(9,11),-0.257049 # DEPENDENCYPART_GRANDPAR
(19,9),(9,12),-0.298012 # DEPENDENCYPART_GRANDPAR
(19,9),(9,15),-0.385563 # DEPENDENCYPART_GRANDPAR
(19,10),(10,5),-0.739557 # DEPENDENCYPART_GRANDPAR
(19,10),(10,7),-0.309208 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),-0.505078 # DEPENDENCYPART_GRANDPAR
(19,10),(10,11),-0.236395 # DEPENDENCYPART_GRANDPAR
(19,10),(10,12),-0.280376 # DEPENDENCYPART_GRANDPAR
(19,10),(10,14),-0.447963 # DEPENDENCYPART_GRANDPAR
(19,10),(10,15),-0.380617 # DEPENDENCYPART_GRANDPAR
(19,10),(10,16),-0.117467 # DEPENDENCYPART_GRANDPAR
(19,10),(10,19),-1.3003 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,10),(10,24),-0.490742 # DEPENDENCYPART_GRANDPAR
(19,11),(11,1),-0.50905 # DEPENDENCYPART_GRANDPAR
(19,11),(11,3),-0.454858 # DEPENDENCYPART_GRANDPAR
(19,11),(11,4),-0.615639 # DEPENDENCYPART_GRANDPAR
(19,11),(11,5),-0.739557 # DEPENDENCYPART_GRANDPAR
(19,11),(11,6),-0.297478 # DEPENDENCYPART_GRANDPAR
(19,11),(11,7),-0.309208 # DEPENDENCYPART_GRANDPAR
(19,11),(11,8),-0.352849 # DEPENDENCYPART_GRANDPAR
(19,11),(11,9),-0.505078 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),-0.516109 # DEPENDENCYPART_GRANDPAR
(19,11),(11,12),-0.280376 # DEPENDENCYPART_GRANDPAR
(19,11),(11,13),-0.54397 # DEPENDENCYPART_GRANDPAR
(19,11),(11,14),-0.447963 # DEPENDENCYPART_GRANDPAR
(19,11),(11,15),-0.380617 # DEPENDENCYPART_GRANDPAR
(19,11),(11,16),-0.117467 # DEPENDENCYPART_GRANDPAR
(19,11),(11,18),-0.261147 # DEPENDENCYPART_GRANDPAR
(19,11),(11,19),-1.3003 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,11),(11,20),-0.423325 # DEPENDENCYPART_GRANDPAR
(19,11),(11,21),-0.577524 # DEPENDENCYPART_GRANDPAR
(19,11),(11,22),-0.467267 # DEPENDENCYPART_GRANDPAR
(19,11),(11,23),-0.692246 # DEPENDENCYPART_GRANDPAR
(19,11),(11,24),-0.490742 # DEPENDENCYPART_GRANDPAR
(19,11),(11,26),-0.60257 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.141699 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.393566 # DEPENDENCYPART_GRANDPAR
(19,13),(13,16),-0.222297 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.698411 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-0.111885 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),-0.281508 # DEPENDENCYPART_GRANDPAR
(19,15),(15,1),-0.488344 # DEPENDENCYPART_GRANDPAR
(19,15),(15,4),-0.448119 # DEPENDENCYPART_GRANDPAR
(19,15),(15,5),-0.569624 # DEPENDENCYPART_GRANDPAR
(19,15),(15,7),-0.222188 # DEPENDENCYPART_GRANDPAR
(19,15),(15,9),-0.559625 # DEPENDENCYPART_GRANDPAR
(19,15),(15,10),-0.59112 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),-0.407173 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.188825 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.658961 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.436431 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),-0.260795 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),-0.32003 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),-0.337991 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-1.26077 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,20),-0.37777 # DEPENDENCYPART_GRANDPAR
(19,15),(15,21),-0.537987 # DEPENDENCYPART_GRANDPAR
(19,15),(15,22),-0.402118 # DEPENDENCYPART_GRANDPAR
(19,15),(15,24),-0.406037 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.454388 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.478845 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),-0.496181 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-1.17974 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,20),-0.357826 # DEPENDENCYPART_GRANDPAR
(19,16),(16,21),-0.456963 # DEPENDENCYPART_GRANDPAR
(19,16),(16,22),-0.383224 # DEPENDENCYPART_GRANDPAR
(19,16),(16,23),-0.570851 # DEPENDENCYPART_GRANDPAR
(19,16),(16,25),-0.783171 # DEPENDENCYPART_GRANDPAR
(19,16),(16,26),-0.48201 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.261996 # DEPENDENCYPART_GRANDPAR
(19,17),(17,21),-0.577629 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.374548 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.3003 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,21),-0.577524 # DEPENDENCYPART_GRANDPAR
(19,18),(18,23),-0.692246 # DEPENDENCYPART_GRANDPAR
(19,18),(18,24),-0.490742 # DEPENDENCYPART_GRANDPAR
(19,18),(18,26),-0.60257 # DEPENDENCYPART_GRANDPAR
(19,20),(20,21),0.0289389 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),0.141657 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-1.09361 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-1.10879 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.47593 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),0.289037 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),0.274197 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),0.184524 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),0.0237168 # DEPENDENCYPART_GRANDPAR
(19,21),(21,25),-0.172858 # DEPENDENCYPART_GRANDPAR
(19,21),(21,26),0.129165 # DEPENDENCYPART_GRANDPAR
(19,22),(22,20),0.0893053 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),-0.0849077 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),-0.0871493 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),-0.0227417 # DEPENDENCYPART_GRANDPAR
(19,22),(22,25),-0.269677 # DEPENDENCYPART_GRANDPAR
(19,22),(22,26),0.0360169 # DEPENDENCYPART_GRANDPAR
(19,23),(23,1),-1.10957 # DEPENDENCYPART_GRANDPAR
(19,23),(23,17),-1.09377 # DEPENDENCYPART_GRANDPAR
(19,23),(23,18),-1.10894 # DEPENDENCYPART_GRANDPAR
(19,23),(23,19),-0.802925 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,23),(23,20),0.2337 # DEPENDENCYPART_GRANDPAR
(19,23),(23,21),-0.0696977 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),-0.0152412 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),-0.0443612 # DEPENDENCYPART_GRANDPAR
(19,23),(23,25),-0.272151 # DEPENDENCYPART_GRANDPAR
(19,23),(23,26),0.0298691 # DEPENDENCYPART_GRANDPAR
(19,24),(24,20),0.247117 # DEPENDENCYPART_GRANDPAR
(19,24),(24,23),-0.0322707 # DEPENDENCYPART_GRANDPAR
(19,24),(24,25),-0.0650034 # DEPENDENCYPART_GRANDPAR
(19,24),(24,26),0.330591 # DEPENDENCYPART_GRANDPAR
(19,25),(25,23),0.163886 # DEPENDENCYPART_GRANDPAR
(19,25),(25,26),0.122418 # DEPENDENCYPART_GRANDPAR
(19,26),(26,1),-1.10957 # DEPENDENCYPART_GRANDPAR
(19,26),(26,9),-1.22291 # DEPENDENCYPART_GRANDPAR
(19,26),(26,10),-1.25516 # DEPENDENCYPART_GRANDPAR
(19,26),(26,11),-1.07122 # DEPENDENCYPART_GRANDPAR
(19,26),(26,15),-1.03443 # DEPENDENCYPART_GRANDPAR
(19,26),(26,17),-1.09361 # DEPENDENCYPART_GRANDPAR
(19,26),(26,18),-1.10879 # DEPENDENCYPART_GRANDPAR
(19,26),(26,19),-0.412812 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,26),(26,20),0.266572 # DEPENDENCYPART_GRANDPAR
(19,26),(26,21),0.320416 # DEPENDENCYPART_GRANDPAR
(19,26),(26,22),0.0490794 # DEPENDENCYPART_GRANDPAR
(19,26),(26,23),0.230179 # DEPENDENCYPART_GRANDPAR
(19,26),(26,25),0.0847679 # DEPENDENCYPART_GRANDPAR
(20,21),(21,17),-0.45342 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-0.545112 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.409634 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.930234 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),-0.301836 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),-0.133297 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),-0.0642294 # DEPENDENCYPART_GRANDPAR
(20,21),(21,25),-0.431273 # DEPENDENCYPART_GRANDPAR
(20,21),(21,26),-0.52858 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-1.03823 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),0.0371723 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),-0.38143 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),-0.107178 # DEPENDENCYPART_GRANDPAR
(20,22),(22,25),-0.521396 # DEPENDENCYPART_GRANDPAR
(20,22),(22,26),-0.610791 # DEPENDENCYPART_GRANDPAR
(21,17),(17,18),-0.334035 # DEPENDENCYPART_GRANDPAR
(21,17),(17,21),-1.89548 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,17),-0.38977 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),-0.491716 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-1.89537 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,23),-1.09183 # DEPENDENCYPART_GRANDPAR
(21,18),(18,24),-0.99417 # DEPENDENCYPART_GRANDPAR
(21,18),(18,26),-1.08287 # DEPENDENCYPART_GRANDPAR
(21,19),(19,1),-0.620435 # DEPENDENCYPART_GRANDPAR
(21,19),(19,3),-0.597398 # DEPENDENCYPART_GRANDPAR
(21,19),(19,4),-0.744812 # DEPENDENCYPART_GRANDPAR
(21,19),(19,5),-0.928407 # DEPENDENCYPART_GRANDPAR
(21,19),(19,9),-0.560992 # DEPENDENCYPART_GRANDPAR
(21,19),(19,10),-0.552428 # DEPENDENCYPART_GRANDPAR
(21,19),(19,11),-0.485289 # DEPENDENCYPART_GRANDPAR
(21,19),(19,12),-0.315647 # DEPENDENCYPART_GRANDPAR
(21,19),(19,13),-0.886968 # DEPENDENCYPART_GRANDPAR
(21,19),(19,14),-0.831847 # DEPENDENCYPART_GRANDPAR
(21,19),(19,15),-0.721002 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),-0.417787 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),-0.365906 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-0.389228 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),-0.271066 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-1.89548 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,22),-1.00654 # DEPENDENCYPART_GRANDPAR
(21,19),(19,23),-1.09194 # DEPENDENCYPART_GRANDPAR
(21,19),(19,24),-0.994283 # DEPENDENCYPART_GRANDPAR
(21,19),(19,25),-1.15588 # DEPENDENCYPART_GRANDPAR
(21,19),(19,26),-1.08299 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-1.74539 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,22),-0.914258 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-0.904429 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-1.40739 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),-0.471452 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),-0.525139 # DEPENDENCYPART_GRANDPAR
(21,22),(22,25),-0.506434 # DEPENDENCYPART_GRANDPAR
(21,22),(22,26),-0.429007 # DEPENDENCYPART_GRANDPAR
(21,23),(23,1),-1.22525 # DEPENDENCYPART_GRANDPAR
(21,23),(23,17),-1.14156 # DEPENDENCYPART_GRANDPAR
(21,23),(23,18),-1.16911 # DEPENDENCYPART_GRANDPAR
(21,23),(23,19),-1.29921 # DEPENDENCYPART_GRANDPAR
(21,23),(23,20),-0.981608 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-1.39941 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,22),-0.557165 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),-0.546202 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),-0.4918 # DEPENDENCYPART_GRANDPAR
(21,23),(23,26),-0.418047 # DEPENDENCYPART_GRANDPAR
(21,24),(24,20),-0.915992 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),-0.436492 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),-0.29883 # DEPENDENCYPART_GRANDPAR
(21,24),(24,26),-0.131503 # DEPENDENCYPART_GRANDPAR
(21,25),(25,23),-0.247561 # DEPENDENCYPART_GRANDPAR
(21,25),(25,26),-0.325498 # DEPENDENCYPART_GRANDPAR
(21,26),(26,1),-1.22525 # DEPENDENCYPART_GRANDPAR
(21,26),(26,9),-1.3291 # DEPENDENCYPART_GRANDPAR
(21,26),(26,10),-1.34176 # DEPENDENCYPART_GRANDPAR
(21,26),(26,11),-1.27462 # DEPENDENCYPART_GRANDPAR
(21,26),(26,15),-1.25858 # DEPENDENCYPART_GRANDPAR
(21,26),(26,17),-1.1414 # DEPENDENCYPART_GRANDPAR
(21,26),(26,18),-1.16896 # DEPENDENCYPART_GRANDPAR
(21,26),(26,19),-1.29905 # DEPENDENCYPART_GRANDPAR
(21,26),(26,20),-0.981608 # DEPENDENCYPART_GRANDPAR
(21,26),(26,21),-1.0093 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,26),(26,22),-0.492844 # DEPENDENCYPART_GRANDPAR
(21,26),(26,23),-0.181268 # DEPENDENCYPART_GRANDPAR
(21,26),(26,25),-0.179133 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),-0.348829 # DEPENDENCYPART_GRANDPAR
(22,20),(20,22),-1.5411 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,17),-0.409313 # DEPENDENCYPART_GRANDPAR
(22,21),(21,18),-0.399469 # DEPENDENCYPART_GRANDPAR
(22,21),(21,19),-0.37404 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),-0.403705 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-1.55448 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,23),-0.39943 # DEPENDENCYPART_GRANDPAR
(22,21),(21,24),-0.702193 # DEPENDENCYPART_GRANDPAR
(22,21),(21,25),-0.81994 # DEPENDENCYPART_GRANDPAR
(22,21),(21,26),-0.876627 # DEPENDENCYPART_GRANDPAR
(22,23),(23,1),-1.02782 # DEPENDENCYPART_GRANDPAR
(22,23),(23,17),-0.998848 # DEPENDENCYPART_GRANDPAR
(22,23),(23,18),-0.986943 # DEPENDENCYPART_GRANDPAR
(22,23),(23,19),-0.960218 # DEPENDENCYPART_GRANDPAR
(22,23),(23,20),-0.8591 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-0.897129 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-1.08718 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
