# _root_ He is an avuncular figure who remembers the birthdays of colleagues ' children , opens doors for women , and almost never has a bad word to say about anybody .
#goldHeads=2,0,5,5,2,20,20,9,7,9,13,11,10,20,20,15,15,17,20,5,23,21,20,26,26,23,28,26,28,29,2,
#predictedHeads=2,0,5,5,2,7,5,9,7,9,13,11,10,5,20,15,16,17,20,5,23,21,20,26,26,23,28,26,28,29,2,
(5,5),(5,10),(5,31),-0.169859 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,32),-0.0466816 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,13),(5,14),-0.111856 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,13),(5,15),-0.0916079 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,13),(5,17),-0.0740008 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,13),(5,18),-0.0984744 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,13),(5,19),-0.111856 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,13),(5,20),-0.121544 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,13),(5,23),-0.100792 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,13),(5,31),-0.107698 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,13),(5,32),-0.106586 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,14),(5,15),-0.162457 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,14),(5,17),-0.255305 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,14),(5,18),-0.0758943 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,14),(5,19),-0.271152 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,14),(5,20),-0.048271 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,14),(5,23),-0.148633 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,14),(5,31),-0.218914 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,14),(5,32),-0.730927 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,15),(5,17),-0.125811 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,15),(5,18),-0.145559 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,15),(5,19),-0.045137 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,15),(5,20),-0.109074 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,15),(5,23),-0.065766 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,15),(5,31),-0.0776698 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,15),(5,32),-0.116761 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,17),(5,18),-0.122797 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,17),(5,19),-0.0283111 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,17),(5,20),-0.133414 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,17),(5,23),-0.134731 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,17),(5,31),-0.137262 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,17),(5,32),-0.107962 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,18),(5,19),-0.119741 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,18),(5,20),-0.121544 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,18),(5,23),-0.0905988 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,18),(5,31),-0.105687 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,18),(5,32),-0.112021 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,19),(5,20),-0.048271 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,19),(5,23),-0.148633 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,19),(5,31),-0.218914 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,19),(5,32),-0.730927 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,20),(5,23),-0.0448106 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,20),(5,31),0.000568938 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,20),(5,32),-0.073088 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,23),(5,31),-0.0559726 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,23),(5,32),-0.136548 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,31),(5,32),-0.19843 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,7),(5,9),(5,10),-0.0215657 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,13),-0.0729679 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,14),-0.0285495 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,15),-0.110632 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,17),-0.012202 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,18),-0.0729682 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,19),-0.0285495 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,20),-0.106698 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,23),-0.0996261 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,31),-0.0498379 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,32),-0.11964 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,10),(5,13),-0.0758478 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,14),0.00692324 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,15),-0.115014 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,17),-0.0464561 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,18),-0.0758481 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,19),0.00692324 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,20),-0.113986 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,23),-0.103918 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,31),-0.00139916 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,32),-0.0619535 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,13),(5,14),-0.0285594 # DEPENDENCYPART_TRISIBL
(5,7),(5,13),(5,15),-0.110632 # DEPENDENCYPART_TRISIBL
(5,7),(5,13),(5,17),-0.0122042 # DEPENDENCYPART_TRISIBL
(5,7),(5,13),(5,18),-0.0729682 # DEPENDENCYPART_TRISIBL
(5,7),(5,13),(5,19),-0.0285594 # DEPENDENCYPART_TRISIBL
(5,7),(5,13),(5,20),-0.106698 # DEPENDENCYPART_TRISIBL
(5,7),(5,13),(5,23),-0.0996268 # DEPENDENCYPART_TRISIBL
(5,7),(5,13),(5,31),-0.0498441 # DEPENDENCYPART_TRISIBL
(5,7),(5,13),(5,32),-0.119653 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,14),(5,15),-0.071411 # DEPENDENCYPART_TRISIBL
(5,7),(5,14),(5,17),0.130486 # DEPENDENCYPART_TRISIBL
(5,7),(5,14),(5,18),-0.103999 # DEPENDENCYPART_TRISIBL
(5,7),(5,14),(5,19),-0.0471467 # DEPENDENCYPART_TRISIBL
(5,7),(5,14),(5,20),-0.125892 # DEPENDENCYPART_TRISIBL
(5,7),(5,14),(5,23),-0.0621841 # DEPENDENCYPART_TRISIBL
(5,7),(5,14),(5,31),-0.0785279 # DEPENDENCYPART_TRISIBL
(5,7),(5,14),(5,32),-0.0555948 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,15),(5,17),-0.00707716 # DEPENDENCYPART_TRISIBL
(5,7),(5,15),(5,18),-0.067093 # DEPENDENCYPART_TRISIBL
(5,7),(5,15),(5,19),-0.0465678 # DEPENDENCYPART_TRISIBL
(5,7),(5,15),(5,20),-0.123216 # DEPENDENCYPART_TRISIBL
(5,7),(5,15),(5,23),-0.115669 # DEPENDENCYPART_TRISIBL
(5,7),(5,15),(5,31),-0.0840737 # DEPENDENCYPART_TRISIBL
(5,7),(5,15),(5,32),-0.126409 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,17),(5,18),-0.0771925 # DEPENDENCYPART_TRISIBL
(5,7),(5,17),(5,19),-0.00103519 # DEPENDENCYPART_TRISIBL
(5,7),(5,17),(5,20),-0.114464 # DEPENDENCYPART_TRISIBL
(5,7),(5,17),(5,23),-0.0941517 # DEPENDENCYPART_TRISIBL
(5,7),(5,17),(5,31),0.0011014 # DEPENDENCYPART_TRISIBL
(5,7),(5,17),(5,32),-0.0570138 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,18),(5,19),-0.0285495 # DEPENDENCYPART_TRISIBL
(5,7),(5,18),(5,20),-0.106698 # DEPENDENCYPART_TRISIBL
(5,7),(5,18),(5,23),-0.099627 # DEPENDENCYPART_TRISIBL
(5,7),(5,18),(5,31),-0.0498393 # DEPENDENCYPART_TRISIBL
(5,7),(5,18),(5,32),-0.119684 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,19),(5,20),-0.125892 # DEPENDENCYPART_TRISIBL
(5,7),(5,19),(5,23),-0.0621841 # DEPENDENCYPART_TRISIBL
(5,7),(5,19),(5,31),-0.0785279 # DEPENDENCYPART_TRISIBL
(5,7),(5,19),(5,32),-0.0555948 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,20),(5,23),-0.101909 # DEPENDENCYPART_TRISIBL
(5,7),(5,20),(5,31),-0.0941776 # DEPENDENCYPART_TRISIBL
(5,7),(5,20),(5,32),-0.154568 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,23),(5,31),-0.0883723 # DEPENDENCYPART_TRISIBL
(5,7),(5,23),(5,32),-0.124309 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,31),(5,32),-0.0747119 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,10),(5,13),-0.105078 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,14),-0.0256655 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,15),-0.0745492 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,17),-0.0466444 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,18),-0.105082 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,19),-0.0256655 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,20),-0.131919 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,23),-0.0737733 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,31),-0.0852853 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,32),-0.0761723 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,13),(5,14),-0.0434254 # DEPENDENCYPART_TRISIBL
(5,9),(5,13),(5,15),-0.0974719 # DEPENDENCYPART_TRISIBL
(5,9),(5,13),(5,17),-0.0584949 # DEPENDENCYPART_TRISIBL
(5,9),(5,13),(5,18),-0.0828893 # DEPENDENCYPART_TRISIBL
(5,9),(5,13),(5,19),-0.0434254 # DEPENDENCYPART_TRISIBL
(5,9),(5,13),(5,20),-0.150168 # DEPENDENCYPART_TRISIBL
(5,9),(5,13),(5,23),-0.0926574 # DEPENDENCYPART_TRISIBL
(5,9),(5,13),(5,31),-0.0767594 # DEPENDENCYPART_TRISIBL
(5,9),(5,13),(5,32),-0.117138 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,14),(5,15),-0.123868 # DEPENDENCYPART_TRISIBL
(5,9),(5,14),(5,17),-0.0547465 # DEPENDENCYPART_TRISIBL
(5,9),(5,14),(5,18),-0.0770439 # DEPENDENCYPART_TRISIBL
(5,9),(5,14),(5,19),-0.0784008 # DEPENDENCYPART_TRISIBL
(5,9),(5,14),(5,20),-0.131098 # DEPENDENCYPART_TRISIBL
(5,9),(5,14),(5,23),-0.110954 # DEPENDENCYPART_TRISIBL
(5,9),(5,14),(5,31),-0.0919987 # DEPENDENCYPART_TRISIBL
(5,9),(5,14),(5,32),-0.0349335 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,15),(5,17),-0.0779495 # DEPENDENCYPART_TRISIBL
(5,9),(5,15),(5,18),-0.0832046 # DEPENDENCYPART_TRISIBL
(5,9),(5,15),(5,19),-0.0218739 # DEPENDENCYPART_TRISIBL
(5,9),(5,15),(5,20),-0.134782 # DEPENDENCYPART_TRISIBL
(5,9),(5,15),(5,23),-0.0886781 # DEPENDENCYPART_TRISIBL
(5,9),(5,15),(5,31),-0.0778622 # DEPENDENCYPART_TRISIBL
(5,9),(5,15),(5,32),-0.124467 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,17),(5,18),-0.101355 # DEPENDENCYPART_TRISIBL
(5,9),(5,17),(5,19),-0.0186775 # DEPENDENCYPART_TRISIBL
(5,9),(5,17),(5,20),-0.135175 # DEPENDENCYPART_TRISIBL
(5,9),(5,17),(5,23),-0.0798108 # DEPENDENCYPART_TRISIBL
(5,9),(5,17),(5,31),-0.0774112 # DEPENDENCYPART_TRISIBL
(5,9),(5,17),(5,32),-0.0918455 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,18),(5,19),-0.0434254 # DEPENDENCYPART_TRISIBL
(5,9),(5,18),(5,20),-0.150168 # DEPENDENCYPART_TRISIBL
(5,9),(5,18),(5,23),-0.0926572 # DEPENDENCYPART_TRISIBL
(5,9),(5,18),(5,31),-0.0759667 # DEPENDENCYPART_TRISIBL
(5,9),(5,18),(5,32),-0.115803 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,19),(5,20),-0.131098 # DEPENDENCYPART_TRISIBL
(5,9),(5,19),(5,23),-0.110954 # DEPENDENCYPART_TRISIBL
(5,9),(5,19),(5,31),-0.0919987 # DEPENDENCYPART_TRISIBL
(5,9),(5,19),(5,32),-0.0349335 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,20),(5,23),-0.0952944 # DEPENDENCYPART_TRISIBL
(5,9),(5,20),(5,31),-0.0854034 # DEPENDENCYPART_TRISIBL
(5,9),(5,20),(5,32),-0.183931 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,23),(5,31),-0.0775834 # DEPENDENCYPART_TRISIBL
(5,9),(5,23),(5,32),-0.132973 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,31),(5,32),-0.018544 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,13),(5,14),-0.0782197 # DEPENDENCYPART_TRISIBL
(5,10),(5,13),(5,15),-0.0751753 # DEPENDENCYPART_TRISIBL
(5,10),(5,13),(5,17),-0.0569553 # DEPENDENCYPART_TRISIBL
(5,10),(5,13),(5,18),-0.0307321 # DEPENDENCYPART_TRISIBL
(5,10),(5,13),(5,19),-0.0782197 # DEPENDENCYPART_TRISIBL
(5,10),(5,13),(5,20),-0.0824143 # DEPENDENCYPART_TRISIBL
(5,10),(5,13),(5,23),-0.0926999 # DEPENDENCYPART_TRISIBL
(5,10),(5,13),(5,31),-0.113946 # DEPENDENCYPART_TRISIBL
(5,10),(5,13),(5,32),-0.0142441 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,14),(5,15),0.0309941 # DEPENDENCYPART_TRISIBL
(5,10),(5,14),(5,17),0.0807273 # DEPENDENCYPART_TRISIBL
(5,10),(5,14),(5,18),0.134833 # DEPENDENCYPART_TRISIBL
(5,10),(5,14),(5,19),-0.071065 # DEPENDENCYPART_TRISIBL
(5,10),(5,14),(5,20),-0.0162961 # DEPENDENCYPART_TRISIBL
(5,10),(5,14),(5,23),0.00732428 # DEPENDENCYPART_TRISIBL
(5,10),(5,14),(5,31),-0.133984 # DEPENDENCYPART_TRISIBL
(5,10),(5,14),(5,32),-0.217845 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,15),(5,17),-0.0132718 # DEPENDENCYPART_TRISIBL
(5,10),(5,15),(5,18),-0.0285565 # DEPENDENCYPART_TRISIBL
(5,10),(5,15),(5,19),-0.0775209 # DEPENDENCYPART_TRISIBL
(5,10),(5,15),(5,20),-0.0983257 # DEPENDENCYPART_TRISIBL
(5,10),(5,15),(5,23),-0.128443 # DEPENDENCYPART_TRISIBL
(5,10),(5,15),(5,31),-0.150658 # DEPENDENCYPART_TRISIBL
(5,10),(5,15),(5,32),-0.0387117 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,17),(5,18),-0.0328746 # DEPENDENCYPART_TRISIBL
(5,10),(5,17),(5,19),0.0434392 # DEPENDENCYPART_TRISIBL
(5,10),(5,17),(5,20),-0.115525 # DEPENDENCYPART_TRISIBL
(5,10),(5,17),(5,23),-0.162325 # DEPENDENCYPART_TRISIBL
(5,10),(5,17),(5,31),-0.118867 # DEPENDENCYPART_TRISIBL
(5,10),(5,17),(5,32),0.00140317 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,18),(5,19),-0.078227 # DEPENDENCYPART_TRISIBL
(5,10),(5,18),(5,20),-0.0824142 # DEPENDENCYPART_TRISIBL
(5,10),(5,18),(5,23),-0.0926997 # DEPENDENCYPART_TRISIBL
(5,10),(5,18),(5,31),-0.113903 # DEPENDENCYPART_TRISIBL
(5,10),(5,18),(5,32),-0.0142568 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,19),(5,20),-0.0162961 # DEPENDENCYPART_TRISIBL
(5,10),(5,19),(5,23),0.00732428 # DEPENDENCYPART_TRISIBL
(5,10),(5,19),(5,31),-0.133984 # DEPENDENCYPART_TRISIBL
(5,10),(5,19),(5,32),-0.217845 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,20),(5,23),-0.0987819 # DEPENDENCYPART_TRISIBL
(5,10),(5,20),(5,31),-0.134042 # DEPENDENCYPART_TRISIBL
(5,10),(5,20),(5,32),-0.0816472 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,23),(5,31),-0.155888 # DEPENDENCYPART_TRISIBL
(5,10),(5,23),(5,32),-0.029968 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,31),(5,32),-0.064028 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,13),(5,14),(5,15),-0.106091 # DEPENDENCYPART_TRISIBL
(5,13),(5,14),(5,17),-0.0573946 # DEPENDENCYPART_TRISIBL
(5,13),(5,14),(5,18),-0.0775085 # DEPENDENCYPART_TRISIBL
(5,13),(5,14),(5,19),-0.08245 # DEPENDENCYPART_TRISIBL
(5,13),(5,14),(5,20),-0.131098 # DEPENDENCYPART_TRISIBL
(5,13),(5,14),(5,23),-0.0931772 # DEPENDENCYPART_TRISIBL
(5,13),(5,14),(5,31),-0.0928862 # DEPENDENCYPART_TRISIBL
(5,13),(5,14),(5,32),-0.0372559 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,13),(5,15),(5,17),-0.079318 # DEPENDENCYPART_TRISIBL
(5,13),(5,15),(5,18),-0.0836692 # DEPENDENCYPART_TRISIBL
(5,13),(5,15),(5,19),-0.0259231 # DEPENDENCYPART_TRISIBL
(5,13),(5,15),(5,20),-0.134783 # DEPENDENCYPART_TRISIBL
(5,13),(5,15),(5,23),-0.0800126 # DEPENDENCYPART_TRISIBL
(5,13),(5,15),(5,31),-0.0787496 # DEPENDENCYPART_TRISIBL
(5,13),(5,15),(5,32),-0.126777 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,13),(5,17),(5,18),-0.10182 # DEPENDENCYPART_TRISIBL
(5,13),(5,17),(5,19),-0.0261679 # DEPENDENCYPART_TRISIBL
(5,13),(5,17),(5,20),-0.135176 # DEPENDENCYPART_TRISIBL
(5,13),(5,17),(5,23),-0.071412 # DEPENDENCYPART_TRISIBL
(5,13),(5,17),(5,31),-0.0786723 # DEPENDENCYPART_TRISIBL
(5,13),(5,17),(5,32),-0.0966656 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,13),(5,18),(5,19),-0.047704 # DEPENDENCYPART_TRISIBL
(5,13),(5,18),(5,20),-0.150168 # DEPENDENCYPART_TRISIBL
(5,13),(5,18),(5,23),-0.08399 # DEPENDENCYPART_TRISIBL
(5,13),(5,18),(5,31),-0.0773498 # DEPENDENCYPART_TRISIBL
(5,13),(5,18),(5,32),-0.118978 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,13),(5,19),(5,20),-0.131098 # DEPENDENCYPART_TRISIBL
(5,13),(5,19),(5,23),-0.0931772 # DEPENDENCYPART_TRISIBL
(5,13),(5,19),(5,31),-0.0928862 # DEPENDENCYPART_TRISIBL
(5,13),(5,19),(5,32),-0.0372559 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,13),(5,20),(5,23),-0.0866272 # DEPENDENCYPART_TRISIBL
(5,13),(5,20),(5,31),-0.0862909 # DEPENDENCYPART_TRISIBL
(5,13),(5,20),(5,32),-0.18624 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,13),(5,23),(5,31),-0.0784709 # DEPENDENCYPART_TRISIBL
(5,13),(5,23),(5,32),-0.135283 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,13),(5,31),(5,32),-0.0191304 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,14),(5,15),(5,17),0.0264391 # DEPENDENCYPART_TRISIBL
(5,14),(5,15),(5,18),-0.0246515 # DEPENDENCYPART_TRISIBL
(5,14),(5,15),(5,19),0.540408 # DEPENDENCYPART_TRISIBL
(5,14),(5,15),(5,20),-0.0600183 # DEPENDENCYPART_TRISIBL
(5,14),(5,15),(5,23),-0.0735714 # DEPENDENCYPART_TRISIBL
(5,14),(5,15),(5,31),-0.100969 # DEPENDENCYPART_TRISIBL
(5,14),(5,15),(5,32),-0.0512367 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,14),(5,17),(5,18),0.00833228 # DEPENDENCYPART_TRISIBL
(5,14),(5,17),(5,19),0.272051 # DEPENDENCYPART_TRISIBL
(5,14),(5,17),(5,20),-0.0428456 # DEPENDENCYPART_TRISIBL
(5,14),(5,17),(5,23),0.0398973 # DEPENDENCYPART_TRISIBL
(5,14),(5,17),(5,31),-0.0973352 # DEPENDENCYPART_TRISIBL
(5,14),(5,17),(5,32),-0.0821531 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,14),(5,18),(5,19),0.454011 # DEPENDENCYPART_TRISIBL
(5,14),(5,18),(5,20),-0.0758672 # DEPENDENCYPART_TRISIBL
(5,14),(5,18),(5,23),-0.0373136 # DEPENDENCYPART_TRISIBL
(5,14),(5,18),(5,31),-0.189094 # DEPENDENCYPART_TRISIBL
(5,14),(5,18),(5,32),-0.0801882 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,14),(5,19),(5,20),-0.0522515 # DEPENDENCYPART_TRISIBL
(5,14),(5,19),(5,23),-0.0800357 # DEPENDENCYPART_TRISIBL
(5,14),(5,19),(5,31),-0.105321 # DEPENDENCYPART_TRISIBL
(5,14),(5,19),(5,32),-0.270834 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,14),(5,20),(5,23),-0.0573948 # DEPENDENCYPART_TRISIBL
(5,14),(5,20),(5,31),-0.103766 # DEPENDENCYPART_TRISIBL
(5,14),(5,20),(5,32),-0.0765414 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,14),(5,23),(5,31),-0.106716 # DEPENDENCYPART_TRISIBL
(5,14),(5,23),(5,32),-0.0383431 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,14),(5,31),(5,32),-0.305307 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,15),(5,17),(5,18),-0.0771925 # DEPENDENCYPART_TRISIBL
(5,15),(5,17),(5,19),-0.00103519 # DEPENDENCYPART_TRISIBL
(5,15),(5,17),(5,20),-0.114464 # DEPENDENCYPART_TRISIBL
(5,15),(5,17),(5,23),-0.0941532 # DEPENDENCYPART_TRISIBL
(5,15),(5,17),(5,31),0.00110065 # DEPENDENCYPART_TRISIBL
(5,15),(5,17),(5,32),-0.0559771 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,15),(5,18),(5,19),-0.0285495 # DEPENDENCYPART_TRISIBL
(5,15),(5,18),(5,20),-0.106698 # DEPENDENCYPART_TRISIBL
(5,15),(5,18),(5,23),-0.0996285 # DEPENDENCYPART_TRISIBL
(5,15),(5,18),(5,31),-0.0498403 # DEPENDENCYPART_TRISIBL
(5,15),(5,18),(5,32),-0.118647 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,15),(5,19),(5,20),-0.125892 # DEPENDENCYPART_TRISIBL
(5,15),(5,19),(5,23),-0.0621872 # DEPENDENCYPART_TRISIBL
(5,15),(5,19),(5,31),-0.0785287 # DEPENDENCYPART_TRISIBL
(5,15),(5,19),(5,32),-0.0545581 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,15),(5,20),(5,23),-0.10191 # DEPENDENCYPART_TRISIBL
(5,15),(5,20),(5,31),-0.0941783 # DEPENDENCYPART_TRISIBL
(5,15),(5,20),(5,32),-0.153531 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,15),(5,23),(5,31),-0.0883735 # DEPENDENCYPART_TRISIBL
(5,15),(5,23),(5,32),-0.123281 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,15),(5,31),(5,32),-0.0726296 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,17),(5,18),(5,19),-0.0758137 # DEPENDENCYPART_TRISIBL
(5,17),(5,18),(5,20),-0.0844346 # DEPENDENCYPART_TRISIBL
(5,17),(5,18),(5,23),-0.111225 # DEPENDENCYPART_TRISIBL
(5,17),(5,18),(5,31),-0.0932114 # DEPENDENCYPART_TRISIBL
(5,17),(5,18),(5,32),-0.0405453 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,17),(5,19),(5,20),-0.0305277 # DEPENDENCYPART_TRISIBL
(5,17),(5,19),(5,23),-0.0673004 # DEPENDENCYPART_TRISIBL
(5,17),(5,19),(5,31),-0.109045 # DEPENDENCYPART_TRISIBL
(5,17),(5,19),(5,32),-0.211318 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,17),(5,20),(5,23),-0.116611 # DEPENDENCYPART_TRISIBL
(5,17),(5,20),(5,31),-0.118071 # DEPENDENCYPART_TRISIBL
(5,17),(5,20),(5,32),-0.0960027 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,17),(5,23),(5,31),-0.122143 # DEPENDENCYPART_TRISIBL
(5,17),(5,23),(5,32),-0.0777443 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,17),(5,31),(5,32),-0.0542414 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,18),(5,19),(5,20),-0.131098 # DEPENDENCYPART_TRISIBL
(5,18),(5,19),(5,23),-0.111834 # DEPENDENCYPART_TRISIBL
(5,18),(5,19),(5,31),-0.0874923 # DEPENDENCYPART_TRISIBL
