# _root_ ( Reliance floated a $ 357 million petrochemical company in 1988 that was , at the time , the largest public issue in Indian history . )
#goldHeads=3,3,0,9,9,5,5,9,3,3,10,13,9,13,13,17,15,13,22,22,22,13,22,25,23,3,3,
#predictedHeads=3,3,0,9,9,5,5,9,3,3,10,13,9,3,3,17,15,17,22,22,22,17,22,25,23,3,3,
(8,22),(17,21),0.0757154 # DEPENDENCYPART_HEADBIGRAM
(8,22),(20,21),0.0750407 # DEPENDENCYPART_HEADBIGRAM
(8,22),(22,21),0.0922813 # DEPENDENCYPART_HEADBIGRAM
(8,22),(23,21),0.0896969 # DEPENDENCYPART_HEADBIGRAM
(8,22),(25,21),0.0655107 # DEPENDENCYPART_HEADBIGRAM
(9,2),(2,1),-0.0268113 # DEPENDENCYPART_HEADBIGRAM
(9,2),(3,1),-0.114224 # DEPENDENCYPART_HEADBIGRAM
(9,2),(8,1),-0.128948 # DEPENDENCYPART_HEADBIGRAM
(9,2),(9,1),0.0828366 # DEPENDENCYPART_HEADBIGRAM
(9,2),(13,1),0.0804085 # DEPENDENCYPART_HEADBIGRAM
(9,3),(0,2),-0.0647036 # DEPENDENCYPART_HEADBIGRAM
(9,3),(3,2),-0.102299 # DEPENDENCYPART_HEADBIGRAM
(9,3),(9,2),0.214738 # DEPENDENCYPART_HEADBIGRAM
(9,3),(13,2),0.03813 # DEPENDENCYPART_HEADBIGRAM
(9,4),(0,3),-0.0187936 # DEPENDENCYPART_HEADBIGRAM
(9,4),(2,3),-0.136326 # DEPENDENCYPART_HEADBIGRAM
(9,4),(8,3),-0.13033 # DEPENDENCYPART_HEADBIGRAM
(9,4),(9,3),0.0540541 # DEPENDENCYPART_HEADBIGRAM
(9,4),(13,3),0.0569923 # DEPENDENCYPART_HEADBIGRAM
(9,5),(3,4),-0.102067 # DEPENDENCYPART_HEADBIGRAM
(9,5),(5,4),-0.114029 # DEPENDENCYPART_HEADBIGRAM
(9,5),(6,4),-0.106903 # DEPENDENCYPART_HEADBIGRAM
(9,5),(7,4),-0.106897 # DEPENDENCYPART_HEADBIGRAM
(9,5),(8,4),-0.107408 # DEPENDENCYPART_HEADBIGRAM
(9,5),(9,4),0.166276 # DEPENDENCYPART_HEADBIGRAM
(9,5),(13,4),0.0995035 # DEPENDENCYPART_HEADBIGRAM
(9,6),(2,5),-0.11007 # DEPENDENCYPART_HEADBIGRAM
(9,6),(3,5),-0.115953 # DEPENDENCYPART_HEADBIGRAM
(9,6),(6,5),-0.155851 # DEPENDENCYPART_HEADBIGRAM
(9,6),(7,5),-0.107255 # DEPENDENCYPART_HEADBIGRAM
(9,6),(8,5),-0.115869 # DEPENDENCYPART_HEADBIGRAM
(9,6),(9,5),0.0123654 # DEPENDENCYPART_HEADBIGRAM
(9,6),(13,5),0.0758379 # DEPENDENCYPART_HEADBIGRAM
(9,7),(2,6),-0.125712 # DEPENDENCYPART_HEADBIGRAM
(9,7),(3,6),-0.112081 # DEPENDENCYPART_HEADBIGRAM
(9,7),(5,6),-0.145461 # DEPENDENCYPART_HEADBIGRAM
(9,7),(7,6),0.011793 # DEPENDENCYPART_HEADBIGRAM
(9,7),(8,6),-0.1241 # DEPENDENCYPART_HEADBIGRAM
(9,7),(9,6),0.038734 # DEPENDENCYPART_HEADBIGRAM
(9,7),(13,6),0.0822788 # DEPENDENCYPART_HEADBIGRAM
(9,8),(3,7),-0.134998 # DEPENDENCYPART_HEADBIGRAM
(9,8),(5,7),-0.00333734 # DEPENDENCYPART_HEADBIGRAM
(9,8),(6,7),-0.118232 # DEPENDENCYPART_HEADBIGRAM
(9,8),(8,7),-0.19187 # DEPENDENCYPART_HEADBIGRAM
(9,8),(9,7),0.0872491 # DEPENDENCYPART_HEADBIGRAM
(9,8),(11,7),0.0680393 # DEPENDENCYPART_HEADBIGRAM
(9,8),(13,7),0.0684461 # DEPENDENCYPART_HEADBIGRAM
(9,10),(0,9),-0.0983319 # DEPENDENCYPART_HEADBIGRAM
(9,10),(2,9),-0.0349095 # DEPENDENCYPART_HEADBIGRAM
(9,10),(3,9),0.0256694 # DEPENDENCYPART_HEADBIGRAM
(9,10),(5,9),-0.0703875 # DEPENDENCYPART_HEADBIGRAM
(9,10),(6,9),-0.0666284 # DEPENDENCYPART_HEADBIGRAM
(9,10),(7,9),-0.0748022 # DEPENDENCYPART_HEADBIGRAM
(9,10),(8,9),-0.0128482 # DEPENDENCYPART_HEADBIGRAM
(9,10),(10,9),-0.0301599 # DEPENDENCYPART_HEADBIGRAM
(9,10),(11,9),0.0449075 # DEPENDENCYPART_HEADBIGRAM
(9,10),(13,9),0.326622 # DEPENDENCYPART_HEADBIGRAM
(9,11),(2,10),-0.0418705 # DEPENDENCYPART_HEADBIGRAM
(9,11),(3,10),-0.0664549 # DEPENDENCYPART_HEADBIGRAM
(9,11),(4,10),-0.0607701 # DEPENDENCYPART_HEADBIGRAM
(9,11),(5,10),-0.0318702 # DEPENDENCYPART_HEADBIGRAM
(9,11),(6,10),-0.0699065 # DEPENDENCYPART_HEADBIGRAM
(9,11),(7,10),-0.0716625 # DEPENDENCYPART_HEADBIGRAM
(9,11),(8,10),-0.0448575 # DEPENDENCYPART_HEADBIGRAM
(9,11),(9,10),0.0526117 # DEPENDENCYPART_HEADBIGRAM
(9,11),(11,10),0.0762634 # DEPENDENCYPART_HEADBIGRAM
(9,11),(13,10),0.0660363 # DEPENDENCYPART_HEADBIGRAM
(9,13),(10,12),0.121779 # DEPENDENCYPART_HEADBIGRAM
(9,13),(13,12),0.31291 # DEPENDENCYPART_HEADBIGRAM
(9,13),(17,12),0.0712851 # DEPENDENCYPART_HEADBIGRAM
(9,14),(0,13),-0.139938 # DEPENDENCYPART_HEADBIGRAM
(9,14),(2,13),-0.0594088 # DEPENDENCYPART_HEADBIGRAM
(9,14),(3,13),-0.0623415 # DEPENDENCYPART_HEADBIGRAM
(9,14),(5,13),-0.06354 # DEPENDENCYPART_HEADBIGRAM
(9,14),(6,13),-0.0603337 # DEPENDENCYPART_HEADBIGRAM
(9,14),(8,13),-0.0581657 # DEPENDENCYPART_HEADBIGRAM
(9,14),(9,13),0.0792562 # DEPENDENCYPART_HEADBIGRAM
(9,14),(10,13),0.0937346 # DEPENDENCYPART_HEADBIGRAM
(9,14),(11,13),0.11304 # DEPENDENCYPART_HEADBIGRAM
(9,14),(12,13),0.102237 # DEPENDENCYPART_HEADBIGRAM
(9,15),(2,14),-0.0860793 # DEPENDENCYPART_HEADBIGRAM
(9,15),(3,14),-0.0993506 # DEPENDENCYPART_HEADBIGRAM
(9,15),(5,14),-0.0689197 # DEPENDENCYPART_HEADBIGRAM
(9,15),(6,14),-0.0595575 # DEPENDENCYPART_HEADBIGRAM
(9,15),(8,14),-0.0792359 # DEPENDENCYPART_HEADBIGRAM
(9,15),(9,14),0.125952 # DEPENDENCYPART_HEADBIGRAM
(9,15),(11,14),0.101797 # DEPENDENCYPART_HEADBIGRAM
(9,15),(13,14),0.0871446 # DEPENDENCYPART_HEADBIGRAM
(9,15),(15,14),0.0314894 # DEPENDENCYPART_HEADBIGRAM
(9,15),(17,14),0.0698165 # DEPENDENCYPART_HEADBIGRAM
(9,17),(15,16),0.0758916 # DEPENDENCYPART_HEADBIGRAM
(9,17),(17,16),0.140822 # DEPENDENCYPART_HEADBIGRAM
(9,17),(22,16),0.0728896 # DEPENDENCYPART_HEADBIGRAM
(9,17),(25,16),0.0729345 # DEPENDENCYPART_HEADBIGRAM
(9,18),(3,17),-0.0961751 # DEPENDENCYPART_HEADBIGRAM
(9,18),(5,17),-0.0610435 # DEPENDENCYPART_HEADBIGRAM
(9,18),(9,17),0.147845 # DEPENDENCYPART_HEADBIGRAM
(9,18),(10,17),0.0830289 # DEPENDENCYPART_HEADBIGRAM
(9,18),(11,17),0.102965 # DEPENDENCYPART_HEADBIGRAM
(9,18),(13,17),0.0337319 # DEPENDENCYPART_HEADBIGRAM
(9,18),(15,17),0.106441 # DEPENDENCYPART_HEADBIGRAM
(9,18),(21,17),0.0720168 # DEPENDENCYPART_HEADBIGRAM
(9,18),(22,17),0.036255 # DEPENDENCYPART_HEADBIGRAM
(9,18),(25,17),0.0394375 # DEPENDENCYPART_HEADBIGRAM
(9,22),(5,21),-0.0480802 # DEPENDENCYPART_HEADBIGRAM
(9,22),(13,21),0.055552 # DEPENDENCYPART_HEADBIGRAM
(9,22),(15,21),0.100981 # DEPENDENCYPART_HEADBIGRAM
(9,22),(17,21),0.0757012 # DEPENDENCYPART_HEADBIGRAM
(9,22),(20,21),0.0833313 # DEPENDENCYPART_HEADBIGRAM
(9,22),(22,21),0.0913827 # DEPENDENCYPART_HEADBIGRAM
(9,22),(23,21),0.0896901 # DEPENDENCYPART_HEADBIGRAM
(9,22),(25,21),0.0654933 # DEPENDENCYPART_HEADBIGRAM
(9,26),(13,25),0.0491969 # DEPENDENCYPART_HEADBIGRAM
(9,26),(15,25),0.159113 # DEPENDENCYPART_HEADBIGRAM
(9,26),(17,25),0.131914 # DEPENDENCYPART_HEADBIGRAM
(9,26),(21,25),0.0976382 # DEPENDENCYPART_HEADBIGRAM
(9,26),(22,25),0.130517 # DEPENDENCYPART_HEADBIGRAM
(9,26),(23,25),0.172919 # DEPENDENCYPART_HEADBIGRAM
(9,26),(26,25),0.0717146 # DEPENDENCYPART_HEADBIGRAM
(10,9),(3,8),-0.114177 # DEPENDENCYPART_HEADBIGRAM
(10,9),(5,8),-0.116113 # DEPENDENCYPART_HEADBIGRAM
(10,9),(6,8),-0.201054 # DEPENDENCYPART_HEADBIGRAM
(10,9),(7,8),-0.202939 # DEPENDENCYPART_HEADBIGRAM
(10,9),(9,8),-0.0578376 # DEPENDENCYPART_HEADBIGRAM
(10,9),(11,8),0.139948 # DEPENDENCYPART_HEADBIGRAM
(10,9),(13,8),0.123447 # DEPENDENCYPART_HEADBIGRAM
(10,11),(2,10),-0.120171 # DEPENDENCYPART_HEADBIGRAM
(10,11),(3,10),0.033502 # DEPENDENCYPART_HEADBIGRAM
(10,11),(4,10),-0.0859683 # DEPENDENCYPART_HEADBIGRAM
(10,11),(5,10),-0.109199 # DEPENDENCYPART_HEADBIGRAM
(10,11),(6,10),-0.000221974 # DEPENDENCYPART_HEADBIGRAM
(10,11),(7,10),-0.000731207 # DEPENDENCYPART_HEADBIGRAM
(10,11),(8,10),-0.0840633 # DEPENDENCYPART_HEADBIGRAM
(10,11),(9,10),-0.0870253 # DEPENDENCYPART_HEADBIGRAM
(10,11),(11,10),0.050061 # DEPENDENCYPART_HEADBIGRAM
(10,11),(13,10),0.130555 # DEPENDENCYPART_HEADBIGRAM
(10,12),(6,11),-0.0575711 # DEPENDENCYPART_HEADBIGRAM
(10,12),(7,11),-0.0575711 # DEPENDENCYPART_HEADBIGRAM
(10,12),(8,11),-0.0575711 # DEPENDENCYPART_HEADBIGRAM
(10,12),(9,11),-0.0574836 # DEPENDENCYPART_HEADBIGRAM
(10,12),(10,11),0.0885802 # DEPENDENCYPART_HEADBIGRAM
(10,12),(13,11),0.0811871 # DEPENDENCYPART_HEADBIGRAM
(10,12),(17,11),0.0811871 # DEPENDENCYPART_HEADBIGRAM
(10,13),(10,12),0.0877796 # DEPENDENCYPART_HEADBIGRAM
(10,13),(13,12),0.0991347 # DEPENDENCYPART_HEADBIGRAM
(10,13),(17,12),0.0734486 # DEPENDENCYPART_HEADBIGRAM
(10,15),(2,14),-0.0826533 # DEPENDENCYPART_HEADBIGRAM
(10,15),(3,14),-0.0683549 # DEPENDENCYPART_HEADBIGRAM
(10,15),(5,14),-0.0658312 # DEPENDENCYPART_HEADBIGRAM
(10,15),(6,14),-0.0682654 # DEPENDENCYPART_HEADBIGRAM
(10,15),(8,14),-0.0850915 # DEPENDENCYPART_HEADBIGRAM
(10,15),(9,14),-0.079096 # DEPENDENCYPART_HEADBIGRAM
(10,15),(11,14),0.0870288 # DEPENDENCYPART_HEADBIGRAM
(10,15),(13,14),0.0773461 # DEPENDENCYPART_HEADBIGRAM
(10,15),(15,14),0.0822644 # DEPENDENCYPART_HEADBIGRAM
(10,15),(17,14),0.0572807 # DEPENDENCYPART_HEADBIGRAM
(10,17),(15,16),0.0813725 # DEPENDENCYPART_HEADBIGRAM
(10,17),(17,16),0.245304 # DEPENDENCYPART_HEADBIGRAM
(10,17),(22,16),0.00262864 # DEPENDENCYPART_HEADBIGRAM
(10,17),(25,16),0.00262864 # DEPENDENCYPART_HEADBIGRAM
(10,22),(5,21),-0.0578473 # DEPENDENCYPART_HEADBIGRAM
(10,22),(13,21),0.0677614 # DEPENDENCYPART_HEADBIGRAM
(10,22),(15,21),0.075552 # DEPENDENCYPART_HEADBIGRAM
(10,22),(17,21),0.0697891 # DEPENDENCYPART_HEADBIGRAM
(10,22),(20,21),0.0661836 # DEPENDENCYPART_HEADBIGRAM
(10,22),(22,21),0.176355 # DEPENDENCYPART_HEADBIGRAM
(10,22),(23,21),0.0709061 # DEPENDENCYPART_HEADBIGRAM
(10,22),(25,21),0.0599911 # DEPENDENCYPART_HEADBIGRAM
(11,7),(2,6),-0.101575 # DEPENDENCYPART_HEADBIGRAM
(11,7),(3,6),-0.109061 # DEPENDENCYPART_HEADBIGRAM
(11,7),(5,6),-0.106935 # DEPENDENCYPART_HEADBIGRAM
(11,7),(7,6),-0.10081 # DEPENDENCYPART_HEADBIGRAM
(11,7),(8,6),-0.109076 # DEPENDENCYPART_HEADBIGRAM
(11,7),(9,6),-0.1081 # DEPENDENCYPART_HEADBIGRAM
(11,7),(13,6),0.0828867 # DEPENDENCYPART_HEADBIGRAM
(11,8),(3,7),-0.107599 # DEPENDENCYPART_HEADBIGRAM
(11,8),(5,7),-0.0947632 # DEPENDENCYPART_HEADBIGRAM
(11,8),(6,7),-0.0939795 # DEPENDENCYPART_HEADBIGRAM
(11,8),(8,7),-0.0308919 # DEPENDENCYPART_HEADBIGRAM
(11,8),(9,7),-0.108529 # DEPENDENCYPART_HEADBIGRAM
(11,8),(11,7),0.118858 # DEPENDENCYPART_HEADBIGRAM
(11,8),(13,7),0.0869474 # DEPENDENCYPART_HEADBIGRAM
(11,9),(3,8),-0.124345 # DEPENDENCYPART_HEADBIGRAM
(11,9),(5,8),-0.116146 # DEPENDENCYPART_HEADBIGRAM
(11,9),(6,8),-0.208129 # DEPENDENCYPART_HEADBIGRAM
(11,9),(7,8),-0.208153 # DEPENDENCYPART_HEADBIGRAM
(11,9),(9,8),-0.154418 # DEPENDENCYPART_HEADBIGRAM
(11,9),(11,8),0.224219 # DEPENDENCYPART_HEADBIGRAM
(11,9),(13,8),0.126074 # DEPENDENCYPART_HEADBIGRAM
(11,10),(0,9),-0.120496 # DEPENDENCYPART_HEADBIGRAM
(11,10),(2,9),-0.121631 # DEPENDENCYPART_HEADBIGRAM
(11,10),(3,9),-0.121867 # DEPENDENCYPART_HEADBIGRAM
(11,10),(5,9),-0.118532 # DEPENDENCYPART_HEADBIGRAM
(11,10),(6,9),-0.118571 # DEPENDENCYPART_HEADBIGRAM
(11,10),(7,9),-0.121264 # DEPENDENCYPART_HEADBIGRAM
(11,10),(8,9),-0.122373 # DEPENDENCYPART_HEADBIGRAM
(11,10),(10,9),-0.10834 # DEPENDENCYPART_HEADBIGRAM
(11,10),(11,9),0.108529 # DEPENDENCYPART_HEADBIGRAM
(11,10),(13,9),0.0768324 # DEPENDENCYPART_HEADBIGRAM
(11,13),(10,12),-0.0581295 # DEPENDENCYPART_HEADBIGRAM
(11,13),(13,12),0.136148 # DEPENDENCYPART_HEADBIGRAM
(11,13),(17,12),0.0809522 # DEPENDENCYPART_HEADBIGRAM
(11,14),(0,13),-0.06474 # DEPENDENCYPART_HEADBIGRAM
(11,14),(2,13),-0.0591004 # DEPENDENCYPART_HEADBIGRAM
(11,14),(3,13),-0.0639596 # DEPENDENCYPART_HEADBIGRAM
(11,14),(5,13),-0.0635429 # DEPENDENCYPART_HEADBIGRAM
(11,14),(6,13),-0.0635392 # DEPENDENCYPART_HEADBIGRAM
(11,14),(8,13),-0.0577995 # DEPENDENCYPART_HEADBIGRAM
(11,14),(9,13),-0.0577995 # DEPENDENCYPART_HEADBIGRAM
(11,14),(10,13),-0.0579989 # DEPENDENCYPART_HEADBIGRAM
(11,14),(11,13),0.0943563 # DEPENDENCYPART_HEADBIGRAM
(11,14),(12,13),0.102237 # DEPENDENCYPART_HEADBIGRAM
(11,15),(2,14),-0.0615806 # DEPENDENCYPART_HEADBIGRAM
(11,15),(3,14),-0.0551617 # DEPENDENCYPART_HEADBIGRAM
(11,15),(5,14),-0.0658821 # DEPENDENCYPART_HEADBIGRAM
(11,15),(6,14),-0.0663878 # DEPENDENCYPART_HEADBIGRAM
(11,15),(8,14),-0.0640188 # DEPENDENCYPART_HEADBIGRAM
(11,15),(9,14),-0.0579445 # DEPENDENCYPART_HEADBIGRAM
(11,15),(11,14),0.00619508 # DEPENDENCYPART_HEADBIGRAM
(11,15),(13,14),0.0999599 # DEPENDENCYPART_HEADBIGRAM
(11,15),(15,14),0.0741535 # DEPENDENCYPART_HEADBIGRAM
(11,15),(17,14),0.078222 # DEPENDENCYPART_HEADBIGRAM
(11,17),(15,16),0.0860497 # DEPENDENCYPART_HEADBIGRAM
(11,17),(17,16),0.116375 # DEPENDENCYPART_HEADBIGRAM
(11,17),(22,16),0.0782699 # DEPENDENCYPART_HEADBIGRAM
(11,17),(25,16),0.07827 # DEPENDENCYPART_HEADBIGRAM
(12,13),(10,12),-0.0544719 # DEPENDENCYPART_HEADBIGRAM
(12,13),(13,12),0.0772925 # DEPENDENCYPART_HEADBIGRAM
(12,13),(17,12),0.0998002 # DEPENDENCYPART_HEADBIGRAM
(13,2),(2,1),-0.135502 # DEPENDENCYPART_HEADBIGRAM
(13,2),(3,1),-0.103904 # DEPENDENCYPART_HEADBIGRAM
(13,2),(8,1),-0.115688 # DEPENDENCYPART_HEADBIGRAM
(13,2),(9,1),-0.115688 # DEPENDENCYPART_HEADBIGRAM
(13,2),(13,1),0.0758925 # DEPENDENCYPART_HEADBIGRAM
(13,3),(0,2),-0.109212 # DEPENDENCYPART_HEADBIGRAM
(13,3),(3,2),-0.128896 # DEPENDENCYPART_HEADBIGRAM
(13,3),(9,2),-0.107508 # DEPENDENCYPART_HEADBIGRAM
(13,3),(13,2),0.00333406 # DEPENDENCYPART_HEADBIGRAM
(13,4),(0,3),-0.0634068 # DEPENDENCYPART_HEADBIGRAM
(13,4),(2,3),-0.082035 # DEPENDENCYPART_HEADBIGRAM
(13,4),(8,3),-0.0968558 # DEPENDENCYPART_HEADBIGRAM
(13,4),(9,3),-0.0962688 # DEPENDENCYPART_HEADBIGRAM
(13,4),(13,3),0.0681223 # DEPENDENCYPART_HEADBIGRAM
(13,5),(3,4),-0.100211 # DEPENDENCYPART_HEADBIGRAM
(13,5),(5,4),-0.0819514 # DEPENDENCYPART_HEADBIGRAM
(13,5),(6,4),-0.106978 # DEPENDENCYPART_HEADBIGRAM
(13,5),(7,4),-0.107333 # DEPENDENCYPART_HEADBIGRAM
(13,5),(8,4),-0.108732 # DEPENDENCYPART_HEADBIGRAM
(13,5),(9,4),-0.108732 # DEPENDENCYPART_HEADBIGRAM
(13,5),(13,4),0.0766744 # DEPENDENCYPART_HEADBIGRAM
(13,6),(2,5),-0.0997654 # DEPENDENCYPART_HEADBIGRAM
(13,6),(3,5),-0.102491 # DEPENDENCYPART_HEADBIGRAM
(13,6),(6,5),-0.0836209 # DEPENDENCYPART_HEADBIGRAM
(13,6),(7,5),-0.106889 # DEPENDENCYPART_HEADBIGRAM
(13,6),(8,5),-0.106893 # DEPENDENCYPART_HEADBIGRAM
(13,6),(9,5),-0.106896 # DEPENDENCYPART_HEADBIGRAM
(13,6),(13,5),0.0767264 # DEPENDENCYPART_HEADBIGRAM
(13,7),(2,6),-0.100313 # DEPENDENCYPART_HEADBIGRAM
(13,7),(3,6),-0.100236 # DEPENDENCYPART_HEADBIGRAM
(13,7),(5,6),-0.102661 # DEPENDENCYPART_HEADBIGRAM
(13,7),(7,6),-0.0823117 # DEPENDENCYPART_HEADBIGRAM
(13,7),(8,6),-0.107373 # DEPENDENCYPART_HEADBIGRAM
(13,7),(9,6),-0.107804 # DEPENDENCYPART_HEADBIGRAM
(13,7),(13,6),0.0622862 # DEPENDENCYPART_HEADBIGRAM
(13,8),(3,7),-0.127135 # DEPENDENCYPART_HEADBIGRAM
(13,8),(5,7),-0.0961834 # DEPENDENCYPART_HEADBIGRAM
(13,8),(6,7),-0.0970182 # DEPENDENCYPART_HEADBIGRAM
(13,8),(8,7),-0.027806 # DEPENDENCYPART_HEADBIGRAM
(13,8),(9,7),-0.123465 # DEPENDENCYPART_HEADBIGRAM
(13,8),(11,7),-0.109453 # DEPENDENCYPART_HEADBIGRAM
(13,8),(13,7),0.0778693 # DEPENDENCYPART_HEADBIGRAM
(13,9),(3,8),-0.128989 # DEPENDENCYPART_HEADBIGRAM
(13,9),(5,8),-0.0996494 # DEPENDENCYPART_HEADBIGRAM
(13,9),(6,8),-0.141418 # DEPENDENCYPART_HEADBIGRAM
(13,9),(7,8),-0.142081 # DEPENDENCYPART_HEADBIGRAM
(13,9),(9,8),-0.044566 # DEPENDENCYPART_HEADBIGRAM
(13,9),(11,8),-0.103466 # DEPENDENCYPART_HEADBIGRAM
(13,9),(13,8),-0.0102188 # DEPENDENCYPART_HEADBIGRAM
(13,10),(0,9),-0.111999 # DEPENDENCYPART_HEADBIGRAM
(13,10),(2,9),-0.169394 # DEPENDENCYPART_HEADBIGRAM
(13,10),(3,9),-0.0303687 # DEPENDENCYPART_HEADBIGRAM
(13,10),(5,9),-0.0969649 # DEPENDENCYPART_HEADBIGRAM
(13,10),(6,9),-0.114269 # DEPENDENCYPART_HEADBIGRAM
(13,10),(7,9),-0.0525741 # DEPENDENCYPART_HEADBIGRAM
(13,10),(8,9),-0.157103 # DEPENDENCYPART_HEADBIGRAM
(13,10),(10,9),-0.142188 # DEPENDENCYPART_HEADBIGRAM
(13,10),(11,9),-0.105379 # DEPENDENCYPART_HEADBIGRAM
(13,10),(13,9),0.0748127 # DEPENDENCYPART_HEADBIGRAM
(13,11),(2,10),-0.0720901 # DEPENDENCYPART_HEADBIGRAM
(13,11),(3,10),-0.0793056 # DEPENDENCYPART_HEADBIGRAM
(13,11),(4,10),-0.0652816 # DEPENDENCYPART_HEADBIGRAM
(13,11),(5,10),-0.0968494 # DEPENDENCYPART_HEADBIGRAM
(13,11),(6,10),-0.0961745 # DEPENDENCYPART_HEADBIGRAM
(13,11),(7,10),-0.0961749 # DEPENDENCYPART_HEADBIGRAM
(13,11),(8,10),-0.109458 # DEPENDENCYPART_HEADBIGRAM
(13,11),(9,10),-0.109458 # DEPENDENCYPART_HEADBIGRAM
(13,11),(11,10),-0.10661 # DEPENDENCYPART_HEADBIGRAM
(13,11),(13,10),0.0811134 # DEPENDENCYPART_HEADBIGRAM
(13,12),(6,11),-0.100388 # DEPENDENCYPART_HEADBIGRAM
(13,12),(7,11),-0.100388 # DEPENDENCYPART_HEADBIGRAM
(13,12),(8,11),-0.0955422 # DEPENDENCYPART_HEADBIGRAM
(13,12),(9,11),-0.0912398 # DEPENDENCYPART_HEADBIGRAM
(13,12),(10,11),-0.0786245 # DEPENDENCYPART_HEADBIGRAM
(13,12),(13,11),0.0862558 # DEPENDENCYPART_HEADBIGRAM
(13,12),(17,11),0.0900444 # DEPENDENCYPART_HEADBIGRAM
(13,14),(0,13),-0.134006 # DEPENDENCYPART_HEADBIGRAM
(13,14),(2,13),-0.0641608 # DEPENDENCYPART_HEADBIGRAM
(13,14),(3,13),-0.0303982 # DEPENDENCYPART_HEADBIGRAM
(13,14),(5,13),-0.0907064 # DEPENDENCYPART_HEADBIGRAM
(13,14),(6,13),-0.0881329 # DEPENDENCYPART_HEADBIGRAM
(13,14),(8,13),-0.0608079 # DEPENDENCYPART_HEADBIGRAM
(13,14),(9,13),-0.0621498 # DEPENDENCYPART_HEADBIGRAM
(13,14),(10,13),-0.0726788 # DEPENDENCYPART_HEADBIGRAM
(13,14),(11,13),-0.0689398 # DEPENDENCYPART_HEADBIGRAM
(13,14),(12,13),-0.0653194 # DEPENDENCYPART_HEADBIGRAM
(13,15),(2,14),-0.0914911 # DEPENDENCYPART_HEADBIGRAM
(13,15),(3,14),0.0157511 # DEPENDENCYPART_HEADBIGRAM
(13,15),(5,14),-0.07253 # DEPENDENCYPART_HEADBIGRAM
(13,15),(6,14),-0.0702283 # DEPENDENCYPART_HEADBIGRAM
(13,15),(8,14),-0.0939659 # DEPENDENCYPART_HEADBIGRAM
(13,15),(9,14),-0.0920557 # DEPENDENCYPART_HEADBIGRAM
(13,15),(11,14),-0.0701655 # DEPENDENCYPART_HEADBIGRAM
(13,15),(13,14),0.185548 # DEPENDENCYPART_HEADBIGRAM
(13,15),(15,14),0.108708 # DEPENDENCYPART_HEADBIGRAM
(13,15),(17,14),0.0593743 # DEPENDENCYPART_HEADBIGRAM
(13,17),(15,16),0.05523 # DEPENDENCYPART_HEADBIGRAM
(13,17),(17,16),0.132789 # DEPENDENCYPART_HEADBIGRAM
(13,17),(22,16),-0.0149834 # DEPENDENCYPART_HEADBIGRAM
(13,17),(25,16),-0.0149834 # DEPENDENCYPART_HEADBIGRAM
(13,18),(3,17),-0.0331571 # DEPENDENCYPART_HEADBIGRAM
(13,18),(5,17),-0.0700647 # DEPENDENCYPART_HEADBIGRAM
(13,18),(9,17),-0.139607 # DEPENDENCYPART_HEADBIGRAM
(13,18),(10,17),-0.0161255 # DEPENDENCYPART_HEADBIGRAM
(13,18),(11,17),-0.0775966 # DEPENDENCYPART_HEADBIGRAM
(13,18),(13,17),0.137505 # DEPENDENCYPART_HEADBIGRAM
(13,18),(15,17),0.189379 # DEPENDENCYPART_HEADBIGRAM
(13,18),(21,17),0.0596653 # DEPENDENCYPART_HEADBIGRAM
(13,18),(22,17),-0.00531654 # DEPENDENCYPART_HEADBIGRAM
(13,18),(25,17),-0.0121774 # DEPENDENCYPART_HEADBIGRAM
(13,21),(17,20),0.0945571 # DEPENDENCYPART_HEADBIGRAM
(13,21),(21,20),0.0844232 # DEPENDENCYPART_HEADBIGRAM
(13,21),(22,20),0.0811076 # DEPENDENCYPART_HEADBIGRAM
(13,22),(5,21),-0.0391241 # DEPENDENCYPART_HEADBIGRAM
(13,22),(13,21),0.0858689 # DEPENDENCYPART_HEADBIGRAM
(13,22),(15,21),0.0671947 # DEPENDENCYPART_HEADBIGRAM
(13,22),(17,21),0.060638 # DEPENDENCYPART_HEADBIGRAM
(13,22),(20,21),0.112934 # DEPENDENCYPART_HEADBIGRAM
(13,22),(22,21),0.171138 # DEPENDENCYPART_HEADBIGRAM
(13,22),(23,21),0.0645948 # DEPENDENCYPART_HEADBIGRAM
(13,22),(25,21),0.0417605 # DEPENDENCYPART_HEADBIGRAM
(13,23),(3,22),-0.0393926 # DEPENDENCYPART_HEADBIGRAM
(13,23),(8,22),-0.138163 # DEPENDENCYPART_HEADBIGRAM
(13,23),(9,22),-0.129239 # DEPENDENCYPART_HEADBIGRAM
(13,23),(10,22),-0.0107448 # DEPENDENCYPART_HEADBIGRAM
(13,23),(13,22),0.0719344 # DEPENDENCYPART_HEADBIGRAM
(13,23),(15,22),0.248623 # DEPENDENCYPART_HEADBIGRAM
(13,23),(17,22),-0.00216346 # DEPENDENCYPART_HEADBIGRAM
(13,23),(23,22),0.120478 # DEPENDENCYPART_HEADBIGRAM
(13,23),(24,22),0.0799436 # DEPENDENCYPART_HEADBIGRAM
(13,23),(25,22),-0.0419231 # DEPENDENCYPART_HEADBIGRAM
(13,24),(3,23),-0.0610422 # DEPENDENCYPART_HEADBIGRAM
(13,24),(5,23),-0.0576132 # DEPENDENCYPART_HEADBIGRAM
