# _root_ `` Those shares which had posted gains on M&A speculation were dashed with cold water , but as far as major stocks are concerned , there is n't much impact . ''
#goldHeads=11,3,11,5,3,5,6,6,10,8,0,11,12,15,13,11,11,27,18,18,22,23,20,23,27,27,17,27,30,27,11,11,
#predictedHeads=11,3,11,5,3,5,6,7,10,8,0,11,12,15,13,11,11,27,18,18,22,23,20,23,27,27,17,27,30,27,11,11,
(17,18),(18,30),-0.325748 # DEPENDENCYPART_GRANDPAR
(17,18),(18,31),-1.11547 # DEPENDENCYPART_GRANDPAR
(17,18),(18,32),-0.822429 # DEPENDENCYPART_GRANDPAR
(17,19),(19,18),0.835538 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),0.265925 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),0.0767063 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.00063397 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),0.29697 # DEPENDENCYPART_GRANDPAR
(17,19),(19,27),0.149899 # DEPENDENCYPART_GRANDPAR
(17,20),(20,18),0.695898 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),0.146662 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.0963409 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),-0.00495133 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),0.222075 # DEPENDENCYPART_GRANDPAR
(17,20),(20,24),0.301848 # DEPENDENCYPART_GRANDPAR
(17,20),(20,26),0.138659 # DEPENDENCYPART_GRANDPAR
(17,20),(20,27),0.155089 # DEPENDENCYPART_GRANDPAR
(17,20),(20,28),0.0145464 # DEPENDENCYPART_GRANDPAR
(17,20),(20,30),-0.228712 # DEPENDENCYPART_GRANDPAR
(17,20),(20,32),-0.884713 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),0.324302 # DEPENDENCYPART_GRANDPAR
(17,22),(22,14),-0.956368 # DEPENDENCYPART_GRANDPAR
(17,22),(22,19),0.109045 # DEPENDENCYPART_GRANDPAR
(17,22),(22,20),0.184161 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),-0.0755224 # DEPENDENCYPART_GRANDPAR
(17,22),(22,24),0.250239 # DEPENDENCYPART_GRANDPAR
(17,23),(23,1),-0.650492 # DEPENDENCYPART_GRANDPAR
(17,23),(23,2),-0.807115 # DEPENDENCYPART_GRANDPAR
(17,23),(23,3),-0.763665 # DEPENDENCYPART_GRANDPAR
(17,23),(23,4),-0.744597 # DEPENDENCYPART_GRANDPAR
(17,23),(23,5),-0.755722 # DEPENDENCYPART_GRANDPAR
(17,23),(23,6),-0.49528 # DEPENDENCYPART_GRANDPAR
(17,23),(23,7),-0.719597 # DEPENDENCYPART_GRANDPAR
(17,23),(23,8),-0.638093 # DEPENDENCYPART_GRANDPAR
(17,23),(23,9),-0.555431 # DEPENDENCYPART_GRANDPAR
(17,23),(23,10),-0.675227 # DEPENDENCYPART_GRANDPAR
(17,23),(23,11),-0.706616 # DEPENDENCYPART_GRANDPAR
(17,23),(23,12),-0.490915 # DEPENDENCYPART_GRANDPAR
(17,23),(23,13),-0.519314 # DEPENDENCYPART_GRANDPAR
(17,23),(23,14),-0.829273 # DEPENDENCYPART_GRANDPAR
(17,23),(23,15),-0.680324 # DEPENDENCYPART_GRANDPAR
(17,23),(23,16),-0.86459 # DEPENDENCYPART_GRANDPAR
(17,23),(23,17),-0.606635 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,23),(23,18),0.849827 # DEPENDENCYPART_GRANDPAR
(17,23),(23,19),0.325464 # DEPENDENCYPART_GRANDPAR
(17,23),(23,20),0.261718 # DEPENDENCYPART_GRANDPAR
(17,23),(23,21),-0.136571 # DEPENDENCYPART_GRANDPAR
(17,23),(23,22),0.212046 # DEPENDENCYPART_GRANDPAR
(17,23),(23,24),0.580856 # DEPENDENCYPART_GRANDPAR
(17,23),(23,25),0.000135159 # DEPENDENCYPART_GRANDPAR
(17,23),(23,26),0.435411 # DEPENDENCYPART_GRANDPAR
(17,23),(23,27),0.242427 # DEPENDENCYPART_GRANDPAR
(17,23),(23,28),0.311323 # DEPENDENCYPART_GRANDPAR
(17,23),(23,29),-0.137212 # DEPENDENCYPART_GRANDPAR
(17,23),(23,30),-0.0596296 # DEPENDENCYPART_GRANDPAR
(17,23),(23,31),-0.956041 # DEPENDENCYPART_GRANDPAR
(17,23),(23,32),-0.710178 # DEPENDENCYPART_GRANDPAR
(17,24),(24,15),-0.648063 # DEPENDENCYPART_GRANDPAR
(17,24),(24,21),-0.0780677 # DEPENDENCYPART_GRANDPAR
(17,24),(24,22),0.274334 # DEPENDENCYPART_GRANDPAR
(17,24),(24,25),-0.00272767 # DEPENDENCYPART_GRANDPAR
(17,24),(24,26),0.312873 # DEPENDENCYPART_GRANDPAR
(17,24),(24,27),0.180143 # DEPENDENCYPART_GRANDPAR
(17,24),(24,28),0.19728 # DEPENDENCYPART_GRANDPAR
(17,24),(24,29),-0.321035 # DEPENDENCYPART_GRANDPAR
(17,24),(24,30),-0.151404 # DEPENDENCYPART_GRANDPAR
(17,24),(24,31),-0.948241 # DEPENDENCYPART_GRANDPAR
(17,24),(24,32),-0.774019 # DEPENDENCYPART_GRANDPAR
(17,26),(26,24),0.306244 # DEPENDENCYPART_GRANDPAR
(17,26),(26,25),0.0733746 # DEPENDENCYPART_GRANDPAR
(17,26),(26,28),0.0293646 # DEPENDENCYPART_GRANDPAR
(17,27),(27,1),-0.651794 # DEPENDENCYPART_GRANDPAR
(17,27),(27,4),-0.686131 # DEPENDENCYPART_GRANDPAR
(17,27),(27,5),-0.758179 # DEPENDENCYPART_GRANDPAR
(17,27),(27,6),-0.497702 # DEPENDENCYPART_GRANDPAR
(17,27),(27,7),-0.785812 # DEPENDENCYPART_GRANDPAR
(17,27),(27,8),-0.710343 # DEPENDENCYPART_GRANDPAR
(17,27),(27,9),-0.521834 # DEPENDENCYPART_GRANDPAR
(17,27),(27,10),-0.578715 # DEPENDENCYPART_GRANDPAR
(17,27),(27,11),-0.715513 # DEPENDENCYPART_GRANDPAR
(17,27),(27,12),-0.493337 # DEPENDENCYPART_GRANDPAR
(17,27),(27,13),-0.640144 # DEPENDENCYPART_GRANDPAR
(17,27),(27,14),-0.796143 # DEPENDENCYPART_GRANDPAR
(17,27),(27,15),-0.583705 # DEPENDENCYPART_GRANDPAR
(17,27),(27,16),-0.891135 # DEPENDENCYPART_GRANDPAR
(17,27),(27,17),-0.52497 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,27),(27,18),1.12814 # DEPENDENCYPART_GRANDPAR
(17,27),(27,19),0.451565 # DEPENDENCYPART_GRANDPAR
(17,27),(27,20),0.4861 # DEPENDENCYPART_GRANDPAR
(17,27),(27,21),-0.00461203 # DEPENDENCYPART_GRANDPAR
(17,27),(27,22),0.0954365 # DEPENDENCYPART_GRANDPAR
(17,27),(27,23),0.48988 # DEPENDENCYPART_GRANDPAR
(17,27),(27,24),0.362812 # DEPENDENCYPART_GRANDPAR
(17,27),(27,25),0.225133 # DEPENDENCYPART_GRANDPAR
(17,27),(27,26),0.535596 # DEPENDENCYPART_GRANDPAR
(17,27),(27,28),0.492085 # DEPENDENCYPART_GRANDPAR
(17,27),(27,29),-0.0897149 # DEPENDENCYPART_GRANDPAR
(17,27),(27,30),0.192602 # DEPENDENCYPART_GRANDPAR
(17,27),(27,31),-0.875316 # DEPENDENCYPART_GRANDPAR
(17,27),(27,32),-0.611311 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.631021 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),0.19688 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),0.306557 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),0.00150835 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),0.194407 # DEPENDENCYPART_GRANDPAR
(18,19),(19,27),-0.273052 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-1.05589 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),-0.229599 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),0.402348 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),0.0763598 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),0.37178 # DEPENDENCYPART_GRANDPAR
(18,20),(20,24),0.387788 # DEPENDENCYPART_GRANDPAR
(18,20),(20,26),0.0473607 # DEPENDENCYPART_GRANDPAR
(18,20),(20,27),-0.0783118 # DEPENDENCYPART_GRANDPAR
(18,20),(20,28),-0.372655 # DEPENDENCYPART_GRANDPAR
(18,20),(20,30),-0.265224 # DEPENDENCYPART_GRANDPAR
(18,20),(20,32),-0.0562428 # DEPENDENCYPART_GRANDPAR
(18,21),(21,19),0.264225 # DEPENDENCYPART_GRANDPAR
(18,22),(22,14),-1.2303 # DEPENDENCYPART_GRANDPAR
(18,22),(22,19),0.187064 # DEPENDENCYPART_GRANDPAR
(18,22),(22,20),0.00222191 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),0.424685 # DEPENDENCYPART_GRANDPAR
(18,22),(22,24),0.421901 # DEPENDENCYPART_GRANDPAR
(18,23),(23,1),-0.995193 # DEPENDENCYPART_GRANDPAR
(18,23),(23,2),-1.59562 # DEPENDENCYPART_GRANDPAR
(18,23),(23,3),-1.07582 # DEPENDENCYPART_GRANDPAR
(18,23),(23,4),-0.957921 # DEPENDENCYPART_GRANDPAR
(18,23),(23,5),-1.04747 # DEPENDENCYPART_GRANDPAR
(18,23),(23,6),-1.09603 # DEPENDENCYPART_GRANDPAR
(18,23),(23,7),-1.06091 # DEPENDENCYPART_GRANDPAR
(18,23),(23,8),-0.857694 # DEPENDENCYPART_GRANDPAR
(18,23),(23,9),-1.39593 # DEPENDENCYPART_GRANDPAR
(18,23),(23,10),-1.1997 # DEPENDENCYPART_GRANDPAR
(18,23),(23,11),-1.05818 # DEPENDENCYPART_GRANDPAR
(18,23),(23,12),-1.02672 # DEPENDENCYPART_GRANDPAR
(18,23),(23,13),-0.787699 # DEPENDENCYPART_GRANDPAR
(18,23),(23,14),-1.1428 # DEPENDENCYPART_GRANDPAR
(18,23),(23,15),-1.15451 # DEPENDENCYPART_GRANDPAR
(18,23),(23,16),-0.952048 # DEPENDENCYPART_GRANDPAR
(18,23),(23,17),-0.716727 # DEPENDENCYPART_GRANDPAR
(18,23),(23,18),-0.568374 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,23),(23,19),0.295039 # DEPENDENCYPART_GRANDPAR
(18,23),(23,20),-0.011924 # DEPENDENCYPART_GRANDPAR
(18,23),(23,21),0.405802 # DEPENDENCYPART_GRANDPAR
(18,23),(23,22),0.54433 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),0.734107 # DEPENDENCYPART_GRANDPAR
(18,23),(23,25),0.436734 # DEPENDENCYPART_GRANDPAR
(18,23),(23,26),0.344004 # DEPENDENCYPART_GRANDPAR
(18,23),(23,27),-0.112153 # DEPENDENCYPART_GRANDPAR
(18,23),(23,28),-0.106467 # DEPENDENCYPART_GRANDPAR
(18,23),(23,29),0.122404 # DEPENDENCYPART_GRANDPAR
(18,23),(23,30),0.115484 # DEPENDENCYPART_GRANDPAR
(18,23),(23,31),-0.431401 # DEPENDENCYPART_GRANDPAR
(18,23),(23,32),0.0972945 # DEPENDENCYPART_GRANDPAR
(18,24),(24,15),-1.14481 # DEPENDENCYPART_GRANDPAR
(18,24),(24,21),0.29091 # DEPENDENCYPART_GRANDPAR
(18,24),(24,22),0.350165 # DEPENDENCYPART_GRANDPAR
(18,24),(24,25),0.0856413 # DEPENDENCYPART_GRANDPAR
(18,24),(24,26),0.114315 # DEPENDENCYPART_GRANDPAR
(18,24),(24,27),-0.264857 # DEPENDENCYPART_GRANDPAR
(18,24),(24,28),-0.32111 # DEPENDENCYPART_GRANDPAR
(18,24),(24,29),-0.227787 # DEPENDENCYPART_GRANDPAR
(18,24),(24,30),-0.238958 # DEPENDENCYPART_GRANDPAR
(18,24),(24,31),-0.576401 # DEPENDENCYPART_GRANDPAR
(18,24),(24,32),-0.0601 # DEPENDENCYPART_GRANDPAR
(18,26),(26,24),0.450251 # DEPENDENCYPART_GRANDPAR
(18,26),(26,25),0.151512 # DEPENDENCYPART_GRANDPAR
(18,26),(26,28),-0.349981 # DEPENDENCYPART_GRANDPAR
(18,27),(27,1),-0.99346 # DEPENDENCYPART_GRANDPAR
(18,27),(27,4),-0.888471 # DEPENDENCYPART_GRANDPAR
(18,27),(27,5),-1.04288 # DEPENDENCYPART_GRANDPAR
(18,27),(27,6),-1.09206 # DEPENDENCYPART_GRANDPAR
(18,27),(27,7),-1.12597 # DEPENDENCYPART_GRANDPAR
(18,27),(27,8),-0.920429 # DEPENDENCYPART_GRANDPAR
(18,27),(27,9),-1.35049 # DEPENDENCYPART_GRANDPAR
(18,27),(27,10),-1.08532 # DEPENDENCYPART_GRANDPAR
(18,27),(27,11),-1.06003 # DEPENDENCYPART_GRANDPAR
(18,27),(27,12),-1.02274 # DEPENDENCYPART_GRANDPAR
(18,27),(27,13),-0.899642 # DEPENDENCYPART_GRANDPAR
(18,27),(27,14),-1.10261 # DEPENDENCYPART_GRANDPAR
(18,27),(27,15),-1.04003 # DEPENDENCYPART_GRANDPAR
(18,27),(27,16),-0.979247 # DEPENDENCYPART_GRANDPAR
(18,27),(27,17),-0.643869 # DEPENDENCYPART_GRANDPAR
(18,27),(27,18),-0.572799 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,27),(27,19),0.214352 # DEPENDENCYPART_GRANDPAR
(18,27),(27,20),0.0109098 # DEPENDENCYPART_GRANDPAR
(18,27),(27,21),0.350341 # DEPENDENCYPART_GRANDPAR
(18,27),(27,22),0.193038 # DEPENDENCYPART_GRANDPAR
(18,27),(27,23),0.407885 # DEPENDENCYPART_GRANDPAR
(18,27),(27,24),0.435827 # DEPENDENCYPART_GRANDPAR
(18,27),(27,25),0.0283251 # DEPENDENCYPART_GRANDPAR
(18,27),(27,26),0.463951 # DEPENDENCYPART_GRANDPAR
(18,27),(27,28),-0.0799955 # DEPENDENCYPART_GRANDPAR
(18,27),(27,29),0.025047 # DEPENDENCYPART_GRANDPAR
(18,27),(27,30),-0.00151649 # DEPENDENCYPART_GRANDPAR
(18,27),(27,31),-0.461847 # DEPENDENCYPART_GRANDPAR
(18,27),(27,32),0.0442415 # DEPENDENCYPART_GRANDPAR
(18,28),(28,26),0.0987468 # DEPENDENCYPART_GRANDPAR
(18,28),(28,29),-0.335463 # DEPENDENCYPART_GRANDPAR
(18,28),(28,30),-0.296104 # DEPENDENCYPART_GRANDPAR
(18,29),(29,26),0.13651 # DEPENDENCYPART_GRANDPAR
(18,29),(29,28),-0.467886 # DEPENDENCYPART_GRANDPAR
(18,29),(29,30),-0.372865 # DEPENDENCYPART_GRANDPAR
(18,30),(30,21),0.493767 # DEPENDENCYPART_GRANDPAR
(18,30),(30,24),0.62314 # DEPENDENCYPART_GRANDPAR
(18,30),(30,25),0.309924 # DEPENDENCYPART_GRANDPAR
(18,30),(30,26),0.215421 # DEPENDENCYPART_GRANDPAR
(18,30),(30,28),-0.339699 # DEPENDENCYPART_GRANDPAR
(18,30),(30,29),-0.265864 # DEPENDENCYPART_GRANDPAR
(18,30),(30,32),-0.0502422 # DEPENDENCYPART_GRANDPAR
(18,31),(31,30),-0.137974 # DEPENDENCYPART_GRANDPAR
(18,31),(31,32),-0.0993166 # DEPENDENCYPART_GRANDPAR
(18,32),(32,30),-0.0991926 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.60834 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.748115 # DEPENDENCYPART_GRANDPAR
(19,18),(18,21),-0.493737 # DEPENDENCYPART_GRANDPAR
(19,18),(18,22),-0.667787 # DEPENDENCYPART_GRANDPAR
(19,18),(18,23),-0.780134 # DEPENDENCYPART_GRANDPAR
(19,18),(18,24),-0.630749 # DEPENDENCYPART_GRANDPAR
(19,18),(18,25),-0.884331 # DEPENDENCYPART_GRANDPAR
(19,18),(18,26),-0.80626 # DEPENDENCYPART_GRANDPAR
(19,18),(18,27),-1.01962 # DEPENDENCYPART_GRANDPAR
(19,18),(18,28),-1.14975 # DEPENDENCYPART_GRANDPAR
(19,18),(18,29),-1.14133 # DEPENDENCYPART_GRANDPAR
(19,18),(18,30),-0.897686 # DEPENDENCYPART_GRANDPAR
(19,18),(18,31),-1.32698 # DEPENDENCYPART_GRANDPAR
(19,18),(18,32),-1.09508 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.71325 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-1.42726 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),0.248285 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),0.0241927 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),-0.0680526 # DEPENDENCYPART_GRANDPAR
(19,20),(20,24),0.0239042 # DEPENDENCYPART_GRANDPAR
(19,20),(20,26),-0.204523 # DEPENDENCYPART_GRANDPAR
(19,20),(20,27),-0.205896 # DEPENDENCYPART_GRANDPAR
(19,20),(20,28),-0.394712 # DEPENDENCYPART_GRANDPAR
(19,20),(20,30),-0.247254 # DEPENDENCYPART_GRANDPAR
(19,20),(20,32),-0.447896 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-1.14505 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,14),-1.10057 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-1.18922 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,20),-0.250838 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),0.13424 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),-0.172645 # DEPENDENCYPART_GRANDPAR
(19,23),(23,1),-0.912579 # DEPENDENCYPART_GRANDPAR
(19,23),(23,2),-1.41481 # DEPENDENCYPART_GRANDPAR
(19,23),(23,3),-0.96805 # DEPENDENCYPART_GRANDPAR
(19,23),(23,4),-0.910555 # DEPENDENCYPART_GRANDPAR
(19,23),(23,5),-1.05832 # DEPENDENCYPART_GRANDPAR
(19,23),(23,6),-1.02206 # DEPENDENCYPART_GRANDPAR
(19,23),(23,7),-0.942523 # DEPENDENCYPART_GRANDPAR
(19,23),(23,8),-0.747885 # DEPENDENCYPART_GRANDPAR
(19,23),(23,9),-1.25368 # DEPENDENCYPART_GRANDPAR
(19,23),(23,10),-1.12415 # DEPENDENCYPART_GRANDPAR
(19,23),(23,11),-1.00396 # DEPENDENCYPART_GRANDPAR
(19,23),(23,12),-0.971032 # DEPENDENCYPART_GRANDPAR
(19,23),(23,13),-0.691665 # DEPENDENCYPART_GRANDPAR
(19,23),(23,14),-1.02386 # DEPENDENCYPART_GRANDPAR
(19,23),(23,15),-1.04694 # DEPENDENCYPART_GRANDPAR
(19,23),(23,16),-0.920827 # DEPENDENCYPART_GRANDPAR
(19,23),(23,17),-0.726816 # DEPENDENCYPART_GRANDPAR
(19,23),(23,18),-0.655103 # DEPENDENCYPART_GRANDPAR
(19,23),(23,19),-1.17518 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,23),(23,20),-0.345805 # DEPENDENCYPART_GRANDPAR
(19,23),(23,21),-0.0362663 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),-0.0137814 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),0.0554542 # DEPENDENCYPART_GRANDPAR
(19,23),(23,25),-0.202932 # DEPENDENCYPART_GRANDPAR
(19,23),(23,26),-0.178895 # DEPENDENCYPART_GRANDPAR
(19,23),(23,27),-0.549596 # DEPENDENCYPART_GRANDPAR
(19,23),(23,28),-0.409959 # DEPENDENCYPART_GRANDPAR
(19,23),(23,29),-0.323102 # DEPENDENCYPART_GRANDPAR
(19,23),(23,30),-0.200412 # DEPENDENCYPART_GRANDPAR
(19,23),(23,31),-0.841958 # DEPENDENCYPART_GRANDPAR
(19,23),(23,32),-0.580613 # DEPENDENCYPART_GRANDPAR
(19,27),(27,1),-0.904433 # DEPENDENCYPART_GRANDPAR
(19,27),(27,4),-0.83671 # DEPENDENCYPART_GRANDPAR
(19,27),(27,5),-1.04933 # DEPENDENCYPART_GRANDPAR
(19,27),(27,6),-1.01369 # DEPENDENCYPART_GRANDPAR
(19,27),(27,7),-1.00317 # DEPENDENCYPART_GRANDPAR
(19,27),(27,8),-0.805984 # DEPENDENCYPART_GRANDPAR
(19,27),(27,9),-1.20382 # DEPENDENCYPART_GRANDPAR
(19,27),(27,10),-1.00255 # DEPENDENCYPART_GRANDPAR
(19,27),(27,11),-1.00141 # DEPENDENCYPART_GRANDPAR
(19,27),(27,12),-0.96266 # DEPENDENCYPART_GRANDPAR
(19,27),(27,13),-0.798971 # DEPENDENCYPART_GRANDPAR
(19,27),(27,14),-0.979273 # DEPENDENCYPART_GRANDPAR
(19,27),(27,15),-0.925233 # DEPENDENCYPART_GRANDPAR
(19,27),(27,16),-0.943619 # DEPENDENCYPART_GRANDPAR
(19,27),(27,17),-0.64945 # DEPENDENCYPART_GRANDPAR
(19,27),(27,18),-0.663634 # DEPENDENCYPART_GRANDPAR
(19,27),(27,19),-1.15539 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,27),(27,20),-0.247863 # DEPENDENCYPART_GRANDPAR
(19,27),(27,21),0.01479 # DEPENDENCYPART_GRANDPAR
(19,27),(27,22),-0.19505 # DEPENDENCYPART_GRANDPAR
(19,27),(27,23),-0.221042 # DEPENDENCYPART_GRANDPAR
(19,27),(27,24),-0.157519 # DEPENDENCYPART_GRANDPAR
(19,27),(27,25),-0.553416 # DEPENDENCYPART_GRANDPAR
(19,27),(27,26),-0.0136256 # DEPENDENCYPART_GRANDPAR
(19,27),(27,28),-0.450752 # DEPENDENCYPART_GRANDPAR
(19,27),(27,29),-0.480176 # DEPENDENCYPART_GRANDPAR
(19,27),(27,30),-0.311203 # DEPENDENCYPART_GRANDPAR
(19,27),(27,31),-0.92587 # DEPENDENCYPART_GRANDPAR
(19,27),(27,32),-0.674002 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),-0.348475 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.42591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.672948 # DEPENDENCYPART_GRANDPAR
(20,18),(18,22),-0.208171 # DEPENDENCYPART_GRANDPAR
(20,18),(18,23),-0.606841 # DEPENDENCYPART_GRANDPAR
(20,18),(18,24),-0.551771 # DEPENDENCYPART_GRANDPAR
(20,18),(18,25),-0.936555 # DEPENDENCYPART_GRANDPAR
(20,18),(18,26),-0.999159 # DEPENDENCYPART_GRANDPAR
(20,18),(18,27),-0.954481 # DEPENDENCYPART_GRANDPAR
(20,18),(18,28),-1.34046 # DEPENDENCYPART_GRANDPAR
(20,18),(18,29),-1.44057 # DEPENDENCYPART_GRANDPAR
(20,18),(18,30),-1.62014 # DEPENDENCYPART_GRANDPAR
(20,18),(18,31),-1.71447 # DEPENDENCYPART_GRANDPAR
(20,18),(18,32),-1.56596 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.442002 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.42001 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.650662 # DEPENDENCYPART_GRANDPAR
(20,19),(19,22),-0.165821 # DEPENDENCYPART_GRANDPAR
(20,19),(19,23),-0.5809 # DEPENDENCYPART_GRANDPAR
(20,19),(19,27),-0.928134 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.880523 # DEPENDENCYPART_GRANDPAR
(20,22),(22,14),-1.24503 # DEPENDENCYPART_GRANDPAR
(20,22),(22,19),-0.983377 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-0.832374 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),0.202961 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),0.0783864 # DEPENDENCYPART_GRANDPAR
(20,23),(23,1),-1.03613 # DEPENDENCYPART_GRANDPAR
(20,23),(23,2),-1.48682 # DEPENDENCYPART_GRANDPAR
(20,23),(23,3),-1.16691 # DEPENDENCYPART_GRANDPAR
(20,23),(23,4),-0.660675 # DEPENDENCYPART_GRANDPAR
(20,23),(23,5),-0.772281 # DEPENDENCYPART_GRANDPAR
(20,23),(23,6),-0.895105 # DEPENDENCYPART_GRANDPAR
(20,23),(23,7),-1.15603 # DEPENDENCYPART_GRANDPAR
(20,23),(23,8),-1.22112 # DEPENDENCYPART_GRANDPAR
(20,23),(23,9),-1.27795 # DEPENDENCYPART_GRANDPAR
(20,23),(23,10),-1.3438 # DEPENDENCYPART_GRANDPAR
(20,23),(23,11),-0.856762 # DEPENDENCYPART_GRANDPAR
(20,23),(23,12),-0.855319 # DEPENDENCYPART_GRANDPAR
(20,23),(23,13),-1.05844 # DEPENDENCYPART_GRANDPAR
(20,23),(23,14),-1.03481 # DEPENDENCYPART_GRANDPAR
(20,23),(23,15),-1.33147 # DEPENDENCYPART_GRANDPAR
(20,23),(23,16),-1.39754 # DEPENDENCYPART_GRANDPAR
(20,23),(23,17),-0.743927 # DEPENDENCYPART_GRANDPAR
(20,23),(23,18),-1.01056 # DEPENDENCYPART_GRANDPAR
(20,23),(23,19),-0.799865 # DEPENDENCYPART_GRANDPAR
(20,23),(23,20),-0.926458 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,23),(23,21),0.0772799 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),0.859753 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),0.334734 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),-0.430689 # DEPENDENCYPART_GRANDPAR
(20,23),(23,26),-0.275467 # DEPENDENCYPART_GRANDPAR
(20,23),(23,27),-0.485888 # DEPENDENCYPART_GRANDPAR
(20,23),(23,28),-0.529441 # DEPENDENCYPART_GRANDPAR
(20,23),(23,29),-0.401772 # DEPENDENCYPART_GRANDPAR
(20,23),(23,30),-0.520069 # DEPENDENCYPART_GRANDPAR
(20,23),(23,31),-1.34427 # DEPENDENCYPART_GRANDPAR
(20,23),(23,32),-0.923492 # DEPENDENCYPART_GRANDPAR
(20,24),(24,15),-1.33716 # DEPENDENCYPART_GRANDPAR
(20,24),(24,21),0.115075 # DEPENDENCYPART_GRANDPAR
(20,24),(24,22),1.04852 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),-0.415394 # DEPENDENCYPART_GRANDPAR
(20,24),(24,26),-0.389014 # DEPENDENCYPART_GRANDPAR
(20,24),(24,27),-0.456971 # DEPENDENCYPART_GRANDPAR
(20,24),(24,28),-0.554073 # DEPENDENCYPART_GRANDPAR
(20,24),(24,29),-0.725266 # DEPENDENCYPART_GRANDPAR
(20,24),(24,30),-0.818015 # DEPENDENCYPART_GRANDPAR
(20,24),(24,31),-1.32322 # DEPENDENCYPART_GRANDPAR
(20,24),(24,32),-0.961479 # DEPENDENCYPART_GRANDPAR
(20,26),(26,24),0.129121 # DEPENDENCYPART_GRANDPAR
(20,26),(26,25),-0.2641 # DEPENDENCYPART_GRANDPAR
(20,26),(26,28),-0.639085 # DEPENDENCYPART_GRANDPAR
(20,27),(27,1),-1.08225 # DEPENDENCYPART_GRANDPAR
(20,27),(27,4),-0.642508 # DEPENDENCYPART_GRANDPAR
(20,27),(27,5),-0.819497 # DEPENDENCYPART_GRANDPAR
(20,27),(27,6),-0.940743 # DEPENDENCYPART_GRANDPAR
