# _root_ `` We must do more to help the Japanese here in Baja if we want them to invest elsewhere , '' says Mr. Ruffo , the governor-elect of the National Action Party and himself a succesful businessman .
#goldHeads=22,3,22,3,4,7,4,9,7,7,10,11,15,15,4,18,18,15,18,22,22,0,24,22,24,27,33,27,32,32,32,28,24,33,37,37,34,22,
#predictedHeads=22,3,22,3,4,7,4,9,7,7,7,11,15,15,7,18,18,15,18,22,22,0,24,22,24,27,24,27,32,32,32,33,28,37,37,37,33,22,
(33,30),(33,25),(33,1),-0.0988036 # DEPENDENCYPART_TRISIBL
(33,30),(33,25),(33,-1),-0.243412 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,30),(33,24),(33,23),-0.151927 # DEPENDENCYPART_TRISIBL
(33,30),(33,24),(33,22),-0.186855 # DEPENDENCYPART_TRISIBL
(33,30),(33,24),(33,20),-0.153604 # DEPENDENCYPART_TRISIBL
(33,30),(33,24),(33,19),-0.0391654 # DEPENDENCYPART_TRISIBL
(33,30),(33,24),(33,18),-0.18084 # DEPENDENCYPART_TRISIBL
(33,30),(33,24),(33,17),-0.13506 # DEPENDENCYPART_TRISIBL
(33,30),(33,24),(33,16),0.00592617 # DEPENDENCYPART_TRISIBL
(33,30),(33,24),(33,15),-0.180931 # DEPENDENCYPART_TRISIBL
(33,30),(33,24),(33,14),0.00680049 # DEPENDENCYPART_TRISIBL
(33,30),(33,24),(33,13),-0.161244 # DEPENDENCYPART_TRISIBL
(33,30),(33,24),(33,12),-0.148586 # DEPENDENCYPART_TRISIBL
(33,30),(33,24),(33,11),-0.117713 # DEPENDENCYPART_TRISIBL
(33,30),(33,24),(33,10),-0.0481836 # DEPENDENCYPART_TRISIBL
(33,30),(33,24),(33,7),-0.180214 # DEPENDENCYPART_TRISIBL
(33,30),(33,24),(33,6),-0.13506 # DEPENDENCYPART_TRISIBL
(33,30),(33,24),(33,4),-0.180494 # DEPENDENCYPART_TRISIBL
(33,30),(33,24),(33,3),-0.113357 # DEPENDENCYPART_TRISIBL
(33,30),(33,24),(33,1),-0.0721109 # DEPENDENCYPART_TRISIBL
(33,30),(33,24),(33,-1),-0.0662215 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,30),(33,23),(33,22),-0.186869 # DEPENDENCYPART_TRISIBL
(33,30),(33,23),(33,20),-0.153612 # DEPENDENCYPART_TRISIBL
(33,30),(33,23),(33,19),-0.0393662 # DEPENDENCYPART_TRISIBL
(33,30),(33,23),(33,18),-0.180853 # DEPENDENCYPART_TRISIBL
(33,30),(33,23),(33,17),-0.13506 # DEPENDENCYPART_TRISIBL
(33,30),(33,23),(33,16),0.00592617 # DEPENDENCYPART_TRISIBL
(33,30),(33,23),(33,15),-0.180945 # DEPENDENCYPART_TRISIBL
(33,30),(33,23),(33,14),0.00680049 # DEPENDENCYPART_TRISIBL
(33,30),(33,23),(33,13),-0.161275 # DEPENDENCYPART_TRISIBL
(33,30),(33,23),(33,12),-0.149122 # DEPENDENCYPART_TRISIBL
(33,30),(33,23),(33,11),-0.117745 # DEPENDENCYPART_TRISIBL
(33,30),(33,23),(33,10),-0.0483844 # DEPENDENCYPART_TRISIBL
(33,30),(33,23),(33,7),-0.180228 # DEPENDENCYPART_TRISIBL
(33,30),(33,23),(33,6),-0.13506 # DEPENDENCYPART_TRISIBL
(33,30),(33,23),(33,4),-0.180508 # DEPENDENCYPART_TRISIBL
(33,30),(33,23),(33,3),-0.113359 # DEPENDENCYPART_TRISIBL
(33,30),(33,23),(33,1),-0.0721109 # DEPENDENCYPART_TRISIBL
(33,30),(33,23),(33,-1),-0.0800768 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,30),(33,22),(33,20),-0.112004 # DEPENDENCYPART_TRISIBL
(33,30),(33,22),(33,19),-0.0391785 # DEPENDENCYPART_TRISIBL
(33,30),(33,22),(33,18),-0.213254 # DEPENDENCYPART_TRISIBL
(33,30),(33,22),(33,17),-0.14167 # DEPENDENCYPART_TRISIBL
(33,30),(33,22),(33,16),-0.0653779 # DEPENDENCYPART_TRISIBL
(33,30),(33,22),(33,15),-0.213346 # DEPENDENCYPART_TRISIBL
(33,30),(33,22),(33,14),-0.0652625 # DEPENDENCYPART_TRISIBL
(33,30),(33,22),(33,13),-0.0808961 # DEPENDENCYPART_TRISIBL
(33,30),(33,22),(33,12),-0.134578 # DEPENDENCYPART_TRISIBL
(33,30),(33,22),(33,11),-0.0278924 # DEPENDENCYPART_TRISIBL
(33,30),(33,22),(33,10),-0.0482891 # DEPENDENCYPART_TRISIBL
(33,30),(33,22),(33,7),-0.212747 # DEPENDENCYPART_TRISIBL
(33,30),(33,22),(33,6),-0.14167 # DEPENDENCYPART_TRISIBL
(33,30),(33,22),(33,4),-0.213101 # DEPENDENCYPART_TRISIBL
(33,30),(33,22),(33,3),-0.125939 # DEPENDENCYPART_TRISIBL
(33,30),(33,22),(33,1),-0.0960407 # DEPENDENCYPART_TRISIBL
(33,30),(33,22),(33,-1),-0.117925 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,30),(33,20),(33,19),-0.0675998 # DEPENDENCYPART_TRISIBL
(33,30),(33,20),(33,18),-0.207474 # DEPENDENCYPART_TRISIBL
(33,30),(33,20),(33,17),-0.0927183 # DEPENDENCYPART_TRISIBL
(33,30),(33,20),(33,16),-0.0674304 # DEPENDENCYPART_TRISIBL
(33,30),(33,20),(33,15),-0.207654 # DEPENDENCYPART_TRISIBL
(33,30),(33,20),(33,14),-0.0664854 # DEPENDENCYPART_TRISIBL
(33,30),(33,20),(33,13),-0.0817317 # DEPENDENCYPART_TRISIBL
(33,30),(33,20),(33,12),0.11523 # DEPENDENCYPART_TRISIBL
(33,30),(33,20),(33,11),-0.00110435 # DEPENDENCYPART_TRISIBL
(33,30),(33,20),(33,10),-0.080499 # DEPENDENCYPART_TRISIBL
(33,30),(33,20),(33,7),-0.205984 # DEPENDENCYPART_TRISIBL
(33,30),(33,20),(33,6),-0.0927183 # DEPENDENCYPART_TRISIBL
(33,30),(33,20),(33,4),-0.205593 # DEPENDENCYPART_TRISIBL
(33,30),(33,20),(33,3),-0.146605 # DEPENDENCYPART_TRISIBL
(33,30),(33,20),(33,1),-0.0988036 # DEPENDENCYPART_TRISIBL
(33,30),(33,20),(33,-1),-0.243412 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,30),(33,19),(33,18),-0.169094 # DEPENDENCYPART_TRISIBL
(33,30),(33,19),(33,17),-0.114586 # DEPENDENCYPART_TRISIBL
(33,30),(33,19),(33,16),-0.0611416 # DEPENDENCYPART_TRISIBL
(33,30),(33,19),(33,15),-0.169185 # DEPENDENCYPART_TRISIBL
(33,30),(33,19),(33,14),-0.0601436 # DEPENDENCYPART_TRISIBL
(33,30),(33,19),(33,13),-0.0967027 # DEPENDENCYPART_TRISIBL
(33,30),(33,19),(33,12),-0.122233 # DEPENDENCYPART_TRISIBL
(33,30),(33,19),(33,11),-0.0562815 # DEPENDENCYPART_TRISIBL
(33,30),(33,19),(33,10),-0.0565492 # DEPENDENCYPART_TRISIBL
(33,30),(33,19),(33,7),-0.168467 # DEPENDENCYPART_TRISIBL
(33,30),(33,19),(33,6),-0.114586 # DEPENDENCYPART_TRISIBL
(33,30),(33,19),(33,4),-0.168737 # DEPENDENCYPART_TRISIBL
(33,30),(33,19),(33,3),-0.111468 # DEPENDENCYPART_TRISIBL
(33,30),(33,19),(33,1),-0.0674774 # DEPENDENCYPART_TRISIBL
(33,30),(33,19),(33,-1),-0.0282409 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,30),(33,18),(33,17),-0.141657 # DEPENDENCYPART_TRISIBL
(33,30),(33,18),(33,16),-0.0652531 # DEPENDENCYPART_TRISIBL
(33,30),(33,18),(33,15),-0.216894 # DEPENDENCYPART_TRISIBL
(33,30),(33,18),(33,14),-0.0651377 # DEPENDENCYPART_TRISIBL
(33,30),(33,18),(33,13),-0.0922931 # DEPENDENCYPART_TRISIBL
(33,30),(33,18),(33,12),-0.131828 # DEPENDENCYPART_TRISIBL
(33,30),(33,18),(33,11),-0.0392895 # DEPENDENCYPART_TRISIBL
(33,30),(33,18),(33,10),-0.054654 # DEPENDENCYPART_TRISIBL
(33,30),(33,18),(33,7),-0.216295 # DEPENDENCYPART_TRISIBL
(33,30),(33,18),(33,6),-0.141657 # DEPENDENCYPART_TRISIBL
(33,30),(33,18),(33,4),-0.216648 # DEPENDENCYPART_TRISIBL
(33,30),(33,18),(33,3),-0.125919 # DEPENDENCYPART_TRISIBL
(33,30),(33,18),(33,1),-0.0960218 # DEPENDENCYPART_TRISIBL
(33,30),(33,18),(33,-1),-0.113961 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,30),(33,17),(33,16),-0.0560132 # DEPENDENCYPART_TRISIBL
(33,30),(33,17),(33,15),-0.173345 # DEPENDENCYPART_TRISIBL
(33,30),(33,17),(33,14),-0.0550726 # DEPENDENCYPART_TRISIBL
(33,30),(33,17),(33,13),-0.0977052 # DEPENDENCYPART_TRISIBL
(33,30),(33,17),(33,12),-0.159806 # DEPENDENCYPART_TRISIBL
(33,30),(33,17),(33,11),-0.0526515 # DEPENDENCYPART_TRISIBL
(33,30),(33,17),(33,10),-0.058563 # DEPENDENCYPART_TRISIBL
(33,30),(33,17),(33,7),-0.172627 # DEPENDENCYPART_TRISIBL
(33,30),(33,17),(33,6),-0.114415 # DEPENDENCYPART_TRISIBL
(33,30),(33,17),(33,4),-0.172897 # DEPENDENCYPART_TRISIBL
(33,30),(33,17),(33,3),-0.110031 # DEPENDENCYPART_TRISIBL
(33,30),(33,17),(33,1),-0.0774121 # DEPENDENCYPART_TRISIBL
(33,30),(33,17),(33,-1),-0.10146 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,30),(33,16),(33,15),-0.177776 # DEPENDENCYPART_TRISIBL
(33,30),(33,16),(33,14),-0.0543801 # DEPENDENCYPART_TRISIBL
(33,30),(33,16),(33,13),-0.106278 # DEPENDENCYPART_TRISIBL
(33,30),(33,16),(33,12),-0.110759 # DEPENDENCYPART_TRISIBL
(33,30),(33,16),(33,11),-0.0614468 # DEPENDENCYPART_TRISIBL
(33,30),(33,16),(33,10),-0.0610882 # DEPENDENCYPART_TRISIBL
(33,30),(33,16),(33,7),-0.177057 # DEPENDENCYPART_TRISIBL
(33,30),(33,16),(33,6),-0.125708 # DEPENDENCYPART_TRISIBL
(33,30),(33,16),(33,4),-0.177328 # DEPENDENCYPART_TRISIBL
(33,30),(33,16),(33,3),-0.121541 # DEPENDENCYPART_TRISIBL
(33,30),(33,16),(33,1),-0.0843795 # DEPENDENCYPART_TRISIBL
(33,30),(33,16),(33,-1),0.00325508 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,30),(33,15),(33,14),-0.0651759 # DEPENDENCYPART_TRISIBL
(33,30),(33,15),(33,13),-0.0922931 # DEPENDENCYPART_TRISIBL
(33,30),(33,15),(33,12),-0.134036 # DEPENDENCYPART_TRISIBL
(33,30),(33,15),(33,11),-0.0392895 # DEPENDENCYPART_TRISIBL
(33,30),(33,15),(33,10),-0.0547431 # DEPENDENCYPART_TRISIBL
(33,30),(33,15),(33,7),-0.216344 # DEPENDENCYPART_TRISIBL
(33,30),(33,15),(33,6),-0.141657 # DEPENDENCYPART_TRISIBL
(33,30),(33,15),(33,4),-0.216698 # DEPENDENCYPART_TRISIBL
(33,30),(33,15),(33,3),-0.125919 # DEPENDENCYPART_TRISIBL
(33,30),(33,15),(33,1),-0.0972881 # DEPENDENCYPART_TRISIBL
(33,30),(33,15),(33,-1),-0.111234 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,30),(33,14),(33,13),-0.106315 # DEPENDENCYPART_TRISIBL
(33,30),(33,14),(33,12),-0.110935 # DEPENDENCYPART_TRISIBL
(33,30),(33,14),(33,11),-0.0614839 # DEPENDENCYPART_TRISIBL
(33,30),(33,14),(33,10),-0.0610881 # DEPENDENCYPART_TRISIBL
(33,30),(33,14),(33,7),-0.177043 # DEPENDENCYPART_TRISIBL
(33,30),(33,14),(33,6),-0.125708 # DEPENDENCYPART_TRISIBL
(33,30),(33,14),(33,4),-0.177313 # DEPENDENCYPART_TRISIBL
(33,30),(33,14),(33,3),-0.121541 # DEPENDENCYPART_TRISIBL
(33,30),(33,14),(33,1),-0.0843802 # DEPENDENCYPART_TRISIBL
(33,30),(33,14),(33,-1),-0.00333458 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,30),(33,13),(33,12),-0.132662 # DEPENDENCYPART_TRISIBL
(33,30),(33,13),(33,11),-0.0717714 # DEPENDENCYPART_TRISIBL
(33,30),(33,13),(33,10),-0.0205031 # DEPENDENCYPART_TRISIBL
(33,30),(33,13),(33,7),-0.201146 # DEPENDENCYPART_TRISIBL
(33,30),(33,13),(33,6),-0.119324 # DEPENDENCYPART_TRISIBL
(33,30),(33,13),(33,4),-0.201596 # DEPENDENCYPART_TRISIBL
(33,30),(33,13),(33,3),-0.118699 # DEPENDENCYPART_TRISIBL
(33,30),(33,13),(33,1),-0.0821635 # DEPENDENCYPART_TRISIBL
(33,30),(33,13),(33,-1),0.0117226 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,30),(33,12),(33,11),-0.117713 # DEPENDENCYPART_TRISIBL
(33,30),(33,12),(33,10),-0.0481836 # DEPENDENCYPART_TRISIBL
(33,30),(33,12),(33,7),-0.180214 # DEPENDENCYPART_TRISIBL
(33,30),(33,12),(33,6),-0.13506 # DEPENDENCYPART_TRISIBL
(33,30),(33,12),(33,4),-0.180494 # DEPENDENCYPART_TRISIBL
(33,30),(33,12),(33,3),-0.113357 # DEPENDENCYPART_TRISIBL
(33,30),(33,12),(33,1),-0.0721109 # DEPENDENCYPART_TRISIBL
(33,30),(33,12),(33,-1),-0.0662215 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,30),(33,11),(33,10),-0.0506356 # DEPENDENCYPART_TRISIBL
(33,30),(33,11),(33,7),-0.199536 # DEPENDENCYPART_TRISIBL
(33,30),(33,11),(33,6),-0.119619 # DEPENDENCYPART_TRISIBL
(33,30),(33,11),(33,4),-0.199986 # DEPENDENCYPART_TRISIBL
(33,30),(33,11),(33,3),-0.118516 # DEPENDENCYPART_TRISIBL
(33,30),(33,11),(33,1),-0.0820067 # DEPENDENCYPART_TRISIBL
(33,30),(33,11),(33,-1),-0.0479651 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,30),(33,10),(33,7),-0.168467 # DEPENDENCYPART_TRISIBL
(33,30),(33,10),(33,6),-0.114586 # DEPENDENCYPART_TRISIBL
(33,30),(33,10),(33,4),-0.168737 # DEPENDENCYPART_TRISIBL
(33,30),(33,10),(33,3),-0.111468 # DEPENDENCYPART_TRISIBL
(33,30),(33,10),(33,1),-0.0674776 # DEPENDENCYPART_TRISIBL
(33,30),(33,10),(33,-1),-0.0287282 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,30),(33,7),(33,6),-0.141703 # DEPENDENCYPART_TRISIBL
(33,30),(33,7),(33,4),-0.216648 # DEPENDENCYPART_TRISIBL
(33,30),(33,7),(33,3),-0.125924 # DEPENDENCYPART_TRISIBL
(33,30),(33,7),(33,1),-0.0960218 # DEPENDENCYPART_TRISIBL
(33,30),(33,7),(33,-1),-0.113963 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,30),(33,6),(33,4),-0.172897 # DEPENDENCYPART_TRISIBL
(33,30),(33,6),(33,3),-0.110031 # DEPENDENCYPART_TRISIBL
(33,30),(33,6),(33,1),-0.0774121 # DEPENDENCYPART_TRISIBL
(33,30),(33,6),(33,-1),-0.10146 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,30),(33,4),(33,3),-0.125923 # DEPENDENCYPART_TRISIBL
(33,30),(33,4),(33,1),-0.0960238 # DEPENDENCYPART_TRISIBL
(33,30),(33,4),(33,-1),-0.115146 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,30),(33,3),(33,1),-0.0790373 # DEPENDENCYPART_TRISIBL
(33,30),(33,3),(33,-1),-0.101932 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,30),(33,1),(33,-1),-0.0565391 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,29),(33,28),(33,27),-0.112613 # DEPENDENCYPART_TRISIBL
(33,29),(33,28),(33,26),-0.149252 # DEPENDENCYPART_TRISIBL
(33,29),(33,28),(33,25),-0.0827514 # DEPENDENCYPART_TRISIBL
(33,29),(33,28),(33,24),-0.112613 # DEPENDENCYPART_TRISIBL
(33,29),(33,28),(33,23),-0.112703 # DEPENDENCYPART_TRISIBL
(33,29),(33,28),(33,22),-0.103402 # DEPENDENCYPART_TRISIBL
(33,29),(33,28),(33,20),-0.0827514 # DEPENDENCYPART_TRISIBL
(33,29),(33,28),(33,19),-0.0578091 # DEPENDENCYPART_TRISIBL
(33,29),(33,28),(33,18),-0.104434 # DEPENDENCYPART_TRISIBL
(33,29),(33,28),(33,17),-0.0677995 # DEPENDENCYPART_TRISIBL
(33,29),(33,28),(33,16),-0.07797 # DEPENDENCYPART_TRISIBL
(33,29),(33,28),(33,15),-0.104451 # DEPENDENCYPART_TRISIBL
(33,29),(33,28),(33,14),-0.0776274 # DEPENDENCYPART_TRISIBL
(33,29),(33,28),(33,13),-0.0682786 # DEPENDENCYPART_TRISIBL
(33,29),(33,28),(33,12),-0.112613 # DEPENDENCYPART_TRISIBL
(33,29),(33,28),(33,11),-0.0739458 # DEPENDENCYPART_TRISIBL
(33,29),(33,28),(33,10),-0.0578105 # DEPENDENCYPART_TRISIBL
(33,29),(33,28),(33,7),-0.104447 # DEPENDENCYPART_TRISIBL
(33,29),(33,28),(33,6),-0.0677995 # DEPENDENCYPART_TRISIBL
(33,29),(33,28),(33,4),-0.104606 # DEPENDENCYPART_TRISIBL
(33,29),(33,28),(33,3),-0.0696519 # DEPENDENCYPART_TRISIBL
(33,29),(33,28),(33,1),-0.0539181 # DEPENDENCYPART_TRISIBL
(33,29),(33,28),(33,-1),-0.0309466 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,29),(33,27),(33,26),-0.156051 # DEPENDENCYPART_TRISIBL
(33,29),(33,27),(33,25),-0.0826335 # DEPENDENCYPART_TRISIBL
(33,29),(33,27),(33,24),-0.118609 # DEPENDENCYPART_TRISIBL
(33,29),(33,27),(33,23),-0.118782 # DEPENDENCYPART_TRISIBL
(33,29),(33,27),(33,22),-0.0996567 # DEPENDENCYPART_TRISIBL
(33,29),(33,27),(33,20),-0.0826335 # DEPENDENCYPART_TRISIBL
(33,29),(33,27),(33,19),-0.0500785 # DEPENDENCYPART_TRISIBL
(33,29),(33,27),(33,18),-0.100945 # DEPENDENCYPART_TRISIBL
(33,29),(33,27),(33,17),-0.0678236 # DEPENDENCYPART_TRISIBL
(33,29),(33,27),(33,16),-0.0738592 # DEPENDENCYPART_TRISIBL
(33,29),(33,27),(33,15),-0.100962 # DEPENDENCYPART_TRISIBL
(33,29),(33,27),(33,14),-0.0735167 # DEPENDENCYPART_TRISIBL
(33,29),(33,27),(33,13),-0.0489967 # DEPENDENCYPART_TRISIBL
(33,29),(33,27),(33,12),-0.118609 # DEPENDENCYPART_TRISIBL
(33,29),(33,27),(33,11),-0.0543447 # DEPENDENCYPART_TRISIBL
(33,29),(33,27),(33,10),-0.05008 # DEPENDENCYPART_TRISIBL
(33,29),(33,27),(33,7),-0.100956 # DEPENDENCYPART_TRISIBL
(33,29),(33,27),(33,6),-0.0678236 # DEPENDENCYPART_TRISIBL
(33,29),(33,27),(33,4),-0.101056 # DEPENDENCYPART_TRISIBL
(33,29),(33,27),(33,3),-0.0688694 # DEPENDENCYPART_TRISIBL
(33,29),(33,27),(33,1),-0.0352315 # DEPENDENCYPART_TRISIBL
(33,29),(33,27),(33,-1),-0.125931 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,29),(33,26),(33,25),-0.0780622 # DEPENDENCYPART_TRISIBL
(33,29),(33,26),(33,24),-0.104565 # DEPENDENCYPART_TRISIBL
(33,29),(33,26),(33,23),-0.104655 # DEPENDENCYPART_TRISIBL
(33,29),(33,26),(33,22),-0.0914484 # DEPENDENCYPART_TRISIBL
(33,29),(33,26),(33,20),-0.0780622 # DEPENDENCYPART_TRISIBL
(33,29),(33,26),(33,19),-0.0512205 # DEPENDENCYPART_TRISIBL
(33,29),(33,26),(33,18),-0.0928566 # DEPENDENCYPART_TRISIBL
(33,29),(33,26),(33,17),-0.0680247 # DEPENDENCYPART_TRISIBL
(33,29),(33,26),(33,16),-0.0709868 # DEPENDENCYPART_TRISIBL
(33,29),(33,26),(33,15),-0.0928742 # DEPENDENCYPART_TRISIBL
(33,29),(33,26),(33,14),-0.0706443 # DEPENDENCYPART_TRISIBL
(33,29),(33,26),(33,13),-0.0627701 # DEPENDENCYPART_TRISIBL
(33,29),(33,26),(33,12),-0.104565 # DEPENDENCYPART_TRISIBL
(33,29),(33,26),(33,11),-0.0681565 # DEPENDENCYPART_TRISIBL
(33,29),(33,26),(33,10),-0.0512234 # DEPENDENCYPART_TRISIBL
(33,29),(33,26),(33,7),-0.0928674 # DEPENDENCYPART_TRISIBL
(33,29),(33,26),(33,6),-0.0680247 # DEPENDENCYPART_TRISIBL
(33,29),(33,26),(33,4),-0.0929682 # DEPENDENCYPART_TRISIBL
(33,29),(33,26),(33,3),-0.068881 # DEPENDENCYPART_TRISIBL
(33,29),(33,26),(33,1),-0.0516892 # DEPENDENCYPART_TRISIBL
(33,29),(33,26),(33,-1),-0.120599 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,29),(33,25),(33,24),-0.119811 # DEPENDENCYPART_TRISIBL
(33,29),(33,25),(33,23),-0.119903 # DEPENDENCYPART_TRISIBL
(33,29),(33,25),(33,22),-0.082947 # DEPENDENCYPART_TRISIBL
(33,29),(33,25),(33,20),-0.0777385 # DEPENDENCYPART_TRISIBL
(33,29),(33,25),(33,19),-0.0527665 # DEPENDENCYPART_TRISIBL
(33,29),(33,25),(33,18),-0.0870688 # DEPENDENCYPART_TRISIBL
(33,29),(33,25),(33,17),-0.064851 # DEPENDENCYPART_TRISIBL
(33,29),(33,25),(33,16),-0.0774341 # DEPENDENCYPART_TRISIBL
(33,29),(33,25),(33,15),-0.0870864 # DEPENDENCYPART_TRISIBL
(33,29),(33,25),(33,14),-0.0770925 # DEPENDENCYPART_TRISIBL
(33,29),(33,25),(33,13),-0.0421819 # DEPENDENCYPART_TRISIBL
(33,29),(33,25),(33,12),-0.119811 # DEPENDENCYPART_TRISIBL
(33,29),(33,25),(33,11),-0.0488534 # DEPENDENCYPART_TRISIBL
(33,29),(33,25),(33,10),-0.0527679 # DEPENDENCYPART_TRISIBL
(33,29),(33,25),(33,7),-0.0870796 # DEPENDENCYPART_TRISIBL
(33,29),(33,25),(33,6),-0.064851 # DEPENDENCYPART_TRISIBL
(33,29),(33,25),(33,4),-0.0871806 # DEPENDENCYPART_TRISIBL
(33,29),(33,25),(33,3),-0.0690216 # DEPENDENCYPART_TRISIBL
(33,29),(33,25),(33,1),-0.0549837 # DEPENDENCYPART_TRISIBL
(33,29),(33,25),(33,-1),-0.118899 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,29),(33,24),(33,23),-0.118782 # DEPENDENCYPART_TRISIBL
(33,29),(33,24),(33,22),-0.0996567 # DEPENDENCYPART_TRISIBL
(33,29),(33,24),(33,20),-0.0826335 # DEPENDENCYPART_TRISIBL
(33,29),(33,24),(33,19),-0.0500785 # DEPENDENCYPART_TRISIBL
(33,29),(33,24),(33,18),-0.100945 # DEPENDENCYPART_TRISIBL
(33,29),(33,24),(33,17),-0.0678236 # DEPENDENCYPART_TRISIBL
(33,29),(33,24),(33,16),-0.0738592 # DEPENDENCYPART_TRISIBL
(33,29),(33,24),(33,15),-0.100962 # DEPENDENCYPART_TRISIBL
(33,29),(33,24),(33,14),-0.0735167 # DEPENDENCYPART_TRISIBL
(33,29),(33,24),(33,13),-0.0489967 # DEPENDENCYPART_TRISIBL
(33,29),(33,24),(33,12),-0.118609 # DEPENDENCYPART_TRISIBL
(33,29),(33,24),(33,11),-0.0543447 # DEPENDENCYPART_TRISIBL
(33,29),(33,24),(33,10),-0.05008 # DEPENDENCYPART_TRISIBL
(33,29),(33,24),(33,7),-0.100956 # DEPENDENCYPART_TRISIBL
(33,29),(33,24),(33,6),-0.0678236 # DEPENDENCYPART_TRISIBL
(33,29),(33,24),(33,4),-0.101056 # DEPENDENCYPART_TRISIBL
(33,29),(33,24),(33,3),-0.0688694 # DEPENDENCYPART_TRISIBL
(33,29),(33,24),(33,1),-0.0352315 # DEPENDENCYPART_TRISIBL
(33,29),(33,24),(33,-1),-0.125931 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,29),(33,23),(33,22),-0.0996567 # DEPENDENCYPART_TRISIBL
(33,29),(33,23),(33,20),-0.082664 # DEPENDENCYPART_TRISIBL
(33,29),(33,23),(33,19),-0.0500785 # DEPENDENCYPART_TRISIBL
(33,29),(33,23),(33,18),-0.100945 # DEPENDENCYPART_TRISIBL
(33,29),(33,23),(33,17),-0.0678236 # DEPENDENCYPART_TRISIBL
(33,29),(33,23),(33,16),-0.0738592 # DEPENDENCYPART_TRISIBL
(33,29),(33,23),(33,15),-0.100962 # DEPENDENCYPART_TRISIBL
(33,29),(33,23),(33,14),-0.0735167 # DEPENDENCYPART_TRISIBL
(33,29),(33,23),(33,13),-0.0489967 # DEPENDENCYPART_TRISIBL
(33,29),(33,23),(33,12),-0.118609 # DEPENDENCYPART_TRISIBL
(33,29),(33,23),(33,11),-0.0543447 # DEPENDENCYPART_TRISIBL
(33,29),(33,23),(33,10),-0.05008 # DEPENDENCYPART_TRISIBL
(33,29),(33,23),(33,7),-0.100956 # DEPENDENCYPART_TRISIBL
(33,29),(33,23),(33,6),-0.0678236 # DEPENDENCYPART_TRISIBL
(33,29),(33,23),(33,4),-0.101056 # DEPENDENCYPART_TRISIBL
(33,29),(33,23),(33,3),-0.0688694 # DEPENDENCYPART_TRISIBL
(33,29),(33,23),(33,1),-0.0352315 # DEPENDENCYPART_TRISIBL
(33,29),(33,23),(33,-1),-0.125931 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,29),(33,22),(33,20),-0.0830469 # DEPENDENCYPART_TRISIBL
(33,29),(33,22),(33,19),-0.0490704 # DEPENDENCYPART_TRISIBL
(33,29),(33,22),(33,18),-0.107863 # DEPENDENCYPART_TRISIBL
(33,29),(33,22),(33,17),-0.0689241 # DEPENDENCYPART_TRISIBL
(33,29),(33,22),(33,16),-0.0634397 # DEPENDENCYPART_TRISIBL
(33,29),(33,22),(33,15),-0.10788 # DEPENDENCYPART_TRISIBL
(33,29),(33,22),(33,14),-0.063101 # DEPENDENCYPART_TRISIBL
(33,29),(33,22),(33,13),-0.0672435 # DEPENDENCYPART_TRISIBL
(33,29),(33,22),(33,12),-0.115392 # DEPENDENCYPART_TRISIBL
(33,29),(33,22),(33,11),-0.0728805 # DEPENDENCYPART_TRISIBL
(33,29),(33,22),(33,10),-0.0490719 # DEPENDENCYPART_TRISIBL
(33,29),(33,22),(33,7),-0.107876 # DEPENDENCYPART_TRISIBL
(33,29),(33,22),(33,6),-0.0689241 # DEPENDENCYPART_TRISIBL
(33,29),(33,22),(33,4),-0.108 # DEPENDENCYPART_TRISIBL
(33,29),(33,22),(33,3),-0.0692792 # DEPENDENCYPART_TRISIBL
(33,29),(33,22),(33,1),-0.0550985 # DEPENDENCYPART_TRISIBL
(33,29),(33,22),(33,-1),-0.133525 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,29),(33,20),(33,19),-0.0527665 # DEPENDENCYPART_TRISIBL
