# _root_ Since the recent deterioration of the junk-bond market , at least two other junk issuers have said they plan to scale back planned high-yield offerings , and several issues have been postponed .
#goldHeads=16,4,4,1,4,8,8,5,16,15,10,10,15,15,16,0,16,19,27,21,19,21,25,25,21,27,17,29,30,27,30,31,16,
#predictedHeads=16,4,4,1,4,8,8,5,4,15,10,10,15,15,16,27,16,19,17,21,19,21,25,25,21,27,0,29,30,27,30,31,27,
(19,32),(28,31),0.101964 # DEPENDENCYPART_HEADBIGRAM
(19,32),(29,31),0.0876804 # DEPENDENCYPART_HEADBIGRAM
(19,32),(30,31),0.131316 # DEPENDENCYPART_HEADBIGRAM
(19,32),(33,31),0.0811797 # DEPENDENCYPART_HEADBIGRAM
(19,33),(0,32),-0.0780661 # DEPENDENCYPART_HEADBIGRAM
(19,33),(17,32),-0.0531086 # DEPENDENCYPART_HEADBIGRAM
(19,33),(19,32),0.0658748 # DEPENDENCYPART_HEADBIGRAM
(19,33),(25,32),0.0679015 # DEPENDENCYPART_HEADBIGRAM
(19,33),(27,32),0.0905527 # DEPENDENCYPART_HEADBIGRAM
(19,33),(28,32),0.14803 # DEPENDENCYPART_HEADBIGRAM
(19,33),(29,32),0.100423 # DEPENDENCYPART_HEADBIGRAM
(19,33),(30,32),0.158002 # DEPENDENCYPART_HEADBIGRAM
(19,33),(31,32),0.146418 # DEPENDENCYPART_HEADBIGRAM
(19,33),(33,32),0.0300691 # DEPENDENCYPART_HEADBIGRAM
(20,21),(10,20),-0.0630354 # DEPENDENCYPART_HEADBIGRAM
(20,21),(16,20),-0.0449399 # DEPENDENCYPART_HEADBIGRAM
(20,21),(17,20),-0.0394738 # DEPENDENCYPART_HEADBIGRAM
(20,21),(19,20),-0.0468127 # DEPENDENCYPART_HEADBIGRAM
(20,21),(21,20),-0.0428359 # DEPENDENCYPART_HEADBIGRAM
(20,21),(23,20),0.099922 # DEPENDENCYPART_HEADBIGRAM
(20,21),(24,20),0.100087 # DEPENDENCYPART_HEADBIGRAM
(20,21),(25,20),0.12209 # DEPENDENCYPART_HEADBIGRAM
(20,21),(27,20),0.0687315 # DEPENDENCYPART_HEADBIGRAM
(20,21),(30,20),0.0601069 # DEPENDENCYPART_HEADBIGRAM
(20,25),(19,24),-0.0628802 # DEPENDENCYPART_HEADBIGRAM
(20,25),(21,24),0.0850755 # DEPENDENCYPART_HEADBIGRAM
(20,25),(23,24),0.152142 # DEPENDENCYPART_HEADBIGRAM
(20,25),(25,24),0.211161 # DEPENDENCYPART_HEADBIGRAM
(20,25),(27,24),0.0931017 # DEPENDENCYPART_HEADBIGRAM
(20,25),(29,24),0.0623799 # DEPENDENCYPART_HEADBIGRAM
(20,25),(30,24),0.0756032 # DEPENDENCYPART_HEADBIGRAM
(20,27),(4,26),-0.0632401 # DEPENDENCYPART_HEADBIGRAM
(20,27),(8,26),-0.0656095 # DEPENDENCYPART_HEADBIGRAM
(20,27),(16,26),-0.0679176 # DEPENDENCYPART_HEADBIGRAM
(20,27),(17,26),-0.0679649 # DEPENDENCYPART_HEADBIGRAM
(20,27),(19,26),-0.067915 # DEPENDENCYPART_HEADBIGRAM
(20,27),(21,26),0.102612 # DEPENDENCYPART_HEADBIGRAM
(20,27),(25,26),0.0813388 # DEPENDENCYPART_HEADBIGRAM
(20,27),(27,26),0.107223 # DEPENDENCYPART_HEADBIGRAM
(20,27),(29,26),0.0748188 # DEPENDENCYPART_HEADBIGRAM
(20,27),(30,26),0.0720442 # DEPENDENCYPART_HEADBIGRAM
(20,29),(19,28),-0.0628397 # DEPENDENCYPART_HEADBIGRAM
(20,29),(21,28),0.0848068 # DEPENDENCYPART_HEADBIGRAM
(20,29),(23,28),0.0808629 # DEPENDENCYPART_HEADBIGRAM
(20,29),(24,28),0.0808629 # DEPENDENCYPART_HEADBIGRAM
(20,29),(25,28),0.0645452 # DEPENDENCYPART_HEADBIGRAM
(20,29),(27,28),0.114065 # DEPENDENCYPART_HEADBIGRAM
(20,29),(29,28),0.148351 # DEPENDENCYPART_HEADBIGRAM
(20,29),(30,28),0.0762958 # DEPENDENCYPART_HEADBIGRAM
(20,29),(31,28),0.0709693 # DEPENDENCYPART_HEADBIGRAM
(20,29),(32,28),0.0709693 # DEPENDENCYPART_HEADBIGRAM
(21,4),(1,3),-0.115313 # DEPENDENCYPART_HEADBIGRAM
(21,4),(2,3),-0.104918 # DEPENDENCYPART_HEADBIGRAM
(21,4),(4,3),0.0156944 # DEPENDENCYPART_HEADBIGRAM
(21,4),(5,3),-0.121092 # DEPENDENCYPART_HEADBIGRAM
(21,4),(8,3),-0.137606 # DEPENDENCYPART_HEADBIGRAM
(21,4),(16,3),-0.134703 # DEPENDENCYPART_HEADBIGRAM
(21,4),(27,3),0.108175 # DEPENDENCYPART_HEADBIGRAM
(21,9),(1,8),-0.0330706 # DEPENDENCYPART_HEADBIGRAM
(21,9),(3,8),-0.110477 # DEPENDENCYPART_HEADBIGRAM
(21,9),(4,8),-0.163565 # DEPENDENCYPART_HEADBIGRAM
(21,9),(5,8),-0.171431 # DEPENDENCYPART_HEADBIGRAM
(21,9),(10,8),-0.0588549 # DEPENDENCYPART_HEADBIGRAM
(21,9),(13,8),-0.120088 # DEPENDENCYPART_HEADBIGRAM
(21,9),(15,8),-0.199721 # DEPENDENCYPART_HEADBIGRAM
(21,9),(16,8),-0.0746184 # DEPENDENCYPART_HEADBIGRAM
(21,9),(27,8),0.0101457 # DEPENDENCYPART_HEADBIGRAM
(21,9),(30,8),0.136656 # DEPENDENCYPART_HEADBIGRAM
(21,10),(4,9),-0.155506 # DEPENDENCYPART_HEADBIGRAM
(21,10),(5,9),-0.0961399 # DEPENDENCYPART_HEADBIGRAM
(21,10),(8,9),-0.154322 # DEPENDENCYPART_HEADBIGRAM
(21,10),(10,9),-0.0890676 # DEPENDENCYPART_HEADBIGRAM
(21,10),(16,9),-0.0331916 # DEPENDENCYPART_HEADBIGRAM
(21,10),(17,9),-0.041434 # DEPENDENCYPART_HEADBIGRAM
(21,10),(19,9),-0.0311121 # DEPENDENCYPART_HEADBIGRAM
(21,10),(21,9),0.182787 # DEPENDENCYPART_HEADBIGRAM
(21,10),(27,9),0.0455092 # DEPENDENCYPART_HEADBIGRAM
(21,10),(30,9),0.234394 # DEPENDENCYPART_HEADBIGRAM
(21,12),(7,11),-0.102944 # DEPENDENCYPART_HEADBIGRAM
(21,12),(8,11),-0.102944 # DEPENDENCYPART_HEADBIGRAM
(21,12),(10,11),-0.101497 # DEPENDENCYPART_HEADBIGRAM
(21,12),(12,11),-0.100742 # DEPENDENCYPART_HEADBIGRAM
(21,12),(14,11),-0.108621 # DEPENDENCYPART_HEADBIGRAM
(21,12),(16,11),-0.107829 # DEPENDENCYPART_HEADBIGRAM
(21,12),(19,11),-0.107697 # DEPENDENCYPART_HEADBIGRAM
(21,12),(30,11),0.0868985 # DEPENDENCYPART_HEADBIGRAM
(21,15),(4,14),-0.0976968 # DEPENDENCYPART_HEADBIGRAM
(21,15),(8,14),-0.0810796 # DEPENDENCYPART_HEADBIGRAM
(21,15),(10,14),-0.125539 # DEPENDENCYPART_HEADBIGRAM
(21,15),(12,14),-0.1081 # DEPENDENCYPART_HEADBIGRAM
(21,15),(13,14),-0.122774 # DEPENDENCYPART_HEADBIGRAM
(21,15),(15,14),0.0856024 # DEPENDENCYPART_HEADBIGRAM
(21,15),(16,14),-0.130855 # DEPENDENCYPART_HEADBIGRAM
(21,15),(17,14),-0.130024 # DEPENDENCYPART_HEADBIGRAM
(21,15),(19,14),-0.128047 # DEPENDENCYPART_HEADBIGRAM
(21,15),(27,14),0.00303312 # DEPENDENCYPART_HEADBIGRAM
(21,18),(0,17),-0.116685 # DEPENDENCYPART_HEADBIGRAM
(21,18),(4,17),-0.0839455 # DEPENDENCYPART_HEADBIGRAM
(21,18),(12,17),-0.106405 # DEPENDENCYPART_HEADBIGRAM
(21,18),(14,17),-0.0962066 # DEPENDENCYPART_HEADBIGRAM
(21,18),(15,17),-0.0991589 # DEPENDENCYPART_HEADBIGRAM
(21,18),(16,17),-0.0514138 # DEPENDENCYPART_HEADBIGRAM
(21,18),(19,17),-0.0892742 # DEPENDENCYPART_HEADBIGRAM
(21,18),(25,17),0.108761 # DEPENDENCYPART_HEADBIGRAM
(21,18),(27,17),0.0664502 # DEPENDENCYPART_HEADBIGRAM
(21,18),(30,17),0.082022 # DEPENDENCYPART_HEADBIGRAM
(21,19),(16,18),-0.1315 # DEPENDENCYPART_HEADBIGRAM
(21,19),(17,18),-0.134851 # DEPENDENCYPART_HEADBIGRAM
(21,19),(19,18),-0.0393603 # DEPENDENCYPART_HEADBIGRAM
(21,19),(21,18),0.00365053 # DEPENDENCYPART_HEADBIGRAM
(21,19),(23,18),0.0820954 # DEPENDENCYPART_HEADBIGRAM
(21,19),(27,18),0.0694849 # DEPENDENCYPART_HEADBIGRAM
(21,20),(0,19),-0.0105918 # DEPENDENCYPART_HEADBIGRAM
(21,20),(4,19),-0.139876 # DEPENDENCYPART_HEADBIGRAM
(21,20),(10,19),-0.0996296 # DEPENDENCYPART_HEADBIGRAM
(21,20),(15,19),-0.200119 # DEPENDENCYPART_HEADBIGRAM
(21,20),(16,19),-0.115958 # DEPENDENCYPART_HEADBIGRAM
(21,20),(17,19),0.0183393 # DEPENDENCYPART_HEADBIGRAM
(21,20),(18,19),-0.0235439 # DEPENDENCYPART_HEADBIGRAM
(21,20),(21,19),0.0916279 # DEPENDENCYPART_HEADBIGRAM
(21,20),(27,19),0.0454186 # DEPENDENCYPART_HEADBIGRAM
(21,20),(30,19),0.127121 # DEPENDENCYPART_HEADBIGRAM
(21,22),(0,21),-0.109729 # DEPENDENCYPART_HEADBIGRAM
(21,22),(4,21),-0.0574093 # DEPENDENCYPART_HEADBIGRAM
(21,22),(16,21),0.0148655 # DEPENDENCYPART_HEADBIGRAM
(21,22),(17,21),-0.00886138 # DEPENDENCYPART_HEADBIGRAM
(21,22),(18,21),-0.0682312 # DEPENDENCYPART_HEADBIGRAM
(21,22),(19,21),0.0270271 # DEPENDENCYPART_HEADBIGRAM
(21,22),(20,21),-0.0400237 # DEPENDENCYPART_HEADBIGRAM
(21,22),(25,21),0.107154 # DEPENDENCYPART_HEADBIGRAM
(21,22),(27,21),0.169425 # DEPENDENCYPART_HEADBIGRAM
(21,22),(30,21),0.098727 # DEPENDENCYPART_HEADBIGRAM
(21,23),(19,22),-0.0574856 # DEPENDENCYPART_HEADBIGRAM
(21,23),(21,22),0.0859225 # DEPENDENCYPART_HEADBIGRAM
(21,24),(16,23),-0.0580463 # DEPENDENCYPART_HEADBIGRAM
(21,24),(17,23),-0.05805 # DEPENDENCYPART_HEADBIGRAM
(21,24),(19,23),-0.0580463 # DEPENDENCYPART_HEADBIGRAM
(21,24),(21,23),0.0768028 # DEPENDENCYPART_HEADBIGRAM
(21,24),(24,23),0.0928343 # DEPENDENCYPART_HEADBIGRAM
(21,24),(25,23),0.0809712 # DEPENDENCYPART_HEADBIGRAM
(21,24),(27,23),0.0775871 # DEPENDENCYPART_HEADBIGRAM
(21,24),(29,23),0.0811081 # DEPENDENCYPART_HEADBIGRAM
(21,24),(30,23),0.0803074 # DEPENDENCYPART_HEADBIGRAM
(21,24),(32,23),0.0803074 # DEPENDENCYPART_HEADBIGRAM
(21,25),(19,24),-0.0858012 # DEPENDENCYPART_HEADBIGRAM
(21,25),(21,24),0.0698861 # DEPENDENCYPART_HEADBIGRAM
(21,25),(23,24),0.192578 # DEPENDENCYPART_HEADBIGRAM
(21,25),(25,24),0.220734 # DEPENDENCYPART_HEADBIGRAM
(21,25),(27,24),0.107942 # DEPENDENCYPART_HEADBIGRAM
(21,25),(29,24),0.0423552 # DEPENDENCYPART_HEADBIGRAM
(21,25),(30,24),0.0524075 # DEPENDENCYPART_HEADBIGRAM
(21,26),(16,25),-0.0268929 # DEPENDENCYPART_HEADBIGRAM
(21,26),(17,25),-0.0444631 # DEPENDENCYPART_HEADBIGRAM
(21,26),(19,25),-0.0405855 # DEPENDENCYPART_HEADBIGRAM
(21,26),(20,25),-0.0411502 # DEPENDENCYPART_HEADBIGRAM
(21,26),(21,25),0.0917466 # DEPENDENCYPART_HEADBIGRAM
(21,26),(22,25),0.082228 # DEPENDENCYPART_HEADBIGRAM
(21,26),(23,25),0.114065 # DEPENDENCYPART_HEADBIGRAM
(21,26),(27,25),-0.00112408 # DEPENDENCYPART_HEADBIGRAM
(21,26),(29,25),-0.00486758 # DEPENDENCYPART_HEADBIGRAM
(21,26),(30,25),0.0974695 # DEPENDENCYPART_HEADBIGRAM
(21,27),(4,26),-0.0758559 # DEPENDENCYPART_HEADBIGRAM
(21,27),(8,26),-0.079815 # DEPENDENCYPART_HEADBIGRAM
(21,27),(16,26),-0.112618 # DEPENDENCYPART_HEADBIGRAM
(21,27),(17,26),-0.110177 # DEPENDENCYPART_HEADBIGRAM
(21,27),(19,26),-0.113203 # DEPENDENCYPART_HEADBIGRAM
(21,27),(21,26),0.00872548 # DEPENDENCYPART_HEADBIGRAM
(21,27),(25,26),0.0698697 # DEPENDENCYPART_HEADBIGRAM
(21,27),(27,26),0.133245 # DEPENDENCYPART_HEADBIGRAM
(21,27),(29,26),0.06253 # DEPENDENCYPART_HEADBIGRAM
(21,27),(30,26),0.0249313 # DEPENDENCYPART_HEADBIGRAM
(21,28),(0,27),-0.0491779 # DEPENDENCYPART_HEADBIGRAM
(21,28),(16,27),-0.058847 # DEPENDENCYPART_HEADBIGRAM
(21,28),(17,27),-0.0574807 # DEPENDENCYPART_HEADBIGRAM
(21,28),(19,27),-0.057278 # DEPENDENCYPART_HEADBIGRAM
(21,28),(20,27),-0.0514936 # DEPENDENCYPART_HEADBIGRAM
(21,28),(21,27),0.086494 # DEPENDENCYPART_HEADBIGRAM
(21,28),(23,27),0.0892303 # DEPENDENCYPART_HEADBIGRAM
(21,28),(25,27),0.0934811 # DEPENDENCYPART_HEADBIGRAM
(21,28),(29,27),0.0800367 # DEPENDENCYPART_HEADBIGRAM
(21,28),(30,27),0.0767848 # DEPENDENCYPART_HEADBIGRAM
(21,29),(19,28),-0.0857849 # DEPENDENCYPART_HEADBIGRAM
(21,29),(21,28),0.06651 # DEPENDENCYPART_HEADBIGRAM
(21,29),(23,28),0.121297 # DEPENDENCYPART_HEADBIGRAM
(21,29),(24,28),0.121297 # DEPENDENCYPART_HEADBIGRAM
(21,29),(25,28),0.0603456 # DEPENDENCYPART_HEADBIGRAM
(21,29),(27,28),0.137589 # DEPENDENCYPART_HEADBIGRAM
(21,29),(29,28),0.146941 # DEPENDENCYPART_HEADBIGRAM
(21,29),(30,28),0.0530759 # DEPENDENCYPART_HEADBIGRAM
(21,29),(31,28),0.0479999 # DEPENDENCYPART_HEADBIGRAM
(21,29),(32,28),0.0480007 # DEPENDENCYPART_HEADBIGRAM
(21,30),(19,29),-0.0582793 # DEPENDENCYPART_HEADBIGRAM
(21,30),(20,29),-0.0313619 # DEPENDENCYPART_HEADBIGRAM
(21,30),(21,29),0.056054 # DEPENDENCYPART_HEADBIGRAM
(21,30),(23,29),0.0749572 # DEPENDENCYPART_HEADBIGRAM
(21,30),(25,29),0.0891317 # DEPENDENCYPART_HEADBIGRAM
(21,30),(27,29),0.176675 # DEPENDENCYPART_HEADBIGRAM
(21,30),(28,29),0.179439 # DEPENDENCYPART_HEADBIGRAM
(21,30),(30,29),0.14307 # DEPENDENCYPART_HEADBIGRAM
(21,30),(31,29),0.0579735 # DEPENDENCYPART_HEADBIGRAM
(21,30),(32,29),0.0522036 # DEPENDENCYPART_HEADBIGRAM
(21,31),(0,30),-0.0537996 # DEPENDENCYPART_HEADBIGRAM
(21,31),(16,30),-0.0364753 # DEPENDENCYPART_HEADBIGRAM
(21,31),(17,30),-0.0476532 # DEPENDENCYPART_HEADBIGRAM
(21,31),(19,30),-0.04662 # DEPENDENCYPART_HEADBIGRAM
(21,31),(21,30),0.00668534 # DEPENDENCYPART_HEADBIGRAM
(21,31),(23,30),0.0985165 # DEPENDENCYPART_HEADBIGRAM
(21,31),(25,30),0.0888191 # DEPENDENCYPART_HEADBIGRAM
(21,31),(27,30),0.0665773 # DEPENDENCYPART_HEADBIGRAM
(21,31),(28,30),0.150809 # DEPENDENCYPART_HEADBIGRAM
(21,31),(29,30),0.150538 # DEPENDENCYPART_HEADBIGRAM
(21,33),(0,32),-0.0780661 # DEPENDENCYPART_HEADBIGRAM
(21,33),(17,32),-0.0531086 # DEPENDENCYPART_HEADBIGRAM
(21,33),(19,32),-0.0453894 # DEPENDENCYPART_HEADBIGRAM
(21,33),(25,32),0.0679015 # DEPENDENCYPART_HEADBIGRAM
(21,33),(27,32),0.0905527 # DEPENDENCYPART_HEADBIGRAM
(21,33),(28,32),0.14803 # DEPENDENCYPART_HEADBIGRAM
(21,33),(29,32),0.100423 # DEPENDENCYPART_HEADBIGRAM
(21,33),(30,32),0.158002 # DEPENDENCYPART_HEADBIGRAM
(21,33),(31,32),0.146418 # DEPENDENCYPART_HEADBIGRAM
(21,33),(33,32),0.0300691 # DEPENDENCYPART_HEADBIGRAM
(22,25),(19,24),-0.0585231 # DEPENDENCYPART_HEADBIGRAM
(22,25),(21,24),-0.0585231 # DEPENDENCYPART_HEADBIGRAM
(22,25),(23,24),0.154126 # DEPENDENCYPART_HEADBIGRAM
(22,25),(25,24),0.148238 # DEPENDENCYPART_HEADBIGRAM
(22,25),(27,24),0.0756399 # DEPENDENCYPART_HEADBIGRAM
(22,25),(29,24),0.0755926 # DEPENDENCYPART_HEADBIGRAM
(22,25),(30,24),0.0799513 # DEPENDENCYPART_HEADBIGRAM
(23,18),(0,17),-0.0912981 # DEPENDENCYPART_HEADBIGRAM
(23,18),(4,17),-0.0936538 # DEPENDENCYPART_HEADBIGRAM
(23,18),(12,17),-0.108218 # DEPENDENCYPART_HEADBIGRAM
(23,18),(14,17),-0.105912 # DEPENDENCYPART_HEADBIGRAM
(23,18),(15,17),-0.108862 # DEPENDENCYPART_HEADBIGRAM
(23,18),(16,17),-0.129735 # DEPENDENCYPART_HEADBIGRAM
(23,18),(19,17),-0.113299 # DEPENDENCYPART_HEADBIGRAM
(23,18),(25,17),0.0975838 # DEPENDENCYPART_HEADBIGRAM
(23,18),(27,17),0.0881911 # DEPENDENCYPART_HEADBIGRAM
(23,18),(30,17),0.069002 # DEPENDENCYPART_HEADBIGRAM
(23,20),(0,19),-0.11055 # DEPENDENCYPART_HEADBIGRAM
(23,20),(4,19),-0.100944 # DEPENDENCYPART_HEADBIGRAM
(23,20),(10,19),-0.10865 # DEPENDENCYPART_HEADBIGRAM
(23,20),(15,19),-0.10474 # DEPENDENCYPART_HEADBIGRAM
(23,20),(16,19),-0.104255 # DEPENDENCYPART_HEADBIGRAM
(23,20),(17,19),-0.118815 # DEPENDENCYPART_HEADBIGRAM
(23,20),(18,19),-0.118311 # DEPENDENCYPART_HEADBIGRAM
(23,20),(21,19),-0.107197 # DEPENDENCYPART_HEADBIGRAM
(23,20),(27,19),0.0887591 # DEPENDENCYPART_HEADBIGRAM
(23,20),(30,19),0.0889582 # DEPENDENCYPART_HEADBIGRAM
(23,24),(16,23),-0.088436 # DEPENDENCYPART_HEADBIGRAM
(23,24),(17,23),-0.0892344 # DEPENDENCYPART_HEADBIGRAM
(23,24),(19,23),-0.0918607 # DEPENDENCYPART_HEADBIGRAM
(23,24),(21,23),-0.10872 # DEPENDENCYPART_HEADBIGRAM
(23,24),(24,23),0.0222689 # DEPENDENCYPART_HEADBIGRAM
(23,24),(25,23),0.124339 # DEPENDENCYPART_HEADBIGRAM
(23,24),(27,23),0.0869366 # DEPENDENCYPART_HEADBIGRAM
(23,24),(29,23),0.114407 # DEPENDENCYPART_HEADBIGRAM
(23,24),(30,23),0.0599909 # DEPENDENCYPART_HEADBIGRAM
(23,24),(32,23),0.0599922 # DEPENDENCYPART_HEADBIGRAM
(23,25),(19,24),-0.0610169 # DEPENDENCYPART_HEADBIGRAM
(23,25),(21,24),-0.0610153 # DEPENDENCYPART_HEADBIGRAM
(23,25),(23,24),0.0999027 # DEPENDENCYPART_HEADBIGRAM
(23,25),(25,24),0.14615 # DEPENDENCYPART_HEADBIGRAM
(23,25),(27,24),0.0764739 # DEPENDENCYPART_HEADBIGRAM
(23,25),(29,24),0.0760423 # DEPENDENCYPART_HEADBIGRAM
(23,25),(30,24),0.0779063 # DEPENDENCYPART_HEADBIGRAM
(23,27),(4,26),-0.0617344 # DEPENDENCYPART_HEADBIGRAM
(23,27),(8,26),-0.0672283 # DEPENDENCYPART_HEADBIGRAM
(23,27),(16,26),-0.0671113 # DEPENDENCYPART_HEADBIGRAM
(23,27),(17,26),-0.0677457 # DEPENDENCYPART_HEADBIGRAM
(23,27),(19,26),-0.0671085 # DEPENDENCYPART_HEADBIGRAM
(23,27),(21,26),-0.0642377 # DEPENDENCYPART_HEADBIGRAM
(23,27),(25,26),0.0777001 # DEPENDENCYPART_HEADBIGRAM
(23,27),(27,26),0.108337 # DEPENDENCYPART_HEADBIGRAM
(23,27),(29,26),0.0744987 # DEPENDENCYPART_HEADBIGRAM
(23,27),(30,26),0.0730436 # DEPENDENCYPART_HEADBIGRAM
(23,28),(0,27),-0.00818672 # DEPENDENCYPART_HEADBIGRAM
(23,28),(16,27),0.000995921 # DEPENDENCYPART_HEADBIGRAM
(23,28),(17,27),0.0194669 # DEPENDENCYPART_HEADBIGRAM
(23,28),(19,27),0.0196488 # DEPENDENCYPART_HEADBIGRAM
(23,28),(20,27),-0.039988 # DEPENDENCYPART_HEADBIGRAM
(23,28),(21,27),0.0196488 # DEPENDENCYPART_HEADBIGRAM
(23,28),(23,27),0.0797593 # DEPENDENCYPART_HEADBIGRAM
(23,28),(25,27),0.105856 # DEPENDENCYPART_HEADBIGRAM
(23,28),(29,27),0.098485 # DEPENDENCYPART_HEADBIGRAM
(23,28),(30,27),0.110095 # DEPENDENCYPART_HEADBIGRAM
(23,29),(19,28),-0.0616302 # DEPENDENCYPART_HEADBIGRAM
(23,29),(21,28),-0.0616286 # DEPENDENCYPART_HEADBIGRAM
(23,29),(23,28),0.0813009 # DEPENDENCYPART_HEADBIGRAM
(23,29),(24,28),0.0825658 # DEPENDENCYPART_HEADBIGRAM
(23,29),(25,28),0.0790921 # DEPENDENCYPART_HEADBIGRAM
(23,29),(27,28),0.0696697 # DEPENDENCYPART_HEADBIGRAM
(23,29),(29,28),0.0773255 # DEPENDENCYPART_HEADBIGRAM
(23,29),(30,28),0.0776048 # DEPENDENCYPART_HEADBIGRAM
(23,29),(31,28),0.0722811 # DEPENDENCYPART_HEADBIGRAM
(23,29),(32,28),0.0722811 # DEPENDENCYPART_HEADBIGRAM
(23,30),(19,29),-0.0538688 # DEPENDENCYPART_HEADBIGRAM
(23,30),(20,29),-0.052281 # DEPENDENCYPART_HEADBIGRAM
(23,30),(21,29),-0.0538729 # DEPENDENCYPART_HEADBIGRAM
(23,30),(23,29),0.0868443 # DEPENDENCYPART_HEADBIGRAM
(23,30),(25,29),0.0946607 # DEPENDENCYPART_HEADBIGRAM
(23,30),(27,29),0.203062 # DEPENDENCYPART_HEADBIGRAM
(23,30),(28,29),0.183689 # DEPENDENCYPART_HEADBIGRAM
(23,30),(30,29),0.0906295 # DEPENDENCYPART_HEADBIGRAM
(23,30),(31,29),0.0718574 # DEPENDENCYPART_HEADBIGRAM
(23,30),(32,29),0.0656431 # DEPENDENCYPART_HEADBIGRAM
(24,20),(0,19),-0.11055 # DEPENDENCYPART_HEADBIGRAM
(24,20),(4,19),-0.100944 # DEPENDENCYPART_HEADBIGRAM
(24,20),(10,19),-0.10865 # DEPENDENCYPART_HEADBIGRAM
(24,20),(15,19),-0.10474 # DEPENDENCYPART_HEADBIGRAM
(24,20),(16,19),-0.104255 # DEPENDENCYPART_HEADBIGRAM
(24,20),(17,19),-0.118815 # DEPENDENCYPART_HEADBIGRAM
(24,20),(18,19),-0.118311 # DEPENDENCYPART_HEADBIGRAM
(24,20),(21,19),-0.107197 # DEPENDENCYPART_HEADBIGRAM
(24,20),(27,19),0.0887591 # DEPENDENCYPART_HEADBIGRAM
(24,20),(30,19),0.0889582 # DEPENDENCYPART_HEADBIGRAM
(24,23),(19,22),-0.108192 # DEPENDENCYPART_HEADBIGRAM
(24,23),(21,22),-0.101592 # DEPENDENCYPART_HEADBIGRAM
(24,28),(0,27),-0.00818672 # DEPENDENCYPART_HEADBIGRAM
(24,28),(16,27),0.000995921 # DEPENDENCYPART_HEADBIGRAM
(24,28),(17,27),0.0194669 # DEPENDENCYPART_HEADBIGRAM
(24,28),(19,27),0.0196488 # DEPENDENCYPART_HEADBIGRAM
(24,28),(20,27),-0.039988 # DEPENDENCYPART_HEADBIGRAM
(24,28),(21,27),0.0196488 # DEPENDENCYPART_HEADBIGRAM
(24,28),(23,27),-0.0580609 # DEPENDENCYPART_HEADBIGRAM
(24,28),(25,27),0.105856 # DEPENDENCYPART_HEADBIGRAM
(24,28),(29,27),0.098485 # DEPENDENCYPART_HEADBIGRAM
(24,28),(30,27),0.110095 # DEPENDENCYPART_HEADBIGRAM
(25,17),(0,16),-0.174006 # DEPENDENCYPART_HEADBIGRAM
(25,17),(4,16),-0.0790086 # DEPENDENCYPART_HEADBIGRAM
(25,17),(8,16),-0.0751602 # DEPENDENCYPART_HEADBIGRAM
(25,17),(10,16),-0.0912567 # DEPENDENCYPART_HEADBIGRAM
(25,17),(14,16),-0.0557493 # DEPENDENCYPART_HEADBIGRAM
(25,17),(15,16),-0.0557493 # DEPENDENCYPART_HEADBIGRAM
(25,17),(17,16),-0.103426 # DEPENDENCYPART_HEADBIGRAM
(25,17),(19,16),-0.105676 # DEPENDENCYPART_HEADBIGRAM
(25,17),(27,16),0.0926762 # DEPENDENCYPART_HEADBIGRAM
(25,17),(30,16),0.0912845 # DEPENDENCYPART_HEADBIGRAM
(25,20),(0,19),-0.133624 # DEPENDENCYPART_HEADBIGRAM
(25,20),(4,19),-0.112244 # DEPENDENCYPART_HEADBIGRAM
(25,20),(10,19),-0.112113 # DEPENDENCYPART_HEADBIGRAM
(25,20),(15,19),-0.116039 # DEPENDENCYPART_HEADBIGRAM
(25,20),(16,19),-0.0915354 # DEPENDENCYPART_HEADBIGRAM
(25,20),(17,19),-0.0853208 # DEPENDENCYPART_HEADBIGRAM
(25,20),(18,19),-0.118532 # DEPENDENCYPART_HEADBIGRAM
(25,20),(21,19),-0.103295 # DEPENDENCYPART_HEADBIGRAM
(25,20),(27,19),0.0731512 # DEPENDENCYPART_HEADBIGRAM
(25,20),(30,19),0.0934774 # DEPENDENCYPART_HEADBIGRAM
(25,21),(10,20),-0.113201 # DEPENDENCYPART_HEADBIGRAM
(25,21),(16,20),-0.109757 # DEPENDENCYPART_HEADBIGRAM
(25,21),(17,20),-0.108741 # DEPENDENCYPART_HEADBIGRAM
(25,21),(19,20),-0.116573 # DEPENDENCYPART_HEADBIGRAM
(25,21),(21,20),-0.0995052 # DEPENDENCYPART_HEADBIGRAM
(25,21),(23,20),-0.111298 # DEPENDENCYPART_HEADBIGRAM
(25,21),(24,20),-0.111192 # DEPENDENCYPART_HEADBIGRAM
(25,21),(25,20),0.0188883 # DEPENDENCYPART_HEADBIGRAM
(25,21),(27,20),0.0860673 # DEPENDENCYPART_HEADBIGRAM
(25,21),(30,20),0.069314 # DEPENDENCYPART_HEADBIGRAM
(25,23),(19,22),-0.069997 # DEPENDENCYPART_HEADBIGRAM
(25,23),(21,22),-0.0633966 # DEPENDENCYPART_HEADBIGRAM
(25,24),(16,23),-0.145623 # DEPENDENCYPART_HEADBIGRAM
(25,24),(17,23),-0.147018 # DEPENDENCYPART_HEADBIGRAM
(25,24),(19,23),-0.146451 # DEPENDENCYPART_HEADBIGRAM
