# _root_ `` And you did n't want me to buy earthquake insurance , '' says Mrs. Hammack , reaching across the table and gently tapping his hand .
#goldHeads=4,4,4,14,4,4,9,9,6,11,9,4,4,0,16,14,14,22,18,21,19,14,24,22,26,24,14,
#predictedHeads=14,14,4,2,4,4,9,9,6,11,9,14,14,0,16,14,16,22,18,21,19,16,24,22,26,24,14,
(22,22),(22,16),(22,7),-0.0754248 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,16),(22,6),-0.0946625 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,16),(22,5),-0.0459975 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,16),(22,4),-0.0789423 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,16),(22,3),-0.0960566 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,16),(22,2),-0.0187392 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,16),(22,1),-0.0221327 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,16),(22,-1),0.0666416 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,15),(22,14),-0.0862969 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,15),(22,13),-0.0908432 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,15),(22,12),-0.000975735 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,15),(22,11),-0.0553517 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,15),(22,10),-0.086515 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,15),(22,9),-0.0861426 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,15),(22,8),-0.174476 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,15),(22,7),-0.0754248 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,15),(22,6),-0.0946729 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,15),(22,5),-0.047135 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,15),(22,4),-0.0789527 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,15),(22,3),-0.0960566 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,15),(22,2),-0.0187606 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,15),(22,1),-0.0221327 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,15),(22,-1),0.0851693 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,14),(22,13),-0.0738658 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,14),(22,12),0.12107 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,14),(22,11),0.186764 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,14),(22,10),0.152055 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,14),(22,9),-0.134283 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,14),(22,8),0.182921 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,14),(22,7),0.139597 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,14),(22,6),-0.145125 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,14),(22,5),0.0854929 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,14),(22,4),-0.132595 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,14),(22,3),0.110866 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,14),(22,2),0.0632767 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,14),(22,1),-0.00290215 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,14),(22,-1),0.0539225 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,13),(22,12),-0.0334117 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,13),(22,11),-0.0132115 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,13),(22,10),-0.0410347 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,13),(22,9),-0.0554397 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,13),(22,8),-0.0788556 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,13),(22,7),-0.0723788 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,13),(22,6),-0.0695396 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,13),(22,5),-0.0691363 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,13),(22,4),-0.0510274 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,13),(22,3),-0.0927265 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,13),(22,2),-0.0389939 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,13),(22,1),-0.100183 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,13),(22,-1),-0.139732 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,12),(22,11),-0.0279846 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,12),(22,10),-0.0588924 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,12),(22,9),0.0343993 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,12),(22,8),-0.0932339 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,12),(22,7),-0.0728178 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,12),(22,6),0.0231715 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,12),(22,5),-0.176621 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,12),(22,4),0.0350788 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,12),(22,3),-0.0935645 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,12),(22,2),-0.0783957 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,12),(22,1),-0.0928134 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,12),(22,-1),-0.221113 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,11),(22,10),-0.0852937 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,11),(22,9),-0.0863553 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,11),(22,8),-0.17448 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,11),(22,7),-0.0756669 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,11),(22,6),-0.0948855 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,11),(22,5),-0.0496609 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,11),(22,4),-0.0791653 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,11),(22,3),-0.0962988 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,11),(22,2),-0.0174209 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,11),(22,1),-0.0221327 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,11),(22,-1),0.0682408 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,10),(22,9),-0.086306 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,10),(22,8),-0.174476 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,10),(22,7),-0.0754248 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,10),(22,6),-0.0948363 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,10),(22,5),-0.0459975 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,10),(22,4),-0.0791161 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,10),(22,3),-0.0960566 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,10),(22,2),-0.0187397 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,10),(22,1),-0.0221638 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,10),(22,-1),0.0557588 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,9),(22,8),0.175128 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,9),(22,7),0.147713 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,9),(22,6),-0.157182 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,9),(22,5),0.0840237 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,9),(22,4),-0.144653 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,9),(22,3),0.118982 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,9),(22,2),0.0660036 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,9),(22,1),-0.00237385 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,9),(22,-1),0.0758281 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,8),(22,7),-0.0796048 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,8),(22,6),-0.0879515 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,8),(22,5),-0.0398962 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,8),(22,4),-0.0734893 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,8),(22,3),-0.103176 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,8),(22,2),-0.0299133 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,8),(22,1),-0.0807469 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,8),(22,-1),-0.0191094 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,7),(22,6),-0.10852 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,7),(22,5),-0.0316457 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,7),(22,4),-0.0941646 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,7),(22,3),-0.101079 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,7),(22,2),-0.0355442 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,7),(22,1),-0.0618655 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,7),(22,-1),-0.024465 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,6),(22,5),0.0790866 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,6),(22,4),-0.143313 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,6),(22,3),0.104137 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,6),(22,2),0.0660213 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,6),(22,1),-0.00422533 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,6),(22,-1),0.0832198 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,5),(22,4),-0.132127 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,5),(22,3),-0.0885651 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,5),(22,2),-0.094163 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,5),(22,1),-0.0560725 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,5),(22,-1),-0.0171666 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,4),(22,3),0.110841 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,4),(22,2),0.0729204 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,4),(22,1),-0.002483 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,4),(22,-1),0.101802 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,3),(22,2),-0.0394992 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,3),(22,1),-0.0609163 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,3),(22,-1),-0.0111514 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,2),(22,1),-0.0130655 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,2),(22,-1),0.0124683 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,1),(22,-1),-0.302832 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,21),(22,20),(22,19),-0.111877 # DEPENDENCYPART_TRISIBL
(22,21),(22,20),(22,18),-0.189846 # DEPENDENCYPART_TRISIBL
(22,21),(22,20),(22,17),-0.113833 # DEPENDENCYPART_TRISIBL
(22,21),(22,20),(22,16),-0.141024 # DEPENDENCYPART_TRISIBL
(22,21),(22,20),(22,15),-0.141028 # DEPENDENCYPART_TRISIBL
(22,21),(22,20),(22,14),-0.195493 # DEPENDENCYPART_TRISIBL
(22,21),(22,20),(22,13),-0.0633119 # DEPENDENCYPART_TRISIBL
(22,21),(22,20),(22,12),-0.113833 # DEPENDENCYPART_TRISIBL
(22,21),(22,20),(22,11),-0.144348 # DEPENDENCYPART_TRISIBL
(22,21),(22,20),(22,10),-0.136618 # DEPENDENCYPART_TRISIBL
(22,21),(22,20),(22,9),-0.190854 # DEPENDENCYPART_TRISIBL
(22,21),(22,20),(22,8),-0.123899 # DEPENDENCYPART_TRISIBL
(22,21),(22,20),(22,7),-0.0540825 # DEPENDENCYPART_TRISIBL
(22,21),(22,20),(22,6),-0.189917 # DEPENDENCYPART_TRISIBL
(22,21),(22,20),(22,5),-0.0476495 # DEPENDENCYPART_TRISIBL
(22,21),(22,20),(22,4),-0.192789 # DEPENDENCYPART_TRISIBL
(22,21),(22,20),(22,3),-0.05294 # DEPENDENCYPART_TRISIBL
(22,21),(22,20),(22,2),-0.127281 # DEPENDENCYPART_TRISIBL
(22,21),(22,20),(22,1),-0.0184364 # DEPENDENCYPART_TRISIBL
(22,21),(22,20),(22,-1),0.0693175 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,21),(22,19),(22,18),-0.207741 # DEPENDENCYPART_TRISIBL
(22,21),(22,19),(22,17),-0.0968415 # DEPENDENCYPART_TRISIBL
(22,21),(22,19),(22,16),-0.133972 # DEPENDENCYPART_TRISIBL
(22,21),(22,19),(22,15),-0.133976 # DEPENDENCYPART_TRISIBL
(22,21),(22,19),(22,14),-0.209875 # DEPENDENCYPART_TRISIBL
(22,21),(22,19),(22,13),-0.0760978 # DEPENDENCYPART_TRISIBL
(22,21),(22,19),(22,12),-0.0968415 # DEPENDENCYPART_TRISIBL
(22,21),(22,19),(22,11),-0.137296 # DEPENDENCYPART_TRISIBL
(22,21),(22,19),(22,10),-0.129566 # DEPENDENCYPART_TRISIBL
(22,21),(22,19),(22,9),-0.208758 # DEPENDENCYPART_TRISIBL
(22,21),(22,19),(22,8),-0.119324 # DEPENDENCYPART_TRISIBL
(22,21),(22,19),(22,7),-0.0592363 # DEPENDENCYPART_TRISIBL
(22,21),(22,19),(22,6),-0.207823 # DEPENDENCYPART_TRISIBL
(22,21),(22,19),(22,5),-0.0347343 # DEPENDENCYPART_TRISIBL
(22,21),(22,19),(22,4),-0.210692 # DEPENDENCYPART_TRISIBL
(22,21),(22,19),(22,3),-0.0567948 # DEPENDENCYPART_TRISIBL
(22,21),(22,19),(22,2),-0.124144 # DEPENDENCYPART_TRISIBL
(22,21),(22,19),(22,1),-0.0821009 # DEPENDENCYPART_TRISIBL
(22,21),(22,19),(22,-1),-0.0240634 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,21),(22,18),(22,17),-0.113561 # DEPENDENCYPART_TRISIBL
(22,21),(22,18),(22,16),-0.130847 # DEPENDENCYPART_TRISIBL
(22,21),(22,18),(22,15),-0.130851 # DEPENDENCYPART_TRISIBL
(22,21),(22,18),(22,14),-0.2288 # DEPENDENCYPART_TRISIBL
(22,21),(22,18),(22,13),-0.0635254 # DEPENDENCYPART_TRISIBL
(22,21),(22,18),(22,12),-0.113561 # DEPENDENCYPART_TRISIBL
(22,21),(22,18),(22,11),-0.13417 # DEPENDENCYPART_TRISIBL
(22,21),(22,18),(22,10),-0.12644 # DEPENDENCYPART_TRISIBL
(22,21),(22,18),(22,9),-0.223864 # DEPENDENCYPART_TRISIBL
(22,21),(22,18),(22,8),-0.141657 # DEPENDENCYPART_TRISIBL
(22,21),(22,18),(22,7),-0.0629146 # DEPENDENCYPART_TRISIBL
(22,21),(22,18),(22,6),-0.222927 # DEPENDENCYPART_TRISIBL
(22,21),(22,18),(22,5),-0.0516603 # DEPENDENCYPART_TRISIBL
(22,21),(22,18),(22,4),-0.226269 # DEPENDENCYPART_TRISIBL
(22,21),(22,18),(22,3),-0.0617826 # DEPENDENCYPART_TRISIBL
(22,21),(22,18),(22,2),-0.123377 # DEPENDENCYPART_TRISIBL
(22,21),(22,18),(22,1),-0.0952262 # DEPENDENCYPART_TRISIBL
(22,21),(22,18),(22,-1),-0.104651 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,21),(22,17),(22,16),0.117926 # DEPENDENCYPART_TRISIBL
(22,21),(22,17),(22,15),0.117921 # DEPENDENCYPART_TRISIBL
(22,21),(22,17),(22,14),-0.230866 # DEPENDENCYPART_TRISIBL
(22,21),(22,17),(22,13),-0.0738857 # DEPENDENCYPART_TRISIBL
(22,21),(22,17),(22,12),-0.121269 # DEPENDENCYPART_TRISIBL
(22,21),(22,17),(22,11),0.114429 # DEPENDENCYPART_TRISIBL
(22,21),(22,17),(22,10),0.12465 # DEPENDENCYPART_TRISIBL
(22,21),(22,17),(22,9),-0.214893 # DEPENDENCYPART_TRISIBL
(22,21),(22,17),(22,8),-0.0927184 # DEPENDENCYPART_TRISIBL
(22,21),(22,17),(22,7),-0.0652357 # DEPENDENCYPART_TRISIBL
(22,21),(22,17),(22,6),-0.213687 # DEPENDENCYPART_TRISIBL
(22,21),(22,17),(22,5),-0.0740123 # DEPENDENCYPART_TRISIBL
(22,21),(22,17),(22,4),-0.216624 # DEPENDENCYPART_TRISIBL
(22,21),(22,17),(22,3),-0.063945 # DEPENDENCYPART_TRISIBL
(22,21),(22,17),(22,2),-0.0706284 # DEPENDENCYPART_TRISIBL
(22,21),(22,17),(22,1),-0.098008 # DEPENDENCYPART_TRISIBL
(22,21),(22,17),(22,-1),-0.234002 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,21),(22,16),(22,15),-0.147468 # DEPENDENCYPART_TRISIBL
(22,21),(22,16),(22,14),-0.199048 # DEPENDENCYPART_TRISIBL
(22,21),(22,16),(22,13),-0.0408936 # DEPENDENCYPART_TRISIBL
(22,21),(22,16),(22,12),-0.153436 # DEPENDENCYPART_TRISIBL
(22,21),(22,16),(22,11),-0.15285 # DEPENDENCYPART_TRISIBL
(22,21),(22,16),(22,10),-0.143055 # DEPENDENCYPART_TRISIBL
(22,21),(22,16),(22,9),-0.194062 # DEPENDENCYPART_TRISIBL
(22,21),(22,16),(22,8),-0.13506 # DEPENDENCYPART_TRISIBL
(22,21),(22,16),(22,7),0.0099724 # DEPENDENCYPART_TRISIBL
(22,21),(22,16),(22,6),-0.193124 # DEPENDENCYPART_TRISIBL
(22,21),(22,16),(22,5),-0.0448304 # DEPENDENCYPART_TRISIBL
(22,21),(22,16),(22,4),-0.195977 # DEPENDENCYPART_TRISIBL
(22,21),(22,16),(22,3),0.0110988 # DEPENDENCYPART_TRISIBL
(22,21),(22,16),(22,2),-0.14818 # DEPENDENCYPART_TRISIBL
(22,21),(22,16),(22,1),-0.0709137 # DEPENDENCYPART_TRISIBL
(22,21),(22,16),(22,-1),-0.0571342 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,21),(22,15),(22,14),-0.199049 # DEPENDENCYPART_TRISIBL
(22,21),(22,15),(22,13),-0.0408936 # DEPENDENCYPART_TRISIBL
(22,21),(22,15),(22,12),-0.153436 # DEPENDENCYPART_TRISIBL
(22,21),(22,15),(22,11),-0.152852 # DEPENDENCYPART_TRISIBL
(22,21),(22,15),(22,10),-0.143057 # DEPENDENCYPART_TRISIBL
(22,21),(22,15),(22,9),-0.194063 # DEPENDENCYPART_TRISIBL
(22,21),(22,15),(22,8),-0.13506 # DEPENDENCYPART_TRISIBL
(22,21),(22,15),(22,7),0.0099724 # DEPENDENCYPART_TRISIBL
(22,21),(22,15),(22,6),-0.193125 # DEPENDENCYPART_TRISIBL
(22,21),(22,15),(22,5),-0.0448304 # DEPENDENCYPART_TRISIBL
(22,21),(22,15),(22,4),-0.195978 # DEPENDENCYPART_TRISIBL
(22,21),(22,15),(22,3),0.0110988 # DEPENDENCYPART_TRISIBL
(22,21),(22,15),(22,2),-0.14818 # DEPENDENCYPART_TRISIBL
(22,21),(22,15),(22,1),-0.0709137 # DEPENDENCYPART_TRISIBL
(22,21),(22,15),(22,-1),-0.0613685 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,21),(22,14),(22,13),-0.063649 # DEPENDENCYPART_TRISIBL
(22,21),(22,14),(22,12),-0.111838 # DEPENDENCYPART_TRISIBL
(22,21),(22,14),(22,11),-0.13692 # DEPENDENCYPART_TRISIBL
(22,21),(22,14),(22,10),-0.12919 # DEPENDENCYPART_TRISIBL
(22,21),(22,14),(22,9),-0.220316 # DEPENDENCYPART_TRISIBL
(22,21),(22,14),(22,8),-0.14167 # DEPENDENCYPART_TRISIBL
(22,21),(22,14),(22,7),-0.0630395 # DEPENDENCYPART_TRISIBL
(22,21),(22,14),(22,6),-0.219379 # DEPENDENCYPART_TRISIBL
(22,21),(22,14),(22,5),-0.0452954 # DEPENDENCYPART_TRISIBL
(22,21),(22,14),(22,4),-0.222722 # DEPENDENCYPART_TRISIBL
(22,21),(22,14),(22,3),-0.0619074 # DEPENDENCYPART_TRISIBL
(22,21),(22,14),(22,2),-0.123464 # DEPENDENCYPART_TRISIBL
(22,21),(22,14),(22,1),-0.0952451 # DEPENDENCYPART_TRISIBL
(22,21),(22,14),(22,-1),-0.108615 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,21),(22,13),(22,12),0.00288363 # DEPENDENCYPART_TRISIBL
(22,21),(22,13),(22,11),-0.11349 # DEPENDENCYPART_TRISIBL
(22,21),(22,13),(22,10),-0.10576 # DEPENDENCYPART_TRISIBL
(22,21),(22,13),(22,9),-0.172935 # DEPENDENCYPART_TRISIBL
(22,21),(22,13),(22,8),-0.115064 # DEPENDENCYPART_TRISIBL
(22,21),(22,13),(22,7),-0.0529381 # DEPENDENCYPART_TRISIBL
(22,21),(22,13),(22,6),-0.171998 # DEPENDENCYPART_TRISIBL
(22,21),(22,13),(22,5),-0.0583647 # DEPENDENCYPART_TRISIBL
(22,21),(22,13),(22,4),-0.174787 # DEPENDENCYPART_TRISIBL
(22,21),(22,13),(22,3),-0.0517956 # DEPENDENCYPART_TRISIBL
(22,21),(22,13),(22,2),-0.103419 # DEPENDENCYPART_TRISIBL
(22,21),(22,13),(22,1),-0.0808756 # DEPENDENCYPART_TRISIBL
(22,21),(22,13),(22,-1),-0.0878689 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,21),(22,12),(22,11),0.114429 # DEPENDENCYPART_TRISIBL
(22,21),(22,12),(22,10),0.12465 # DEPENDENCYPART_TRISIBL
(22,21),(22,12),(22,9),-0.214893 # DEPENDENCYPART_TRISIBL
(22,21),(22,12),(22,8),-0.0927184 # DEPENDENCYPART_TRISIBL
(22,21),(22,12),(22,7),-0.0652357 # DEPENDENCYPART_TRISIBL
(22,21),(22,12),(22,6),-0.213687 # DEPENDENCYPART_TRISIBL
(22,21),(22,12),(22,5),-0.0740123 # DEPENDENCYPART_TRISIBL
(22,21),(22,12),(22,4),-0.216624 # DEPENDENCYPART_TRISIBL
(22,21),(22,12),(22,3),-0.063945 # DEPENDENCYPART_TRISIBL
(22,21),(22,12),(22,2),-0.0706284 # DEPENDENCYPART_TRISIBL
(22,21),(22,12),(22,1),-0.098008 # DEPENDENCYPART_TRISIBL
(22,21),(22,12),(22,-1),-0.234002 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,21),(22,11),(22,10),-0.14904 # DEPENDENCYPART_TRISIBL
(22,21),(22,11),(22,9),-0.194062 # DEPENDENCYPART_TRISIBL
(22,21),(22,11),(22,8),-0.135117 # DEPENDENCYPART_TRISIBL
(22,21),(22,11),(22,7),0.0099724 # DEPENDENCYPART_TRISIBL
(22,21),(22,11),(22,6),-0.193124 # DEPENDENCYPART_TRISIBL
(22,21),(22,11),(22,5),-0.0448345 # DEPENDENCYPART_TRISIBL
(22,21),(22,11),(22,4),-0.195977 # DEPENDENCYPART_TRISIBL
(22,21),(22,11),(22,3),0.0110988 # DEPENDENCYPART_TRISIBL
(22,21),(22,11),(22,2),-0.14818 # DEPENDENCYPART_TRISIBL
(22,21),(22,11),(22,1),-0.0709137 # DEPENDENCYPART_TRISIBL
(22,21),(22,11),(22,-1),-0.0562527 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,21),(22,10),(22,9),-0.194062 # DEPENDENCYPART_TRISIBL
(22,21),(22,10),(22,8),-0.13506 # DEPENDENCYPART_TRISIBL
(22,21),(22,10),(22,7),0.0099724 # DEPENDENCYPART_TRISIBL
(22,21),(22,10),(22,6),-0.193124 # DEPENDENCYPART_TRISIBL
(22,21),(22,10),(22,5),-0.0448304 # DEPENDENCYPART_TRISIBL
(22,21),(22,10),(22,4),-0.195977 # DEPENDENCYPART_TRISIBL
(22,21),(22,10),(22,3),0.0110988 # DEPENDENCYPART_TRISIBL
(22,21),(22,10),(22,2),-0.14818 # DEPENDENCYPART_TRISIBL
(22,21),(22,10),(22,1),-0.0709137 # DEPENDENCYPART_TRISIBL
(22,21),(22,10),(22,-1),-0.0571353 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,21),(22,9),(22,8),-0.141789 # DEPENDENCYPART_TRISIBL
(22,21),(22,9),(22,7),-0.0629351 # DEPENDENCYPART_TRISIBL
(22,21),(22,9),(22,6),-0.223087 # DEPENDENCYPART_TRISIBL
(22,21),(22,9),(22,5),-0.0517983 # DEPENDENCYPART_TRISIBL
(22,21),(22,9),(22,4),-0.22643 # DEPENDENCYPART_TRISIBL
(22,21),(22,9),(22,3),-0.0618031 # DEPENDENCYPART_TRISIBL
(22,21),(22,9),(22,2),-0.123513 # DEPENDENCYPART_TRISIBL
(22,21),(22,9),(22,1),-0.0952262 # DEPENDENCYPART_TRISIBL
(22,21),(22,9),(22,-1),-0.105171 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,21),(22,8),(22,7),-0.0536747 # DEPENDENCYPART_TRISIBL
(22,21),(22,8),(22,6),-0.179379 # DEPENDENCYPART_TRISIBL
(22,21),(22,8),(22,5),-0.0551997 # DEPENDENCYPART_TRISIBL
(22,21),(22,8),(22,4),-0.182168 # DEPENDENCYPART_TRISIBL
(22,21),(22,8),(22,3),-0.0525323 # DEPENDENCYPART_TRISIBL
