# _root_ `` As long as I am borrowing at 9.9 % and each { bond } yields over that , it enhances the yield , '' he maintains .
#goldHeads=27,21,2,11,6,11,6,7,10,8,2,14,14,16,14,11,16,17,21,21,27,23,21,27,27,27,0,27,
#predictedHeads=27,11,2,6,6,11,6,7,10,8,21,14,14,11,14,21,16,17,21,21,27,23,21,27,27,27,0,27,
(7,10),(10,9),0.193338 # DEPENDENCYPART_HEADBIGRAM
(7,10),(11,9),0.0727778 # DEPENDENCYPART_HEADBIGRAM
(7,10),(14,9),0.055357 # DEPENDENCYPART_HEADBIGRAM
(7,10),(16,9),0.0685748 # DEPENDENCYPART_HEADBIGRAM
(7,11),(3,10),-0.0550173 # DEPENDENCYPART_HEADBIGRAM
(7,11),(6,10),-0.0177404 # DEPENDENCYPART_HEADBIGRAM
(7,11),(7,10),0.020055 # DEPENDENCYPART_HEADBIGRAM
(7,11),(8,10),0.1634 # DEPENDENCYPART_HEADBIGRAM
(7,11),(9,10),0.126777 # DEPENDENCYPART_HEADBIGRAM
(7,11),(11,10),0.263814 # DEPENDENCYPART_HEADBIGRAM
(7,11),(14,10),0.0512899 # DEPENDENCYPART_HEADBIGRAM
(7,11),(16,10),0.10148 # DEPENDENCYPART_HEADBIGRAM
(7,11),(21,10),0.105553 # DEPENDENCYPART_HEADBIGRAM
(7,11),(27,10),0.101409 # DEPENDENCYPART_HEADBIGRAM
(7,14),(14,13),0.0582914 # DEPENDENCYPART_HEADBIGRAM
(7,14),(15,13),0.0789274 # DEPENDENCYPART_HEADBIGRAM
(7,14),(16,13),0.0808592 # DEPENDENCYPART_HEADBIGRAM
(7,14),(21,13),0.0812026 # DEPENDENCYPART_HEADBIGRAM
(7,14),(27,13),0.0810512 # DEPENDENCYPART_HEADBIGRAM
(7,16),(4,15),-0.040898 # DEPENDENCYPART_HEADBIGRAM
(7,16),(6,15),-0.0609314 # DEPENDENCYPART_HEADBIGRAM
(7,16),(8,15),0.117312 # DEPENDENCYPART_HEADBIGRAM
(7,16),(9,15),0.0936894 # DEPENDENCYPART_HEADBIGRAM
(7,16),(10,15),0.0691604 # DEPENDENCYPART_HEADBIGRAM
(7,16),(11,15),0.104192 # DEPENDENCYPART_HEADBIGRAM
(7,16),(14,15),0.0718049 # DEPENDENCYPART_HEADBIGRAM
(7,16),(16,15),0.0935989 # DEPENDENCYPART_HEADBIGRAM
(7,17),(0,16),-0.073345 # DEPENDENCYPART_HEADBIGRAM
(7,17),(2,16),-0.0553748 # DEPENDENCYPART_HEADBIGRAM
(7,17),(6,16),-0.0811745 # DEPENDENCYPART_HEADBIGRAM
(7,17),(7,16),-0.00356794 # DEPENDENCYPART_HEADBIGRAM
(7,17),(8,16),0.103087 # DEPENDENCYPART_HEADBIGRAM
(7,17),(10,16),0.0595415 # DEPENDENCYPART_HEADBIGRAM
(7,17),(11,16),0.0113421 # DEPENDENCYPART_HEADBIGRAM
(7,17),(14,16),0.061158 # DEPENDENCYPART_HEADBIGRAM
(7,17),(21,16),0.0627823 # DEPENDENCYPART_HEADBIGRAM
(7,17),(27,16),0.0629895 # DEPENDENCYPART_HEADBIGRAM
(7,19),(10,18),0.0795958 # DEPENDENCYPART_HEADBIGRAM
(7,19),(14,18),0.0795969 # DEPENDENCYPART_HEADBIGRAM
(7,19),(16,18),0.10103 # DEPENDENCYPART_HEADBIGRAM
(7,19),(17,18),0.137461 # DEPENDENCYPART_HEADBIGRAM
(7,19),(21,18),0.0728582 # DEPENDENCYPART_HEADBIGRAM
(7,19),(23,18),0.0652369 # DEPENDENCYPART_HEADBIGRAM
(7,19),(27,18),0.0728766 # DEPENDENCYPART_HEADBIGRAM
(7,21),(21,20),0.188045 # DEPENDENCYPART_HEADBIGRAM
(7,21),(23,20),0.0706504 # DEPENDENCYPART_HEADBIGRAM
(7,21),(27,20),0.0476916 # DEPENDENCYPART_HEADBIGRAM
(7,24),(10,23),0.00969833 # DEPENDENCYPART_HEADBIGRAM
(7,24),(11,23),0.116758 # DEPENDENCYPART_HEADBIGRAM
(7,24),(14,23),0.04083 # DEPENDENCYPART_HEADBIGRAM
(7,24),(16,23),0.159625 # DEPENDENCYPART_HEADBIGRAM
(7,24),(17,23),0.130173 # DEPENDENCYPART_HEADBIGRAM
(7,24),(21,23),0.229615 # DEPENDENCYPART_HEADBIGRAM
(7,24),(27,23),0.104269 # DEPENDENCYPART_HEADBIGRAM
(7,25),(6,24),-0.0831817 # DEPENDENCYPART_HEADBIGRAM
(7,25),(7,24),0.227989 # DEPENDENCYPART_HEADBIGRAM
(7,25),(11,24),0.0791281 # DEPENDENCYPART_HEADBIGRAM
(7,25),(14,24),0.0397267 # DEPENDENCYPART_HEADBIGRAM
(7,25),(16,24),0.0538686 # DEPENDENCYPART_HEADBIGRAM
(7,25),(17,24),0.0981689 # DEPENDENCYPART_HEADBIGRAM
(7,25),(21,24),0.0530689 # DEPENDENCYPART_HEADBIGRAM
(7,25),(22,24),0.0867268 # DEPENDENCYPART_HEADBIGRAM
(7,25),(23,24),0.0313462 # DEPENDENCYPART_HEADBIGRAM
(7,25),(27,24),0.0426633 # DEPENDENCYPART_HEADBIGRAM
(7,27),(27,26),0.117114 # DEPENDENCYPART_HEADBIGRAM
(7,28),(0,27),-0.0797618 # DEPENDENCYPART_HEADBIGRAM
(7,28),(7,27),0.0822243 # DEPENDENCYPART_HEADBIGRAM
(7,28),(10,27),0.0898086 # DEPENDENCYPART_HEADBIGRAM
(7,28),(11,27),0.0681779 # DEPENDENCYPART_HEADBIGRAM
(7,28),(14,27),0.0708323 # DEPENDENCYPART_HEADBIGRAM
(7,28),(16,27),0.109621 # DEPENDENCYPART_HEADBIGRAM
(7,28),(17,27),0.0847592 # DEPENDENCYPART_HEADBIGRAM
(7,28),(21,27),0.0991757 # DEPENDENCYPART_HEADBIGRAM
(7,28),(23,27),0.0598294 # DEPENDENCYPART_HEADBIGRAM
(8,4),(0,3),-0.106709 # DEPENDENCYPART_HEADBIGRAM
(8,4),(2,3),-0.0943813 # DEPENDENCYPART_HEADBIGRAM
(8,4),(4,3),-0.137451 # DEPENDENCYPART_HEADBIGRAM
(8,4),(6,3),-0.11002 # DEPENDENCYPART_HEADBIGRAM
(8,4),(11,3),0.0830355 # DEPENDENCYPART_HEADBIGRAM
(8,4),(16,3),0.0878767 # DEPENDENCYPART_HEADBIGRAM
(8,4),(21,3),0.0878767 # DEPENDENCYPART_HEADBIGRAM
(8,4),(27,3),0.0888811 # DEPENDENCYPART_HEADBIGRAM
(8,7),(0,6),-0.0906088 # DEPENDENCYPART_HEADBIGRAM
(8,7),(2,6),-0.137124 # DEPENDENCYPART_HEADBIGRAM
(8,7),(3,6),-0.137123 # DEPENDENCYPART_HEADBIGRAM
(8,7),(4,6),-0.0741047 # DEPENDENCYPART_HEADBIGRAM
(8,7),(7,6),-0.112765 # DEPENDENCYPART_HEADBIGRAM
(8,7),(10,6),0.0982005 # DEPENDENCYPART_HEADBIGRAM
(8,7),(11,6),0.0979391 # DEPENDENCYPART_HEADBIGRAM
(8,7),(16,6),0.0948168 # DEPENDENCYPART_HEADBIGRAM
(8,7),(21,6),0.0978627 # DEPENDENCYPART_HEADBIGRAM
(8,7),(27,6),0.0991576 # DEPENDENCYPART_HEADBIGRAM
(8,9),(2,8),-0.100109 # DEPENDENCYPART_HEADBIGRAM
(8,9),(6,8),-0.103259 # DEPENDENCYPART_HEADBIGRAM
(8,9),(7,8),-0.103258 # DEPENDENCYPART_HEADBIGRAM
(8,9),(9,8),0.050548 # DEPENDENCYPART_HEADBIGRAM
(8,9),(10,8),0.140813 # DEPENDENCYPART_HEADBIGRAM
(8,9),(11,8),0.140182 # DEPENDENCYPART_HEADBIGRAM
(8,9),(14,8),0.0556042 # DEPENDENCYPART_HEADBIGRAM
(8,9),(16,8),0.0508433 # DEPENDENCYPART_HEADBIGRAM
(8,9),(21,8),0.054941 # DEPENDENCYPART_HEADBIGRAM
(8,9),(27,8),0.054941 # DEPENDENCYPART_HEADBIGRAM
(8,10),(2,9),-0.0599555 # DEPENDENCYPART_HEADBIGRAM
(8,10),(3,9),-0.0654647 # DEPENDENCYPART_HEADBIGRAM
(8,10),(4,9),-0.0533329 # DEPENDENCYPART_HEADBIGRAM
(8,10),(6,9),-0.0668221 # DEPENDENCYPART_HEADBIGRAM
(8,10),(7,9),-0.0658943 # DEPENDENCYPART_HEADBIGRAM
(8,10),(8,9),0.0539105 # DEPENDENCYPART_HEADBIGRAM
(8,10),(10,9),0.135458 # DEPENDENCYPART_HEADBIGRAM
(8,10),(11,9),0.0695546 # DEPENDENCYPART_HEADBIGRAM
(8,10),(14,9),0.0632319 # DEPENDENCYPART_HEADBIGRAM
(8,10),(16,9),0.0726366 # DEPENDENCYPART_HEADBIGRAM
(8,11),(3,10),-0.0586482 # DEPENDENCYPART_HEADBIGRAM
(8,11),(6,10),-0.0670691 # DEPENDENCYPART_HEADBIGRAM
(8,11),(7,10),-0.0619576 # DEPENDENCYPART_HEADBIGRAM
(8,11),(8,10),0.0104793 # DEPENDENCYPART_HEADBIGRAM
(8,11),(9,10),0.170892 # DEPENDENCYPART_HEADBIGRAM
(8,11),(11,10),0.280572 # DEPENDENCYPART_HEADBIGRAM
(8,11),(14,10),0.0667957 # DEPENDENCYPART_HEADBIGRAM
(8,11),(16,10),0.0776154 # DEPENDENCYPART_HEADBIGRAM
(8,11),(21,10),0.0783877 # DEPENDENCYPART_HEADBIGRAM
(8,11),(27,10),0.0786779 # DEPENDENCYPART_HEADBIGRAM
(8,14),(14,13),0.103868 # DEPENDENCYPART_HEADBIGRAM
(8,14),(15,13),0.0776733 # DEPENDENCYPART_HEADBIGRAM
(8,14),(16,13),0.0804603 # DEPENDENCYPART_HEADBIGRAM
(8,14),(21,13),0.0808035 # DEPENDENCYPART_HEADBIGRAM
(8,14),(27,13),0.0806521 # DEPENDENCYPART_HEADBIGRAM
(8,15),(6,14),-0.0562295 # DEPENDENCYPART_HEADBIGRAM
(8,15),(7,14),-0.0562295 # DEPENDENCYPART_HEADBIGRAM
(8,15),(8,14),0.0848498 # DEPENDENCYPART_HEADBIGRAM
(8,15),(9,14),0.0918206 # DEPENDENCYPART_HEADBIGRAM
(8,15),(10,14),0.0911624 # DEPENDENCYPART_HEADBIGRAM
(8,15),(11,14),0.0904243 # DEPENDENCYPART_HEADBIGRAM
(8,15),(16,14),0.0807221 # DEPENDENCYPART_HEADBIGRAM
(8,15),(17,14),0.0809805 # DEPENDENCYPART_HEADBIGRAM
(8,15),(21,14),0.0826981 # DEPENDENCYPART_HEADBIGRAM
(8,15),(27,14),0.0832054 # DEPENDENCYPART_HEADBIGRAM
(8,16),(4,15),-0.0574836 # DEPENDENCYPART_HEADBIGRAM
(8,16),(6,15),-0.0574959 # DEPENDENCYPART_HEADBIGRAM
(8,16),(8,15),0.0940392 # DEPENDENCYPART_HEADBIGRAM
(8,16),(9,15),0.0937122 # DEPENDENCYPART_HEADBIGRAM
(8,16),(10,15),0.0910331 # DEPENDENCYPART_HEADBIGRAM
(8,16),(11,15),0.0932156 # DEPENDENCYPART_HEADBIGRAM
(8,16),(14,15),0.0936775 # DEPENDENCYPART_HEADBIGRAM
(8,16),(16,15),0.0748416 # DEPENDENCYPART_HEADBIGRAM
(8,17),(0,16),-0.0644995 # DEPENDENCYPART_HEADBIGRAM
(8,17),(2,16),-0.0599594 # DEPENDENCYPART_HEADBIGRAM
(8,17),(6,16),-0.0627059 # DEPENDENCYPART_HEADBIGRAM
(8,17),(7,16),-0.0627071 # DEPENDENCYPART_HEADBIGRAM
(8,17),(8,16),0.0837274 # DEPENDENCYPART_HEADBIGRAM
(8,17),(10,16),0.0863383 # DEPENDENCYPART_HEADBIGRAM
(8,17),(11,16),0.0920382 # DEPENDENCYPART_HEADBIGRAM
(8,17),(14,16),0.0843281 # DEPENDENCYPART_HEADBIGRAM
(8,17),(21,16),0.0778784 # DEPENDENCYPART_HEADBIGRAM
(8,17),(27,16),0.0780855 # DEPENDENCYPART_HEADBIGRAM
(8,25),(6,24),-0.0585604 # DEPENDENCYPART_HEADBIGRAM
(8,25),(7,24),-0.0586018 # DEPENDENCYPART_HEADBIGRAM
(8,25),(11,24),0.0919531 # DEPENDENCYPART_HEADBIGRAM
(8,25),(14,24),0.090075 # DEPENDENCYPART_HEADBIGRAM
(8,25),(16,24),0.0942511 # DEPENDENCYPART_HEADBIGRAM
(8,25),(17,24),0.0943611 # DEPENDENCYPART_HEADBIGRAM
(8,25),(21,24),0.0928936 # DEPENDENCYPART_HEADBIGRAM
(8,25),(22,24),0.0867407 # DEPENDENCYPART_HEADBIGRAM
(8,25),(23,24),0.0818627 # DEPENDENCYPART_HEADBIGRAM
(8,25),(27,24),0.0784768 # DEPENDENCYPART_HEADBIGRAM
(8,28),(0,27),-0.0582506 # DEPENDENCYPART_HEADBIGRAM
(8,28),(7,27),-0.0596328 # DEPENDENCYPART_HEADBIGRAM
(8,28),(10,27),0.0850537 # DEPENDENCYPART_HEADBIGRAM
(8,28),(11,27),0.0860844 # DEPENDENCYPART_HEADBIGRAM
(8,28),(14,27),0.0850537 # DEPENDENCYPART_HEADBIGRAM
(8,28),(16,27),0.0850818 # DEPENDENCYPART_HEADBIGRAM
(8,28),(17,27),0.0690565 # DEPENDENCYPART_HEADBIGRAM
(8,28),(21,27),0.0679251 # DEPENDENCYPART_HEADBIGRAM
(8,28),(23,27),0.115658 # DEPENDENCYPART_HEADBIGRAM
(9,7),(0,6),-0.0865496 # DEPENDENCYPART_HEADBIGRAM
(9,7),(2,6),-0.137072 # DEPENDENCYPART_HEADBIGRAM
(9,7),(3,6),-0.137072 # DEPENDENCYPART_HEADBIGRAM
(9,7),(4,6),-0.0735961 # DEPENDENCYPART_HEADBIGRAM
(9,7),(7,6),-0.108885 # DEPENDENCYPART_HEADBIGRAM
(9,7),(10,6),0.0985007 # DEPENDENCYPART_HEADBIGRAM
(9,7),(11,6),0.0985052 # DEPENDENCYPART_HEADBIGRAM
(9,7),(16,6),0.0794877 # DEPENDENCYPART_HEADBIGRAM
(9,7),(21,6),0.0825336 # DEPENDENCYPART_HEADBIGRAM
(9,7),(27,6),0.0838285 # DEPENDENCYPART_HEADBIGRAM
(9,8),(0,7),-0.112243 # DEPENDENCYPART_HEADBIGRAM
(9,8),(4,7),-0.090274 # DEPENDENCYPART_HEADBIGRAM
(9,8),(6,7),-0.149524 # DEPENDENCYPART_HEADBIGRAM
(9,8),(8,7),-0.109386 # DEPENDENCYPART_HEADBIGRAM
(9,8),(9,7),0.0882918 # DEPENDENCYPART_HEADBIGRAM
(9,8),(10,7),0.0715021 # DEPENDENCYPART_HEADBIGRAM
(9,8),(11,7),0.0686601 # DEPENDENCYPART_HEADBIGRAM
(9,8),(16,7),0.0774278 # DEPENDENCYPART_HEADBIGRAM
(9,8),(21,7),0.086569 # DEPENDENCYPART_HEADBIGRAM
(9,8),(27,7),0.086569 # DEPENDENCYPART_HEADBIGRAM
(9,10),(2,9),-0.0630489 # DEPENDENCYPART_HEADBIGRAM
(9,10),(3,9),-0.0627538 # DEPENDENCYPART_HEADBIGRAM
(9,10),(4,9),-0.0463687 # DEPENDENCYPART_HEADBIGRAM
(9,10),(6,9),-0.0827385 # DEPENDENCYPART_HEADBIGRAM
(9,10),(7,9),-0.0899316 # DEPENDENCYPART_HEADBIGRAM
(9,10),(8,9),-0.051837 # DEPENDENCYPART_HEADBIGRAM
(9,10),(10,9),-0.049073 # DEPENDENCYPART_HEADBIGRAM
(9,10),(11,9),0.129056 # DEPENDENCYPART_HEADBIGRAM
(9,10),(14,9),0.176625 # DEPENDENCYPART_HEADBIGRAM
(9,10),(16,9),0.085718 # DEPENDENCYPART_HEADBIGRAM
(9,14),(14,13),0.0979222 # DEPENDENCYPART_HEADBIGRAM
(9,14),(15,13),0.0790881 # DEPENDENCYPART_HEADBIGRAM
(9,14),(16,13),0.080065 # DEPENDENCYPART_HEADBIGRAM
(9,14),(21,13),0.0806511 # DEPENDENCYPART_HEADBIGRAM
(9,14),(27,13),0.0811672 # DEPENDENCYPART_HEADBIGRAM
(9,15),(6,14),-0.0582875 # DEPENDENCYPART_HEADBIGRAM
(9,15),(7,14),-0.0582875 # DEPENDENCYPART_HEADBIGRAM
(9,15),(8,14),-0.0601226 # DEPENDENCYPART_HEADBIGRAM
(9,15),(9,14),0.0909013 # DEPENDENCYPART_HEADBIGRAM
(9,15),(10,14),0.0912237 # DEPENDENCYPART_HEADBIGRAM
(9,15),(11,14),0.089252 # DEPENDENCYPART_HEADBIGRAM
(9,15),(16,14),0.0787005 # DEPENDENCYPART_HEADBIGRAM
(9,15),(17,14),0.0814803 # DEPENDENCYPART_HEADBIGRAM
(9,15),(21,14),0.0806765 # DEPENDENCYPART_HEADBIGRAM
(9,15),(27,14),0.0811838 # DEPENDENCYPART_HEADBIGRAM
(10,4),(0,3),-0.100701 # DEPENDENCYPART_HEADBIGRAM
(10,4),(2,3),-0.0934879 # DEPENDENCYPART_HEADBIGRAM
(10,4),(4,3),0.0440717 # DEPENDENCYPART_HEADBIGRAM
(10,4),(6,3),-0.132988 # DEPENDENCYPART_HEADBIGRAM
(10,4),(11,3),0.076751 # DEPENDENCYPART_HEADBIGRAM
(10,4),(16,3),0.0628567 # DEPENDENCYPART_HEADBIGRAM
(10,4),(21,3),0.0628567 # DEPENDENCYPART_HEADBIGRAM
(10,4),(27,3),0.062479 # DEPENDENCYPART_HEADBIGRAM
(10,5),(2,4),-0.065677 # DEPENDENCYPART_HEADBIGRAM
(10,5),(3,4),-0.0787342 # DEPENDENCYPART_HEADBIGRAM
(10,5),(6,4),-0.0667866 # DEPENDENCYPART_HEADBIGRAM
(10,5),(7,4),-0.0668243 # DEPENDENCYPART_HEADBIGRAM
(10,5),(8,4),-0.106713 # DEPENDENCYPART_HEADBIGRAM
(10,5),(10,4),0.0691108 # DEPENDENCYPART_HEADBIGRAM
(10,5),(11,4),0.0645516 # DEPENDENCYPART_HEADBIGRAM
(10,5),(16,4),0.14349 # DEPENDENCYPART_HEADBIGRAM
(10,5),(21,4),0.14111 # DEPENDENCYPART_HEADBIGRAM
(10,5),(27,4),0.156247 # DEPENDENCYPART_HEADBIGRAM
(10,6),(3,5),-0.104186 # DEPENDENCYPART_HEADBIGRAM
(10,6),(4,5),-0.102947 # DEPENDENCYPART_HEADBIGRAM
(10,6),(6,5),-0.084661 # DEPENDENCYPART_HEADBIGRAM
(10,6),(7,5),-0.1245 # DEPENDENCYPART_HEADBIGRAM
(10,6),(10,5),0.0980882 # DEPENDENCYPART_HEADBIGRAM
(10,6),(11,5),0.084715 # DEPENDENCYPART_HEADBIGRAM
(10,6),(16,5),0.0662866 # DEPENDENCYPART_HEADBIGRAM
(10,7),(0,6),-0.179899 # DEPENDENCYPART_HEADBIGRAM
(10,7),(2,6),-0.0949195 # DEPENDENCYPART_HEADBIGRAM
(10,7),(3,6),-0.0949009 # DEPENDENCYPART_HEADBIGRAM
(10,7),(4,6),-0.071147 # DEPENDENCYPART_HEADBIGRAM
(10,7),(7,6),-0.100475 # DEPENDENCYPART_HEADBIGRAM
(10,7),(10,6),0.0852044 # DEPENDENCYPART_HEADBIGRAM
(10,7),(11,6),0.0898708 # DEPENDENCYPART_HEADBIGRAM
(10,7),(16,6),0.0893993 # DEPENDENCYPART_HEADBIGRAM
(10,7),(21,6),0.0958269 # DEPENDENCYPART_HEADBIGRAM
(10,7),(27,6),0.092328 # DEPENDENCYPART_HEADBIGRAM
(10,8),(0,7),-0.0515561 # DEPENDENCYPART_HEADBIGRAM
(10,8),(4,7),-0.119061 # DEPENDENCYPART_HEADBIGRAM
(10,8),(6,7),-0.144311 # DEPENDENCYPART_HEADBIGRAM
(10,8),(8,7),-0.109266 # DEPENDENCYPART_HEADBIGRAM
(10,8),(9,7),-0.109688 # DEPENDENCYPART_HEADBIGRAM
(10,8),(10,7),0.0710741 # DEPENDENCYPART_HEADBIGRAM
(10,8),(11,7),0.033645 # DEPENDENCYPART_HEADBIGRAM
(10,8),(16,7),0.104665 # DEPENDENCYPART_HEADBIGRAM
(10,8),(21,7),0.114013 # DEPENDENCYPART_HEADBIGRAM
(10,8),(27,7),0.114011 # DEPENDENCYPART_HEADBIGRAM
(10,9),(2,8),-0.0702746 # DEPENDENCYPART_HEADBIGRAM
(10,9),(6,8),-0.0852636 # DEPENDENCYPART_HEADBIGRAM
(10,9),(7,8),-0.0852636 # DEPENDENCYPART_HEADBIGRAM
(10,9),(9,8),-0.0878536 # DEPENDENCYPART_HEADBIGRAM
(10,9),(10,8),0.0713993 # DEPENDENCYPART_HEADBIGRAM
(10,9),(11,8),0.0994218 # DEPENDENCYPART_HEADBIGRAM
(10,9),(14,8),0.114962 # DEPENDENCYPART_HEADBIGRAM
(10,9),(16,8),0.0954918 # DEPENDENCYPART_HEADBIGRAM
(10,9),(21,8),0.101245 # DEPENDENCYPART_HEADBIGRAM
(10,9),(27,8),0.0994605 # DEPENDENCYPART_HEADBIGRAM
(10,12),(0,11),-0.0115581 # DEPENDENCYPART_HEADBIGRAM
(10,12),(2,11),-0.0452214 # DEPENDENCYPART_HEADBIGRAM
(10,12),(4,11),0.0115904 # DEPENDENCYPART_HEADBIGRAM
(10,12),(6,11),-0.0191996 # DEPENDENCYPART_HEADBIGRAM
(10,12),(7,11),-0.0214801 # DEPENDENCYPART_HEADBIGRAM
(10,12),(8,11),-0.0105778 # DEPENDENCYPART_HEADBIGRAM
(10,12),(14,11),0.0402794 # DEPENDENCYPART_HEADBIGRAM
(10,12),(16,11),0.143375 # DEPENDENCYPART_HEADBIGRAM
(10,12),(21,11),0.143373 # DEPENDENCYPART_HEADBIGRAM
(10,12),(27,11),0.143375 # DEPENDENCYPART_HEADBIGRAM
(10,14),(14,13),0.140601 # DEPENDENCYPART_HEADBIGRAM
(10,14),(15,13),0.0787525 # DEPENDENCYPART_HEADBIGRAM
(10,14),(16,13),0.0743202 # DEPENDENCYPART_HEADBIGRAM
(10,14),(21,13),0.0750666 # DEPENDENCYPART_HEADBIGRAM
(10,14),(27,13),0.0755827 # DEPENDENCYPART_HEADBIGRAM
(10,15),(6,14),-0.0639042 # DEPENDENCYPART_HEADBIGRAM
(10,15),(7,14),-0.0647855 # DEPENDENCYPART_HEADBIGRAM
(10,15),(8,14),-0.0590862 # DEPENDENCYPART_HEADBIGRAM
(10,15),(9,14),-0.058802 # DEPENDENCYPART_HEADBIGRAM
(10,15),(10,14),0.0876393 # DEPENDENCYPART_HEADBIGRAM
(10,15),(11,14),0.0754028 # DEPENDENCYPART_HEADBIGRAM
(10,15),(16,14),0.070548 # DEPENDENCYPART_HEADBIGRAM
(10,15),(17,14),0.0791939 # DEPENDENCYPART_HEADBIGRAM
(10,15),(21,14),0.0728027 # DEPENDENCYPART_HEADBIGRAM
(10,15),(27,14),0.0735945 # DEPENDENCYPART_HEADBIGRAM
(10,16),(4,15),-0.0576831 # DEPENDENCYPART_HEADBIGRAM
(10,16),(6,15),-0.0588299 # DEPENDENCYPART_HEADBIGRAM
(10,16),(8,15),-0.0576831 # DEPENDENCYPART_HEADBIGRAM
(10,16),(9,15),-0.0574895 # DEPENDENCYPART_HEADBIGRAM
(10,16),(10,15),0.0894297 # DEPENDENCYPART_HEADBIGRAM
(10,16),(11,15),0.0915204 # DEPENDENCYPART_HEADBIGRAM
(10,16),(14,15),0.0905558 # DEPENDENCYPART_HEADBIGRAM
(10,16),(16,15),0.0689744 # DEPENDENCYPART_HEADBIGRAM
(10,18),(6,17),-0.0353593 # DEPENDENCYPART_HEADBIGRAM
(10,18),(7,17),-0.0287882 # DEPENDENCYPART_HEADBIGRAM
(10,18),(8,17),-0.0594166 # DEPENDENCYPART_HEADBIGRAM
(10,18),(11,17),0.0783435 # DEPENDENCYPART_HEADBIGRAM
(10,18),(12,17),0.119965 # DEPENDENCYPART_HEADBIGRAM
(10,18),(14,17),0.0849892 # DEPENDENCYPART_HEADBIGRAM
(10,18),(16,17),0.125201 # DEPENDENCYPART_HEADBIGRAM
(10,18),(18,17),0.0807733 # DEPENDENCYPART_HEADBIGRAM
(10,18),(21,17),0.107762 # DEPENDENCYPART_HEADBIGRAM
(10,18),(27,17),0.108607 # DEPENDENCYPART_HEADBIGRAM
(10,23),(21,22),0.0888554 # DEPENDENCYPART_HEADBIGRAM
(10,23),(23,22),0.100564 # DEPENDENCYPART_HEADBIGRAM
(10,23),(27,22),0.0774218 # DEPENDENCYPART_HEADBIGRAM
(10,27),(27,26),0.125077 # DEPENDENCYPART_HEADBIGRAM
(11,2),(2,1),-0.109454 # DEPENDENCYPART_HEADBIGRAM
(11,2),(3,1),-0.106885 # DEPENDENCYPART_HEADBIGRAM
(11,2),(6,1),-0.0726384 # DEPENDENCYPART_HEADBIGRAM
(11,2),(10,1),-0.102322 # DEPENDENCYPART_HEADBIGRAM
(11,2),(11,1),0.0270264 # DEPENDENCYPART_HEADBIGRAM
(11,2),(16,1),0.141769 # DEPENDENCYPART_HEADBIGRAM
(11,2),(21,1),0.141769 # DEPENDENCYPART_HEADBIGRAM
(11,2),(27,1),0.14761 # DEPENDENCYPART_HEADBIGRAM
(11,3),(0,2),-0.0988416 # DEPENDENCYPART_HEADBIGRAM
(11,3),(3,2),-0.124019 # DEPENDENCYPART_HEADBIGRAM
(11,3),(4,2),-0.110646 # DEPENDENCYPART_HEADBIGRAM
(11,3),(6,2),-0.086965 # DEPENDENCYPART_HEADBIGRAM
(11,3),(11,2),0.0569895 # DEPENDENCYPART_HEADBIGRAM
(11,3),(16,2),0.105082 # DEPENDENCYPART_HEADBIGRAM
(11,3),(21,2),0.105082 # DEPENDENCYPART_HEADBIGRAM
(11,3),(27,2),0.105254 # DEPENDENCYPART_HEADBIGRAM
(11,4),(0,3),-0.100923 # DEPENDENCYPART_HEADBIGRAM
(11,4),(2,3),-0.0997571 # DEPENDENCYPART_HEADBIGRAM
(11,4),(4,3),-0.107506 # DEPENDENCYPART_HEADBIGRAM
(11,4),(6,3),-0.102227 # DEPENDENCYPART_HEADBIGRAM
(11,4),(11,3),0.0712842 # DEPENDENCYPART_HEADBIGRAM
(11,4),(16,3),0.0911752 # DEPENDENCYPART_HEADBIGRAM
(11,4),(21,3),0.0911752 # DEPENDENCYPART_HEADBIGRAM
(11,4),(27,3),0.0907958 # DEPENDENCYPART_HEADBIGRAM
(11,5),(2,4),-0.106828 # DEPENDENCYPART_HEADBIGRAM
(11,5),(3,4),-0.106072 # DEPENDENCYPART_HEADBIGRAM
(11,5),(6,4),-0.149464 # DEPENDENCYPART_HEADBIGRAM
(11,5),(7,4),-0.150328 # DEPENDENCYPART_HEADBIGRAM
(11,5),(8,4),-0.111233 # DEPENDENCYPART_HEADBIGRAM
(11,5),(10,4),-0.108703 # DEPENDENCYPART_HEADBIGRAM
(11,5),(11,4),0.0806788 # DEPENDENCYPART_HEADBIGRAM
(11,5),(16,4),0.0396518 # DEPENDENCYPART_HEADBIGRAM
(11,5),(21,4),0.0396518 # DEPENDENCYPART_HEADBIGRAM
(11,5),(27,4),0.0437854 # DEPENDENCYPART_HEADBIGRAM
(11,6),(3,5),-0.104813 # DEPENDENCYPART_HEADBIGRAM
(11,6),(4,5),-0.106338 # DEPENDENCYPART_HEADBIGRAM
(11,6),(6,5),-0.0289246 # DEPENDENCYPART_HEADBIGRAM
(11,6),(7,5),-0.132761 # DEPENDENCYPART_HEADBIGRAM
(11,6),(10,5),-0.118984 # DEPENDENCYPART_HEADBIGRAM
(11,6),(11,5),0.316401 # DEPENDENCYPART_HEADBIGRAM
(11,6),(16,5),0.0634049 # DEPENDENCYPART_HEADBIGRAM
(11,7),(0,6),-0.182947 # DEPENDENCYPART_HEADBIGRAM
