# _root_ Akkor a két állam között automatikusan adódna katonai szövetség , a vasútvonal használatát egymástól nem lehetne megtagadni , ( ... )
#goldHeads=7,4,4,5,7,7,0,9,7,7,12,13,17,17,16,7,16,7,7,7,7,
#predictedHeads=7,4,4,5,7,7,0,9,7,7,12,13,17,17,16,7,16,16,16,7,7,
(14,13),(13,4),-0.558187 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.260967 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.268412 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),0.0962377 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.241958 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.489999 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.312878 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.289516 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.384343 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.750033 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.397006 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.597882 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.653956 # DEPENDENCYPART_GRANDPAR
(14,13),(13,20),-0.509554 # DEPENDENCYPART_GRANDPAR
(14,13),(13,21),-0.682382 # DEPENDENCYPART_GRANDPAR
(15,9),(9,1),-0.0921197 # DEPENDENCYPART_GRANDPAR
(15,9),(9,2),-0.0323544 # DEPENDENCYPART_GRANDPAR
(15,9),(9,3),-0.0299261 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),-0.212506 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.359264 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.312091 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.201383 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.257966 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),0.0502676 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),0.051276 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),-0.0247419 # DEPENDENCYPART_GRANDPAR
(15,9),(9,16),-0.398542 # DEPENDENCYPART_GRANDPAR
(15,9),(9,17),-0.497313 # DEPENDENCYPART_GRANDPAR
(15,9),(9,18),-0.48584 # DEPENDENCYPART_GRANDPAR
(15,9),(9,19),-0.543923 # DEPENDENCYPART_GRANDPAR
(15,9),(9,20),-0.57959 # DEPENDENCYPART_GRANDPAR
(15,9),(9,21),-0.613794 # DEPENDENCYPART_GRANDPAR
(15,12),(12,2),-0.0221446 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.196543 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.25376 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.157402 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.0255937 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),-0.0221455 # DEPENDENCYPART_GRANDPAR
(15,13),(13,3),-0.0272759 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.203795 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.354582 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.307956 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.196543 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.253683 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.131055 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.157402 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.0255946 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.132442 # DEPENDENCYPART_GRANDPAR
(15,13),(13,16),-0.398542 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.497313 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.48584 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.543923 # DEPENDENCYPART_GRANDPAR
(15,13),(13,20),-0.57959 # DEPENDENCYPART_GRANDPAR
(15,13),(13,21),-0.613794 # DEPENDENCYPART_GRANDPAR
(15,17),(17,1),-0.316211 # DEPENDENCYPART_GRANDPAR
(15,17),(17,2),-0.348254 # DEPENDENCYPART_GRANDPAR
(15,17),(17,3),-0.377161 # DEPENDENCYPART_GRANDPAR
(15,17),(17,4),-0.586966 # DEPENDENCYPART_GRANDPAR
(15,17),(17,5),-0.592291 # DEPENDENCYPART_GRANDPAR
(15,17),(17,6),-0.635796 # DEPENDENCYPART_GRANDPAR
(15,17),(17,7),-0.577131 # DEPENDENCYPART_GRANDPAR
(15,17),(17,8),-0.583891 # DEPENDENCYPART_GRANDPAR
(15,17),(17,9),-0.509349 # DEPENDENCYPART_GRANDPAR
(15,17),(17,10),-0.470102 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-0.351703 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.511342 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.586003 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.420346 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.403777 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),-0.0370008 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.157196 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.208125 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.243191 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.251253 # DEPENDENCYPART_GRANDPAR
(16,1),(1,4),-0.240634 # DEPENDENCYPART_GRANDPAR
(16,1),(1,5),-0.0607024 # DEPENDENCYPART_GRANDPAR
(16,1),(1,7),-0.523235 # DEPENDENCYPART_GRANDPAR
(16,1),(1,9),-0.266131 # DEPENDENCYPART_GRANDPAR
(16,1),(1,10),-0.0990514 # DEPENDENCYPART_GRANDPAR
(16,1),(1,12),-0.184181 # DEPENDENCYPART_GRANDPAR
(16,1),(1,13),0.122972 # DEPENDENCYPART_GRANDPAR
(16,1),(1,16),-1.04587 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,1),(1,21),-0.620168 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),-0.0337857 # DEPENDENCYPART_GRANDPAR
(16,3),(3,17),-0.509971 # DEPENDENCYPART_GRANDPAR
(16,3),(3,18),-0.582685 # DEPENDENCYPART_GRANDPAR
(16,3),(3,19),-0.392222 # DEPENDENCYPART_GRANDPAR
(16,3),(3,20),-0.519119 # DEPENDENCYPART_GRANDPAR
(16,3),(3,21),-0.689538 # DEPENDENCYPART_GRANDPAR
(16,4),(4,1),-0.0759783 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),-0.141887 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),-0.240591 # DEPENDENCYPART_GRANDPAR
(16,4),(4,5),-0.0259803 # DEPENDENCYPART_GRANDPAR
(16,4),(4,6),-0.113476 # DEPENDENCYPART_GRANDPAR
(16,4),(4,16),-1.21096 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,4),(4,17),-0.628466 # DEPENDENCYPART_GRANDPAR
(16,4),(4,18),-0.701775 # DEPENDENCYPART_GRANDPAR
(16,4),(4,19),-0.506505 # DEPENDENCYPART_GRANDPAR
(16,4),(4,20),-0.633459 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),-0.13261 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),-0.148881 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),-0.117851 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),-0.186098 # DEPENDENCYPART_GRANDPAR
(16,5),(5,7),-0.455154 # DEPENDENCYPART_GRANDPAR
(16,5),(5,8),-0.377481 # DEPENDENCYPART_GRANDPAR
(16,5),(5,9),-0.0815095 # DEPENDENCYPART_GRANDPAR
(16,5),(5,10),0.0273068 # DEPENDENCYPART_GRANDPAR
(16,5),(5,12),-0.000988642 # DEPENDENCYPART_GRANDPAR
(16,5),(5,13),0.306164 # DEPENDENCYPART_GRANDPAR
(16,5),(5,16),-1.08698 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,5),(5,17),-0.504496 # DEPENDENCYPART_GRANDPAR
(16,5),(5,18),-0.585058 # DEPENDENCYPART_GRANDPAR
(16,5),(5,19),-0.394592 # DEPENDENCYPART_GRANDPAR
(16,5),(5,20),-0.522148 # DEPENDENCYPART_GRANDPAR
(16,5),(5,21),-0.693207 # DEPENDENCYPART_GRANDPAR
(16,6),(6,1),-0.129274 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),0.0172033 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),-0.381061 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),-0.26869 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),-0.0828487 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),-0.531455 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),-0.437298 # DEPENDENCYPART_GRANDPAR
(16,6),(6,9),-0.259888 # DEPENDENCYPART_GRANDPAR
(16,6),(6,10),-0.0704776 # DEPENDENCYPART_GRANDPAR
(16,6),(6,12),-0.179682 # DEPENDENCYPART_GRANDPAR
(16,6),(6,13),0.127467 # DEPENDENCYPART_GRANDPAR
(16,6),(6,15),-0.112082 # DEPENDENCYPART_GRANDPAR
(16,6),(6,16),-1.11066 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,6),(6,17),-0.528176 # DEPENDENCYPART_GRANDPAR
(16,6),(6,18),-0.5979 # DEPENDENCYPART_GRANDPAR
(16,6),(6,19),-0.407005 # DEPENDENCYPART_GRANDPAR
(16,6),(6,20),-0.533604 # DEPENDENCYPART_GRANDPAR
(16,6),(6,21),-0.703598 # DEPENDENCYPART_GRANDPAR
(16,7),(7,1),-0.0515046 # DEPENDENCYPART_GRANDPAR
(16,7),(7,2),-0.142718 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),-0.285097 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),-0.150779 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),0.0568956 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.229743 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-0.41165 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),-0.198581 # DEPENDENCYPART_GRANDPAR
(16,7),(7,10),-0.104385 # DEPENDENCYPART_GRANDPAR
(16,7),(7,11),-0.133303 # DEPENDENCYPART_GRANDPAR
(16,7),(7,12),-0.121487 # DEPENDENCYPART_GRANDPAR
(16,7),(7,13),0.185666 # DEPENDENCYPART_GRANDPAR
(16,7),(7,15),-0.122482 # DEPENDENCYPART_GRANDPAR
(16,7),(7,16),-0.962086 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,7),(7,17),-0.37955 # DEPENDENCYPART_GRANDPAR
(16,7),(7,18),-0.431824 # DEPENDENCYPART_GRANDPAR
(16,7),(7,19),-0.264376 # DEPENDENCYPART_GRANDPAR
(16,7),(7,20),-0.387675 # DEPENDENCYPART_GRANDPAR
(16,7),(7,21),-0.494798 # DEPENDENCYPART_GRANDPAR
(16,8),(8,1),-0.127629 # DEPENDENCYPART_GRANDPAR
(16,8),(8,2),0.0198318 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),-0.378435 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),-0.271126 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),-0.0810814 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.228887 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.58747 # DEPENDENCYPART_GRANDPAR
(16,8),(8,13),0.12947 # DEPENDENCYPART_GRANDPAR
(16,8),(8,16),-1.11066 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,1),-0.0708131 # DEPENDENCYPART_GRANDPAR
(16,9),(9,2),-0.150488 # DEPENDENCYPART_GRANDPAR
(16,9),(9,3),-0.237692 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),-0.106548 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),-0.0595126 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-0.14969 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.487176 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.336589 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),0.0362209 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),-0.0494333 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),0.25772 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-1.21097 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,17),-0.628478 # DEPENDENCYPART_GRANDPAR
(16,9),(9,18),-0.701786 # DEPENDENCYPART_GRANDPAR
(16,9),(9,19),-0.506517 # DEPENDENCYPART_GRANDPAR
(16,9),(9,20),-0.633471 # DEPENDENCYPART_GRANDPAR
(16,9),(9,21),-0.795376 # DEPENDENCYPART_GRANDPAR
(16,12),(12,2),-0.146908 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.484218 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.33601 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.0402182 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.00360392 # DEPENDENCYPART_GRANDPAR
(16,13),(13,2),-0.144146 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),-0.234295 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-0.0943809 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.0540859 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.145062 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.481455 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.331813 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.133586 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.0374549 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.000841514 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.0553921 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.21096 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.628465 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),-0.701774 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.506504 # DEPENDENCYPART_GRANDPAR
(16,13),(13,20),-0.633459 # DEPENDENCYPART_GRANDPAR
(16,13),(13,21),-0.795363 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.123958 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.0398119 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),0.265916 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.345669 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.153225 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.25904 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),0.0466883 # DEPENDENCYPART_GRANDPAR
(16,15),(15,17),-0.464736 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.523928 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.330739 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.458106 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-0.621081 # DEPENDENCYPART_GRANDPAR
(16,17),(17,1),0.0634773 # DEPENDENCYPART_GRANDPAR
(16,17),(17,2),-0.39478 # DEPENDENCYPART_GRANDPAR
(16,17),(17,3),-0.378775 # DEPENDENCYPART_GRANDPAR
(16,17),(17,4),-0.224183 # DEPENDENCYPART_GRANDPAR
(16,17),(17,5),0.000911592 # DEPENDENCYPART_GRANDPAR
(16,17),(17,6),-0.313392 # DEPENDENCYPART_GRANDPAR
(16,17),(17,7),-0.725933 # DEPENDENCYPART_GRANDPAR
(16,17),(17,8),-0.507475 # DEPENDENCYPART_GRANDPAR
(16,17),(17,9),-0.257805 # DEPENDENCYPART_GRANDPAR
(16,17),(17,10),-0.193917 # DEPENDENCYPART_GRANDPAR
(16,17),(17,11),-0.251476 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-0.171314 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),0.139908 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),0.462339 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.264504 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.75338 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.344377 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.0642792 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.218725 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),-0.366861 # DEPENDENCYPART_GRANDPAR
(17,1),(1,4),0.0141145 # DEPENDENCYPART_GRANDPAR
(17,1),(1,5),-0.316388 # DEPENDENCYPART_GRANDPAR
(17,1),(1,7),-0.307592 # DEPENDENCYPART_GRANDPAR
(17,1),(1,9),-0.27904 # DEPENDENCYPART_GRANDPAR
(17,1),(1,10),-0.23149 # DEPENDENCYPART_GRANDPAR
(17,1),(1,12),-0.239377 # DEPENDENCYPART_GRANDPAR
(17,1),(1,13),-0.282094 # DEPENDENCYPART_GRANDPAR
(17,1),(1,16),-0.215474 # DEPENDENCYPART_GRANDPAR
(17,1),(1,21),-0.519372 # DEPENDENCYPART_GRANDPAR
(17,2),(2,6),-0.0620479 # DEPENDENCYPART_GRANDPAR
(17,2),(2,8),-0.0366686 # DEPENDENCYPART_GRANDPAR
(17,3),(3,2),0.032564 # DEPENDENCYPART_GRANDPAR
(17,3),(3,17),-0.844049 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,3),(3,18),-0.542544 # DEPENDENCYPART_GRANDPAR
(17,3),(3,19),-0.511971 # DEPENDENCYPART_GRANDPAR
(17,3),(3,20),-0.441404 # DEPENDENCYPART_GRANDPAR
(17,3),(3,21),-0.588746 # DEPENDENCYPART_GRANDPAR
(17,4),(4,1),-0.382742 # DEPENDENCYPART_GRANDPAR
(17,4),(4,2),-0.0610239 # DEPENDENCYPART_GRANDPAR
(17,4),(4,3),-0.088351 # DEPENDENCYPART_GRANDPAR
(17,4),(4,5),-0.280415 # DEPENDENCYPART_GRANDPAR
(17,4),(4,6),-0.17002 # DEPENDENCYPART_GRANDPAR
(17,4),(4,16),-0.167787 # DEPENDENCYPART_GRANDPAR
(17,4),(4,17),-0.962539 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,4),(4,18),-0.661631 # DEPENDENCYPART_GRANDPAR
(17,4),(4,19),-0.626251 # DEPENDENCYPART_GRANDPAR
(17,4),(4,20),-0.555741 # DEPENDENCYPART_GRANDPAR
(17,5),(5,2),-0.0668901 # DEPENDENCYPART_GRANDPAR
(17,5),(5,3),-0.0105269 # DEPENDENCYPART_GRANDPAR
(17,5),(5,4),0.140091 # DEPENDENCYPART_GRANDPAR
(17,5),(5,6),-0.241468 # DEPENDENCYPART_GRANDPAR
(17,5),(5,7),-0.237048 # DEPENDENCYPART_GRANDPAR
(17,5),(5,8),-0.216089 # DEPENDENCYPART_GRANDPAR
(17,5),(5,9),-0.0880124 # DEPENDENCYPART_GRANDPAR
(17,5),(5,10),-0.103388 # DEPENDENCYPART_GRANDPAR
(17,5),(5,12),-0.0497778 # DEPENDENCYPART_GRANDPAR
(17,5),(5,13),-0.0924952 # DEPENDENCYPART_GRANDPAR
(17,5),(5,16),-0.144536 # DEPENDENCYPART_GRANDPAR
(17,5),(5,17),-0.838574 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,5),(5,18),-0.544917 # DEPENDENCYPART_GRANDPAR
(17,5),(5,19),-0.514341 # DEPENDENCYPART_GRANDPAR
(17,5),(5,20),-0.444433 # DEPENDENCYPART_GRANDPAR
(17,5),(5,21),-0.592415 # DEPENDENCYPART_GRANDPAR
(17,6),(6,1),-0.449875 # DEPENDENCYPART_GRANDPAR
(17,6),(6,2),0.0843474 # DEPENDENCYPART_GRANDPAR
(17,6),(6,3),-0.241283 # DEPENDENCYPART_GRANDPAR
(17,6),(6,4),-0.00763667 # DEPENDENCYPART_GRANDPAR
(17,6),(6,5),-0.348456 # DEPENDENCYPART_GRANDPAR
(17,6),(6,7),-0.316061 # DEPENDENCYPART_GRANDPAR
(17,6),(6,8),-0.278617 # DEPENDENCYPART_GRANDPAR
(17,6),(6,9),-0.271702 # DEPENDENCYPART_GRANDPAR
(17,6),(6,10),-0.203884 # DEPENDENCYPART_GRANDPAR
(17,6),(6,12),-0.233782 # DEPENDENCYPART_GRANDPAR
(17,6),(6,13),-0.276503 # DEPENDENCYPART_GRANDPAR
(17,6),(6,15),-0.136286 # DEPENDENCYPART_GRANDPAR
(17,6),(6,16),-0.223691 # DEPENDENCYPART_GRANDPAR
(17,6),(6,17),-0.862252 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,6),(6,18),-0.557758 # DEPENDENCYPART_GRANDPAR
(17,6),(6,19),-0.526752 # DEPENDENCYPART_GRANDPAR
(17,6),(6,20),-0.455886 # DEPENDENCYPART_GRANDPAR
(17,6),(6,21),-0.602803 # DEPENDENCYPART_GRANDPAR
(17,7),(7,1),-0.379861 # DEPENDENCYPART_GRANDPAR
(17,7),(7,2),-0.0791579 # DEPENDENCYPART_GRANDPAR
(17,7),(7,3),-0.149668 # DEPENDENCYPART_GRANDPAR
(17,7),(7,4),0.104885 # DEPENDENCYPART_GRANDPAR
(17,7),(7,5),-0.221969 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),-0.284454 # DEPENDENCYPART_GRANDPAR
(17,7),(7,8),-0.265149 # DEPENDENCYPART_GRANDPAR
(17,7),(7,9),-0.227724 # DEPENDENCYPART_GRANDPAR
(17,7),(7,10),-0.246646 # DEPENDENCYPART_GRANDPAR
(17,7),(7,11),-0.365027 # DEPENDENCYPART_GRANDPAR
(17,7),(7,12),-0.192916 # DEPENDENCYPART_GRANDPAR
(17,7),(7,13),-0.235634 # DEPENDENCYPART_GRANDPAR
(17,7),(7,15),-0.160343 # DEPENDENCYPART_GRANDPAR
(17,7),(7,16),-0.220625 # DEPENDENCYPART_GRANDPAR
(17,7),(7,17),-0.736906 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,7),(7,18),-0.42049 # DEPENDENCYPART_GRANDPAR
(17,7),(7,19),-0.410184 # DEPENDENCYPART_GRANDPAR
(17,7),(7,20),-0.336018 # DEPENDENCYPART_GRANDPAR
(17,7),(7,21),-0.417315 # DEPENDENCYPART_GRANDPAR
(17,8),(8,1),-0.44823 # DEPENDENCYPART_GRANDPAR
(17,8),(8,2),0.0869759 # DEPENDENCYPART_GRANDPAR
(17,8),(8,3),-0.238657 # DEPENDENCYPART_GRANDPAR
(17,8),(8,4),-0.0100726 # DEPENDENCYPART_GRANDPAR
(17,8),(8,5),-0.346689 # DEPENDENCYPART_GRANDPAR
(17,8),(8,6),-0.280227 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),-0.370436 # DEPENDENCYPART_GRANDPAR
(17,8),(8,13),-0.274499 # DEPENDENCYPART_GRANDPAR
(17,8),(8,16),-0.22244 # DEPENDENCYPART_GRANDPAR
(17,9),(9,1),-0.377577 # DEPENDENCYPART_GRANDPAR
(17,9),(9,2),-0.0696251 # DEPENDENCYPART_GRANDPAR
(17,9),(9,3),-0.085452 # DEPENDENCYPART_GRANDPAR
(17,9),(9,4),0.165178 # DEPENDENCYPART_GRANDPAR
(17,9),(9,5),-0.312986 # DEPENDENCYPART_GRANDPAR
(17,9),(9,6),-0.183944 # DEPENDENCYPART_GRANDPAR
(17,9),(9,7),-0.257667 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),-0.154081 # DEPENDENCYPART_GRANDPAR
(17,9),(9,10),-0.0986473 # DEPENDENCYPART_GRANDPAR
(17,9),(9,12),-0.102769 # DEPENDENCYPART_GRANDPAR
(17,9),(9,13),-0.145486 # DEPENDENCYPART_GRANDPAR
(17,9),(9,16),-0.160543 # DEPENDENCYPART_GRANDPAR
(17,9),(9,17),-0.96255 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,9),(9,18),-0.661643 # DEPENDENCYPART_GRANDPAR
(17,9),(9,19),-0.626263 # DEPENDENCYPART_GRANDPAR
(17,9),(9,20),-0.555753 # DEPENDENCYPART_GRANDPAR
(17,9),(9,21),-0.694581 # DEPENDENCYPART_GRANDPAR
(17,12),(12,2),-0.0660449 # DEPENDENCYPART_GRANDPAR
(17,12),(12,7),-0.254708 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),-0.153501 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.150092 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.210193 # DEPENDENCYPART_GRANDPAR
(17,13),(13,2),-0.0632825 # DEPENDENCYPART_GRANDPAR
(17,13),(13,3),-0.0820554 # DEPENDENCYPART_GRANDPAR
(17,13),(13,4),0.177345 # DEPENDENCYPART_GRANDPAR
(17,13),(13,5),-0.307559 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),-0.179316 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),-0.251945 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.149304 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.129519 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.147329 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.207431 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.0936107 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),-0.16307 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-0.962538 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,18),-0.66163 # DEPENDENCYPART_GRANDPAR
(17,13),(13,19),-0.62625 # DEPENDENCYPART_GRANDPAR
(17,13),(13,20),-0.55574 # DEPENDENCYPART_GRANDPAR
(17,13),(13,21),-0.694568 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.131716 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.0898561 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.133999 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-0.355729 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.279389 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.311387 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.355529 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-0.798808 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.483783 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-0.450483 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-0.380386 # DEPENDENCYPART_GRANDPAR
(17,15),(15,21),-0.520285 # DEPENDENCYPART_GRANDPAR
(17,16),(16,1),-0.390655 # DEPENDENCYPART_GRANDPAR
(17,16),(16,3),-0.156585 # DEPENDENCYPART_GRANDPAR
(17,16),(16,4),0.0827316 # DEPENDENCYPART_GRANDPAR
(17,16),(16,5),-0.233414 # DEPENDENCYPART_GRANDPAR
(17,16),(16,6),-0.290656 # DEPENDENCYPART_GRANDPAR
