# _root_ Ha ezt a hitelező nem adja meg , és a bank beváltja a hitelekhez járó állami garanciát , az az érintett gazdáknak az állami agrártámogatásokból való kizárását jelenti .
#goldHeads=28,6,4,6,6,28,6,28,28,11,12,28,14,15,17,17,12,28,28,22,22,28,25,25,26,27,28,0,28,
#predictedHeads=28,6,4,6,6,9,6,9,0,11,12,9,14,15,17,17,12,12,28,22,22,28,25,25,26,27,28,12,9,
(22,27),(27,25),-0.105731 # DEPENDENCYPART_GRANDPAR
(22,27),(27,26),0.243513 # DEPENDENCYPART_GRANDPAR
(23,24),(24,20),-0.465868 # DEPENDENCYPART_GRANDPAR
(23,24),(24,22),-0.524995 # DEPENDENCYPART_GRANDPAR
(23,24),(24,23),-0.565535 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,20),(20,21),-0.287444 # DEPENDENCYPART_GRANDPAR
(24,22),(22,10),-0.568303 # DEPENDENCYPART_GRANDPAR
(24,22),(22,13),-0.417442 # DEPENDENCYPART_GRANDPAR
(24,22),(22,14),-0.503356 # DEPENDENCYPART_GRANDPAR
(24,22),(22,15),-0.592073 # DEPENDENCYPART_GRANDPAR
(24,22),(22,16),-0.430365 # DEPENDENCYPART_GRANDPAR
(24,22),(22,17),-0.737581 # DEPENDENCYPART_GRANDPAR
(24,22),(22,18),-0.421499 # DEPENDENCYPART_GRANDPAR
(24,22),(22,19),-0.470435 # DEPENDENCYPART_GRANDPAR
(24,22),(22,20),-0.379156 # DEPENDENCYPART_GRANDPAR
(24,22),(22,21),-0.330654 # DEPENDENCYPART_GRANDPAR
(24,22),(22,23),-0.391449 # DEPENDENCYPART_GRANDPAR
(24,22),(22,24),-0.959005 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,22),(22,25),-0.37214 # DEPENDENCYPART_GRANDPAR
(24,22),(22,27),-0.686418 # DEPENDENCYPART_GRANDPAR
(24,23),(23,24),-0.918803 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,16),(16,10),-1.00128 # DEPENDENCYPART_GRANDPAR
(25,16),(16,11),-0.773419 # DEPENDENCYPART_GRANDPAR
(25,16),(16,13),-0.67289 # DEPENDENCYPART_GRANDPAR
(25,16),(16,14),-0.458328 # DEPENDENCYPART_GRANDPAR
(25,16),(16,15),-0.760039 # DEPENDENCYPART_GRANDPAR
(25,19),(19,1),-1.15714 # DEPENDENCYPART_GRANDPAR
(25,19),(19,6),-0.619062 # DEPENDENCYPART_GRANDPAR
(25,19),(19,8),-0.847328 # DEPENDENCYPART_GRANDPAR
(25,19),(19,9),-0.846241 # DEPENDENCYPART_GRANDPAR
(25,19),(19,11),-0.877286 # DEPENDENCYPART_GRANDPAR
(25,19),(19,12),-0.540495 # DEPENDENCYPART_GRANDPAR
(25,19),(19,15),-0.857398 # DEPENDENCYPART_GRANDPAR
(25,19),(19,16),-0.747331 # DEPENDENCYPART_GRANDPAR
(25,19),(19,17),-0.819878 # DEPENDENCYPART_GRANDPAR
(25,19),(19,18),-0.638429 # DEPENDENCYPART_GRANDPAR
(25,19),(19,21),-0.356797 # DEPENDENCYPART_GRANDPAR
(25,19),(19,22),-0.890847 # DEPENDENCYPART_GRANDPAR
(25,19),(19,24),-0.0548309 # DEPENDENCYPART_GRANDPAR
(25,19),(19,25),-0.862195 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,19),(19,26),-0.0786354 # DEPENDENCYPART_GRANDPAR
(25,19),(19,27),-0.660553 # DEPENDENCYPART_GRANDPAR
(25,19),(19,28),0.0742827 # DEPENDENCYPART_GRANDPAR
(25,19),(19,29),-0.461248 # DEPENDENCYPART_GRANDPAR
(25,20),(20,21),-0.319849 # DEPENDENCYPART_GRANDPAR
(25,21),(21,17),-0.645603 # DEPENDENCYPART_GRANDPAR
(25,21),(21,19),-0.858397 # DEPENDENCYPART_GRANDPAR
(25,21),(21,20),-0.586621 # DEPENDENCYPART_GRANDPAR
(25,22),(22,10),-0.943327 # DEPENDENCYPART_GRANDPAR
(25,22),(22,13),-0.614937 # DEPENDENCYPART_GRANDPAR
(25,22),(22,14),-0.527354 # DEPENDENCYPART_GRANDPAR
(25,22),(22,15),-0.761901 # DEPENDENCYPART_GRANDPAR
(25,22),(22,16),-0.647183 # DEPENDENCYPART_GRANDPAR
(25,22),(22,17),-0.781038 # DEPENDENCYPART_GRANDPAR
(25,22),(22,18),-0.55288 # DEPENDENCYPART_GRANDPAR
(25,22),(22,19),-0.904645 # DEPENDENCYPART_GRANDPAR
(25,22),(22,20),-0.545626 # DEPENDENCYPART_GRANDPAR
(25,22),(22,21),-0.334285 # DEPENDENCYPART_GRANDPAR
(25,22),(22,23),-0.312875 # DEPENDENCYPART_GRANDPAR
(25,22),(22,24),0.0628073 # DEPENDENCYPART_GRANDPAR
(25,22),(22,25),-1.31572 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,22),(22,27),-1.11408 # DEPENDENCYPART_GRANDPAR
(25,23),(23,24),-0.0178866 # DEPENDENCYPART_GRANDPAR
(25,24),(24,20),-0.623559 # DEPENDENCYPART_GRANDPAR
(25,24),(24,22),-0.781307 # DEPENDENCYPART_GRANDPAR
(25,24),(24,23),-0.297989 # DEPENDENCYPART_GRANDPAR
(25,27),(27,9),-1.07895 # DEPENDENCYPART_GRANDPAR
(25,27),(27,13),-1.19957 # DEPENDENCYPART_GRANDPAR
(25,27),(27,14),-1.00434 # DEPENDENCYPART_GRANDPAR
(25,27),(27,15),-1.22761 # DEPENDENCYPART_GRANDPAR
(25,27),(27,16),-1.11838 # DEPENDENCYPART_GRANDPAR
(25,27),(27,17),-1.25802 # DEPENDENCYPART_GRANDPAR
(25,27),(27,19),-1.37223 # DEPENDENCYPART_GRANDPAR
(25,27),(27,20),-1.10528 # DEPENDENCYPART_GRANDPAR
(25,27),(27,21),-0.80003 # DEPENDENCYPART_GRANDPAR
(25,27),(27,22),-1.32732 # DEPENDENCYPART_GRANDPAR
(25,27),(27,23),-0.77971 # DEPENDENCYPART_GRANDPAR
(25,27),(27,24),-0.49594 # DEPENDENCYPART_GRANDPAR
(25,27),(27,25),-0.717793 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,27),(27,26),0.0902013 # DEPENDENCYPART_GRANDPAR
(26,14),(14,10),-0.0929933 # DEPENDENCYPART_GRANDPAR
(26,14),(14,13),0.190824 # DEPENDENCYPART_GRANDPAR
(26,14),(14,28),-0.365427 # DEPENDENCYPART_GRANDPAR
(26,17),(17,2),-0.144212 # DEPENDENCYPART_GRANDPAR
(26,17),(17,3),-0.396187 # DEPENDENCYPART_GRANDPAR
(26,17),(17,6),-0.241217 # DEPENDENCYPART_GRANDPAR
(26,17),(17,8),-0.35478 # DEPENDENCYPART_GRANDPAR
(26,17),(17,9),-0.0436738 # DEPENDENCYPART_GRANDPAR
(26,17),(17,10),-0.0937015 # DEPENDENCYPART_GRANDPAR
(26,17),(17,11),-0.293843 # DEPENDENCYPART_GRANDPAR
(26,17),(17,12),-0.19432 # DEPENDENCYPART_GRANDPAR
(26,17),(17,13),0.190116 # DEPENDENCYPART_GRANDPAR
(26,17),(17,14),-0.0466093 # DEPENDENCYPART_GRANDPAR
(26,17),(17,15),-0.218331 # DEPENDENCYPART_GRANDPAR
(26,17),(17,16),0.00180669 # DEPENDENCYPART_GRANDPAR
(26,17),(17,18),-0.223946 # DEPENDENCYPART_GRANDPAR
(26,17),(17,22),-0.0806895 # DEPENDENCYPART_GRANDPAR
(26,17),(17,25),-0.0585731 # DEPENDENCYPART_GRANDPAR
(26,17),(17,27),-0.468873 # DEPENDENCYPART_GRANDPAR
(26,17),(17,28),-0.365427 # DEPENDENCYPART_GRANDPAR
(26,17),(17,29),-0.634421 # DEPENDENCYPART_GRANDPAR
(26,19),(19,1),-0.298071 # DEPENDENCYPART_GRANDPAR
(26,19),(19,6),-0.338879 # DEPENDENCYPART_GRANDPAR
(26,19),(19,8),-0.430377 # DEPENDENCYPART_GRANDPAR
(26,19),(19,9),-0.1929 # DEPENDENCYPART_GRANDPAR
(26,19),(19,11),-0.391059 # DEPENDENCYPART_GRANDPAR
(26,19),(19,12),-0.285952 # DEPENDENCYPART_GRANDPAR
(26,19),(19,15),-0.341431 # DEPENDENCYPART_GRANDPAR
(26,19),(19,16),-0.139988 # DEPENDENCYPART_GRANDPAR
(26,19),(19,17),-0.48386 # DEPENDENCYPART_GRANDPAR
(26,19),(19,18),-0.235269 # DEPENDENCYPART_GRANDPAR
(26,19),(19,21),0.0164551 # DEPENDENCYPART_GRANDPAR
(26,19),(19,22),-0.126562 # DEPENDENCYPART_GRANDPAR
(26,19),(19,24),0.131728 # DEPENDENCYPART_GRANDPAR
(26,19),(19,25),-0.104445 # DEPENDENCYPART_GRANDPAR
(26,19),(19,26),-0.723655 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,19),(19,27),-0.298469 # DEPENDENCYPART_GRANDPAR
(26,19),(19,28),-0.135627 # DEPENDENCYPART_GRANDPAR
(26,19),(19,29),-0.598157 # DEPENDENCYPART_GRANDPAR
(26,20),(20,21),0.105382 # DEPENDENCYPART_GRANDPAR
(26,21),(21,17),-0.598279 # DEPENDENCYPART_GRANDPAR
(26,21),(21,19),-0.142196 # DEPENDENCYPART_GRANDPAR
(26,21),(21,20),0.122964 # DEPENDENCYPART_GRANDPAR
(26,22),(22,10),-0.0929933 # DEPENDENCYPART_GRANDPAR
(26,22),(22,13),0.190824 # DEPENDENCYPART_GRANDPAR
(26,22),(22,14),-0.0466053 # DEPENDENCYPART_GRANDPAR
(26,22),(22,15),-0.218322 # DEPENDENCYPART_GRANDPAR
(26,22),(22,16),0.00181544 # DEPENDENCYPART_GRANDPAR
(26,22),(22,17),-0.388899 # DEPENDENCYPART_GRANDPAR
(26,22),(22,18),-0.158846 # DEPENDENCYPART_GRANDPAR
(26,22),(22,19),0.0472988 # DEPENDENCYPART_GRANDPAR
(26,22),(22,20),0.282137 # DEPENDENCYPART_GRANDPAR
(26,22),(22,21),0.126004 # DEPENDENCYPART_GRANDPAR
(26,22),(22,23),0.126378 # DEPENDENCYPART_GRANDPAR
(26,22),(22,24),0.156833 # DEPENDENCYPART_GRANDPAR
(26,22),(22,25),-0.0584928 # DEPENDENCYPART_GRANDPAR
(26,22),(22,27),-0.468873 # DEPENDENCYPART_GRANDPAR
(26,23),(23,24),0.220661 # DEPENDENCYPART_GRANDPAR
(26,24),(24,20),0.120545 # DEPENDENCYPART_GRANDPAR
(26,24),(24,22),-0.218763 # DEPENDENCYPART_GRANDPAR
(26,24),(24,23),0.159126 # DEPENDENCYPART_GRANDPAR
(26,25),(25,13),0.190824 # DEPENDENCYPART_GRANDPAR
(26,25),(25,16),0.00181544 # DEPENDENCYPART_GRANDPAR
(26,25),(25,19),0.0472988 # DEPENDENCYPART_GRANDPAR
(26,25),(25,20),0.282137 # DEPENDENCYPART_GRANDPAR
(26,25),(25,21),0.126004 # DEPENDENCYPART_GRANDPAR
(26,25),(25,22),0.00610112 # DEPENDENCYPART_GRANDPAR
(26,25),(25,23),0.320719 # DEPENDENCYPART_GRANDPAR
(26,25),(25,24),0.274879 # DEPENDENCYPART_GRANDPAR
(26,25),(25,27),-0.468873 # DEPENDENCYPART_GRANDPAR
(27,9),(9,1),-0.576346 # DEPENDENCYPART_GRANDPAR
(27,9),(9,2),-0.506216 # DEPENDENCYPART_GRANDPAR
(27,9),(9,4),-0.691591 # DEPENDENCYPART_GRANDPAR
(27,9),(9,5),-0.38134 # DEPENDENCYPART_GRANDPAR
(27,9),(9,6),-0.320083 # DEPENDENCYPART_GRANDPAR
(27,9),(9,8),-0.412192 # DEPENDENCYPART_GRANDPAR
(27,9),(9,10),-0.215803 # DEPENDENCYPART_GRANDPAR
(27,9),(9,11),-0.339234 # DEPENDENCYPART_GRANDPAR
(27,9),(9,12),-0.0688714 # DEPENDENCYPART_GRANDPAR
(27,9),(9,14),-0.28464 # DEPENDENCYPART_GRANDPAR
(27,9),(9,15),0.0346445 # DEPENDENCYPART_GRANDPAR
(27,9),(9,16),0.0456255 # DEPENDENCYPART_GRANDPAR
(27,9),(9,17),-0.500924 # DEPENDENCYPART_GRANDPAR
(27,9),(9,18),0.0901644 # DEPENDENCYPART_GRANDPAR
(27,9),(9,19),-0.395114 # DEPENDENCYPART_GRANDPAR
(27,9),(9,21),0.290102 # DEPENDENCYPART_GRANDPAR
(27,9),(9,24),0.522789 # DEPENDENCYPART_GRANDPAR
(27,9),(9,25),0.490859 # DEPENDENCYPART_GRANDPAR
(27,9),(9,26),0.584866 # DEPENDENCYPART_GRANDPAR
(27,9),(9,27),-1.41005 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,9),(9,28),-1.01167 # DEPENDENCYPART_GRANDPAR
(27,9),(9,29),-0.804738 # DEPENDENCYPART_GRANDPAR
(27,14),(14,10),-0.0864058 # DEPENDENCYPART_GRANDPAR
(27,14),(14,13),0.243 # DEPENDENCYPART_GRANDPAR
(27,14),(14,28),-0.971023 # DEPENDENCYPART_GRANDPAR
(27,15),(15,2),-0.314332 # DEPENDENCYPART_GRANDPAR
(27,15),(15,4),-0.529341 # DEPENDENCYPART_GRANDPAR
(27,15),(15,5),-0.246087 # DEPENDENCYPART_GRANDPAR
(27,15),(15,6),-0.166961 # DEPENDENCYPART_GRANDPAR
(27,15),(15,10),-0.108898 # DEPENDENCYPART_GRANDPAR
(27,15),(15,11),-0.326167 # DEPENDENCYPART_GRANDPAR
(27,15),(15,12),-0.116601 # DEPENDENCYPART_GRANDPAR
(27,15),(15,13),0.220508 # DEPENDENCYPART_GRANDPAR
(27,15),(15,14),-0.264336 # DEPENDENCYPART_GRANDPAR
(27,15),(15,28),-0.956421 # DEPENDENCYPART_GRANDPAR
(27,16),(16,10),-0.144359 # DEPENDENCYPART_GRANDPAR
(27,16),(16,11),-0.39135 # DEPENDENCYPART_GRANDPAR
(27,16),(16,13),0.185047 # DEPENDENCYPART_GRANDPAR
(27,16),(16,14),-0.329519 # DEPENDENCYPART_GRANDPAR
(27,16),(16,15),0.0126833 # DEPENDENCYPART_GRANDPAR
(27,17),(17,2),-0.388684 # DEPENDENCYPART_GRANDPAR
(27,17),(17,3),-0.236286 # DEPENDENCYPART_GRANDPAR
(27,17),(17,6),-0.178475 # DEPENDENCYPART_GRANDPAR
(27,17),(17,8),-0.245264 # DEPENDENCYPART_GRANDPAR
(27,17),(17,9),-0.170857 # DEPENDENCYPART_GRANDPAR
(27,17),(17,10),-0.087114 # DEPENDENCYPART_GRANDPAR
(27,17),(17,11),-0.45024 # DEPENDENCYPART_GRANDPAR
(27,17),(17,12),-0.129581 # DEPENDENCYPART_GRANDPAR
(27,17),(17,13),0.242292 # DEPENDENCYPART_GRANDPAR
(27,17),(17,14),-0.398549 # DEPENDENCYPART_GRANDPAR
(27,17),(17,15),0.0108127 # DEPENDENCYPART_GRANDPAR
(27,17),(17,16),0.0325515 # DEPENDENCYPART_GRANDPAR
(27,17),(17,18),0.00439224 # DEPENDENCYPART_GRANDPAR
(27,17),(17,22),-0.902497 # DEPENDENCYPART_GRANDPAR
(27,17),(17,25),0.497815 # DEPENDENCYPART_GRANDPAR
(27,17),(17,27),-1.47163 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,17),(17,28),-0.971023 # DEPENDENCYPART_GRANDPAR
(27,17),(17,29),-0.830776 # DEPENDENCYPART_GRANDPAR
(27,19),(19,1),-0.642993 # DEPENDENCYPART_GRANDPAR
(27,19),(19,6),-0.26697 # DEPENDENCYPART_GRANDPAR
(27,19),(19,8),-0.329987 # DEPENDENCYPART_GRANDPAR
(27,19),(19,9),-0.304159 # DEPENDENCYPART_GRANDPAR
(27,19),(19,11),-0.495216 # DEPENDENCYPART_GRANDPAR
(27,19),(19,12),-0.212057 # DEPENDENCYPART_GRANDPAR
(27,19),(19,15),-0.0846755 # DEPENDENCYPART_GRANDPAR
(27,19),(19,16),-0.0675877 # DEPENDENCYPART_GRANDPAR
(27,19),(19,17),-0.653559 # DEPENDENCYPART_GRANDPAR
(27,19),(19,18),-0.108161 # DEPENDENCYPART_GRANDPAR
(27,19),(19,21),0.24883 # DEPENDENCYPART_GRANDPAR
(27,19),(19,22),-1.06387 # DEPENDENCYPART_GRANDPAR
(27,19),(19,24),0.479632 # DEPENDENCYPART_GRANDPAR
(27,19),(19,25),0.33644 # DEPENDENCYPART_GRANDPAR
(27,19),(19,26),0.543723 # DEPENDENCYPART_GRANDPAR
(27,19),(19,27),-1.0181 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,19),(19,28),-0.423518 # DEPENDENCYPART_GRANDPAR
(27,19),(19,29),-0.563225 # DEPENDENCYPART_GRANDPAR
(27,20),(20,21),0.285779 # DEPENDENCYPART_GRANDPAR
(27,21),(21,17),-0.479284 # DEPENDENCYPART_GRANDPAR
(27,21),(21,19),-0.335382 # DEPENDENCYPART_GRANDPAR
(27,21),(21,20),0.209147 # DEPENDENCYPART_GRANDPAR
(27,22),(22,10),-0.0864058 # DEPENDENCYPART_GRANDPAR
(27,22),(22,13),0.243 # DEPENDENCYPART_GRANDPAR
(27,22),(22,14),-0.398545 # DEPENDENCYPART_GRANDPAR
(27,22),(22,15),0.0108215 # DEPENDENCYPART_GRANDPAR
(27,22),(22,16),0.0325603 # DEPENDENCYPART_GRANDPAR
(27,22),(22,17),-0.614719 # DEPENDENCYPART_GRANDPAR
(27,22),(22,18),-0.0226128 # DEPENDENCYPART_GRANDPAR
(27,22),(22,19),-0.38163 # DEPENDENCYPART_GRANDPAR
(27,22),(22,20),0.250142 # DEPENDENCYPART_GRANDPAR
(27,22),(22,21),0.271342 # DEPENDENCYPART_GRANDPAR
(27,22),(22,23),0.349548 # DEPENDENCYPART_GRANDPAR
(27,22),(22,24),0.59727 # DEPENDENCYPART_GRANDPAR
(27,22),(22,25),0.497895 # DEPENDENCYPART_GRANDPAR
(27,22),(22,27),-1.47163 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,23),(23,24),0.516576 # DEPENDENCYPART_GRANDPAR
(27,24),(24,20),0.172209 # DEPENDENCYPART_GRANDPAR
(27,24),(24,22),-0.954332 # DEPENDENCYPART_GRANDPAR
(27,24),(24,23),0.364434 # DEPENDENCYPART_GRANDPAR
(27,25),(25,13),0.243 # DEPENDENCYPART_GRANDPAR
(27,25),(25,16),0.0325603 # DEPENDENCYPART_GRANDPAR
(27,25),(25,19),-0.38163 # DEPENDENCYPART_GRANDPAR
(27,25),(25,20),0.250142 # DEPENDENCYPART_GRANDPAR
(27,25),(25,21),0.271342 # DEPENDENCYPART_GRANDPAR
(27,25),(25,22),-1.02336 # DEPENDENCYPART_GRANDPAR
(27,25),(25,23),0.442367 # DEPENDENCYPART_GRANDPAR
(27,25),(25,24),0.509723 # DEPENDENCYPART_GRANDPAR
(27,25),(25,27),-1.47163 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,26),(26,14),-0.180952 # DEPENDENCYPART_GRANDPAR
(27,26),(26,17),-0.397125 # DEPENDENCYPART_GRANDPAR
(27,26),(26,18),0.0679821 # DEPENDENCYPART_GRANDPAR
(27,26),(26,19),-0.305153 # DEPENDENCYPART_GRANDPAR
(27,26),(26,20),0.231299 # DEPENDENCYPART_GRANDPAR
(27,26),(26,21),0.353188 # DEPENDENCYPART_GRANDPAR
(27,26),(26,22),-0.805765 # DEPENDENCYPART_GRANDPAR
(27,26),(26,23),0.423523 # DEPENDENCYPART_GRANDPAR
(27,26),(26,24),0.587879 # DEPENDENCYPART_GRANDPAR
(27,26),(26,25),0.594547 # DEPENDENCYPART_GRANDPAR
(28,1),(1,4),-0.407387 # DEPENDENCYPART_GRANDPAR
(28,1),(1,6),-0.125607 # DEPENDENCYPART_GRANDPAR
(28,1),(1,7),0.0550771 # DEPENDENCYPART_GRANDPAR
(28,1),(1,8),0.0325214 # DEPENDENCYPART_GRANDPAR
(28,1),(1,9),-0.0626093 # DEPENDENCYPART_GRANDPAR
(28,1),(1,12),0.00477336 # DEPENDENCYPART_GRANDPAR
(28,1),(1,18),-0.191765 # DEPENDENCYPART_GRANDPAR
(28,1),(1,28),-1.41258 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,1),(1,29),-0.594477 # DEPENDENCYPART_GRANDPAR
(28,2),(2,1),-0.0735967 # DEPENDENCYPART_GRANDPAR
(28,2),(2,4),-0.372808 # DEPENDENCYPART_GRANDPAR
(28,2),(2,5),0.102443 # DEPENDENCYPART_GRANDPAR
(28,2),(2,6),-0.0311938 # DEPENDENCYPART_GRANDPAR
(28,2),(2,7),0.0210215 # DEPENDENCYPART_GRANDPAR
(28,2),(2,8),0.211684 # DEPENDENCYPART_GRANDPAR
(28,2),(2,9),0.0997633 # DEPENDENCYPART_GRANDPAR
(28,2),(2,11),-0.22453 # DEPENDENCYPART_GRANDPAR
(28,2),(2,12),0.0988348 # DEPENDENCYPART_GRANDPAR
(28,2),(2,15),-0.303292 # DEPENDENCYPART_GRANDPAR
(28,2),(2,16),-0.337264 # DEPENDENCYPART_GRANDPAR
(28,2),(2,17),-0.118665 # DEPENDENCYPART_GRANDPAR
(28,2),(2,18),-0.0126024 # DEPENDENCYPART_GRANDPAR
(28,2),(2,19),-0.120919 # DEPENDENCYPART_GRANDPAR
(28,2),(2,21),-0.0165464 # DEPENDENCYPART_GRANDPAR
(28,2),(2,22),0.0327834 # DEPENDENCYPART_GRANDPAR
(28,2),(2,24),-0.0397379 # DEPENDENCYPART_GRANDPAR
(28,2),(2,25),0.0360666 # DEPENDENCYPART_GRANDPAR
(28,2),(2,26),0.180986 # DEPENDENCYPART_GRANDPAR
(28,2),(2,27),0.302324 # DEPENDENCYPART_GRANDPAR
(28,2),(2,28),-0.743405 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,2),(2,29),-0.244553 # DEPENDENCYPART_GRANDPAR
(28,4),(4,1),-0.112817 # DEPENDENCYPART_GRANDPAR
(28,4),(4,2),-0.0635001 # DEPENDENCYPART_GRANDPAR
(28,4),(4,3),-0.189944 # DEPENDENCYPART_GRANDPAR
(28,5),(5,1),-0.127627 # DEPENDENCYPART_GRANDPAR
(28,5),(5,2),-0.236522 # DEPENDENCYPART_GRANDPAR
(28,5),(5,4),-0.368632 # DEPENDENCYPART_GRANDPAR
(28,5),(5,8),0.202529 # DEPENDENCYPART_GRANDPAR
(28,5),(5,12),0.153911 # DEPENDENCYPART_GRANDPAR
(28,5),(5,29),-0.430733 # DEPENDENCYPART_GRANDPAR
(28,6),(6,1),-0.0447712 # DEPENDENCYPART_GRANDPAR
(28,6),(6,2),-0.0664661 # DEPENDENCYPART_GRANDPAR
(28,6),(6,3),-0.160411 # DEPENDENCYPART_GRANDPAR
(28,6),(6,4),-0.175401 # DEPENDENCYPART_GRANDPAR
(28,6),(6,5),0.300277 # DEPENDENCYPART_GRANDPAR
(28,6),(6,7),0.109194 # DEPENDENCYPART_GRANDPAR
(28,6),(6,8),0.21706 # DEPENDENCYPART_GRANDPAR
(28,6),(6,9),0.106318 # DEPENDENCYPART_GRANDPAR
(28,6),(6,10),-0.0698997 # DEPENDENCYPART_GRANDPAR
(28,6),(6,11),-0.074833 # DEPENDENCYPART_GRANDPAR
(28,6),(6,12),0.153405 # DEPENDENCYPART_GRANDPAR
(28,6),(6,13),-0.369513 # DEPENDENCYPART_GRANDPAR
(28,6),(6,14),0.104173 # DEPENDENCYPART_GRANDPAR
(28,6),(6,15),-0.209042 # DEPENDENCYPART_GRANDPAR
(28,6),(6,16),-0.240413 # DEPENDENCYPART_GRANDPAR
(28,6),(6,17),0.0210783 # DEPENDENCYPART_GRANDPAR
(28,6),(6,18),-0.00722716 # DEPENDENCYPART_GRANDPAR
(28,6),(6,19),-0.106123 # DEPENDENCYPART_GRANDPAR
(28,6),(6,22),0.172846 # DEPENDENCYPART_GRANDPAR
(28,6),(6,25),0.176129 # DEPENDENCYPART_GRANDPAR
(28,6),(6,27),0.442387 # DEPENDENCYPART_GRANDPAR
(28,6),(6,28),-1.13185 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,6),(6,29),-0.323294 # DEPENDENCYPART_GRANDPAR
(28,9),(9,1),-0.265241 # DEPENDENCYPART_GRANDPAR
(28,9),(9,2),-0.330772 # DEPENDENCYPART_GRANDPAR
(28,9),(9,4),-0.359867 # DEPENDENCYPART_GRANDPAR
(28,9),(9,5),0.0116277 # DEPENDENCYPART_GRANDPAR
(28,9),(9,6),-0.356743 # DEPENDENCYPART_GRANDPAR
(28,9),(9,8),0.0360616 # DEPENDENCYPART_GRANDPAR
(28,9),(9,10),-0.0484408 # DEPENDENCYPART_GRANDPAR
(28,9),(9,11),-0.138782 # DEPENDENCYPART_GRANDPAR
(28,9),(9,12),0.0708848 # DEPENDENCYPART_GRANDPAR
(28,9),(9,14),0.0499004 # DEPENDENCYPART_GRANDPAR
(28,9),(9,15),-0.361254 # DEPENDENCYPART_GRANDPAR
(28,9),(9,16),-0.394962 # DEPENDENCYPART_GRANDPAR
(28,9),(9,17),-0.0331024 # DEPENDENCYPART_GRANDPAR
(28,9),(9,18),-0.0507356 # DEPENDENCYPART_GRANDPAR
(28,9),(9,19),-0.24509 # DEPENDENCYPART_GRANDPAR
(28,9),(9,21),-0.0766514 # DEPENDENCYPART_GRANDPAR
(28,9),(9,24),-0.0974355 # DEPENDENCYPART_GRANDPAR
(28,9),(9,25),0.121857 # DEPENDENCYPART_GRANDPAR
(28,9),(9,26),0.117905 # DEPENDENCYPART_GRANDPAR
(28,9),(9,27),0.388115 # DEPENDENCYPART_GRANDPAR
(28,9),(9,28),-1.43482 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,9),(9,29),-0.600538 # DEPENDENCYPART_GRANDPAR
(28,11),(11,2),-0.0482593 # DEPENDENCYPART_GRANDPAR
(28,11),(11,9),0.227382 # DEPENDENCYPART_GRANDPAR
(28,11),(11,10),0.0656235 # DEPENDENCYPART_GRANDPAR
(28,12),(12,1),-0.0437062 # DEPENDENCYPART_GRANDPAR
(28,12),(12,2),-0.068028 # DEPENDENCYPART_GRANDPAR
(28,12),(12,3),-0.162015 # DEPENDENCYPART_GRANDPAR
(28,12),(12,4),-0.182633 # DEPENDENCYPART_GRANDPAR
(28,12),(12,5),0.297157 # DEPENDENCYPART_GRANDPAR
(28,12),(12,6),0.0366426 # DEPENDENCYPART_GRANDPAR
(28,12),(12,7),0.189907 # DEPENDENCYPART_GRANDPAR
(28,12),(12,8),0.244972 # DEPENDENCYPART_GRANDPAR
(28,12),(12,9),0.188425 # DEPENDENCYPART_GRANDPAR
(28,12),(12,10),0.0578921 # DEPENDENCYPART_GRANDPAR
(28,12),(12,11),-0.0381439 # DEPENDENCYPART_GRANDPAR
(28,12),(12,13),-0.379497 # DEPENDENCYPART_GRANDPAR
(28,12),(12,14),0.095349 # DEPENDENCYPART_GRANDPAR
(28,12),(12,15),-0.214418 # DEPENDENCYPART_GRANDPAR
(28,12),(12,16),-0.245789 # DEPENDENCYPART_GRANDPAR
(28,12),(12,17),0.0122547 # DEPENDENCYPART_GRANDPAR
(28,12),(12,18),-0.0274902 # DEPENDENCYPART_GRANDPAR
(28,12),(12,19),-0.111823 # DEPENDENCYPART_GRANDPAR
(28,12),(12,20),0.1628 # DEPENDENCYPART_GRANDPAR
(28,12),(12,21),0.0772211 # DEPENDENCYPART_GRANDPAR
(28,12),(12,22),0.164023 # DEPENDENCYPART_GRANDPAR
(28,12),(12,24),0.0517369 # DEPENDENCYPART_GRANDPAR
(28,12),(12,25),0.167306 # DEPENDENCYPART_GRANDPAR
