# _root_ Amikor Freit megválasztottuk , sokkal erőteljesebben felléphetett volna a hadsereggel és Pinochettel szemben , hiszen ma a demokrácia már nincs veszélyben .
#goldHeads=3,3,7,7,6,7,15,7,10,13,13,13,7,15,0,20,18,20,20,15,20,15,
#predictedHeads=3,3,7,7,6,7,15,7,10,13,13,13,7,15,0,20,18,20,20,15,20,15,
(15,12),(12,5),0.010702 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.0306079 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),0.212774 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),0.305064 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),0.026188 # DEPENDENCYPART_GRANDPAR
(15,12),(12,16),-0.0930238 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.455912 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),-0.300317 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),0.233476 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.0143823 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),0.459963 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.129065 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),0.12589 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),0.251256 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),0.0698518 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.0247953 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-0.642321 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.0765387 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.372148 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.253356 # DEPENDENCYPART_GRANDPAR
(15,13),(13,20),-0.222632 # DEPENDENCYPART_GRANDPAR
(15,13),(13,21),-0.339265 # DEPENDENCYPART_GRANDPAR
(15,16),(16,3),-0.443253 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-0.505107 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-0.398978 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.162872 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.457446 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.0482599 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.406072 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.158055 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,18),0.329884 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),0.191137 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),0.361258 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),-0.304095 # DEPENDENCYPART_GRANDPAR
(15,18),(18,9),-0.474687 # DEPENDENCYPART_GRANDPAR
(15,18),(18,16),0.279047 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.216964 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),0.123055 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),0.286918 # DEPENDENCYPART_GRANDPAR
(15,19),(19,3),-0.444738 # DEPENDENCYPART_GRANDPAR
(15,19),(19,11),-0.16332 # DEPENDENCYPART_GRANDPAR
(15,19),(19,12),-0.459269 # DEPENDENCYPART_GRANDPAR
(15,19),(19,13),-0.0487291 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-0.162739 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),0.348616 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),0.232583 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),0.353662 # DEPENDENCYPART_GRANDPAR
(15,20),(20,1),-0.88152 # DEPENDENCYPART_GRANDPAR
(15,20),(20,2),-1.24925 # DEPENDENCYPART_GRANDPAR
(15,20),(20,3),-0.783033 # DEPENDENCYPART_GRANDPAR
(15,20),(20,4),-0.552288 # DEPENDENCYPART_GRANDPAR
(15,20),(20,5),-0.697748 # DEPENDENCYPART_GRANDPAR
(15,20),(20,6),-0.180102 # DEPENDENCYPART_GRANDPAR
(15,20),(20,7),-0.844888 # DEPENDENCYPART_GRANDPAR
(15,20),(20,9),-0.70143 # DEPENDENCYPART_GRANDPAR
(15,20),(20,10),-0.823764 # DEPENDENCYPART_GRANDPAR
(15,20),(20,11),-0.483939 # DEPENDENCYPART_GRANDPAR
(15,20),(20,12),-0.881551 # DEPENDENCYPART_GRANDPAR
(15,20),(20,13),-0.323084 # DEPENDENCYPART_GRANDPAR
(15,20),(20,14),-0.737966 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-0.1899 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,16),0.245618 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),-0.221266 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),0.175258 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),0.142857 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),0.290866 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),-0.324268 # DEPENDENCYPART_GRANDPAR
(15,21),(21,13),-0.0665127 # DEPENDENCYPART_GRANDPAR
(15,21),(21,16),0.279057 # DEPENDENCYPART_GRANDPAR
(15,21),(21,17),-0.216943 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),0.264378 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),0.122889 # DEPENDENCYPART_GRANDPAR
(16,3),(3,1),-0.196877 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),-0.206412 # DEPENDENCYPART_GRANDPAR
(16,3),(3,4),-0.325935 # DEPENDENCYPART_GRANDPAR
(16,3),(3,5),-0.154703 # DEPENDENCYPART_GRANDPAR
(16,3),(3,6),-0.33185 # DEPENDENCYPART_GRANDPAR
(16,3),(3,7),-0.252984 # DEPENDENCYPART_GRANDPAR
(16,3),(3,8),-0.208253 # DEPENDENCYPART_GRANDPAR
(16,3),(3,9),-0.194805 # DEPENDENCYPART_GRANDPAR
(16,3),(3,11),-0.113069 # DEPENDENCYPART_GRANDPAR
(16,3),(3,12),-0.106678 # DEPENDENCYPART_GRANDPAR
(16,3),(3,13),-0.185551 # DEPENDENCYPART_GRANDPAR
(16,3),(3,14),-0.431329 # DEPENDENCYPART_GRANDPAR
(16,3),(3,15),-0.185669 # DEPENDENCYPART_GRANDPAR
(16,3),(3,16),-0.949243 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,3),(3,19),-0.405797 # DEPENDENCYPART_GRANDPAR
(16,3),(3,20),-0.585674 # DEPENDENCYPART_GRANDPAR
(16,3),(3,22),-0.822606 # DEPENDENCYPART_GRANDPAR
(16,7),(7,1),-0.196877 # DEPENDENCYPART_GRANDPAR
(16,7),(7,2),-0.206412 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),-0.275815 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),-0.255418 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.209145 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.36358 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-0.208253 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),-0.194805 # DEPENDENCYPART_GRANDPAR
(16,7),(7,10),-0.139482 # DEPENDENCYPART_GRANDPAR
(16,7),(7,11),-0.113069 # DEPENDENCYPART_GRANDPAR
(16,7),(7,12),-0.106678 # DEPENDENCYPART_GRANDPAR
(16,7),(7,13),-0.185551 # DEPENDENCYPART_GRANDPAR
(16,7),(7,14),-0.431329 # DEPENDENCYPART_GRANDPAR
(16,7),(7,15),-0.185669 # DEPENDENCYPART_GRANDPAR
(16,7),(7,16),-0.949243 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,7),(7,18),-0.51449 # DEPENDENCYPART_GRANDPAR
(16,7),(7,19),-0.405797 # DEPENDENCYPART_GRANDPAR
(16,7),(7,20),-0.585674 # DEPENDENCYPART_GRANDPAR
(16,7),(7,21),-0.680159 # DEPENDENCYPART_GRANDPAR
(16,7),(7,22),-0.822606 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.167112 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),-0.323246 # DEPENDENCYPART_GRANDPAR
(16,11),(11,4),-0.327705 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-0.234626 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.374296 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.298637 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.273865 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.157059 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.0848487 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.0095872 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.230513 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-0.264676 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),-0.174066 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-0.955356 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,18),-0.488934 # DEPENDENCYPART_GRANDPAR
(16,11),(11,19),-0.424116 # DEPENDENCYPART_GRANDPAR
(16,11),(11,20),-0.578046 # DEPENDENCYPART_GRANDPAR
(16,11),(11,21),-0.654603 # DEPENDENCYPART_GRANDPAR
(16,11),(11,22),-0.805382 # DEPENDENCYPART_GRANDPAR
(16,12),(12,5),-0.236863 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.167124 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.171438 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.145572 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.277383 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-0.949602 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,18),-0.528217 # DEPENDENCYPART_GRANDPAR
(16,13),(13,2),-0.223892 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-0.196502 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.183567 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.355631 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.176544 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.143084 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.0935582 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.111767 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.315032 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.165818 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-0.941184 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,18),-0.454286 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.410111 # DEPENDENCYPART_GRANDPAR
(16,13),(13,20),-0.503581 # DEPENDENCYPART_GRANDPAR
(16,13),(13,21),-0.619956 # DEPENDENCYPART_GRANDPAR
(16,15),(15,2),-0.230597 # DEPENDENCYPART_GRANDPAR
(16,15),(15,3),-0.354561 # DEPENDENCYPART_GRANDPAR
(16,15),(15,4),-0.335461 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),-0.24262 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),-0.383404 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-0.329953 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.306666 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.145992 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.157871 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.118473 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.254623 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.440855 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.955508 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,18),-0.484385 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.424727 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.569367 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-0.650055 # DEPENDENCYPART_GRANDPAR
(16,15),(15,22),-0.805078 # DEPENDENCYPART_GRANDPAR
(16,18),(18,9),-0.531068 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.599271 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),-0.163741 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.177251 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.293528 # DEPENDENCYPART_GRANDPAR
(16,19),(19,3),-0.645688 # DEPENDENCYPART_GRANDPAR
(16,19),(19,11),-0.459588 # DEPENDENCYPART_GRANDPAR
(16,19),(19,12),-0.452131 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-0.559751 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.545098 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.534266 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,18),-0.079034 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.28999 # DEPENDENCYPART_GRANDPAR
(16,21),(21,13),-0.571007 # DEPENDENCYPART_GRANDPAR
(16,21),(21,16),-0.599271 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,21),(21,17),-0.163734 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),-0.0155048 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),-0.0668805 # DEPENDENCYPART_GRANDPAR
(17,21),(21,13),-0.558605 # DEPENDENCYPART_GRANDPAR
(17,21),(21,16),-0.514891 # DEPENDENCYPART_GRANDPAR
(17,21),(21,17),-0.761223 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,21),(21,18),-0.101955 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),-0.187648 # DEPENDENCYPART_GRANDPAR
(18,16),(16,3),-0.651525 # DEPENDENCYPART_GRANDPAR
(18,16),(16,7),-0.698263 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.752654 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.631254 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.854474 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.642212 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.626965 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.501723 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-0.974953 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.428756 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.589265 # DEPENDENCYPART_GRANDPAR
(18,16),(16,22),-0.741922 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-0.605707 # DEPENDENCYPART_GRANDPAR
(18,19),(19,3),-0.92158 # DEPENDENCYPART_GRANDPAR
(18,19),(19,11),-0.927794 # DEPENDENCYPART_GRANDPAR
(18,19),(19,12),-1.15678 # DEPENDENCYPART_GRANDPAR
(18,19),(19,13),-0.942314 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-0.795092 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.922026 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.61124 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,21),-0.288704 # DEPENDENCYPART_GRANDPAR
(18,21),(21,13),-0.98583 # DEPENDENCYPART_GRANDPAR
(18,21),(21,16),-0.981336 # DEPENDENCYPART_GRANDPAR
(18,21),(21,17),-1.13277 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.505125 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,19),-0.142679 # DEPENDENCYPART_GRANDPAR
(19,3),(3,1),-0.177176 # DEPENDENCYPART_GRANDPAR
(19,3),(3,2),-0.124762 # DEPENDENCYPART_GRANDPAR
(19,3),(3,4),-0.281647 # DEPENDENCYPART_GRANDPAR
(19,3),(3,5),-0.112732 # DEPENDENCYPART_GRANDPAR
(19,3),(3,6),-0.243133 # DEPENDENCYPART_GRANDPAR
(19,3),(3,7),-0.159611 # DEPENDENCYPART_GRANDPAR
(19,3),(3,8),-0.161394 # DEPENDENCYPART_GRANDPAR
(19,3),(3,9),0.161604 # DEPENDENCYPART_GRANDPAR
(19,3),(3,11),-0.107792 # DEPENDENCYPART_GRANDPAR
(19,3),(3,12),-0.0783753 # DEPENDENCYPART_GRANDPAR
(19,3),(3,13),-0.162765 # DEPENDENCYPART_GRANDPAR
(19,3),(3,14),-0.203076 # DEPENDENCYPART_GRANDPAR
(19,3),(3,15),-0.00753904 # DEPENDENCYPART_GRANDPAR
(19,3),(3,16),0.0902202 # DEPENDENCYPART_GRANDPAR
(19,3),(3,19),-0.866132 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,3),(3,20),-0.552044 # DEPENDENCYPART_GRANDPAR
(19,3),(3,22),-0.615913 # DEPENDENCYPART_GRANDPAR
(19,11),(11,3),-0.269203 # DEPENDENCYPART_GRANDPAR
(19,11),(11,4),-0.294088 # DEPENDENCYPART_GRANDPAR
(19,11),(11,5),-0.198014 # DEPENDENCYPART_GRANDPAR
(19,11),(11,6),-0.296472 # DEPENDENCYPART_GRANDPAR
(19,11),(11,7),-0.213988 # DEPENDENCYPART_GRANDPAR
(19,11),(11,8),-0.235736 # DEPENDENCYPART_GRANDPAR
(19,11),(11,9),0.163547 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),-0.0106221 # DEPENDENCYPART_GRANDPAR
(19,11),(11,12),0.0130072 # DEPENDENCYPART_GRANDPAR
(19,11),(11,13),-0.217527 # DEPENDENCYPART_GRANDPAR
(19,11),(11,14),-0.0331338 # DEPENDENCYPART_GRANDPAR
(19,11),(11,15),0.00437975 # DEPENDENCYPART_GRANDPAR
(19,11),(11,16),0.0326395 # DEPENDENCYPART_GRANDPAR
(19,11),(11,18),0.00844885 # DEPENDENCYPART_GRANDPAR
(19,11),(11,19),-0.883407 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,11),(11,20),-0.544103 # DEPENDENCYPART_GRANDPAR
(19,11),(11,21),-0.567068 # DEPENDENCYPART_GRANDPAR
(19,11),(11,22),-0.598298 # DEPENDENCYPART_GRANDPAR
(19,12),(12,5),-0.20188 # DEPENDENCYPART_GRANDPAR
(19,12),(12,9),0.175476 # DEPENDENCYPART_GRANDPAR
(19,12),(12,10),-0.114616 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),-0.155611 # DEPENDENCYPART_GRANDPAR
(19,12),(12,14),-0.0431098 # DEPENDENCYPART_GRANDPAR
(19,12),(12,16),0.0604689 # DEPENDENCYPART_GRANDPAR
(19,12),(12,18),-0.0196324 # DEPENDENCYPART_GRANDPAR
(19,13),(13,2),-0.136151 # DEPENDENCYPART_GRANDPAR
(19,13),(13,4),-0.138546 # DEPENDENCYPART_GRANDPAR
(19,13),(13,5),-0.13155 # DEPENDENCYPART_GRANDPAR
(19,13),(13,6),-0.262535 # DEPENDENCYPART_GRANDPAR
(19,13),(13,9),0.158884 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),-0.0454462 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),-0.0828447 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.0416814 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.0983411 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),-0.000226629 # DEPENDENCYPART_GRANDPAR
(19,13),(13,16),0.0856841 # DEPENDENCYPART_GRANDPAR
(19,13),(13,18),-0.02503 # DEPENDENCYPART_GRANDPAR
(19,13),(13,19),-0.869442 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,13),(13,20),-0.469679 # DEPENDENCYPART_GRANDPAR
(19,13),(13,21),-0.532484 # DEPENDENCYPART_GRANDPAR
(19,15),(15,2),-0.165396 # DEPENDENCYPART_GRANDPAR
(19,15),(15,3),-0.300028 # DEPENDENCYPART_GRANDPAR
(19,15),(15,4),-0.301288 # DEPENDENCYPART_GRANDPAR
(19,15),(15,5),-0.205516 # DEPENDENCYPART_GRANDPAR
(19,15),(15,6),-0.305094 # DEPENDENCYPART_GRANDPAR
(19,15),(15,7),-0.244812 # DEPENDENCYPART_GRANDPAR
(19,15),(15,8),-0.268047 # DEPENDENCYPART_GRANDPAR
(19,15),(15,10),-0.0708941 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),-0.164865 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.0709269 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.25349 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.222717 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),0.0429679 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),-0.0727144 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-0.88404 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,20),-0.535447 # DEPENDENCYPART_GRANDPAR
(19,15),(15,21),-0.562554 # DEPENDENCYPART_GRANDPAR
(19,15),(15,22),-0.598017 # DEPENDENCYPART_GRANDPAR
(19,16),(16,3),-0.278833 # DEPENDENCYPART_GRANDPAR
(19,16),(16,7),-0.223617 # DEPENDENCYPART_GRANDPAR
(19,16),(16,10),-0.103654 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),-0.132838 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.0998893 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.267198 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.180105 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.0613671 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),-0.0951152 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-0.850826 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,21),-0.516942 # DEPENDENCYPART_GRANDPAR
(19,16),(16,22),-0.598942 # DEPENDENCYPART_GRANDPAR
(19,18),(18,9),0.179739 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.0278821 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.0283467 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-0.878681 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,21),-0.607991 # DEPENDENCYPART_GRANDPAR
(19,21),(21,13),-0.571522 # DEPENDENCYPART_GRANDPAR
(19,21),(21,16),-0.305536 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-0.44163 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-0.515886 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.512146 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,1),(1,2),-0.0964513 # DEPENDENCYPART_GRANDPAR
(20,1),(1,4),-0.268767 # DEPENDENCYPART_GRANDPAR
(20,1),(1,7),-0.22837 # DEPENDENCYPART_GRANDPAR
(20,1),(1,20),-1.18607 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,1),(1,22),-0.579558 # DEPENDENCYPART_GRANDPAR
(20,2),(2,6),-0.0331495 # DEPENDENCYPART_GRANDPAR
(20,2),(2,7),-0.167423 # DEPENDENCYPART_GRANDPAR
(20,3),(3,1),0.553286 # DEPENDENCYPART_GRANDPAR
(20,3),(3,2),-0.00674464 # DEPENDENCYPART_GRANDPAR
(20,3),(3,4),-0.297833 # DEPENDENCYPART_GRANDPAR
(20,3),(3,5),-0.115952 # DEPENDENCYPART_GRANDPAR
(20,3),(3,6),-0.181114 # DEPENDENCYPART_GRANDPAR
(20,3),(3,7),-0.234869 # DEPENDENCYPART_GRANDPAR
(20,3),(3,8),0.0225061 # DEPENDENCYPART_GRANDPAR
(20,3),(3,9),-0.369239 # DEPENDENCYPART_GRANDPAR
(20,3),(3,11),-0.246987 # DEPENDENCYPART_GRANDPAR
(20,3),(3,12),-0.00733169 # DEPENDENCYPART_GRANDPAR
(20,3),(3,13),0.162528 # DEPENDENCYPART_GRANDPAR
(20,3),(3,14),-0.189874 # DEPENDENCYPART_GRANDPAR
(20,3),(3,15),-0.204115 # DEPENDENCYPART_GRANDPAR
(20,3),(3,16),0.192505 # DEPENDENCYPART_GRANDPAR
(20,3),(3,19),0.18342 # DEPENDENCYPART_GRANDPAR
(20,3),(3,20),-1.11997 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,3),(3,22),-0.465157 # DEPENDENCYPART_GRANDPAR
(20,5),(5,1),0.396629 # DEPENDENCYPART_GRANDPAR
(20,5),(5,2),-0.0194087 # DEPENDENCYPART_GRANDPAR
(20,5),(5,3),-0.118093 # DEPENDENCYPART_GRANDPAR
(20,5),(5,4),-0.267862 # DEPENDENCYPART_GRANDPAR
(20,5),(5,6),-0.19534 # DEPENDENCYPART_GRANDPAR
(20,5),(5,7),-0.218209 # DEPENDENCYPART_GRANDPAR
(20,5),(5,10),-0.108861 # DEPENDENCYPART_GRANDPAR
(20,5),(5,12),-0.0284232 # DEPENDENCYPART_GRANDPAR
(20,5),(5,13),0.158795 # DEPENDENCYPART_GRANDPAR
(20,5),(5,14),-0.148126 # DEPENDENCYPART_GRANDPAR
(20,5),(5,15),-0.205182 # DEPENDENCYPART_GRANDPAR
(20,5),(5,20),-1.18054 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,5),(5,21),0.160534 # DEPENDENCYPART_GRANDPAR
(20,5),(5,22),-0.577728 # DEPENDENCYPART_GRANDPAR
(20,6),(6,1),0.356437 # DEPENDENCYPART_GRANDPAR
(20,6),(6,2),-0.119195 # DEPENDENCYPART_GRANDPAR
(20,6),(6,3),-0.16831 # DEPENDENCYPART_GRANDPAR
(20,6),(6,4),-0.280643 # DEPENDENCYPART_GRANDPAR
(20,6),(6,5),-0.0258529 # DEPENDENCYPART_GRANDPAR
(20,6),(6,10),-0.124854 # DEPENDENCYPART_GRANDPAR
(20,6),(6,20),-1.25443 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,6),(6,22),-0.669886 # DEPENDENCYPART_GRANDPAR
(20,7),(7,1),0.553286 # DEPENDENCYPART_GRANDPAR
(20,7),(7,2),-0.00674464 # DEPENDENCYPART_GRANDPAR
(20,7),(7,3),-0.0887665 # DEPENDENCYPART_GRANDPAR
(20,7),(7,4),-0.279173 # DEPENDENCYPART_GRANDPAR
(20,7),(7,5),-0.0284096 # DEPENDENCYPART_GRANDPAR
(20,7),(7,6),-0.185695 # DEPENDENCYPART_GRANDPAR
(20,7),(7,8),0.0225061 # DEPENDENCYPART_GRANDPAR
(20,7),(7,9),-0.369239 # DEPENDENCYPART_GRANDPAR
(20,7),(7,10),-0.0891099 # DEPENDENCYPART_GRANDPAR
(20,7),(7,11),-0.246987 # DEPENDENCYPART_GRANDPAR
(20,7),(7,12),-0.00733169 # DEPENDENCYPART_GRANDPAR
(20,7),(7,13),0.162528 # DEPENDENCYPART_GRANDPAR
(20,7),(7,14),-0.189874 # DEPENDENCYPART_GRANDPAR
(20,7),(7,15),-0.204115 # DEPENDENCYPART_GRANDPAR
