# _root_ A kávéházak és a passzázsokból kialakított bevásárlóudvarok zsúfolásig tömve vannak , mintha csak azt szeretnék bizonyítani , hogy itt Argentínához és Uruguayhoz hasonlóan igen is erős középosztály van .
#goldHeads=2,9,9,5,6,7,9,9,10,0,10,10,16,16,10,15,15,15,28,23,23,23,28,25,28,27,28,14,10,
#predictedHeads=2,10,10,5,6,7,10,10,10,0,10,10,16,16,10,15,15,15,28,28,28,23,28,25,26,27,28,14,10,
(18,28),(28,26),-0.225535 # DEPENDENCYPART_GRANDPAR
(18,28),(28,27),0.0328345 # DEPENDENCYPART_GRANDPAR
(18,28),(28,29),-0.590627 # DEPENDENCYPART_GRANDPAR
(19,18),(18,6),-0.40009 # DEPENDENCYPART_GRANDPAR
(19,18),(18,7),-0.138678 # DEPENDENCYPART_GRANDPAR
(19,18),(18,8),-0.199265 # DEPENDENCYPART_GRANDPAR
(19,18),(18,10),-0.391782 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),-0.394964 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),-0.163936 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.239688 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.271658 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.306412 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.254828 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.484276 # DEPENDENCYPART_GRANDPAR
(19,18),(18,26),-0.523321 # DEPENDENCYPART_GRANDPAR
(19,18),(18,28),-0.473519 # DEPENDENCYPART_GRANDPAR
(19,18),(18,29),-0.736849 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),-0.0176382 # DEPENDENCYPART_GRANDPAR
(19,22),(22,20),0.330525 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),0.122338 # DEPENDENCYPART_GRANDPAR
(19,22),(22,26),-0.183573 # DEPENDENCYPART_GRANDPAR
(19,22),(22,27),-0.0311011 # DEPENDENCYPART_GRANDPAR
(19,27),(27,6),-0.737566 # DEPENDENCYPART_GRANDPAR
(19,27),(27,17),-0.726387 # DEPENDENCYPART_GRANDPAR
(19,27),(27,19),-0.477173 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,27),(27,20),0.330523 # DEPENDENCYPART_GRANDPAR
(19,27),(27,21),0.122338 # DEPENDENCYPART_GRANDPAR
(19,27),(27,22),0.125046 # DEPENDENCYPART_GRANDPAR
(19,27),(27,23),0.0219999 # DEPENDENCYPART_GRANDPAR
(19,27),(27,24),-0.0448151 # DEPENDENCYPART_GRANDPAR
(19,27),(27,25),-0.192576 # DEPENDENCYPART_GRANDPAR
(19,27),(27,26),-0.130715 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-0.542619 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),-0.117257 # DEPENDENCYPART_GRANDPAR
(20,22),(22,26),-0.483331 # DEPENDENCYPART_GRANDPAR
(20,22),(22,27),-0.236962 # DEPENDENCYPART_GRANDPAR
(21,9),(9,2),-0.32914 # DEPENDENCYPART_GRANDPAR
(21,9),(9,3),-0.096856 # DEPENDENCYPART_GRANDPAR
(21,9),(9,5),-0.33744 # DEPENDENCYPART_GRANDPAR
(21,9),(9,6),-0.308435 # DEPENDENCYPART_GRANDPAR
(21,9),(9,7),-0.285656 # DEPENDENCYPART_GRANDPAR
(21,9),(9,8),-0.2401 # DEPENDENCYPART_GRANDPAR
(21,9),(9,11),0.074997 # DEPENDENCYPART_GRANDPAR
(21,9),(9,12),0.0355425 # DEPENDENCYPART_GRANDPAR
(21,9),(9,13),0.0133573 # DEPENDENCYPART_GRANDPAR
(21,9),(9,14),-0.0203538 # DEPENDENCYPART_GRANDPAR
(21,9),(9,15),0.0689371 # DEPENDENCYPART_GRANDPAR
(21,9),(9,16),0.088933 # DEPENDENCYPART_GRANDPAR
(21,9),(9,29),-0.754074 # DEPENDENCYPART_GRANDPAR
(21,10),(10,1),-0.621703 # DEPENDENCYPART_GRANDPAR
(21,10),(10,2),-0.31766 # DEPENDENCYPART_GRANDPAR
(21,10),(10,3),-0.131085 # DEPENDENCYPART_GRANDPAR
(21,10),(10,4),-0.56106 # DEPENDENCYPART_GRANDPAR
(21,10),(10,5),-0.325959 # DEPENDENCYPART_GRANDPAR
(21,10),(10,6),-0.221384 # DEPENDENCYPART_GRANDPAR
(21,10),(10,7),-0.274176 # DEPENDENCYPART_GRANDPAR
(21,10),(10,8),-0.22862 # DEPENDENCYPART_GRANDPAR
(21,10),(10,9),0.0300153 # DEPENDENCYPART_GRANDPAR
(21,10),(10,11),-0.0130984 # DEPENDENCYPART_GRANDPAR
(21,10),(10,12),-0.00973637 # DEPENDENCYPART_GRANDPAR
(21,10),(10,13),-0.121658 # DEPENDENCYPART_GRANDPAR
(21,10),(10,14),-0.140043 # DEPENDENCYPART_GRANDPAR
(21,10),(10,15),-0.075989 # DEPENDENCYPART_GRANDPAR
(21,10),(10,16),-0.0471209 # DEPENDENCYPART_GRANDPAR
(21,10),(10,17),-0.174096 # DEPENDENCYPART_GRANDPAR
(21,10),(10,18),-0.101236 # DEPENDENCYPART_GRANDPAR
(21,10),(10,19),0.0188925 # DEPENDENCYPART_GRANDPAR
(21,10),(10,21),-1.31788 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,10),(10,23),-0.621838 # DEPENDENCYPART_GRANDPAR
(21,10),(10,24),-0.733881 # DEPENDENCYPART_GRANDPAR
(21,10),(10,25),-0.634107 # DEPENDENCYPART_GRANDPAR
(21,10),(10,26),-0.658737 # DEPENDENCYPART_GRANDPAR
(21,10),(10,28),-0.944298 # DEPENDENCYPART_GRANDPAR
(21,10),(10,29),-1.05598 # DEPENDENCYPART_GRANDPAR
(21,12),(12,3),-0.232282 # DEPENDENCYPART_GRANDPAR
(21,12),(12,5),-0.42967 # DEPENDENCYPART_GRANDPAR
(21,12),(12,6),-0.350527 # DEPENDENCYPART_GRANDPAR
(21,12),(12,7),-0.377887 # DEPENDENCYPART_GRANDPAR
(21,12),(12,8),-0.332331 # DEPENDENCYPART_GRANDPAR
(21,12),(12,10),-0.301452 # DEPENDENCYPART_GRANDPAR
(21,12),(12,11),-0.0788465 # DEPENDENCYPART_GRANDPAR
(21,12),(12,13),-0.0800008 # DEPENDENCYPART_GRANDPAR
(21,12),(12,15),-0.0371134 # DEPENDENCYPART_GRANDPAR
(21,12),(12,16),-0.0211701 # DEPENDENCYPART_GRANDPAR
(21,12),(12,17),-0.140287 # DEPENDENCYPART_GRANDPAR
(21,12),(12,18),-0.163015 # DEPENDENCYPART_GRANDPAR
(21,12),(12,28),-0.660469 # DEPENDENCYPART_GRANDPAR
(21,12),(12,29),-0.787254 # DEPENDENCYPART_GRANDPAR
(21,14),(14,9),-0.139952 # DEPENDENCYPART_GRANDPAR
(21,14),(14,10),-0.287708 # DEPENDENCYPART_GRANDPAR
(21,14),(14,11),-0.0137237 # DEPENDENCYPART_GRANDPAR
(21,14),(14,12),-0.143817 # DEPENDENCYPART_GRANDPAR
(21,14),(14,13),-0.127474 # DEPENDENCYPART_GRANDPAR
(21,14),(14,15),-0.0914814 # DEPENDENCYPART_GRANDPAR
(21,14),(14,16),-0.0711432 # DEPENDENCYPART_GRANDPAR
(21,14),(14,17),-0.138122 # DEPENDENCYPART_GRANDPAR
(21,14),(14,18),-0.119674 # DEPENDENCYPART_GRANDPAR
(21,14),(14,19),0.00835894 # DEPENDENCYPART_GRANDPAR
(21,14),(14,20),-0.235106 # DEPENDENCYPART_GRANDPAR
(21,14),(14,21),-0.955309 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,14),(14,22),-0.687461 # DEPENDENCYPART_GRANDPAR
(21,14),(14,23),-0.284913 # DEPENDENCYPART_GRANDPAR
(21,14),(14,26),-0.321804 # DEPENDENCYPART_GRANDPAR
(21,14),(14,27),-0.791117 # DEPENDENCYPART_GRANDPAR
(21,14),(14,28),-0.486439 # DEPENDENCYPART_GRANDPAR
(21,14),(14,29),-0.822057 # DEPENDENCYPART_GRANDPAR
(21,15),(15,2),-0.382868 # DEPENDENCYPART_GRANDPAR
(21,15),(15,3),-0.180807 # DEPENDENCYPART_GRANDPAR
(21,15),(15,5),-0.391167 # DEPENDENCYPART_GRANDPAR
(21,15),(15,6),-0.264208 # DEPENDENCYPART_GRANDPAR
(21,15),(15,7),-0.339384 # DEPENDENCYPART_GRANDPAR
(21,15),(15,8),-0.293828 # DEPENDENCYPART_GRANDPAR
(21,15),(15,9),-0.0183757 # DEPENDENCYPART_GRANDPAR
(21,15),(15,10),-0.143971 # DEPENDENCYPART_GRANDPAR
(21,15),(15,11),0.043911 # DEPENDENCYPART_GRANDPAR
(21,15),(15,12),-0.0336074 # DEPENDENCYPART_GRANDPAR
(21,15),(15,13),0.0424967 # DEPENDENCYPART_GRANDPAR
(21,15),(15,14),-0.144828 # DEPENDENCYPART_GRANDPAR
(21,15),(15,16),-0.0563803 # DEPENDENCYPART_GRANDPAR
(21,15),(15,17),-0.144594 # DEPENDENCYPART_GRANDPAR
(21,15),(15,18),-0.112229 # DEPENDENCYPART_GRANDPAR
(21,15),(15,19),0.00622715 # DEPENDENCYPART_GRANDPAR
(21,15),(15,20),-0.208433 # DEPENDENCYPART_GRANDPAR
(21,15),(15,21),-1.31687 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,15),(15,22),-1.16698 # DEPENDENCYPART_GRANDPAR
(21,15),(15,23),-0.621166 # DEPENDENCYPART_GRANDPAR
(21,15),(15,24),-0.733219 # DEPENDENCYPART_GRANDPAR
(21,15),(15,25),-0.633445 # DEPENDENCYPART_GRANDPAR
(21,15),(15,26),-0.658065 # DEPENDENCYPART_GRANDPAR
(21,15),(15,27),-1.27064 # DEPENDENCYPART_GRANDPAR
(21,15),(15,28),-0.943554 # DEPENDENCYPART_GRANDPAR
(21,15),(15,29),-1.05532 # DEPENDENCYPART_GRANDPAR
(21,16),(16,2),-0.385494 # DEPENDENCYPART_GRANDPAR
(21,16),(16,3),-0.177973 # DEPENDENCYPART_GRANDPAR
(21,16),(16,5),-0.393793 # DEPENDENCYPART_GRANDPAR
(21,16),(16,6),-0.271468 # DEPENDENCYPART_GRANDPAR
(21,16),(16,7),-0.34201 # DEPENDENCYPART_GRANDPAR
(21,16),(16,8),-0.296454 # DEPENDENCYPART_GRANDPAR
(21,16),(16,9),-0.0225043 # DEPENDENCYPART_GRANDPAR
(21,16),(16,10),-0.162367 # DEPENDENCYPART_GRANDPAR
(21,16),(16,11),0.0308949 # DEPENDENCYPART_GRANDPAR
(21,16),(16,12),-0.0307735 # DEPENDENCYPART_GRANDPAR
(21,16),(16,13),0.0384051 # DEPENDENCYPART_GRANDPAR
(21,16),(16,14),-0.167262 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),0.0277953 # DEPENDENCYPART_GRANDPAR
(21,16),(16,17),-0.178253 # DEPENDENCYPART_GRANDPAR
(21,16),(16,18),-0.129278 # DEPENDENCYPART_GRANDPAR
(21,16),(16,19),0.00712289 # DEPENDENCYPART_GRANDPAR
(21,16),(16,20),-0.224226 # DEPENDENCYPART_GRANDPAR
(21,16),(16,21),-1.31687 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,16),(16,22),-1.16983 # DEPENDENCYPART_GRANDPAR
(21,16),(16,23),-0.621169 # DEPENDENCYPART_GRANDPAR
(21,16),(16,24),-0.733222 # DEPENDENCYPART_GRANDPAR
(21,16),(16,25),-0.633448 # DEPENDENCYPART_GRANDPAR
(21,16),(16,26),-0.658068 # DEPENDENCYPART_GRANDPAR
(21,16),(16,27),-1.27348 # DEPENDENCYPART_GRANDPAR
(21,16),(16,28),-0.936891 # DEPENDENCYPART_GRANDPAR
(21,16),(16,29),-1.05532 # DEPENDENCYPART_GRANDPAR
(21,18),(18,6),-0.318456 # DEPENDENCYPART_GRANDPAR
(21,18),(18,7),-0.360794 # DEPENDENCYPART_GRANDPAR
(21,18),(18,8),-0.315238 # DEPENDENCYPART_GRANDPAR
(21,18),(18,10),-0.231773 # DEPENDENCYPART_GRANDPAR
(21,18),(18,11),-0.0175638 # DEPENDENCYPART_GRANDPAR
(21,18),(18,12),-0.0558921 # DEPENDENCYPART_GRANDPAR
(21,18),(18,13),-0.0460175 # DEPENDENCYPART_GRANDPAR
(21,18),(18,14),-0.167454 # DEPENDENCYPART_GRANDPAR
(21,18),(18,15),-0.0446419 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),-0.025929 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.178562 # DEPENDENCYPART_GRANDPAR
(21,18),(18,26),-0.405701 # DEPENDENCYPART_GRANDPAR
(21,18),(18,28),-0.677279 # DEPENDENCYPART_GRANDPAR
(21,18),(18,29),-0.794799 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-0.0408144 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),-0.13375 # DEPENDENCYPART_GRANDPAR
(21,19),(19,22),-0.69694 # DEPENDENCYPART_GRANDPAR
(21,19),(19,27),-0.800596 # DEPENDENCYPART_GRANDPAR
(21,20),(20,22),-0.80396 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-0.925207 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-0.505826 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,26),0.0506102 # DEPENDENCYPART_GRANDPAR
(21,22),(22,27),-0.172159 # DEPENDENCYPART_GRANDPAR
(21,23),(23,7),-1.05175 # DEPENDENCYPART_GRANDPAR
(21,23),(23,8),-1.00619 # DEPENDENCYPART_GRANDPAR
(21,23),(23,13),-0.552462 # DEPENDENCYPART_GRANDPAR
(21,23),(23,14),-0.550554 # DEPENDENCYPART_GRANDPAR
(21,23),(23,18),-0.557428 # DEPENDENCYPART_GRANDPAR
(21,23),(23,19),-0.369755 # DEPENDENCYPART_GRANDPAR
(21,23),(23,20),-0.856554 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-0.51559 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,22),-0.0600745 # DEPENDENCYPART_GRANDPAR
(21,23),(23,26),0.124034 # DEPENDENCYPART_GRANDPAR
(21,23),(23,27),-0.109543 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),0.11584 # DEPENDENCYPART_GRANDPAR
(21,24),(24,27),-0.203029 # DEPENDENCYPART_GRANDPAR
(21,24),(24,28),-0.034261 # DEPENDENCYPART_GRANDPAR
(21,25),(25,23),0.303854 # DEPENDENCYPART_GRANDPAR
(21,25),(25,24),0.0696245 # DEPENDENCYPART_GRANDPAR
(21,25),(25,27),-0.141966 # DEPENDENCYPART_GRANDPAR
(21,26),(26,19),-0.369755 # DEPENDENCYPART_GRANDPAR
(21,26),(26,20),-0.856688 # DEPENDENCYPART_GRANDPAR
(21,26),(26,21),-0.515704 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,26),(26,22),-0.0616374 # DEPENDENCYPART_GRANDPAR
(21,26),(26,23),0.139227 # DEPENDENCYPART_GRANDPAR
(21,26),(26,25),0.0909066 # DEPENDENCYPART_GRANDPAR
(21,27),(27,6),-0.80879 # DEPENDENCYPART_GRANDPAR
(21,27),(27,17),-0.596276 # DEPENDENCYPART_GRANDPAR
(21,27),(27,19),-0.380516 # DEPENDENCYPART_GRANDPAR
(21,27),(27,20),-0.925207 # DEPENDENCYPART_GRANDPAR
(21,27),(27,21),-0.505828 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,27),(27,22),-0.00627664 # DEPENDENCYPART_GRANDPAR
(21,27),(27,23),0.14258 # DEPENDENCYPART_GRANDPAR
(21,27),(27,24),-0.0419177 # DEPENDENCYPART_GRANDPAR
(21,27),(27,25),0.0781276 # DEPENDENCYPART_GRANDPAR
(21,27),(27,26),0.110527 # DEPENDENCYPART_GRANDPAR
(21,28),(28,2),-1.51786 # DEPENDENCYPART_GRANDPAR
(21,28),(28,3),-0.979792 # DEPENDENCYPART_GRANDPAR
(21,28),(28,5),-1.52616 # DEPENDENCYPART_GRANDPAR
(21,28),(28,7),-1.47437 # DEPENDENCYPART_GRANDPAR
(21,28),(28,8),-1.42882 # DEPENDENCYPART_GRANDPAR
(21,28),(28,9),-0.909758 # DEPENDENCYPART_GRANDPAR
(21,28),(28,10),-1.20017 # DEPENDENCYPART_GRANDPAR
(21,28),(28,11),-0.783598 # DEPENDENCYPART_GRANDPAR
(21,28),(28,12),-0.912569 # DEPENDENCYPART_GRANDPAR
(21,28),(28,13),-0.846657 # DEPENDENCYPART_GRANDPAR
(21,28),(28,14),-0.83942 # DEPENDENCYPART_GRANDPAR
(21,28),(28,15),-1.01035 # DEPENDENCYPART_GRANDPAR
(21,28),(28,16),-0.99426 # DEPENDENCYPART_GRANDPAR
(21,28),(28,17),-0.944596 # DEPENDENCYPART_GRANDPAR
(21,28),(28,18),-0.985339 # DEPENDENCYPART_GRANDPAR
(21,28),(28,19),-0.691965 # DEPENDENCYPART_GRANDPAR
(21,28),(28,20),-1.27918 # DEPENDENCYPART_GRANDPAR
(21,28),(28,21),-0.519202 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,28),(28,22),-0.0368117 # DEPENDENCYPART_GRANDPAR
(21,28),(28,23),0.117805 # DEPENDENCYPART_GRANDPAR
(21,28),(28,24),-0.0847113 # DEPENDENCYPART_GRANDPAR
(21,28),(28,25),0.194912 # DEPENDENCYPART_GRANDPAR
(21,28),(28,26),0.0823792 # DEPENDENCYPART_GRANDPAR
(21,28),(28,27),-0.141362 # DEPENDENCYPART_GRANDPAR
(21,28),(28,29),-0.353189 # DEPENDENCYPART_GRANDPAR
(22,20),(20,22),-1.09321 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,9),-0.429626 # DEPENDENCYPART_GRANDPAR
(22,21),(21,10),-0.447747 # DEPENDENCYPART_GRANDPAR
(22,21),(21,11),-0.487975 # DEPENDENCYPART_GRANDPAR
(22,21),(21,12),-0.345544 # DEPENDENCYPART_GRANDPAR
(22,21),(21,14),-0.404247 # DEPENDENCYPART_GRANDPAR
(22,21),(21,15),-0.300116 # DEPENDENCYPART_GRANDPAR
(22,21),(21,16),-0.293854 # DEPENDENCYPART_GRANDPAR
(22,21),(21,17),-0.337815 # DEPENDENCYPART_GRANDPAR
(22,21),(21,18),-0.179653 # DEPENDENCYPART_GRANDPAR
(22,21),(21,19),-0.275943 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),-0.118262 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-1.03163 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,23),-0.434766 # DEPENDENCYPART_GRANDPAR
(22,21),(21,24),-0.429116 # DEPENDENCYPART_GRANDPAR
(22,21),(21,25),-0.411695 # DEPENDENCYPART_GRANDPAR
(22,21),(21,26),-0.645517 # DEPENDENCYPART_GRANDPAR
(22,21),(21,27),-0.574409 # DEPENDENCYPART_GRANDPAR
(22,21),(21,28),-0.603095 # DEPENDENCYPART_GRANDPAR
(22,21),(21,29),-0.693399 # DEPENDENCYPART_GRANDPAR
(22,26),(26,19),-0.512514 # DEPENDENCYPART_GRANDPAR
(22,26),(26,20),-0.505083 # DEPENDENCYPART_GRANDPAR
(22,26),(26,21),-0.40919 # DEPENDENCYPART_GRANDPAR
(22,26),(26,22),-0.581947 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,26),(26,23),0.063612 # DEPENDENCYPART_GRANDPAR
(22,26),(26,25),-0.0298343 # DEPENDENCYPART_GRANDPAR
(22,27),(27,6),-1.3599 # DEPENDENCYPART_GRANDPAR
(22,27),(27,17),-0.54409 # DEPENDENCYPART_GRANDPAR
(22,27),(27,19),-0.518415 # DEPENDENCYPART_GRANDPAR
(22,27),(27,20),-0.567212 # DEPENDENCYPART_GRANDPAR
(22,27),(27,21),-0.420525 # DEPENDENCYPART_GRANDPAR
(22,27),(27,22),-0.495281 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,27),(27,23),0.0760074 # DEPENDENCYPART_GRANDPAR
(22,27),(27,24),-0.0401212 # DEPENDENCYPART_GRANDPAR
(22,27),(27,25),-0.0307745 # DEPENDENCYPART_GRANDPAR
(22,27),(27,26),-0.129793 # DEPENDENCYPART_GRANDPAR
(23,7),(7,1),-0.276381 # DEPENDENCYPART_GRANDPAR
(23,7),(7,2),-0.234248 # DEPENDENCYPART_GRANDPAR
(23,7),(7,3),-0.148086 # DEPENDENCYPART_GRANDPAR
(23,7),(7,4),-0.235252 # DEPENDENCYPART_GRANDPAR
(23,7),(7,5),-0.326687 # DEPENDENCYPART_GRANDPAR
(23,7),(7,6),-0.316778 # DEPENDENCYPART_GRANDPAR
(23,7),(7,8),-0.447962 # DEPENDENCYPART_GRANDPAR
(23,8),(8,1),-0.276381 # DEPENDENCYPART_GRANDPAR
(23,8),(8,2),-0.234248 # DEPENDENCYPART_GRANDPAR
(23,8),(8,3),-0.148086 # DEPENDENCYPART_GRANDPAR
(23,8),(8,4),-0.235252 # DEPENDENCYPART_GRANDPAR
(23,8),(8,5),-0.326687 # DEPENDENCYPART_GRANDPAR
(23,8),(8,6),-0.316778 # DEPENDENCYPART_GRANDPAR
(23,8),(8,7),-0.415891 # DEPENDENCYPART_GRANDPAR
(23,8),(8,9),-0.28337 # DEPENDENCYPART_GRANDPAR
(23,13),(13,10),-0.395739 # DEPENDENCYPART_GRANDPAR
(23,13),(13,12),-0.244536 # DEPENDENCYPART_GRANDPAR
(23,14),(14,9),-0.251102 # DEPENDENCYPART_GRANDPAR
(23,14),(14,10),-0.32937 # DEPENDENCYPART_GRANDPAR
(23,14),(14,11),-0.155525 # DEPENDENCYPART_GRANDPAR
(23,14),(14,12),-0.198685 # DEPENDENCYPART_GRANDPAR
(23,14),(14,13),-0.314005 # DEPENDENCYPART_GRANDPAR
(23,14),(14,15),-0.10221 # DEPENDENCYPART_GRANDPAR
(23,14),(14,16),-0.0765664 # DEPENDENCYPART_GRANDPAR
(23,14),(14,17),-0.0797291 # DEPENDENCYPART_GRANDPAR
(23,14),(14,18),-0.11971 # DEPENDENCYPART_GRANDPAR
(23,14),(14,19),-0.113307 # DEPENDENCYPART_GRANDPAR
(23,14),(14,20),-0.185922 # DEPENDENCYPART_GRANDPAR
(23,14),(14,21),-0.155952 # DEPENDENCYPART_GRANDPAR
(23,14),(14,22),-0.150302 # DEPENDENCYPART_GRANDPAR
(23,14),(14,23),-0.659249 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,14),(14,26),-0.19693 # DEPENDENCYPART_GRANDPAR
(23,14),(14,27),-0.328888 # DEPENDENCYPART_GRANDPAR
(23,14),(14,28),-0.206816 # DEPENDENCYPART_GRANDPAR
(23,14),(14,29),-0.595108 # DEPENDENCYPART_GRANDPAR
(23,18),(18,6),-0.488018 # DEPENDENCYPART_GRANDPAR
(23,18),(18,7),-0.597808 # DEPENDENCYPART_GRANDPAR
(23,18),(18,8),-0.563081 # DEPENDENCYPART_GRANDPAR
(23,18),(18,10),-0.478157 # DEPENDENCYPART_GRANDPAR
(23,18),(18,11),-0.28605 # DEPENDENCYPART_GRANDPAR
(23,18),(18,12),-0.244103 # DEPENDENCYPART_GRANDPAR
(23,18),(18,13),-0.359625 # DEPENDENCYPART_GRANDPAR
(23,18),(18,14),-0.531401 # DEPENDENCYPART_GRANDPAR
(23,18),(18,15),-0.222354 # DEPENDENCYPART_GRANDPAR
(23,18),(18,16),-0.194928 # DEPENDENCYPART_GRANDPAR
(23,18),(18,17),-0.206701 # DEPENDENCYPART_GRANDPAR
(23,18),(18,26),-0.346127 # DEPENDENCYPART_GRANDPAR
(23,18),(18,28),-0.517798 # DEPENDENCYPART_GRANDPAR
(23,18),(18,29),-0.63479 # DEPENDENCYPART_GRANDPAR
(23,19),(19,18),-0.150487 # DEPENDENCYPART_GRANDPAR
(23,19),(19,20),-0.180865 # DEPENDENCYPART_GRANDPAR
(23,19),(19,22),-0.145244 # DEPENDENCYPART_GRANDPAR
(23,19),(19,27),-0.457345 # DEPENDENCYPART_GRANDPAR
(23,20),(20,22),-0.0665091 # DEPENDENCYPART_GRANDPAR
(23,21),(21,9),-0.321437 # DEPENDENCYPART_GRANDPAR
(23,21),(21,10),-0.421399 # DEPENDENCYPART_GRANDPAR
(23,21),(21,11),-0.303763 # DEPENDENCYPART_GRANDPAR
(23,21),(21,12),-0.246279 # DEPENDENCYPART_GRANDPAR
(23,21),(21,14),-0.513724 # DEPENDENCYPART_GRANDPAR
(23,21),(21,15),-0.175091 # DEPENDENCYPART_GRANDPAR
(23,21),(21,16),-0.147665 # DEPENDENCYPART_GRANDPAR
(23,21),(21,17),-0.224414 # DEPENDENCYPART_GRANDPAR
(23,21),(21,18),-0.147356 # DEPENDENCYPART_GRANDPAR
(23,21),(21,19),-0.170305 # DEPENDENCYPART_GRANDPAR
(23,21),(21,20),-0.187044 # DEPENDENCYPART_GRANDPAR
(23,21),(21,22),0.0121222 # DEPENDENCYPART_GRANDPAR
(23,21),(21,23),-0.805791 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,21),(21,24),-0.322824 # DEPENDENCYPART_GRANDPAR
(23,21),(21,25),-0.408306 # DEPENDENCYPART_GRANDPAR
(23,21),(21,26),-0.343342 # DEPENDENCYPART_GRANDPAR
(23,21),(21,27),-0.501549 # DEPENDENCYPART_GRANDPAR
(23,21),(21,28),-0.524909 # DEPENDENCYPART_GRANDPAR
(23,21),(21,29),-0.635581 # DEPENDENCYPART_GRANDPAR
(23,22),(22,20),-0.0353319 # DEPENDENCYPART_GRANDPAR
(23,22),(22,21),-0.00235137 # DEPENDENCYPART_GRANDPAR
(23,22),(22,26),-0.374444 # DEPENDENCYPART_GRANDPAR
(23,22),(22,27),-0.544354 # DEPENDENCYPART_GRANDPAR
(23,26),(26,19),-0.428163 # DEPENDENCYPART_GRANDPAR
(23,26),(26,20),-0.571719 # DEPENDENCYPART_GRANDPAR
(23,26),(26,21),-0.502863 # DEPENDENCYPART_GRANDPAR
(23,26),(26,22),-0.536099 # DEPENDENCYPART_GRANDPAR
(23,26),(26,23),-0.381426 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,26),(26,25),-0.0427803 # DEPENDENCYPART_GRANDPAR
(23,27),(27,6),-0.811365 # DEPENDENCYPART_GRANDPAR
(23,27),(27,17),-0.412627 # DEPENDENCYPART_GRANDPAR
(23,27),(27,19),-0.434917 # DEPENDENCYPART_GRANDPAR
(23,27),(27,20),-0.633808 # DEPENDENCYPART_GRANDPAR
(23,27),(27,21),-0.513033 # DEPENDENCYPART_GRANDPAR
(23,27),(27,22),-0.598188 # DEPENDENCYPART_GRANDPAR
(23,27),(27,23),-0.388498 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,27),(27,24),0.0279585 # DEPENDENCYPART_GRANDPAR
(23,27),(27,25),-0.0700402 # DEPENDENCYPART_GRANDPAR
(23,27),(27,26),0.0927239 # DEPENDENCYPART_GRANDPAR
(24,23),(23,7),-0.253024 # DEPENDENCYPART_GRANDPAR
(24,23),(23,8),-0.238355 # DEPENDENCYPART_GRANDPAR
(24,23),(23,13),-0.206012 # DEPENDENCYPART_GRANDPAR
(24,23),(23,14),-0.298057 # DEPENDENCYPART_GRANDPAR
(24,23),(23,18),-0.138382 # DEPENDENCYPART_GRANDPAR
(24,23),(23,19),-0.107042 # DEPENDENCYPART_GRANDPAR
(24,23),(23,20),-0.110801 # DEPENDENCYPART_GRANDPAR
